,Jaziah,The Casual Goose,Mon Bel Ange,Recipe For Dreaming Nz,Purple Shades,Roclea Ruler,True Grit Shadow,Whata Terror,Bettor Getta Lover
05-01-2023 16:58:46.653473,"(1.55, 1.84, 1.8050000000000002)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 190.0, 142.5)"
05-01-2023 16:58:47.792353,"(1.55, 1.84, 1.8050000000000002)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 190.0, 142.5)"
05-01-2023 16:58:48.910952,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 190.0, 142.5)"
05-01-2023 16:58:50.002621,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 190.0, 142.5)"
05-01-2023 16:58:51.075934,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 190.0, 142.5)"
05-01-2023 16:58:52.201771,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 137.5)"
05-01-2023 16:58:53.532277,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 137.5)"
05-01-2023 16:58:54.715331,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 137.5)"
05-01-2023 16:58:55.974007,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 137.5)"
05-01-2023 16:58:57.126121,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 137.5)"
05-01-2023 16:58:58.234313,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 137.5)"
05-01-2023 16:58:59.504763,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 180.0, 140.0)"
05-01-2023 16:59:00.641786,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 16.166666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.866666666666667)","(41.0, 170.0, 140.0)"
05-01-2023 16:59:01.868823,"(1.55, 1.84, 1.8050000000000002)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 17.5)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 6.2, 5.226666666666667)","(41.0, 170.0, 140.0)"
05-01-2023 16:59:03.140589,"(1.55, 1.84, 1.83)","(6.5, 8.8, 8.6)","(41.0, 95.0, 91.66666666666667)","(17.0, 99999, 99990)","(10.0, 19.5, 18.5)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 132.5)"
05-01-2023 16:59:04.319019,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.5)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 132.5)"
05-01-2023 16:59:05.569431,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.5)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 132.5)"
05-01-2023 16:59:06.731735,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.5)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 132.5)"
05-01-2023 16:59:07.997929,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.5)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:09.287250,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.5)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:10.461266,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:11.656863,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:12.980815,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 55.0, 47.2)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:14.168596,"(1.55, 1.84, 1.828)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 55.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:15.949837,"(1.55, 1.84, 1.836)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 46.0)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:17.273691,"(1.55, 1.84, 1.836)","(6.5, 9.0, 8.52)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:18.815312,"(1.55, 1.84, 1.8233333333333335)","(6.5, 9.0, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:20.450838,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:21.834693,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:23.232370,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:24.627484,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:25.902531,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:27.211905,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:28.557682,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 151.25)"
05-01-2023 16:59:29.863601,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.226666666666667)","(41.0, 170.0, 132.5)"
05-01-2023 16:59:31.367587,"(1.6, 1.84, 1.8233333333333335)","(6.5, 8.8, 8.6)","(41.0, 95.0, 90.0)","(17.0, 99999, 99990)","(10.0, 19.5, 18.916666666666668)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.288888888888889)","(41.0, 170.0, 132.5)"
05-01-2023 16:59:32.878241,"(1.55, 1.84, 1.8233333333333335)","(7.0, 8.8, 8.6)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.916666666666668)","(21.0, 50.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.3052631578947365)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:34.315297,"(1.55, 1.84, 1.8345454545454547)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.916666666666668)","(21.0, 50.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.3052631578947365)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:35.679680,"(1.55, 1.84, 1.8275000000000001)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.0)","(21.0, 50.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.3052631578947365)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:37.002881,"(1.55, 1.84, 1.8275000000000001)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 50.0, 46.18181818181818)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.345454545454546)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:38.326287,"(1.55, 1.84, 1.815294117647059)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 50.0, 46.18181818181818)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.345454545454546)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:39.539428,"(1.55, 1.84, 1.815294117647059)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 50.0, 46.18181818181818)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.345454545454546)","(41.0, 170.0, 125.0)"
05-01-2023 16:59:40.777911,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 50.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.345454545454546)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:41.976425,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.345454545454546)","(41.0, 170.0, 145.0)"
05-01-2023 16:59:43.134978,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.345454545454546)","(41.0, 170.0, 171.66666666666669)"
05-01-2023 16:59:44.304946,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.270588235294118)","(41.0, 210.0, 188.0)"
05-01-2023 16:59:45.472345,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.75)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.6, 5.35)","(41.0, 210.0, 174.28571428571428)"
05-01-2023 16:59:46.689004,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 230.0, 150.0)"
05-01-2023 16:59:48.219210,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 230.0, 160.0)"
05-01-2023 16:59:49.567849,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:50.767110,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:51.933700,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:53.235041,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:54.473878,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:56.082725,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:57.444729,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 160.0)"
05-01-2023 16:59:58.803860,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 210.0, 140.0)"
05-01-2023 17:00:00.281520,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 200.0, 164.28571428571428)"
05-01-2023 17:00:01.711287,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:02.879955,"(1.55, 1.84, 1.8205555555555557)","(7.0, 9.0, 8.52)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:04.003523,"(1.55, 1.84, 1.8205555555555557)","(7.0, 8.8, 8.6)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 180.0, 166.66666666666669)"
05-01-2023 17:00:05.143891,"(1.55, 1.84, 1.8233333333333335)","(7.0, 8.8, 8.6)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.083333333333332)","(21.0, 48.0, 42.857142857142854)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:06.441067,"(1.55, 1.84, 1.8233333333333335)","(7.0, 8.8, 8.6)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 19.214285714285715)","(21.0, 48.0, 44.666666666666664)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:07.964628,"(1.55, 1.84, 1.835409836065574)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 43.2)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:09.373519,"(1.55, 1.84, 1.826)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.25)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:10.728128,"(1.55, 1.84, 1.826)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 40.5)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:12.047701,"(1.55, 1.84, 1.826)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 43.142857142857146)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:13.313704,"(1.55, 1.84, 1.826)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 46.0, 42.666666666666664)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:15.533360,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 42.666666666666664)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:17.090761,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:18.472574,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.35)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:20.040490,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.38)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:21.664553,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:23.015957,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 156.25)"
05-01-2023 17:00:24.285004,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:25.416142,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:26.534490,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:27.812414,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:29.081943,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.8, 8.371428571428572)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 164.28571428571428)"
05-01-2023 17:00:30.303588,"(1.55, 1.84, 1.820909090909091)","(7.0, 8.4, 8.333333333333334)","(41.0, 95.0, 90.0)","(19.0, 99999, 99990)","(11.0, 19.5, 18.5)","(21.0, 48.0, 44.0)","(21.0, 48.0, 47.5)","(4.4, 5.5, 5.275)","(41.0, 190.0, 164.28571428571428)"
