,Jaziah,The Casual Goose,Mon Bel Ange,Recipe For Dreaming Nz,Purple Shades,Roclea Ruler,True Grit Shadow,Whata Terror,Bettor Getta Lover
05-01-2023 16:50:16.276420,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 35.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 69.14285714285714)"
05-01-2023 16:50:17.365620,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 35.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 69.14285714285714)"
05-01-2023 16:50:18.460433,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 35.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 69.14285714285714)"
05-01-2023 16:50:19.524926,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 35.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 69.14285714285714)"
05-01-2023 16:50:20.591316,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 35.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 69.14285714285714)"
05-01-2023 16:50:21.713300,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 35.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 69.14285714285714)"
05-01-2023 16:50:22.821267,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:23.951939,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:25.180791,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:26.304228,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:27.419972,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:28.520303,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 38.0)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:29.724391,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:30.802742,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:31.881646,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:33.004691,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:34.303635,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:35.468331,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:36.697229,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:37.879246,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 40.0)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:39.038793,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:40.181996,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:41.317395,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:42.518774,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:43.754262,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:44.946117,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:46.150337,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 46.66666666666667)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:47.554641,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 47.14285714285714)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:48.789008,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 47.14285714285714)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:49.962820,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 47.14285714285714)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:51.088008,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 47.14285714285714)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:52.223155,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 47.14285714285714)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:53.376192,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 47.14285714285714)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:54.597477,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:55.867373,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:56.993755,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:58.167353,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:50:59.355522,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:00.579637,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:01.804741,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:03.001120,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:04.444615,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:05.888212,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:07.215617,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:08.674791,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:10.010593,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:11.619371,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:13.144923,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:14.629878,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.333333333333334)","(26.0, 50.0, 43.333333333333336)","(21.0, 44.0, 40.4)","(4.6, 8.8, 8.0)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:15.891860,"(1.6, 1.65, 1.625)","(6.0, 10.5, 10.0)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 16.0)","(26.0, 50.0, 41.0)","(21.0, 44.0, 35.5)","(4.6, 8.8, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:17.085957,"(1.6, 1.65, 1.635)","(6.0, 10.5, 9.95)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 45.0)","(21.0, 44.0, 36.333333333333336)","(4.6, 8.4, 7.733333333333333)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:18.322706,"(1.6, 1.65, 1.63)","(6.0, 10.5, 10.066666666666666)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 45.0)","(21.0, 55.0, 42.75)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:19.540081,"(1.6, 1.65, 1.63)","(6.0, 10.5, 10.066666666666666)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.0)","(21.0, 48.0, 42.75)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:20.776844,"(1.6, 1.65, 1.63)","(6.0, 10.5, 10.066666666666666)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.0)","(21.0, 48.0, 42.75)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:21.990597,"(1.6, 1.65, 1.63)","(6.0, 10.5, 10.066666666666666)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.42857142857143)","(21.0, 48.0, 41.25)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:23.183592,"(1.6, 1.65, 1.635)","(6.0, 10.5, 9.95)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.42857142857143)","(21.0, 46.0, 41.25)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:24.461431,"(1.6, 1.65, 1.635)","(6.0, 10.5, 9.95)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.42857142857143)","(21.0, 46.0, 41.25)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:25.711391,"(1.6, 1.65, 1.635)","(6.0, 10.5, 9.95)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.42857142857143)","(21.0, 46.0, 41.25)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:26.851584,"(1.6, 1.65, 1.635)","(6.0, 10.5, 9.95)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)","(26.0, 50.0, 47.42857142857143)","(21.0, 46.0, 41.25)","(4.6, 8.4, 7.866666666666666)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:28.091199,"(1.6, 1.65, 1.635)","(6.0, 10.5, 10.05)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 16.333333333333332)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.2, 7.8999999999999995)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:29.359084,"(1.6, 1.65, 1.635)","(6.0, 10.5, 10.05)","(41.0, 110.0, 63.5)","(16.0, 99999, 99990)","(10.0, 18.0, 16.333333333333332)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.2, 7.8999999999999995)","(31.0, 80.0, 62.0)"
05-01-2023 16:51:30.542148,"(1.6, 1.65, 1.635)","(6.0, 10.5, 10.05)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.5)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.2, 7.8999999999999995)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:31.829169,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.2, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:33.044207,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:34.322126,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:35.498589,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:36.701383,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:37.944341,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:39.159076,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:40.356441,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:41.593041,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:42.801496,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:43.926631,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:45.019829,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:46.166242,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:47.250816,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:48.479475,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:49.777238,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:51.147948,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:52.472055,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:53.783883,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
05-01-2023 16:51:54.997657,"(1.6, 1.65, 1.6320000000000001)","(6.0, 12.0, 10.266666666666667)","(41.0, 110.0, 68.66666666666667)","(16.0, 99999, 99990)","(10.0, 18.0, 15.25)","(26.0, 50.0, 42.0)","(21.0, 46.0, 41.25)","(4.6, 8.4, 8.0)","(31.0, 80.0, 68.0)"
