,Almighty Virtue,Katzenjammer,Puma,Rockierro,Gotchagood,Kreglinger,Gee Gees Flyby
11-01-2023 11:18:11.018323,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3189473684210524)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.933333333333334)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:12.119282,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3189473684210524)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.954545454545455)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:13.133821,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3189473684210524)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:14.211186,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4321875)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:15.217381,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:16.211684,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:17.198751,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 17.07142857142857)"
11-01-2023 11:18:18.145614,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 17.5, 16.5)"
11-01-2023 11:18:19.106837,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 16.5)"
11-01-2023 11:18:20.072990,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 16.5)"
11-01-2023 11:18:21.192863,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3666666666666667)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:22.259315,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3614814814814813)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:23.308774,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3614814814814813)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:24.335455,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3614814814814813)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:25.434524,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3614814814814813)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.975)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:26.466318,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.3614814814814813)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:27.468260,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.38)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:28.495334,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.38)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:29.467359,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.38)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:30.530200,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.38)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:31.553596,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:32.579839,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:33.609740,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:34.613960,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:35.587619,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:36.594465,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:37.624179,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:38.542000,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:39.510433,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:40.445340,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.84375)"
11-01-2023 11:18:41.435609,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.821428571428573)"
11-01-2023 11:18:42.416193,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.821428571428573)"
11-01-2023 11:18:43.423392,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.821428571428573)"
11-01-2023 11:18:44.603515,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 64.375)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.821428571428573)"
11-01-2023 11:18:45.722874,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 63.333333333333336)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.821428571428573)"
11-01-2023 11:18:46.823012,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.4210526315789473)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 47.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:47.857392,"(26.0, 55.0, 47.666666666666664)","(2.15, 2.48, 2.432)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.9625)","(31.0, 65.0, 47.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:48.907862,"(26.0, 55.0, 50.5)","(2.15, 2.48, 2.42)","(6.0, 9.2, 8.56)","(4.6, 6.4, 6.182758620689656)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:49.880017,"(26.0, 70.0, 62.0)","(2.15, 2.48, 2.42)","(6.0, 9.2, 8.56)","(4.6, 6.4, 6.182758620689656)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:50.845590,"(26.0, 65.0, 55.5)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.84)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:51.856660,"(26.0, 65.0, 55.5)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.855555555555556)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:53.006215,"(26.0, 65.0, 51.0)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.855555555555556)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:54.033517,"(26.0, 60.0, 54.0)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.855555555555556)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:55.086302,"(26.0, 60.0, 49.333333333333336)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.816666666666666)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:56.135068,"(26.0, 60.0, 49.333333333333336)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.816666666666666)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:57.119814,"(26.0, 60.0, 53.0)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.733333333333333)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:58.152848,"(26.0, 60.0, 53.0)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.56)","(4.6, 6.4, 5.733333333333333)","(31.0, 60.0, 52.94117647058823)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:18:59.206121,"(26.0, 60.0, 53.0)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.921739130434782)","(4.6, 6.4, 6.157575757575758)","(31.0, 60.0, 49.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:19:00.205915,"(26.0, 60.0, 53.0)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.2, 8.992592592592592)","(4.6, 6.4, 6.157575757575758)","(31.0, 60.0, 48.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:19:01.174297,"(26.0, 60.0, 49.333333333333336)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.0, 8.25)","(4.6, 6.4, 5.861538461538462)","(31.0, 60.0, 48.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:19:02.169398,"(26.0, 60.0, 49.333333333333336)","(2.15, 2.48, 2.443076923076923)","(6.0, 9.0, 8.25)","(4.6, 6.4, 5.861538461538462)","(31.0, 60.0, 48.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:19:03.178920,"(26.0, 60.0, 49.333333333333336)","(2.15, 2.46, 2.4506666666666668)","(6.0, 9.0, 8.018181818181818)","(4.6, 6.4, 5.861538461538462)","(31.0, 55.0, 49.6)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.791666666666668)"
11-01-2023 11:19:04.225036,"(26.0, 60.0, 53.0)","(2.15, 2.46, 2.4522222222222223)","(6.0, 9.0, 8.018181818181818)","(4.6, 6.4, 5.780769230769231)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:05.280688,"(26.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.423157894736842)","(6.0, 8.8, 8.05)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:06.289481,"(26.0, 60.0, 50.666666666666664)","(2.15, 2.48, 2.46)","(6.0, 8.8, 8.05)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:07.333107,"(26.0, 60.0, 50.666666666666664)","(2.15, 2.48, 2.46)","(6.0, 8.8, 8.05)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:08.470880,"(26.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.4506666666666668)","(6.0, 8.8, 7.96)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:09.659048,"(26.0, 60.0, 50.666666666666664)","(2.15, 2.48, 2.463157894736842)","(6.0, 8.6, 7.96)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:10.797038,"(26.0, 60.0, 47.2)","(2.15, 2.48, 2.424)","(6.0, 8.6, 8.0)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:12.094185,"(26.0, 60.0, 47.2)","(2.15, 2.48, 2.424)","(6.0, 8.6, 8.466666666666667)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.852941176470587)"
11-01-2023 11:19:13.209354,"(31.0, 60.0, 50.666666666666664)","(2.15, 2.48, 2.44)","(6.0, 8.8, 8.657142857142858)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:14.267147,"(31.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.4492307692307693)","(6.0, 8.8, 8.466666666666667)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:15.413999,"(31.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.418823529411765)","(6.0, 8.8, 8.466666666666667)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:16.526678,"(31.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.418823529411765)","(6.0, 8.8, 8.0)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:17.502849,"(31.0, 60.0, 47.2)","(2.15, 2.46, 2.4266666666666667)","(6.0, 8.6, 7.96)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:18.496364,"(31.0, 60.0, 47.2)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 7.96)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:19.478827,"(31.0, 60.0, 47.2)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 7.96)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:20.501173,"(31.0, 60.0, 47.2)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 7.96)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:21.503073,"(31.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 8.0)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:22.487937,"(31.0, 60.0, 50.666666666666664)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 8.0)","(4.6, 6.4, 5.729166666666667)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:23.519800,"(31.0, 60.0, 52.0)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 8.0)","(4.6, 6.4, 5.753846153846154)","(31.0, 55.0, 49.0)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:28.706581,"(31.0, 60.0, 54.0)","(2.15, 2.46, 2.413333333333333)","(6.0, 8.6, 8.0)","(4.6, 6.4, 5.820689655172414)","(31.0, 55.0, 46.2)","(3.9, 5.0, 4.99)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:30.008779,"(31.0, 60.0, 49.333333333333336)","(2.15, 2.46, 2.42)","(6.0, 8.6, 8.28)","(4.6, 6.4, 5.858064516129033)","(31.0, 55.0, 49.0)","(3.9, 5.0, 5.2214285714285715)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:31.050134,"(31.0, 60.0, 49.333333333333336)","(2.15, 2.46, 2.42)","(6.0, 8.6, 8.28)","(4.6, 6.4, 5.858064516129033)","(31.0, 55.0, 49.0)","(3.9, 5.4, 5.2214285714285715)","(13.0, 18.0, 17.807692307692307)"
11-01-2023 11:19:32.184196,"(31.0, 60.0, 49.333333333333336)","(2.15, 2.46, 2.38)","(6.0, 8.6, 8.28)","(4.6, 6.4, 5.858064516129033)","(31.0, 55.0, 49.0)","(3.9, 5.4, 5.2214285714285715)","(13.0, 18.0, 16.75)"
11-01-2023 11:19:33.267975,"(31.0, 60.0, 52.0)","(2.15, 2.46, 2.38)","(6.0, 8.6, 8.28)","(4.6, 6.4, 6.05)","(31.0, 55.0, 46.2)","(3.9, 5.4, 5.2214285714285715)","(13.0, 18.0, 16.26923076923077)"
11-01-2023 11:19:34.415523,"(31.0, 60.0, 53.0)","(2.15, 2.46, 2.4)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.05)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.333333333333334)","(13.0, 18.0, 16.75)"
11-01-2023 11:19:35.557531,"(31.0, 60.0, 53.0)","(2.15, 2.46, 2.38)","(6.0, 8.6, 8.23076923076923)","(4.6, 6.2, 6.05)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.341176470588236)","(13.0, 18.0, 17.545454545454547)"
11-01-2023 11:19:36.609347,"(31.0, 60.0, 53.0)","(2.15, 2.46, 2.38)","(6.0, 8.6, 8.23076923076923)","(4.6, 6.2, 6.1)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.341176470588236)","(13.0, 18.0, 17.545454545454547)"
11-01-2023 11:19:37.732533,"(31.0, 60.0, 57.09090909090909)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.23076923076923)","(4.6, 6.2, 6.075)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.341176470588236)","(13.0, 18.0, 17.545454545454547)"
11-01-2023 11:19:38.791275,"(31.0, 60.0, 57.714285714285715)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.23076923076923)","(4.6, 6.2, 6.075)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.331034482758621)","(13.0, 18.0, 17.545454545454547)"
11-01-2023 11:19:39.854265,"(31.0, 60.0, 57.714285714285715)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.23076923076923)","(4.6, 6.2, 6.075)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.331034482758621)","(13.0, 18.0, 17.545454545454547)"
11-01-2023 11:19:40.930203,"(31.0, 60.0, 57.714285714285715)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.23076923076923)","(4.6, 6.2, 6.075)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.331034482758621)","(13.0, 18.0, 17.3)"
11-01-2023 11:19:42.095739,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.075)","(31.0, 55.0, 52.2)","(3.9, 5.4, 5.331034482758621)","(13.0, 17.5, 17.0)"
11-01-2023 11:19:43.366968,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.075)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.331034482758621)","(13.0, 17.5, 17.0)"
11-01-2023 11:19:44.527699,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.075)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.355555555555556)","(13.0, 17.5, 17.136363636363637)"
11-01-2023 11:19:45.676856,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.075)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.355555555555556)","(13.0, 17.5, 17.136363636363637)"
11-01-2023 11:19:46.772950,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.0)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.355555555555556)","(13.0, 17.5, 17.136363636363637)"
11-01-2023 11:19:47.828179,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.0)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.355555555555556)","(13.0, 17.5, 17.136363636363637)"
11-01-2023 11:19:48.943109,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 6.0)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.307692307692308)","(13.0, 17.5, 17.136363636363637)"
11-01-2023 11:19:49.976656,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 5.775)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.307692307692308)","(13.0, 17.5, 17.86842105263158)"
11-01-2023 11:19:51.093401,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 5.779999999999999)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.25)","(13.0, 18.0, 17.86842105263158)"
11-01-2023 11:19:52.328770,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 5.779999999999999)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.25)","(13.0, 18.0, 17.3)"
11-01-2023 11:19:53.521234,"(31.0, 60.0, 55.0)","(2.15, 2.46, 2.4046153846153846)","(6.0, 8.6, 8.28)","(4.6, 6.2, 5.779999999999999)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.25)","(13.0, 17.5, 17.3)"
11-01-2023 11:19:54.664115,"(31.0, 60.0, 55.0)","(2.15, 2.44, 2.3649999999999998)","(6.0, 8.6, 8.066666666666666)","(4.6, 6.2, 5.779999999999999)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.25)","(13.0, 17.5, 17.3)"
11-01-2023 11:19:55.797450,"(31.0, 60.0, 55.0)","(2.15, 2.44, 2.361875)","(6.0, 8.6, 8.2)","(4.6, 6.2, 5.779999999999999)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.25)","(13.0, 17.5, 16.833333333333332)"
11-01-2023 11:19:56.940435,"(31.0, 60.0, 55.0)","(2.15, 2.44, 2.361875)","(6.0, 8.6, 8.2)","(4.6, 6.2, 5.779999999999999)","(31.0, 55.0, 51.0)","(3.9, 5.4, 5.25)","(13.0, 17.5, 17.5)"
