,Whose Me Mum,Aldebaran Leroy,Krakuer,Arrjays Trapper,Majestic Speed,Buslin Brody,So Vogue
11-01-2023 21:21:44.862359,"(10.0, 12.5, 11.433333333333334)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.25)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.74, 2.630909090909091)","(20.0, 27.0, 24.428571428571427)","(2.1, 3.5, 3.3200000000000003)"
11-01-2023 21:21:46.092424,"(10.0, 12.5, 11.433333333333334)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.25)","(9.0, 11.5, 10.6875)","(2.25, 2.74, 2.6371428571428575)","(20.0, 27.0, 22.8)","(2.1, 3.5, 3.3200000000000003)"
11-01-2023 21:21:47.362412,"(10.0, 12.5, 11.61111111111111)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.25)","(9.0, 11.5, 10.6875)","(2.25, 2.74, 2.545)","(20.0, 27.0, 24.0)","(2.1, 3.5, 3.3630434782608694)"
11-01-2023 21:21:48.655325,"(10.0, 12.5, 12.038461538461538)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.75)","(9.0, 11.5, 10.6875)","(2.25, 2.74, 2.696)","(20.0, 26.0, 24.0)","(2.1, 3.5, 3.36875)"
11-01-2023 21:21:49.906955,"(10.0, 12.5, 12.038461538461538)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.0)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.696)","(20.0, 26.0, 24.0)","(2.1, 3.5, 3.36875)"
11-01-2023 21:21:51.196916,"(10.0, 12.5, 12.038461538461538)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.701538461538462)","(20.0, 26.0, 23.857142857142858)","(2.1, 3.5, 3.36875)"
11-01-2023 21:21:52.502218,"(10.0, 12.5, 12.038461538461538)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.701538461538462)","(20.0, 26.0, 24.0)","(2.1, 3.5, 3.36875)"
11-01-2023 21:21:53.804322,"(10.0, 12.5, 12.038461538461538)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.701538461538462)","(20.0, 26.0, 24.5)","(2.1, 3.5, 3.36875)"
11-01-2023 21:21:55.077120,"(10.0, 12.5, 12.038461538461538)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.701538461538462)","(20.0, 26.0, 23.0)","(2.1, 3.5, 3.2818181818181817)"
11-01-2023 21:21:56.294085,"(10.0, 12.5, 11.6)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.7016666666666667)","(20.0, 26.0, 23.0)","(2.1, 3.5, 3.2818181818181817)"
11-01-2023 21:21:57.543026,"(10.0, 12.5, 11.3)","(31.0, 65.0, 50.833333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.6875)","(2.25, 2.72, 2.7016666666666667)","(20.0, 26.0, 23.0)","(2.1, 3.5, 3.2818181818181817)"
11-01-2023 21:21:58.775887,"(10.0, 12.5, 11.3)","(31.0, 60.0, 50.0)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.72, 2.6344444444444446)","(20.0, 26.0, 23.0)","(2.1, 3.5, 3.2818181818181817)"
11-01-2023 21:21:59.933331,"(10.0, 12.5, 11.6)","(31.0, 60.0, 49.333333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.72, 2.6692307692307695)","(20.0, 26.0, 23.0)","(2.1, 3.5, 3.2818181818181817)"
11-01-2023 21:22:01.175451,"(10.0, 12.5, 11.6)","(31.0, 60.0, 49.333333333333336)","(13.0, 15.5, 14.3)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.7, 2.6692307692307695)","(20.0, 26.0, 24.90909090909091)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:02.338059,"(10.0, 12.5, 11.6)","(31.0, 60.0, 49.333333333333336)","(13.0, 15.5, 14.833333333333334)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.7, 2.6692307692307695)","(20.0, 26.0, 24.90909090909091)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:03.571932,"(10.0, 12.5, 11.6)","(31.0, 60.0, 49.333333333333336)","(13.0, 15.5, 14.0)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.7, 2.6692307692307695)","(20.0, 26.0, 24.90909090909091)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:04.786496,"(10.0, 12.5, 11.6)","(31.0, 60.0, 50.0)","(13.0, 15.5, 14.0)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.7, 2.6692307692307695)","(20.0, 26.0, 24.90909090909091)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:05.918716,"(10.0, 12.5, 11.6)","(31.0, 60.0, 50.0)","(13.0, 15.5, 13.8)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.7, 2.585714285714286)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:07.081887,"(10.0, 12.0, 11.4)","(31.0, 60.0, 50.0)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.5971428571428574)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:08.344446,"(10.0, 12.0, 11.222222222222221)","(31.0, 60.0, 51.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.5971428571428574)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:09.612154,"(10.0, 12.0, 11.222222222222221)","(31.0, 70.0, 51.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.5933333333333333)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:10.880849,"(10.0, 12.0, 11.222222222222221)","(31.0, 70.0, 51.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.5933333333333333)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:12.038542,"(10.0, 12.0, 11.222222222222221)","(31.0, 70.0, 51.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.5971428571428574)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:13.220405,"(10.0, 12.0, 11.222222222222221)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.5971428571428574)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:14.296971,"(10.0, 12.0, 11.222222222222221)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.588)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.3285714285714287)"
11-01-2023 21:22:15.443574,"(10.0, 12.0, 11.222222222222221)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.62, 2.588)","(20.0, 26.0, 24.2)","(2.1, 3.5, 3.35)"
11-01-2023 21:22:16.625080,"(10.0, 12.0, 11.222222222222221)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.62, 2.588)","(20.0, 26.0, 24.2)","(2.1, 3.45, 3.2833333333333337)"
11-01-2023 21:22:17.830393,"(10.0, 12.0, 11.222222222222221)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.62, 2.588)","(20.0, 26.0, 24.2)","(2.1, 3.45, 3.2625)"
11-01-2023 21:22:19.119280,"(10.0, 12.0, 10.95)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.62, 2.588)","(20.0, 26.0, 24.2)","(2.1, 3.45, 3.2833333333333337)"
11-01-2023 21:22:20.403809,"(10.0, 12.0, 11.25)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.62, 2.588)","(20.0, 26.0, 24.2)","(2.1, 3.45, 3.2833333333333337)"
11-01-2023 21:22:21.636825,"(10.0, 12.0, 11.25)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.62, 2.6833333333333336)","(20.0, 26.0, 24.2)","(2.1, 3.45, 3.364705882352941)"
11-01-2023 21:22:22.888204,"(10.0, 12.0, 11.25)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.7, 2.54)","(20.0, 26.0, 24.2)","(2.1, 3.4, 3.1666666666666665)"
11-01-2023 21:22:24.103084,"(10.0, 12.0, 11.363636363636363)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.7, 2.5933333333333333)","(20.0, 26.0, 24.2)","(2.1, 3.4, 3.074489795918367)"
11-01-2023 21:22:25.247984,"(10.0, 12.0, 11.25)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 11.0)","(2.25, 2.7, 2.646666666666667)","(20.0, 26.0, 24.2)","(2.1, 3.35, 3.0921052631578947)"
11-01-2023 21:22:26.443502,"(10.0, 12.0, 11.363636363636363)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.7, 2.630909090909091)","(20.0, 26.0, 24.2)","(2.1, 3.25, 3.0921052631578947)"
11-01-2023 21:22:27.636118,"(10.0, 12.0, 11.571428571428571)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.444444444444445)","(9.0, 11.5, 10.772727272727273)","(2.25, 2.68, 2.630909090909091)","(20.0, 26.0, 24.2)","(2.1, 3.25, 3.0847826086956522)"
11-01-2023 21:22:28.842412,"(10.0, 12.0, 11.571428571428571)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.630909090909091)","(20.0, 26.0, 24.2)","(2.1, 3.25, 3.103846153846154)"
11-01-2023 21:22:29.965484,"(10.0, 12.0, 11.735294117647058)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.630909090909091)","(20.0, 26.0, 24.2)","(2.1, 3.25, 3.1136363636363633)"
11-01-2023 21:22:31.104530,"(10.0, 12.0, 11.735294117647058)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.630909090909091)","(20.0, 26.0, 24.2)","(2.1, 3.25, 3.1136363636363633)"
11-01-2023 21:22:32.318641,"(10.0, 12.0, 11.775)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.630909090909091)","(20.0, 26.0, 24.2)","(2.1, 3.25, 3.0903846153846155)"
11-01-2023 21:22:33.548618,"(10.0, 12.0, 11.775)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.598181818181818)","(20.0, 26.0, 24.2)","(2.1, 3.2, 3.0804347826086955)"
11-01-2023 21:22:34.881090,"(10.0, 12.0, 11.8125)","(31.0, 65.0, 53.666666666666664)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.598181818181818)","(20.0, 26.0, 25.0)","(2.1, 3.15, 3.0804347826086955)"
11-01-2023 21:22:36.111093,"(10.0, 12.0, 11.8125)","(31.0, 65.0, 60.75)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.598181818181818)","(20.0, 26.0, 28.5)","(2.15, 3.15, 3.07)"
11-01-2023 21:22:37.379037,"(10.0, 12.0, 11.8125)","(31.0, 65.0, 60.75)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.0)","(2.25, 2.68, 2.598181818181818)","(20.0, 30.0, 28.5)","(2.15, 3.15, 3.07)"
11-01-2023 21:22:38.593835,"(10.0, 12.0, 11.735294117647058)","(31.0, 65.0, 61.90909090909091)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.071428571428571)","(2.25, 2.68, 2.59)","(20.0, 30.0, 27.6)","(2.15, 3.15, 3.088461538461538)"
11-01-2023 21:22:39.816202,"(10.0, 12.0, 11.363636363636363)","(31.0, 65.0, 61.66666666666667)","(13.0, 15.0, 13.95)","(9.0, 11.5, 11.071428571428571)","(2.25, 2.6, 2.59)","(20.0, 30.0, 26.57142857142857)","(2.15, 3.15, 3.088461538461538)"
11-01-2023 21:22:40.946708,"(10.0, 12.0, 11.571428571428571)","(31.0, 65.0, 61.66666666666667)","(13.0, 15.0, 14.55)","(9.0, 11.5, 11.05)","(2.25, 2.6, 2.59)","(20.0, 30.0, 26.2)","(2.15, 3.15, 3.07)"
11-01-2023 21:22:42.130802,"(10.0, 14.0, 13.375)","(31.0, 65.0, 61.66666666666667)","(13.0, 15.0, 14.55)","(9.0, 11.5, 11.05)","(2.25, 2.6, 2.59)","(20.0, 29.0, 24.333333333333332)","(2.15, 3.15, 3.07)"
11-01-2023 21:22:43.373505,"(10.0, 14.0, 13.375)","(31.0, 65.0, 60.714285714285715)","(13.0, 15.0, 14.55)","(9.0, 11.5, 11.05)","(2.25, 2.6, 2.59)","(20.0, 29.0, 24.333333333333332)","(2.15, 3.15, 3.058510638297872)"
11-01-2023 21:22:44.735467,"(10.0, 14.0, 13.375)","(31.0, 65.0, 59.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.7)","(2.25, 2.6, 2.59)","(20.0, 29.0, 24.333333333333332)","(2.15, 3.15, 3.058510638297872)"
11-01-2023 21:22:46.086475,"(10.0, 14.0, 13.375)","(31.0, 65.0, 59.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.7)","(2.25, 2.6, 2.59)","(20.0, 29.0, 24.333333333333332)","(2.15, 3.15, 3.058510638297872)"
11-01-2023 21:22:47.434537,"(10.0, 14.0, 13.375)","(31.0, 65.0, 59.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.7)","(2.25, 2.6, 2.59)","(20.0, 29.0, 24.333333333333332)","(2.15, 3.15, 3.058510638297872)"
11-01-2023 21:22:48.701808,"(10.0, 14.0, 13.375)","(31.0, 65.0, 59.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.5)","(2.25, 2.6, 2.594193548387097)","(20.0, 29.0, 25.166666666666668)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:22:50.056163,"(10.0, 14.0, 13.75)","(31.0, 65.0, 63.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.933333333333334)","(2.25, 2.6, 2.594193548387097)","(20.0, 28.0, 23.25)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:22:51.349221,"(10.0, 14.0, 12.8)","(31.0, 65.0, 75.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.892857142857142)","(2.25, 2.6, 2.594193548387097)","(20.0, 27.0, 21.375)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:22:52.599840,"(10.0, 14.0, 13.142857142857142)","(31.0, 80.0, 75.0)","(13.0, 15.0, 14.55)","(9.0, 11.5, 10.892857142857142)","(2.25, 2.6, 2.594193548387097)","(20.0, 27.0, 22.75)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:22:53.869942,"(10.0, 14.0, 13.368421052631579)","(31.0, 80.0, 75.0)","(13.0, 15.0, 14.653846153846153)","(9.0, 11.5, 10.555555555555555)","(2.25, 2.6, 2.594193548387097)","(20.0, 26.0, 23.166666666666668)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:22:55.174648,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 15.0, 14.653846153846153)","(9.0, 11.5, 10.555555555555555)","(2.25, 2.6, 2.594193548387097)","(20.0, 25.0, 22.75)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:22:56.357395,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 15.0, 14.653846153846153)","(9.0, 11.5, 10.555555555555555)","(2.25, 2.6, 2.59)","(20.0, 26.0, 23.25)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:22:57.640196,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 15.0, 15.25)","(9.0, 11.5, 10.555555555555555)","(2.25, 2.6, 2.59)","(20.0, 27.0, 23.25)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:22:58.803755,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 15.5, 16.09090909090909)","(9.0, 11.5, 10.555555555555555)","(2.25, 2.6, 2.59)","(20.0, 27.0, 22.75)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:23:00.035093,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 17.0, 16.09090909090909)","(9.0, 11.5, 10.777777777777779)","(2.25, 2.6, 2.59)","(20.0, 26.0, 23.428571428571427)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:23:01.260004,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.476923076923077)","(2.25, 2.6, 2.59)","(20.0, 26.0, 23.428571428571427)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:23:02.440436,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.476923076923077)","(2.25, 2.6, 2.59)","(20.0, 26.0, 23.428571428571427)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:23:03.578507,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.0)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.476923076923077)","(2.25, 2.6, 2.59)","(20.0, 26.0, 23.428571428571427)","(2.15, 3.15, 3.0608108108108105)"
11-01-2023 21:23:04.705805,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.476923076923077)","(2.25, 2.6, 2.59)","(20.0, 26.0, 24.375)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:05.726254,"(10.0, 14.0, 12.75)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.957894736842105)","(2.25, 2.6, 2.594193548387097)","(20.0, 26.0, 23.625)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:06.783545,"(10.0, 13.5, 12.666666666666666)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.9)","(2.25, 2.6, 2.594193548387097)","(20.0, 25.0, 27.272727272727273)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:07.932109,"(10.0, 13.5, 12.25)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.9)","(2.25, 2.6, 2.59)","(20.0, 29.0, 27.272727272727273)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:09.172685,"(10.0, 13.5, 12.25)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.9)","(2.25, 2.6, 2.59)","(20.0, 29.0, 25.875)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:10.395389,"(10.0, 13.5, 12.25)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.892857142857142)","(2.25, 2.6, 2.5894117647058823)","(20.0, 28.0, 25.166666666666668)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:11.550726,"(10.0, 13.5, 12.25)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 11.5, 10.892857142857142)","(2.25, 2.6, 2.5894117647058823)","(20.0, 28.0, 25.384615384615387)","(2.15, 3.15, 3.057142857142857)"
11-01-2023 21:23:12.844602,"(10.0, 13.5, 12.25)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 11.5, 11.214285714285715)","(2.25, 2.6, 2.5894117647058823)","(20.0, 28.0, 25.384615384615387)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:14.048308,"(10.0, 13.5, 11.633333333333333)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.0, 16.09090909090909)","(9.0, 12.0, 10.9)","(2.25, 2.6, 2.590666666666667)","(20.0, 28.0, 25.875)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:15.268462,"(10.0, 13.0, 12.0)","(31.0, 80.0, 75.45454545454545)","(13.0, 18.0, 15.583333333333334)","(9.0, 12.0, 11.0)","(2.25, 2.6, 2.590666666666667)","(20.0, 28.0, 25.875)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:16.552006,"(10.0, 13.0, 12.307692307692308)","(31.0, 80.0, 75.45454545454545)","(13.0, 18.5, 15.35)","(9.0, 12.0, 10.928571428571429)","(2.25, 2.6, 2.5922222222222224)","(20.0, 28.0, 22.666666666666668)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:17.913431,"(10.0, 13.0, 11.75)","(31.0, 80.0, 75.45454545454545)","(13.0, 18.5, 16.5)","(9.0, 12.0, 11.0)","(2.25, 2.6, 2.5922222222222224)","(20.0, 28.0, 22.0)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:19.065048,"(10.0, 13.0, 12.0)","(31.0, 80.0, 75.45454545454545)","(13.0, 18.0, 15.5)","(9.0, 12.5, 10.863636363636363)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 22.0)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:20.217699,"(10.0, 13.0, 12.0)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 15.5)","(9.0, 12.5, 10.863636363636363)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 22.0)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:21.387254,"(10.0, 13.0, 12.0)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 15.5)","(9.0, 12.5, 11.272727272727273)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 22.0)","(2.15, 3.15, 3.0658536585365854)"
11-01-2023 21:23:22.574195,"(10.0, 13.0, 12.0)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 15.5)","(9.0, 12.5, 10.863636363636363)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 22.0)","(2.15, 3.15, 3.075)"
11-01-2023 21:23:23.695839,"(10.0, 13.0, 12.0)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 15.5)","(9.0, 12.5, 11.272727272727273)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 25.333333333333332)","(2.15, 3.1, 3.0701492537313433)"
11-01-2023 21:23:24.823319,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.357142857142858)","(9.0, 12.5, 11.272727272727273)","(2.25, 2.6, 2.5922222222222224)","(20.0, 28.0, 25.333333333333332)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:25.974567,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.357142857142858)","(9.0, 12.5, 11.5)","(2.25, 2.6, 2.5922222222222224)","(20.0, 28.0, 23.5)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:27.175831,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.357142857142858)","(9.0, 12.0, 11.25)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 23.5)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:28.390779,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.357142857142858)","(9.0, 12.0, 11.153846153846153)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 24.6)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:29.546900,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 12.0, 11.1)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 23.57142857142857)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:30.793180,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 12.0, 11.25)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 23.57142857142857)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:32.066540,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.25)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 23.57142857142857)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:33.286871,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.25)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 23.57142857142857)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:34.545560,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.0)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 24.866666666666667)","(2.15, 3.1, 3.067741935483871)"
11-01-2023 21:23:35.877249,"(10.0, 13.0, 12.357142857142858)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.0)","(2.25, 2.6, 2.5922222222222224)","(20.0, 27.0, 24.133333333333333)","(2.15, 3.1, 3.0701492537313433)"
11-01-2023 21:23:37.202213,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.0)","(2.25, 2.6, 2.5922222222222224)","(20.0, 26.0, 24.923076923076923)","(2.15, 3.1, 3.0701492537313433)"
11-01-2023 21:23:38.313979,"(10.0, 13.0, 12.272727272727273)","(31.0, 80.0, 75.45454545454545)","(13.0, 17.5, 16.59090909090909)","(9.0, 11.5, 11.0)","(2.25, 2.6, 2.6)","(20.0, 26.0, 24.923076923076923)","(2.15, 3.1, 3.0701492537313433)"
