,Art Major,Bucks,Jaffastock,Tametomo,Allyrock,Rippa Choice,Roederer
08-01-2023 14:58:56.139850,"(2.9, 3.35, 3.3171874999999997)","(5.5, 6.8, 6.6)","(5.0, 7.2, 6.861538461538461)","(4.6, 5.7, 5.516949152542373)","(7.0, 7.8, 7.971428571428571)","(8.0, 12.0, 11.343283582089553)","(51.0, 90.0, 83.33333333333333)"
08-01-2023 14:58:57.101691,"(2.9, 3.4, 3.356)","(5.0, 6.8, 6.6)","(5.5, 6.8, 6.7384615384615385)","(4.6, 5.7, 5.516949152542373)","(7.0, 8.2, 7.971428571428571)","(8.0, 12.0, 11.348484848484848)","(51.0, 90.0, 83.33333333333333)"
08-01-2023 14:58:58.053681,"(2.9, 3.4, 3.356)","(5.0, 6.8, 6.6)","(5.5, 6.8, 6.7384615384615385)","(4.6, 5.7, 5.516949152542373)","(7.0, 8.2, 7.971428571428571)","(8.0, 12.0, 11.348484848484848)","(51.0, 90.0, 83.33333333333333)"
08-01-2023 14:58:58.980680,"(2.9, 3.4, 3.356)","(5.0, 6.8, 6.6)","(5.5, 6.8, 6.742857142857143)","(4.6, 5.7, 5.516949152542373)","(7.0, 8.6, 8.142857142857142)","(8.0, 12.0, 11.385714285714286)","(51.0, 90.0, 83.33333333333333)"
08-01-2023 14:58:59.881866,"(2.9, 3.4, 3.3633333333333333)","(5.0, 6.8, 6.6)","(5.5, 6.8, 6.5)","(4.6, 5.7, 5.516949152542373)","(7.0, 8.4, 8.22857142857143)","(8.0, 12.0, 11.376811594202898)","(51.0, 90.0, 83.33333333333333)"
08-01-2023 14:59:00.870755,"(2.9, 3.35, 3.3475)","(5.0, 6.8, 6.6)","(5.5, 6.6, 6.533333333333333)","(4.6, 5.7, 5.6)","(7.0, 8.4, 8.213333333333333)","(8.0, 12.0, 11.376811594202898)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:01.853358,"(2.9, 3.35, 3.3066666666666666)","(5.0, 6.8, 6.6)","(5.5, 6.6, 6.538461538461538)","(4.6, 5.9, 5.881818181818182)","(7.0, 8.4, 8.213333333333333)","(8.0, 12.0, 11.307692307692308)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:02.843334,"(2.9, 3.35, 3.3066666666666666)","(5.0, 6.8, 6.6)","(5.5, 6.6, 6.538461538461538)","(4.6, 5.9, 5.86923076923077)","(7.0, 8.4, 8.213333333333333)","(8.0, 11.5, 11.181818181818182)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:03.755986,"(2.9, 3.35, 3.3066666666666666)","(5.0, 6.8, 6.6)","(5.5, 6.6, 6.538461538461538)","(4.6, 6.2, 6.127272727272727)","(7.0, 8.4, 8.213333333333333)","(8.0, 11.5, 10.857142857142858)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:04.659220,"(2.9, 3.3, 3.292682926829268)","(5.0, 6.8, 6.557894736842106)","(5.5, 6.6, 6.3538461538461535)","(4.6, 6.8, 6.6)","(7.0, 8.4, 8.213333333333333)","(8.0, 11.0, 10.85)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:05.679876,"(2.9, 3.3, 3.2921052631578944)","(5.0, 6.8, 6.551351351351352)","(5.5, 6.6, 6.295238095238095)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.4, 7.957142857142856)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:06.622396,"(2.9, 3.35, 3.33)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.6, 6.295238095238095)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.957142857142856)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:07.563523,"(2.9, 3.4, 3.3796296296296298)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.6, 6.295238095238095)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.957142857142856)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:08.502835,"(2.9, 3.4, 3.3796296296296298)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.6, 6.295238095238095)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:09.405688,"(2.9, 3.4, 3.385897435897436)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.4, 6.314285714285715)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:10.331960,"(2.9, 3.4, 3.385897435897436)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.4, 6.314285714285715)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:11.298432,"(2.9, 3.4, 3.385897435897436)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.4, 6.314285714285715)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:12.290990,"(2.9, 3.4, 3.385897435897436)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.4, 6.314285714285715)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.854166666666666)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:13.229408,"(2.9, 3.4, 3.385897435897436)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.4, 6.314285714285715)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.773584905660377)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:14.119001,"(2.9, 3.4, 3.385897435897436)","(5.0, 6.8, 6.590909090909091)","(5.5, 6.4, 6.314285714285715)","(4.6, 6.6, 6.428571428571429)","(7.0, 8.2, 7.928)","(8.0, 11.0, 10.773584905660377)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:15.110151,"(2.9, 3.45, 3.3701438848920864)","(5.0, 6.8, 6.4714285714285715)","(5.0, 6.4, 6.314285714285715)","(4.6, 6.2, 6.2)","(7.0, 8.2, 8.36)","(8.0, 11.0, 10.796610169491526)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:16.058525,"(2.9, 3.45, 3.3701438848920864)","(5.0, 6.8, 6.436842105263158)","(5.0, 6.4, 6.314285714285715)","(4.6, 6.4, 6.2)","(7.0, 8.4, 8.141379310344828)","(8.0, 11.0, 10.796610169491526)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:16.970849,"(2.9, 3.45, 3.3701438848920864)","(5.0, 6.8, 6.436842105263158)","(5.0, 6.4, 6.314285714285715)","(4.6, 6.4, 6.2)","(7.0, 8.2, 8.141379310344828)","(8.0, 11.0, 10.181451612903226)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:17.923509,"(2.9, 3.45, 3.3841040462427747)","(5.0, 6.4, 6.214814814814815)","(5.0, 6.6, 6.2592592592592595)","(4.6, 6.4, 6.2)","(7.0, 8.4, 8.28)","(8.0, 10.5, 10.181451612903226)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:18.845930,"(2.9, 3.45, 3.3841040462427747)","(5.0, 6.4, 6.08421052631579)","(5.0, 6.6, 6.2592592592592595)","(4.6, 6.4, 6.2)","(7.0, 8.6, 8.266666666666666)","(8.0, 10.5, 10.181451612903226)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:19.749032,"(2.9, 3.45, 3.4204545454545454)","(5.0, 6.4, 6.085106382978723)","(5.0, 6.6, 6.2592592592592595)","(4.6, 6.4, 6.2)","(7.0, 8.4, 8.344444444444445)","(8.0, 10.5, 10.181451612903226)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:20.675363,"(2.9, 3.45, 3.4272727272727272)","(5.0, 6.2, 6.177777777777778)","(5.0, 6.4, 6.288888888888889)","(4.6, 6.4, 6.300000000000001)","(7.0, 8.4, 8.133333333333333)","(8.0, 10.5, 10.223776223776223)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:21.632845,"(2.9, 3.45, 3.436842105263158)","(5.0, 6.4, 6.21025641025641)","(5.0, 6.4, 6.288888888888889)","(4.6, 6.4, 6.325)","(7.0, 8.4, 8.266666666666666)","(8.0, 10.5, 10.223776223776223)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:22.567153,"(2.9, 3.45, 3.44375)","(5.0, 6.2, 6.163265306122449)","(5.0, 6.4, 6.323076923076924)","(4.6, 6.4, 6.300000000000001)","(7.0, 8.4, 8.266666666666666)","(8.0, 10.5, 10.223776223776223)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:23.535891,"(2.9, 3.45, 3.44375)","(5.0, 6.2, 6.163265306122449)","(5.0, 6.4, 6.323076923076924)","(4.6, 6.4, 6.300000000000001)","(7.0, 8.4, 8.266666666666666)","(8.0, 10.5, 10.223776223776223)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:24.465024,"(2.9, 3.45, 3.44375)","(5.0, 6.2, 6.159090909090909)","(5.0, 6.4, 6.328571428571429)","(4.6, 6.4, 6.300000000000001)","(7.0, 8.4, 8.266666666666666)","(8.0, 10.5, 10.223776223776223)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:25.370249,"(2.9, 3.45, 3.44375)","(5.0, 6.2, 6.159090909090909)","(5.0, 6.4, 6.328571428571429)","(4.6, 6.4, 6.300000000000001)","(7.0, 8.4, 8.266666666666666)","(8.0, 10.5, 10.444444444444445)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:26.320781,"(2.9, 3.6, 3.5712121212121213)","(5.0, 6.2, 6.159090909090909)","(5.0, 6.4, 6.328571428571429)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.4, 8.331428571428571)","(8.0, 10.5, 10.394736842105264)","(51.0, 90.0, 86.25)"
08-01-2023 14:59:27.285037,"(2.9, 3.6, 3.547222222222222)","(5.0, 6.2, 6.1625000000000005)","(5.0, 6.4, 6.352941176470589)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.2, 8.193333333333333)","(8.0, 10.5, 10.30952380952381)","(51.0, 90.0, 86.25)"
08-01-2023 14:59:28.211860,"(2.9, 3.6, 3.547222222222222)","(5.0, 6.2, 6.1625000000000005)","(5.0, 6.4, 6.352941176470589)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.2, 8.193333333333333)","(8.0, 10.5, 10.30952380952381)","(51.0, 90.0, 86.25)"
08-01-2023 14:59:29.144017,"(2.9, 3.55, 3.544736842105263)","(5.0, 6.0, 5.921428571428572)","(5.0, 6.6, 6.333333333333333)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.2, 8.183333333333334)","(8.0, 10.5, 10.30952380952381)","(51.0, 90.0, 86.25)"
08-01-2023 14:59:30.111589,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.921428571428572)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.2, 8.174999999999999)","(8.0, 11.0, 10.464285714285714)","(51.0, 90.0, 86.25)"
08-01-2023 14:59:31.063652,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.904347826086957)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.2, 8.174999999999999)","(8.0, 11.0, 10.464285714285714)","(51.0, 90.0, 86.25)"
08-01-2023 14:59:31.959040,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.908333333333333)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.285714285714286)","(7.0, 8.2, 8.174999999999999)","(8.0, 11.0, 10.28888888888889)","(51.0, 90.0, 88.125)"
08-01-2023 14:59:32.890228,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.940540540540541)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.222222222222222)","(7.0, 8.0, 7.961904761904762)","(8.0, 11.5, 10.71951219512195)","(51.0, 90.0, 88.125)"
08-01-2023 14:59:33.904950,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.940540540540541)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.31764705882353)","(7.0, 8.0, 7.781818181818181)","(8.0, 11.5, 10.709302325581396)","(51.0, 90.0, 92.5)"
08-01-2023 14:59:34.824457,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.31764705882353)","(7.0, 8.0, 7.781818181818181)","(8.0, 11.5, 10.709302325581396)","(51.0, 95.0, 92.5)"
08-01-2023 14:59:35.757176,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.31764705882353)","(7.0, 8.0, 7.781818181818181)","(8.0, 11.5, 10.709302325581396)","(51.0, 95.0, 93.5)"
08-01-2023 14:59:36.731442,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.31764705882353)","(7.0, 8.0, 7.781818181818181)","(8.0, 11.5, 10.709302325581396)","(51.0, 95.0, 93.5)"
08-01-2023 14:59:37.625300,"(2.9, 3.6, 3.558695652173913)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.781818181818181)","(8.0, 11.5, 10.709302325581396)","(51.0, 95.0, 93.5)"
08-01-2023 14:59:38.550906,"(2.9, 3.55, 3.536734693877551)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.781818181818181)","(8.0, 11.5, 10.76086956521739)","(51.0, 95.0, 91.25)"
08-01-2023 14:59:39.555626,"(2.9, 3.55, 3.536734693877551)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.742857142857143)","(8.0, 11.5, 10.76086956521739)","(51.0, 95.0, 87.5)"
08-01-2023 14:59:40.511034,"(2.9, 3.55, 3.536734693877551)","(5.0, 6.0, 5.973333333333334)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.742857142857143)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:41.433969,"(2.9, 3.55, 3.5025)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.742857142857143)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:42.354918,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.742857142857143)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:43.276296,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.742857142857143)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:44.227926,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 8.0, 7.725)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:45.163708,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.725)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 87.5)"
08-01-2023 14:59:46.159135,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 14:59:47.079958,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 14:59:48.003410,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 14:59:48.965329,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 14:59:49.867139,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:50.789604,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.324324324324325)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:51.746570,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.309433962264151)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:52.650424,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.309433962264151)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:53.606959,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.309433962264151)","(7.0, 7.8, 7.683333333333333)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:54.562088,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.25)","(7.0, 7.8, 7.751724137931034)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:55.486936,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.25)","(7.0, 7.8, 7.751724137931034)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:56.381230,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.25)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:57.355949,"(2.9, 3.55, 3.4986486486486488)","(5.0, 6.2, 5.971739130434783)","(5.0, 6.6, 6.363636363636363)","(4.6, 6.4, 6.25)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:58.341479,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.2, 5.971739130434783)","(5.0, 6.6, 6.394594594594595)","(4.6, 6.4, 6.288888888888889)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 14:59:59.271890,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.0, 5.955)","(5.0, 6.6, 6.394594594594595)","(4.6, 6.4, 6.288888888888889)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 15:00:00.168065,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.0, 5.955)","(5.0, 6.6, 6.394594594594595)","(4.6, 6.4, 6.31764705882353)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.76086956521739)","(51.0, 90.0, 85.0)"
08-01-2023 15:00:01.112130,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.0, 5.955)","(5.0, 6.6, 6.394594594594595)","(4.6, 6.4, 6.290909090909091)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.709302325581396)","(51.0, 90.0, 85.0)"
08-01-2023 15:00:02.057080,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.0, 5.955)","(5.0, 6.6, 6.394594594594595)","(4.6, 6.4, 6.290909090909091)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.709302325581396)","(51.0, 90.0, 85.0)"
08-01-2023 15:00:03.015005,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.0, 5.955)","(5.0, 6.4, 6.328571428571429)","(4.6, 6.4, 6.290909090909091)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.709302325581396)","(51.0, 90.0, 85.0)"
08-01-2023 15:00:03.984784,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.0, 5.955)","(5.0, 6.4, 6.328571428571429)","(4.6, 6.4, 6.290909090909091)","(7.0, 7.8, 7.74)","(8.0, 11.5, 10.709302325581396)","(51.0, 90.0, 85.0)"
08-01-2023 15:00:04.946328,"(2.9, 3.55, 3.4986486486486488)","(4.8, 6.2, 6.0285714285714285)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.4, 6.347368421052632)","(7.0, 7.8, 7.556923076923077)","(8.0, 11.5, 10.709302325581396)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 15:00:05.835853,"(2.9, 3.55, 3.4973684210526317)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.4, 6.34)","(7.0, 7.6, 7.5562499999999995)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:06.769702,"(2.9, 3.55, 3.4973684210526317)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.4, 6.34)","(7.0, 7.6, 7.5562499999999995)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:07.735889,"(2.9, 3.55, 3.4973684210526317)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.4, 6.34)","(7.0, 7.6, 7.5562499999999995)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:08.676234,"(2.9, 3.5, 3.489130434782609)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.555172413793104)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:09.586127,"(2.9, 3.5, 3.489130434782609)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.588)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:10.519654,"(2.9, 3.5, 3.489130434782609)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.588)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:11.447124,"(2.9, 3.5, 3.489130434782609)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.590163934426229)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:12.419215,"(2.9, 3.5, 3.4871794871794872)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.590163934426229)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:13.352087,"(2.9, 3.5, 3.4871794871794872)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.590163934426229)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:14.291890,"(2.9, 3.5, 3.4871794871794872)","(4.8, 6.2, 6.06875)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.6, 6.590163934426229)","(7.0, 7.6, 7.542857142857143)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:15.226380,"(2.9, 3.55, 3.4823076923076925)","(4.8, 5.8, 5.742916666666667)","(5.0, 6.4, 6.384615384615385)","(4.6, 6.8, 6.655172413793103)","(7.0, 7.6, 7.5562499999999995)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 87.5)"
08-01-2023 15:00:16.168175,"(2.9, 3.55, 3.4823076923076925)","(4.8, 5.8, 5.731)","(5.0, 6.4, 6.384615384615385)","(4.6, 6.8, 6.68)","(7.0, 7.6, 7.5562499999999995)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 15:00:17.148378,"(2.9, 3.55, 3.4823076923076925)","(4.8, 5.8, 5.731343283582089)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.8, 6.68)","(7.0, 7.6, 7.6499999999999995)","(8.0, 11.5, 10.657894736842104)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 15:00:18.052303,"(2.9, 3.5, 3.478)","(4.8, 5.7, 5.66764705882353)","(5.0, 6.4, 6.341176470588236)","(4.6, 6.8, 6.68)","(7.0, 7.8, 7.6499999999999995)","(8.0, 11.5, 11.010204081632653)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 15:00:19.007348,"(2.9, 3.5, 3.485897435897436)","(4.8, 5.7, 5.658974358974359)","(5.0, 6.4, 6.361538461538462)","(4.6, 6.8, 6.742857142857143)","(7.0, 7.8, 7.692857142857142)","(8.0, 11.5, 11.010204081632653)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 15:00:19.934471,"(2.9, 3.5, 3.485897435897436)","(4.8, 5.8, 5.752380952380952)","(5.0, 6.4, 6.391304347826087)","(4.6, 6.8, 6.767567567567568)","(7.0, 7.8, 7.692857142857142)","(8.0, 11.5, 11.010204081632653)","(51.0, 90.0, 86.66666666666667)"
08-01-2023 15:00:20.861368,"(2.9, 3.5, 3.4838235294117648)","(4.8, 5.9, 5.853571428571429)","(5.0, 6.4, 6.362962962962963)","(4.6, 6.8, 6.767567567567568)","(7.0, 7.8, 7.692857142857142)","(8.0, 11.5, 11.010204081632653)","(51.0, 90.0, 86.66666666666667)"
