,Sailor,Valley Of Dreams,Ghostwriter,Two Smokin Barrels,Goldeel,Teranga,Oakfield Warpaint,The Love Rocket
11-01-2023 15:07:02.800685,"(4.6, 7.2, 6.892307692307693)","(10.0, 15.5, 15.1)","(2.1, 2.26, 2.2439999999999998)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.3999999999999995)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:03.937814,"(4.6, 7.2, 6.892307692307693)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2439999999999998)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.3999999999999995)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:05.179564,"(4.6, 7.2, 6.892307692307693)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2439999999999998)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.4)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:06.576374,"(4.6, 7.0, 6.88)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2439999999999998)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.8, 6.4)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:07.752448,"(4.6, 7.0, 6.88)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2439999999999998)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.8, 6.4)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:09.009481,"(4.6, 7.0, 6.88)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.257142857142857)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.8, 6.3999999999999995)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:10.245464,"(4.6, 7.0, 6.892307692307693)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.3999999999999995)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:11.484750,"(4.6, 7.2, 6.892307692307693)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.3999999999999995)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 30.8)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:12.666538,"(4.6, 7.2, 6.892307692307693)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.3999999999999995)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 28.666666666666668)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:13.789274,"(4.6, 7.2, 6.892307692307693)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.4)","(7.0, 9.4, 8.963636363636365)","(19.0, 34.0, 28.666666666666668)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:14.864047,"(4.6, 7.0, 6.88)","(10.0, 15.5, 15.166666666666666)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.8, 6.266666666666667)","(7.0, 9.4, 9.100000000000001)","(19.0, 34.0, 28.666666666666668)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:16.470094,"(4.6, 7.0, 6.88)","(10.0, 15.5, 15.3)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.4, 9.100000000000001)","(19.0, 34.0, 28.666666666666668)","(31.0, 50.0, 45.714285714285715)"
11-01-2023 15:07:17.856029,"(4.6, 7.0, 6.88)","(10.0, 15.5, 15.3)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.4, 9.511111111111111)","(19.0, 34.0, 28.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:19.204494,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(19.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:20.425237,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(19.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:21.642970,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(19.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:22.858431,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(19.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:24.113298,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(19.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:25.400119,"(4.6, 7.0, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:26.640216,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:27.831270,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:28.898299,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:30.003450,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:31.199948,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:32.349955,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 26.88888888888889)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:33.520376,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:34.686998,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:35.897230,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:37.139208,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:38.480796,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:40.231721,"(4.6, 7.0, 6.88)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.2573529411764706)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:41.785878,"(4.6, 7.0, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.26, 2.290277777777778)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:43.400254,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.275616438356164)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.0)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:44.820591,"(4.6, 7.2, 6.892307692307693)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.28, 2.275616438356164)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 34.0, 27.2)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:46.537617,"(4.6, 7.0, 6.652631578947369)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 32.0, 27.2)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:48.012265,"(4.6, 7.0, 6.652631578947369)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 32.0, 27.2)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:49.345660,"(4.6, 7.0, 6.652631578947369)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 32.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:50.451957,"(4.6, 7.0, 6.72)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:51.721329,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:53.081515,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:54.368601,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2705263157894735)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:55.857067,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.423076923076923)","(2.1, 2.3, 2.2985714285714285)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:57.194190,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.32, 2.2985714285714285)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:07:58.585207,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.32, 2.2985714285714285)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:00.081165,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.32, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:01.430794,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.8)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:02.713362,"(4.6, 7.0, 6.769230769230769)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:03.953205,"(4.6, 7.0, 6.9)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:05.152152,"(4.6, 7.0, 6.9)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:06.431232,"(4.6, 7.0, 6.9)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:07.670357,"(4.6, 7.0, 6.9)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 61.666666666666664)","(5.0, 6.6, 6.266666666666667)","(7.0, 9.6, 9.511111111111111)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 44.54545454545455)"
11-01-2023 15:08:08.812977,"(4.6, 7.0, 6.9)","(10.0, 16.0, 15.166666666666666)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 68.33333333333333)","(5.0, 6.6, 6.031372549019608)","(7.0, 9.6, 9.0)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:09.932321,"(4.6, 7.0, 6.925925925925926)","(10.0, 15.5, 14.944444444444445)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 68.33333333333333)","(5.0, 6.4, 6.029090909090909)","(7.0, 9.4, 8.971428571428572)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:11.034240,"(4.6, 7.4, 7.2857142857142865)","(10.0, 15.5, 14.944444444444445)","(2.1, 2.3, 2.2525925925925927)","(31.0, 75.0, 67.0)","(5.0, 6.4, 6.027586206896552)","(7.0, 9.4, 8.971428571428572)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:12.270122,"(4.6, 7.8, 7.157142857142857)","(10.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.24)","(31.0, 75.0, 67.0)","(5.0, 6.4, 6.027586206896552)","(7.0, 9.4, 8.971428571428572)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:13.706272,"(4.6, 7.6, 7.371428571428571)","(10.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.24)","(31.0, 75.0, 67.0)","(5.0, 6.4, 6.027586206896552)","(7.0, 9.4, 8.971428571428572)","(18.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:14.900194,"(4.8, 7.6, 7.371428571428571)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.24)","(31.0, 75.0, 67.0)","(5.5, 6.4, 6.027586206896552)","(7.5, 9.4, 8.971428571428572)","(19.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:16.081378,"(4.8, 7.6, 7.485714285714286)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.24)","(31.0, 75.0, 67.0)","(5.5, 6.4, 6.027586206896552)","(7.5, 9.4, 8.971428571428572)","(19.0, 30.0, 26.666666666666668)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:17.276797,"(4.8, 7.4, 7.28)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.4, 6.027586206896552)","(7.5, 9.4, 8.971428571428572)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:18.509010,"(4.8, 7.4, 7.28)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.4, 5.93448275862069)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:19.652098,"(4.8, 7.8, 7.5777777777777775)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.4, 6.130769230769231)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:20.812637,"(4.8, 7.8, 7.5777777777777775)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.130769230769231)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:21.969117,"(4.8, 7.8, 7.5777777777777775)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.130769230769231)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:23.132102,"(4.8, 7.8, 7.5777777777777775)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.130769230769231)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:24.361308,"(4.8, 7.8, 7.5777777777777775)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.175)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:25.665374,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.175)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:26.851038,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.175)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:27.959979,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:29.140051,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:30.329895,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:31.469177,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:32.668954,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:33.775307,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:34.918372,"(4.8, 7.8, 7.355555555555555)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.2752941176470585)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:36.112667,"(4.8, 7.8, 7.2444444444444445)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.28, 2.28958904109589)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:37.441005,"(4.8, 7.8, 7.2444444444444445)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.3, 2.28958904109589)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:38.796623,"(4.8, 7.8, 7.2444444444444445)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.3, 2.28958904109589)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.177777777777778)","(7.5, 9.4, 8.878260869565217)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:40.106723,"(4.8, 7.8, 7.2444444444444445)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.3, 2.2908571428571425)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.1000000000000005)","(7.5, 9.4, 8.86923076923077)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:41.466688,"(4.8, 7.8, 7.133333333333333)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.3, 2.315862068965517)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.1000000000000005)","(7.5, 9.4, 8.86923076923077)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
11-01-2023 15:08:42.894294,"(4.8, 7.8, 7.133333333333333)","(11.0, 15.5, 14.944444444444445)","(2.1, 2.32, 2.315862068965517)","(31.0, 75.0, 67.0)","(5.5, 6.2, 6.1000000000000005)","(7.5, 9.4, 8.86923076923077)","(19.0, 30.0, 26.8)","(31.0, 50.0, 47.64705882352941)"
