,Tat Yap,Its Luigi,Villanova,Mibin Magic,Over Slips,Aston Gray,Juice,Chloes China
15-12-2022 12:38:31.391214,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.6499999999999995)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:32.409668,"(2.25, 2.48, 2.2723076923076926)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:33.405724,"(2.25, 2.48, 2.2723076923076926)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:34.398124,"(2.25, 2.48, 2.2723076923076926)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:35.436289,"(2.25, 2.48, 2.222857142857143)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:36.516194,"(2.25, 2.48, 2.245217391304348)","(5.0, 8.2, 6.75)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:37.620295,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:38.700461,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:39.788799,"(2.25, 2.48, 2.24)","(5.0, 8.2, 6.45)","(41.0, 310.0, 115.0)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:40.809952,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.745454545454545)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:41.776505,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.745454545454545)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 5.9375)","(6.0, 13.5, 8.766666666666667)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:42.829094,"(2.25, 2.48, 2.2295652173913045)","(5.0, 8.2, 6.745454545454545)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.857142857142858)","(6.0, 13.5, 10.990909090909092)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:43.851416,"(2.25, 2.46, 2.287692307692308)","(5.0, 8.2, 6.6499999999999995)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.857142857142858)","(6.0, 13.5, 10.990909090909092)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:44.982212,"(2.25, 2.46, 2.270909090909091)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:46.058807,"(2.25, 2.46, 2.270909090909091)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:47.144582,"(2.25, 2.46, 2.270909090909091)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:48.231511,"(2.25, 2.46, 2.3825806451612905)","(5.0, 8.2, 5.914285714285714)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:49.287261,"(2.25, 2.46, 2.270909090909091)","(5.0, 8.2, 6.45)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:50.300270,"(2.25, 2.46, 2.270909090909091)","(5.0, 8.2, 6.45)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:51.324789,"(2.25, 2.46, 2.270909090909091)","(5.0, 8.2, 6.45)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:52.334702,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.45)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:53.423076,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.745454545454545)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:54.470700,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.745454545454545)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:55.474639,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.745454545454545)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:56.453524,"(2.25, 2.46, 2.3000000000000003)","(5.0, 8.2, 6.6499999999999995)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:57.503916,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:58.589037,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:38:59.725655,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 7.0588235294117645)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:00.898643,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.324999999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:02.000184,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 7.007692307692308)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:03.072368,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 7.007692307692308)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:04.121655,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 7.007692307692308)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:05.146280,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.262499999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:06.188942,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.262499999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:07.275083,"(2.25, 2.46, 2.2111111111111112)","(5.0, 8.2, 6.262499999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:08.408763,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.387499999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:09.561934,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.45)","(6.0, 13.5, 10.522222222222222)","(10.0, 24.0, 14.307692307692307)"
15-12-2022 12:39:10.634957,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.512499999999999)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 8.9375)","(4.8, 8.0, 6.333333333333333)","(6.0, 13.5, 10.25)","(10.0, 24.0, 16.40625)"
15-12-2022 12:39:11.623338,"(2.25, 2.46, 2.2854545454545456)","(5.0, 8.2, 6.755555555555555)","(41.0, 310.0, 74.2)","(41.0, 290.0, 129.28571428571428)","(7.0, 15.5, 10.39)","(4.8, 8.0, 6.333333333333333)","(6.0, 13.5, 10.25)","(10.0, 24.0, 16.40625)"
15-12-2022 12:39:12.658770,"(2.25, 2.46, 2.3000000000000003)","(5.0, 7.0, 6.3933333333333335)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.333333333333333)","(6.0, 10.5, 8.3)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:13.743067,"(2.25, 2.46, 2.2854545454545456)","(5.0, 7.0, 6.3933333333333335)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.333333333333333)","(6.0, 10.5, 7.766666666666667)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:14.878824,"(2.25, 2.46, 2.2854545454545456)","(5.0, 7.0, 6.3933333333333335)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.333333333333333)","(6.0, 10.5, 8.033333333333333)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:16.020893,"(2.25, 2.46, 2.2854545454545456)","(5.0, 7.0, 6.3933333333333335)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.333333333333333)","(6.0, 10.5, 8.033333333333333)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:17.177755,"(2.25, 2.46, 2.2854545454545456)","(5.0, 7.0, 6.09)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.333333333333333)","(6.0, 10.5, 8.9)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:18.339488,"(2.25, 2.46, 2.2854545454545456)","(5.0, 7.0, 6.09)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 8.9)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:19.536008,"(2.25, 2.46, 2.41)","(5.0, 7.0, 6.3)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:20.614501,"(2.25, 2.46, 2.41)","(5.0, 7.0, 6.23)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:21.702888,"(2.25, 2.46, 2.41)","(5.0, 7.0, 6.23)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:22.773156,"(2.25, 2.46, 2.39)","(5.0, 7.0, 5.95)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:23.792458,"(2.25, 2.46, 2.413333333333333)","(5.0, 7.0, 6.183333333333334)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:24.827172,"(2.25, 2.46, 2.395)","(5.0, 7.0, 6.09)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:25.908994,"(2.25, 2.46, 2.395)","(5.0, 7.0, 6.09)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:26.970348,"(2.25, 2.46, 2.395)","(5.0, 7.0, 6.09)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:28.046100,"(2.25, 2.46, 2.4475)","(5.0, 7.0, 6.066666666666666)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:29.139135,"(2.25, 2.46, 2.428888888888889)","(5.0, 7.0, 6.346666666666667)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:30.210186,"(2.25, 2.46, 2.428888888888889)","(5.0, 7.0, 6.346666666666667)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:31.207070,"(2.25, 2.46, 2.428888888888889)","(5.0, 7.0, 6.346666666666667)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:32.327060,"(2.25, 2.46, 2.4475)","(5.0, 7.0, 6.02)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 6.090909090909091)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:33.408795,"(2.25, 2.46, 2.413333333333333)","(5.0, 6.8, 6.114285714285714)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 5.7444444444444445)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:34.509350,"(2.25, 2.46, 2.4)","(5.0, 6.8, 6.228571428571429)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 5.7444444444444445)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:35.653106,"(2.25, 2.46, 2.4)","(5.0, 6.8, 6.228571428571429)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 5.7444444444444445)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:36.796850,"(2.25, 2.46, 2.4)","(5.0, 6.8, 6.285714285714286)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 5.7444444444444445)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:37.930606,"(2.25, 2.46, 2.4)","(5.0, 6.8, 6.228571428571429)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.2875)","(4.8, 8.0, 5.7444444444444445)","(6.0, 11.0, 9.275)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:39.063003,"(2.25, 2.46, 2.4166666666666665)","(5.0, 6.8, 6.5)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 10.775)","(4.8, 8.0, 5.7444444444444445)","(6.0, 11.0, 8.054545454545455)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:40.181999,"(2.25, 2.46, 2.4166666666666665)","(5.0, 6.8, 6.5)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.7444444444444445)","(6.0, 9.8, 9.0375)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:41.331325,"(2.25, 2.46, 2.4166666666666665)","(5.0, 6.8, 6.5)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 7.033333333333333)","(6.0, 10.5, 9.0375)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:42.456397,"(2.25, 2.46, 2.4)","(5.0, 8.2, 6.7625)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.788888888888889)","(6.0, 10.5, 8.65)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:43.501179,"(2.25, 2.46, 2.41)","(5.0, 8.2, 6.7625)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.2, 5.928571428571428)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:44.505079,"(2.25, 2.46, 2.395)","(5.0, 8.2, 7.1)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:45.606928,"(2.25, 2.46, 2.395)","(5.0, 8.0, 6.875)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:46.718938,"(2.25, 2.46, 2.395)","(5.0, 8.0, 6.875)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:47.885212,"(2.25, 2.46, 2.31)","(5.0, 8.0, 6.875)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:49.026218,"(2.25, 2.46, 2.39)","(5.0, 8.0, 6.6875)","(41.0, 310.0, 74.2)","(41.0, 280.0, 173.33333333333334)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:50.236559,"(2.25, 2.46, 2.4345454545454546)","(5.0, 8.0, 6.875)","(41.0, 310.0, 74.2)","(41.0, 280.0, 122.14285714285714)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:51.320124,"(2.25, 2.46, 2.4345454545454546)","(5.0, 8.0, 7.0)","(41.0, 310.0, 74.2)","(41.0, 270.0, 162.22222222222223)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:52.482658,"(2.25, 2.46, 2.4345454545454546)","(5.0, 8.0, 7.0)","(41.0, 310.0, 74.2)","(41.0, 260.0, 162.22222222222223)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:53.509045,"(2.25, 2.46, 2.413333333333333)","(5.0, 8.0, 6.875)","(41.0, 310.0, 74.2)","(41.0, 260.0, 162.22222222222223)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:54.626090,"(2.25, 2.46, 2.4166666666666665)","(5.0, 8.0, 7.2)","(41.0, 310.0, 74.2)","(41.0, 260.0, 162.22222222222223)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:55.798786,"(2.25, 2.46, 2.4166666666666665)","(5.0, 8.0, 7.2)","(41.0, 310.0, 74.2)","(41.0, 260.0, 162.22222222222223)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:56.943461,"(2.25, 2.46, 2.4)","(5.0, 8.0, 7.2)","(41.0, 310.0, 74.2)","(41.0, 260.0, 162.22222222222223)","(7.0, 15.5, 9.4625)","(4.8, 8.0, 5.546153846153846)","(6.0, 10.5, 8.9625)","(10.0, 24.0, 12.3)"
15-12-2022 12:39:58.068546,"(2.25, 99998, 9998.5)","(5.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(4.8, 99998, 9998.5)","(6.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
15-12-2022 12:39:59.190855,"(2.25, 99998, 9998.5)","(5.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(4.8, 99998, 9998.5)","(6.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
15-12-2022 12:40:00.312746,"(2.25, 99998, 9998.5)","(5.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(4.8, 99998, 9998.5)","(6.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
15-12-2022 12:40:01.421765,"(2.25, 99998, 9998.5)","(5.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(4.8, 99998, 9998.5)","(6.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
15-12-2022 12:40:02.546940,"(2.25, 99998, 9998.5)","(5.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(41.0, 99998, 9998.5)","(7.0, 99998, 9998.5)","(4.8, 99998, 9998.5)","(6.0, 99998, 9998.5)","(10.0, 99998, 9998.5)"
