,Stay Safe,Hes A Lucky Lad,Strike Now,Stylax,Pray Again,Dads Bigheaded,Ripon Falls,Melarab,Jarman,Losing Ticket,Tell Nothin,Time Stands Still
07-12-2022 19:08:14.928386,"(5.5, 6.8, 6.753043478260869)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.188416988416988)","(4.0, 4.3, 4.219298245614035)","(5.5, 6.6, 6.438532110091743)","(10.0, 14.5, 14.438775510204081)","(71.0, 110.0, 109.28571428571429)","(10.0, 13.0, 12.8)","(31.0, 38.0, 36.5)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:16.507098,"(5.5, 6.8, 6.753043478260869)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.190625)","(4.0, 4.3, 4.132673267326733)","(5.5, 6.6, 6.45)","(10.0, 14.5, 14.21875)","(71.0, 110.0, 109.28571428571429)","(10.0, 13.0, 12.8)","(31.0, 38.0, 36.5)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:18.162788,"(5.5, 6.8, 6.753043478260869)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.190874524714829)","(4.0, 4.2, 4.121126760563381)","(5.5, 6.6, 6.45)","(10.0, 14.5, 14.21875)","(71.0, 110.0, 109.28571428571429)","(10.0, 13.0, 12.8)","(31.0, 38.0, 36.5)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:19.960212,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.190874524714829)","(4.0, 4.2, 4.12)","(5.5, 6.6, 6.497222222222222)","(10.0, 14.5, 14.21875)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.8)","(31.0, 38.0, 36.5)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:21.711329,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.190151515151515)","(4.0, 4.2, 4.053846153846154)","(5.5, 6.6, 6.497222222222222)","(10.0, 14.5, 14.28125)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.8)","(31.0, 38.0, 36.5)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:23.639908,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.190151515151515)","(4.0, 4.1, 4.046753246753247)","(5.5, 6.6, 6.497222222222222)","(10.0, 14.5, 14.28125)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.823529411764707)","(31.0, 38.0, 36.5)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:25.551279,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.764705882352942)","(6.0, 7.2, 7.190151515151515)","(4.0, 4.2, 4.072727272727272)","(5.5, 6.6, 6.497222222222222)","(10.0, 14.5, 14.28125)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.7)","(31.0, 38.0, 35.81818181818182)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:27.361789,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.636363636363637)","(6.0, 7.2, 7.1906810035842295)","(4.0, 4.1, 4.0275)","(5.5, 6.6, 6.498305084745763)","(10.0, 14.5, 14.379310344827585)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.5625)","(31.0, 38.0, 35.81818181818182)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:29.000754,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.733333333333333)","(6.0, 7.2, 7.190845070422536)","(4.0, 4.1, 4.0275)","(5.5, 6.6, 6.498305084745763)","(10.0, 14.5, 14.726744186046512)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.5625)","(31.0, 38.0, 35.81818181818182)","(91.0, 150.0, 149.0)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:30.635422,"(5.5, 6.8, 6.751724137931034)","(10.0, 14.0, 13.733333333333333)","(6.0, 7.2, 7.190845070422536)","(4.0, 4.1, 4.012121212121212)","(5.5, 6.6, 6.498305084745763)","(10.0, 15.0, 15.078947368421053)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.5625)","(31.0, 38.0, 35.81818181818182)","(91.0, 150.0, 149.0)","(21.0, 27.0, 26.533333333333335)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:32.179871,"(5.5, 6.8, 6.742857142857143)","(10.0, 14.0, 13.733333333333333)","(6.0, 7.2, 7.170440251572328)","(4.0, 4.1, 4.1177570093457945)","(5.5, 6.6, 6.60625)","(10.0, 15.5, 15.09375)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.5625)","(31.0, 38.0, 35.81818181818182)","(91.0, 150.0, 149.0)","(21.0, 27.0, 26.63157894736842)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:33.778764,"(5.5, 6.8, 6.716666666666667)","(10.0, 14.0, 13.733333333333333)","(6.0, 7.2, 7.170440251572328)","(4.0, 4.2, 4.12)","(5.5, 6.8, 6.620289855072464)","(10.0, 15.5, 15.09375)","(71.0, 110.0, 109.47368421052632)","(10.0, 13.0, 12.4375)","(31.0, 38.0, 35.81818181818182)","(91.0, 150.0, 149.0)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:35.341439,"(5.5, 7.0, 6.716666666666667)","(10.0, 14.0, 13.733333333333333)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.154545454545454)","(5.5, 6.8, 6.561702127659574)","(10.0, 15.5, 15.4)","(71.0, 110.0, 109.47368421052632)","(10.0, 12.5, 12.4375)","(31.0, 38.0, 35.88235294117647)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:36.969159,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.154545454545454)","(5.5, 6.6, 6.561702127659574)","(10.0, 15.5, 15.4)","(71.0, 110.0, 109.47368421052632)","(10.0, 12.5, 12.4375)","(31.0, 38.0, 35.23076923076923)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:38.571262,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.193548387096774)","(5.5, 6.6, 6.561702127659574)","(10.0, 15.5, 15.425925925925926)","(71.0, 110.0, 137.6)","(10.0, 12.5, 12.428571428571429)","(31.0, 38.0, 32.75)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:40.223426,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.3, 4.166666666666667)","(5.5, 6.6, 6.561702127659574)","(10.0, 15.5, 15.348484848484848)","(71.0, 140.0, 126.42857142857143)","(10.0, 12.5, 12.428571428571429)","(31.0, 38.0, 32.75)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:41.848099,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.166666666666667)","(5.5, 6.6, 6.561702127659574)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.428571428571429)","(31.0, 38.0, 32.75)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:43.457427,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.185714285714285)","(5.5, 6.6, 6.561702127659574)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.428571428571429)","(31.0, 38.0, 35.0)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:44.841655,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.3, 4.143478260869565)","(5.5, 6.6, 6.561702127659574)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.428571428571429)","(31.0, 38.0, 35.0)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:46.254457,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.143478260869565)","(5.5, 6.6, 6.575342465753424)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.428571428571429)","(31.0, 38.0, 35.0)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:47.729828,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.789473684210526)","(6.0, 7.2, 7.168976897689769)","(4.0, 4.2, 4.163492063492063)","(5.5, 6.6, 6.575342465753424)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.40625)","(31.0, 38.0, 35.0)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:49.208036,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.625)","(6.0, 7.2, 7.1702531645569625)","(4.0, 4.3, 4.253763440860215)","(5.5, 6.6, 6.570967741935483)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.333333333333334)","(31.0, 38.0, 35.0)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:50.600853,"(5.5, 7.0, 6.716262975778546)","(10.0, 14.0, 13.625)","(6.0, 7.2, 7.1702531645569625)","(4.0, 4.3, 4.231746031746032)","(5.5, 6.6, 6.555882352941176)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.5)","(10.0, 12.5, 12.333333333333334)","(31.0, 38.0, 35.0)","(91.0, 150.0, 148.88888888888889)","(21.0, 27.0, 26.772727272727273)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:52.017904,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.727272727272727)","(6.0, 7.2, 7.176973684210527)","(4.0, 4.3, 4.231746031746032)","(5.5, 6.6, 6.555882352941176)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.5)","(10.0, 12.5, 12.333333333333334)","(31.0, 38.0, 35.9)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:53.504014,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.727272727272727)","(6.0, 7.2, 7.176973684210527)","(4.0, 4.3, 4.231746031746032)","(5.5, 6.6, 6.555882352941176)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.5)","(10.0, 12.5, 12.333333333333334)","(31.0, 38.0, 35.9)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:54.971700,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.533333333333333)","(6.0, 7.2, 7.176973684210527)","(4.0, 4.3, 4.229508196721311)","(5.5, 6.6, 6.555882352941176)","(10.0, 15.5, 15.348484848484848)","(71.0, 130.0, 127.5)","(10.0, 12.5, 12.333333333333334)","(31.0, 38.0, 34.5)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 70.0, 69.44444444444444)"
07-12-2022 19:08:56.486850,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.533333333333333)","(6.0, 7.2, 7.176973684210527)","(4.0, 4.3, 4.2283333333333335)","(5.5, 6.6, 6.5892857142857135)","(10.0, 15.5, 15.364864864864865)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.333333333333334)","(31.0, 38.0, 35.1578947368421)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 70.0)"
07-12-2022 19:08:57.764838,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.533333333333333)","(6.0, 7.2, 7.176973684210527)","(4.0, 4.3, 4.2283333333333335)","(5.5, 6.6, 6.568253968253968)","(10.0, 15.5, 15.364864864864865)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 12.35)","(31.0, 38.0, 35.1578947368421)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 71.17647058823529)"
07-12-2022 19:08:59.065883,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.533333333333333)","(6.0, 7.2, 7.311884057971015)","(4.0, 4.3, 4.2283333333333335)","(5.5, 6.6, 6.568253968253968)","(10.0, 15.5, 15.364864864864865)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.5, 11.926470588235293)","(31.0, 38.0, 36.94117647058823)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 71.17647058823529)"
07-12-2022 19:09:00.386068,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.631578947368421)","(6.0, 7.4, 7.311884057971015)","(4.0, 4.3, 4.255172413793104)","(5.5, 6.6, 6.56551724137931)","(10.0, 15.5, 15.428571428571429)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.853658536585366)","(31.0, 38.0, 36.714285714285715)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 74.54545454545455)"
07-12-2022 19:09:02.053033,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.631578947368421)","(6.0, 7.4, 7.311884057971015)","(4.0, 4.3, 4.227777777777778)","(5.5, 6.6, 6.56551724137931)","(10.0, 16.0, 15.428571428571429)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.833333333333334)","(31.0, 38.0, 36.714285714285715)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 74.54545454545455)"
07-12-2022 19:09:03.563542,"(5.5, 6.8, 6.757009345794392)","(10.0, 14.0, 13.631578947368421)","(6.0, 7.4, 7.311884057971015)","(4.0, 4.3, 4.227777777777778)","(5.5, 6.6, 6.55)","(11.0, 16.0, 15.428571428571429)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.833333333333334)","(31.0, 38.0, 36.714285714285715)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 74.54545454545455)"
07-12-2022 19:09:04.976228,"(5.5, 6.8, 6.658333333333333)","(10.0, 14.0, 13.214285714285714)","(6.0, 7.4, 7.141952506596306)","(4.0, 4.3, 4.227777777777778)","(5.5, 6.6, 6.574358974358974)","(11.0, 16.0, 15.658536585365853)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.943181818181818)","(31.0, 38.0, 35.75)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 74.54545454545455)"
07-12-2022 19:09:06.388845,"(5.5, 7.0, 6.716666666666667)","(10.0, 13.5, 13.214285714285714)","(6.0, 7.2, 7.143734015345268)","(4.0, 4.3, 4.222)","(5.5, 6.6, 6.574358974358974)","(11.0, 16.0, 16.666666666666668)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.943181818181818)","(31.0, 38.0, 35.4)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 74.54545454545455)"
07-12-2022 19:09:07.780638,"(5.5, 7.0, 6.716666666666667)","(10.0, 13.5, 13.214285714285714)","(6.0, 7.2, 7.140054495912807)","(4.0, 4.3, 4.222)","(5.5, 6.6, 6.577011494252873)","(11.0, 17.0, 16.666666666666668)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.943181818181818)","(31.0, 36.0, 35.4)","(91.0, 150.0, 147.5)","(21.0, 27.0, 26.884615384615383)","(51.0, 80.0, 74.54545454545455)"
07-12-2022 19:09:09.139403,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.214285714285714)","(6.0, 7.2, 7.140054495912807)","(3.9, 4.3, 4.222)","(5.5, 6.6, 6.577011494252873)","(11.0, 17.0, 16.666666666666668)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.933333333333334)","(31.0, 36.0, 35.25)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 71.42857142857143)"
07-12-2022 19:09:10.458543,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.214285714285714)","(6.0, 7.2, 7.140054495912807)","(3.9, 4.3, 4.24)","(5.5, 6.6, 6.577011494252873)","(11.0, 17.0, 16.9)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.933333333333334)","(31.0, 36.0, 35.111111111111114)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 71.42857142857143)"
07-12-2022 19:09:11.757303,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.140054495912807)","(3.9, 4.3, 4.24)","(5.5, 6.6, 6.577011494252873)","(11.0, 17.5, 16.878048780487806)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.933333333333334)","(31.0, 36.0, 35.666666666666664)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:13.134005,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.140054495912807)","(3.9, 4.3, 4.24)","(5.5, 6.6, 6.573033707865168)","(11.0, 17.0, 16.262295081967213)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.933333333333334)","(31.0, 36.0, 35.666666666666664)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:14.549720,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.140054495912807)","(3.9, 4.3, 4.24)","(5.5, 6.6, 6.667741935483871)","(11.0, 16.5, 16.25)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.933333333333334)","(31.0, 36.0, 35.666666666666664)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:15.962252,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.140054495912807)","(3.9, 4.3, 4.24)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.933333333333334)","(31.0, 36.0, 35.666666666666664)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:17.363914,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.139890710382514)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 36.0, 35.81818181818182)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:18.822857,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.139890710382514)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 38.0, 36.15384615384615)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.875)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:20.258237,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.333333333333334)","(6.0, 7.2, 7.139890710382514)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 38.0, 35.25)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 25.846153846153847)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:21.592875,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.425)","(6.0, 7.2, 7.139890710382514)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 36.0, 35.25)","(91.0, 150.0, 146.66666666666666)","(21.0, 26.0, 26.666666666666668)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:22.866028,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.425)","(6.0, 7.2, 7.139890710382514)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 36.0, 35.25)","(91.0, 150.0, 146.66666666666666)","(21.0, 28.0, 26.923076923076923)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:24.242355,"(5.5, 7.0, 6.7248322147651)","(10.0, 13.5, 13.446428571428571)","(6.0, 7.2, 7.139890710382514)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.667741935483871)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 36.0, 35.25)","(91.0, 150.0, 146.66666666666666)","(21.0, 28.0, 26.923076923076923)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:25.716861,"(5.5, 7.0, 6.75)","(10.0, 13.5, 13.446428571428571)","(6.0, 7.2, 7.130379746835443)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.8, 6.574999999999999)","(11.0, 16.5, 16.414285714285715)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 36.0, 33.333333333333336)","(91.0, 150.0, 146.66666666666666)","(21.0, 28.0, 26.923076923076923)","(51.0, 80.0, 72.5)"
07-12-2022 19:09:27.030501,"(5.5, 7.0, 7.0181818181818185)","(10.0, 13.5, 13.446428571428571)","(6.0, 7.2, 7.117293233082707)","(3.9, 4.3, 4.220408163265306)","(5.5, 6.6, 6.574999999999999)","(11.0, 16.5, 16.3625)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 34.0, 33.53846153846154)","(91.0, 150.0, 146.66666666666666)","(21.0, 28.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
07-12-2022 19:09:28.321368,"(5.5, 7.2, 7.0181818181818185)","(10.0, 13.5, 13.446428571428571)","(6.0, 7.2, 7.111196911196911)","(3.9, 4.3, 4.218518518518518)","(5.5, 6.6, 6.574999999999999)","(11.0, 16.5, 16.3625)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.86046511627907)","(31.0, 34.0, 33.53846153846154)","(91.0, 150.0, 146.66666666666666)","(21.0, 28.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
07-12-2022 19:09:29.662691,"(5.5, 7.2, 7.015730337078652)","(10.0, 13.5, 13.446428571428571)","(6.0, 7.2, 7.121768707482993)","(3.9, 4.3, 4.295454545454545)","(5.5, 6.6, 6.57906976744186)","(11.0, 16.5, 16.3625)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.846153846153847)","(31.0, 34.0, 33.68421052631579)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
07-12-2022 19:09:31.133668,"(5.5, 7.2, 7.015730337078652)","(10.0, 13.5, 13.4375)","(6.0, 7.2, 7.126751592356688)","(3.9, 4.3, 4.292307692307692)","(5.5, 6.6, 6.57906976744186)","(11.0, 16.5, 16.3625)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.846153846153847)","(31.0, 34.0, 32.57142857142857)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
07-12-2022 19:09:32.515554,"(5.5, 7.0, 6.884892086330935)","(10.0, 13.5, 13.325)","(6.0, 7.2, 7.126751592356688)","(3.9, 4.3, 4.292307692307692)","(5.5, 6.6, 6.57906976744186)","(11.0, 16.5, 16.3625)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.846153846153847)","(31.0, 34.0, 32.57142857142857)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
07-12-2022 19:09:34.126304,"(5.5, 7.0, 6.875)","(10.0, 13.5, 12.96551724137931)","(6.0, 7.2, 7.126751592356688)","(3.9, 4.3, 4.292307692307692)","(5.5, 6.6, 6.57906976744186)","(11.0, 16.5, 16.431818181818183)","(71.0, 130.0, 127.03703703703704)","(10.0, 12.0, 11.846153846153847)","(31.0, 34.0, 32.57142857142857)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
07-12-2022 19:09:35.545611,"(5.5, 7.0, 6.875)","(10.0, 13.0, 12.96551724137931)","(6.0, 7.2, 7.126751592356688)","(3.9, 4.3, 4.292307692307692)","(5.5, 6.6, 6.57906976744186)","(11.0, 16.5, 16.431818181818183)","(71.0, 130.0, 116.66666666666667)","(10.0, 12.0, 11.846153846153847)","(31.0, 34.0, 35.5)","(91.0, 150.0, 146.66666666666666)","(21.0, 27.0, 26.923076923076923)","(51.0, 80.0, 77.27272727272727)"
