,Fly For Yulong,Demurral,Kings County,Tower Road,Age Of Innocence,Marndarra
16-12-2022 12:46:10.261140,"(4.6, 8.4, 7.6000000000000005)","(12.0, 21.0, 18.3)","(15.0, 28.0, 27.5)","(10.0, 19.0, 16.8125)","(1.3, 1.4, 1.381872340425532)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:11.201997,"(4.6, 8.4, 7.466666666666667)","(12.0, 21.0, 18.3)","(15.0, 28.0, 27.0)","(10.0, 19.0, 17.055555555555557)","(1.3, 1.4, 1.3816062176165802)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:12.164604,"(4.6, 8.4, 7.466666666666667)","(12.0, 21.0, 18.3)","(15.0, 28.0, 27.0)","(10.0, 19.0, 17.055555555555557)","(1.3, 1.4, 1.3593700787401575)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:13.057051,"(4.6, 8.4, 7.466666666666667)","(12.0, 21.0, 18.3)","(15.0, 28.0, 27.142857142857142)","(10.0, 18.5, 17.3)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:13.993748,"(4.6, 8.4, 7.466666666666667)","(12.0, 21.0, 18.3)","(15.0, 28.0, 27.142857142857142)","(10.0, 19.0, 17.055555555555557)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:14.927281,"(4.6, 8.4, 7.466666666666667)","(12.0, 21.0, 18.3)","(15.0, 28.0, 27.142857142857142)","(10.0, 18.5, 17.3)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:15.967847,"(5.0, 8.4, 7.466666666666667)","(13.0, 21.0, 18.3)","(16.0, 28.0, 27.142857142857142)","(11.0, 18.5, 17.3)","(1.3, 1.4, 1.351685393258427)","(91.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:16.883925,"(5.0, 8.4, 7.466666666666667)","(13.0, 21.0, 18.3)","(16.0, 28.0, 27.142857142857142)","(11.0, 18.5, 17.3)","(1.3, 1.4, 1.351685393258427)","(91.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:17.709937,"(5.0, 8.4, 7.466666666666667)","(13.0, 21.0, 18.3)","(16.0, 28.0, 27.166666666666668)","(11.0, 18.0, 16.6875)","(1.3, 1.4, 1.351685393258427)","(91.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:18.624138,"(5.0, 8.2, 7.949999999999999)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(11.0, 18.0, 16.6875)","(1.3, 1.4, 1.351685393258427)","(91.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:19.579234,"(5.0, 8.2, 7.699999999999999)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 16.65)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:20.470815,"(5.0, 8.2, 7.699999999999999)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 16.8)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:21.438518,"(5.0, 8.2, 7.699999999999999)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.727272727272727)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:22.371498,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.727272727272727)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:23.266834,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.727272727272727)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:24.216207,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.727272727272727)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:25.143797,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.727272727272727)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:26.031423,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.727272727272727)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:26.894083,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.4)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:27.790896,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.4)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:28.734831,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.4)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:29.607506,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.5)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:30.460813,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.5)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:31.309328,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.4)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:32.172884,"(5.0, 8.2, 7.28)","(13.0, 21.0, 18.272727272727273)","(16.0, 28.0, 27.166666666666668)","(12.0, 18.0, 17.4)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:33.058614,"(5.0, 8.0, 7.253333333333334)","(13.0, 21.0, 18.272727272727273)","(16.0, 27.0, 24.81818181818182)","(12.0, 17.5, 16.6875)","(1.3, 1.4, 1.351685393258427)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:33.892254,"(5.0, 8.0, 7.247058823529412)","(13.0, 21.0, 19.5)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.772727272727273)","(1.3, 1.4, 1.3796208530805687)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:34.844174,"(5.0, 8.0, 7.247058823529412)","(13.0, 21.0, 20.1)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.772727272727273)","(1.3, 1.4, 1.3818877551020408)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:35.831591,"(5.0, 8.0, 7.232)","(13.0, 21.0, 19.363636363636363)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.5)","(1.3, 1.4, 1.3818877551020408)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:36.775756,"(5.0, 8.0, 7.232)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.5)","(1.3, 1.4, 1.3818877551020408)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:37.728061,"(5.0, 8.0, 7.232)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.5)","(1.3, 1.4, 1.3818877551020408)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:38.657237,"(5.0, 8.0, 7.232)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3579617834394906)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:39.580689,"(5.0, 8.0, 7.232)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.36, 1.3579617834394906)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:40.453710,"(5.0, 8.0, 7.232)","(13.0, 21.0, 19.75)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.36, 1.3527272727272728)","(101.0, 230.0, 195.0)"
16-12-2022 12:46:41.295218,"(5.0, 7.8, 7.65)","(13.0, 21.0, 20.1)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3520833333333333)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:42.235298,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.363636363636363)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 183.33333333333334)"
16-12-2022 12:46:43.108013,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 163.33333333333334)"
16-12-2022 12:46:43.961987,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 163.33333333333334)"
16-12-2022 12:46:44.870435,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:45.744786,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:46.589256,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.736842105263158)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:47.432327,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:48.334720,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:49.206745,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:50.322573,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.381725888324873)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:51.242394,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3785714285714286)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:52.146060,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3785714285714286)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:53.097390,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3785714285714286)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:54.075597,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3785714285714286)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:54.910479,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.0)","(16.0, 27.0, 25.666666666666668)","(12.0, 17.5, 16.75)","(1.3, 1.4, 1.3785714285714286)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:55.795310,"(5.0, 7.8, 7.5)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 25.363636363636363)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.3657692307692308)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:56.758960,"(5.0, 7.8, 7.581818181818182)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 25.8)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.3752777777777778)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:57.694247,"(5.0, 7.8, 7.685714285714286)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 26.142857142857142)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.3752777777777778)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:58.543734,"(5.0, 7.8, 7.685714285714286)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 26.142857142857142)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:46:59.392212,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 26.142857142857142)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:00.354734,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 26.142857142857142)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:01.188805,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.142857142857142)","(16.0, 27.0, 26.142857142857142)","(12.0, 17.5, 16.964285714285715)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:02.050656,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.142857142857142)","(16.0, 28.0, 27.666666666666668)","(12.0, 17.5, 17.2)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:02.895743,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.142857142857142)","(16.0, 28.0, 27.666666666666668)","(12.0, 17.5, 17.125)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:03.779232,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.142857142857142)","(16.0, 28.0, 27.666666666666668)","(12.0, 17.5, 17.125)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:04.653849,"(5.0, 7.8, 7.64)","(13.0, 21.0, 18.833333333333332)","(16.0, 28.0, 27.666666666666668)","(12.0, 17.5, 16.0)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:05.546300,"(5.0, 7.8, 7.64)","(13.0, 21.0, 18.833333333333332)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.5, 17.25)","(1.3, 1.4, 1.38665)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:06.486592,"(5.0, 7.8, 7.64)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.5, 17.25)","(1.3, 1.4, 1.385)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:07.352222,"(5.0, 8.0, 7.494736842105263)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.615384615384617)","(1.3, 1.4, 1.385)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:08.245895,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 16.5, 16.25)","(1.3, 1.4, 1.3866875)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:09.079373,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 16.5, 16.25)","(1.3, 1.4, 1.3866875)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:10.151028,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 16.5, 16.0)","(1.3, 1.4, 1.3866875)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:11.017818,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3866875)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:11.939158,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:12.857296,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:13.847359,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.0)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:14.780115,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(101.0, 230.0, 180.0)"
16-12-2022 12:47:15.767759,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:16.733259,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:17.704087,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:18.562531,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:19.477891,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:20.388412,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3853448275862068)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:21.320875,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3722826086956523)","(91.0, 230.0, 180.0)"
16-12-2022 12:47:22.283548,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:23.183928,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.75)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:24.160058,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.714285714285714)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:25.039964,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.714285714285714)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:26.026847,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.714285714285714)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:26.931338,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.714285714285714)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:27.862727,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.714285714285714)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:28.794125,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.714285714285714)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:29.728875,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 15.8)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 163.33333333333334)"
16-12-2022 12:47:30.610738,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.25)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:31.538189,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.25)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:32.494850,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.235294117647058)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.25)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:33.472859,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.214285714285715)","(16.0, 28.0, 25.923076923076923)","(12.0, 17.0, 16.5)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:34.427207,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.5)","(16.0, 27.0, 26.8)","(12.0, 17.0, 16.5)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:35.426286,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.5)","(16.0, 27.0, 26.8)","(12.0, 17.0, 16.5)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:36.381986,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.5)","(16.0, 27.0, 26.666666666666668)","(12.0, 17.0, 16.555555555555557)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:37.280979,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.5)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.5, 18.0)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:38.184643,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.5, 17.136363636363637)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:39.134527,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.5, 17.136363636363637)","(1.3, 1.4, 1.3815217391304346)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:40.060515,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.5, 17.136363636363637)","(1.3, 1.4, 1.3866141732283463)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:41.019214,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.5, 17.136363636363637)","(1.3, 1.4, 1.373228346456693)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:41.936479,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.5, 17.136363636363637)","(1.3, 1.4, 1.3748672566371682)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:42.896908,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.0, 16.90909090909091)","(1.3, 1.4, 1.3757264957264959)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:43.869446,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.0, 16.90909090909091)","(1.3, 1.4, 1.3757264957264959)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:44.825069,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.0, 16.90909090909091)","(1.3, 1.4, 1.3757264957264959)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:45.807277,"(5.0, 8.0, 7.478260869565218)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.0, 16.90909090909091)","(1.3, 1.4, 1.3843956043956043)","(91.0, 230.0, 205.0)"
16-12-2022 12:47:46.808578,"(5.0, 7.8, 7.466666666666667)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.0, 17.142857142857142)","(1.3, 1.4, 1.3866875)","(91.0, 230.0, 170.0)"
16-12-2022 12:47:47.871525,"(5.0, 7.8, 7.466666666666667)","(13.0, 21.0, 19.615384615384617)","(16.0, 27.0, 26.666666666666668)","(12.0, 18.0, 17.2)","(1.3, 1.4, 1.3866875)","(91.0, 230.0, 170.0)"
