,Fly For Yulong,Demurral,Kings County,Tower Road,Age Of Innocence,Marndarra
16-12-2022 12:49:10.016303,"(5.0, 7.4, 7.126829268292683)","(13.0, 25.0, 23.63157894736842)","(16.0, 28.0, 24.166666666666668)","(12.0, 20.0, 18.666666666666668)","(1.28, 1.36, 1.3515827338129498)","(91.0, 230.0, 204.28571428571428)"
16-12-2022 12:49:11.048634,"(5.0, 7.4, 7.151111111111112)","(13.0, 25.0, 22.93181818181818)","(16.0, 28.0, 24.166666666666668)","(12.0, 19.5, 18.666666666666668)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:12.041683,"(5.0, 7.4, 7.151111111111112)","(13.0, 25.0, 22.93181818181818)","(16.0, 28.0, 24.166666666666668)","(12.0, 19.5, 17.285714285714285)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:13.038234,"(5.0, 7.4, 7.171428571428572)","(13.0, 25.0, 23.25)","(16.0, 28.0, 24.166666666666668)","(12.0, 19.0, 17.8)","(1.28, 1.36, 1.3515827338129498)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:14.071663,"(5.0, 7.4, 7.171428571428572)","(13.0, 25.0, 23.25)","(16.0, 28.0, 24.166666666666668)","(12.0, 19.0, 17.8)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:14.976949,"(5.0, 7.4, 7.171428571428572)","(13.0, 24.0, 21.75)","(16.0, 28.0, 24.166666666666668)","(12.0, 19.0, 17.8)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:15.907573,"(5.0, 7.4, 7.171428571428572)","(13.0, 24.0, 21.142857142857142)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 18.0)","(1.28, 1.36, 1.3515827338129498)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:16.876584,"(5.0, 7.4, 7.2250000000000005)","(13.0, 24.0, 21.857142857142858)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 17.6)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:17.826176,"(5.0, 7.4, 7.265000000000001)","(13.0, 24.0, 21.46153846153846)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 17.642857142857142)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:18.765291,"(5.0, 7.4, 7.265000000000001)","(13.0, 24.0, 21.4)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 17.642857142857142)","(1.28, 1.36, 1.3548908296943232)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:19.717272,"(5.0, 7.4, 7.265000000000001)","(13.0, 24.0, 21.4)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 17.642857142857142)","(1.28, 1.36, 1.3515827338129498)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:20.712751,"(5.0, 7.4, 7.225806451612903)","(13.0, 24.0, 21.11111111111111)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 17.928571428571427)","(1.28, 1.36, 1.3562886597938146)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:21.622569,"(5.0, 7.4, 7.225806451612903)","(13.0, 23.0, 22.454545454545453)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.5, 17.928571428571427)","(1.28, 1.36, 1.3562886597938146)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:22.569365,"(5.0, 7.4, 7.265000000000001)","(13.0, 23.0, 22.0)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.0, 17.5)","(1.28, 1.38, 1.3719999999999999)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:23.555502,"(5.0, 7.4, 7.265000000000001)","(13.0, 23.0, 20.857142857142858)","(16.0, 28.0, 24.166666666666668)","(12.0, 18.0, 17.428571428571427)","(1.28, 1.38, 1.3719999999999999)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:24.541153,"(5.0, 7.4, 7.225806451612903)","(13.0, 23.0, 20.083333333333332)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 17.071428571428573)","(1.28, 1.38, 1.3719999999999999)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:25.475805,"(5.0, 7.4, 7.225806451612903)","(13.0, 23.0, 21.6)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 17.071428571428573)","(1.28, 1.38, 1.3631578947368421)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:26.504878,"(5.0, 7.4, 7.265000000000001)","(13.0, 23.0, 21.6)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 17.071428571428573)","(1.28, 1.38, 1.3631578947368421)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:27.489112,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.0)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.3631578947368421)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:28.373384,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.09090909090909)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.3631578947368421)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:29.297798,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 20.571428571428573)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.3631578947368421)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:30.245358,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 20.571428571428573)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.3631578947368421)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:31.202010,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 20.666666666666668)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.377310924369748)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:32.145292,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.0)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.3772413793103448)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:33.186900,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.0)","(16.0, 28.0, 24.166666666666668)","(12.0, 17.5, 16.7)","(1.28, 1.38, 1.3772413793103448)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:34.185337,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 21.0)","(16.0, 28.0, 24.057142857142857)","(12.0, 17.5, 16.7)","(1.28, 1.38, 1.3772413793103448)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:35.085368,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 21.0)","(16.0, 28.0, 23.41176470588235)","(12.0, 17.5, 16.7)","(1.28, 1.38, 1.3772413793103448)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:35.992099,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 21.0)","(16.0, 28.0, 20.296296296296298)","(12.0, 17.5, 16.7)","(1.28, 1.38, 1.3772413793103448)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:36.912549,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.0)","(16.0, 27.0, 25.25)","(12.0, 17.5, 16.7)","(1.28, 1.38, 1.3775)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:37.868549,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 21.5)","(16.0, 27.0, 23.18181818181818)","(12.0, 17.5, 16.642857142857142)","(1.28, 1.38, 1.377557251908397)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:38.832623,"(5.0, 7.4, 7.225806451612903)","(13.0, 22.0, 21.5)","(16.0, 27.0, 22.333333333333332)","(12.0, 17.5, 16.5)","(1.28, 1.38, 1.3782022471910111)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:39.934112,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.421052631578945)","(12.0, 17.5, 15.9)","(1.28, 1.38, 1.3686324786324786)","(91.0, 230.0, 176.66666666666666)"
16-12-2022 12:49:41.076126,"(5.0, 7.4, 7.265000000000001)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.421052631578945)","(12.0, 17.5, 15.9)","(1.28, 1.38, 1.3686324786324786)","(91.0, 230.0, 200.0)"
16-12-2022 12:49:42.113856,"(5.0, 7.4, 7.274285714285715)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.421052631578945)","(12.0, 17.5, 15.9)","(1.28, 1.38, 1.3686324786324786)","(91.0, 230.0, 200.0)"
16-12-2022 12:49:43.124361,"(5.0, 7.4, 7.251612903225807)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.421052631578945)","(12.0, 17.0, 16.0)","(1.28, 1.38, 1.3686324786324786)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:44.200728,"(5.0, 7.4, 7.144444444444445)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.235294117647058)","(12.0, 17.0, 15.75)","(1.28, 1.38, 1.3674823529411766)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:45.179107,"(5.0, 7.4, 7.144444444444445)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.235294117647058)","(12.0, 17.0, 15.75)","(1.28, 1.38, 1.3674823529411766)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:46.201840,"(5.0, 7.4, 7.144444444444445)","(13.0, 22.0, 21.5)","(16.0, 27.0, 25.235294117647058)","(12.0, 17.0, 15.875)","(1.28, 1.38, 1.3674823529411766)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:47.283024,"(5.0, 7.4, 7.144444444444445)","(13.0, 21.0, 20.5)","(16.0, 27.0, 25.235294117647058)","(12.0, 17.0, 16.25)","(1.28, 1.38, 1.3674823529411766)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:48.365897,"(5.0, 7.4, 7.144444444444445)","(13.0, 21.0, 20.5)","(16.0, 27.0, 25.235294117647058)","(12.0, 17.0, 16.428571428571427)","(1.28, 1.38, 1.3669980119284295)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:49.364900,"(5.0, 7.4, 7.234782608695652)","(13.0, 21.0, 20.5)","(16.0, 27.0, 24.5)","(12.0, 16.5, 16.227272727272727)","(1.28, 1.38, 1.3669980119284295)","(91.0, 230.0, 196.66666666666666)"
16-12-2022 12:49:50.349219,"(5.0, 7.4, 7.28125)","(13.0, 21.0, 20.5)","(16.0, 27.0, 25.80952380952381)","(12.0, 19.0, 18.555555555555557)","(1.28, 1.38, 1.3669200000000001)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:51.486476,"(5.0, 7.4, 7.236363636363636)","(13.0, 21.0, 20.5)","(16.0, 27.0, 25.333333333333332)","(12.0, 19.0, 17.642857142857142)","(1.28, 1.38, 1.3669200000000001)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:52.435932,"(5.0, 7.8, 7.472727272727273)","(13.0, 21.0, 20.357142857142858)","(16.0, 27.0, 25.333333333333332)","(12.0, 18.5, 17.642857142857142)","(1.28, 1.38, 1.3668410462776661)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:53.489453,"(5.0, 7.8, 7.461538461538462)","(13.0, 21.0, 20.357142857142858)","(16.0, 27.0, 23.333333333333332)","(12.0, 18.5, 16.357142857142858)","(1.28, 1.38, 1.3668410462776661)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:54.647011,"(5.0, 7.8, 7.390909090909091)","(13.0, 21.0, 20.357142857142858)","(16.0, 26.0, 24.5)","(12.0, 18.5, 16.055555555555557)","(1.28, 1.38, 1.3668410462776661)","(91.0, 230.0, 215.71428571428572)"
16-12-2022 12:49:55.745961,"(5.5, 7.8, 7.390909090909091)","(13.0, 21.0, 19.5)","(16.0, 26.0, 24.0)","(12.0, 18.0, 16.214285714285715)","(1.28, 1.38, 1.3668410462776661)","(101.0, 230.0, 194.7058823529412)"
16-12-2022 12:49:56.895827,"(5.5, 7.8, 7.390909090909091)","(13.0, 21.0, 20.0)","(16.0, 26.0, 24.57142857142857)","(12.0, 18.0, 16.214285714285715)","(1.28, 1.38, 1.3668410462776661)","(101.0, 230.0, 203.33333333333334)"
16-12-2022 12:49:58.032436,"(5.5, 7.8, 7.44)","(13.0, 21.0, 20.0)","(16.0, 25.0, 23.0)","(12.0, 18.0, 16.5)","(1.28, 1.38, 1.3668410462776661)","(101.0, 210.0, 189.23076923076923)"
16-12-2022 12:49:59.060777,"(5.5, 7.8, 7.26)","(13.0, 21.0, 20.666666666666668)","(16.0, 25.0, 23.0)","(12.0, 17.5, 16.071428571428573)","(1.28, 1.38, 1.3669200000000001)","(101.0, 200.0, 178.0)"
16-12-2022 12:50:00.031625,"(5.5, 7.8, 7.38)","(13.0, 25.0, 22.0)","(16.0, 25.0, 23.08)","(12.0, 17.5, 16.071428571428573)","(1.28, 1.38, 1.3669200000000001)","(101.0, 190.0, 167.89473684210526)"
16-12-2022 12:50:01.127776,"(5.5, 7.8, 7.38)","(13.0, 25.0, 23.421052631578945)","(16.0, 25.0, 22.555555555555557)","(12.0, 17.5, 16.25)","(1.28, 1.38, 1.3669200000000001)","(101.0, 190.0, 170.0)"
16-12-2022 12:50:02.174659,"(5.5, 7.8, 7.38)","(13.0, 25.0, 22.9375)","(16.0, 25.0, 22.77777777777778)","(12.0, 17.0, 16.25)","(1.28, 1.38, 1.360764705882353)","(101.0, 190.0, 170.0)"
16-12-2022 12:50:03.234716,"(5.5, 7.8, 7.429411764705883)","(13.0, 25.0, 22.9375)","(16.0, 25.0, 23.46153846153846)","(12.0, 17.0, 15.660714285714286)","(1.28, 1.38, 1.360764705882353)","(101.0, 190.0, 170.0)"
16-12-2022 12:50:04.305423,"(5.5, 7.8, 7.2729729729729735)","(13.0, 25.0, 24.3125)","(16.0, 25.0, 22.333333333333332)","(12.0, 17.0, 15.660714285714286)","(1.28, 1.38, 1.360764705882353)","(101.0, 190.0, 170.0)"
16-12-2022 12:50:05.400789,"(5.5, 7.8, 7.2729729729729735)","(13.0, 24.0, 22.81578947368421)","(16.0, 25.0, 21.88888888888889)","(12.0, 17.0, 16.404761904761905)","(1.28, 1.38, 1.361782729805014)","(101.0, 190.0, 170.0)"
16-12-2022 12:50:06.443503,"(5.5, 7.8, 7.3)","(13.0, 24.0, 22.977272727272727)","(16.0, 25.0, 21.88888888888889)","(12.0, 17.0, 16.47222222222222)","(1.28, 1.38, 1.361782729805014)","(101.0, 190.0, 170.0)"
16-12-2022 12:50:07.459042,"(5.5, 7.8, 7.293506493506493)","(13.0, 24.0, 23.2)","(16.0, 24.0, 23.0)","(12.0, 17.0, 16.47222222222222)","(1.28, 1.38, 1.3616292134831463)","(101.0, 190.0, 188.33333333333331)"
16-12-2022 12:50:08.485666,"(5.5, 7.8, 7.4271186440677965)","(13.0, 24.0, 22.545454545454547)","(16.0, 25.0, 22.9375)","(12.0, 17.0, 16.26923076923077)","(1.28, 1.38, 1.3616292134831463)","(101.0, 200.0, 230.0)"
16-12-2022 12:50:09.568410,"(5.5, 7.8, 7.4271186440677965)","(13.0, 24.0, 23.157894736842106)","(16.0, 25.0, 22.9375)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3614988290398127)","(101.0, 240.0, 210.0)"
16-12-2022 12:50:10.640561,"(5.0, 7.8, 7.4271186440677965)","(13.0, 24.0, 23.157894736842106)","(16.0, 25.0, 22.9375)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3614988290398127)","(91.0, 230.0, 213.33333333333334)"
16-12-2022 12:50:11.822102,"(5.0, 7.8, 7.466666666666667)","(13.0, 24.0, 22.608695652173914)","(16.0, 25.0, 22.9375)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3617344173441734)","(91.0, 230.0, 227.77777777777777)"
16-12-2022 12:50:12.886966,"(5.0, 7.8, 7.466666666666667)","(13.0, 24.0, 22.608695652173914)","(16.0, 25.0, 22.9375)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3617344173441734)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:13.943378,"(5.0, 7.8, 7.466666666666667)","(13.0, 24.0, 22.608695652173914)","(16.0, 24.0, 23.2)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3617344173441734)","(91.0, 240.0, 214.6153846153846)"
16-12-2022 12:50:14.852903,"(5.0, 7.8, 7.503703703703704)","(13.0, 24.0, 22.608695652173914)","(16.0, 24.0, 23.2)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3617344173441734)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:15.868900,"(5.0, 7.8, 7.503703703703704)","(13.0, 24.0, 22.608695652173914)","(16.0, 24.0, 23.2)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3617344173441734)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:17.056642,"(5.0, 7.8, 7.521739130434783)","(13.0, 24.0, 22.608695652173914)","(16.0, 24.0, 23.2)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3617344173441734)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:18.234804,"(5.0, 7.8, 7.521739130434783)","(13.0, 23.0, 22.647058823529413)","(16.0, 24.0, 22.642857142857142)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.3620062695924766)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:19.254426,"(5.0, 7.8, 7.521739130434783)","(13.0, 23.0, 22.647058823529413)","(16.0, 25.0, 22.642857142857142)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.38, 1.352741935483871)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:20.376018,"(5.0, 7.8, 7.521739130434783)","(13.0, 23.0, 21.90909090909091)","(16.0, 25.0, 22.642857142857142)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.36, 1.3533636363636365)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:21.362798,"(5.0, 7.8, 7.521739130434783)","(13.0, 23.0, 21.90909090909091)","(16.0, 25.0, 22.642857142857142)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.36, 1.3533636363636365)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:22.364014,"(5.0, 7.8, 7.521739130434783)","(13.0, 23.0, 21.90909090909091)","(16.0, 25.0, 23.285714285714285)","(12.0, 17.0, 16.208333333333332)","(1.28, 1.36, 1.3676470588235294)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:23.442614,"(5.0, 7.8, 7.521739130434783)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 17.0, 16.078125)","(1.28, 1.37, 1.3688235294117648)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:24.472430,"(5.0, 7.8, 7.555555555555555)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3688235294117648)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:25.477718,"(5.0, 7.8, 7.555555555555555)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3688235294117648)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:26.549518,"(5.0, 7.8, 7.555555555555555)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3688235294117648)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:27.662398,"(5.0, 7.8, 7.555555555555555)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3688235294117648)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:28.779994,"(5.0, 7.8, 7.555555555555555)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3688235294117648)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:29.841757,"(5.0, 7.8, 7.555555555555555)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:30.930340,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:32.029891,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:33.235649,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:34.472121,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:35.496154,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:36.466925,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:37.532349,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:38.544375,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:39.544828,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.333333333333332)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:40.638193,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.454545454545453)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.078125)","(1.28, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:41.718539,"(5.0, 7.8, 7.616666666666667)","(13.0, 23.0, 22.454545454545453)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:42.729312,"(5.0, 7.8, 7.6)","(13.0, 23.0, 22.454545454545453)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:43.738123,"(5.0, 7.8, 7.6)","(13.0, 23.0, 22.454545454545453)","(16.0, 25.0, 24.25)","(12.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:44.697624,"(5.0, 7.8, 7.6)","(13.0, 23.0, 22.454545454545453)","(16.0, 25.0, 24.25)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:45.711704,"(5.0, 7.8, 7.6)","(13.0, 23.0, 22.454545454545453)","(16.0, 25.0, 24.25)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3691304347826088)","(91.0, 240.0, 230.0)"
16-12-2022 12:50:46.677022,"(5.0, 8.2, 7.819047619047619)","(13.0, 23.0, 22.454545454545453)","(16.0, 28.0, 22.94736842105263)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3671428571428572)","(91.0, 240.0, 213.33333333333334)"
16-12-2022 12:50:47.743883,"(5.0, 8.2, 7.72)","(13.0, 23.0, 22.4)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3671428571428572)","(91.0, 230.0, 199.23076923076923)"
16-12-2022 12:50:48.805011,"(5.0, 8.2, 7.72)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3671428571428572)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:49.841423,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3671428571428572)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:50.862405,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3671428571428572)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:51.841010,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3693220338983052)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:52.801416,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3693220338983052)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:53.721292,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3693220338983052)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:54.724572,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3693220338983052)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:55.726496,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.37, 1.3609493670886077)","(91.0, 220.0, 199.23076923076923)"
16-12-2022 12:50:56.701462,"(5.0, 8.2, 7.9692307692307685)","(13.0, 23.0, 21.2)","(16.0, 28.0, 24.4)","(11.0, 16.5, 16.108695652173914)","(1.26, 1.38, 1.3611285266457682)","(91.0, 220.0, 199.23076923076923)"
