,Gospel Musketeer,Just A Irish Lad,Kwontro,Mister Wayside,Frigerator,Yankee Indian
16-12-2022 15:20:01.973264,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.323076923076923)","(31.0, 140.0, 91.0)","(2.35, 2.72, 2.71)","(14.0, 18.5, 18.125)","(2.45, 2.68, 2.5889655172413795)"
16-12-2022 15:20:02.788235,"(16.0, 29.0, 24.5)","(6.0, 7.6, 7.323076923076923)","(31.0, 140.0, 91.0)","(2.35, 2.72, 2.688)","(14.0, 18.5, 18.07142857142857)","(2.45, 2.7, 2.580416666666667)"
16-12-2022 15:20:03.611063,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 140.0, 90.0)","(2.35, 2.72, 2.688)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5992)"
16-12-2022 15:20:04.432845,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 140.0, 90.0)","(2.35, 2.72, 2.688)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5992)"
16-12-2022 15:20:05.248605,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 140.0, 90.0)","(2.35, 2.72, 2.688)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5992)"
16-12-2022 15:20:06.070605,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 140.0, 90.0)","(2.35, 2.72, 2.688)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:06.887884,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 140.0, 90.0)","(2.35, 2.72, 2.688)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:07.707399,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 140.0, 90.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:08.532436,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:09.345304,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.8)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:10.168759,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.8)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:10.994379,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.8)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:11.813703,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.8)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:12.630866,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.8)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:13.449250,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:14.263419,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:15.085211,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:15.903877,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:16.733525,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:17.553363,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:18.367459,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:19.182157,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.609)"
16-12-2022 15:20:20.006290,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.24)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:20.823901,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.24)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:21.647470,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.24)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:22.463203,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.24)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:23.277175,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.24)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:24.102670,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.24)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:24.915617,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6604347826086956)"
16-12-2022 15:20:25.730489,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:26.553900,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:27.367146,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:28.185343,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:29.014694,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:29.827458,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:30.645844,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:31.476310,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:32.292155,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:33.112114,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:33.935803,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:34.759331,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7054545454545456)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:35.573485,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.68, 2.662857142857143)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.6133333333333333)"
16-12-2022 15:20:36.396928,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.68)","(14.0, 18.5, 17.5)","(2.45, 2.7, 2.6376)"
16-12-2022 15:20:37.216243,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.68)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:38.039413,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.68)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:38.856888,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.68)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:39.672489,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.68)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:40.487694,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.68)","(14.0, 18.5, 17.666666666666668)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:41.301904,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.706666666666667)","(14.0, 18.5, 18.272727272727273)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:42.116845,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.706666666666667)","(14.0, 18.5, 18.272727272727273)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:42.936158,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.706666666666667)","(14.0, 18.5, 18.272727272727273)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:43.759285,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.715897435897436)","(14.0, 18.5, 18.272727272727273)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:44.575495,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.4, 7.133333333333334)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.705)","(14.0, 18.5, 18.272727272727273)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:45.396509,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:46.207333,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:47.021610,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 6.9)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:47.843627,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 7.022222222222222)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:48.654867,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 7.022222222222222)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:49.467307,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.2, 7.022222222222222)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:50.304435,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.359999999999999)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:51.117413,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.359999999999999)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:51.939677,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 6.666666666666667)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:52.753840,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.8, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 17.5)","(2.45, 2.7, 2.6566666666666667)"
16-12-2022 15:20:53.570705,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.8, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:54.398613,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.8, 7.333333333333333)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:55.210404,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:56.027452,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:56.849618,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:57.664716,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.7, 2.5885714285714285)"
16-12-2022 15:20:58.484142,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.76, 2.59)"
16-12-2022 15:20:59.305927,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(31.0, 130.0, 85.0)","(2.35, 2.72, 2.7165714285714286)","(14.0, 18.5, 18.22222222222222)","(2.45, 2.76, 2.592857142857143)"
16-12-2022 15:21:00.127147,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 18.22222222222222)","(2.45, 2.76, 2.6)"
16-12-2022 15:21:00.949483,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 18.22222222222222)","(2.45, 2.76, 2.715)"
16-12-2022 15:21:01.763097,"(16.0, 29.0, 27.2)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 18.1875)","(2.45, 2.76, 2.721081081081081)"
16-12-2022 15:21:02.582122,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 18.1875)","(2.45, 2.76, 2.721081081081081)"
16-12-2022 15:21:03.403903,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 18.15)","(2.45, 2.78, 2.756)"
16-12-2022 15:21:04.218438,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 18.15)","(2.45, 2.78, 2.756)"
16-12-2022 15:21:05.033103,"(16.0, 29.0, 23.666666666666668)","(6.0, 7.6, 7.0)","(26.0, 130.0, 85.0)","(2.4, 2.72, 2.7165714285714286)","(13.0, 18.5, 17.5)","(2.45, 2.78, 2.756)"
16-12-2022 15:21:05.856022,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:06.669956,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:07.482561,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:08.311324,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:09.130218,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:09.943893,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:10.762238,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 99.33333333333334)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:11.574451,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 100.66666666666666)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:12.396585,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 130.0, 100.66666666666666)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:13.206026,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:14.018460,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:14.848313,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:15.662438,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:16.490485,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:17.300510,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:18.111533,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:18.926870,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:19.754861,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:20.567538,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 130.0, 108.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:21.381480,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.716842105263158)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:22.210119,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 140.0, 115.5)","(2.4, 2.72, 2.7133333333333334)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:23.031283,"(16.0, 29.0, 27.363636363636363)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.7133333333333334)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:23.854985,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.712)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:24.664717,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.712)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:25.477442,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.6971428571428575)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7676923076923075)"
16-12-2022 15:21:26.296147,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.6971428571428575)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7672)"
16-12-2022 15:21:27.110354,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.6971428571428575)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7672)"
16-12-2022 15:21:27.924862,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.6971428571428575)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7672)"
16-12-2022 15:21:28.757138,"(16.0, 30.0, 26.923076923076923)","(6.0, 7.6, 7.0)","(26.0, 140.0, 92.0)","(2.4, 2.72, 2.712)","(13.0, 18.5, 17.666666666666668)","(2.45, 2.78, 2.7727272727272725)"
