,Magic Bertie,Yankee Banner,Lumin,My Gal Val,Rich Paris,Toffee Street,Alesha Lily,Atlanna,Lady Merchant,World Action
08-12-2022 13:04:26.774637,"(12.0, 15.0, 14.838235294117647)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.975609756097562)","(31.0, 40.0, 38.94285714285714)","(3.7, 4.4, 4.366896551724138)","(2.9, 3.25, 3.230645161290323)","(31.0, 46.0, 43.9375)","(81.0, 130.0, 129.45454545454547)","(31.0, 48.0, 46.51948051948052)","(3.7, 4.1, 4.099474605954465)"
08-12-2022 13:04:28.470668,"(12.0, 15.0, 14.838235294117647)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.975609756097562)","(31.0, 40.0, 38.94285714285714)","(3.7, 4.4, 4.366896551724138)","(2.9, 3.25, 3.226923076923077)","(31.0, 46.0, 43.9375)","(81.0, 130.0, 129.45454545454547)","(31.0, 48.0, 46.51948051948052)","(3.7, 4.1, 4.099474605954465)"
08-12-2022 13:04:30.019939,"(12.0, 15.0, 14.838235294117647)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.89090909090909)","(31.0, 40.0, 39.013333333333335)","(3.7, 4.4, 4.36509090909091)","(2.9, 3.25, 3.2194444444444446)","(31.0, 46.0, 44.08695652173913)","(81.0, 130.0, 129.4736842105263)","(31.0, 48.0, 46.592592592592595)","(3.7, 4.1, 4.099537750385208)"
08-12-2022 13:04:31.492377,"(12.0, 15.0, 14.882978723404255)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98019801980198)","(31.0, 40.0, 39.063291139240505)","(3.7, 4.4, 4.357333333333333)","(2.9, 3.25, 3.2305970149253733)","(31.0, 46.0, 43.9375)","(81.0, 130.0, 134.0)","(31.0, 48.0, 46.642857142857146)","(3.7, 4.1, 4.099534161490683)"
08-12-2022 13:04:33.032503,"(12.0, 15.0, 14.903508771929825)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.3589743589743595)","(2.9, 3.25, 3.232191780821918)","(31.0, 46.0, 43.9375)","(81.0, 140.0, 134.21052631578948)","(31.0, 48.0, 46.65882352941176)","(3.7, 4.1, 4.138129496402877)"
08-12-2022 13:04:34.497716,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.3589743589743595)","(2.9, 3.25, 3.232191780821918)","(31.0, 46.0, 41.225806451612904)","(81.0, 140.0, 134.44444444444446)","(31.0, 48.0, 46.65882352941176)","(3.7, 4.2, 4.128187919463087)"
08-12-2022 13:04:36.045211,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.3589743589743595)","(2.9, 3.25, 3.2315436241610738)","(31.0, 42.0, 40.76923076923077)","(81.0, 140.0, 134.44444444444446)","(31.0, 48.0, 46.65882352941176)","(3.7, 4.2, 4.1289655172413795)"
08-12-2022 13:04:37.556737,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.3589743589743595)","(2.9, 3.25, 3.2315436241610738)","(31.0, 42.0, 40.76923076923077)","(81.0, 140.0, 134.44444444444446)","(31.0, 48.0, 46.65882352941176)","(3.7, 4.2, 4.1289655172413795)"
08-12-2022 13:04:39.072450,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.3589743589743595)","(2.9, 3.25, 3.2315436241610738)","(31.0, 42.0, 40.76923076923077)","(81.0, 140.0, 134.44444444444446)","(31.0, 48.0, 46.65882352941176)","(3.7, 4.2, 4.1289655172413795)"
08-12-2022 13:04:40.497149,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.36969696969697)","(2.9, 3.25, 3.2315436241610738)","(31.0, 42.0, 40.76923076923077)","(81.0, 140.0, 134.44444444444446)","(31.0, 48.0, 46.371428571428574)","(3.7, 4.2, 4.125899280575539)"
08-12-2022 13:04:41.874314,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.36969696969697)","(2.9, 3.25, 3.2258771929824563)","(31.0, 42.0, 40.93333333333334)","(81.0, 140.0, 134.44444444444446)","(31.0, 48.0, 46.246153846153845)","(3.7, 4.2, 4.1207692307692305)"
08-12-2022 13:04:43.319198,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.36969696969697)","(2.9, 3.25, 3.2258771929824563)","(31.0, 42.0, 40.93333333333334)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.246153846153845)","(3.7, 4.2, 4.1207692307692305)"
08-12-2022 13:04:44.776413,"(12.0, 15.0, 14.826666666666666)","(101.0, 540.0, 454.2857142857143)","(11.0, 14.0, 13.98076923076923)","(31.0, 40.0, 39.075)","(3.7, 4.4, 4.371428571428572)","(2.9, 3.25, 3.2173708920187796)","(31.0, 42.0, 40.95652173913044)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.127464788732394)"
08-12-2022 13:04:46.648047,"(12.0, 15.0, 14.819444444444445)","(101.0, 540.0, 447.0)","(11.0, 14.0, 13.981481481481481)","(31.0, 40.0, 39.08641975308642)","(3.7, 4.4, 4.371428571428572)","(2.9, 3.25, 3.221041666666667)","(31.0, 42.0, 40.95652173913044)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.127464788732394)"
08-12-2022 13:04:48.346570,"(12.0, 15.0, 14.819444444444445)","(101.0, 510.0, 457.5)","(11.0, 14.0, 13.981481481481481)","(31.0, 40.0, 36.63768115942029)","(3.7, 4.4, 4.371428571428572)","(2.9, 3.25, 3.2202991452991454)","(31.0, 42.0, 40.0)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.127464788732394)"
08-12-2022 13:04:49.961792,"(12.0, 15.0, 14.819444444444445)","(101.0, 510.0, 454.0)","(11.0, 14.0, 13.981481481481481)","(31.0, 38.0, 37.48)","(3.7, 4.4, 4.386206896551724)","(2.9, 3.25, 3.199084249084249)","(31.0, 42.0, 39.733333333333334)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.127464788732394)"
08-12-2022 13:04:51.543283,"(12.0, 15.0, 14.819444444444445)","(101.0, 510.0, 454.0)","(11.0, 14.0, 13.981481481481481)","(31.0, 38.0, 37.42307692307692)","(3.7, 4.4, 4.387755102040817)","(2.9, 3.25, 3.199084249084249)","(31.0, 42.0, 39.733333333333334)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.127464788732394)"
08-12-2022 13:04:53.056443,"(12.0, 15.0, 14.819444444444445)","(101.0, 510.0, 454.0)","(11.0, 14.0, 13.981481481481481)","(31.0, 38.0, 37.42307692307692)","(3.7, 4.4, 4.387755102040817)","(2.9, 3.25, 3.2036)","(31.0, 42.0, 39.733333333333334)","(81.0, 140.0, 134.16666666666666)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.127464788732394)"
08-12-2022 13:04:54.517784,"(12.0, 15.0, 14.819444444444445)","(101.0, 510.0, 454.0)","(11.0, 14.0, 13.981818181818182)","(31.0, 38.0, 37.43396226415094)","(3.7, 4.4, 4.3883495145631075)","(2.9, 3.25, 3.2051724137931035)","(31.0, 42.0, 39.77049180327869)","(81.0, 140.0, 134.6153846153846)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.108035714285714)"
08-12-2022 13:04:56.193110,"(12.0, 15.0, 14.826666666666666)","(101.0, 510.0, 454.0)","(11.0, 14.0, 13.978260869565217)","(31.0, 38.0, 38.57142857142857)","(3.7, 4.4, 4.3883495145631075)","(2.9, 3.25, 3.221359223300971)","(31.0, 42.0, 40.8)","(81.0, 140.0, 134.6153846153846)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.116167664670658)"
08-12-2022 13:04:57.859879,"(12.0, 15.0, 14.826666666666666)","(101.0, 510.0, 454.0)","(11.0, 14.0, 13.978260869565217)","(31.0, 40.0, 39.45454545454545)","(3.7, 4.4, 4.372272727272727)","(2.9, 3.25, 3.221359223300971)","(31.0, 42.0, 40.8)","(81.0, 140.0, 134.6153846153846)","(31.0, 48.0, 46.27272727272727)","(3.7, 4.2, 4.116167664670658)"
08-12-2022 13:04:59.526050,"(12.0, 15.0, 19.0)","(101.0, 510.0, 5109.5)","(11.0, 14.0, 19.228571428571428)","(31.0, 40.0, 51.5)","(3.7, 4.4, 4.757692307692308)","(2.9, 3.25, 3.111111111111111)","(31.0, 42.0, 37.142857142857146)","(81.0, 140.0, 105.0)","(31.0, 48.0, 56.5)","(3.7, 4.2, 4.212173913043478)"
08-12-2022 13:05:01.287312,"(12.0, 24.0, 21.357142857142858)","(101.0, 99999, 5109.5)","(11.0, 23.0, 18.90344827586207)","(31.0, 75.0, 46.8)","(3.7, 5.7, 5.167391304347826)","(2.9, 4.0, 3.1335714285714285)","(31.0, 55.0, 37.142857142857146)","(81.0, 150.0, 105.0)","(31.0, 75.0, 56.5)","(3.7, 6.8, 4.115853658536585)"
08-12-2022 13:05:03.010209,"(12.0, 23.0, 19.0)","(101.0, 99999, 6742.666666666667)","(11.0, 23.0, 19.228571428571428)","(31.0, 75.0, 65.6)","(3.7, 5.7, 3.3538461538461535)","(2.9, 3.85, 3.5)","(31.0, 55.0, 37.142857142857146)","(81.0, 150.0, 105.0)","(31.0, 75.0, 56.5)","(3.7, 6.8, 3.4264705882352944)"
08-12-2022 13:05:04.473526,"(12.0, 24.0, 19.0)","(101.0, 99999, 6742.666666666667)","(11.0, 23.0, 19.228571428571428)","(31.0, 75.0, 66.76923076923077)","(3.7, 4.0, 3.895150115473441)","(2.9, 3.65, 3.314285714285714)","(31.0, 55.0, 47.64705882352941)","(81.0, 150.0, 105.0)","(31.0, 75.0, 59.33333333333333)","(3.7, 6.8, 3.6999999999999997)"
08-12-2022 13:05:05.867431,"(12.0, 24.0, 19.0)","(101.0, 99999, 6742.666666666667)","(11.0, 23.0, 19.228571428571428)","(31.0, 70.0, 66.76923076923077)","(3.7, 3.95, 3.6939729397293974)","(2.9, 3.4, 4.285245901639344)","(31.0, 55.0, 47.64705882352941)","(81.0, 150.0, 105.0)","(31.0, 70.0, 59.33333333333333)","(3.7, 6.8, 6.661420256111757)"
08-12-2022 13:05:07.283019,"(12.0, 24.0, 19.0)","(101.0, 99999, 5109.5)","(11.0, 23.0, 19.228571428571428)","(31.0, 70.0, 66.76923076923077)","(3.7, 3.7, 3.6939729397293974)","(2.9, 4.3, 4.174193548387096)","(31.0, 55.0, 47.64705882352941)","(81.0, 150.0, 105.0)","(31.0, 70.0, 62.5)","(3.7, 6.8, 4.158333333333333)"
08-12-2022 13:05:08.700138,"(12.0, 24.0, 22.325581395348838)","(101.0, 99999, 5109.5)","(11.0, 23.0, 13.545454545454547)","(31.0, 70.0, 59.75)","(3.7, 2.9, 2.604)","(2.9, 4.2, 3.5875)","(31.0, 55.0, 47.64705882352941)","(81.0, 150.0, 105.0)","(31.0, 70.0, 62.5)","(3.7, 5.7, 4.554545454545455)"
08-12-2022 13:05:10.085400,"(12.0, 24.0, 22.325581395348838)","(101.0, 99999, 6742.666666666667)","(11.0, 23.0, 16.454545454545453)","(31.0, 70.0, 51.0)","(3.7, 2.94, 2.6854545454545455)","(2.9, 3.7, 4.0875)","(31.0, 55.0, 35.833333333333336)","(81.0, 150.0, 105.0)","(31.0, 70.0, 57.5)","(3.7, 5.7, 4.233333333333333)"
