,Police,Auron,Edification,Annakuri,Ciao Bicky,Native Bee,Nasa,Golden Athena,Flying Shamus,Ixelles,Cat In The Raine,Persaga,Bold Zip
06-01-2023 17:32:25.785666,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.366666666666666)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.666666666666668)","(51.0, 90.0, 80.0)","(11.0, 18.5, 17.25)","(21.0, 30.0, 26.8)","(11.0, 15.5, 13.75)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 53.0)","(31.0, 55.0, 47.5)"
06-01-2023 17:32:27.599189,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.366666666666666)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.666666666666668)","(51.0, 90.0, 80.0)","(11.0, 18.5, 17.25)","(21.0, 30.0, 26.8)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 53.0)","(31.0, 55.0, 47.5)"
06-01-2023 17:32:29.419221,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.666666666666668)","(51.0, 90.0, 81.66666666666667)","(11.0, 18.5, 17.25)","(21.0, 30.0, 26.470588235294116)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 53.0)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:31.239984,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.666666666666668)","(51.0, 90.0, 81.66666666666667)","(11.0, 18.5, 17.25)","(21.0, 34.0, 28.0)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 53.0)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:33.048661,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.666666666666668)","(51.0, 90.0, 77.5)","(11.0, 18.5, 17.25)","(21.0, 32.0, 27.333333333333332)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 53.0)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:34.754353,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.0)","(51.0, 90.0, 75.0)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:36.550767,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(15.0, 24.0, 22.0)","(51.0, 90.0, 75.0)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:38.330606,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.533333333333333)","(15.0, 24.0, 22.0)","(51.0, 90.0, 75.0)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:40.054997,"(2.4, 2.66, 2.5933333333333333)","(20.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.533333333333333)","(15.0, 24.0, 22.0)","(51.0, 90.0, 77.5)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.5, 13.555555555555555)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:41.718430,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.0)","(51.0, 90.0, 77.5)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.5, 13.571428571428571)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:43.470457,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.0)","(51.0, 90.0, 77.5)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.0, 13.75)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:45.313098,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.322222222222222)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.0)","(51.0, 90.0, 77.5)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 13.75)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:47.086478,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.366666666666666)","(8.0, 11.0, 10.666666666666666)","(16.0, 24.0, 22.0)","(51.0, 90.0, 77.5)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 13.75)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:48.769083,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.209090909090909)","(8.0, 11.0, 10.666666666666666)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 81.66666666666667)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 14.0)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:50.463805,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.154545454545454)","(8.0, 11.0, 10.666666666666666)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 81.66666666666667)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 14.0)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:52.227948,"(2.35, 2.66, 2.5933333333333333)","(21.0, 40.0, 36.0)","(4.8, 5.5, 5.154545454545454)","(8.0, 11.0, 10.533333333333333)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 81.66666666666667)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 14.142857142857142)","(31.0, 95.0, 70.5)","(21.0, 48.0, 41.0)","(31.0, 60.0, 50.666666666666664)","(31.0, 55.0, 50.0)"
06-01-2023 17:32:53.940508,"(2.35, 2.66, 2.582222222222222)","(21.0, 40.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 79.28571428571429)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 15.0, 13.857142857142858)","(31.0, 95.0, 70.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 50.75)"
06-01-2023 17:32:55.608667,"(2.35, 2.66, 2.6)","(21.0, 38.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 79.28571428571429)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 13.666666666666666)","(31.0, 95.0, 70.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:32:57.250951,"(2.35, 2.64, 2.6)","(21.0, 38.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 79.28571428571429)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 13.666666666666666)","(31.0, 95.0, 70.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:32:58.950907,"(2.35, 2.64, 2.6)","(21.0, 38.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 79.28571428571429)","(11.0, 18.5, 17.25)","(21.0, 30.0, 27.333333333333332)","(11.0, 14.5, 13.666666666666666)","(31.0, 95.0, 70.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:33:01.076858,"(2.35, 2.64, 2.59)","(21.0, 38.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 79.28571428571429)","(11.0, 18.5, 17.25)","(21.0, 30.0, 28.5)","(11.0, 14.5, 13.666666666666666)","(31.0, 95.0, 70.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:33:02.957677,"(2.35, 2.66, 2.59)","(21.0, 38.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 90.0, 79.28571428571429)","(11.0, 18.5, 17.25)","(21.0, 30.0, 28.5)","(11.0, 14.5, 13.5625)","(31.0, 95.0, 70.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:33:04.817287,"(2.35, 2.66, 2.59)","(21.0, 38.0, 36.5)","(4.8, 5.5, 5.196)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.0)","(51.0, 90.0, 75.0)","(11.0, 18.5, 17.25)","(21.0, 30.0, 28.5)","(11.0, 14.5, 13.5625)","(31.0, 90.0, 60.666666666666664)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:33:06.323600,"(2.35, 2.66, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.875)","(16.0, 24.0, 22.0)","(51.0, 90.0, 78.33333333333333)","(11.0, 18.5, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 90.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:07.778972,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.90909090909091)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:09.236962,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.90909090909091)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:10.774696,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.88888888888889)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:12.273483,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.88888888888889)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 30.0, 29.333333333333332)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:13.725898,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.88888888888889)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:15.209538,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.533333333333333)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:16.761183,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.196)","(8.0, 11.0, 10.766666666666666)","(16.0, 24.0, 22.0)","(51.0, 85.0, 78.33333333333333)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:18.255609,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.154545454545454)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 85.0, 64.0)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:19.729571,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.154545454545454)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 85.0, 65.9090909090909)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:21.269474,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.154545454545454)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 85.0, 58.333333333333336)","(11.0, 18.0, 17.5)","(21.0, 30.0, 29.333333333333332)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:22.822810,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.154545454545454)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 60.0, 58.333333333333336)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:24.367239,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.16)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 80.0, 63.333333333333336)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:25.846247,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.416417910447761)","(8.0, 11.0, 10.6)","(16.0, 24.0, 22.666666666666668)","(51.0, 80.0, 65.0)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:27.362442,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.416417910447761)","(8.0, 11.0, 10.466666666666667)","(16.0, 24.0, 22.666666666666668)","(51.0, 80.0, 66.66666666666667)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.666666666666668)","(10.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:28.847223,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.416417910447761)","(8.5, 11.0, 10.066666666666666)","(16.0, 24.0, 22.666666666666668)","(51.0, 80.0, 68.88888888888889)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:30.618257,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.416417910447761)","(8.5, 11.0, 10.142857142857144)","(16.0, 24.0, 22.666666666666668)","(51.0, 80.0, 70.0)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:32.261951,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.416417910447761)","(8.5, 11.0, 10.142857142857144)","(16.0, 24.0, 22.666666666666668)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:33.902548,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.142857142857144)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:35.714006,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 29.333333333333332)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:37.520454,"(2.3, 2.62, 2.537391304347826)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:39.054319,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:40.562089,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:42.051395,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 36.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:43.493555,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.142857142857144)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:44.884541,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.142857142857144)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:46.334369,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.666666666666668)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 65.5)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:47.913183,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 30.0, 28.571428571428573)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 75.25)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:49.473195,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.426153846153846)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 75.25)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:51.024236,"(2.3, 2.62, 2.5353846153846153)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.275)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.5)","(21.0, 32.0, 28.8)","(11.0, 14.5, 14.083333333333334)","(31.0, 85.0, 75.25)","(21.0, 48.0, 39.6)","(31.0, 60.0, 52.0)","(31.0, 55.0, 49.5)"
06-01-2023 17:33:52.527313,"(2.3, 2.62, 2.5771428571428574)","(21.0, 38.0, 37.0)","(5.0, 5.5, 5.2631578947368425)","(8.5, 11.0, 10.285714285714286)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.0, 17.875)","(21.0, 32.0, 28.529411764705884)","(11.0, 14.5, 13.944444444444445)","(31.0, 85.0, 75.25)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 47.5)"
06-01-2023 17:33:54.032969,"(2.3, 2.62, 2.6036363636363635)","(21.0, 38.0, 35.0)","(5.0, 5.5, 5.275)","(8.5, 11.0, 10.0)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.5, 17.875)","(21.0, 30.0, 27.857142857142858)","(11.0, 14.5, 13.944444444444445)","(31.0, 85.0, 75.25)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 51.6)"
06-01-2023 17:33:55.507695,"(2.3, 2.64, 2.6036363636363635)","(21.0, 36.0, 35.0)","(5.0, 5.5, 5.275)","(8.5, 11.0, 10.0)","(16.0, 24.0, 22.0)","(51.0, 80.0, 71.66666666666666)","(11.0, 18.5, 17.875)","(21.0, 30.0, 27.857142857142858)","(11.0, 14.5, 13.818181818181818)","(31.0, 85.0, 75.25)","(21.0, 48.0, 39.6)","(31.0, 60.0, 56.44444444444444)","(31.0, 55.0, 52.16666666666667)"
