,Cornish Smuggler,Rambunctious,Illawong Danny,Wichita Kansas,Good Feelings,River Patrol Nz,Layden,Spicey Major,Starzzz Destiny
11-01-2023 20:26:56.580885,"(19.0, 30.0, 28.833333333333336)","(26.0, 85.0, 67.5)","(18.0, 30.0, 29.0)","(10.0, 13.0, 12.632075471698114)","(10.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(7.5, 10.5, 9.75)","(3.4, 3.75, 3.7032608695652174)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:26:57.802815,"(19.0, 30.0, 28.833333333333336)","(26.0, 85.0, 67.5)","(18.0, 30.0, 29.0)","(10.0, 13.0, 12.620689655172415)","(10.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(7.5, 10.5, 9.75)","(3.4, 3.75, 3.7032608695652174)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:26:59.073582,"(19.0, 30.0, 28.833333333333336)","(26.0, 85.0, 55.0)","(18.0, 30.0, 29.0)","(10.0, 13.0, 12.620689655172415)","(10.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(7.5, 10.5, 9.75)","(3.4, 3.75, 3.7024590163934428)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:00.317329,"(19.0, 30.0, 28.833333333333336)","(26.0, 80.0, 62.5)","(18.0, 30.0, 29.0)","(10.0, 13.0, 12.620689655172415)","(10.0, 13.5, 12.576923076923077)","(6.0, 99999, 99990)","(7.5, 10.5, 9.75)","(3.4, 3.75, 3.7024590163934428)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:01.555854,"(19.0, 30.0, 28.833333333333336)","(26.0, 75.0, 65.55555555555556)","(18.0, 30.0, 27.8)","(10.0, 13.0, 12.620689655172415)","(10.0, 13.5, 12.794117647058824)","(6.0, 99999, 99990)","(7.5, 10.5, 9.75)","(3.4, 3.75, 3.55)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:02.830246,"(19.0, 30.0, 28.833333333333336)","(26.0, 70.0, 65.55555555555556)","(18.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.0, 99999, 99990)","(7.5, 10.5, 9.75)","(3.4, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:04.092612,"(19.0, 32.0, 30.5)","(26.0, 70.0, 65.55555555555556)","(18.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.0, 99999, 99990)","(7.5, 10.5, 10.2125)","(3.4, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:05.293154,"(19.0, 32.0, 30.25)","(26.0, 70.0, 65.55555555555556)","(18.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.0, 99999, 99990)","(7.5, 11.0, 10.084615384615384)","(3.4, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:06.543097,"(19.0, 32.0, 30.25)","(26.0, 70.0, 60.0)","(18.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.0, 99999, 99990)","(7.5, 10.5, 10.084615384615384)","(3.4, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:07.785829,"(19.0, 32.0, 30.25)","(26.0, 70.0, 60.0)","(18.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.0, 99999, 99990)","(7.5, 10.5, 10.084615384615384)","(3.4, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:09.083834,"(19.0, 32.0, 30.25)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.3)","(3.2, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:10.537247,"(19.0, 46.0, 35.5)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.3)","(3.2, 3.75, 3.5416666666666665)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:12.469659,"(19.0, 46.0, 37.0)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.554545454545455)","(3.2, 3.75, 3.5344827586206895)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:13.881684,"(19.0, 46.0, 37.0)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.5)","(10.0, 13.0, 12.614035087719298)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.0, 10.310526315789474)","(3.2, 3.75, 3.588888888888889)","(2.9, 3.8, 3.7721153846153843)"
11-01-2023 20:27:15.281793,"(19.0, 46.0, 37.0)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.5)","(10.0, 13.0, 12.61111111111111)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.394117647058824)","(3.2, 3.7, 3.588888888888889)","(2.9, 3.8, 3.771)"
11-01-2023 20:27:16.813037,"(19.0, 46.0, 35.85714285714286)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.5)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.394117647058824)","(3.2, 3.7, 3.588888888888889)","(2.9, 3.8, 3.771)"
11-01-2023 20:27:18.308548,"(19.0, 44.0, 35.85714285714286)","(31.0, 70.0, 54.44444444444444)","(19.0, 29.0, 27.2)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.3)","(3.2, 3.7, 3.5533333333333332)","(2.9, 3.8, 3.776923076923077)"
11-01-2023 20:27:19.683735,"(19.0, 40.0, 31.6)","(31.0, 70.0, 60.0)","(19.0, 29.0, 27.2)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 10.5, 10.333333333333334)","(3.2, 3.7, 3.577777777777778)","(2.9, 3.8, 3.776923076923077)"
11-01-2023 20:27:21.288738,"(19.0, 40.0, 31.6)","(31.0, 70.0, 73.33333333333333)","(19.0, 29.0, 27.2)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.0, 10.777777777777779)","(3.2, 3.7, 3.5565217391304347)","(2.9, 3.8, 3.776923076923077)"
11-01-2023 20:27:22.862012,"(19.0, 40.0, 31.6)","(31.0, 85.0, 65.0)","(19.0, 29.0, 27.2)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.0, 10.789473684210526)","(3.2, 3.7, 3.5565217391304347)","(2.9, 3.8, 3.7738636363636364)"
11-01-2023 20:27:24.234848,"(19.0, 40.0, 31.6)","(31.0, 80.0, 65.0)","(19.0, 29.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.0, 10.789473684210526)","(3.2, 3.7, 3.5565217391304347)","(2.9, 3.8, 3.7738636363636364)"
11-01-2023 20:27:25.623298,"(19.0, 40.0, 31.6)","(31.0, 80.0, 65.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.0, 11.425)","(3.2, 3.7, 3.352247191011236)","(2.9, 3.8, 3.7916666666666665)"
11-01-2023 20:27:26.983199,"(19.0, 40.0, 31.6)","(31.0, 80.0, 65.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.5, 11.25)","(3.2, 3.4, 3.255113636363636)","(2.9, 3.8, 3.7926470588235293)"
11-01-2023 20:27:28.337164,"(19.0, 40.0, 31.6)","(31.0, 80.0, 65.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 11.5, 11.142857142857142)","(3.2, 3.4, 3.255113636363636)","(2.9, 3.8, 3.7926470588235293)"
11-01-2023 20:27:29.724552,"(19.0, 40.0, 28.8)","(31.0, 80.0, 65.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.0, 11.142857142857142)","(3.2, 3.4, 3.255113636363636)","(2.9, 3.8, 3.7926470588235293)"
11-01-2023 20:27:31.049577,"(19.0, 38.0, 33.6)","(31.0, 80.0, 73.33333333333334)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.0, 11.1875)","(3.2, 3.4, 3.255113636363636)","(2.9, 3.8, 3.7926470588235293)"
11-01-2023 20:27:32.376355,"(20.0, 36.0, 31.5)","(31.0, 80.0, 73.33333333333334)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.1875)","(3.1, 3.4, 3.255113636363636)","(3.0, 3.8, 3.7926470588235293)"
11-01-2023 20:27:33.674313,"(20.0, 36.0, 31.5)","(31.0, 85.0, 72.14285714285714)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.1875)","(3.1, 3.4, 3.265)","(3.0, 3.8, 3.7926470588235293)"
11-01-2023 20:27:35.061189,"(20.0, 46.0, 36.5)","(31.0, 80.0, 66.11111111111111)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.1875)","(3.1, 3.35, 3.265)","(3.0, 3.8, 3.7926470588235293)"
11-01-2023 20:27:36.390531,"(20.0, 46.0, 36.5)","(31.0, 80.0, 67.5)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.1875)","(3.1, 3.35, 3.265)","(3.0, 3.8, 3.795)"
11-01-2023 20:27:37.733113,"(20.0, 50.0, 44.25)","(31.0, 80.0, 67.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.535714285714286)","(3.1, 3.35, 3.265)","(3.0, 3.8, 3.9693877551020407)"
11-01-2023 20:27:39.122945,"(20.0, 48.0, 37.5)","(31.0, 80.0, 67.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.622448979591837)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.535714285714286)","(3.1, 3.35, 3.265)","(3.0, 4.0, 3.9571428571428573)"
11-01-2023 20:27:40.529819,"(20.0, 48.0, 41.0)","(31.0, 80.0, 67.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.617647058823529)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.416666666666666)","(3.1, 3.35, 3.265)","(3.0, 4.0, 3.888)"
11-01-2023 20:27:41.924225,"(20.0, 48.0, 41.0)","(31.0, 80.0, 67.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.617647058823529)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.416666666666666)","(3.1, 3.35, 3.265)","(3.0, 4.0, 3.875862068965517)"
11-01-2023 20:27:43.272753,"(20.0, 48.0, 41.0)","(31.0, 80.0, 67.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.617647058823529)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.416666666666666)","(3.1, 3.35, 3.265)","(3.0, 4.0, 3.886842105263158)"
11-01-2023 20:27:44.615745,"(20.0, 48.0, 41.0)","(31.0, 80.0, 67.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.607142857142858)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.416666666666666)","(3.1, 3.35, 3.265)","(3.0, 3.95, 3.833333333333333)"
11-01-2023 20:27:45.926854,"(20.0, 48.0, 41.0)","(31.0, 80.0, 63.333333333333336)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.607142857142858)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.416666666666666)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.9, 3.833333333333333)"
11-01-2023 20:27:47.251609,"(20.0, 48.0, 36.0)","(31.0, 80.0, 97.5)","(19.0, 28.0, 26.8)","(10.0, 13.0, 12.607142857142858)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.5, 11.25)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.9, 3.833333333333333)"
11-01-2023 20:27:48.559536,"(20.0, 48.0, 36.0)","(31.0, 110.0, 84.0)","(19.0, 28.0, 27.333333333333332)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.0, 11.25)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.9, 3.807142857142857)"
11-01-2023 20:27:49.835720,"(20.0, 42.0, 35.5)","(31.0, 100.0, 84.0)","(19.0, 28.0, 27.333333333333332)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.0, 11.25)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.85, 3.807142857142857)"
11-01-2023 20:27:51.011024,"(20.0, 42.0, 36.8)","(31.0, 100.0, 84.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.0, 11.25)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.85, 3.807142857142857)"
11-01-2023 20:27:52.216710,"(20.0, 42.0, 36.8)","(31.0, 100.0, 84.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.75)","(6.5, 99999, 99990)","(7.5, 12.0, 11.447368421052632)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.85, 3.807142857142857)"
11-01-2023 20:27:53.476935,"(20.0, 42.0, 37.666666666666664)","(31.0, 100.0, 84.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.7)","(6.5, 99999, 99990)","(7.5, 12.0, 11.447368421052632)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.85, 3.807142857142857)"
11-01-2023 20:27:54.643048,"(20.0, 42.0, 34.0)","(31.0, 100.0, 84.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.7)","(6.5, 99999, 99990)","(7.5, 12.0, 11.447368421052632)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.85, 3.807142857142857)"
11-01-2023 20:27:55.835358,"(20.0, 42.0, 34.0)","(31.0, 100.0, 84.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.7)","(6.5, 99999, 99990)","(7.5, 12.0, 11.447368421052632)","(3.1, 3.35, 3.261111111111111)","(3.0, 3.85, 3.8125)"
11-01-2023 20:27:57.036305,"(21.0, 42.0, 34.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.575471698113208)","(10.0, 13.5, 12.7)","(6.5, 99999, 99990)","(7.5, 12.0, 11.447368421052632)","(3.1, 3.35, 3.2227272727272727)","(3.0, 3.85, 3.8125)"
11-01-2023 20:27:58.235895,"(21.0, 42.0, 34.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.568965517241379)","(10.0, 14.0, 12.7)","(6.5, 99999, 99990)","(7.5, 12.0, 11.447368421052632)","(3.1, 3.25, 3.2357142857142858)","(3.0, 3.85, 3.8125)"
11-01-2023 20:27:59.456358,"(21.0, 42.0, 34.0)","(31.0, 100.0, 80.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.568965517241379)","(10.0, 14.0, 13.166666666666666)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.2357142857142858)","(3.0, 3.85, 3.8375)"
11-01-2023 20:28:00.631833,"(21.0, 42.0, 34.0)","(31.0, 100.0, 80.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.568965517241379)","(10.0, 13.5, 13.166666666666666)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.2357142857142858)","(3.0, 3.9, 3.8375)"
11-01-2023 20:28:01.838338,"(21.0, 42.0, 38.0)","(31.0, 95.0, 83.33333333333333)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.568965517241379)","(10.0, 13.5, 13.166666666666666)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.2357142857142858)","(3.0, 3.9, 3.8375)"
11-01-2023 20:28:03.070134,"(21.0, 42.0, 38.0)","(31.0, 90.0, 75.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.568965517241379)","(10.0, 13.5, 12.7)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.2357142857142858)","(3.0, 3.9, 3.8375)"
11-01-2023 20:28:04.291425,"(21.0, 42.0, 38.0)","(31.0, 90.0, 75.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 14.0, 13.166666666666666)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.8375)"
11-01-2023 20:28:05.531490,"(21.0, 42.0, 38.0)","(31.0, 90.0, 75.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 13.5, 13.166666666666666)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.8375)"
11-01-2023 20:28:06.779557,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 13.5, 13.166666666666666)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.7928571428571427)"
11-01-2023 20:28:08.023494,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 13.5, 13.05)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.7928571428571427)"
11-01-2023 20:28:09.293578,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 13.5, 13.05)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.7928571428571427)"
11-01-2023 20:28:10.584334,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 13.5, 13.05)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.7928571428571427)"
11-01-2023 20:28:11.909194,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(10.0, 13.5, 13.05)","(6.5, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(3.0, 3.25, 3.22)","(3.0, 3.9, 3.7928571428571427)"
11-01-2023 20:28:13.199324,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.0)","(10.0, 13.0, 12.56140350877193)","(11.0, 13.5, 13.3)","(7.0, 99999, 99990)","(8.0, 12.0, 11.447368421052632)","(2.9, 3.25, 3.057142857142857)","(3.0, 3.9, 3.8772727272727274)"
11-01-2023 20:28:14.504321,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 28.0, 27.333333333333332)","(10.0, 13.0, 12.56140350877193)","(11.0, 13.5, 13.3)","(7.0, 99999, 99990)","(8.0, 12.0, 11.0375)","(2.9, 3.1, 3.083333333333333)","(3.0, 3.95, 3.8772727272727274)"
11-01-2023 20:28:15.758414,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 34.0, 27.333333333333332)","(10.0, 13.0, 12.56140350877193)","(11.0, 13.5, 13.3)","(7.0, 99999, 99990)","(8.0, 12.0, 10.46)","(2.9, 3.15, 3.1125)","(3.0, 3.95, 3.91)"
11-01-2023 20:28:17.027475,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 34.0, 28.0)","(10.0, 13.0, 11.772727272727273)","(11.0, 13.5, 13.3)","(7.0, 99999, 99990)","(8.0, 12.0, 10.82)","(2.9, 3.15, 3.08)","(3.0, 3.95, 3.785714285714286)"
11-01-2023 20:28:18.265622,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 32.0, 27.0)","(10.0, 12.5, 11.6)","(11.0, 13.5, 12.852941176470589)","(7.0, 99999, 99990)","(8.0, 11.5, 10.82)","(2.9, 3.15, 3.001176470588235)","(3.0, 4.0, 3.7866666666666666)"
11-01-2023 20:28:19.486605,"(21.0, 42.0, 38.0)","(31.0, 90.0, 78.0)","(19.0, 32.0, 28.0)","(10.0, 12.5, 11.954545454545455)","(11.0, 14.0, 13.409090909090908)","(7.0, 99999, 99990)","(8.0, 11.5, 10.82)","(2.9, 3.2, 3.0484615384615386)","(3.0, 3.9, 3.7896551724137932)"
11-01-2023 20:28:20.767378,"(21.0, 48.0, 44.0)","(31.0, 90.0, 78.0)","(19.0, 30.0, 28.0)","(10.0, 12.5, 11.954545454545455)","(11.0, 15.0, 13.75)","(7.0, 99999, 99990)","(8.0, 11.5, 11.075)","(2.9, 3.15, 2.9829032258064516)","(3.0, 3.9, 3.7857142857142856)"
11-01-2023 20:28:21.993923,"(21.0, 55.0, 44.666666666666664)","(31.0, 90.0, 78.0)","(19.0, 30.0, 28.0)","(10.0, 12.5, 11.954545454545455)","(11.0, 14.5, 13.75)","(7.0, 99999, 99990)","(8.0, 11.5, 11.075)","(2.9, 3.1, 2.9428571428571426)","(3.0, 3.9, 3.7956521739130435)"
11-01-2023 20:28:23.198608,"(21.0, 50.0, 44.666666666666664)","(31.0, 90.0, 78.0)","(19.0, 30.0, 30.8)","(10.0, 12.5, 11.954545454545455)","(11.0, 14.5, 13.75)","(7.0, 99999, 99990)","(8.0, 11.5, 10.4)","(2.9, 2.96, 2.956)","(3.0, 3.9, 3.7956521739130435)"
11-01-2023 20:28:24.410386,"(21.0, 50.0, 44.666666666666664)","(31.0, 90.0, 78.0)","(19.0, 34.0, 29.428571428571427)","(10.0, 12.5, 12.02)","(11.0, 14.5, 13.75)","(7.0, 99999, 99990)","(8.0, 12.0, 10.545454545454545)","(2.9, 2.96, 2.951764705882353)","(3.0, 3.9, 3.6777777777777776)"
11-01-2023 20:28:25.589127,"(21.0, 50.0, 44.666666666666664)","(31.0, 90.0, 78.0)","(19.0, 34.0, 30.75)","(10.0, 12.5, 12.0625)","(11.0, 14.5, 14.642857142857142)","(7.0, 99999, 99990)","(8.0, 12.0, 10.545454545454545)","(2.9, 2.96, 3.0585185185185186)","(3.0, 3.9, 3.828125)"
11-01-2023 20:28:26.807767,"(21.0, 50.0, 44.666666666666664)","(31.0, 90.0, 78.0)","(19.0, 32.0, 30.75)","(10.0, 12.5, 11.722222222222221)","(11.0, 15.5, 14.0)","(7.0, 99999, 99990)","(8.0, 12.0, 11.227272727272727)","(2.9, 3.1, 3.004)","(3.0, 3.85, 3.7794117647058822)"
11-01-2023 20:28:28.044023,"(21.0, 50.0, 45.42857142857143)","(31.0, 90.0, 78.0)","(19.0, 32.0, 30.75)","(10.0, 12.5, 11.722222222222221)","(11.0, 15.0, 14.5)","(7.0, 99999, 99990)","(8.0, 11.5, 11.071428571428571)","(2.9, 3.1, 3.142857142857143)","(3.0, 3.85, 3.5916666666666663)"
11-01-2023 20:28:29.241569,"(21.0, 50.0, 45.42857142857143)","(31.0, 90.0, 78.0)","(19.0, 34.0, 29.5)","(10.0, 12.5, 11.722222222222221)","(11.0, 15.0, 14.5)","(7.0, 99999, 99990)","(8.0, 11.5, 11.2)","(2.9, 3.2, 3.0406451612903225)","(3.0, 3.8, 3.727777777777778)"
11-01-2023 20:28:30.477247,"(21.0, 50.0, 45.42857142857143)","(31.0, 90.0, 78.0)","(19.0, 32.0, 29.333333333333332)","(10.0, 12.5, 11.470588235294118)","(11.0, 15.0, 14.5)","(7.0, 99999, 99990)","(8.0, 11.5, 11.6)","(2.8, 3.2, 3.0406451612903225)","(3.0, 3.75, 3.7038461538461536)"
11-01-2023 20:28:31.709681,"(21.0, 50.0, 45.42857142857143)","(31.0, 110.0, 97.5)","(19.0, 32.0, 29.142857142857142)","(10.0, 12.0, 11.75)","(11.0, 15.0, 14.318181818181818)","(7.0, 99999, 99990)","(8.0, 12.0, 11.2)","(2.8, 3.2, 2.972)","(3.0, 3.8, 3.607142857142857)"
11-01-2023 20:28:32.956280,"(21.0, 60.0, 55.666666666666664)","(31.0, 110.0, 97.14285714285714)","(19.0, 36.0, 29.142857142857142)","(10.0, 12.0, 11.75)","(11.0, 15.0, 14.038461538461538)","(7.5, 99999, 99990)","(8.5, 11.5, 11.2)","(2.6, 3.2, 2.972)","(3.1, 3.7, 3.607142857142857)"
11-01-2023 20:28:34.473964,"(26.0, 46.0, 44.0)","(31.0, 130.0, 85.0)","(21.0, 34.0, 30.0)","(10.0, 12.0, 11.901408450704226)","(11.0, 15.0, 13.571428571428571)","(7.5, 99999, 99990)","(8.5, 11.5, 10.266666666666667)","(2.6, 3.2, 2.99)","(3.1, 3.7, 3.67)"
11-01-2023 20:28:35.876960,"(26.0, 46.0, 44.0)","(31.0, 130.0, 85.0)","(21.0, 34.0, 29.333333333333332)","(10.0, 12.0, 11.901408450704226)","(11.0, 15.0, 14.75)","(7.5, 99999, 99990)","(8.5, 11.0, 9.933333333333334)","(2.6, 3.2, 2.99)","(3.1, 3.7, 3.7488372093023257)"
11-01-2023 20:28:37.324014,"(26.0, 46.0, 44.57142857142857)","(31.0, 130.0, 86.66666666666667)","(21.0, 32.0, 29.333333333333332)","(10.0, 12.0, 11.901408450704226)","(11.0, 15.0, 15.1)","(7.5, 99999, 99990)","(8.5, 10.5, 9.6)","(2.6, 3.2, 2.99)","(3.1, 3.8, 3.7488372093023257)"
