,Boomsong,Flora,No Statement,Bedtime Stories,Meod,Tsarina Sophia,Upside,Dual Escape,Mr Polar
08-12-2022 15:49:37.688820,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 46.8)","(8.5, 11.0, 10.25)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:39.151795,"(2.9, 3.35, 3.334971098265896)","(31.0, 50.0, 46.8)","(8.5, 11.0, 10.25)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.142857142857146)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:40.625946,"(2.9, 3.35, 3.334971098265896)","(31.0, 50.0, 46.8)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.142857142857146)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:42.107486,"(2.9, 3.35, 3.334971098265896)","(31.0, 50.0, 46.8)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 58.57142857142857)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:43.618636,"(2.9, 3.35, 3.288823529411765)","(31.0, 50.0, 46.8)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 58.125)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:45.071317,"(2.9, 3.35, 3.288823529411765)","(31.0, 50.0, 46.8)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 58.125)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:46.793531,"(2.9, 3.35, 3.27)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 57.85714285714286)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:48.452150,"(2.9, 3.35, 3.27)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 52.5)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:50.155328,"(2.9, 3.35, 3.2528571428571427)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 52.5)","(26.0, 48.0, 44.44444444444444)"
08-12-2022 15:49:51.810891,"(2.9, 3.3, 3.2528571428571427)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.646280991735537)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 56.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:49:53.684264,"(2.9, 3.3, 3.2528571428571427)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.646280991735537)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 56.0)","(26.0, 48.0, 43.0)"
08-12-2022 15:49:55.161666,"(2.9, 3.3, 3.2709779179810723)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.668292682926829)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 56.0)","(26.0, 48.0, 43.0)"
08-12-2022 15:49:56.655411,"(2.9, 3.3, 3.2709779179810723)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.668292682926829)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 56.0)","(26.0, 48.0, 43.0)"
08-12-2022 15:49:58.139654,"(2.9, 3.3, 3.2709779179810723)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.668292682926829)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 58.5)","(26.0, 48.0, 43.0)"
08-12-2022 15:49:59.636714,"(2.9, 3.3, 3.2416201117318435)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.668292682926829)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 60.0, 58.5)","(26.0, 48.0, 43.0)"
08-12-2022 15:50:01.108658,"(2.9, 3.25, 3.2416201117318435)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.668292682926829)","(3.0, 3.45, 3.3171874999999997)","(31.0, 85.0, 77.85714285714286)","(31.0, 60.0, 53.25)","(26.0, 48.0, 43.0)"
08-12-2022 15:50:02.682719,"(2.9, 3.25, 3.2395591647331785)","(31.0, 50.0, 47.09090909090909)","(8.5, 11.0, 10.25)","(41.0, 80.0, 74.0)","(3.6, 4.7, 4.668292682926829)","(3.0, 3.45, 3.361458333333333)","(31.0, 85.0, 77.85714285714286)","(31.0, 55.0, 53.25)","(26.0, 48.0, 43.0)"
08-12-2022 15:50:04.151236,"(2.9, 3.25, 3.224710144927536)","(31.0, 50.0, 43.3125)","(8.5, 11.0, 10.235294117647058)","(41.0, 80.0, 77.5)","(3.6, 4.7, 4.637083333333333)","(3.0, 3.45, 3.361458333333333)","(31.0, 85.0, 65.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 48.0, 46.95652173913044)"
08-12-2022 15:50:05.655692,"(2.9, 3.25, 3.224710144927536)","(31.0, 48.0, 44.470588235294116)","(8.5, 11.0, 10.235294117647058)","(41.0, 80.0, 77.5)","(3.6, 4.7, 4.644559585492228)","(3.0, 3.45, 3.361458333333333)","(31.0, 80.0, 65.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 48.0, 45.04)"
08-12-2022 15:50:07.758569,"(2.9, 3.25, 3.157523510971787)","(31.0, 48.0, 43.0)","(8.5, 11.0, 10.235294117647058)","(41.0, 80.0, 77.5)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.361458333333333)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.44444444444444)","(26.0, 48.0, 46.666666666666664)"
08-12-2022 15:50:09.811129,"(2.9, 3.25, 3.2840989399293283)","(31.0, 48.0, 43.0)","(8.5, 11.0, 10.235294117647058)","(41.0, 80.0, 77.5)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.38609022556391)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.44444444444444)","(26.0, 65.0, 50.61538461538461)"
08-12-2022 15:50:11.465578,"(2.9, 3.3, 3.2840989399293283)","(31.0, 48.0, 45.77777777777778)","(8.5, 11.0, 10.235294117647058)","(41.0, 80.0, 77.5)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.387956204379562)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 59.5)","(26.0, 65.0, 57.53846153846154)"
08-12-2022 15:50:13.031473,"(2.9, 3.3, 3.2794050343249426)","(31.0, 48.0, 45.77777777777778)","(8.5, 11.0, 10.235294117647058)","(41.0, 80.0, 77.5)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.4375)","(31.0, 80.0, 69.0909090909091)","(31.0, 60.0, 54.75)","(26.0, 60.0, 55.733333333333334)"
08-12-2022 15:50:14.557487,"(2.9, 3.3, 3.273293768545994)","(31.0, 48.0, 45.77777777777778)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 77.5)","(3.6, 4.8, 4.708256880733945)","(3.0, 3.45, 3.4410714285714286)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.75)","(26.0, 60.0, 55.733333333333334)"
08-12-2022 15:50:15.998386,"(2.9, 3.3, 3.273293768545994)","(31.0, 48.0, 45.77777777777778)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.708256880733945)","(3.0, 3.45, 3.4410714285714286)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.75)","(26.0, 60.0, 55.733333333333334)"
08-12-2022 15:50:17.514204,"(2.9, 3.3, 3.273293768545994)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.430263157894737)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.8)","(26.0, 60.0, 55.733333333333334)"
08-12-2022 15:50:18.981663,"(2.9, 3.3, 3.2905660377358488)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.430263157894737)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.8)","(26.0, 60.0, 53.77777777777778)"
08-12-2022 15:50:20.353135,"(2.9, 3.3, 3.2905660377358488)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.728057553956834)","(3.0, 3.45, 3.430263157894737)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.8)","(26.0, 60.0, 53.77777777777778)"
08-12-2022 15:50:21.748260,"(2.9, 3.3, 3.2905660377358488)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.707407407407407)","(3.0, 3.45, 3.430263157894737)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.8)","(26.0, 60.0, 53.77777777777778)"
08-12-2022 15:50:23.078920,"(2.9, 3.3, 3.2905660377358488)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.713793103448276)","(3.0, 3.45, 3.430263157894737)","(31.0, 80.0, 69.0909090909091)","(31.0, 55.0, 54.8)","(26.0, 60.0, 53.77777777777778)"
08-12-2022 15:50:24.858866,"(2.9, 3.3, 3.2905660377358488)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.33333333333333)","(3.6, 4.8, 4.713793103448276)","(3.0, 3.45, 3.3985365853658536)","(31.0, 80.0, 66.66666666666667)","(31.0, 55.0, 54.8)","(26.0, 60.0, 53.77777777777778)"
08-12-2022 15:50:26.362704,"(2.9, 3.3, 3.2905660377358488)","(31.0, 48.0, 46.888888888888886)","(8.5, 11.0, 10.069767441860465)","(41.0, 80.0, 77.14285714285714)","(3.6, 4.8, 4.886956521739131)","(3.0, 3.4, 3.3857142857142857)","(31.0, 80.0, 65.0)","(31.0, 55.0, 54.8)","(26.0, 60.0, 53.77777777777778)"
08-12-2022 15:50:27.906358,"(2.9, 3.3, 3.2947916666666663)","(31.0, 48.0, 49.111111111111114)","(8.5, 11.0, 10.076923076923077)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.876923076923077)","(3.0, 3.4, 3.372777777777778)","(31.0, 80.0, 80.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 60.0, 53.0)"
08-12-2022 15:50:29.372195,"(2.9, 3.3, 3.294974874371859)","(31.0, 50.0, 48.92857142857143)","(8.5, 11.0, 10.076923076923077)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.876923076923077)","(3.0, 3.4, 3.372777777777778)","(31.0, 90.0, 67.5)","(31.0, 55.0, 54.44444444444444)","(26.0, 60.0, 53.0)"
08-12-2022 15:50:30.834341,"(2.9, 3.3, 3.292822966507177)","(31.0, 50.0, 48.92857142857143)","(8.5, 11.0, 10.071428571428571)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.884745762711865)","(3.0, 3.4, 3.529936305732484)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 60.0, 53.0)"
08-12-2022 15:50:32.342059,"(2.9, 3.3, 3.2906103286384973)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.071428571428571)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.886956521739131)","(3.0, 3.55, 3.5088372093023255)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 60.0, 52.22222222222222)"
08-12-2022 15:50:33.798603,"(2.9, 3.3, 3.2906103286384973)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.071428571428571)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.889285714285714)","(3.0, 3.55, 3.487640449438202)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 60.0, 52.22222222222222)"
08-12-2022 15:50:35.206279,"(2.9, 3.3, 3.295299145299145)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.061224489795919)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.870967741935484)","(3.0, 3.5, 3.473809523809524)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 60.0, 52.0)"
08-12-2022 15:50:36.577527,"(2.9, 3.3, 3.295299145299145)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.061224489795919)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.9, 4.794642857142857)","(3.0, 3.5, 3.473809523809524)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 52.0)"
08-12-2022 15:50:37.896091,"(2.9, 3.3, 3.295299145299145)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.061224489795919)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.794642857142857)","(3.0, 3.5, 3.473809523809524)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:39.270772,"(2.9, 3.3, 3.295299145299145)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.071428571428571)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.794642857142857)","(3.0, 3.5, 3.4937853107344634)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:40.685472,"(2.9, 3.3, 3.2973214285714283)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.076923076923077)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7875)","(3.0, 3.5, 3.493854748603352)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:42.142835,"(2.9, 3.3, 3.2995327102803738)","(31.0, 50.0, 48.92857142857143)","(8.5, 11.0, 10.75)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7875)","(3.0, 3.5, 3.4694545454545453)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:43.506949,"(2.9, 3.3, 3.2995327102803738)","(31.0, 50.0, 48.92857142857143)","(8.5, 11.0, 10.75)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7875)","(3.0, 3.5, 3.4694545454545453)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:45.204020,"(2.9, 3.3, 3.295299145299145)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.730263157894736)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.793877551020408)","(3.0, 3.5, 3.460726072607261)","(31.0, 75.0, 69.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:46.698603,"(2.9, 3.3, 3.2920863309352515)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7785714285714285)","(3.0, 3.5, 3.4715953307392997)","(31.0, 75.0, 66.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:48.112783,"(2.9, 3.3, 3.2920863309352515)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7785714285714285)","(3.0, 3.5, 3.4715953307392997)","(31.0, 70.0, 66.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:49.630044,"(2.9, 3.35, 3.315811965811966)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7785714285714285)","(3.0, 3.5, 3.4715953307392997)","(31.0, 70.0, 66.0)","(31.0, 55.0, 54.44444444444444)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:51.296797,"(2.9, 3.35, 3.315811965811966)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7785714285714285)","(3.0, 3.5, 3.4715953307392997)","(31.0, 70.0, 66.0)","(31.0, 55.0, 58.888888888888886)","(26.0, 55.0, 51.625)"
08-12-2022 15:50:52.824470,"(2.9, 3.35, 3.305)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.7785714285714285)","(3.0, 3.5, 3.3960106382978723)","(31.0, 70.0, 66.0)","(31.0, 60.0, 58.888888888888886)","(26.0, 55.0, 47.333333333333336)"
08-12-2022 15:50:54.649634,"(2.9, 3.35, 3.3160919540229887)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.793617021276596)","(3.0, 3.4, 3.360526315789474)","(31.0, 70.0, 66.0)","(31.0, 60.0, 58.888888888888886)","(26.0, 50.0, 47.0)"
08-12-2022 15:50:56.275619,"(2.9, 3.35, 3.3192708333333334)","(31.0, 50.0, 48.92857142857143)","(8.5, 11.0, 10.635416666666666)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.791428571428571)","(3.0, 3.4, 3.360526315789474)","(31.0, 70.0, 66.0)","(31.0, 60.0, 58.888888888888886)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:50:57.858805,"(2.9, 3.35, 3.3355648535564852)","(31.0, 50.0, 48.92857142857143)","(8.5, 11.0, 10.62037037037037)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.794545454545454)","(3.0, 3.4, 3.358)","(31.0, 70.0, 66.0)","(31.0, 60.0, 62.0)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:50:59.722823,"(2.9, 3.35, 3.333596837944664)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.618181818181819)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.8, 4.809523809523809)","(3.0, 3.4, 3.35625)","(31.0, 70.0, 69.0)","(31.0, 65.0, 62.0)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:01.205281,"(2.9, 3.35, 3.326865671641791)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.340909090909092)","(41.0, 80.0, 72.5)","(3.6, 4.9, 4.81025641025641)","(3.0, 3.4, 3.325806451612903)","(31.0, 75.0, 69.0)","(31.0, 65.0, 60.90909090909091)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:02.671179,"(2.9, 3.4, 3.326865671641791)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.236842105263158)","(41.0, 80.0, 72.5)","(3.6, 4.9, 4.81025641025641)","(3.0, 3.4, 3.255714285714286)","(31.0, 75.0, 69.0)","(31.0, 65.0, 60.90909090909091)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:04.074506,"(2.9, 3.4, 3.3857142857142857)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.236842105263158)","(41.0, 80.0, 71.81818181818181)","(3.6, 4.9, 4.81025641025641)","(3.0, 3.3, 3.288030888030888)","(31.0, 75.0, 69.0)","(31.0, 65.0, 60.90909090909091)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:05.883913,"(2.9, 3.45, 3.3167213114754097)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.236842105263158)","(41.0, 80.0, 71.25)","(3.6, 4.9, 4.81025641025641)","(3.0, 3.3, 3.288030888030888)","(31.0, 75.0, 69.0)","(31.0, 65.0, 60.90909090909091)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:07.383681,"(2.9, 3.45, 3.326190476190476)","(31.0, 50.0, 49.0)","(8.5, 11.0, 10.236842105263158)","(41.0, 80.0, 71.25)","(3.6, 4.9, 4.60340909090909)","(3.0, 3.3, 3.2739495798319327)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:09.011194,"(2.9, 3.45, 3.4087301587301586)","(31.0, 48.0, 45.67272727272727)","(8.5, 11.0, 10.28125)","(41.0, 80.0, 71.25)","(3.6, 4.8, 4.617894736842105)","(3.0, 3.3, 3.2739495798319327)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:11.178074,"(2.9, 3.45, 3.412693156732892)","(31.0, 48.0, 46.55555555555556)","(8.5, 11.0, 10.41025641025641)","(41.0, 80.0, 71.25)","(3.6, 4.8, 4.719158878504673)","(3.0, 3.3, 3.2739495798319327)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:12.955027,"(2.9, 3.45, 3.412693156732892)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.275862068965518)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.707509881422925)","(3.0, 3.3, 3.2446700507614215)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:14.477042,"(2.9, 3.45, 3.411363636363636)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.363636363636363)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.647058823529411)","(3.0, 3.3, 3.232544378698225)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:15.872467,"(2.9, 3.45, 3.411363636363636)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.317073170731707)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.730357142857143)","(3.0, 3.3, 3.2116279069767444)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 48.285714285714285)"
08-12-2022 15:51:17.329855,"(2.9, 3.45, 3.4161064425770307)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.317073170731707)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.730357142857143)","(3.0, 3.3, 3.2085365853658536)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 47.81818181818182)"
08-12-2022 15:51:18.831718,"(2.9, 3.45, 3.4161064425770307)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.416666666666666)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.730357142857143)","(3.0, 3.3, 3.2481566820276497)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 47.81818181818182)"
08-12-2022 15:51:20.279593,"(2.9, 3.45, 3.4161064425770307)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.416666666666666)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.730357142857143)","(3.0, 3.3, 3.2481566820276497)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 47.81818181818182)"
08-12-2022 15:51:21.870138,"(2.9, 3.45, 3.4161064425770307)","(31.0, 48.0, 46.666666666666664)","(8.5, 11.0, 10.416666666666666)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.730357142857143)","(3.0, 3.3, 3.2481566820276497)","(31.0, 75.0, 69.0)","(31.0, 65.0, 63.666666666666664)","(26.0, 50.0, 47.81818181818182)"
08-12-2022 15:51:23.384163,"(2.9, 3.45, 3.4153225806451615)","(31.0, 46.0, 45.629629629629626)","(8.5, 11.0, 10.612903225806452)","(41.0, 80.0, 72.5)","(3.6, 4.8, 4.728888888888889)","(3.0, 3.2, 3.1413793103448273)","(31.0, 75.0, 63.0)","(31.0, 65.0, 63.333333333333336)","(26.0, 50.0, 47.81818181818182)"
08-12-2022 15:51:24.963068,"(2.9, 3.45, 3.4164285714285714)","(31.0, 46.0, 45.629629629629626)","(8.5, 11.0, 12.5)","(41.0, 80.0, 71.66666666666667)","(3.6, 4.8, 4.72)","(3.0, 3.15, 3.1413294797687863)","(31.0, 75.0, 66.42857142857143)","(31.0, 65.0, 63.333333333333336)","(26.0, 50.0, 46.8)"
08-12-2022 15:51:26.600288,"(2.9, 3.45, 3.415339233038348)","(31.0, 46.0, 45.629629629629626)","(8.5, 13.0, 12.31578947368421)","(41.0, 80.0, 71.66666666666667)","(3.6, 4.8, 4.752941176470588)","(3.0, 3.15, 3.1380434782608697)","(31.0, 75.0, 66.42857142857143)","(31.0, 65.0, 63.333333333333336)","(26.0, 50.0, 46.8)"
08-12-2022 15:51:28.208460,"(2.9, 3.45, 3.411363636363636)","(31.0, 46.0, 45.6875)","(8.5, 13.0, 12.31578947368421)","(41.0, 80.0, 71.66666666666667)","(3.6, 4.8, 4.833333333333334)","(3.0, 3.15, 3.0802536231884057)","(31.0, 75.0, 69.0)","(31.0, 65.0, 49.09090909090909)","(26.0, 50.0, 46.8)"
08-12-2022 15:51:29.788123,"(2.9, 3.45, 3.3778637770897832)","(31.0, 46.0, 45.6875)","(8.5, 13.0, 12.31578947368421)","(41.0, 80.0, 68.33333333333333)","(3.6, 4.9, 4.8345794392523365)","(3.0, 3.1, 3.0576612903225806)","(31.0, 75.0, 66.42857142857143)","(31.0, 60.0, 52.30769230769231)","(26.0, 50.0, 46.8)"
08-12-2022 15:51:31.492006,"(2.9, 3.45, 3.3775229357798167)","(31.0, 46.0, 45.6875)","(8.5, 13.0, 12.31578947368421)","(41.0, 75.0, 68.33333333333333)","(3.6, 4.9, 4.833333333333334)","(3.0, 3.1, 3.094642857142857)","(31.0, 75.0, 66.42857142857143)","(31.0, 60.0, 59.0)","(26.0, 50.0, 46.8)"
