,Boomsong,Flora,No Statement,Bedtime Stories,Meod,Tsarina Sophia,Upside,Dual Escape,Mr Polar
08-12-2022 15:47:50.878502,"(2.9, 3.45, 3.183333333333333)","(31.0, 60.0, 56.0)","(8.5, 13.0, 12.2)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.542857142857143)","(2.9, 3.2, 3.1966666666666668)","(31.0, 110.0, 93.33333333333333)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:47:52.257768,"(2.9, 3.45, 3.340909090909091)","(31.0, 60.0, 56.0)","(8.5, 13.0, 12.2)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.542857142857143)","(2.9, 3.2, 3.1966666666666668)","(31.0, 110.0, 86.66666666666667)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:47:53.637451,"(2.9, 3.45, 3.4108695652173915)","(31.0, 60.0, 46.2)","(8.5, 13.0, 12.2)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.542857142857143)","(2.9, 3.2, 3.1966666666666668)","(31.0, 100.0, 86.66666666666667)","(31.0, 55.0, 51.666666666666664)","(21.0, 48.0, 41.6)"
08-12-2022 15:47:54.957372,"(2.9, 3.45, 3.4000000000000004)","(31.0, 55.0, 46.2)","(8.5, 13.0, 12.2)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.557894736842105)","(2.9, 3.2, 3.243333333333333)","(31.0, 100.0, 86.66666666666667)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:47:56.216320,"(2.9, 3.45, 3.35625)","(31.0, 55.0, 51.7)","(8.5, 13.0, 12.428571428571429)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.557894736842105)","(2.9, 3.25, 3.2600000000000002)","(31.0, 100.0, 83.33333333333333)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:47:57.568494,"(2.9, 3.45, 3.2833333333333337)","(31.0, 55.0, 54.266666666666666)","(8.5, 13.0, 12.428571428571429)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.565217391304348)","(2.9, 3.35, 3.2600000000000002)","(31.0, 100.0, 83.33333333333333)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:47:58.967758,"(2.9, 3.45, 3.2833333333333337)","(31.0, 55.0, 53.77777777777778)","(8.5, 13.0, 12.428571428571429)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.565217391304348)","(2.9, 3.35, 3.2600000000000002)","(31.0, 100.0, 83.33333333333333)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:48:00.338865,"(2.9, 3.45, 3.2462962962962965)","(31.0, 55.0, 49.5)","(8.5, 13.0, 12.25)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.565217391304348)","(2.9, 3.35, 3.3225806451612905)","(31.0, 100.0, 80.0)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:48:01.740212,"(2.9, 3.2, 3.1588235294117646)","(31.0, 55.0, 53.77777777777778)","(8.5, 13.0, 12.25)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.565217391304348)","(2.9, 3.5, 3.358064516129032)","(31.0, 100.0, 95.38461538461539)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:48:03.035099,"(2.9, 3.2, 3.1588235294117646)","(31.0, 55.0, 53.77777777777778)","(8.5, 13.0, 12.46)","(41.0, 95.0, 85.0)","(3.5, 4.6, 4.565217391304348)","(2.9, 3.5, 3.358064516129032)","(31.0, 100.0, 95.38461538461539)","(31.0, 55.0, 52.5)","(21.0, 48.0, 41.6)"
08-12-2022 15:48:04.405869,"(2.9, 3.2, 3.1608695652173915)","(31.0, 55.0, 45.84615384615385)","(8.5, 13.0, 12.46)","(41.0, 95.0, 88.75)","(3.5, 4.6, 4.4118055555555555)","(2.9, 3.5, 3.358064516129032)","(31.0, 100.0, 75.9090909090909)","(31.0, 55.0, 54.642857142857146)","(21.0, 48.0, 46.666666666666664)"
08-12-2022 15:48:05.754270,"(2.9, 3.2, 3.1804347826086956)","(31.0, 50.0, 45.84615384615385)","(8.5, 13.0, 12.38888888888889)","(41.0, 95.0, 88.75)","(3.5, 4.5, 4.406521739130435)","(2.9, 3.5, 3.358064516129032)","(31.0, 85.0, 75.9090909090909)","(31.0, 55.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:07.072811,"(2.9, 3.45, 3.325)","(31.0, 50.0, 44.31578947368421)","(8.5, 12.5, 12.38888888888889)","(41.0, 95.0, 88.75)","(3.5, 4.5, 4.4145695364238415)","(2.9, 3.5, 3.358064516129032)","(31.0, 85.0, 71.5)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:08.408414,"(2.9, 3.45, 3.3461538461538463)","(31.0, 50.0, 44.31578947368421)","(8.5, 12.5, 12.195652173913043)","(41.0, 95.0, 88.75)","(3.5, 4.5, 4.4145695364238415)","(2.9, 3.5, 3.358064516129032)","(31.0, 85.0, 71.5)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:09.717153,"(2.9, 3.45, 3.257142857142857)","(31.0, 50.0, 44.75)","(8.5, 12.5, 12.195652173913043)","(41.0, 95.0, 88.75)","(3.5, 4.5, 4.4222222222222225)","(2.9, 3.5, 3.358064516129032)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:11.120246,"(2.9, 3.45, 3.257142857142857)","(31.0, 50.0, 44.75)","(8.5, 12.5, 12.195652173913043)","(41.0, 95.0, 88.75)","(3.5, 4.5, 4.666666666666667)","(2.9, 3.5, 3.4125)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:12.443656,"(2.9, 3.35, 3.2375000000000003)","(31.0, 50.0, 44.75)","(8.5, 12.5, 12.195652173913043)","(41.0, 95.0, 88.75)","(3.5, 4.7, 4.676923076923077)","(2.9, 3.45, 3.4125)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:13.748686,"(2.9, 3.35, 3.2375000000000003)","(31.0, 50.0, 44.75)","(8.5, 12.5, 12.195652173913043)","(41.0, 95.0, 88.75)","(3.5, 4.7, 4.676923076923077)","(2.9, 3.45, 3.4125)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:15.118785,"(2.9, 3.35, 3.2375000000000003)","(31.0, 50.0, 44.75)","(8.5, 12.5, 12.0625)","(41.0, 95.0, 88.75)","(3.5, 4.7, 4.676923076923077)","(2.9, 3.45, 3.4125)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:16.477506,"(2.9, 3.35, 3.2375000000000003)","(31.0, 50.0, 44.75)","(8.5, 12.5, 11.863636363636363)","(41.0, 95.0, 80.71428571428571)","(3.5, 4.7, 4.676923076923077)","(2.9, 3.45, 3.4125)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(21.0, 48.0, 44.8)"
08-12-2022 15:48:17.924849,"(2.9, 3.35, 3.2375000000000003)","(31.0, 50.0, 44.75)","(8.5, 12.5, 11.863636363636363)","(41.0, 95.0, 74.73684210526315)","(3.5, 4.7, 4.676923076923077)","(2.9, 3.45, 3.4125)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:19.370709,"(2.9, 3.35, 3.2375000000000003)","(31.0, 50.0, 44.75)","(8.5, 12.5, 11.53125)","(41.0, 80.0, 70.9090909090909)","(3.6, 4.7, 4.676923076923077)","(3.0, 3.45, 3.3857142857142857)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:20.741926,"(2.9, 3.35, 3.2642857142857142)","(31.0, 50.0, 44.75)","(8.5, 12.0, 11.928571428571429)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.676923076923077)","(3.0, 3.45, 3.3857142857142857)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:22.095935,"(2.9, 3.35, 3.2642857142857142)","(31.0, 50.0, 44.75)","(8.5, 12.0, 11.928571428571429)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.676923076923077)","(3.0, 3.45, 3.3857142857142857)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:23.445628,"(2.9, 3.35, 3.2642857142857142)","(31.0, 50.0, 44.75)","(8.5, 12.0, 11.928571428571429)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.676923076923077)","(3.0, 3.45, 3.3307692307692305)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:24.682111,"(2.9, 3.45, 3.25)","(31.0, 50.0, 44.75)","(8.5, 12.0, 10.855263157894736)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:26.035814,"(2.9, 3.45, 3.25)","(31.0, 50.0, 44.75)","(8.5, 12.0, 10.855263157894736)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:27.474760,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 12.0, 10.681818181818182)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:28.828231,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 12.0, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 85.0, 73.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:30.276377,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 85.0, 68.0)","(31.0, 65.0, 63.0)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:31.662788,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 68.57142857142857)","(31.0, 65.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:33.024737,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 68.57142857142857)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:34.319834,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 73.33333333333333)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:35.698810,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 73.33333333333333)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:37.112515,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 75.0)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:38.559103,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.071428571428571)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 75.0)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:40.045189,"(2.9, 3.45, 3.338888888888889)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.3)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.673684210526316)","(3.0, 3.5, 3.3307692307692305)","(31.0, 80.0, 75.0)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:41.543153,"(2.9, 3.45, 3.3785714285714286)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.3)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.628571428571428)","(3.0, 3.5, 3.388888888888889)","(31.0, 80.0, 75.0)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:43.044523,"(2.9, 3.45, 3.3642857142857143)","(31.0, 50.0, 44.75)","(8.5, 11.5, 11.3)","(41.0, 80.0, 72.0)","(3.6, 4.7, 4.591111111111111)","(3.0, 3.5, 3.476923076923077)","(31.0, 80.0, 72.5)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:44.464284,"(2.9, 3.45, 3.3642857142857143)","(31.0, 50.0, 44.75)","(8.5, 11.5, 10.24)","(41.0, 80.0, 72.0)","(3.6, 4.6, 4.59609375)","(3.0, 3.5, 3.476923076923077)","(31.0, 80.0, 75.0)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:45.849767,"(2.9, 3.5, 3.3392857142857144)","(31.0, 50.0, 44.75)","(8.5, 11.5, 10.413793103448276)","(41.0, 80.0, 72.0)","(3.6, 4.6, 4.59609375)","(3.0, 3.5, 3.476923076923077)","(31.0, 85.0, 80.0)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:47.225537,"(2.9, 3.5, 3.3392857142857144)","(31.0, 50.0, 44.75)","(8.5, 11.5, 10.666666666666666)","(41.0, 80.0, 72.0)","(3.6, 4.6, 4.576874999999999)","(3.0, 3.5, 3.476923076923077)","(31.0, 110.0, 74.11764705882354)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:48.579666,"(2.9, 3.5, 3.4379310344827587)","(31.0, 50.0, 44.75)","(8.5, 11.0, 10.2)","(41.0, 80.0, 72.0)","(3.6, 4.6, 4.56021505376344)","(3.0, 3.5, 3.476923076923077)","(31.0, 100.0, 86.25)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:49.965232,"(2.9, 3.5, 3.4379310344827587)","(31.0, 50.0, 44.75)","(8.5, 11.0, 10.294117647058824)","(41.0, 80.0, 72.0)","(3.6, 4.6, 4.575806451612903)","(3.0, 3.5, 3.476923076923077)","(31.0, 95.0, 86.25)","(31.0, 60.0, 58.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:51.456980,"(2.9, 3.5, 3.4)","(31.0, 50.0, 43.77777777777778)","(8.5, 11.0, 10.205882352941176)","(41.0, 80.0, 74.0)","(3.6, 4.6, 4.569642857142857)","(3.0, 3.5, 3.595)","(31.0, 95.0, 82.5)","(31.0, 60.0, 54.333333333333336)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:53.139004,"(2.9, 3.35, 3.30234375)","(31.0, 50.0, 46.666666666666664)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.6, 4.571698113207547)","(3.0, 3.6, 3.56)","(31.0, 90.0, 78.75)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:54.662604,"(2.9, 3.5, 3.2898734177215188)","(31.0, 60.0, 46.666666666666664)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.6, 4.571698113207547)","(3.0, 3.6, 3.4710526315789476)","(31.0, 85.0, 81.66666666666667)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:56.118933,"(2.9, 3.3, 3.2898734177215188)","(31.0, 60.0, 46.666666666666664)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.6, 4.571698113207547)","(3.0, 3.65, 3.4710526315789476)","(31.0, 85.0, 82.5)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:57.546677,"(2.9, 3.3, 3.2898734177215188)","(31.0, 60.0, 46.666666666666664)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.6, 4.571698113207547)","(3.0, 3.65, 3.4710526315789476)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:48:59.006456,"(2.9, 3.3, 3.2898734177215188)","(31.0, 60.0, 46.666666666666664)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.6, 4.571698113207547)","(3.0, 3.65, 3.4710526315789476)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:49:00.429260,"(2.9, 3.3, 3.246739130434783)","(31.0, 60.0, 45.0)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.6, 4.6375)","(3.0, 3.65, 3.4301724137931036)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 43.63636363636363)"
08-12-2022 15:49:01.918199,"(2.9, 3.25, 3.246739130434783)","(31.0, 60.0, 51.81818181818182)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.6375)","(3.0, 3.65, 3.4341463414634146)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:49:03.452460,"(2.9, 3.25, 3.246739130434783)","(31.0, 60.0, 54.6)","(8.5, 11.0, 10.11111111111111)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.6375)","(3.0, 3.6, 3.4341463414634146)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 51.666666666666664)","(26.0, 48.0, 44.8)"
08-12-2022 15:49:04.962279,"(2.9, 3.25, 3.246739130434783)","(31.0, 60.0, 46.30769230769231)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.66)","(3.0, 3.6, 3.441176470588235)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 54.23076923076923)","(26.0, 48.0, 44.92307692307692)"
08-12-2022 15:49:06.342729,"(2.9, 3.25, 3.246739130434783)","(31.0, 50.0, 46.30769230769231)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.666666666666667)","(3.0, 3.6, 3.441176470588235)","(31.0, 85.0, 78.33333333333333)","(31.0, 55.0, 54.23076923076923)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:07.835868,"(2.9, 3.25, 3.246739130434783)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.666666666666667)","(3.0, 3.6, 3.441176470588235)","(31.0, 85.0, 75.0)","(31.0, 55.0, 54.23076923076923)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:09.206058,"(2.9, 3.25, 3.246739130434783)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.666666666666667)","(3.0, 3.6, 3.441176470588235)","(31.0, 85.0, 75.0)","(31.0, 55.0, 54.23076923076923)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:10.663801,"(2.9, 3.25, 3.246739130434783)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.666666666666667)","(3.0, 3.6, 3.441176470588235)","(31.0, 85.0, 75.0)","(31.0, 55.0, 54.23076923076923)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:12.184795,"(2.9, 3.25, 3.26)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.666666666666667)","(3.0, 3.6, 3.4368421052631577)","(31.0, 85.0, 75.0)","(31.0, 55.0, 54.23076923076923)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:13.640080,"(2.9, 3.3, 3.26)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.66)","(3.0, 3.6, 3.4368421052631577)","(31.0, 85.0, 75.0)","(31.0, 55.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:15.073491,"(2.9, 3.45, 3.3666666666666667)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.66)","(3.0, 3.6, 3.4368421052631577)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:16.696839,"(2.9, 3.45, 3.316666666666667)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.66)","(3.0, 3.6, 3.4368421052631577)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:18.200844,"(2.9, 3.45, 3.3333333333333335)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.676470588235294)","(3.0, 3.6, 3.441176470588235)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:19.732596,"(2.9, 3.45, 3.3333333333333335)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.676470588235294)","(3.0, 3.6, 3.4375)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:21.210786,"(2.9, 3.45, 3.3333333333333335)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.676470588235294)","(3.0, 3.55, 3.435)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:22.713416,"(2.9, 3.45, 3.3333333333333335)","(31.0, 50.0, 44.0)","(8.5, 11.0, 10.6)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.6753846153846155)","(3.0, 3.55, 3.422222222222222)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:24.152363,"(2.9, 3.45, 3.3333333333333335)","(31.0, 50.0, 43.142857142857146)","(8.5, 11.0, 10.63076923076923)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.6753846153846155)","(3.0, 3.55, 3.422222222222222)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:25.538676,"(2.9, 3.45, 3.3333333333333335)","(31.0, 50.0, 43.142857142857146)","(8.5, 11.0, 10.63076923076923)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.67948717948718)","(3.0, 3.55, 3.422222222222222)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:26.893501,"(2.9, 3.4, 3.282608695652174)","(31.0, 50.0, 42.666666666666664)","(8.5, 11.0, 10.63076923076923)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.67948717948718)","(3.0, 3.55, 3.422222222222222)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:28.233940,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 42.666666666666664)","(8.5, 11.0, 10.63076923076923)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.572222222222222)","(3.0, 3.55, 3.422222222222222)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:29.856542,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 42.666666666666664)","(8.5, 11.0, 10.63076923076923)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.572222222222222)","(3.0, 3.55, 3.422222222222222)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:31.565691,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 43.6)","(8.5, 11.0, 10.63076923076923)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.55, 3.31578947368421)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:33.150914,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 43.6)","(8.5, 11.0, 10.25)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:34.769124,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 43.6)","(8.5, 11.0, 10.25)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
08-12-2022 15:49:36.301061,"(2.9, 3.35, 3.258771929824561)","(31.0, 50.0, 43.6)","(8.5, 11.0, 10.25)","(41.0, 80.0, 73.33333333333333)","(3.6, 4.7, 4.612162162162162)","(3.0, 3.45, 3.3098901098901097)","(31.0, 85.0, 75.0)","(31.0, 65.0, 62.69230769230769)","(26.0, 48.0, 45.64705882352941)"
