,Nerrina Lolita,Highground,Sethlans,Dollar Dollar,Thunder Knob,Imagine That,Under Par,Heroic Angel,Boomko,Motherlode
16-12-2022 14:04:44.922408,"(8.0, 11.0, 10.991017964071856)","(2.05, 2.34, 2.3232624113475175)","(31.0, 50.0, 49.45454545454545)","(4.2, 5.0, 4.9337078651685395)","(17.0, 22.0, 21.142857142857142)","(21.0, 40.0, 39.172413793103445)","(11.0, 14.5, 14.161764705882353)","(13.0, 17.5, 17.178571428571427)","(51.0, 85.0, 76.53846153846153)","(16.0, 22.0, 21.348837209302324)"
16-12-2022 14:04:46.306946,"(8.0, 11.0, 10.843096234309623)","(2.05, 2.34, 2.323285714285714)","(31.0, 50.0, 49.45454545454545)","(4.2, 5.0, 4.9337078651685395)","(17.0, 22.0, 21.142857142857142)","(21.0, 40.0, 39.172413793103445)","(11.0, 14.5, 14.436363636363636)","(13.0, 17.5, 17.178571428571427)","(51.0, 85.0, 77.14285714285714)","(16.0, 22.0, 20.805555555555557)"
16-12-2022 14:04:47.811232,"(8.0, 11.0, 10.831838565022421)","(2.05, 2.34, 2.32)","(31.0, 50.0, 49.45454545454545)","(4.2, 5.0, 4.946666666666667)","(17.0, 22.0, 21.571428571428573)","(21.0, 40.0, 39.172413793103445)","(11.0, 14.5, 14.425287356321839)","(13.0, 17.5, 17.275862068965516)","(51.0, 85.0, 75.83333333333333)","(16.0, 21.0, 20.93548387096774)"
16-12-2022 14:04:49.244677,"(8.0, 11.0, 10.831838565022421)","(2.05, 2.32, 2.3038578680203043)","(31.0, 50.0, 49.68)","(4.2, 5.0, 4.947252747252747)","(17.0, 22.0, 21.454545454545453)","(21.0, 40.0, 39.172413793103445)","(11.0, 15.0, 14.587301587301587)","(13.0, 17.5, 16.74390243902439)","(51.0, 85.0, 76.53846153846153)","(16.0, 21.0, 20.93548387096774)"
16-12-2022 14:04:50.624217,"(8.0, 11.0, 10.834801762114537)","(2.05, 2.32, 2.3038)","(31.0, 50.0, 49.666666666666664)","(4.2, 5.0, 4.947252747252747)","(17.0, 22.0, 21.857142857142858)","(21.0, 40.0, 39.833333333333336)","(11.0, 15.0, 14.771084337349398)","(13.0, 17.0, 16.723684210526315)","(51.0, 85.0, 77.72727272727273)","(16.0, 21.0, 20.794520547945204)"
16-12-2022 14:04:52.150810,"(8.0, 11.0, 10.834801762114537)","(2.05, 2.32, 2.3038)","(31.0, 50.0, 49.666666666666664)","(4.2, 5.0, 4.947252747252747)","(17.0, 22.0, 21.714285714285715)","(21.0, 40.0, 39.833333333333336)","(11.0, 15.0, 14.771084337349398)","(13.0, 17.0, 16.723684210526315)","(51.0, 85.0, 77.5)","(16.0, 22.0, 20.783783783783782)"
16-12-2022 14:04:53.609842,"(8.0, 11.0, 10.834801762114537)","(2.05, 2.32, 2.288695652173913)","(31.0, 50.0, 49.333333333333336)","(4.2, 5.0, 4.955102040816326)","(17.0, 22.0, 21.846153846153847)","(21.0, 40.0, 39.833333333333336)","(11.0, 15.0, 14.7)","(13.0, 17.0, 16.86111111111111)","(51.0, 80.0, 78.33333333333333)","(16.0, 22.0, 21.45)"
16-12-2022 14:04:55.174713,"(8.0, 11.0, 10.841101694915254)","(2.05, 2.32, 2.297142857142857)","(31.0, 50.0, 49.333333333333336)","(4.2, 5.0, 4.955102040816326)","(17.0, 22.0, 21.823529411764707)","(21.0, 40.0, 39.833333333333336)","(11.0, 15.0, 14.916666666666666)","(13.0, 17.0, 17.166666666666668)","(51.0, 85.0, 77.0)","(16.0, 22.0, 21.45)"
16-12-2022 14:04:56.620599,"(8.0, 11.0, 10.872727272727273)","(2.05, 2.3, 2.2976811594202897)","(31.0, 50.0, 49.666666666666664)","(4.2, 5.0, 4.955102040816326)","(17.0, 22.0, 21.85)","(21.0, 40.0, 39.833333333333336)","(11.0, 15.0, 14.907407407407407)","(13.0, 17.5, 17.166666666666668)","(51.0, 80.0, 78.33333333333333)","(16.0, 22.0, 21.45)"
16-12-2022 14:04:58.216569,"(8.0, 11.0, 10.872727272727273)","(2.05, 2.3, 2.2917590361445783)","(31.0, 50.0, 49.42857142857143)","(4.2, 5.0, 4.955102040816326)","(17.0, 22.0, 21.85)","(21.0, 40.0, 39.833333333333336)","(11.0, 15.0, 14.642857142857142)","(13.0, 17.5, 17.2)","(51.0, 85.0, 77.0)","(16.0, 22.0, 21.45)"
16-12-2022 14:04:59.914941,"(8.0, 11.0, 10.90983606557377)","(2.05, 2.32, 2.2872340425531914)","(31.0, 50.0, 49.42857142857143)","(4.2, 5.0, 4.954166666666667)","(17.0, 22.0, 21.85)","(21.0, 40.0, 39.81818181818182)","(11.0, 15.0, 14.824561403508772)","(13.0, 17.5, 17.2)","(51.0, 85.0, 79.28571428571429)","(16.0, 22.0, 21.45)"
16-12-2022 14:05:01.396969,"(8.0, 11.0, 10.961089494163424)","(2.05, 2.3, 2.2877272727272726)","(31.0, 50.0, 49.42857142857143)","(4.2, 5.0, 4.947706422018348)","(17.0, 22.0, 21.5)","(21.0, 40.0, 40.75)","(11.0, 15.0, 14.6875)","(13.0, 17.5, 17.15909090909091)","(51.0, 85.0, 78.33333333333333)","(16.0, 22.0, 20.763157894736842)"
16-12-2022 14:05:02.879004,"(8.0, 11.0, 10.979423868312757)","(2.05, 2.3, 2.2935593220338983)","(31.0, 50.0, 49.55555555555556)","(4.2, 5.0, 4.949765258215963)","(17.0, 22.0, 21.833333333333332)","(21.0, 42.0, 39.67741935483871)","(11.0, 15.0, 14.763157894736842)","(13.0, 17.5, 17.303571428571427)","(51.0, 85.0, 83.0)","(16.0, 21.0, 20.763157894736842)"
16-12-2022 14:05:04.293221,"(8.0, 11.0, 10.98134328358209)","(2.05, 2.3, 2.304498480243161)","(31.0, 50.0, 49.63636363636363)","(4.2, 5.1, 4.963829787234043)","(17.0, 22.0, 21.85185185185185)","(21.0, 42.0, 39.625)","(11.0, 15.0, 14.44)","(13.0, 17.5, 17.303571428571427)","(51.0, 85.0, 83.33333333333333)","(16.0, 21.0, 20.763157894736842)"
16-12-2022 14:05:05.705882,"(8.0, 11.0, 10.98134328358209)","(2.05, 2.32, 2.304498480243161)","(31.0, 50.0, 49.69230769230769)","(4.2, 5.1, 4.986923076923077)","(17.0, 22.0, 21.864406779661017)","(21.0, 42.0, 39.64102564102564)","(11.0, 14.5, 14.338709677419354)","(13.0, 17.5, 17.33823529411765)","(51.0, 85.0, 83.75)","(16.0, 21.0, 20.686274509803923)"
16-12-2022 14:05:07.168105,"(8.0, 11.0, 10.982014388489208)","(2.05, 2.32, 2.31125)","(31.0, 50.0, 49.69230769230769)","(4.2, 5.0, 4.986923076923077)","(17.0, 22.0, 21.864406779661017)","(21.0, 42.0, 40.0)","(11.0, 15.0, 14.420731707317072)","(13.0, 17.5, 17.40740740740741)","(51.0, 85.0, 83.18181818181819)","(16.0, 21.0, 20.816326530612244)"
16-12-2022 14:05:08.501024,"(8.0, 11.0, 10.985714285714286)","(2.05, 2.32, 2.3101176470588234)","(31.0, 50.0, 49.69230769230769)","(4.2, 5.0, 4.986923076923077)","(17.0, 22.0, 21.864406779661017)","(21.0, 42.0, 40.0)","(11.0, 15.0, 14.427710843373495)","(13.0, 17.5, 17.40740740740741)","(51.0, 85.0, 88.0)","(16.0, 21.0, 20.816326530612244)"
16-12-2022 14:05:09.800060,"(8.0, 11.0, 10.985714285714286)","(2.05, 2.32, 2.311157894736842)","(31.0, 50.0, 49.69230769230769)","(4.2, 5.0, 4.980714285714286)","(17.0, 22.0, 21.864406779661017)","(21.0, 42.0, 40.0)","(11.0, 15.0, 14.492857142857142)","(13.0, 17.5, 17.349206349206348)","(51.0, 90.0, 84.21052631578948)","(16.0, 21.0, 20.795454545454547)"
16-12-2022 14:05:11.160936,"(8.0, 11.0, 10.986666666666666)","(2.05, 2.32, 2.3292508143322475)","(31.0, 50.0, 49.733333333333334)","(4.2, 5.0, 4.966666666666667)","(17.0, 22.0, 21.876923076923077)","(21.0, 42.0, 40.12244897959184)","(11.0, 15.0, 14.509803921568627)","(13.0, 17.5, 17.346774193548388)","(51.0, 90.0, 83.75)","(16.0, 21.0, 20.82)"
16-12-2022 14:05:12.464614,"(8.0, 11.5, 11.013725490196078)","(2.05, 2.34, 2.336416938110749)","(31.0, 50.0, 49.733333333333334)","(4.2, 5.0, 4.966666666666667)","(17.0, 22.0, 21.868852459016395)","(21.0, 42.0, 39.733333333333334)","(11.0, 15.0, 14.246031746031745)","(13.0, 17.5, 17.023809523809526)","(51.0, 90.0, 85.83333333333333)","(16.0, 21.0, 20.975609756097562)"
16-12-2022 14:05:14.245829,"(8.0, 11.5, 11.023622047244094)","(2.05, 2.34, 2.3337662337662337)","(31.0, 50.0, 49.714285714285715)","(4.2, 5.0, 4.949397590361446)","(17.0, 22.0, 21.672131147540984)","(21.0, 40.0, 39.733333333333334)","(11.0, 15.0, 14.264957264957266)","(13.0, 17.5, 16.95945945945946)","(51.0, 90.0, 85.58823529411765)","(16.0, 21.0, 20.975609756097562)"
16-12-2022 14:05:15.785339,"(8.0, 11.5, 11.035714285714286)","(2.05, 2.34, 2.3337662337662337)","(31.0, 50.0, 49.6)","(4.2, 5.0, 4.895061728395062)","(17.0, 22.0, 21.821428571428573)","(21.0, 40.0, 39.857142857142854)","(11.0, 15.0, 14.376811594202898)","(13.0, 17.5, 16.642857142857142)","(51.0, 90.0, 85.58823529411765)","(16.0, 21.0, 20.975609756097562)"
16-12-2022 14:05:17.228526,"(8.0, 11.5, 11.0)","(2.05, 2.34, 2.3533812949640285)","(31.0, 50.0, 49.61290322580645)","(4.2, 4.9, 4.923577235772358)","(17.0, 22.0, 21.846153846153847)","(21.0, 40.0, 39.87096774193548)","(11.0, 15.0, 14.47239263803681)","(13.0, 17.0, 16.588709677419356)","(51.0, 90.0, 86.25)","(16.0, 21.0, 20.96153846153846)"
16-12-2022 14:05:18.577240,"(8.0, 11.0, 10.813915857605178)","(2.05, 2.36, 2.3295999999999997)","(31.0, 50.0, 47.696969696969695)","(4.2, 5.0, 4.926126126126126)","(17.0, 22.0, 21.846153846153847)","(21.0, 40.0, 39.87096774193548)","(11.0, 15.0, 14.496774193548386)","(13.0, 17.0, 16.38235294117647)","(51.0, 90.0, 86.25)","(16.0, 21.0, 20.970588235294116)"
16-12-2022 14:05:20.170083,"(8.0, 11.5, 11.101818181818182)","(2.05, 2.36, 2.286138613861386)","(31.0, 48.0, 47.714285714285715)","(4.2, 5.0, 4.9694560669456065)","(17.0, 22.0, 21.444444444444443)","(21.0, 40.0, 39.878787878787875)","(11.0, 15.0, 14.527397260273972)","(13.0, 17.0, 16.271604938271604)","(51.0, 90.0, 86.76470588235294)","(16.0, 22.0, 21.1875)"
16-12-2022 14:05:21.492401,"(8.0, 11.5, 11.105660377358491)","(2.05, 2.3, 2.279756097560975)","(31.0, 48.0, 47.666666666666664)","(4.2, 5.1, 5.018918918918919)","(17.0, 22.0, 21.736842105263158)","(21.0, 40.0, 39.878787878787875)","(11.0, 15.0, 14.528985507246377)","(13.0, 17.0, 16.271604938271604)","(51.0, 90.0, 87.0)","(16.0, 22.0, 21.490909090909092)"
16-12-2022 14:05:22.990603,"(8.0, 11.5, 11.105660377358491)","(2.05, 2.3, 2.244285714285714)","(31.0, 48.0, 48.833333333333336)","(4.2, 5.1, 5.2379310344827585)","(17.0, 22.0, 21.545454545454547)","(21.0, 40.0, 39.9)","(11.0, 15.0, 14.63586956521739)","(13.0, 17.0, 16.344444444444445)","(51.0, 90.0, 87.0)","(16.0, 22.0, 21.4)"
16-12-2022 14:05:24.368204,"(8.0, 11.5, 11.314049586776859)","(2.05, 2.26, 2.244285714285714)","(31.0, 50.0, 48.5)","(4.2, 5.3, 5.232631578947368)","(17.0, 22.0, 21.685714285714287)","(21.0, 40.0, 39.906976744186046)","(11.0, 15.0, 14.570512820512821)","(13.0, 16.5, 16.414285714285715)","(51.0, 90.0, 87.1875)","(16.0, 22.0, 21.5625)"
16-12-2022 14:05:25.923986,"(8.0, 11.5, 11.289930555555555)","(2.05, 2.26, 2.2225)","(31.0, 50.0, 49.0)","(4.2, 5.3, 5.232631578947368)","(17.0, 22.0, 21.710526315789473)","(21.0, 40.0, 39.906976744186046)","(11.0, 15.0, 14.574324324324325)","(13.0, 16.5, 16.426470588235293)","(51.0, 90.0, 86.94444444444444)","(16.0, 22.0, 21.857142857142858)"
16-12-2022 14:05:27.427254,"(8.0, 11.5, 11.301393728222996)","(2.05, 2.24, 2.2315625000000003)","(31.0, 50.0, 49.2)","(4.2, 5.3, 5.228571428571429)","(17.0, 22.0, 21.214285714285715)","(21.0, 40.0, 39.91304347826087)","(11.0, 15.0, 14.620481927710843)","(13.0, 16.5, 16.441860465116278)","(51.0, 90.0, 86.78571428571429)","(16.0, 22.0, 21.892857142857142)"
16-12-2022 14:05:29.148071,"(8.0, 11.5, 11.35064935064935)","(2.05, 2.24, 2.2189285714285716)","(31.0, 50.0, 49.2)","(4.2, 5.3, 5.155263157894737)","(17.0, 22.0, 22.25)","(21.0, 40.0, 39.91304347826087)","(11.0, 15.0, 14.466216216216216)","(13.0, 16.5, 16.4468085106383)","(51.0, 90.0, 86.78571428571429)","(16.0, 22.0, 22.406976744186046)"
16-12-2022 14:05:30.427170,"(8.0, 11.5, 11.35064935064935)","(2.05, 2.24, 2.228493150684932)","(31.0, 50.0, 49.368421052631575)","(4.2, 5.2, 5.2160714285714285)","(17.0, 23.0, 22.25)","(21.0, 40.0, 39.91111111111111)","(11.0, 14.5, 14.683544303797468)","(13.0, 16.5, 16.537037037037038)","(51.0, 90.0, 86.78571428571429)","(17.0, 23.0, 22.44871794871795)"
16-12-2022 14:05:31.769672,"(8.5, 11.5, 11.355263157894736)","(2.05, 2.24, 2.2238297872340427)","(31.0, 50.0, 49.368421052631575)","(4.4, 5.3, 5.22037037037037)","(18.0, 23.0, 22.384615384615383)","(26.0, 40.0, 39.91111111111111)","(12.0, 15.0, 14.683544303797468)","(14.0, 17.0, 16.558823529411764)","(51.0, 90.0, 86.78571428571429)","(17.0, 23.0, 22.795454545454547)"
16-12-2022 14:05:33.023751,"(8.5, 11.5, 11.355263157894736)","(2.05, 2.24, 2.2238297872340427)","(31.0, 50.0, 49.63636363636364)","(4.4, 5.3, 5.253731343283582)","(18.0, 23.0, 22.529411764705884)","(26.0, 40.0, 39.916666666666664)","(12.0, 15.0, 14.696969696969697)","(14.0, 17.0, 16.78125)","(51.0, 90.0, 87.75)","(17.0, 23.0, 22.8)"
16-12-2022 14:05:34.314484,"(8.5, 11.5, 11.364197530864198)","(2.05, 2.22, 2.2129032258064516)","(31.0, 50.0, 49.65714285714286)","(4.4, 5.3, 5.273529411764706)","(18.0, 23.0, 22.5609756097561)","(26.0, 40.0, 39.92156862745098)","(12.0, 15.0, 14.666666666666666)","(14.0, 17.0, 16.75)","(51.0, 90.0, 85.5)","(17.0, 23.0, 22.166666666666668)"
16-12-2022 14:05:35.522985,"(8.5, 11.5, 11.410480349344978)","(2.05, 2.24, 2.2135211267605635)","(31.0, 50.0, 49.65714285714286)","(4.4, 5.3, 5.273529411764706)","(18.0, 23.0, 22.5609756097561)","(26.0, 40.0, 39.92156862745098)","(12.0, 15.0, 14.551724137931034)","(14.0, 17.0, 16.75)","(51.0, 90.0, 86.33333333333333)","(17.0, 23.0, 22.060606060606062)"
16-12-2022 14:05:36.694059,"(8.5, 11.5, 11.410480349344978)","(2.05, 2.22, 2.201818181818182)","(31.0, 50.0, 49.61290322580645)","(4.4, 5.3, 5.273529411764706)","(18.0, 23.0, 22.5609756097561)","(26.0, 40.0, 39.92156862745098)","(12.0, 15.0, 14.820689655172414)","(14.0, 17.0, 16.75)","(51.0, 90.0, 86.53846153846153)","(17.0, 23.0, 21.87719298245614)"
16-12-2022 14:05:37.824621,"(8.5, 11.5, 11.418650793650794)","(2.05, 2.2, 2.1975000000000002)","(31.0, 50.0, 49.666666666666664)","(4.4, 5.3, 5.273529411764706)","(18.0, 23.0, 22.5609756097561)","(26.0, 40.0, 39.92156862745098)","(12.0, 15.0, 14.757961783439491)","(14.0, 17.0, 17.06756756756757)","(51.0, 90.0, 87.5)","(17.0, 23.0, 22.11111111111111)"
16-12-2022 14:05:39.016608,"(8.5, 11.5, 11.450207468879668)","(2.05, 2.2, 2.1895081967213117)","(31.0, 50.0, 49.666666666666664)","(4.4, 5.4, 5.3317829457364345)","(18.0, 23.0, 22.333333333333332)","(26.0, 40.0, 39.92156862745098)","(12.0, 15.0, 14.755244755244755)","(14.0, 17.5, 17.01063829787234)","(51.0, 90.0, 85.9090909090909)","(17.0, 23.0, 21.857142857142858)"
16-12-2022 14:05:40.197497,"(8.5, 12.0, 11.54375)","(2.05, 2.2, 2.1823809523809525)","(31.0, 50.0, 49.666666666666664)","(4.4, 5.4, 5.313432835820896)","(18.0, 23.0, 22.333333333333332)","(26.0, 40.0, 39.92156862745098)","(12.0, 15.0, 14.690140845070422)","(14.0, 17.5, 16.9375)","(51.0, 90.0, 84.375)","(17.0, 23.0, 21.857142857142858)"
16-12-2022 14:05:41.358876,"(8.5, 12.0, 11.519108280254777)","(2.05, 2.2, 2.182905982905983)","(31.0, 50.0, 49.666666666666664)","(4.4, 5.4, 5.313432835820896)","(18.0, 23.0, 22.333333333333332)","(26.0, 40.0, 40.24)","(12.0, 15.0, 12.025252525252526)","(14.0, 17.5, 15.36111111111111)","(51.0, 90.0, 73.86363636363636)","(17.0, 23.0, 20.46)"
16-12-2022 14:05:42.575569,"(8.5, 14.0, 13.785714285714286)","(2.05, 2.26, 2.256694214876033)","(31.0, 44.0, 42.54545454545455)","(4.4, 5.5, 5.442857142857143)","(18.0, 23.0, 20.83606557377049)","(26.0, 46.0, 44.484848484848484)","(12.0, 12.5, 12.274038461538462)","(14.0, 15.5, 15.407407407407407)","(51.0, 75.0, 73.6)","(17.0, 21.0, 20.470588235294116)"
16-12-2022 14:05:43.813295,"(8.5, 14.0, 13.962962962962964)","(2.05, 2.24, 2.238356164383562)","(31.0, 46.0, 42.8421052631579)","(4.4, 5.5, 5.451923076923077)","(18.0, 23.0, 21.6)","(26.0, 46.0, 44.80952380952381)","(12.0, 12.5, 12.226190476190476)","(14.0, 15.5, 15.430555555555555)","(51.0, 75.0, 73.6)","(17.0, 21.0, 20.375)"
16-12-2022 14:05:45.348084,"(9.0, 14.5, 14.0546875)","(2.05, 2.24, 2.2276724137931034)","(31.0, 44.0, 44.193548387096776)","(4.6, 5.4, 5.327419354838709)","(18.0, 22.0, 21.076923076923077)","(26.0, 46.0, 44.648648648648646)","(12.0, 12.5, 12.184426229508198)","(14.0, 15.5, 15.344444444444445)","(51.0, 75.0, 71.27906976744185)","(17.0, 21.0, 20.384615384615383)"
16-12-2022 14:05:46.705455,"(9.0, 14.5, 14.040322580645162)","(2.05, 2.24, 2.2218050541516248)","(31.0, 46.0, 44.193548387096776)","(4.6, 5.4, 5.327419354838709)","(18.0, 22.0, 21.076923076923077)","(26.0, 46.0, 44.648648648648646)","(12.0, 12.5, 12.16826923076923)","(14.0, 15.5, 15.384615384615385)","(51.0, 75.0, 67.10526315789474)","(17.0, 21.0, 20.384615384615383)"
16-12-2022 14:05:48.120959,"(9.0, 14.5, 14.042372881355933)","(2.05, 2.22, 2.2099563318777293)","(31.0, 46.0, 44.63414634146341)","(4.6, 5.4, 5.365882352941177)","(18.0, 22.0, 20.285714285714285)","(26.0, 46.0, 44.91428571428571)","(12.0, 12.5, 12.143382352941176)","(14.0, 15.5, 15.45945945945946)","(51.0, 70.0, 67.20338983050847)","(17.0, 21.0, 20.454545454545453)"
16-12-2022 14:05:49.474068,"(10.0, 14.5, 14.120253164556962)","(2.05, 2.22, 2.2169582772543746)","(31.0, 46.0, 45.1219512195122)","(4.6, 5.5, 5.4696428571428575)","(17.0, 21.0, 20.305555555555557)","(26.0, 46.0, 45.03030303030303)","(11.0, 12.5, 12.190909090909091)","(13.0, 16.0, 15.487179487179487)","(51.0, 70.0, 71.25)","(16.0, 21.0, 20.728813559322035)"
16-12-2022 14:05:50.760363,"(10.0, 13.5, 13.1875)","(2.05, 2.22, 2.1805714285714286)","(31.0, 46.0, 45.2)","(4.6, 5.5, 5.539130434782608)","(17.0, 21.0, 20.181818181818183)","(26.0, 46.0, 45.04347826086956)","(11.0, 12.5, 12.174342105263158)","(13.0, 16.0, 15.625)","(51.0, 75.0, 70.41666666666667)","(16.0, 21.0, 20.555555555555557)"
16-12-2022 14:05:52.015249,"(10.0, 13.5, 13.378787878787879)","(2.0, 2.22, 2.180896860986547)","(31.0, 46.0, 45.0)","(4.6, 5.6, 5.5935483870967735)","(18.0, 22.0, 20.533333333333335)","(26.0, 46.0, 44.7536231884058)","(11.0, 12.5, 12.184027777777779)","(13.0, 16.0, 15.736842105263158)","(51.0, 75.0, 70.21739130434783)","(16.0, 21.0, 20.555555555555557)"
16-12-2022 14:05:53.243250,"(10.0, 13.5, 13.382352941176471)","(2.0, 2.22, 2.192051282051282)","(31.0, 46.0, 45.0)","(4.6, 5.6, 5.544845360824742)","(18.0, 22.0, 20.618181818181817)","(26.0, 46.0, 44.7027027027027)","(11.0, 12.5, 12.145061728395062)","(13.0, 16.0, 15.76923076923077)","(51.0, 75.0, 58.46153846153846)","(16.0, 21.0, 19.952380952380953)"
16-12-2022 14:05:54.527839,"(10.0, 14.0, 13.8)","(2.0, 2.22, 2.181212121212121)","(31.0, 46.0, 45.0)","(4.6, 5.7, 5.613223140495868)","(18.0, 22.0, 20.653061224489797)","(26.0, 46.0, 44.72)","(11.0, 12.5, 12.136029411764707)","(13.0, 16.0, 15.48076923076923)","(51.0, 70.0, 62.0)","(16.0, 20.0, 20.897435897435898)"
16-12-2022 14:05:55.832640,"(10.0, 13.5, 13.23728813559322)","(2.0, 2.2, 2.186172839506173)","(31.0, 46.0, 45.609756097560975)","(4.6, 5.7, 5.6675)","(18.0, 22.0, 21.058823529411764)","(26.0, 46.0, 44.72)","(11.0, 12.5, 11.090909090909092)","(13.0, 15.5, 15.637037037037038)","(51.0, 65.0, 62.0)","(16.0, 21.0, 19.65625)"
16-12-2022 14:05:57.122133,"(10.0, 14.0, 13.766666666666667)","(2.0, 2.2, 2.1981818181818182)","(31.0, 46.0, 45.609756097560975)","(4.6, 5.7, 5.688571428571429)","(18.0, 22.0, 21.05128205128205)","(26.0, 46.0, 44.75675675675676)","(11.0, 11.5, 11.147058823529411)","(13.0, 16.0, 15.5625)","(51.0, 70.0, 62.0)","(16.0, 20.0, 19.847826086956523)"
16-12-2022 14:05:58.424730,"(9.0, 14.5, 13.711538461538462)","(2.0, 2.14, 2.1671951219512198)","(31.0, 46.0, 45.82222222222222)","(4.6, 5.7, 5.74320987654321)","(17.0, 22.0, 21.129032258064516)","(26.0, 46.0, 44.46666666666667)","(11.0, 12.0, 11.866666666666667)","(13.0, 16.0, 16.20175438596491)","(51.0, 70.0, 60.96774193548387)","(16.0, 20.0, 19.660714285714285)"
16-12-2022 14:05:59.588881,"(9.0, 14.5, 14.076086956521738)","(2.0, 2.18, 2.166495176848875)","(31.0, 46.0, 44.29333333333334)","(4.6, 5.8, 5.755102040816326)","(17.0, 22.0, 21.27027027027027)","(26.0, 46.0, 44.516129032258064)","(11.0, 12.0, 11.771356783919598)","(13.0, 16.5, 16.219298245614034)","(51.0, 65.0, 61.25)","(16.0, 20.0, 19.558139534883722)"
16-12-2022 14:06:00.716554,"(9.0, 14.5, 13.9875)","(2.0, 2.16, 2.1546883468834688)","(31.0, 46.0, 44.31578947368421)","(4.6, 5.8, 5.7846153846153845)","(17.0, 22.0, 20.869565217391305)","(26.0, 46.0, 44.791666666666664)","(11.0, 12.5, 11.741379310344827)","(13.0, 16.5, 14.181818181818182)","(51.0, 65.0, 61.25)","(16.0, 20.0, 20.0)"
16-12-2022 14:06:01.907955,"(10.0, 14.5, 14.18)","(2.0, 2.2, 2.173793103448276)","(31.0, 46.0, 44.57142857142857)","(4.6, 5.8, 5.778888888888889)","(18.0, 22.0, 20.571428571428573)","(26.0, 46.0, 44.905660377358494)","(11.0, 12.0, 11.614754098360656)","(13.0, 15.0, 14.175)","(51.0, 65.0, 61.21212121212121)","(16.0, 21.0, 19.81081081081081)"
16-12-2022 14:06:03.383756,"(10.0, 14.5, 14.007462686567164)","(2.0, 2.2, 2.1826771653543307)","(31.0, 46.0, 44.35294117647059)","(4.6, 5.8, 5.778888888888889)","(18.0, 22.0, 20.216216216216218)","(26.0, 46.0, 44.827586206896555)","(11.0, 12.0, 11.6)","(13.0, 15.0, 14.458333333333334)","(51.0, 65.0, 61.21212121212121)","(16.0, 21.0, 19.78846153846154)"
16-12-2022 14:06:04.712743,"(10.0, 14.5, 14.041666666666666)","(2.0, 2.2, 2.182409638554217)","(31.0, 46.0, 45.1)","(4.6, 5.7, 5.728735632183908)","(18.0, 22.0, 21.666666666666668)","(26.0, 46.0, 44.903225806451616)","(11.0, 12.0, 12.018987341772151)","(14.0, 14.5, 14.875)","(51.0, 65.0, 61.57142857142857)","(16.0, 21.0, 20.142857142857142)"
16-12-2022 14:06:05.997942,"(10.0, 15.0, 14.573529411764707)","(2.0, 2.16, 2.1500523560209426)","(31.0, 46.0, 45.470588235294116)","(4.6, 5.8, 5.760883280757097)","(18.0, 22.0, 21.953488372093023)","(26.0, 46.0, 44.96969696969697)","(11.0, 12.5, 12.078378378378378)","(14.0, 15.0, 14.822222222222223)","(51.0, 65.0, 62.0)","(16.0, 21.0, 20.0625)"
16-12-2022 14:06:07.355289,"(10.0, 15.0, 14.890625)","(2.0, 2.18, 2.1664814814814815)","(31.0, 46.0, 45.333333333333336)","(4.6, 5.8, 5.759740259740259)","(17.0, 22.0, 21.85)","(26.0, 46.0, 44.847457627118644)","(11.0, 12.5, 11.747899159663865)","(12.0, 15.5, 14.945454545454545)","(51.0, 65.0, 61.707317073170735)","(16.0, 21.0, 20.296875)"
16-12-2022 14:06:08.572831,"(10.0, 15.0, 14.890625)","(2.0, 2.18, 2.1529182879377435)","(31.0, 46.0, 45.5)","(4.6, 5.8, 5.696120689655173)","(17.0, 22.0, 21.896551724137932)","(26.0, 46.0, 44.96969696969697)","(11.0, 12.5, 11.962962962962964)","(12.0, 15.5, 14.955357142857142)","(51.0, 65.0, 62.55102040816327)","(16.0, 21.0, 20.485714285714284)"
16-12-2022 14:06:09.869417,"(10.0, 15.0, 14.906976744186046)","(2.0, 2.18, 2.1684693877551022)","(31.0, 46.0, 45.54385964912281)","(4.6, 5.7, 5.694285714285715)","(17.0, 22.0, 22.690140845070424)","(26.0, 46.0, 44.985074626865675)","(11.0, 12.0, 12.05621301775148)","(12.0, 15.0, 15.033333333333333)","(51.0, 65.0, 62.6)","(16.0, 21.0, 20.513513513513512)"
16-12-2022 14:06:11.169722,"(10.0, 15.0, 14.987179487179487)","(2.0, 2.18, 2.142627118644068)","(31.0, 46.0, 45.67164179104478)","(4.6, 5.7, 5.684615384615385)","(18.0, 23.0, 22.690140845070424)","(26.0, 46.0, 45.01538461538462)","(11.0, 12.5, 11.965277777777779)","(13.0, 15.5, 15.134146341463415)","(51.0, 65.0, 62.6)","(16.0, 21.0, 20.45)"
16-12-2022 14:06:12.254991,"(10.0, 15.5, 15.252475247524753)","(2.0, 2.18, 2.142627118644068)","(31.0, 46.0, 45.67164179104478)","(4.6, 5.7, 5.684615384615385)","(18.0, 23.0, 22.690140845070424)","(26.0, 46.0, 45.07692307692308)","(11.0, 12.5, 11.980132450331126)","(13.0, 15.5, 15.03125)","(51.0, 65.0, 62.64705882352941)","(16.0, 21.0, 20.540983606557376)"
