,Nortie Nortie Nz,Natty Pagger Nz,Eyre I Go Nz,Kar Manor Nz,Cochy Malc Nz,Aladdin Sane Nz,Stress Factor Nz
10-01-2023 12:01:55.852669,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:56.870736,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:57.785564,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:58.731307,"(2.5, 99999, 99990)","(16.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:01:59.737278,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:00.758385,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:01.769091,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:02.777241,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:03.846811,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:04.827107,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:05.827001,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:06.850407,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:07.860341,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:08.825049,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:09.909159,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:10.877251,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:11.940196,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:12.976276,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:13.927940,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:14.869213,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:15.818457,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:16.817885,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:17.857908,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.0, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:02:18.914155,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:19.961366,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:21.056860,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:22.135008,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:23.198767,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:24.259589,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:25.284822,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:26.342169,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:27.362880,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:28.385562,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:29.411349,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:30.443121,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:31.497561,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:32.539407,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:33.514484,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:34.517567,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:35.459331,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:36.487845,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:37.521988,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:38.563695,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:39.655893,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:40.723378,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:41.808307,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:42.882317,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:44.005181,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:45.100640,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:46.186653,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:47.279514,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:48.385622,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:49.465556,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:50.553796,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:51.590129,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:52.589140,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:53.556644,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:54.488411,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:55.424985,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:56.405302,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:57.433244,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:58.467068,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:02:59.505357,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:00.543005,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:01.513417,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:02.478868,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:03.430260,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:04.460072,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:05.501221,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:06.607890,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:07.639886,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:08.682275,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:09.666213,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:10.629954,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:11.589694,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:12.566063,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:13.572754,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:14.644670,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:15.724291,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:16.862566,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:17.995329,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:19.075861,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:20.117915,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:21.190869,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:22.191901,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:03:23.169698,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(15.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:24.100488,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(15.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:25.078221,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(15.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:26.096648,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(15.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:27.126275,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(15.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:28.275308,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(15.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:29.416963,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:30.607257,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:31.719563,"(2.5, 99999, 99990)","(15.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.2, 99999, 99990)","(16.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:32.742492,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:33.778439,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:34.810578,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:35.868139,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:36.944917,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:38.119362,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:39.195128,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:40.353609,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:41.545547,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:42.719108,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:43.882254,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:44.912904,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:45.918054,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:46.897034,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.4, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:47.852894,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:48.845345,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:49.854516,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:50.849047,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:51.991938,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:53.091888,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:54.187187,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:55.257381,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:56.352648,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:57.377803,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:58.317587,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:03:59.331807,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
