,Handsome Alert,What A Nose,Haras Rusty,Downpipe,Summer Holiday,Aerobic System,Betty Jo,Frostbite Hux
04-01-2023 14:23:02.001651,"(3.2, 4.6, 4.5)","(101.0, 370.0, 326.6666666666667)","(1.85, 2.16, 2.1166666666666667)","(3.5, 3.95, 3.939655172413793)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 440.0)","(26.0, 75.0, 73.48837209302326)"
04-01-2023 14:23:03.098442,"(3.2, 4.6, 4.3999999999999995)","(101.0, 370.0, 348.33333333333337)","(1.85, 2.16, 2.1166666666666667)","(3.5, 3.95, 3.939655172413793)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 440.0)","(26.0, 75.0, 73.48837209302326)"
04-01-2023 14:23:04.206180,"(3.2, 4.6, 4.325)","(101.0, 370.0, 348.33333333333337)","(1.85, 2.16, 2.1176470588235294)","(3.5, 3.95, 3.939655172413793)","(91.0, 270.0, 251.53846153846155)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 526.0)","(26.0, 75.0, 73.24324324324324)"
04-01-2023 14:23:05.375599,"(3.2, 4.6, 4.266666666666667)","(101.0, 370.0, 348.57142857142856)","(1.85, 2.16, 2.131764705882353)","(3.5, 3.95, 3.935)","(91.0, 270.0, 251.53846153846155)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 446.0)","(26.0, 75.0, 73.24324324324324)"
04-01-2023 14:23:06.363867,"(3.2, 4.6, 4.257142857142857)","(101.0, 370.0, 348.57142857142856)","(1.85, 2.16, 2.131764705882353)","(3.3, 3.95, 3.935)","(91.0, 270.0, 251.53846153846155)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 435.0)","(26.0, 75.0, 73.75)"
04-01-2023 14:23:07.479493,"(3.2, 4.5, 4.35)","(101.0, 370.0, 320.0)","(1.85, 2.16, 2.1333333333333333)","(3.3, 3.95, 3.935)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 480.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:08.565596,"(3.2, 4.5, 4.390909090909091)","(101.0, 370.0, 345.0)","(1.85, 2.16, 2.1333333333333333)","(3.3, 3.95, 3.935)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:09.585124,"(3.2, 4.6, 4.456521739130435)","(101.0, 370.0, 350.0)","(1.85, 2.12, 2.103846153846154)","(3.3, 3.95, 3.935)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:10.639510,"(3.2, 4.6, 4.456521739130435)","(101.0, 370.0, 350.0)","(1.85, 2.12, 2.1052631578947367)","(3.3, 3.95, 3.935)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:11.686434,"(3.2, 4.6, 4.456521739130435)","(101.0, 370.0, 350.0)","(1.85, 2.12, 2.1052631578947367)","(3.3, 3.95, 3.935)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:12.692581,"(3.2, 4.5, 4.4)","(101.0, 370.0, 355.0)","(1.85, 2.12, 2.1052631578947367)","(3.3, 3.95, 3.935)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:13.779953,"(3.2, 4.5, 4.4)","(101.0, 370.0, 355.0)","(1.85, 2.12, 2.1052631578947367)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 251.53846153846155)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 550.0)","(26.0, 75.0, 73.75)"
04-01-2023 14:23:15.032373,"(3.2, 4.5, 4.47)","(101.0, 420.0, 351.42857142857144)","(1.85, 2.12, 2.1100000000000003)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 251.53846153846155)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 550.0)","(26.0, 75.0, 73.75)"
04-01-2023 14:23:16.057042,"(3.2, 4.5, 4.44)","(101.0, 410.0, 375.0)","(1.85, 2.12, 2.1100000000000003)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:17.068424,"(3.2, 4.5, 4.475)","(101.0, 420.0, 366.6666666666667)","(1.85, 2.14, 2.1285714285714286)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 435.0)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:18.052822,"(3.2, 4.5, 4.4)","(101.0, 420.0, 360.0)","(1.85, 2.14, 2.1095238095238096)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 358.3333333333333)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:19.087195,"(3.2, 4.5, 4.4)","(101.0, 420.0, 352.5)","(1.85, 2.14, 2.111764705882353)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 750.0, 488.8888888888889)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:20.107784,"(3.2, 4.5, 4.4)","(101.0, 420.0, 352.5)","(1.85, 2.14, 2.111764705882353)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 750.0, 461.42857142857144)","(26.0, 75.0, 73.94736842105263)"
04-01-2023 14:23:21.112068,"(3.2, 4.5, 4.4)","(101.0, 410.0, 370.0)","(1.85, 2.14, 2.118181818181818)","(3.3, 3.95, 3.9333333333333336)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:22.151549,"(3.2, 4.5, 4.4)","(101.0, 410.0, 370.0)","(1.85, 2.14, 2.118181818181818)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 254.0)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:23.184072,"(3.2, 4.5, 4.484)","(101.0, 410.0, 370.0)","(1.85, 2.14, 2.1125000000000003)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 254.0)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:24.312995,"(3.2, 4.5, 4.484)","(101.0, 410.0, 290.0)","(1.85, 2.14, 2.111764705882353)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:25.366551,"(3.2, 4.5, 4.466666666666667)","(101.0, 410.0, 375.0)","(1.85, 2.14, 2.111764705882353)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:26.449067,"(3.2, 4.5, 4.483333333333333)","(101.0, 380.0, 360.0)","(1.85, 2.14, 2.1133333333333333)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:27.516188,"(3.2, 4.5, 4.4714285714285715)","(101.0, 380.0, 275.0)","(1.85, 2.14, 2.1133333333333333)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:28.630463,"(3.2, 4.5, 4.35)","(101.0, 380.0, 360.0)","(1.85, 2.16, 2.1500000000000004)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:29.713106,"(3.2, 4.5, 4.35)","(101.0, 360.0, 315.0)","(1.85, 2.16, 2.148)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 490.0, 465.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:30.730102,"(3.2, 4.5, 4.35)","(101.0, 360.0, 332.0)","(1.85, 2.16, 2.148)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 254.28571428571428)","(21.0, 55.0, 50.5)","(101.0, 490.0, 500.0)","(26.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:31.746836,"(3.2, 4.5, 4.48)","(101.0, 360.0, 340.0)","(1.85, 2.16, 2.1550000000000002)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 252.85714285714286)","(21.0, 55.0, 50.5)","(101.0, 590.0, 500.0)","(26.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:32.695613,"(3.2, 4.4, 4.300000000000001)","(101.0, 360.0, 340.0)","(1.85, 2.18, 2.139090909090909)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 252.85714285714286)","(21.0, 55.0, 50.9375)","(101.0, 590.0, 500.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:33.666541,"(3.2, 4.4, 4.3090909090909095)","(101.0, 360.0, 340.0)","(1.85, 2.18, 2.139090909090909)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 500.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:34.643662,"(3.2, 4.4, 4.3375)","(101.0, 360.0, 340.0)","(1.85, 2.18, 2.139090909090909)","(3.3, 3.95, 3.9382352941176473)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 590.0, 500.0)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:35.593512,"(3.2, 4.4, 4.3375)","(101.0, 360.0, 340.0)","(1.85, 2.18, 2.139090909090909)","(3.3, 3.95, 3.9375)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 550.0, 517.5)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:36.619162,"(3.2, 4.4, 4.3375)","(101.0, 360.0, 340.0)","(1.85, 2.18, 2.139090909090909)","(3.3, 3.95, 3.9375)","(91.0, 270.0, 196.66666666666666)","(21.0, 55.0, 51.578947368421055)","(101.0, 550.0, 512.8571428571429)","(26.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:37.658833,"(3.3, 4.4, 4.371428571428572)","(101.0, 360.0, 340.0)","(1.85, 2.18, 2.1270588235294117)","(3.3, 3.95, 3.9375)","(91.0, 270.0, 216.66666666666666)","(21.0, 55.0, 53.916666666666664)","(101.0, 550.0, 498.0)","(31.0, 75.0, 73.82352941176471)"
04-01-2023 14:23:38.699695,"(3.3, 4.4, 4.233333333333333)","(101.0, 360.0, 340.0)","(1.85, 2.16, 2.1445454545454545)","(3.3, 3.95, 3.9375)","(91.0, 270.0, 258.57142857142856)","(21.0, 55.0, 53.14285714285714)","(101.0, 550.0, 498.0)","(31.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:39.796744,"(3.3, 4.4, 4.185714285714286)","(101.0, 360.0, 340.0)","(1.85, 2.16, 2.1452631578947368)","(3.3, 3.95, 3.9076923076923076)","(91.0, 270.0, 252.85714285714286)","(21.0, 55.0, 53.14285714285714)","(101.0, 550.0, 498.0)","(31.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:40.817046,"(3.3, 4.3, 4.27)","(101.0, 360.0, 340.0)","(1.85, 2.16, 2.1452631578947368)","(3.3, 4.0, 4.029411764705882)","(91.0, 270.0, 252.85714285714286)","(26.0, 55.0, 53.916666666666664)","(101.0, 550.0, 522.0)","(31.0, 75.0, 73.57142857142857)"
04-01-2023 14:23:41.872097,"(3.3, 4.3, 4.2727272727272725)","(101.0, 390.0, 365.7142857142857)","(1.85, 2.16, 2.1452631578947368)","(3.3, 4.1, 4.09)","(91.0, 270.0, 216.66666666666666)","(26.0, 55.0, 53.14285714285714)","(101.0, 580.0, 522.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:42.889511,"(3.3, 4.2, 4.166666666666667)","(101.0, 390.0, 356.0)","(1.85, 2.16, 2.1452631578947368)","(3.3, 4.1, 4.09)","(91.0, 270.0, 216.66666666666666)","(26.0, 55.0, 53.14285714285714)","(101.0, 580.0, 498.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:43.939923,"(3.3, 4.3, 4.1125)","(101.0, 390.0, 333.3333333333333)","(1.85, 2.14, 2.125714285714286)","(3.3, 4.1, 4.090624999999999)","(91.0, 270.0, 216.66666666666666)","(26.0, 55.0, 53.916666666666664)","(101.0, 550.0, 498.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:45.007842,"(3.3, 4.3, 4.141176470588235)","(101.0, 390.0, 361.66666666666663)","(1.85, 2.14, 2.1223529411764708)","(3.3, 4.1, 3.9857142857142858)","(91.0, 270.0, 251.53846153846155)","(26.0, 55.0, 53.14285714285714)","(101.0, 550.0, 498.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:46.055852,"(3.3, 4.2, 4.111764705882353)","(101.0, 390.0, 336.6666666666667)","(1.85, 2.14, 2.1223529411764708)","(3.3, 4.2, 4.125)","(91.0, 270.0, 230.0)","(26.0, 55.0, 53.916666666666664)","(101.0, 550.0, 498.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:47.057714,"(3.3, 4.2, 3.9857142857142858)","(101.0, 360.0, 336.66666666666663)","(1.85, 2.14, 2.1223529411764708)","(3.3, 4.2, 4.35)","(91.0, 270.0, 230.0)","(26.0, 55.0, 53.916666666666664)","(101.0, 550.0, 512.8571428571429)","(31.0, 75.0, 73.46153846153847)"
04-01-2023 14:23:48.167530,"(3.3, 4.1, 4.0125)","(101.0, 360.0, 320.0)","(1.85, 2.14, 2.102222222222222)","(3.3, 4.7, 4.55)","(91.0, 270.0, 222.0)","(26.0, 55.0, 45.833333333333336)","(101.0, 550.0, 496.0)","(31.0, 75.0, 73.46153846153847)"
04-01-2023 14:23:49.270910,"(3.3, 3.95, 3.92)","(101.0, 350.0, 320.0)","(1.85, 2.14, 2.0776470588235294)","(3.3, 4.6, 4.383333333333333)","(91.0, 270.0, 230.0)","(26.0, 55.0, 50.416666666666664)","(101.0, 550.0, 365.0)","(31.0, 75.0, 73.46153846153847)"
04-01-2023 14:23:50.392351,"(3.3, 4.0, 3.9785714285714286)","(101.0, 350.0, 320.0)","(1.85, 2.12, 2.07875)","(3.3, 4.6, 4.394736842105263)","(91.0, 270.0, 235.71428571428572)","(26.0, 55.0, 50.0)","(101.0, 450.0, 365.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:51.497235,"(3.3, 4.1, 4.0625)","(101.0, 350.0, 320.0)","(1.85, 2.12, 2.0975)","(3.3, 4.6, 4.4714285714285715)","(91.0, 270.0, 230.0)","(26.0, 55.0, 45.833333333333336)","(101.0, 450.0, 365.0)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:52.547680,"(3.3, 4.1, 4.0625)","(101.0, 350.0, 320.0)","(1.85, 2.12, 2.0975)","(3.3, 4.5, 4.409090909090909)","(91.0, 270.0, 230.0)","(26.0, 55.0, 45.833333333333336)","(101.0, 450.0, 397.36842105263156)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:53.554275,"(3.3, 4.1, 4.053125)","(101.0, 350.0, 338.125)","(1.85, 2.12, 2.106666666666667)","(3.3, 4.4, 4.328571428571429)","(91.0, 270.0, 230.0)","(26.0, 55.0, 45.833333333333336)","(101.0, 450.0, 412.96296296296293)","(31.0, 75.0, 73.75)"
04-01-2023 14:23:54.507438,"(3.3, 4.1, 4.053125)","(101.0, 350.0, 338.8235294117647)","(1.85, 2.12, 2.1090909090909093)","(3.3, 4.4, 4.294736842105263)","(91.0, 270.0, 234.70588235294116)","(26.0, 55.0, 49.0)","(101.0, 450.0, 421.15384615384613)","(31.0, 75.0, 73.78787878787878)"
04-01-2023 14:23:55.465884,"(3.3, 4.3, 4.216666666666667)","(101.0, 380.0, 285.7142857142857)","(1.85, 2.06, 2.0454545454545454)","(3.3, 4.6, 4.463636363636363)","(91.0, 270.0, 234.70588235294116)","(26.0, 55.0, 53.5)","(101.0, 450.0, 421.15384615384613)","(31.0, 75.0, 73.33333333333333)"
04-01-2023 14:23:56.474808,"(3.3, 4.3, 4.263636363636364)","(101.0, 380.0, 285.7142857142857)","(1.85, 2.06, 2.0410526315789475)","(3.5, 4.5, 4.488888888888889)","(91.0, 270.0, 234.70588235294116)","(26.0, 55.0, 51.333333333333336)","(101.0, 450.0, 340.0)","(31.0, 75.0, 73.33333333333333)"
04-01-2023 14:23:57.476448,"(3.3, 4.3, 4.205263157894737)","(101.0, 380.0, 285.7142857142857)","(1.85, 2.04, 1.9933333333333334)","(3.5, 4.7, 4.6)","(91.0, 270.0, 234.70588235294116)","(26.0, 55.0, 53.42857142857143)","(101.0, 450.0, 408.0952380952381)","(31.0, 75.0, 73.33333333333333)"
04-01-2023 14:23:58.485846,"(3.3, 4.3, 4.233333333333333)","(101.0, 380.0, 222.5)","(1.85, 2.04, 2.0036363636363634)","(3.5, 4.7, 4.411538461538462)","(91.0, 270.0, 234.70588235294116)","(26.0, 55.0, 53.333333333333336)","(101.0, 450.0, 410.0)","(31.0, 75.0, 73.66666666666667)"
04-01-2023 14:23:59.597991,"(3.2, 4.3, 4.233333333333333)","(101.0, 380.0, 213.84615384615384)","(1.8, 2.06, 2.0121052631578946)","(3.5, 4.7, 4.574999999999999)","(91.0, 270.0, 234.70588235294116)","(21.0, 55.0, 53.94736842105263)","(101.0, 450.0, 282.0)","(31.0, 75.0, 73.66666666666667)"
04-01-2023 14:24:00.669788,"(3.2, 4.3, 4.233333333333333)","(101.0, 380.0, 213.84615384615384)","(1.8, 2.06, 2.0056521739130435)","(3.5, 4.6, 4.44)","(91.0, 270.0, 244.73684210526318)","(21.0, 65.0, 48.84615384615385)","(101.0, 450.0, 282.0)","(31.0, 75.0, 73.66666666666667)"
04-01-2023 14:24:01.723393,"(3.2, 4.4, 4.236363636363636)","(101.0, 380.0, 271.42857142857144)","(1.8, 2.08, 2.0110344827586206)","(3.5, 4.6, 4.405882352941177)","(91.0, 270.0, 246.0)","(21.0, 65.0, 56.25)","(101.0, 450.0, 282.0)","(31.0, 75.0, 74.19354838709677)"
04-01-2023 14:24:02.773788,"(3.2, 4.4, 4.277777777777778)","(101.0, 370.0, 342.8571428571429)","(1.8, 2.06, 2.0082758620689654)","(3.5, 4.6, 4.42)","(91.0, 270.0, 247.14285714285714)","(26.0, 65.0, 55.0)","(101.0, 450.0, 282.0)","(31.0, 75.0, 77.94871794871794)"
04-01-2023 14:24:03.802483,"(3.3, 4.3, 4.277777777777778)","(101.0, 370.0, 356.42857142857144)","(1.8, 2.04, 2.033333333333333)","(3.5, 4.5, 4.470588235294118)","(91.0, 270.0, 247.14285714285714)","(26.0, 65.0, 54.5)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.61111111111111)"
04-01-2023 14:24:04.826471,"(3.3, 4.3, 4.277777777777778)","(101.0, 370.0, 356.42857142857144)","(1.8, 2.04, 2.025)","(3.5, 4.5, 4.4411764705882355)","(91.0, 270.0, 247.14285714285714)","(26.0, 65.0, 55.0)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.57142857142857)"
04-01-2023 14:24:06.150843,"(3.3, 4.3, 4.279310344827586)","(101.0, 370.0, 321.66666666666663)","(1.8, 2.04, 2.0228571428571427)","(3.5, 4.4, 4.352173913043479)","(91.0, 270.0, 221.42857142857144)","(26.0, 65.0, 53.9)","(101.0, 450.0, 282.0)","(31.0, 80.0, 77.77777777777777)"
04-01-2023 14:24:07.257048,"(3.3, 4.4, 4.336363636363637)","(101.0, 350.0, 321.66666666666663)","(1.8, 2.04, 2.0228571428571427)","(3.5, 4.4, 4.331578947368421)","(91.0, 250.0, 211.53846153846155)","(26.0, 55.0, 54.214285714285715)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.46153846153847)"
04-01-2023 14:24:08.338593,"(3.3, 4.4, 4.32)","(101.0, 350.0, 270.0)","(1.8, 2.04, 2.0153846153846153)","(3.5, 4.4, 4.276)","(91.0, 250.0, 214.28571428571428)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.82352941176471)"
04-01-2023 14:24:09.508928,"(3.3, 4.4, 4.389473684210527)","(101.0, 350.0, 270.0)","(1.8, 2.04, 2.0153846153846153)","(3.5, 4.4, 4.276)","(91.0, 250.0, 214.28571428571428)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.75)"
04-01-2023 14:24:10.676916,"(3.3, 4.6, 4.425806451612903)","(101.0, 350.0, 270.0)","(1.8, 2.04, 2.002127659574468)","(3.5, 4.4, 4.272164948453608)","(91.0, 250.0, 214.28571428571428)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.75)"
04-01-2023 14:24:11.934529,"(3.3, 4.6, 4.567741935483871)","(101.0, 350.0, 270.0)","(1.8, 2.02, 1.9931914893617022)","(3.5, 4.4, 4.29)","(91.0, 250.0, 212.96296296296296)","(26.0, 55.0, 53.77777777777778)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.66666666666667)"
04-01-2023 14:24:13.049002,"(3.3, 4.6, 4.567741935483871)","(101.0, 350.0, 318.0)","(1.8, 2.02, 1.9931914893617022)","(3.5, 4.3, 4.29)","(91.0, 250.0, 211.53846153846155)","(26.0, 55.0, 52.8)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.46153846153847)"
04-01-2023 14:24:14.191004,"(3.3, 4.6, 4.567741935483871)","(101.0, 350.0, 338.57142857142856)","(1.8, 2.0, 1.9975)","(3.5, 4.3, 4.289189189189189)","(91.0, 250.0, 211.53846153846155)","(26.0, 55.0, 52.8)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.4)"
04-01-2023 14:24:15.365272,"(3.3, 4.6, 4.567741935483871)","(101.0, 350.0, 270.0)","(1.8, 2.02, 1.9942857142857142)","(3.5, 4.3, 4.2785714285714285)","(91.0, 250.0, 168.1818181818182)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.75)"
04-01-2023 14:24:16.390212,"(3.3, 4.6, 4.556097560975609)","(101.0, 350.0, 201.42857142857142)","(1.8, 2.02, 1.9942857142857142)","(3.5, 4.3, 4.242)","(91.0, 250.0, 168.1818181818182)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.82352941176471)"
04-01-2023 14:24:17.376132,"(3.3, 4.6, 4.556097560975609)","(101.0, 340.0, 198.33333333333334)","(1.8, 2.04, 2.002051282051282)","(3.5, 4.3, 4.242)","(91.0, 250.0, 168.1818181818182)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.82352941176471)"
04-01-2023 14:24:18.499213,"(3.3, 4.6, 4.583783783783783)","(101.0, 340.0, 200.0)","(1.8, 2.0, 1.9944117647058823)","(3.5, 4.3, 4.264150943396227)","(91.0, 250.0, 168.1818181818182)","(26.0, 55.0, 53.77777777777778)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.4)"
04-01-2023 14:24:19.654948,"(3.3, 4.6, 4.579310344827586)","(101.0, 340.0, 200.0)","(1.8, 2.02, 1.9944117647058823)","(3.5, 4.3, 4.264150943396227)","(91.0, 250.0, 168.1818181818182)","(26.0, 55.0, 53.77777777777778)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.4)"
04-01-2023 14:24:20.769340,"(3.3, 4.6, 4.579310344827586)","(101.0, 330.0, 260.0)","(1.8, 2.02, 1.9944117647058823)","(3.5, 4.3, 4.266666666666667)","(91.0, 250.0, 209.0909090909091)","(26.0, 55.0, 52.8)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.46153846153847)"
04-01-2023 14:24:21.970398,"(3.3, 4.6, 4.578571428571428)","(101.0, 330.0, 312.5)","(1.8, 2.02, 2.011527093596059)","(3.5, 4.3, 4.2631578947368425)","(91.0, 250.0, 212.5)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.82352941176471)"
04-01-2023 14:24:23.093297,"(3.3, 4.6, 4.555)","(101.0, 330.0, 304.0)","(1.8, 2.02, 2.011527093596059)","(3.5, 4.3, 4.2631578947368425)","(91.0, 250.0, 212.5)","(26.0, 55.0, 54.08333333333333)","(101.0, 450.0, 282.0)","(31.0, 80.0, 78.82352941176471)"
04-01-2023 14:24:24.271880,"(3.3, 4.6, 4.544186046511628)","(101.0, 330.0, 304.0)","(1.8, 2.02, 2.010204081632653)","(3.5, 4.3, 4.2375)","(91.0, 250.0, 212.5)","(26.0, 55.0, 54.35714285714286)","(101.0, 440.0, 273.3333333333333)","(31.0, 80.0, 78.78787878787878)"
04-01-2023 14:24:25.543244,"(3.3, 4.6, 4.544186046511628)","(101.0, 330.0, 317.0)","(1.8, 2.02, 2.0153846153846153)","(3.5, 4.3, 4.180434782608696)","(91.0, 250.0, 209.0909090909091)","(26.0, 55.0, 54.0)","(101.0, 440.0, 395.0)","(31.0, 80.0, 77.41935483870968)"
04-01-2023 14:24:26.822507,"(3.3, 4.7, 4.625)","(101.0, 330.0, 308.33333333333337)","(1.8, 2.02, 2.013076923076923)","(3.5, 4.2, 4.180434782608696)","(91.0, 250.0, 209.0909090909091)","(26.0, 55.0, 54.0)","(101.0, 550.0, 395.0)","(31.0, 80.0, 87.6923076923077)"
04-01-2023 14:24:28.091781,"(3.3, 4.8, 4.608695652173913)","(101.0, 330.0, 308.33333333333337)","(1.8, 2.02, 2.0106349206349208)","(3.5, 4.2, 4.172549019607843)","(91.0, 250.0, 210.8695652173913)","(26.0, 55.0, 53.2)","(101.0, 550.0, 530.0)","(31.0, 90.0, 84.87179487179488)"
04-01-2023 14:24:29.297685,"(3.3, 4.7, 4.6125)","(101.0, 330.0, 318.1818181818182)","(1.8, 2.04, 2.0106349206349208)","(3.5, 4.2, 4.1648148148148145)","(91.0, 250.0, 200.0)","(26.0, 55.0, 54.25)","(101.0, 550.0, 606.25)","(31.0, 90.0, 83.18181818181819)"
04-01-2023 14:24:30.413878,"(3.3, 4.7, 4.67)","(101.0, 330.0, 320.7142857142857)","(1.8, 2.02, 2.0025)","(3.5, 4.2, 4.1648148148148145)","(91.0, 250.0, 200.0)","(26.0, 55.0, 54.25)","(101.0, 630.0, 606.25)","(31.0, 90.0, 83.18181818181819)"
