,See Me Balt,Daisy Moments,Savage Victor,What A Bomber,Miss Priddle,Showtime Holly,Fancy Kelly,Malis Gonzales
10-01-2023 20:48:49.747385,"(9.0, 17.5, 15.55)","(11.0, 17.0, 13.911764705882353)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.2375)","(3.0, 3.7, 3.5942307692307693)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.303571428571429)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:50.888479,"(9.0, 17.5, 15.8125)","(11.0, 17.0, 13.911764705882353)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.640217391304348)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.303571428571429)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:52.015978,"(9.0, 17.5, 15.8125)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.628)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.303571428571429)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:53.113919,"(9.0, 17.5, 15.8125)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.6625)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.303571428571429)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:54.198361,"(9.0, 17.5, 15.8125)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.663265306122449)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.515625)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:55.311726,"(9.0, 17.5, 16.15)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.663265306122449)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.515625)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:56.402682,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.663265306122449)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.515625)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:57.465320,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.663265306122449)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.515625)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:58.528142,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.7, 3.738095238095238)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.515625)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:48:59.608764,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.0)","(18.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.75, 3.7727272727272725)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.515625)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:00.732202,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.0)","(18.0, 32.0, 30.09090909090909)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.7727272727272725)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.303571428571429)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:01.856286,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.0)","(18.0, 32.0, 30.09090909090909)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.6999999999999997)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.303571428571429)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:02.956313,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.529411764705882)","(18.0, 32.0, 30.09090909090909)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.6999999999999997)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:03.995999,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.529411764705882)","(18.0, 32.0, 30.09090909090909)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.6999999999999997)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:05.013671,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.529411764705882)","(18.0, 32.0, 30.09090909090909)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.6999999999999997)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:06.126970,"(9.0, 17.5, 16.214285714285715)","(11.0, 17.0, 14.529411764705882)","(18.0, 32.0, 30.09090909090909)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:07.221287,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.529411764705882)","(19.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:08.372945,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:09.394094,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:10.422891,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:11.532362,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 32.0, 29.375)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.189655172413794)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:12.641293,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 32.0, 33.1)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.728571428571428)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.125)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:13.789277,"(8.5, 17.5, 15.045454545454545)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.1)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.7423076923076923)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:14.912271,"(8.5, 17.5, 15.8125)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.1)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.7642857142857142)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:16.121134,"(8.5, 17.5, 15.8125)","(10.0, 17.0, 14.375)","(19.0, 34.0, 30.0)","(2.9, 3.5, 3.28125)","(3.0, 3.8, 3.79)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:17.294937,"(8.5, 17.5, 15.875)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.6)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.79)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:18.363213,"(8.5, 17.5, 15.875)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.6)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:19.456928,"(8.5, 17.5, 15.875)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 32.15384615384615)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:20.601048,"(8.5, 17.5, 15.875)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:21.651685,"(8.5, 17.5, 16.416666666666668)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:22.795842,"(8.5, 17.5, 16.416666666666668)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.14516129032258)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:23.871063,"(8.5, 17.5, 16.416666666666668)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.28125)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.24074074074074)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:25.062745,"(8.5, 17.5, 16.416666666666668)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.25)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.24074074074074)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:26.143162,"(8.5, 17.5, 16.416666666666668)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.25)","(3.0, 3.85, 3.8295454545454546)","(4.8, 6.8, 6.4)","(8.0, 14.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:27.138684,"(8.5, 17.5, 16.416666666666668)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.27272727272727)","(2.9, 3.5, 3.25)","(3.0, 3.85, 3.83125)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:28.328024,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.83125)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:29.403986,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.83125)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:30.458651,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.809615384615385)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:31.567788,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:32.588631,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:33.704890,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:34.833704,"(8.5, 17.5, 15.045454545454545)","(10.0, 17.0, 14.375)","(19.0, 34.0, 31.77777777777778)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:35.956348,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.42857142857143)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:37.074637,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.42857142857143)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.566666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:38.280282,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.42857142857143)","(2.9, 3.5, 3.23)","(3.0, 3.85, 3.810377358490566)","(4.8, 6.8, 6.4)","(8.0, 13.5, 12.342105263157894)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:39.372897,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.42857142857143)","(2.9, 3.5, 3.25)","(3.0, 3.85, 3.690909090909091)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.5, 12.342105263157894)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:40.407458,"(8.5, 17.5, 16.214285714285715)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.42857142857143)","(2.9, 3.45, 3.25)","(3.0, 3.85, 3.690909090909091)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.5, 12.342105263157894)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:41.432918,"(8.5, 17.5, 15.045454545454545)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.45, 3.227777777777778)","(3.0, 3.85, 3.7875)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.5, 12.342105263157894)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:42.477852,"(8.5, 17.0, 16.375)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.45, 3.227777777777778)","(3.0, 3.85, 3.7875)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.5, 12.342105263157894)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:43.508986,"(8.5, 17.5, 15.25)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.45, 3.227777777777778)","(3.0, 3.85, 3.75625)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.5, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:44.548832,"(8.5, 17.5, 15.25)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2333333333333334)","(3.0, 3.85, 3.775)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:45.565370,"(8.5, 17.0, 16.375)","(10.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.257142857142857)","(3.0, 3.9, 3.7653846153846153)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:46.947506,"(8.5, 17.0, 15.447368421052632)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8027777777777776)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:48.198853,"(8.5, 17.5, 15.447368421052632)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8027777777777776)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:49.273864,"(8.5, 17.5, 15.447368421052632)","(10.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8027777777777776)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:50.393861,"(9.0, 17.5, 15.447368421052632)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8027777777777776)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:51.476374,"(9.0, 17.5, 15.447368421052632)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8027777777777776)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:52.517217,"(9.0, 17.5, 15.447368421052632)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8027777777777776)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:53.672224,"(9.0, 17.5, 15.447368421052632)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8204545454545453)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:54.733175,"(9.0, 17.5, 15.447368421052632)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.9, 3.8204545454545453)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:55.703372,"(9.0, 17.5, 15.447368421052632)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:56.774361,"(9.0, 17.0, 16.166666666666668)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:57.935783,"(9.0, 17.0, 15.571428571428571)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:58.953568,"(9.0, 17.0, 15.571428571428571)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:49:59.994559,"(9.0, 17.0, 15.571428571428571)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.230769230769231)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:01.130827,"(9.0, 17.0, 15.571428571428571)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:02.280141,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:03.418952,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.8363636363636364)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:04.589325,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.529411764705882)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:05.620889,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:06.784101,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:07.827830,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:08.906962,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:09.979465,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:11.136989,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.835)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:12.163557,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.85, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:13.155121,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.9, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:14.201371,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.9, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:15.245233,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.9, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.833333333333334)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:16.334254,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.9, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.166666666666666)","(31.0, 44.0, 38.46153846153846)"
10-01-2023 20:50:17.415009,"(9.0, 16.5, 15.833333333333334)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.9, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.166666666666666)","(31.0, 44.0, 38.857142857142854)"
10-01-2023 20:50:18.380570,"(9.0, 16.5, 15.3)","(11.0, 17.0, 14.375)","(19.0, 34.0, 33.38461538461539)","(2.9, 3.4, 3.2285714285714286)","(3.0, 3.9, 3.8427083333333334)","(4.8, 6.8, 6.389473684210526)","(8.0, 13.0, 12.166666666666666)","(31.0, 44.0, 38.857142857142854)"
