,Prawn Topper,Gin And Vodka,Betty Boop,Deputy Mayor,Poor Wally
08-01-2023 19:06:44.100646,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1462962962962964)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.2, 7.461538461538462)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:45.070039,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1462962962962964)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.2, 7.461538461538462)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:46.041163,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1462962962962964)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.2, 7.461538461538462)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:46.936035,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1462962962962964)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.2, 7.461538461538462)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:47.884215,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1196969696969696)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.614285714285715)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:48.743590,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1196969696969696)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.614285714285715)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:49.610835,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1196969696969696)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.614285714285715)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:50.496882,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1196969696969696)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.614285714285715)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:51.366656,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1196969696969696)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.614285714285715)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:52.217975,"(91.0, 250.0, 230.0)","(2.6, 3.15, 3.1196969696969696)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.614285714285715)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:53.145724,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1333333333333333)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.525)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:54.037451,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1333333333333333)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.525)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:54.981981,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1333333333333333)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.525)","(1.7, 1.88, 1.865464480874317)"
08-01-2023 19:06:55.926669,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1333333333333333)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.525)","(1.7, 1.88, 1.8714942528735632)"
08-01-2023 19:06:56.847850,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.11875)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.525)","(1.7, 1.88, 1.8775438596491227)"
08-01-2023 19:06:57.761357,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.0785714285714283)","(31.0, 75.0, 72.6923076923077)","(4.8, 8.0, 7.533333333333333)","(1.7, 1.88, 1.875)"
08-01-2023 19:06:58.612538,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.1023809523809525)","(31.0, 75.0, 72.6923076923077)","(4.8, 7.8, 7.48)","(1.7, 1.89, 1.875)"
08-01-2023 19:06:59.567668,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.059090909090909)","(31.0, 110.0, 99.61538461538461)","(4.8, 7.8, 7.326315789473684)","(1.7, 1.89, 1.885531914893617)"
08-01-2023 19:07:00.527021,"(91.0, 250.0, 216.66666666666666)","(2.6, 3.15, 3.059090909090909)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.326315789473684)","(1.7, 1.89, 1.885531914893617)"
08-01-2023 19:07:01.398975,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.326315789473684)","(1.7, 1.89, 1.885531914893617)"
08-01-2023 19:07:02.277165,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8846153846153846)"
08-01-2023 19:07:03.169640,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8857142857142857)"
08-01-2023 19:07:04.020304,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8857142857142857)"
08-01-2023 19:07:05.001217,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:05.837719,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:06.684993,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:07.621589,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:08.567101,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:09.510317,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:10.465825,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 81.66666666666667)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:11.309664,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.091176470588235)","(31.0, 110.0, 76.0)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:12.170903,"(91.0, 260.0, 220.0)","(2.6, 3.15, 3.0875)","(31.0, 110.0, 76.0)","(4.8, 7.8, 7.2827586206896555)","(1.7, 1.89, 1.8869117647058822)"
08-01-2023 19:07:13.124309,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.073076923076923)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.2615384615384615)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:14.060348,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.073076923076923)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.2615384615384615)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:14.902203,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.073076923076923)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.2615384615384615)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:15.700139,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.073076923076923)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.2615384615384615)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:16.580766,"(91.0, 250.0, 210.0)","(2.6, 3.15, 3.060344827586207)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.2615384615384615)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:17.520062,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.05983606557377)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.45)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:18.455694,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.05983606557377)","(31.0, 110.0, 77.61904761904762)","(4.8, 7.8, 7.45)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:19.365793,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.05983606557377)","(31.0, 100.0, 94.0)","(4.8, 7.8, 7.45)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:20.178392,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.05983606557377)","(31.0, 100.0, 94.0)","(4.8, 7.8, 7.45)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:21.095937,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0767605633802817)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.276190476190476)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:22.072568,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0767605633802817)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.276190476190476)","(1.7, 1.89, 1.8873076923076921)"
08-01-2023 19:07:23.050560,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0767605633802817)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.239024390243903)","(1.7, 1.89, 1.8948837209302325)"
08-01-2023 19:07:23.990823,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8948837209302325)"
08-01-2023 19:07:24.928867,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.894054054054054)"
08-01-2023 19:07:25.808828,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.894054054054054)"
08-01-2023 19:07:26.666064,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.894054054054054)"
08-01-2023 19:07:27.678960,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.89531914893617)"
08-01-2023 19:07:28.582619,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.8961403508771928)"
08-01-2023 19:07:29.464453,"(91.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.8961403508771928)"
08-01-2023 19:07:30.349757,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.8961403508771928)"
08-01-2023 19:07:31.192207,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.1269230769230765)","(1.7, 1.9, 1.896901408450704)"
08-01-2023 19:07:32.154710,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.094736842105263)","(1.7, 1.9, 1.8974242424242422)"
08-01-2023 19:07:33.102146,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(4.8, 7.6, 7.046153846153846)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:33.944574,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.230769230769231)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:34.904206,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:35.781823,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:36.685562,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.060344827586207)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:37.542169,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0601694915254236)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:38.369130,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0601694915254236)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:39.325524,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0601694915254236)","(31.0, 100.0, 95.0)","(5.0, 7.6, 7.235555555555556)","(1.7, 1.9, 1.8972131147540983)"
08-01-2023 19:07:40.332653,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.15, 3.0601694915254236)","(31.0, 100.0, 76.94444444444444)","(5.0, 7.6, 7.222222222222222)","(1.7, 1.9, 1.9321428571428572)"
08-01-2023 19:07:41.254651,"(81.0, 250.0, 208.33333333333334)","(2.6, 3.1, 3.0833333333333335)","(31.0, 95.0, 76.94444444444444)","(5.0, 7.4, 7.222222222222222)","(1.7, 1.95, 1.9575)"
08-01-2023 19:07:42.251378,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.1, 3.075)","(31.0, 95.0, 76.94444444444444)","(5.0, 7.4, 6.9)","(1.7, 1.97, 1.9729032258064516)"
08-01-2023 19:07:43.248428,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 3.0416666666666665)","(31.0, 95.0, 76.94444444444444)","(5.0, 7.4, 6.8307692307692305)","(1.7, 2.0, 1.9683333333333333)"
08-01-2023 19:07:44.204761,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 3.0416666666666665)","(31.0, 95.0, 76.94444444444444)","(5.0, 7.2, 6.730434782608695)","(1.7, 1.97, 1.9666666666666666)"
08-01-2023 19:07:45.241805,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 3.0005882352941176)","(31.0, 95.0, 76.94444444444444)","(5.0, 7.2, 6.69375)","(1.7, 1.97, 1.9666666666666666)"
08-01-2023 19:07:46.202390,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 3.0005882352941176)","(31.0, 95.0, 76.94444444444444)","(5.0, 7.2, 6.72)","(1.7, 1.97, 1.9692857142857143)"
08-01-2023 19:07:47.055929,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 3.0125)","(31.0, 95.0, 76.94444444444444)","(5.0, 6.8, 6.72)","(1.7, 1.97, 1.9692857142857143)"
08-01-2023 19:07:47.990434,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 3.0005882352941176)","(31.0, 160.0, 93.68421052631578)","(5.0, 6.8, 6.584615384615384)","(1.7, 1.99, 1.9857142857142858)"
08-01-2023 19:07:48.947724,"(81.0, 230.0, 203.33333333333334)","(2.6, 3.05, 2.992962962962963)","(31.0, 140.0, 118.33333333333334)","(5.0, 6.8, 6.4222222222222225)","(1.7, 1.99, 1.989375)"
08-01-2023 19:07:49.964100,"(81.0, 140.0, 108.0)","(2.6, 3.05, 2.992962962962963)","(31.0, 140.0, 118.33333333333334)","(5.0, 6.8, 6.435714285714286)","(1.7, 1.99, 2.005)"
08-01-2023 19:07:50.878221,"(81.0, 130.0, 115.0)","(2.6, 3.05, 2.992962962962963)","(31.0, 140.0, 118.33333333333334)","(5.0, 6.8, 6.52)","(1.7, 2.02, 2.0183333333333335)"
08-01-2023 19:07:51.881989,"(81.0, 140.0, 129.33333333333334)","(2.6, 3.05, 2.992962962962963)","(31.0, 140.0, 118.33333333333334)","(5.0, 6.6, 6.4)","(1.7, 2.02, 2.0258823529411765)"
08-01-2023 19:07:52.810055,"(81.0, 140.0, 129.33333333333334)","(2.6, 3.05, 2.992962962962963)","(31.0, 140.0, 118.33333333333334)","(5.0, 6.6, 6.257142857142857)","(1.7, 2.04, 2.033333333333333)"
08-01-2023 19:07:53.675747,"(81.0, 140.0, 129.33333333333334)","(2.6, 3.05, 2.992962962962963)","(31.0, 130.0, 111.66666666666666)","(5.0, 6.6, 6.257142857142857)","(1.7, 2.04, 2.033333333333333)"
08-01-2023 19:07:54.634039,"(81.0, 140.0, 129.33333333333334)","(2.6, 3.05, 2.992962962962963)","(31.0, 120.0, 105.0)","(5.0, 6.6, 6.2)","(1.7, 2.04, 2.039090909090909)"
08-01-2023 19:07:55.608140,"(81.0, 140.0, 126.66666666666667)","(2.6, 3.05, 2.992962962962963)","(31.0, 120.0, 105.0)","(5.0, 6.6, 6.04)","(1.7, 2.04, 2.04875)"
08-01-2023 19:07:56.493537,"(81.0, 140.0, 126.66666666666667)","(2.6, 3.05, 2.992962962962963)","(31.0, 120.0, 105.0)","(5.0, 6.6, 6.04)","(1.7, 2.06, 2.0568627450980395)"
08-01-2023 19:07:57.399003,"(81.0, 140.0, 126.66666666666667)","(2.6, 3.05, 2.992962962962963)","(31.0, 120.0, 105.0)","(5.0, 6.6, 6.035294117647059)","(1.7, 2.06, 2.05)"
08-01-2023 19:07:58.328080,"(81.0, 140.0, 126.66666666666667)","(2.6, 3.05, 2.992962962962963)","(31.0, 70.0, 68.125)","(5.0, 6.6, 6.035294117647059)","(1.7, 2.06, 2.0633333333333335)"
08-01-2023 19:07:59.173126,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 2.992962962962963)","(31.0, 70.0, 68.84615384615384)","(5.0, 6.6, 6.035294117647059)","(1.7, 2.08, 2.0633333333333335)"
08-01-2023 19:08:00.132774,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 2.992962962962963)","(31.0, 70.0, 68.63636363636364)","(5.0, 6.4, 6.2)","(1.7, 2.08, 2.0633333333333335)"
08-01-2023 19:08:01.038593,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 2.992962962962963)","(31.0, 70.0, 68.63636363636364)","(5.0, 6.4, 6.2)","(1.7, 2.08, 2.0633333333333335)"
08-01-2023 19:08:01.849222,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 2.992962962962963)","(31.0, 70.0, 68.63636363636364)","(5.0, 6.4, 6.2)","(1.7, 2.08, 2.0633333333333335)"
08-01-2023 19:08:02.778350,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 2.992962962962963)","(31.0, 70.0, 69.28571428571429)","(5.0, 6.4, 6.142857142857143)","(1.7, 2.08, 2.071304347826087)"
08-01-2023 19:08:03.677592,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 3.0068965517241377)","(31.0, 100.0, 89.23076923076923)","(5.0, 6.2, 6.0181818181818185)","(1.7, 2.08, 2.078823529411765)"
08-01-2023 19:08:04.662847,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 3.0068965517241377)","(31.0, 95.0, 93.42105263157895)","(5.0, 6.2, 6.0)","(1.7, 2.08, 2.078823529411765)"
08-01-2023 19:08:05.637319,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 3.0068965517241377)","(31.0, 95.0, 93.42105263157895)","(5.0, 6.2, 5.885714285714285)","(1.7, 2.08, 2.0792592592592594)"
08-01-2023 19:08:06.482074,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 3.0068965517241377)","(31.0, 95.0, 93.42105263157895)","(5.0, 6.0, 5.828571428571428)","(1.7, 2.08, 2.0672727272727274)"
08-01-2023 19:08:07.361223,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 3.0068965517241377)","(31.0, 95.0, 80.42857142857143)","(5.0, 6.0, 5.828571428571428)","(1.7, 2.1, 2.0672727272727274)"
08-01-2023 19:08:08.373521,"(81.0, 140.0, 131.42857142857142)","(2.6, 3.05, 3.0068965517241377)","(31.0, 95.0, 85.45454545454545)","(5.0, 6.0, 5.828571428571428)","(1.7, 2.1, 2.0672727272727274)"
08-01-2023 19:08:09.346425,"(81.0, 140.0, 127.6923076923077)","(2.6, 3.05, 3.0068965517241377)","(31.0, 90.0, 77.5)","(5.0, 6.0, 5.772)","(1.7, 2.1, 2.0695774647887326)"
08-01-2023 19:08:10.267826,"(81.0, 140.0, 127.6923076923077)","(2.6, 3.05, 3.0068965517241377)","(31.0, 90.0, 77.5)","(5.0, 6.0, 5.772)","(1.7, 2.1, 2.0695774647887326)"
08-01-2023 19:08:11.213897,"(81.0, 140.0, 131.11111111111111)","(2.6, 3.05, 3.0068965517241377)","(31.0, 90.0, 77.83783783783784)","(5.0, 6.0, 5.772)","(1.7, 2.1, 2.0695774647887326)"
08-01-2023 19:08:12.082989,"(81.0, 140.0, 137.14285714285714)","(2.6, 3.05, 3.007142857142857)","(31.0, 90.0, 77.83783783783784)","(5.0, 6.0, 5.772)","(1.7, 2.1, 2.0695774647887326)"
08-01-2023 19:08:12.977250,"(81.0, 140.0, 138.33333333333334)","(2.6, 3.05, 3.007142857142857)","(31.0, 90.0, 77.83783783783784)","(5.0, 6.0, 5.71)","(1.7, 2.1, 2.0695774647887326)"
08-01-2023 19:08:13.914106,"(81.0, 140.0, 138.33333333333334)","(2.6, 3.05, 3.0115384615384615)","(31.0, 90.0, 77.83783783783784)","(5.0, 6.0, 5.71)","(1.7, 2.1, 2.0689208633093528)"
08-01-2023 19:08:14.833635,"(81.0, 140.0, 138.33333333333334)","(2.6, 3.05, 3.0115384615384615)","(31.0, 90.0, 77.83783783783784)","(5.0, 6.0, 5.75)","(1.7, 2.1, 2.0704109589041098)"
08-01-2023 19:08:15.715183,"(81.0, 140.0, 138.33333333333334)","(2.6, 3.1, 3.0375)","(31.0, 90.0, 71.05263157894737)","(5.0, 5.9, 5.75)","(1.7, 2.1, 2.0785365853658537)"
08-01-2023 19:08:16.586748,"(81.0, 140.0, 139.0909090909091)","(2.6, 3.1, 3.065)","(31.0, 90.0, 71.05263157894737)","(5.0, 5.9, 5.75)","(1.7, 2.08, 2.0840336134453783)"
08-01-2023 19:08:17.510746,"(81.0, 140.0, 139.0909090909091)","(2.6, 2.98, 2.9741463414634146)","(31.0, 90.0, 71.11111111111111)","(5.0, 6.0, 6.223076923076923)","(1.7, 2.1, 2.0322666666666667)"
08-01-2023 19:08:18.433753,"(81.0, 140.0, 139.52380952380952)","(2.6, 3.0, 2.993333333333333)","(31.0, 90.0, 71.17647058823529)","(5.0, 6.4, 6.231578947368421)","(1.7, 2.06, 2.000810810810811)"
08-01-2023 19:08:19.343817,"(81.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.0607142857142855)","(31.0, 90.0, 71.11111111111111)","(5.0, 6.4, 6.266666666666667)","(1.7, 2.02, 2.023846153846154)"
08-01-2023 19:08:20.236904,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.073076923076923)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.266666666666667)","(1.7, 2.04, 2.0412500000000002)"
08-01-2023 19:08:21.052405,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0412500000000002)"
08-01-2023 19:08:21.923836,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.032063492063492)"
08-01-2023 19:08:22.890942,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0395348837209304)"
08-01-2023 19:08:23.844325,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0395348837209304)"
08-01-2023 19:08:24.973747,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0395348837209304)"
08-01-2023 19:08:26.105013,"(91.0, 140.0, 139.0909090909091)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0356)"
08-01-2023 19:08:27.017721,"(91.0, 140.0, 139.0909090909091)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0356)"
08-01-2023 19:08:28.031303,"(91.0, 140.0, 139.0909090909091)","(2.6, 3.1, 3.042105263157895)","(31.0, 90.0, 77.85714285714286)","(5.0, 6.4, 6.247619047619048)","(1.7, 2.06, 2.0)"
08-01-2023 19:08:29.087858,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.074074074074074)","(31.0, 90.0, 74.375)","(5.0, 6.6, 6.608695652173913)","(1.7, 2.02, 1.9869767441860464)"
08-01-2023 19:08:30.051382,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.086666666666667)","(31.0, 80.0, 76.25)","(5.0, 6.8, 6.608695652173913)","(1.7, 2.0, 1.9852631578947368)"
08-01-2023 19:08:30.946000,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.0844827586206898)","(31.0, 80.0, 76.25)","(5.0, 6.8, 6.619999999999999)","(1.7, 2.0, 1.9852631578947368)"
08-01-2023 19:08:31.859577,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.077777777777778)","(31.0, 80.0, 77.95454545454545)","(5.0, 7.0, 6.64)","(1.7, 2.0, 1.9852631578947368)"
08-01-2023 19:08:32.811445,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.077777777777778)","(31.0, 80.0, 77.95454545454545)","(5.0, 7.0, 6.64)","(1.7, 2.0, 1.9846875)"
08-01-2023 19:08:34.078564,"(91.0, 140.0, 139.52380952380952)","(2.6, 3.1, 3.0791666666666666)","(31.0, 80.0, 81.52173913043478)","(5.0, 7.0, 6.699999999999999)","(1.7, 1.98, 1.9789240506329113)"
