,Star Sparks,Momack,Estadio Mestalla,Born With Wings,High Court,Tip Of The Spear,Bend The Knee,Bazooka,Chateaux Park,Estreet
07-01-2023 15:33:06.048021,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.779710144927536)","(2.6, 2.92, 2.9158549222797925)","(15.0, 18.5, 18.166666666666668)","(15.0, 18.0, 17.40566037735849)","(18.0, 22.0, 20.166666666666668)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.5, 12.01054852320675)","(17.0, 22.0, 21.660377358490567)","(21.0, 34.0, 32.0)"
07-01-2023 15:33:07.778513,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.772413793103448)","(2.6, 2.92, 2.897927461139896)","(15.0, 18.5, 18.166666666666668)","(15.0, 17.5, 17.40566037735849)","(18.0, 22.0, 20.166666666666668)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.5, 12.01054852320675)","(17.0, 22.0, 21.660377358490567)","(21.0, 34.0, 32.0)"
07-01-2023 15:33:09.386640,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.772413793103448)","(2.6, 2.9, 2.8985915492957743)","(15.0, 18.5, 18.166666666666668)","(15.0, 17.5, 17.40566037735849)","(18.0, 22.0, 20.054054054054053)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.5, 11.954887218045112)","(17.0, 22.0, 21.660377358490567)","(21.0, 34.0, 32.0)"
07-01-2023 15:33:10.939154,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.755555555555555)","(2.6, 2.9, 2.901658986175115)","(15.0, 18.5, 17.375)","(15.0, 17.5, 17.40566037735849)","(18.0, 22.0, 20.054054054054053)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.954887218045112)","(17.0, 22.0, 21.660377358490567)","(21.0, 34.0, 32.0)"
07-01-2023 15:33:12.345738,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.859574468085107)","(2.6, 2.94, 2.9016438356164382)","(15.0, 18.5, 17.375)","(15.0, 17.5, 17.40566037735849)","(18.0, 22.0, 20.054054054054053)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.954887218045112)","(17.0, 22.0, 21.71917808219178)","(21.0, 34.0, 32.0)"
07-01-2023 15:33:13.826268,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.859574468085107)","(2.6, 2.94, 2.9095652173913042)","(15.0, 18.5, 17.375)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 19.797619047619047)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.954887218045112)","(17.0, 22.0, 21.71917808219178)","(21.0, 34.0, 32.0)"
07-01-2023 15:33:15.200205,"(5.5, 6.8, 6.663265306122448)","(8.5, 10.0, 9.846464646464646)","(2.6, 2.94, 2.9090036900369003)","(15.0, 18.5, 17.4875)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 19.98913043478261)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.954887218045112)","(17.0, 22.0, 22.842105263157894)","(21.0, 34.0, 31.0)"
07-01-2023 15:33:16.542269,"(5.5, 6.6, 6.58)","(8.5, 10.0, 9.846464646464646)","(2.6, 2.94, 2.908421052631579)","(15.0, 18.5, 17.4875)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.112244897959183)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.954887218045112)","(17.0, 24.0, 22.842105263157894)","(21.0, 34.0, 31.0)"
07-01-2023 15:33:17.861455,"(5.5, 6.6, 6.58)","(8.5, 10.0, 9.846464646464646)","(2.6, 2.94, 2.9065338645418324)","(15.0, 18.5, 17.4875)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.112244897959183)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.94)","(17.0, 24.0, 22.842105263157894)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:19.121683,"(5.5, 6.6, 6.5775)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.94, 2.9058536585365853)","(15.0, 18.5, 17.4875)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.112244897959183)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.942857142857143)","(17.0, 24.0, 22.842105263157894)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:20.505221,"(5.5, 6.6, 6.5775)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.94, 2.8962214983713355)","(15.0, 18.5, 17.4875)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.15)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.842105263157894)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:22.119367,"(5.5, 6.6, 6.538536585365853)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.9, 2.910787172011662)","(15.0, 18.5, 17.4875)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.842105263157894)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:23.627244,"(5.5, 6.6, 6.538536585365853)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.94, 2.913846153846154)","(15.0, 18.5, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:25.074212,"(5.5, 6.6, 6.535251798561151)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.94, 2.9062111801242234)","(15.0, 19.0, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:26.495685,"(5.5, 6.6, 6.535251798561151)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.94, 2.9291525423728815)","(15.0, 19.0, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:27.853854,"(5.5, 6.6, 6.535251798561151)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.94, 2.9167567567567567)","(15.0, 19.0, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.833333333333334)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:29.192911,"(5.5, 6.6, 6.546198830409357)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.96, 2.9160730593607305)","(15.0, 19.0, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.825)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:30.505528,"(5.5, 6.6, 6.546198830409357)","(8.5, 10.0, 9.838297872340425)","(2.6, 2.96, 2.9160730593607305)","(15.0, 19.0, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.825)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:31.754265,"(5.5, 6.6, 6.546198830409357)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.96, 2.918414985590778)","(15.0, 19.0, 18.22222222222222)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.825)","(10.0, 12.0, 11.952)","(17.0, 24.0, 22.742857142857144)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:33.080309,"(5.5, 6.6, 6.546198830409357)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.96, 2.918880484114977)","(15.0, 19.0, 17.6)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.825)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.84)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:34.306336,"(5.5, 6.6, 6.546198830409357)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.96, 2.920863930885529)","(15.0, 19.0, 17.6)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.93063583815029)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.875)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:35.656876,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.96, 2.920769230769231)","(15.0, 19.0, 17.6)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.931034482758621)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.857142857142858)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:36.908039,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.94, 2.9265771812080534)","(15.0, 19.0, 17.6)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.931034482758621)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.857142857142858)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:38.233092,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.94, 2.9339209726443767)","(15.0, 19.0, 17.133333333333333)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.936416184971097)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.875)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:39.473669,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.75774647887324)","(2.6, 2.94, 2.9339209726443767)","(15.0, 19.0, 17.133333333333333)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.936416184971097)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.875)","(21.0, 34.0, 29.404255319148938)"
07-01-2023 15:33:40.649993,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.703225806451613)","(2.6, 2.94, 2.9339209726443767)","(15.0, 19.0, 17.133333333333333)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.936416184971097)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.875)","(21.0, 34.0, 30.153846153846153)"
07-01-2023 15:33:41.766290,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.749152542372881)","(2.6, 2.94, 2.939029126213592)","(15.0, 19.0, 17.133333333333333)","(15.0, 17.5, 17.40566037735849)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.936416184971097)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:42.963210,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.749152542372881)","(2.6, 2.94, 2.9389795918367345)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 17.418032786885245)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.936416184971097)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.857142857142858)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:44.399296,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.94, 2.944021164021164)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 17.418032786885245)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.936416184971097)","(10.0, 12.0, 11.952)","(17.0, 24.0, 23.857142857142858)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:45.802594,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.96, 2.944861111111111)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 17.418032786885245)","(17.0, 22.0, 20.391304347826086)","(12.0, 15.0, 14.93452380952381)","(10.0, 12.0, 11.471794871794872)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:47.203405,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.96, 2.944861111111111)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 17.418032786885245)","(17.0, 22.0, 20.15)","(12.0, 15.0, 14.93452380952381)","(10.0, 11.5, 11.435643564356436)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:48.515718,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.96, 2.944861111111111)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 17.418032786885245)","(17.0, 22.0, 20.15)","(12.0, 15.0, 14.93452380952381)","(10.0, 11.5, 11.435960591133005)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:49.826325,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.96, 2.948241758241758)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 17.378048780487806)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.93452380952381)","(10.0, 11.5, 11.432642487046632)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:51.228312,"(5.5, 6.6, 6.552317880794702)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.96, 2.947594202898551)","(15.0, 19.0, 17.894736842105264)","(15.0, 17.5, 18.161290322580644)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.93452380952381)","(10.0, 11.5, 11.282006920415224)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:52.477101,"(5.5, 6.6, 6.545038167938931)","(8.5, 9.8, 9.666666666666666)","(2.6, 2.96, 2.947594202898551)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.125)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.93452380952381)","(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:53.679006,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.932743362831859)","(2.6, 2.96, 2.945442176870748)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.125)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.923076923076923)","(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:54.914535,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.932743362831859)","(2.6, 2.96, 2.945442176870748)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.125)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.923076923076923)","(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:56.139744,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.932743362831859)","(2.6, 2.96, 2.9451903114186853)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.184210526315788)","(17.0, 22.0, 20.05263157894737)","(12.0, 15.0, 14.923076923076923)","(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:57.398846,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.892024539877301)","(2.6, 2.96, 2.9449295774647886)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.184210526315788)","(17.0, 22.0, 20.05263157894737)","(12.0, 15.0, 14.923076923076923)","(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:58.649620,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.892024539877301)","(2.6, 2.96, 2.947030303030303)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.184210526315788)","(17.0, 22.0, 20.05263157894737)","(12.0, 15.0, 14.881720430107528)","(10.0, 11.5, 11.27659574468085)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:33:59.868313,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.88860759493671)","(2.6, 2.96, 2.9442533936651585)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.184210526315788)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.881720430107528)","(10.0, 11.5, 11.275)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:01.100731,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.88860759493671)","(2.6, 2.96, 2.943888888888889)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 18.184210526315788)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.875)","(10.0, 11.5, 11.275)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:02.434743,"(5.5, 6.6, 6.545038167938931)","(8.5, 10.0, 9.88860759493671)","(2.6, 2.96, 2.943888888888889)","(15.0, 19.0, 17.894736842105264)","(15.0, 18.5, 17.9)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.875)","(10.0, 11.5, 11.275)","(17.0, 24.0, 23.862068965517242)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:04.045036,"(5.5, 6.6, 6.5533980582524265)","(8.5, 10.0, 9.837037037037037)","(2.6, 2.96, 2.9412903225806453)","(15.0, 19.0, 17.727272727272727)","(15.0, 18.5, 17.9)","(17.0, 22.0, 20.27906976744186)","(12.0, 15.0, 14.875)","(9.0, 11.5, 11.287162162162161)","(17.0, 24.0, 23.875)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:05.304792,"(5.5, 6.6, 6.543783783783783)","(8.5, 10.0, 9.837037037037037)","(2.6, 2.96, 2.9412903225806453)","(15.0, 19.0, 17.727272727272727)","(15.0, 18.5, 17.324324324324323)","(17.0, 22.0, 20.352941176470587)","(12.0, 15.0, 14.412087912087912)","(9.0, 11.5, 11.31578947368421)","(17.0, 24.0, 22.434782608695652)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:06.517640,"(5.5, 6.6, 6.327868852459017)","(8.5, 10.0, 9.70625)","(2.6, 2.96, 2.9413259668508287)","(15.0, 19.0, 18.03448275862069)","(15.0, 18.0, 17.324324324324323)","(17.0, 21.0, 20.36842105263158)","(12.0, 14.5, 14.393333333333333)","(9.0, 11.5, 11.31578947368421)","(17.0, 23.0, 22.40909090909091)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:07.809370,"(5.5, 6.4, 6.327868852459017)","(8.5, 9.8, 9.70625)","(2.6, 2.96, 2.9407954545454547)","(15.0, 19.0, 18.5)","(15.0, 18.0, 17.324324324324323)","(17.0, 21.0, 20.36842105263158)","(12.0, 14.5, 14.393333333333333)","(9.0, 11.5, 11.30674846625767)","(17.0, 23.0, 22.40909090909091)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:09.367061,"(5.5, 6.4, 6.327868852459017)","(8.5, 9.8, 9.70625)","(2.6, 2.96, 2.9460905349794237)","(15.0, 19.0, 18.0)","(15.0, 18.0, 17.695652173913043)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.335078534031414)","(17.0, 23.0, 22.40909090909091)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:10.873634,"(5.5, 6.4, 6.326388888888889)","(8.5, 9.8, 9.70625)","(2.6, 2.96, 2.945798319327731)","(15.0, 19.0, 18.151515151515152)","(15.0, 18.0, 17.61111111111111)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 23.0, 21.96551724137931)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 15:34:12.238095,"(5.5, 6.4, 6.326388888888889)","(8.5, 9.8, 9.70625)","(2.6, 2.96, 2.9463440860215053)","(15.0, 19.0, 18.192307692307693)","(15.0, 18.0, 17.529411764705884)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 22.0, 22.43801652892562)","(21.0, 32.0, 30.58823529411765)"
07-01-2023 15:34:13.561422,"(5.5, 6.4, 6.326388888888889)","(8.5, 9.8, 9.70625)","(2.6, 2.96, 2.9463440860215053)","(15.0, 19.0, 18.192307692307693)","(15.0, 18.0, 17.529411764705884)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 23.0, 22.43801652892562)","(21.0, 32.0, 30.58823529411765)"
07-01-2023 15:34:14.928239,"(5.5, 6.4, 6.209142857142857)","(8.5, 9.8, 9.70625)","(2.6, 2.96, 2.9463440860215053)","(15.0, 19.0, 18.192307692307693)","(15.0, 18.0, 17.529411764705884)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 23.0, 22.43801652892562)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:16.292258,"(5.5, 6.4, 6.243559718969555)","(8.5, 9.8, 9.734782608695653)","(2.6, 2.96, 2.944822695035461)","(15.0, 19.0, 18.391304347826086)","(15.0, 18.0, 17.529411764705884)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 23.0, 22.43801652892562)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:17.581190,"(5.5, 6.2, 6.1511764705882355)","(8.5, 9.8, 9.734782608695653)","(2.6, 2.96, 2.9468)","(15.0, 19.0, 18.391304347826086)","(15.0, 18.0, 17.61904761904762)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 23.0, 22.56)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:18.864066,"(5.5, 6.2, 6.1511764705882355)","(8.5, 10.0, 9.784172661870503)","(2.6, 2.96, 2.945333333333333)","(15.0, 19.0, 18.391304347826086)","(15.0, 18.0, 17.61904761904762)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.428571428571429)","(17.0, 23.0, 22.59259259259259)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:20.203448,"(5.5, 6.2, 6.146964856230032)","(8.5, 10.0, 9.784172661870503)","(2.6, 2.96, 2.945333333333333)","(15.0, 19.0, 18.391304347826086)","(15.0, 18.0, 17.61904761904762)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.464285714285714)","(9.0, 11.5, 11.426553672316384)","(17.0, 23.0, 21.732142857142858)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:21.428613,"(5.5, 6.2, 6.084444444444444)","(8.5, 10.0, 9.867256637168142)","(2.6, 2.96, 2.945333333333333)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.61904761904762)","(17.0, 21.0, 20.454545454545453)","(12.0, 14.5, 14.466804979253112)","(9.0, 11.5, 11.426553672316384)","(17.0, 22.0, 21.732142857142858)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:22.748408,"(5.5, 6.2, 6.132394366197183)","(8.5, 10.0, 9.910569105691057)","(2.6, 2.96, 2.945333333333333)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.61904761904762)","(17.0, 21.0, 20.357142857142858)","(12.0, 14.5, 14.466804979253112)","(9.0, 11.5, 11.426553672316384)","(17.0, 22.0, 21.732142857142858)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:24.075318,"(5.5, 6.2, 6.127601809954752)","(8.5, 10.0, 9.910569105691057)","(2.6, 2.94, 2.9362773722627735)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.61904761904762)","(17.0, 21.0, 20.357142857142858)","(12.0, 14.5, 14.466804979253112)","(9.0, 11.5, 11.426553672316384)","(17.0, 22.0, 21.732142857142858)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 15:34:25.513925,"(5.5, 6.2, 6.127601809954752)","(8.5, 10.0, 9.902654867256638)","(2.6, 2.94, 2.9362773722627735)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.703703703703702)","(17.0, 21.0, 20.5)","(12.0, 14.5, 14.694444444444445)","(9.0, 11.5, 11.707317073170731)","(17.0, 22.0, 21.717391304347824)","(21.0, 32.0, 31.157894736842106)"
07-01-2023 15:34:26.997380,"(5.5, 6.2, 6.134693877551021)","(8.5, 9.8, 9.679591836734694)","(2.6, 2.94, 2.9375974025974028)","(15.0, 19.0, 18.81081081081081)","(15.0, 18.0, 17.703703703703702)","(17.0, 21.0, 20.333333333333332)","(12.0, 15.0, 14.856164383561644)","(9.0, 12.0, 11.611940298507463)","(17.0, 22.0, 21.717391304347824)","(21.0, 32.0, 31.157894736842106)"
07-01-2023 15:34:28.419139,"(5.5, 6.2, 6.144827586206897)","(8.5, 9.8, 9.674468085106383)","(2.6, 2.94, 2.9375577557755777)","(15.0, 19.0, 18.81081081081081)","(15.0, 18.0, 17.703703703703702)","(17.0, 21.0, 20.333333333333332)","(12.0, 15.5, 14.856164383561644)","(9.0, 12.0, 11.573770491803279)","(17.0, 22.0, 21.662337662337663)","(21.0, 32.0, 31.157894736842106)"
07-01-2023 15:34:29.812169,"(5.5, 6.2, 6.144827586206897)","(8.5, 9.8, 9.674468085106383)","(2.6, 2.94, 2.9590777338603425)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.703703703703702)","(17.0, 21.0, 20.5)","(12.0, 15.5, 14.856164383561644)","(9.0, 12.0, 11.573770491803279)","(17.0, 22.0, 21.535714285714285)","(21.0, 32.0, 31.0)"
07-01-2023 15:34:31.087570,"(5.5, 6.2, 6.13984962406015)","(8.5, 9.8, 9.665142857142857)","(2.6, 2.96, 2.9595388669301714)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.703703703703702)","(17.0, 21.0, 20.5)","(12.0, 15.5, 14.856164383561644)","(9.0, 12.0, 11.535714285714286)","(17.0, 22.0, 21.5)","(21.0, 32.0, 30.956521739130434)"
07-01-2023 15:34:32.328747,"(5.5, 6.2, 6.137984496124031)","(8.5, 9.8, 9.665142857142857)","(2.6, 2.98, 2.965925925925926)","(15.0, 19.0, 18.766666666666666)","(15.0, 18.0, 17.771428571428572)","(17.0, 21.0, 20.5)","(12.0, 15.5, 14.856164383561644)","(9.0, 12.0, 11.670886075949367)","(17.0, 22.0, 20.29059829059829)","(21.0, 32.0, 31.0)"
