,Star Sparks,Momack,Estadio Mestalla,Born With Wings,High Court,Tip Of The Spear,Bend The Knee,Bazooka,Chateaux Park,Estreet
07-01-2023 15:29:02.700754,"(6.0, 6.8, 6.945454545454545)","(8.5, 10.0, 9.690721649484535)","(2.45, 2.92, 2.908235294117647)","(13.0, 17.5, 16.5625)","(14.0, 17.0, 16.551724137931036)","(19.0, 25.0, 24.076923076923077)","(11.0, 16.0, 15.625)","(9.0, 13.0, 12.416666666666666)","(16.0, 24.0, 21.333333333333332)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:04.368771,"(6.0, 7.0, 6.8875)","(8.5, 10.0, 9.690721649484535)","(2.45, 2.92, 2.908235294117647)","(13.0, 17.5, 16.5625)","(14.0, 17.0, 16.551724137931036)","(19.0, 25.0, 24.333333333333332)","(11.0, 16.0, 15.657142857142857)","(9.0, 12.5, 11.6875)","(16.0, 23.0, 21.333333333333332)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:05.849591,"(6.0, 7.0, 6.912195121951219)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.92, 2.908235294117647)","(13.0, 17.5, 16.5625)","(14.0, 17.0, 16.125)","(19.0, 25.0, 21.74074074074074)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.268987341772151)","(16.0, 23.0, 21.084745762711865)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:07.280070,"(6.0, 7.0, 6.935714285714286)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.92, 2.908235294117647)","(13.0, 17.5, 16.5625)","(14.0, 16.5, 16.071428571428573)","(19.0, 23.0, 21.454545454545453)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:08.687430,"(6.0, 7.0, 6.935714285714286)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.92, 2.9033333333333333)","(13.0, 17.5, 16.5625)","(14.0, 16.5, 16.071428571428573)","(19.0, 23.0, 22.055555555555557)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:10.199936,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.92, 2.9033333333333333)","(13.0, 17.5, 16.5625)","(14.0, 16.5, 16.071428571428573)","(19.0, 23.0, 22.055555555555557)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:11.790125,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.92, 2.8777777777777778)","(13.0, 17.5, 16.5625)","(14.0, 16.5, 16.071428571428573)","(19.0, 23.0, 22.055555555555557)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:13.335594,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.9, 2.8777777777777778)","(13.0, 17.5, 16.5625)","(14.0, 16.5, 16.071428571428573)","(19.0, 23.0, 22.055555555555557)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:14.715702,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.9, 2.8777777777777778)","(13.0, 17.5, 16.5625)","(14.0, 16.5, 15.86864406779661)","(19.0, 23.0, 22.055555555555557)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 33.0)"
07-01-2023 15:29:16.219495,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.9, 2.875)","(13.0, 17.5, 16.5625)","(14.0, 16.0, 15.83984375)","(19.0, 23.0, 22.055555555555557)","(11.0, 16.0, 15.657142857142857)","(9.0, 13.0, 12.278846153846153)","(16.0, 22.0, 21.16923076923077)","(21.0, 36.0, 30.8)"
07-01-2023 15:29:17.764859,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.9, 2.875)","(13.0, 17.5, 16.5625)","(14.0, 16.0, 15.83984375)","(19.0, 23.0, 21.454545454545453)","(11.0, 16.0, 15.707317073170731)","(9.0, 13.0, 12.309815950920246)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:19.262076,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.45, 2.9, 2.8889156626506023)","(13.0, 17.5, 16.710526315789473)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.454545454545453)","(11.0, 16.0, 15.707317073170731)","(10.0, 13.0, 12.309815950920246)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:20.709042,"(6.0, 7.0, 6.939495798319328)","(8.5, 10.0, 9.651162790697674)","(2.5, 2.94, 2.8889156626506023)","(14.0, 17.5, 16.11111111111111)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.454545454545453)","(11.0, 16.0, 15.707317073170731)","(10.0, 13.0, 12.309815950920246)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:22.241248,"(6.0, 7.0, 6.841916167664671)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.94, 2.8889156626506023)","(14.0, 17.5, 16.458333333333332)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.454545454545453)","(11.0, 16.0, 15.707317073170731)","(10.0, 13.0, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:23.839207,"(6.0, 7.0, 6.841916167664671)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.94, 2.8889156626506023)","(14.0, 17.5, 16.458333333333332)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.454545454545453)","(11.0, 16.0, 15.707317073170731)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.363636363636363)"
07-01-2023 15:29:25.544036,"(6.0, 7.0, 6.88)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.94, 2.881917808219178)","(14.0, 17.5, 16.458333333333332)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.263157894736842)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.363636363636363)"
07-01-2023 15:29:27.334842,"(6.0, 7.0, 6.886274509803921)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.94, 2.8875862068965517)","(14.0, 17.5, 16.458333333333332)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.263157894736842)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 30.363636363636363)"
07-01-2023 15:29:28.966252,"(6.0, 7.0, 6.886274509803921)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8875862068965517)","(14.0, 17.5, 15.145833333333334)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.263157894736842)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 29.555555555555557)"
07-01-2023 15:29:30.567701,"(6.0, 7.0, 6.902521008403362)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8875862068965517)","(14.0, 15.5, 15.145833333333334)","(14.0, 16.0, 15.864035087719298)","(19.0, 23.0, 21.263157894736842)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 29.555555555555557)"
07-01-2023 15:29:32.054247,"(6.0, 7.0, 6.902521008403362)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8875862068965517)","(14.0, 15.5, 15.095238095238095)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 29.555555555555557)"
07-01-2023 15:29:33.468297,"(6.0, 7.0, 6.873913043478261)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8819999999999997)","(14.0, 15.5, 15.095238095238095)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.16923076923077)","(21.0, 34.0, 29.555555555555557)"
07-01-2023 15:29:34.831483,"(6.0, 7.0, 6.873913043478261)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8819999999999997)","(14.0, 15.5, 15.095238095238095)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.083333333333332)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 29.555555555555557)"
07-01-2023 15:29:36.257231,"(6.0, 7.0, 6.873913043478261)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8819999999999997)","(14.0, 15.5, 14.65)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 23.5)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 30.307692307692307)"
07-01-2023 15:29:37.623588,"(6.0, 7.0, 6.873913043478261)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.8819999999999997)","(14.0, 15.5, 14.791666666666666)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:39.062830,"(6.0, 7.0, 6.875268817204301)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.876)","(14.0, 15.5, 14.791666666666666)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:40.472769,"(6.0, 7.0, 6.875268817204301)","(8.5, 10.0, 9.661971830985916)","(2.5, 2.9, 2.861333333333333)","(14.0, 15.5, 15.9375)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:41.827875,"(6.0, 7.0, 6.868181818181818)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.9, 2.8614814814814813)","(14.0, 17.5, 15.9375)","(14.0, 16.0, 15.864035087719298)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:43.255012,"(6.0, 7.0, 6.868181818181818)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.8753658536585363)","(14.0, 17.5, 17.470674486803517)","(14.0, 16.0, 15.857798165137615)","(19.0, 27.0, 24.454545454545453)","(11.0, 16.0, 15.416666666666666)","(10.0, 12.5, 12.1875)","(16.0, 22.0, 21.1)","(21.0, 34.0, 30.8)"
07-01-2023 15:29:44.613526,"(6.0, 7.0, 6.868181818181818)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.897936507936508)","(14.0, 17.5, 16.5625)","(14.0, 16.0, 15.857798165137615)","(19.0, 27.0, 25.0)","(11.0, 16.0, 15.34375)","(10.0, 12.5, 12.169421487603305)","(16.0, 22.0, 21.1)","(21.0, 34.0, 31.11111111111111)"
07-01-2023 15:29:46.050702,"(6.0, 7.0, 6.868181818181818)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.897936507936508)","(14.0, 17.5, 16.5625)","(14.0, 16.0, 15.848039215686274)","(19.0, 26.0, 25.0)","(11.0, 16.0, 15.34375)","(10.0, 12.5, 12.169421487603305)","(16.0, 22.0, 21.1)","(21.0, 32.0, 31.11111111111111)"
07-01-2023 15:29:47.409627,"(6.0, 7.0, 6.868181818181818)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.897936507936508)","(14.0, 17.5, 16.5625)","(14.0, 16.0, 15.848039215686274)","(19.0, 26.0, 25.0)","(11.0, 16.0, 15.34375)","(10.0, 12.5, 11.761904761904763)","(16.0, 22.0, 21.64406779661017)","(21.0, 32.0, 31.11111111111111)"
07-01-2023 15:29:48.791806,"(6.0, 7.0, 6.868181818181818)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.8632876712328765)","(14.0, 17.5, 16.5625)","(14.0, 16.0, 15.848039215686274)","(19.0, 26.0, 25.0)","(11.0, 16.0, 15.34375)","(10.0, 12.0, 11.473684210526315)","(16.0, 23.0, 21.64406779661017)","(21.0, 32.0, 31.11111111111111)"
07-01-2023 15:29:50.085861,"(6.0, 7.0, 6.94375)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.8632876712328765)","(14.0, 17.5, 16.5625)","(14.0, 16.0, 15.848039215686274)","(19.0, 26.0, 25.0)","(11.0, 16.0, 15.3)","(10.0, 11.5, 11.475409836065573)","(16.0, 23.0, 21.64406779661017)","(21.0, 32.0, 31.11111111111111)"
07-01-2023 15:29:51.731257,"(6.0, 7.0, 6.94375)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.94, 2.862173913043478)","(14.0, 17.5, 17.0)","(14.0, 16.0, 15.848039215686274)","(19.0, 26.0, 25.0)","(11.0, 16.0, 15.3)","(10.0, 11.5, 11.475409836065573)","(16.0, 23.0, 21.64406779661017)","(21.0, 32.0, 31.11111111111111)"
07-01-2023 15:29:53.540876,"(6.0, 7.0, 6.94375)","(8.5, 10.0, 9.654320987654321)","(2.5, 2.9, 2.857560975609756)","(14.0, 17.5, 17.083333333333332)","(14.0, 16.0, 15.848039215686274)","(19.0, 26.0, 25.8)","(11.0, 16.0, 15.3)","(10.0, 11.5, 11.478260869565217)","(16.0, 23.0, 21.64406779661017)","(21.0, 32.0, 31.555555555555557)"
07-01-2023 15:29:55.039335,"(6.0, 7.0, 6.94375)","(8.5, 10.0, 9.621621621621621)","(2.5, 2.9, 2.87)","(14.0, 17.5, 16.944444444444443)","(14.0, 16.0, 15.843434343434344)","(19.0, 26.0, 25.75)","(11.0, 16.0, 15.25)","(10.0, 11.5, 11.477611940298507)","(16.0, 23.0, 21.46153846153846)","(21.0, 32.0, 31.5)"
07-01-2023 15:29:56.477358,"(6.0, 7.0, 6.937931034482759)","(8.5, 10.0, 9.621621621621621)","(2.5, 2.92, 2.8855319148936167)","(14.0, 17.5, 17.115384615384617)","(14.0, 16.0, 15.843434343434344)","(19.0, 26.0, 25.75)","(11.0, 16.0, 15.25)","(10.0, 11.5, 11.475206611570249)","(16.0, 23.0, 21.46153846153846)","(21.0, 32.0, 31.555555555555557)"
07-01-2023 15:29:57.790209,"(6.0, 7.0, 6.902702702702703)","(8.5, 10.0, 9.621621621621621)","(2.5, 2.9, 2.8855319148936167)","(14.0, 17.5, 17.115384615384617)","(14.0, 16.0, 15.843434343434344)","(19.0, 26.0, 25.75)","(11.0, 16.0, 15.25)","(10.0, 11.5, 11.475206611570249)","(16.0, 23.0, 21.923076923076923)","(21.0, 32.0, 31.555555555555557)"
07-01-2023 15:29:59.280671,"(6.0, 7.0, 6.902702702702703)","(8.5, 10.0, 9.621621621621621)","(2.5, 2.9, 2.8852173913043475)","(14.0, 17.5, 17.115384615384617)","(14.0, 16.0, 15.843434343434344)","(19.0, 26.0, 22.166666666666668)","(11.0, 16.0, 15.25)","(10.0, 11.5, 11.475206611570249)","(16.0, 24.0, 21.923076923076923)","(21.0, 32.0, 31.555555555555557)"
07-01-2023 15:30:00.847543,"(6.0, 7.0, 6.902702702702703)","(8.5, 10.0, 9.688888888888888)","(2.5, 2.9, 2.8879646017699114)","(14.0, 17.5, 17.115384615384617)","(14.0, 16.0, 16.75)","(19.0, 25.0, 22.5)","(11.0, 16.0, 15.26530612244898)","(10.0, 11.5, 11.443609022556391)","(16.0, 24.0, 22.52542372881356)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:02.255586,"(6.0, 7.0, 6.902702702702703)","(8.5, 10.0, 9.688888888888888)","(2.5, 2.9, 2.8879646017699114)","(14.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.75)","(19.0, 24.0, 23.272727272727273)","(11.0, 16.0, 15.157894736842104)","(10.0, 11.5, 11.443609022556391)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:03.543424,"(6.0, 7.0, 6.902702702702703)","(8.5, 10.0, 9.688888888888888)","(2.5, 2.9, 2.906153846153846)","(14.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.75)","(19.0, 24.0, 23.157894736842106)","(11.0, 16.0, 15.066666666666666)","(10.0, 11.5, 11.443609022556391)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:05.048473,"(6.0, 7.0, 6.851428571428571)","(8.5, 10.0, 9.705263157894736)","(2.5, 2.92, 2.906153846153846)","(14.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.842105263157894)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.066666666666666)","(10.0, 11.5, 11.4609375)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:06.411473,"(6.0, 7.0, 6.851428571428571)","(8.5, 10.0, 9.76421052631579)","(2.5, 2.92, 2.904444444444444)","(14.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.842105263157894)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.066666666666666)","(10.0, 11.5, 11.4609375)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:07.953224,"(6.0, 7.0, 6.851428571428571)","(8.5, 10.0, 9.76421052631579)","(2.5, 2.92, 2.903421052631579)","(14.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.842105263157894)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.066666666666666)","(10.0, 11.5, 11.4609375)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:09.372084,"(6.0, 7.0, 6.851428571428571)","(8.5, 10.0, 9.76421052631579)","(2.5, 2.92, 2.903421052631579)","(14.0, 17.5, 17.166666666666668)","(14.0, 17.0, 16.842105263157894)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.066666666666666)","(10.0, 11.5, 11.4609375)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:10.947063,"(6.0, 7.0, 6.842424242424242)","(8.5, 10.0, 9.759139784946237)","(2.5, 2.92, 2.9066666666666667)","(14.0, 17.5, 17.142857142857142)","(14.0, 17.0, 16.833333333333332)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.1)","(10.0, 11.5, 11.46031746031746)","(16.0, 24.0, 22.58823529411765)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:12.293954,"(6.0, 7.0, 6.814285714285714)","(8.5, 10.0, 9.759139784946237)","(2.5, 2.92, 2.906842105263158)","(14.0, 17.5, 17.142857142857142)","(14.0, 17.0, 16.833333333333332)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.1)","(10.0, 11.5, 11.460629921259843)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:13.932271,"(6.0, 7.0, 6.814285714285714)","(8.5, 10.0, 9.78048780487805)","(2.5, 2.92, 2.8907142857142856)","(14.0, 17.5, 17.142857142857142)","(14.0, 17.0, 16.833333333333332)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.1)","(10.0, 11.5, 11.479508196721312)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:15.691814,"(6.0, 7.0, 6.814285714285714)","(8.5, 10.0, 9.78048780487805)","(2.5, 2.9, 2.85125)","(14.0, 17.5, 17.142857142857142)","(14.0, 17.0, 16.833333333333332)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.1)","(10.0, 11.5, 11.474226804123711)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:17.153512,"(6.0, 7.0, 6.814285714285714)","(8.5, 10.0, 9.766233766233766)","(2.5, 2.9, 2.8437974683544303)","(14.0, 17.5, 16.573529411764707)","(14.0, 17.0, 16.86046511627907)","(19.0, 24.0, 22.857142857142858)","(11.0, 16.0, 15.1)","(10.0, 11.5, 11.474226804123711)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:18.959334,"(6.0, 7.0, 6.933333333333334)","(8.5, 10.0, 9.766233766233766)","(2.5, 2.94, 2.8941935483870966)","(14.0, 17.0, 16.573529411764707)","(14.0, 17.0, 16.86046511627907)","(19.0, 24.0, 23.058823529411764)","(11.0, 16.0, 15.1)","(10.0, 11.5, 11.474226804123711)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:20.771607,"(6.0, 7.0, 6.783098591549296)","(8.5, 10.0, 9.891566265060241)","(2.5, 2.94, 2.929558823529412)","(14.0, 17.0, 16.573529411764707)","(14.0, 17.0, 16.770833333333332)","(19.0, 24.0, 22.9)","(11.0, 16.0, 15.261904761904763)","(10.0, 11.5, 11.434065934065934)","(16.0, 24.0, 22.564102564102566)","(21.0, 32.0, 31.166666666666668)"
07-01-2023 15:30:22.483534,"(6.0, 6.8, 6.783098591549296)","(8.5, 10.0, 9.917808219178083)","(2.5, 2.94, 2.9284552845528453)","(14.0, 17.0, 16.6)","(14.0, 17.0, 16.674418604651162)","(19.0, 24.0, 22.9)","(11.0, 15.5, 15.261904761904763)","(10.0, 11.5, 11.427710843373495)","(16.0, 24.0, 22.564102564102566)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:23.984785,"(6.0, 6.8, 6.783098591549296)","(8.5, 10.0, 9.917808219178083)","(2.5, 2.94, 2.9284552845528453)","(14.0, 17.0, 16.6)","(14.0, 17.0, 16.674418604651162)","(18.0, 24.0, 22.9)","(11.0, 15.5, 15.261904761904763)","(10.0, 11.5, 11.427710843373495)","(16.0, 24.0, 22.564102564102566)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:25.427322,"(6.0, 6.8, 6.892134831460674)","(8.5, 10.0, 9.917808219178083)","(2.5, 2.94, 2.9284552845528453)","(14.0, 17.0, 16.166666666666668)","(14.0, 17.0, 16.743589743589745)","(18.0, 24.0, 23.058823529411764)","(11.0, 15.5, 15.033333333333333)","(10.0, 11.5, 11.467105263157894)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:26.972121,"(6.0, 7.0, 6.8954545454545455)","(8.5, 10.0, 9.914285714285715)","(2.5, 2.94, 2.9279661016949152)","(14.0, 17.0, 16.166666666666668)","(14.0, 17.0, 16.743589743589745)","(18.0, 24.0, 23.058823529411764)","(11.0, 16.0, 15.033333333333333)","(10.0, 11.5, 11.467105263157894)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:28.756876,"(6.0, 7.0, 6.904663212435233)","(8.5, 10.0, 9.914285714285715)","(2.5, 2.94, 2.9279661016949152)","(14.0, 17.0, 16.166666666666668)","(14.0, 17.0, 16.743589743589745)","(18.0, 24.0, 23.058823529411764)","(11.0, 16.0, 15.033333333333333)","(10.0, 11.5, 11.467105263157894)","(16.0, 24.0, 22.62857142857143)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:30.343770,"(6.0, 7.0, 6.904663212435233)","(8.5, 10.0, 9.914285714285715)","(2.5, 2.94, 2.9278991596638653)","(14.0, 17.0, 16.363636363636363)","(14.0, 17.0, 16.695652173913043)","(18.0, 24.0, 22.166666666666668)","(11.0, 16.0, 15.444444444444445)","(10.0, 11.5, 11.455128205128204)","(16.0, 24.0, 22.61111111111111)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:31.919711,"(6.0, 6.8, 6.7947019867549665)","(8.5, 10.0, 9.914285714285715)","(2.5, 2.94, 2.924423076923077)","(14.0, 17.0, 16.533333333333335)","(14.0, 17.0, 16.78125)","(18.0, 24.0, 22.142857142857142)","(11.0, 15.5, 15.444444444444445)","(10.0, 11.5, 11.427710843373495)","(16.0, 24.0, 22.61111111111111)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:33.456233,"(6.0, 6.8, 6.7947019867549665)","(8.5, 10.0, 9.914285714285715)","(2.5, 2.94, 2.9227551020408162)","(14.0, 17.0, 16.4375)","(14.0, 17.0, 16.772727272727273)","(18.0, 24.0, 22.25)","(11.0, 15.5, 14.972222222222221)","(10.0, 11.5, 11.404761904761905)","(16.0, 24.0, 22.916666666666668)","(21.0, 32.0, 31.272727272727273)"
07-01-2023 15:30:34.874098,"(6.0, 6.8, 6.785987261146497)","(8.5, 10.5, 10.045918367346939)","(2.5, 2.94, 2.9228723404255317)","(14.0, 16.5, 16.444444444444443)","(14.0, 17.0, 16.372093023255815)","(18.0, 23.0, 22.066666666666666)","(11.0, 15.0, 14.793103448275861)","(10.0, 11.5, 11.454545454545455)","(16.0, 23.0, 22.11111111111111)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:36.298612,"(6.0, 7.0, 6.926256983240223)","(8.5, 10.5, 10.061194029850746)","(2.5, 2.94, 2.921494252873563)","(14.0, 17.0, 16.615384615384617)","(14.0, 16.5, 16.372093023255815)","(18.0, 23.0, 21.77777777777778)","(11.0, 15.0, 14.793103448275861)","(10.0, 11.5, 11.454545454545455)","(16.0, 23.0, 22.11111111111111)","(21.0, 32.0, 31.4)"
07-01-2023 15:30:38.081060,"(6.0, 7.0, 6.928089887640449)","(8.5, 10.5, 10.061194029850746)","(2.5, 2.94, 2.921494252873563)","(14.0, 17.0, 16.4)","(14.0, 16.5, 16.347826086956523)","(18.0, 22.0, 21.736842105263158)","(11.0, 15.0, 14.702380952380953)","(10.0, 11.5, 11.442477876106194)","(16.0, 23.0, 22.105263157894736)","(21.0, 32.0, 31.272727272727273)"
07-01-2023 15:30:39.604519,"(6.0, 7.0, 6.890909090909091)","(8.5, 10.5, 10.105)","(2.5, 2.94, 2.911020408163265)","(14.0, 16.5, 16.285714285714285)","(14.0, 16.5, 16.81578947368421)","(18.0, 22.0, 21.375)","(11.0, 15.0, 14.661764705882353)","(10.0, 11.5, 11.448598130841122)","(16.0, 23.0, 22.058823529411764)","(21.0, 32.0, 31.25)"
07-01-2023 15:30:41.060833,"(6.0, 7.0, 6.904)","(8.5, 10.5, 10.105)","(2.5, 2.92, 2.911020408163265)","(14.0, 17.0, 16.285714285714285)","(14.0, 17.0, 16.81578947368421)","(18.0, 22.0, 21.375)","(11.0, 15.0, 14.661764705882353)","(10.0, 11.5, 11.448598130841122)","(16.0, 23.0, 22.058823529411764)","(21.0, 32.0, 31.25)"
