,Disputed River,Mr Im A Believer,Winds Of March,Go Woody,Italian Award,Kokonotsu,Jenni Of Avalon,La Sarthe,Ocherous
04-01-2023 12:36:07.963825,"(4.2, 5.0, 4.977319587628866)","(1.95, 2.18, 2.165435684647303)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.447368421052632)","(61.0, 85.0, 78.57142857142857)","(6.5, 7.8, 7.698850574712643)","(26.0, 34.0, 32.32)","(26.0, 42.0, 41.733333333333334)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:09.145495,"(4.2, 5.0, 4.977319587628866)","(1.95, 2.18, 2.165435684647303)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.447368421052632)","(61.0, 85.0, 78.57142857142857)","(6.5, 7.8, 7.734375)","(26.0, 34.0, 32.32)","(26.0, 42.0, 41.733333333333334)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:10.232015,"(4.2, 5.0, 4.977319587628866)","(1.95, 2.18, 2.165435684647303)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.447368421052632)","(61.0, 85.0, 78.57142857142857)","(6.5, 8.0, 7.656565656565657)","(26.0, 34.0, 32.32)","(26.0, 42.0, 41.733333333333334)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:11.348072,"(4.2, 5.0, 4.977319587628866)","(1.95, 2.18, 2.1657330415754923)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.447368421052632)","(61.0, 85.0, 78.57142857142857)","(6.5, 8.0, 7.656565656565657)","(26.0, 34.0, 32.32)","(26.0, 42.0, 41.733333333333334)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:12.485375,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.18, 2.1657330415754923)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.447368421052632)","(61.0, 85.0, 78.57142857142857)","(6.5, 8.0, 7.656565656565657)","(26.0, 34.0, 32.32)","(26.0, 42.0, 41.733333333333334)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:13.548198,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.18, 2.1657330415754923)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.447368421052632)","(61.0, 85.0, 78.57142857142857)","(6.5, 8.0, 7.656565656565657)","(26.0, 34.0, 32.32)","(26.0, 42.0, 41.733333333333334)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:14.699445,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.18, 2.1657330415754923)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.339622641509434)","(61.0, 85.0, 80.9090909090909)","(6.5, 8.0, 7.656565656565657)","(26.0, 34.0, 32.46808510638298)","(26.0, 42.0, 42.0)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:15.875274,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.16, 2.1432993890020366)","(19.0, 27.0, 26.0)","(7.0, 11.0, 10.26923076923077)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.0, 7.920481927710843)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:17.053966,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.16, 2.1432993890020366)","(19.0, 27.0, 26.0)","(7.0, 11.0, 10.26923076923077)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.0, 8.305555555555555)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 146.66666666666666)"
04-01-2023 12:36:18.288380,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.14, 2.1356783919597992)","(19.0, 27.0, 26.0)","(7.0, 11.0, 10.26923076923077)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.305555555555555)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:19.457471,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.14, 2.1356783919597992)","(19.0, 27.0, 26.0)","(7.0, 11.0, 10.26923076923077)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.345454545454546)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:20.623977,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.14, 2.126666666666667)","(19.0, 27.0, 26.0)","(7.0, 11.0, 10.225)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.392)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:21.733141,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.14, 2.1256287425149702)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.225)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.392)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:22.847465,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.14, 2.1256287425149702)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.338235294117647)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.392)","(26.0, 34.0, 32.32)","(26.0, 44.0, 42.0)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:24.011756,"(4.2, 5.0, 4.977319587628866)","(1.9, 2.14, 2.125336048879837)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.369047619047619)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.392)","(26.0, 34.0, 31.9)","(26.0, 44.0, 42.0)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:25.217650,"(4.2, 5.0, 4.97608695652174)","(1.9, 2.14, 2.125336048879837)","(19.0, 27.0, 26.0)","(7.0, 10.5, 10.369047619047619)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.600000000000001)","(26.0, 34.0, 31.9)","(26.0, 44.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:26.420430,"(4.2, 5.0, 4.97608695652174)","(1.9, 2.14, 2.1253909465020575)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.369047619047619)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.5)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:27.588081,"(4.2, 5.0, 4.97608695652174)","(1.9, 2.14, 2.1253909465020575)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.369047619047619)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.533333333333333)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:28.740526,"(4.2, 5.0, 4.970652173913043)","(1.9, 2.14, 2.12)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.369047619047619)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.557894736842107)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:29.875161,"(4.2, 5.0, 4.970652173913043)","(1.9, 2.12, 2.1139652448657187)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.469696969696969)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.576470588235294)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:30.985643,"(4.2, 5.0, 4.970652173913043)","(1.9, 2.12, 2.114519368723099)","(19.0, 27.0, 25.88888888888889)","(7.0, 11.0, 10.469696969696969)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.576470588235294)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:32.090008,"(4.2, 5.0, 4.970652173913043)","(1.9, 2.12, 2.1152070263488083)","(19.0, 27.0, 25.88888888888889)","(7.0, 11.0, 10.469696969696969)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.566666666666666)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:33.295392,"(4.2, 5.0, 4.968965517241379)","(1.9, 2.14, 2.1398930481283425)","(19.0, 27.0, 25.705882352941178)","(7.0, 11.0, 10.469696969696969)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.566666666666666)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:34.484824,"(4.2, 5.0, 4.953731343283582)","(1.9, 2.16, 2.141754385964912)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.404761904761905)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.566666666666666)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:35.674414,"(4.2, 5.0, 4.953731343283582)","(1.9, 2.16, 2.1555300859598856)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.404761904761905)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.8, 8.376146788990825)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:36.784823,"(4.2, 5.0, 4.953731343283582)","(1.9, 2.16, 2.1555300859598856)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.5)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.6, 8.369911504424778)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:37.955956,"(4.2, 5.0, 4.953731343283582)","(1.9, 2.16, 2.155258358662614)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.5)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.6, 8.345454545454546)","(26.0, 34.0, 31.9)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:39.098355,"(4.2, 5.0, 4.953731343283582)","(1.9, 2.16, 2.155258358662614)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.345454545454546)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:40.278799,"(4.2, 5.0, 4.957142857142857)","(1.9, 2.16, 2.155258358662614)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.345454545454546)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:41.443659,"(4.2, 5.0, 4.955)","(1.9, 2.16, 2.155258358662614)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.345454545454546)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:42.656325,"(4.2, 5.0, 4.955)","(1.9, 2.16, 2.155258358662614)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.347692307692308)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:43.835068,"(4.2, 5.0, 4.965822784810126)","(1.9, 2.16, 2.155258358662614)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.342372881355931)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:44.973888,"(4.2, 5.0, 4.972164948453608)","(1.9, 2.16, 2.1552000000000002)","(19.0, 26.0, 25.705882352941178)","(7.0, 11.0, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.342372881355931)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:46.177526,"(4.2, 5.0, 4.972164948453608)","(1.9, 2.16, 2.1552000000000002)","(19.0, 26.0, 25.705882352941178)","(7.0, 10.5, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.342372881355931)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.625)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:47.331413,"(4.2, 5.0, 4.972164948453608)","(1.9, 2.16, 2.1552000000000002)","(19.0, 26.0, 25.705882352941178)","(7.0, 10.5, 10.485294117647058)","(61.0, 85.0, 80.76923076923077)","(6.5, 8.4, 8.342372881355931)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.142857142857146)","(81.0, 180.0, 142.5)"
04-01-2023 12:36:48.560186,"(4.2, 5.0, 4.971276595744681)","(1.9, 2.16, 2.1552000000000002)","(19.0, 26.0, 25.774193548387096)","(7.0, 10.5, 10.263157894736842)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.347692307692308)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.142857142857146)","(81.0, 180.0, 165.0)"
04-01-2023 12:36:49.725040,"(4.2, 5.0, 4.973267326732674)","(1.9, 2.16, 2.1552000000000002)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.263157894736842)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.347692307692308)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.142857142857146)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:50.871835,"(4.2, 5.0, 4.973267326732674)","(1.9, 2.16, 2.1552000000000002)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.263157894736842)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.347692307692308)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.142857142857146)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:51.993999,"(4.2, 5.0, 4.975454545454546)","(1.9, 2.16, 2.1552000000000002)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.235294117647058)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.347692307692308)","(26.0, 34.0, 31.6)","(26.0, 42.0, 41.142857142857146)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:53.116299,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.16, 2.1573943661971833)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.205128205128204)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.324444444444444)","(26.0, 34.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:54.242144,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.174590570719603)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.205128205128204)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.338181818181818)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:55.325144,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.174590570719603)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.205128205128204)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.338181818181818)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.628571428571426)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:56.440445,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.1763788300835656)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.205128205128204)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.338181818181818)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.628571428571426)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:57.599239,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.179113300492611)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.205128205128204)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.338181818181818)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:58.734029,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.179113300492611)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.140625)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.338181818181818)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:36:59.883024,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.1763788300835656)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.140625)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.338181818181818)","(26.0, 32.0, 31.12)","(26.0, 42.0, 40.628571428571426)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:01.020543,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.1763788300835656)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.140625)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.34074074074074)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.628571428571426)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:02.162544,"(4.2, 5.1, 5.003759398496241)","(1.9, 2.2, 2.1763788300835656)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.140625)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.34074074074074)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:03.347048,"(4.2, 5.1, 5.0036764705882355)","(1.9, 2.2, 2.1763788300835656)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.345762711864406)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:04.562685,"(4.2, 5.1, 5.0036764705882355)","(1.9, 2.16, 2.1472289156626507)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.345762711864406)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:05.783901,"(4.2, 5.1, 5.032474226804124)","(1.9, 2.16, 2.1446376811594203)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.368627450980393)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:06.978391,"(4.2, 5.1, 5.032474226804124)","(1.9, 2.2, 2.1678021978021977)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.368627450980393)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:08.135334,"(4.2, 5.1, 5.035)","(1.9, 2.18, 2.1586577181208053)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.276)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:09.282916,"(4.2, 5.1, 5.035)","(1.9, 2.18, 2.1586577181208053)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.276)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:10.429518,"(4.2, 5.1, 5.035)","(1.9, 2.18, 2.1586577181208053)","(19.0, 27.0, 25.774193548387096)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:11.625660,"(4.2, 5.1, 5.035)","(1.9, 2.14, 2.132151898734177)","(19.0, 27.0, 25.88888888888889)","(7.0, 10.5, 10.15)","(61.0, 85.0, 81.42857142857143)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:12.806713,"(4.2, 5.1, 5.035)","(1.9, 2.14, 2.132151898734177)","(19.0, 27.0, 25.666666666666668)","(7.0, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:13.944971,"(4.2, 5.1, 5.035)","(1.9, 2.14, 2.132151898734177)","(19.0, 26.0, 25.666666666666668)","(7.0, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:15.051943,"(4.2, 5.1, 5.035)","(1.9, 2.14, 2.132151898734177)","(19.0, 26.0, 25.666666666666668)","(7.0, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:16.192774,"(4.2, 5.1, 5.035)","(1.9, 2.14, 2.132151898734177)","(19.0, 26.0, 25.666666666666668)","(7.0, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 40.96774193548387)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:17.264336,"(4.2, 5.1, 5.035)","(1.9, 2.14, 2.132151898734177)","(19.0, 26.0, 25.666666666666668)","(7.0, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:18.353943,"(4.2, 5.2, 5.165151515151515)","(1.9, 2.14, 2.132151898734177)","(19.0, 26.0, 25.52173913043478)","(7.0, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(26.0, 32.0, 31.272727272727273)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:19.480612,"(4.2, 5.2, 5.147272727272727)","(1.9, 2.14, 2.132151898734177)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(21.0, 32.0, 31.272727272727273)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:20.569120,"(4.2, 5.2, 5.141269841269841)","(1.9, 2.14, 2.131014492753623)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(21.0, 32.0, 31.272727272727273)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:21.712903,"(4.2, 5.2, 5.135087719298245)","(1.9, 2.14, 2.131014492753623)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(21.0, 32.0, 31.272727272727273)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:22.877226,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.131014492753623)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.281904761904762)","(21.0, 32.0, 31.272727272727273)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:24.037018,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.131014492753623)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.148514851485148)","(21.0, 32.0, 31.647058823529413)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:25.196581,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.133737373737374)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.2, 8.214084507042253)","(21.0, 32.0, 31.647058823529413)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:26.351400,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.133737373737374)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.4, 8.165)","(21.0, 32.0, 31.647058823529413)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:27.465603,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.133737373737374)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.2, 8.165)","(21.0, 32.0, 31.647058823529413)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:28.659893,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.1333333333333333)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.2, 8.165)","(21.0, 32.0, 31.647058823529413)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:29.868051,"(4.2, 5.2, 5.154)","(1.9, 2.14, 2.1333333333333333)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.2, 8.165)","(21.0, 32.0, 31.647058823529413)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:31.099004,"(4.2, 5.2, 5.1632)","(1.9, 2.14, 2.1333333333333333)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.2, 8.15820895522388)","(21.0, 32.0, 31.75)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
04-01-2023 12:37:32.266112,"(4.2, 5.2, 5.1632)","(1.9, 2.14, 2.1333333333333333)","(19.0, 26.0, 25.545454545454547)","(7.5, 10.5, 10.15)","(61.0, 85.0, 83.33333333333333)","(6.5, 8.2, 8.15820895522388)","(21.0, 34.0, 31.75)","(26.0, 42.0, 41.06666666666666)","(81.0, 200.0, 165.0)"
