,Adara,Bashdaflash,Faneuil Hall,A Thousand Idols,Per Diem,Shannonrun,Taraashoq,Shakin It Big Time
08-01-2023 11:12:18.151491,"(6.0, 10.0, 9.955555555555556)","(21.0, 46.0, 43.0)","(16.0, 20.0, 18.875)","(41.0, 95.0, 93.125)","(1.85, 2.0, 1.9931333333333334)","(6.0, 6.4, 6.2105263157894735)","(4.6, 7.0, 6.852631578947368)","(51.0, 150.0, 137.5)"
08-01-2023 11:12:19.077800,"(6.0, 10.5, 9.888)","(21.0, 46.0, 43.0)","(16.0, 21.0, 19.0)","(41.0, 95.0, 89.0)","(1.8, 2.0, 1.9931333333333334)","(5.5, 6.4, 6.2105263157894735)","(4.8, 7.0, 6.852631578947368)","(51.0, 150.0, 137.5)"
08-01-2023 11:12:20.049860,"(6.0, 10.5, 10.114285714285714)","(21.0, 46.0, 43.0)","(16.0, 21.0, 19.0)","(41.0, 95.0, 89.0)","(1.8, 2.0, 1.9930718954248365)","(5.5, 6.4, 6.066666666666667)","(4.8, 7.0, 6.852631578947368)","(51.0, 150.0, 137.5)"
08-01-2023 11:12:20.997038,"(6.0, 10.5, 10.36)","(21.0, 46.0, 43.42857142857143)","(16.0, 21.0, 19.4)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.9938709677419355)","(5.5, 6.4, 6.1)","(4.8, 7.0, 6.857627118644068)","(51.0, 150.0, 138.46153846153845)"
08-01-2023 11:12:21.968235,"(6.0, 10.5, 10.36)","(21.0, 46.0, 43.42857142857143)","(16.0, 20.0, 18.772727272727273)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.9921301775147928)","(5.5, 6.4, 6.133333333333334)","(4.8, 7.0, 6.857627118644068)","(51.0, 150.0, 138.46153846153845)"
08-01-2023 11:12:22.951251,"(6.0, 10.0, 9.945454545454545)","(21.0, 46.0, 43.6)","(15.0, 20.0, 18.772727272727273)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.9915450643776824)","(5.5, 6.4, 6.133333333333334)","(4.8, 7.0, 6.857627118644068)","(51.0, 150.0, 138.46153846153845)"
08-01-2023 11:12:23.943618,"(6.0, 10.0, 9.945454545454545)","(21.0, 46.0, 43.6)","(15.0, 20.0, 18.772727272727273)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.991551724137931)","(5.5, 6.4, 6.133333333333334)","(4.8, 7.0, 6.857627118644068)","(51.0, 150.0, 138.46153846153845)"
08-01-2023 11:12:24.952936,"(6.0, 10.0, 9.945454545454545)","(21.0, 46.0, 43.6)","(15.0, 20.0, 18.772727272727273)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.991551724137931)","(5.5, 6.4, 6.133333333333334)","(4.8, 7.0, 6.857627118644068)","(51.0, 150.0, 138.46153846153845)"
08-01-2023 11:12:25.925069,"(6.0, 10.0, 9.933333333333334)","(21.0, 46.0, 43.6)","(15.0, 20.0, 18.772727272727273)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.9936734693877551)","(5.5, 6.4, 6.133333333333334)","(4.8, 7.0, 6.857627118644068)","(51.0, 150.0, 138.46153846153845)"
08-01-2023 11:12:26.897903,"(6.0, 10.0, 9.933333333333334)","(21.0, 46.0, 43.6)","(15.0, 20.0, 18.772727272727273)","(41.0, 95.0, 90.0)","(1.8, 2.0, 1.9897333333333334)","(5.5, 6.4, 6.151724137931034)","(4.8, 7.0, 6.991304347826087)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:27.880155,"(6.0, 10.5, 10.325)","(21.0, 46.0, 43.3)","(15.0, 20.0, 18.96153846153846)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.99, 1.9885263157894737)","(5.5, 6.4, 6.151724137931034)","(4.8, 7.0, 6.983333333333333)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:28.857274,"(6.0, 10.5, 10.325)","(21.0, 46.0, 41.84615384615385)","(15.0, 20.0, 18.96153846153846)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.99, 1.9821621621621621)","(5.5, 6.4, 6.151724137931034)","(4.8, 7.0, 6.983333333333333)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:29.820029,"(6.0, 11.0, 10.11304347826087)","(21.0, 46.0, 40.0)","(15.0, 21.0, 19.125)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.99, 1.9821621621621621)","(5.5, 6.4, 6.08)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:30.811163,"(6.0, 11.0, 10.11304347826087)","(21.0, 44.0, 40.57142857142857)","(15.0, 21.0, 19.125)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.99, 1.9821621621621621)","(5.5, 6.4, 6.08)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:31.781964,"(6.0, 11.0, 10.5)","(21.0, 44.0, 40.57142857142857)","(15.0, 20.0, 19.357142857142858)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.99, 1.9795)","(5.5, 6.4, 6.181818181818182)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:32.789104,"(6.0, 11.5, 10.642857142857142)","(21.0, 44.0, 40.57142857142857)","(15.0, 20.0, 19.357142857142858)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.98, 1.979)","(5.5, 6.4, 6.181818181818182)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:33.747170,"(6.0, 11.0, 10.6)","(21.0, 44.0, 40.44444444444444)","(15.0, 20.0, 19.357142857142858)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.98, 1.9792105263157895)","(5.5, 6.4, 6.163934426229508)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:34.679945,"(6.0, 11.0, 10.6)","(21.0, 44.0, 42.0)","(15.0, 20.0, 19.357142857142858)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.98, 1.9792105263157895)","(5.5, 6.4, 6.163934426229508)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:35.620995,"(6.0, 11.5, 10.642857142857142)","(21.0, 44.0, 40.44444444444444)","(15.0, 20.0, 19.357142857142858)","(41.0, 95.0, 90.71428571428572)","(1.8, 1.98, 1.9792105263157895)","(5.5, 6.4, 6.364444444444445)","(4.8, 7.0, 6.988888888888889)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:36.585644,"(6.0, 11.5, 11.136363636363637)","(21.0, 44.0, 41.714285714285715)","(15.0, 20.0, 19.5)","(41.0, 95.0, 91.25)","(1.8, 1.98, 1.97925)","(5.5, 6.4, 6.147368421052632)","(4.8, 7.0, 6.993103448275862)","(51.0, 150.0, 120.0)"
08-01-2023 11:12:37.551088,"(6.0, 11.5, 11.136363636363637)","(21.0, 44.0, 41.714285714285715)","(15.0, 20.0, 19.5)","(41.0, 100.0, 92.22222222222223)","(1.8, 1.98, 1.97925)","(5.5, 6.4, 6.147368421052632)","(4.8, 7.0, 6.993103448275862)","(51.0, 140.0, 120.0)"
08-01-2023 11:12:38.565702,"(6.0, 11.5, 11.136363636363637)","(21.0, 44.0, 41.714285714285715)","(15.0, 20.0, 19.5)","(41.0, 100.0, 92.22222222222223)","(1.8, 1.98, 1.97925)","(5.5, 6.4, 6.147368421052632)","(4.8, 7.0, 6.993103448275862)","(51.0, 140.0, 120.0)"
08-01-2023 11:12:39.563542,"(6.0, 11.5, 11.25)","(21.0, 44.0, 41.0)","(15.0, 20.0, 19.5)","(41.0, 100.0, 92.22222222222223)","(1.8, 1.98, 1.97523178807947)","(5.5, 6.4, 6.167741935483871)","(4.8, 7.0, 6.991304347826087)","(51.0, 140.0, 120.0)"
08-01-2023 11:12:40.511850,"(6.0, 11.5, 11.25)","(21.0, 44.0, 41.0)","(15.0, 20.0, 19.5)","(41.0, 100.0, 92.22222222222223)","(1.8, 1.98, 1.974965034965035)","(5.5, 6.4, 6.231111111111112)","(4.8, 7.0, 6.991304347826087)","(51.0, 140.0, 120.0)"
08-01-2023 11:12:41.511670,"(6.0, 11.5, 11.25)","(21.0, 44.0, 41.0)","(15.0, 20.0, 19.5)","(41.0, 100.0, 89.5)","(1.8, 1.99, 2.0338636363636367)","(5.5, 6.4, 5.951515151515152)","(4.8, 7.0, 7.840000000000001)","(51.0, 140.0, 720.1081081081081)"
08-01-2023 11:12:42.476875,"(6.0, 15.0, 12.576923076923077)","(21.0, 48.0, 33.75)","(15.0, 27.0, 23.0)","(41.0, 150.0, 91.0)","(1.8, 2.04, 2.0338636363636367)","(5.5, 8.0, 5.951515151515152)","(4.8, 8.8, 7.840000000000001)","(51.0, 740.0, 720.1081081081081)"
08-01-2023 11:12:43.434711,"(6.0, 15.0, 12.576923076923077)","(21.0, 48.0, 33.75)","(15.0, 27.0, 23.0)","(41.0, 150.0, 91.0)","(1.8, 2.04, 2.0338636363636367)","(5.5, 8.0, 5.951515151515152)","(4.8, 8.8, 7.840000000000001)","(51.0, 740.0, 696.7823529411764)"
08-01-2023 11:12:44.433474,"(6.0, 12.0, 10.75)","(21.0, 48.0, 33.75)","(15.0, 20.0, 16.428571428571427)","(41.0, 150.0, 91.0)","(1.8, 2.04, 2.0338636363636367)","(5.5, 8.0, 5.951515151515152)","(4.8, 8.8, 7.840000000000001)","(51.0, 740.0, 503.33333333333337)"
08-01-2023 11:12:45.396036,"(6.0, 12.0, 11.5)","(21.0, 48.0, 33.75)","(15.0, 20.0, 16.428571428571427)","(41.0, 150.0, 91.0)","(1.8, 2.04, 2.0338636363636367)","(5.5, 8.0, 6.164705882352941)","(4.8, 8.8, 6.8500000000000005)","(51.0, 600.0, 503.33333333333337)"
08-01-2023 11:12:46.368718,"(6.0, 12.0, 11.5)","(21.0, 48.0, 33.75)","(15.0, 20.0, 16.428571428571427)","(41.0, 150.0, 91.0)","(1.8, 2.04, 2.0338636363636367)","(5.5, 8.0, 6.164705882352941)","(4.8, 8.8, 6.8500000000000005)","(51.0, 600.0, 503.33333333333337)"
08-01-2023 11:12:47.329417,"(6.0, 15.0, 12.333333333333334)","(21.0, 46.0, 32.75)","(15.0, 20.0, 16.428571428571427)","(41.0, 150.0, 91.0)","(1.8, 2.04, 2.0338636363636367)","(5.5, 8.0, 6.164705882352941)","(4.8, 8.8, 6.8500000000000005)","(51.0, 600.0, 517.2857142857142)"
