,Mega Banjo,Tricky Kelvin,Be A Character,Fine Wee Lass,Into The Coffee,Rio Ripley,Donald Lane
07-12-2022 18:23:04.389152,"(6.0, 7.2, 6.923076923076923)","(3.6, 4.1, 4.057894736842105)","(9.0, 15.0, 14.01923076923077)","(7.0, 10.0, 9.911764705882353)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.85, 3.790983606557377)","(5.0, 6.4, 6.175)"
07-12-2022 18:23:05.681963,"(6.0, 7.2, 6.88)","(3.6, 4.1, 4.061111111111111)","(9.0, 15.0, 14.01923076923077)","(7.0, 10.0, 9.833333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.85, 3.745)","(5.0, 6.4, 6.151724137931034)"
07-12-2022 18:23:07.117374,"(6.0, 7.2, 6.88)","(3.6, 4.1, 4.068)","(9.0, 15.0, 14.0)","(7.0, 10.0, 9.833333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.8, 3.7590909090909093)","(5.0, 6.4, 6.182857142857143)"
07-12-2022 18:23:08.376541,"(6.0, 7.2, 6.88)","(3.6, 4.1, 4.068)","(9.0, 14.5, 14.11111111111111)","(7.0, 10.0, 9.833333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.8, 3.757142857142857)","(5.0, 6.4, 6.2)"
07-12-2022 18:23:09.752945,"(6.0, 7.2, 6.923076923076923)","(3.6, 4.1, 4.068)","(9.0, 14.5, 13.666666666666666)","(7.0, 10.0, 9.833333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.8, 3.7600000000000002)","(5.0, 6.4, 6.1684210526315795)"
07-12-2022 18:23:11.091523,"(6.0, 7.2, 6.923076923076923)","(3.6, 4.1, 4.048)","(9.0, 14.5, 14.05)","(7.0, 10.0, 9.833333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.85, 3.7661290322580645)","(5.0, 6.4, 6.1684210526315795)"
07-12-2022 18:23:12.592995,"(6.0, 7.2, 6.928301886792453)","(3.6, 4.1, 4.088095238095238)","(9.0, 14.5, 14.083333333333334)","(7.0, 10.0, 9.833333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.8, 3.775757575757576)","(5.0, 6.4, 6.133333333333334)"
07-12-2022 18:23:14.095256,"(6.0, 7.2, 6.928301886792453)","(3.6, 4.1, 4.127586206896551)","(9.0, 14.5, 14.083333333333334)","(7.0, 10.0, 9.95)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.8, 3.6773381294964027)","(5.0, 6.4, 6.133333333333334)"
07-12-2022 18:23:15.558357,"(6.0, 7.2, 6.928301886792453)","(3.6, 4.2, 4.102702702702703)","(9.0, 14.5, 14.05)","(7.0, 10.0, 10.05)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.75, 3.7127906976744187)","(5.0, 6.4, 6.1375)"
07-12-2022 18:23:16.871407,"(6.0, 7.2, 6.886956521739131)","(3.5, 4.2, 4.102702702702703)","(9.0, 14.5, 14.071428571428571)","(7.0, 10.5, 10.333333333333334)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.75, 3.7186274509803923)","(5.0, 6.4, 6.1)"
07-12-2022 18:23:18.156686,"(6.0, 7.2, 6.886956521739131)","(3.5, 4.2, 4.110144927536232)","(9.0, 14.5, 14.071428571428571)","(7.0, 10.5, 10.364864864864865)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.75, 3.674468085106383)","(5.0, 6.2, 6.042857142857143)"
07-12-2022 18:23:19.892072,"(6.0, 7.2, 6.886956521739131)","(3.5, 4.2, 4.110144927536232)","(9.0, 14.5, 14.038461538461538)","(7.0, 10.5, 10.39795918367347)","(41.0, 95.0, 93.71951219512195)","(3.4, 3.7, 3.655)","(5.0, 6.2, 6.042857142857143)"
07-12-2022 18:23:21.317222,"(6.0, 7.2, 6.886956521739131)","(3.5, 4.2, 4.110144927536232)","(9.0, 14.5, 14.038461538461538)","(7.0, 10.5, 10.41)","(41.0, 95.0, 95.96153846153845)","(3.4, 3.7, 3.655)","(5.0, 6.2, 6.042857142857143)"
07-12-2022 18:23:22.791736,"(6.0, 7.2, 6.8625)","(3.5, 4.2, 4.110144927536232)","(9.0, 14.5, 13.5125)","(7.0, 10.5, 10.421052631578947)","(41.0, 100.0, 98.59375)","(3.4, 3.7, 3.655)","(5.0, 6.2, 6.042857142857143)"
07-12-2022 18:23:24.120953,"(6.0, 7.2, 6.871428571428571)","(3.5, 4.2, 4.123076923076923)","(9.0, 14.0, 13.5125)","(7.0, 10.5, 10.421052631578947)","(41.0, 100.0, 98.59375)","(3.4, 3.7, 3.73125)","(5.0, 6.2, 6.181818181818182)"
07-12-2022 18:23:25.402019,"(6.0, 7.2, 6.871428571428571)","(3.5, 4.2, 4.102564102564102)","(9.0, 13.5, 13.026315789473685)","(7.0, 10.5, 10.421052631578947)","(41.0, 100.0, 97.6923076923077)","(3.4, 3.75, 3.725)","(5.0, 6.4, 6.18)"
07-12-2022 18:23:26.663838,"(6.0, 7.2, 6.871428571428571)","(3.5, 4.2, 4.102564102564102)","(9.0, 13.5, 13.017241379310345)","(7.0, 10.5, 10.421052631578947)","(41.0, 100.0, 97.6923076923077)","(3.4, 3.75, 3.725)","(5.0, 6.4, 6.18)"
07-12-2022 18:23:27.973988,"(6.0, 7.2, 7.08235294117647)","(3.5, 4.2, 4.093023255813954)","(9.0, 13.5, 12.61111111111111)","(7.0, 10.5, 10.470588235294118)","(41.0, 100.0, 98.96551724137932)","(3.4, 3.65, 3.6657894736842103)","(5.0, 6.4, 6.18)"
07-12-2022 18:23:29.400460,"(6.0, 7.2, 7.217142857142857)","(3.5, 4.2, 4.1454545454545455)","(9.0, 13.5, 13.04)","(7.0, 10.5, 10.455357142857142)","(41.0, 100.0, 99.23076923076923)","(3.4, 3.75, 3.555172413793103)","(5.0, 6.4, 6.18)"
07-12-2022 18:23:30.820498,"(6.0, 7.4, 7.217142857142857)","(3.5, 4.2, 4.171428571428572)","(9.0, 13.5, 13.0625)","(7.0, 11.0, 10.41904761904762)","(41.0, 100.0, 109.3103448275862)","(3.4, 3.6, 3.557142857142857)","(5.0, 6.4, 6.18)"
07-12-2022 18:23:32.377580,"(6.0, 7.4, 7.217142857142857)","(3.5, 4.2, 4.048)","(9.0, 13.5, 12.981481481481481)","(7.0, 11.0, 10.507936507936508)","(41.0, 110.0, 108.76543209876543)","(3.3, 3.6, 3.5106870229007634)","(5.0, 6.4, 6.792592592592593)"
07-12-2022 18:23:33.780459,"(6.0, 7.4, 7.2153846153846155)","(3.5, 4.2, 4.042857142857143)","(9.0, 13.5, 13.043478260869565)","(7.0, 11.0, 10.56578947368421)","(41.0, 110.0, 108.76543209876543)","(3.3, 3.6, 3.5120689655172415)","(5.0, 6.8, 6.6499999999999995)"
07-12-2022 18:23:35.150113,"(6.0, 7.4, 7.217142857142857)","(3.5, 4.2, 4.066666666666666)","(9.0, 13.5, 13.076923076923077)","(7.0, 11.0, 10.573529411764707)","(41.0, 110.0, 99.25925925925927)","(3.3, 3.55, 3.488888888888889)","(5.0, 6.8, 6.742222222222222)"
07-12-2022 18:23:36.454503,"(6.0, 7.4, 7.217142857142857)","(3.5, 4.2, 4.08421052631579)","(9.0, 13.5, 13.076923076923077)","(7.5, 11.0, 10.566666666666666)","(41.0, 100.0, 108.75)","(3.3, 3.5, 3.481818181818182)","(5.0, 6.8, 6.723076923076923)"
07-12-2022 18:23:37.731543,"(6.0, 7.4, 7.218867924528302)","(3.5, 4.2, 4.08421052631579)","(9.0, 13.5, 13.076923076923077)","(7.5, 11.0, 10.566666666666666)","(41.0, 110.0, 99.61538461538461)","(3.3, 3.5, 3.453448275862069)","(5.0, 6.8, 6.7254901960784315)"
07-12-2022 18:23:39.009430,"(6.0, 7.4, 7.218867924528302)","(3.5, 4.2, 4.087804878048781)","(9.0, 13.5, 13.11111111111111)","(7.5, 11.0, 10.577922077922079)","(41.0, 100.0, 99.61538461538461)","(3.3, 3.5, 3.427027027027027)","(5.0, 6.8, 6.7254901960784315)"
07-12-2022 18:23:40.367932,"(6.0, 7.4, 7.218867924528302)","(3.5, 4.2, 4.085714285714285)","(9.0, 13.5, 13.11111111111111)","(7.5, 11.0, 10.507575757575758)","(41.0, 100.0, 99.61538461538461)","(3.3, 3.5, 3.434375)","(5.0, 6.8, 6.7254901960784315)"
07-12-2022 18:23:41.665660,"(6.0, 7.4, 7.218867924528302)","(3.5, 4.2, 4.085714285714285)","(9.0, 13.5, 13.11111111111111)","(7.5, 11.0, 10.508474576271187)","(41.0, 100.0, 99.74025974025975)","(3.3, 3.45, 3.4342105263157894)","(5.0, 6.8, 6.887179487179487)"
07-12-2022 18:23:42.923664,"(6.0, 7.4, 7.218867924528302)","(3.5, 4.2, 4.085714285714285)","(9.0, 13.5, 13.0)","(7.5, 11.0, 10.118181818181819)","(41.0, 100.0, 96.66666666666667)","(3.3, 3.5, 3.3944444444444444)","(5.0, 7.0, 6.904761904761905)"
07-12-2022 18:23:44.129429,"(6.0, 8.0, 7.650704225352112)","(3.5, 4.2, 4.085714285714285)","(9.0, 13.0, 12.7)","(7.5, 10.5, 10.128125)","(41.0, 100.0, 107.97297297297297)","(3.3, 3.4, 3.3944444444444444)","(5.0, 7.0, 6.904761904761905)"
07-12-2022 18:23:45.405857,"(6.0, 8.0, 7.689473684210526)","(3.5, 4.2, 4.085714285714285)","(9.0, 13.0, 12.7)","(7.5, 10.5, 10.128125)","(41.0, 110.0, 106.70731707317073)","(3.2, 3.4, 3.393478260869565)","(5.0, 7.0, 7.037037037037037)"
07-12-2022 18:23:46.557257,"(6.0, 8.0, 7.689473684210526)","(3.5, 4.2, 4.085714285714285)","(9.0, 13.0, 12.9)","(7.5, 10.5, 10.075000000000001)","(41.0, 110.0, 106.70731707317073)","(3.2, 3.4, 3.3863636363636362)","(5.0, 7.2, 7.066666666666666)"
07-12-2022 18:23:47.681450,"(6.0, 8.0, 7.693023255813953)","(3.5, 4.2, 4.066666666666666)","(9.0, 13.5, 13.181818181818182)","(7.5, 10.5, 9.955555555555556)","(41.0, 110.0, 106.70731707317073)","(3.2, 3.4, 3.383495145631068)","(5.0, 7.2, 7.1085714285714285)"
07-12-2022 18:23:48.871655,"(6.0, 7.8, 7.735714285714286)","(3.5, 4.1, 4.066666666666666)","(9.0, 13.5, 13.181818181818182)","(7.5, 10.5, 9.955555555555556)","(41.0, 110.0, 108.09859154929578)","(3.2, 3.4, 3.3838095238095236)","(5.0, 7.2, 7.1085714285714285)"
07-12-2022 18:23:50.112021,"(6.0, 7.8, 7.735714285714286)","(3.5, 4.1, 4.069999999999999)","(9.0, 13.5, 13.0625)","(7.5, 10.5, 10.125581395348837)","(41.0, 110.0, 108.88059701492537)","(3.2, 3.4, 3.3483516483516484)","(5.0, 7.2, 7.088888888888889)"
07-12-2022 18:23:51.444328,"(6.0, 7.8, 7.733333333333333)","(3.5, 4.1, 4.069999999999999)","(9.0, 13.0, 12.583333333333334)","(7.5, 10.5, 9.96923076923077)","(41.0, 110.0, 108.09859154929578)","(3.2, 3.35, 3.370408163265306)","(5.0, 7.2, 7.283333333333333)"
07-12-2022 18:23:53.038071,"(6.0, 7.8, 7.7043478260869565)","(3.5, 4.1, 4.069999999999999)","(9.0, 13.0, 12.534883720930232)","(7.5, 10.5, 9.96923076923077)","(41.0, 110.0, 108.125)","(3.2, 3.4, 3.3766666666666665)","(5.0, 7.4, 7.333333333333333)"
07-12-2022 18:23:54.509589,"(6.0, 7.8, 7.691891891891892)","(3.5, 4.1, 4.08)","(9.0, 13.0, 12.523809523809524)","(7.5, 10.5, 10.01875)","(41.0, 110.0, 105.26315789473684)","(3.2, 3.4, 3.3597560975609753)","(5.0, 7.6, 7.28)"
07-12-2022 18:23:55.838925,"(6.0, 7.8, 7.675324675324675)","(3.5, 4.0, 3.9829545454545454)","(9.0, 13.0, 12.782608695652174)","(7.5, 10.5, 10.01875)","(41.0, 110.0, 105.26315789473684)","(3.2, 3.4, 3.3629213483146065)","(5.0, 7.6, 7.23)"
07-12-2022 18:23:57.219357,"(6.0, 7.6, 7.598019801980198)","(3.5, 4.1, 4.048214285714286)","(9.0, 13.5, 13.125)","(7.5, 10.5, 9.866666666666667)","(41.0, 130.0, 124.0)","(3.2, 3.4, 3.3403225806451613)","(5.0, 7.4, 7.359090909090909)"
07-12-2022 18:23:58.670891,"(6.0, 7.8, 7.611111111111111)","(3.5, 4.2, 4.096153846153846)","(9.0, 13.5, 13.125)","(7.5, 10.0, 9.762962962962963)","(41.0, 130.0, 109.1891891891892)","(3.2, 3.35, 3.3324074074074073)","(5.0, 7.4, 7.2700000000000005)"
07-12-2022 18:23:59.805751,"(6.0, 7.8, 7.721212121212121)","(3.5, 4.1, 4.096153846153846)","(10.0, 13.5, 13.634920634920634)","(7.5, 9.8, 10.033928571428572)","(51.0, 110.0, 109.1891891891892)","(3.1, 3.35, 3.3386792452830187)","(5.5, 7.4, 7.271428571428571)"
07-12-2022 18:24:01.050339,"(6.0, 7.8, 7.752542372881356)","(3.5, 4.1, 4.029411764705882)","(10.0, 14.0, 13.634920634920634)","(7.5, 10.5, 10.05)","(51.0, 110.0, 109.1891891891892)","(3.1, 3.35, 3.356164383561644)","(5.5, 7.4, 7.214285714285714)"
07-12-2022 18:24:02.275479,"(6.0, 7.8, 7.749549549549549)","(3.5, 4.0, 3.9716981132075473)","(10.0, 13.5, 13.454545454545455)","(7.5, 10.5, 10.057142857142857)","(51.0, 110.0, 109.16666666666667)","(3.1, 3.4, 3.34375)","(5.5, 7.4, 7.285714285714286)"
07-12-2022 18:24:03.388960,"(6.0, 7.8, 7.625)","(3.5, 4.0, 3.9716981132075473)","(10.0, 13.5, 13.46875)","(7.5, 10.5, 9.90731707317073)","(51.0, 110.0, 126.05263157894737)","(3.1, 3.35, 3.34375)","(5.5, 7.4, 7.24)"
07-12-2022 18:24:04.559918,"(6.0, 7.8, 7.663636363636363)","(3.5, 4.0, 3.9716981132075473)","(10.0, 13.5, 13.473684210526315)","(7.5, 10.5, 9.90731707317073)","(51.0, 130.0, 123.57142857142857)","(3.1, 3.35, 3.34375)","(5.5, 7.4, 7.222222222222222)"
07-12-2022 18:24:05.738144,"(6.0, 7.8, 7.696296296296296)","(3.5, 4.0, 3.92)","(10.0, 13.5, 13.470588235294118)","(7.5, 10.5, 9.947727272727272)","(51.0, 130.0, 123.57142857142857)","(3.1, 3.35, 3.334931506849315)","(5.5, 7.4, 7.2384615384615385)"
07-12-2022 18:24:06.974375,"(6.0, 7.8, 7.7124999999999995)","(3.5, 4.0, 3.92)","(10.0, 13.5, 13.470588235294118)","(7.5, 10.5, 9.975)","(51.0, 130.0, 120.81632653061224)","(3.1, 3.35, 3.307142857142857)","(5.5, 7.4, 7.245454545454546)"
07-12-2022 18:24:08.165404,"(6.0, 7.8, 7.7124999999999995)","(3.5, 3.9, 3.878)","(10.0, 13.5, 13.476190476190476)","(7.5, 10.5, 9.853846153846154)","(51.0, 130.0, 120.81632653061224)","(3.1, 3.4, 3.336)","(5.5, 7.4, 7.251282051282051)"
07-12-2022 18:24:09.300816,"(6.0, 7.8, 7.763636363636364)","(3.5, 3.9, 3.878)","(10.0, 13.5, 13.476190476190476)","(7.5, 10.5, 9.853846153846154)","(51.0, 130.0, 121.0)","(3.1, 3.4, 3.32258064516129)","(5.5, 7.4, 7.252631578947368)"
07-12-2022 18:24:10.466564,"(6.0, 7.8, 7.763636363636364)","(3.5, 3.9, 3.8379310344827586)","(10.0, 13.5, 13.271428571428572)","(7.5, 10.5, 10.068181818181818)","(51.0, 130.0, 121.0)","(3.1, 3.4, 3.3353333333333333)","(5.5, 7.4, 7.492307692307692)"
07-12-2022 18:24:11.513966,"(6.0, 8.2, 7.944444444444444)","(3.5, 3.8, 3.796875)","(10.0, 13.5, 13.271428571428572)","(7.5, 10.5, 10.08695652173913)","(51.0, 130.0, 111.25)","(3.1, 3.35, 3.2884615384615383)","(5.5, 7.6, 7.515151515151515)"
07-12-2022 18:24:12.653913,"(6.0, 8.2, 8.14074074074074)","(3.5, 3.85, 3.823134328358209)","(10.0, 13.5, 13.271428571428572)","(7.5, 10.5, 10.127659574468085)","(51.0, 130.0, 111.25)","(3.1, 3.3, 3.2645833333333334)","(5.5, 7.6, 7.552)"
07-12-2022 18:24:13.832264,"(6.0, 8.4, 8.07378640776699)","(3.5, 3.85, 3.78)","(10.0, 13.5, 13.294117647058824)","(7.5, 10.5, 10.130434782608695)","(51.0, 130.0, 115.0)","(3.1, 3.3, 3.265625)","(5.5, 7.6, 7.65)"
07-12-2022 18:24:14.977210,"(6.0, 8.4, 8.051612903225806)","(3.5, 3.8, 3.78)","(10.0, 13.5, 13.370967741935484)","(7.5, 10.5, 10.242424242424242)","(51.0, 130.0, 115.0)","(3.1, 3.3, 3.2616161616161614)","(5.5, 7.8, 7.742857142857143)"
07-12-2022 18:24:16.056544,"(6.0, 8.4, 8.051612903225806)","(3.5, 3.8, 3.71)","(10.0, 13.5, 13.366666666666667)","(7.5, 10.5, 10.253623188405797)","(51.0, 130.0, 115.0)","(3.1, 3.3, 3.2459821428571427)","(5.5, 7.8, 7.8374999999999995)"
07-12-2022 18:24:17.209151,"(6.0, 8.4, 8.085436893203884)","(3.4, 3.75, 3.7013888888888893)","(10.0, 13.5, 13.394736842105264)","(8.0, 10.5, 10.253623188405797)","(51.0, 130.0, 115.0)","(2.9, 3.25, 3.2459821428571427)","(5.5, 8.0, 7.8533333333333335)"
07-12-2022 18:24:18.364909,"(6.0, 8.4, 8.095833333333333)","(3.4, 3.75, 3.742982456140351)","(10.0, 14.0, 13.333333333333334)","(8.0, 10.5, 10.266666666666667)","(51.0, 130.0, 119.47368421052632)","(2.9, 3.25, 3.2474910394265235)","(5.5, 8.0, 7.8533333333333335)"
07-12-2022 18:24:19.483199,"(6.0, 8.4, 8.095833333333333)","(3.4, 3.75, 3.735526315789474)","(10.0, 14.0, 13.321428571428571)","(8.0, 10.5, 10.28125)","(51.0, 130.0, 119.47368421052632)","(2.9, 3.25, 3.2338709677419355)","(5.5, 8.0, 7.8533333333333335)"
07-12-2022 18:24:20.678915,"(6.0, 8.4, 8.095833333333333)","(3.4, 3.75, 3.732258064516129)","(10.0, 14.0, 13.321428571428571)","(8.0, 10.5, 10.291044776119403)","(51.0, 130.0, 119.47368421052632)","(2.9, 3.25, 3.2339622641509433)","(5.5, 8.0, 7.833333333333333)"
07-12-2022 18:24:21.913417,"(6.0, 8.4, 8.095833333333333)","(3.4, 3.7, 3.6772727272727272)","(10.0, 14.0, 13.321428571428571)","(8.0, 10.5, 10.45)","(51.0, 130.0, 119.47368421052632)","(2.9, 3.25, 3.232456140350877)","(5.5, 8.2, 8.034782608695652)"
07-12-2022 18:24:23.207361,"(6.0, 8.4, 8.102222222222222)","(3.4, 3.7, 3.66875)","(10.0, 14.0, 13.321428571428571)","(8.0, 11.0, 10.36)","(51.0, 130.0, 120.0)","(2.9, 3.25, 3.232889733840304)","(5.5, 8.2, 8.04)"
07-12-2022 18:24:24.351570,"(6.0, 8.4, 8.102222222222222)","(3.4, 3.7, 3.6525000000000003)","(10.0, 14.0, 13.321428571428571)","(8.0, 11.0, 10.36)","(51.0, 130.0, 120.0)","(2.9, 3.25, 3.173170731707317)","(5.5, 8.2, 8.052631578947368)"
07-12-2022 18:24:25.554358,"(6.0, 8.4, 8.213888888888889)","(3.4, 3.7, 3.675806451612903)","(10.0, 14.0, 13.316666666666666)","(8.0, 11.0, 10.4)","(51.0, 130.0, 120.0)","(2.9, 3.25, 3.164788732394366)","(5.5, 8.2, 8.288888888888888)"
07-12-2022 18:24:26.666037,"(6.0, 8.4, 8.2325)","(3.4, 3.7, 3.632258064516129)","(10.0, 14.0, 13.316666666666666)","(8.0, 11.0, 10.4)","(51.0, 130.0, 120.0)","(2.9, 3.2, 3.1466666666666665)","(5.5, 8.4, 8.753846153846155)"
07-12-2022 18:24:27.861026,"(6.0, 8.4, 8.236585365853658)","(3.4, 3.7, 3.676923076923077)","(10.0, 14.0, 13.547619047619047)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 120.0)","(2.9, 3.15, 3.166666666666667)","(5.5, 8.8, 8.536842105263158)"
07-12-2022 18:24:28.924989,"(6.0, 8.4, 8.236585365853658)","(3.4, 3.7, 3.676760563380282)","(10.0, 14.0, 13.547619047619047)","(8.0, 11.0, 10.402061855670103)","(51.0, 130.0, 120.0)","(2.9, 3.2, 3.1514285714285712)","(5.5, 8.6, 8.536842105263158)"
07-12-2022 18:24:30.223351,"(6.0, 8.4, 8.237499999999999)","(3.4, 3.65, 3.676923076923077)","(10.0, 14.0, 13.311475409836065)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 120.0)","(2.9, 3.2, 3.1819277108433734)","(5.5, 8.6, 8.536842105263158)"
07-12-2022 18:24:31.404733,"(6.0, 8.4, 8.248837209302325)","(3.4, 3.7, 3.676923076923077)","(10.0, 14.0, 13.311475409836065)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 120.0)","(2.9, 3.2, 3.182926829268293)","(5.5, 8.6, 8.536842105263158)"
07-12-2022 18:24:32.570322,"(6.0, 8.4, 8.248837209302325)","(3.4, 3.7, 3.6700854700854704)","(10.0, 14.0, 13.311475409836065)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 120.0)","(2.9, 3.2, 3.188495575221239)","(5.5, 8.6, 8.536842105263158)"
07-12-2022 18:24:33.740495,"(6.0, 8.4, 8.39090909090909)","(3.4, 3.7, 3.6054054054054054)","(10.0, 14.0, 13.351851851851851)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 120.0)","(2.9, 3.2, 3.162280701754386)","(5.5, 8.6, 8.584)"
07-12-2022 18:24:35.253192,"(6.0, 8.8, 8.666666666666666)","(3.4, 3.7, 3.6361940298507465)","(10.0, 13.5, 12.98)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 121.66666666666667)","(2.9, 3.2, 3.159433962264151)","(5.5, 8.8, 8.53103448275862)"
07-12-2022 18:24:36.450822,"(6.0, 8.8, 8.723809523809525)","(3.2, 3.7, 3.641860465116279)","(10.0, 13.5, 12.98)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 126.08695652173913)","(2.9, 3.2, 3.158181818181818)","(5.5, 8.8, 8.428571428571429)"
07-12-2022 18:24:37.643272,"(6.0, 8.8, 8.73846153846154)","(3.2, 3.7, 3.6448529411764707)","(10.0, 13.5, 12.633333333333333)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 126.08695652173913)","(2.9, 3.2, 3.174436090225564)","(5.5, 8.8, 8.428571428571429)"
07-12-2022 18:24:38.992528,"(6.0, 9.0, 8.977777777777778)","(3.2, 3.7, 3.6448529411764707)","(10.0, 13.0, 12.605263157894736)","(8.0, 11.0, 10.382978723404255)","(51.0, 130.0, 126.08695652173913)","(2.9, 3.2, 3.1574074074074074)","(5.5, 8.8, 8.428571428571429)"
07-12-2022 18:24:40.357506,"(6.0, 9.2, 9.08235294117647)","(3.2, 3.7, 3.6448529411764707)","(10.0, 13.0, 12.605263157894736)","(8.0, 11.0, 10.355555555555556)","(51.0, 130.0, 126.08695652173913)","(2.9, 3.2, 3.1574074074074074)","(5.5, 8.8, 8.488)"
07-12-2022 18:24:41.602444,"(6.0, 9.4, 9.120000000000001)","(3.2, 3.7, 5001.275000000001)","(10.0, 13.0, 9998.5)","(8.0, 11.0, 9998.5)","(51.0, 130.0, 9998.5)","(2.9, 3.2, 9998.5)","(5.5, 8.8, 9998.5)"
07-12-2022 18:24:42.753877,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:43.961469,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:45.075125,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:46.249983,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:47.371999,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:48.571477,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:49.722375,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:50.955655,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
07-12-2022 18:24:52.131580,"(6.0, 99998, 9998.5)","(3.2, 99998, 9998.5)","(10.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(51.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(5.5, 99998, 9998.5)"
