,Dandelion,Tarzan Gunn,Starlight Nelly,Full Of Cheek,Shian Silva,Mandela,My Ninja,Sirius Lizzie
06-01-2023 14:21:32.347656,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 37.8125)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:33.550698,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 37.8125)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:34.792871,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 37.8125)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:36.012424,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 37.8125)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:37.183385,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:38.420122,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:39.664023,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:40.790552,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:41.869576,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:42.964776,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.826086956521738)"
06-01-2023 14:21:44.175427,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:45.356349,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:46.631609,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:47.767214,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.666666666666664)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:49.000356,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:50.216268,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:51.463037,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:52.622366,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 11.7)"
06-01-2023 14:21:53.721136,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:21:54.788299,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:21:55.971430,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:21:57.178723,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:21:58.317046,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.363636363636363)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:21:59.541723,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:00.993172,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:02.425018,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:03.762655,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:05.158068,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:06.515350,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:07.877467,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:09.128433,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:10.319901,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:11.477468,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:12.656061,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:13.880227,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:15.160986,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:16.479758,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:17.801506,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:19.063908,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:20.290905,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:21.518480,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:22.762800,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 51.81818181818181)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:24.054910,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:25.320279,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:26.569800,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:27.883266,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:29.214805,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:30.495716,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:31.757422,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:33.071954,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:34.471000,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:35.842021,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 90.07142857142857)","(31.0, 110.0, 63.14285714285714)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 27.0)","(19.0, 70.0, 32.54545454545455)","(7.0, 16.0, 14.896)"
06-01-2023 14:22:37.179972,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.0, 14.075)"
06-01-2023 14:22:38.626365,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:40.104794,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:41.451748,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:42.654488,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:43.917583,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:45.151188,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:46.381653,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:47.470418,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:48.681697,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:49.976383,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:51.331356,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:52.707319,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:54.039772,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:55.311587,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:56.539334,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:57.640425,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:58.745591,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:22:59.938532,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:01.226420,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:02.452976,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:03.675217,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:04.925811,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:06.213597,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:07.487757,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:08.769457,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:10.052203,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:11.359714,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:12.440282,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:13.470090,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:14.540996,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
06-01-2023 14:23:15.695570,"(4.6, 8.2, 6.8)","(2.25, 3.45, 2.415)","(31.0, 200.0, 114.5)","(31.0, 110.0, 51.42857142857143)","(2.9, 5.2, 4.5120000000000005)","(17.0, 55.0, 37.27272727272727)","(19.0, 70.0, 46.36363636363637)","(7.0, 16.5, 14.075)"
