,Dandelion,Tarzan Gunn,Starlight Nelly,Full Of Cheek,Shian Silva,Mandela,My Ninja,Sirius Lizzie
06-01-2023 14:29:58.795087,"(4.6, 8.0, 6.3)","(2.25, 3.4, 2.364705882352941)","(31.0, 140.0, 97.6)","(31.0, 110.0, 41.6)","(2.9, 4.8, 3.315)","(17.0, 55.0, 29.73076923076923)","(19.0, 70.0, 33.63636363636364)","(7.0, 15.0, 9.225)"
06-01-2023 14:29:59.922291,"(4.6, 8.0, 6.3)","(2.25, 3.4, 2.364705882352941)","(31.0, 140.0, 97.6)","(31.0, 110.0, 40.90909090909091)","(2.9, 4.8, 3.315)","(17.0, 55.0, 29.73076923076923)","(19.0, 70.0, 33.63636363636364)","(7.0, 15.0, 9.225)"
06-01-2023 14:30:01.032859,"(4.6, 8.0, 6.3)","(2.25, 3.4, 2.364705882352941)","(31.0, 140.0, 97.6)","(31.0, 110.0, 40.90909090909091)","(2.9, 4.8, 3.315)","(17.0, 55.0, 29.73076923076923)","(19.0, 70.0, 33.63636363636364)","(7.0, 15.0, 9.225)"
06-01-2023 14:30:02.088672,"(4.6, 8.0, 6.3)","(2.25, 3.4, 2.364705882352941)","(31.0, 140.0, 97.6)","(31.0, 110.0, 40.90909090909091)","(2.9, 4.8, 3.315)","(17.0, 55.0, 29.73076923076923)","(19.0, 70.0, 33.63636363636364)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:03.225015,"(4.6, 8.0, 6.3)","(2.25, 3.4, 2.339285714285714)","(31.0, 140.0, 84.0)","(31.0, 110.0, 65.5)","(2.9, 4.8, 3.2416666666666667)","(17.0, 55.0, 29.285714285714285)","(19.0, 70.0, 30.8)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:04.419372,"(4.6, 8.0, 6.3)","(2.25, 3.35, 2.3375)","(31.0, 130.0, 65.33333333333334)","(31.0, 95.0, 42.76923076923077)","(2.9, 4.8, 3.2727272727272725)","(17.0, 55.0, 29.285714285714285)","(19.0, 70.0, 37.333333333333336)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:05.615464,"(4.6, 8.0, 6.3)","(2.25, 3.35, 2.3375)","(31.0, 120.0, 65.33333333333334)","(31.0, 100.0, 42.76923076923077)","(2.9, 4.5, 3.2727272727272725)","(17.0, 55.0, 25.416666666666668)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:06.786155,"(4.6, 8.0, 6.3)","(2.25, 3.3, 2.3526315789473684)","(31.0, 120.0, 66.94117647058823)","(31.0, 100.0, 42.76923076923077)","(2.9, 4.5, 3.375)","(17.0, 55.0, 27.692307692307693)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:07.889655,"(4.6, 8.0, 6.3)","(2.25, 3.3, 2.3526315789473684)","(31.0, 120.0, 66.94117647058823)","(31.0, 100.0, 43.63636363636364)","(2.9, 4.5, 3.6875)","(17.0, 55.0, 27.692307692307693)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:08.973079,"(4.6, 8.0, 6.3)","(2.25, 3.3, 2.3526315789473684)","(31.0, 120.0, 63.89473684210526)","(31.0, 90.0, 66.36363636363637)","(2.9, 4.5, 3.6875)","(17.0, 55.0, 30.59375)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:10.097602,"(4.6, 8.0, 6.3)","(2.25, 3.25, 2.775)","(31.0, 120.0, 63.89473684210526)","(31.0, 90.0, 46.0)","(2.9, 4.5, 3.3636363636363638)","(17.0, 55.0, 30.59375)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:11.256476,"(4.6, 8.0, 6.3)","(2.25, 3.25, 2.775)","(31.0, 120.0, 63.89473684210526)","(31.0, 90.0, 48.142857142857146)","(2.9, 4.5, 3.3636363636363638)","(17.0, 55.0, 32.35294117647059)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:12.350656,"(4.6, 8.0, 6.3)","(2.25, 3.25, 2.775)","(31.0, 100.0, 66.61538461538461)","(31.0, 85.0, 48.142857142857146)","(2.9, 4.5, 3.3636363636363638)","(17.0, 55.0, 28.285714285714285)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:13.337220,"(4.6, 8.0, 6.3)","(2.25, 3.25, 2.775)","(31.0, 110.0, 66.8)","(31.0, 85.0, 48.142857142857146)","(2.9, 4.5, 3.3636363636363638)","(17.0, 55.0, 28.285714285714285)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:14.431997,"(4.6, 8.0, 6.3)","(2.25, 3.25, 2.75)","(31.0, 110.0, 74.0)","(31.0, 85.0, 48.142857142857146)","(2.9, 4.5, 3.3636363636363638)","(17.0, 55.0, 28.285714285714285)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:15.607161,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.75)","(31.0, 110.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:16.743823,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.75)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:17.867592,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.75)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:19.026305,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3449999999999998)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:20.231824,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3449999999999998)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:21.470624,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3128571428571427)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:22.603087,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3128571428571427)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:23.713096,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3128571428571427)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3636363636363638)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:24.803649,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3128571428571427)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3157894736842106)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:25.942912,"(4.6, 8.0, 6.3)","(2.3, 3.2, 2.3128571428571427)","(31.0, 95.0, 57.0)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.3157894736842106)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:27.098904,"(4.6, 8.0, 6.3)","(2.3, 3.15, 2.328333333333333)","(31.0, 95.0, 57.0)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 3.825)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.05)"
06-01-2023 14:30:28.122578,"(4.6, 8.0, 7.640000000000001)","(2.3, 3.15, 2.2711249999999996)","(31.0, 95.0, 57.0)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 3.825)","(18.0, 55.0, 41.14814814814815)","(19.0, 70.0, 25.692307692307693)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:29.176201,"(4.6, 8.0, 7.542857142857143)","(2.3, 3.15, 2.2711249999999996)","(31.0, 95.0, 57.0)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 4.208333333333334)","(18.0, 55.0, 29.07142857142857)","(19.0, 70.0, 34.0)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:30.252162,"(4.6, 8.0, 7.483333333333333)","(2.3, 3.15, 2.3129761904761903)","(31.0, 95.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 4.125)","(18.0, 55.0, 33.64705882352941)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:31.343758,"(4.6, 8.0, 7.571428571428571)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 4.242857142857143)","(18.0, 55.0, 34.375)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:32.462893,"(4.6, 8.0, 7.666666666666666)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 4.242857142857143)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:33.619592,"(4.6, 8.0, 7.666666666666666)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 3.875)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 28.46153846153846)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:34.761034,"(4.6, 8.0, 7.914285714285715)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.4, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 28.46153846153846)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:35.894579,"(4.6, 8.0, 7.71)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 28.46153846153846)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:37.098668,"(4.6, 8.0, 7.72)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 72.66666666666666)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 28.46153846153846)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:38.266939,"(4.6, 8.0, 7.72)","(2.3, 3.0, 2.9383333333333335)","(31.0, 90.0, 62.0)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:39.361278,"(4.6, 8.0, 7.72)","(2.3, 3.0, 2.9383333333333335)","(31.0, 85.0, 59.69230769230769)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:40.529385,"(4.6, 8.0, 7.72)","(2.3, 3.0, 2.975483870967742)","(31.0, 85.0, 54.588235294117645)","(31.0, 85.0, 68.875)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:41.611404,"(4.6, 8.0, 6.65)","(2.3, 2.72, 2.704516129032258)","(31.0, 85.0, 54.588235294117645)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:42.810313,"(4.6, 8.0, 6.65)","(2.3, 2.72, 2.704516129032258)","(31.0, 85.0, 58.14285714285714)","(31.0, 85.0, 67.29411764705883)","(2.9, 4.5, 3.925)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 27.53846153846154)","(7.0, 15.0, 10.2)"
06-01-2023 14:30:43.960908,"(4.6, 8.0, 6.65)","(2.3, 2.72, 2.704516129032258)","(31.0, 85.0, 58.14285714285714)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 4.404166666666667)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 40.0)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:45.035029,"(4.6, 8.0, 7.775)","(2.3, 2.72, 2.49)","(31.0, 75.0, 62.666666666666664)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 4.342857142857143)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:46.065190,"(4.6, 8.0, 7.711111111111111)","(2.3, 2.72, 2.49)","(31.0, 75.0, 62.666666666666664)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 3.975)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 30.4)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:47.190320,"(4.6, 8.0, 7.923529411764706)","(2.3, 2.72, 2.49)","(31.0, 75.0, 56.5)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 3.975)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:48.325982,"(4.6, 8.0, 7.923529411764706)","(2.3, 2.72, 2.49)","(31.0, 75.0, 56.5)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 3.975)","(18.0, 55.0, 25.90909090909091)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:49.406817,"(4.6, 8.0, 6.75)","(2.3, 2.72, 2.49)","(31.0, 75.0, 56.5)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 3.975)","(18.0, 55.0, 30.384615384615387)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:50.477096,"(4.6, 8.0, 6.75)","(2.3, 2.72, 2.49)","(31.0, 75.0, 56.5)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 3.975)","(18.0, 55.0, 35.0)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.181818181818182)"
06-01-2023 14:30:51.598757,"(4.6, 8.0, 6.75)","(2.3, 2.72, 2.49)","(31.0, 75.0, 57.92307692307692)","(31.0, 85.0, 68.27777777777777)","(2.9, 4.5, 3.975)","(18.0, 55.0, 36.17647058823529)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.0)"
06-01-2023 14:30:52.733925,"(4.6, 8.0, 6.75)","(2.3, 2.72, 2.49)","(31.0, 75.0, 60.400000000000006)","(31.0, 85.0, 50.875)","(2.9, 4.5, 3.975)","(18.0, 55.0, 43.96551724137931)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.0)"
06-01-2023 14:30:53.911681,"(4.6, 8.0, 7.868421052631579)","(2.3, 2.72, 2.49)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 50.875)","(2.9, 4.5, 3.975)","(18.0, 55.0, 43.96551724137931)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 10.466666666666665)"
06-01-2023 14:30:55.045956,"(4.6, 8.0, 6.8)","(2.3, 2.72, 2.49)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 60.18181818181818)","(2.9, 4.5, 3.975)","(18.0, 55.0, 40.23809523809524)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.0)"
06-01-2023 14:30:56.107437,"(4.6, 8.0, 7.858823529411765)","(2.3, 2.72, 2.6957894736842105)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 40.90909090909091)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 10.285714285714286)"
06-01-2023 14:30:57.207297,"(4.6, 8.0, 7.858823529411765)","(2.3, 2.72, 2.5)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 40.90909090909091)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 11.952380952380953)"
06-01-2023 14:30:58.309318,"(4.6, 8.0, 7.858823529411765)","(2.3, 2.72, 2.5)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 45.60606060606061)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 13.608695652173914)"
06-01-2023 14:30:59.386652,"(4.6, 8.0, 7.935135135135135)","(2.3, 2.72, 2.5)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 45.60606060606061)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 13.608695652173914)"
06-01-2023 14:31:00.421256,"(4.6, 8.0, 7.935135135135135)","(2.3, 2.72, 2.5)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 45.60606060606061)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:01.531493,"(4.6, 8.0, 7.935135135135135)","(2.3, 2.72, 2.5)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 45.60606060606061)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:02.703353,"(4.6, 8.0, 7.935135135135135)","(2.3, 2.72, 2.5)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 27.727272727272727)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:03.844607,"(4.6, 8.0, 7.7444444444444445)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 31.923076923076923)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:04.906096,"(4.6, 8.0, 7.85625)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 31.923076923076923)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:05.905575,"(4.6, 8.0, 7.85625)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 31.923076923076923)","(19.0, 70.0, 30.88888888888889)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:06.994889,"(4.6, 8.0, 7.85625)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:08.013831,"(4.6, 8.0, 6.9)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:09.000030,"(4.6, 8.0, 6.9)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:09.990882,"(4.6, 8.0, 6.9)","(2.3, 2.72, 2.697)","(31.0, 70.0, 60.400000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:11.232713,"(4.6, 8.0, 6.9)","(2.3, 2.72, 2.697)","(31.0, 70.0, 51.17647058823529)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:12.383546,"(4.6, 8.0, 6.9)","(2.3, 2.72, 2.5)","(31.0, 70.0, 50.44444444444444)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:13.529213,"(4.6, 8.0, 6.9)","(2.3, 2.72, 2.5)","(31.0, 70.0, 56.900000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:14.605618,"(4.6, 8.0, 7.816666666666666)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 66.8)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:15.873369,"(4.6, 8.0, 7.924137931034483)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:17.094921,"(4.6, 8.0, 7.924137931034483)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:18.297854,"(4.6, 8.0, 7.924137931034483)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:19.472314,"(4.6, 8.0, 7.924137931034483)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:20.595652,"(4.6, 8.0, 7.924137931034483)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:21.775846,"(4.6, 8.0, 7.924137931034483)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:22.920127,"(4.6, 8.0, 7.86875)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.363636363636365)"
06-01-2023 14:31:24.113995,"(4.6, 8.0, 7.86875)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:25.217926,"(4.6, 8.0, 7.86875)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:26.305905,"(4.6, 8.0, 7.934375)","(2.3, 2.72, 2.5)","(31.0, 65.0, 56.900000000000006)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:27.349230,"(4.6, 8.0, 7.0)","(2.3, 2.72, 2.5)","(31.0, 65.0, 55.18181818181819)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:28.372221,"(4.6, 8.0, 7.0)","(2.3, 2.72, 2.5)","(31.0, 65.0, 55.18181818181819)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:29.631574,"(4.6, 8.0, 7.0)","(2.3, 2.72, 2.5)","(31.0, 65.0, 55.18181818181819)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:30.680214,"(4.6, 8.0, 7.0)","(2.3, 2.72, 2.5)","(31.0, 65.0, 55.18181818181819)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 28.636363636363637)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
06-01-2023 14:31:31.740484,"(4.6, 8.0, 7.0)","(2.3, 2.72, 2.5)","(31.0, 65.0, 55.18181818181819)","(31.0, 85.0, 68.28571428571428)","(2.9, 4.5, 3.975)","(18.0, 55.0, 29.22222222222222)","(19.0, 70.0, 29.384615384615383)","(7.0, 15.0, 9.545454545454545)"
