,Urban Girl,Smokey Chet,Ivy Pearl,Boom Boom Harley,Spring Release,Petite Swagger,Energetic Cloud,Absolute Desire
07-01-2023 18:45:10.141661,"(15.0, 46.0, 34.8)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 26.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:11.275621,"(15.0, 46.0, 34.8)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.15)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:12.415832,"(15.0, 46.0, 34.8)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6905263157894737)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.15)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:13.525060,"(15.0, 46.0, 33.4)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6894117647058824)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.15)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:14.551699,"(15.0, 46.0, 34.333333333333336)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6909999999999998)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.15)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:15.564602,"(15.0, 46.0, 34.333333333333336)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 26.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:16.762355,"(15.0, 46.0, 33.27272727272727)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.15)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 32.57142857142857)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:18.029216,"(15.0, 46.0, 34.333333333333336)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.15)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 32.57142857142857)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:19.184500,"(15.0, 46.0, 34.333333333333336)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6958823529411764)","(15.0, 29.0, 26.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 32.2)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:20.320327,"(15.0, 46.0, 33.27272727272727)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6927586206896552)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.0625)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.545454545454547)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:21.460664,"(15.0, 46.0, 36.0)","(7.0, 8.6, 8.189473684210526)","(1.65, 1.7, 1.6836666666666666)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.11111111111111)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.352941176470587)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:22.638072,"(15.0, 46.0, 36.0)","(7.0, 8.6, 8.189473684210526)","(1.65, 1.7, 1.6836666666666666)","(15.0, 29.0, 26.2)","(4.2, 10.5, 10.11111111111111)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.352941176470587)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:23.759244,"(15.0, 46.0, 36.0)","(7.0, 8.6, 8.189473684210526)","(1.65, 1.7, 1.6897916666666666)","(15.0, 29.0, 25.5)","(4.2, 10.5, 10.11111111111111)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 30.785714285714285)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:24.873779,"(15.0, 46.0, 36.0)","(7.0, 8.6, 8.189473684210526)","(1.65, 1.7, 1.6836666666666666)","(15.0, 29.0, 25.5)","(4.2, 10.5, 10.266666666666667)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 30.785714285714285)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:26.016139,"(15.0, 46.0, 34.333333333333336)","(7.0, 8.6, 8.189473684210526)","(1.65, 1.7, 1.6836666666666666)","(15.0, 29.0, 25.5)","(4.2, 10.5, 10.23076923076923)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.23076923076923)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:27.206136,"(15.0, 46.0, 36.0)","(7.0, 8.6, 7.733333333333333)","(1.65, 1.7, 1.6836666666666666)","(15.0, 29.0, 25.5)","(4.2, 10.5, 10.23076923076923)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.23076923076923)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:28.246183,"(15.0, 46.0, 36.0)","(7.0, 8.4, 8.133333333333333)","(1.65, 1.7, 1.6841509433962263)","(15.0, 29.0, 25.5)","(4.2, 10.5, 10.0625)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.23076923076923)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:29.245430,"(17.0, 46.0, 36.0)","(7.0, 8.4, 8.133333333333333)","(1.6, 1.7, 1.6841509433962263)","(16.0, 29.0, 25.5)","(4.6, 10.5, 10.0625)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.23076923076923)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:30.413305,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.6, 8.124137931034483)","(1.6, 1.7, 1.6911724137931035)","(16.0, 29.0, 24.73913043478261)","(4.6, 10.5, 10.266666666666667)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 30.785714285714285)","(12.0, 21.0, 18.555555555555557)"
07-01-2023 18:45:31.671930,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.6, 8.124137931034483)","(1.6, 1.7, 1.6810169491525424)","(16.0, 29.0, 24.1)","(4.6, 10.5, 10.266666666666667)","(21.0, 46.0, 34.74074074074074)","(16.0, 34.0, 29.0)","(12.0, 21.0, 18.0)"
07-01-2023 18:45:32.824856,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.6, 8.124137931034483)","(1.6, 1.7, 1.6810169491525424)","(16.0, 29.0, 24.032258064516128)","(4.6, 10.5, 10.15)","(21.0, 46.0, 33.84)","(16.0, 34.0, 31.81818181818182)","(12.0, 21.0, 18.0)"
07-01-2023 18:45:33.989487,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.6, 8.124137931034483)","(1.6, 1.7, 1.6624999999999999)","(16.0, 29.0, 24.1)","(4.6, 10.5, 10.15)","(21.0, 46.0, 40.666666666666664)","(16.0, 34.0, 31.81818181818182)","(12.0, 21.0, 18.0)"
07-01-2023 18:45:35.035486,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.6, 8.124137931034483)","(1.6, 1.73, 1.6624999999999999)","(16.0, 29.0, 25.2)","(4.6, 10.5, 10.0625)","(21.0, 42.0, 40.666666666666664)","(16.0, 34.0, 32.0)","(12.0, 21.0, 18.0)"
07-01-2023 18:45:36.228287,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.6, 7.68)","(1.6, 1.72, 1.6715151515151514)","(16.0, 29.0, 24.77777777777778)","(4.6, 10.5, 10.0625)","(21.0, 42.0, 40.666666666666664)","(16.0, 34.0, 33.0)","(12.0, 21.0, 18.0)"
07-01-2023 18:45:37.411884,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.4, 8.133333333333333)","(1.6, 1.72, 1.6533333333333333)","(16.0, 29.0, 24.928571428571427)","(4.6, 10.5, 10.0625)","(21.0, 42.0, 40.666666666666664)","(16.0, 34.0, 32.588235294117645)","(12.0, 21.0, 18.0)"
07-01-2023 18:45:38.454671,"(17.0, 42.0, 33.53846153846154)","(7.0, 8.4, 8.266666666666667)","(1.6, 1.72, 1.6533333333333333)","(16.0, 29.0, 24.928571428571427)","(4.6, 10.5, 10.25)","(21.0, 42.0, 36.4)","(16.0, 34.0, 30.5)","(12.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:39.616430,"(17.0, 42.0, 32.869565217391305)","(7.0, 8.4, 8.053333333333333)","(1.6, 1.72, 1.6533333333333333)","(16.0, 29.0, 24.928571428571427)","(4.6, 10.5, 10.11111111111111)","(21.0, 42.0, 33.84)","(16.0, 34.0, 30.5)","(12.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:40.805028,"(17.0, 42.0, 32.869565217391305)","(7.0, 8.4, 8.053333333333333)","(1.6, 1.72, 1.6533333333333333)","(16.0, 29.0, 24.928571428571427)","(4.6, 10.5, 10.25)","(21.0, 42.0, 33.84)","(16.0, 34.0, 30.5)","(12.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:41.960790,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.4, 8.053333333333333)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.25)","(21.0, 42.0, 33.84)","(17.0, 34.0, 32.38461538461539)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:43.164324,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.4, 8.053333333333333)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.0625)","(21.0, 42.0, 33.84)","(17.0, 34.0, 32.72727272727273)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:44.390402,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.4, 7.706666666666666)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.0625)","(21.0, 42.0, 33.84)","(17.0, 34.0, 30.0)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:45.423986,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.8)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.0625)","(21.0, 42.0, 33.84)","(17.0, 34.0, 30.0)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:46.453721,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.8)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.0625)","(21.0, 42.0, 33.84)","(17.0, 34.0, 30.0)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:47.476208,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.833333333333333)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.25)","(21.0, 36.0, 35.333333333333336)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:48.485073,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.825)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.25)","(21.0, 36.0, 35.333333333333336)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:49.621092,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.825)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.11111111111111)","(21.0, 36.0, 35.333333333333336)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:50.589895,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.825)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.25)","(21.0, 36.0, 35.333333333333336)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:51.699849,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.825)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.23076923076923)","(21.0, 36.0, 33.42857142857143)","(17.0, 34.0, 33.42857142857143)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:52.805338,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.45)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 9.799999999999999)","(21.0, 36.0, 33.42857142857143)","(17.0, 34.0, 33.4)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:53.923788,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.45)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 10.05)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.4)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:55.046718,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.45)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:56.105853,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.741176470588234)","(1.55, 1.72, 1.6533333333333333)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:57.206803,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.8533333333333335)","(1.55, 1.71, 1.662)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:58.299407,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.8533333333333335)","(1.55, 1.71, 1.662)","(17.0, 29.0, 24.928571428571427)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:45:59.479713,"(18.0, 42.0, 32.869565217391305)","(6.5, 8.2, 7.8533333333333335)","(1.55, 1.71, 1.6535294117647057)","(17.0, 29.0, 26.75)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 31.333333333333332)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:00.537375,"(18.0, 40.0, 35.2)","(6.5, 8.2, 7.8533333333333335)","(1.55, 1.71, 1.6535294117647057)","(17.0, 28.0, 26.75)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:01.574997,"(18.0, 40.0, 35.2)","(6.5, 8.2, 7.8533333333333335)","(1.55, 1.71, 1.6542857142857141)","(17.0, 28.0, 26.75)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:02.655805,"(18.0, 40.0, 33.23076923076923)","(6.5, 8.2, 7.828571428571428)","(1.55, 1.71, 1.6542857142857141)","(17.0, 28.0, 26.125)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:03.737974,"(18.0, 40.0, 33.23076923076923)","(6.5, 8.2, 7.828571428571428)","(1.55, 1.71, 1.6542857142857141)","(17.0, 28.0, 26.125)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:05.102165,"(18.0, 40.0, 33.2)","(6.5, 8.2, 7.894117647058823)","(1.55, 1.71, 1.6689473684210525)","(17.0, 28.0, 26.125)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:06.103787,"(18.0, 38.0, 33.2)","(6.5, 8.2, 7.894117647058823)","(1.55, 1.71, 1.6689473684210525)","(17.0, 28.0, 26.125)","(5.5, 10.5, 9.7125)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:07.158450,"(18.0, 38.0, 32.8)","(6.5, 8.2, 7.894117647058823)","(1.55, 1.71, 1.683103448275862)","(17.0, 28.0, 23.6)","(5.5, 10.5, 10.05)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:08.279590,"(18.0, 38.0, 32.8)","(6.5, 8.2, 7.894117647058823)","(1.55, 1.71, 1.683103448275862)","(17.0, 28.0, 23.6)","(5.5, 10.5, 10.05)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:09.403510,"(18.0, 38.0, 32.8)","(6.5, 8.2, 7.457142857142857)","(1.55, 1.71, 1.683103448275862)","(17.0, 28.0, 23.6)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:10.433378,"(18.0, 38.0, 33.333333333333336)","(6.5, 8.2, 7.9263157894736835)","(1.55, 1.71, 1.681111111111111)","(17.0, 28.0, 23.6)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:11.535962,"(18.0, 38.0, 34.5)","(6.5, 8.2, 7.9263157894736835)","(1.55, 1.7, 1.6937499999999999)","(17.0, 28.0, 23.6)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 32.0)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:12.581202,"(18.0, 38.0, 34.22222222222222)","(6.5, 8.2, 8.016)","(1.55, 1.7, 1.6937499999999999)","(17.0, 28.0, 23.6)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.333333333333336)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:13.717118,"(18.0, 38.0, 34.421052631578945)","(6.5, 8.2, 8.02962962962963)","(1.55, 1.7, 1.69)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.63636363636364)","(13.0, 21.0, 18.037037037037038)"
07-01-2023 18:46:14.791718,"(18.0, 38.0, 34.22222222222222)","(6.5, 8.2, 8.035714285714285)","(1.55, 1.7, 1.69)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.63636363636364)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:15.965315,"(18.0, 38.0, 34.4)","(6.5, 8.2, 8.035714285714285)","(1.55, 1.7, 1.6921052631578948)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.63636363636364)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:17.191530,"(18.0, 38.0, 34.4)","(6.5, 8.2, 8.035714285714285)","(1.55, 1.7, 1.6921052631578948)","(17.0, 28.0, 23.416666666666668)","(5.5, 10.5, 10.16842105263158)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.63636363636364)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:18.249960,"(18.0, 38.0, 34.72727272727273)","(6.5, 8.2, 8.035714285714285)","(1.55, 1.7, 1.6970588235294117)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.123076923076923)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.63636363636364)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:19.394967,"(18.0, 38.0, 33.09090909090909)","(6.5, 8.2, 7.434782608695652)","(1.55, 1.7, 1.6970588235294117)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.227777777777778)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.63636363636364)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:20.467303,"(18.0, 38.0, 33.09090909090909)","(6.5, 8.0, 7.6)","(1.55, 1.7, 1.6944444444444444)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.227777777777778)","(21.0, 36.0, 31.41176470588235)","(17.0, 34.0, 33.4)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:21.490265,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.714285714285714)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.428571428571427)","(5.5, 10.5, 10.5)","(21.0, 36.0, 31.41176470588235)","(17.0, 46.0, 32.857142857142854)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:22.459904,"(18.0, 38.0, 35.0)","(6.5, 8.0, 7.699999999999999)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.428571428571427)","(5.5, 11.0, 10.5)","(21.0, 36.0, 31.41176470588235)","(17.0, 38.0, 32.72)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:23.501335,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.699999999999999)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.428571428571427)","(5.5, 11.5, 10.666666666666666)","(21.0, 36.0, 31.41176470588235)","(17.0, 38.0, 32.51428571428571)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:24.484658,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.661538461538461)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.428571428571427)","(5.5, 11.5, 10.346153846153847)","(21.0, 36.0, 31.41176470588235)","(17.0, 38.0, 32.58064516129032)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:25.457334,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.661538461538461)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.428571428571427)","(5.5, 11.5, 10.346153846153847)","(21.0, 36.0, 31.41176470588235)","(17.0, 38.0, 32.58064516129032)","(13.0, 21.0, 17.756756756756758)"
07-01-2023 18:46:26.509045,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.42608695652174)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.666666666666666)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.666666666666664)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:27.585391,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.241379310344827)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.727272727272728)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.666666666666664)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:28.723138,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.234782608695652)","(1.55, 1.7, 1.6944444444444444)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.727272727272728)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.64)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:30.022382,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.234782608695652)","(1.55, 1.7, 1.6944444444444444)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.666666666666666)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.48)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:31.194738,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.544827586206897)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.9)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.48)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:32.344262,"(18.0, 38.0, 33.09090909090909)","(6.5, 8.0, 7.544827586206897)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 11.2)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.48)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:33.515156,"(18.0, 38.0, 33.09090909090909)","(6.5, 8.0, 7.544827586206897)","(1.55, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.633333333333333)","(21.0, 36.0, 31.41176470588235)","(17.0, 36.0, 32.48)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:34.792797,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.544827586206897)","(1.5, 1.7, 1.6863636363636363)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.633333333333333)","(21.0, 36.0, 31.41176470588235)","(18.0, 36.0, 32.48)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:35.914687,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.544827586206897)","(1.5, 1.7, 1.698)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.75)","(21.0, 36.0, 31.272727272727273)","(18.0, 36.0, 32.34782608695652)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:37.118659,"(18.0, 38.0, 33.09090909090909)","(6.5, 8.0, 7.6000000000000005)","(1.5, 1.71, 1.68)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.66)","(21.0, 36.0, 30.22222222222222)","(18.0, 36.0, 32.34782608695652)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:38.414541,"(18.0, 38.0, 33.09090909090909)","(6.5, 8.0, 7.661538461538461)","(1.5, 1.71, 1.6575)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.66)","(21.0, 36.0, 29.933333333333334)","(18.0, 36.0, 32.34782608695652)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:39.639873,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.661538461538461)","(1.5, 1.71, 1.6776923076923076)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.625)","(21.0, 36.0, 30.484848484848484)","(18.0, 36.0, 33.80952380952381)","(13.0, 21.0, 17.363636363636363)"
07-01-2023 18:46:40.668520,"(18.0, 38.0, 34.4)","(6.5, 8.0, 7.661538461538461)","(1.5, 1.71, 1.6776923076923076)","(17.0, 28.0, 23.897435897435898)","(5.5, 11.5, 10.625)","(21.0, 36.0, 30.484848484848484)","(18.0, 34.0, 33.80952380952381)","(13.0, 21.0, 17.363636363636363)"
