,Zounile,Thunder Fox,Gotcha Boy,Nicator,Lady Lucilla,Koobah Squeakett,Order Of Merit,Spirit Of Pluto,Circus Bound,Jade,Sausage Sizzle,Distinctive Glory,Auctioneersbid
12-01-2023 16:24:27.224338,"(8.0, 11.0, 10.7)","(19.0, 75.0, 49.5)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 49.2)","(8.0, 9.2, 8.8)","(7.0, 9.8, 8.399999999999999)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:29.029982,"(8.0, 11.0, 10.7)","(19.0, 75.0, 49.5)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 49.2)","(8.0, 9.2, 8.8)","(7.0, 9.8, 8.399999999999999)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:30.703965,"(8.0, 11.0, 10.7)","(19.0, 75.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 49.2)","(8.0, 9.2, 8.8)","(7.0, 9.8, 8.399999999999999)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:32.307089,"(8.0, 11.0, 10.7)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 59.33333333333333)","(8.0, 9.2, 9.054545454545455)","(7.0, 9.8, 8.6)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:33.864892,"(8.0, 11.0, 10.7)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 59.33333333333333)","(8.0, 9.2, 9.054545454545455)","(7.0, 9.8, 8.6)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:35.499413,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 59.33333333333333)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:37.124625,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 61.4)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:38.735498,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 61.4)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:40.221022,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 61.4)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 170.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:41.744999,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 61.4)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:43.336830,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 64.5)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:44.779880,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 100.0, 64.5)","(8.0, 9.2, 9.066666666666666)","(7.0, 9.8, 8.6)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:46.364876,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 100.0, 64.5)","(8.0, 9.2, 8.836363636363636)","(7.0, 9.8, 8.6)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:47.918469,"(8.0, 11.0, 10.280000000000001)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 100.0, 64.5)","(8.0, 9.2, 8.914285714285713)","(7.0, 9.8, 8.487499999999999)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:49.616788,"(8.0, 11.0, 10.353846153846154)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.892)","(7.0, 9.2, 9.085714285714285)","(26.0, 100.0, 62.0)","(8.0, 9.2, 8.914285714285713)","(7.0, 10.5, 8.733333333333333)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:51.254926,"(8.0, 11.0, 10.353846153846154)","(19.0, 70.0, 47.0)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 62.0)","(8.0, 9.2, 8.914285714285713)","(7.0, 9.8, 8.733333333333333)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:52.815458,"(8.0, 11.0, 10.353846153846154)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 62.0)","(8.0, 9.2, 8.914285714285713)","(7.0, 9.8, 8.733333333333333)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:54.552559,"(8.0, 11.0, 10.353846153846154)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 62.0)","(8.0, 9.2, 8.666666666666666)","(7.0, 9.8, 8.666666666666666)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:56.123521,"(8.0, 11.0, 10.505882352941176)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 62.0)","(8.0, 9.2, 8.666666666666666)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:57.710478,"(8.0, 11.0, 10.505882352941176)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 62.0)","(8.0, 9.2, 8.666666666666666)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:24:59.196298,"(8.0, 11.0, 10.505882352941176)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 62.0)","(8.0, 9.2, 8.666666666666666)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:25:00.763732,"(8.0, 11.0, 10.505882352941176)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 59.5)","(8.0, 9.2, 8.666666666666666)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:25:02.338333,"(8.0, 11.0, 10.505882352941176)","(19.0, 70.0, 47.0)","(19.0, 30.0, 28.363636363636363)","(2.6, 2.92, 2.877391304347826)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 59.5)","(8.0, 9.2, 8.666666666666666)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 130.0)","(17.0, 34.0, 21.944444444444443)","(15.0, 22.0, 20.4)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:25:03.883632,"(8.0, 11.0, 10.505882352941176)","(19.0, 70.0, 43.714285714285715)","(19.0, 30.0, 28.5)","(2.6, 2.92, 2.894285714285714)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 72.57142857142857)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 147.5)","(17.0, 34.0, 29.3)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:25:05.462189,"(8.0, 11.0, 10.261538461538462)","(19.0, 70.0, 54.75)","(19.0, 30.0, 28.5)","(2.6, 2.9, 2.894285714285714)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 75.66666666666667)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 147.5)","(17.0, 32.0, 29.3)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:25:07.027185,"(8.0, 11.0, 10.261538461538462)","(19.0, 65.0, 41.57142857142857)","(19.0, 30.0, 26.8)","(2.6, 2.9, 2.8874999999999997)","(7.0, 9.2, 9.085714285714285)","(26.0, 85.0, 69.0)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 147.5)","(17.0, 32.0, 26.8)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 153.33333333333334)"
12-01-2023 16:25:08.645281,"(8.0, 11.0, 10.261538461538462)","(19.0, 65.0, 41.57142857142857)","(19.0, 30.0, 26.8)","(2.6, 2.9, 2.8217777777777777)","(7.0, 9.2, 9.085714285714285)","(26.0, 85.0, 69.0)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 140.0)","(17.0, 32.0, 26.8)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 160.0)"
12-01-2023 16:25:10.253915,"(8.0, 11.0, 10.261538461538462)","(19.0, 65.0, 48.599999999999994)","(19.0, 30.0, 26.5)","(2.6, 2.94, 2.8217777777777777)","(7.0, 9.2, 9.085714285714285)","(26.0, 85.0, 72.57142857142857)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 155.0)","(17.0, 32.0, 29.4)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:11.955110,"(8.0, 11.0, 10.261538461538462)","(19.0, 65.0, 48.599999999999994)","(19.0, 30.0, 26.5)","(2.6, 2.94, 2.8217777777777777)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 72.57142857142857)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 155.0)","(17.0, 32.0, 29.636363636363637)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:13.609871,"(8.0, 11.0, 10.261538461538462)","(19.0, 65.0, 45.6)","(19.0, 30.0, 26.5)","(2.6, 2.94, 2.8217777777777777)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 72.57142857142857)","(8.0, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 155.0)","(17.0, 32.0, 28.0)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:15.353200,"(8.0, 11.0, 10.261538461538462)","(19.0, 60.0, 39.42857142857143)","(19.0, 30.0, 26.5)","(2.6, 2.94, 2.905)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 72.57142857142857)","(7.5, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.0)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:17.054129,"(8.0, 11.0, 10.261538461538462)","(19.0, 60.0, 39.42857142857143)","(19.0, 30.0, 26.5)","(2.6, 2.92, 2.905)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 76.44444444444444)","(7.5, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.0)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:18.825977,"(8.0, 11.0, 10.383333333333333)","(19.0, 55.0, 43.5)","(19.0, 30.0, 27.0)","(2.6, 2.92, 2.905)","(7.0, 9.2, 9.085714285714285)","(26.0, 90.0, 106.0)","(7.5, 9.2, 8.628571428571428)","(7.0, 9.6, 8.666666666666666)","(101.0, 200.0, 155.0)","(17.0, 30.0, 24.75)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:20.464792,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 30.0, 27.0)","(2.6, 2.92, 2.83)","(7.0, 9.2, 9.085714285714285)","(26.0, 150.0, 107.55555555555554)","(7.5, 9.2, 9.0)","(7.0, 9.6, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 27.9)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:22.003176,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 30.0, 27.0)","(2.6, 2.88, 2.8499999999999996)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 107.55555555555554)","(7.5, 9.2, 9.133333333333335)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 27.9)","(15.0, 22.0, 19.2)","(13.0, 21.0, 20.0)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:23.575791,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 30.0, 27.0)","(2.6, 2.92, 2.828695652173913)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 107.55555555555554)","(7.5, 9.4, 9.16923076923077)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 27.9)","(15.0, 22.0, 19.2)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:25.080493,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 30.0, 30.666666666666668)","(2.6, 2.92, 2.82)","(7.0, 9.2, 9.085714285714285)","(26.0, 130.0, 84.0)","(7.5, 9.4, 9.3)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 26.0)","(15.0, 22.0, 19.2)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:26.808773,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 34.0, 26.5)","(2.6, 2.92, 2.82)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 100.0)","(7.5, 9.4, 9.3)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.666666666666664)","(15.0, 22.0, 19.2)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:28.411827,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 34.0, 29.333333333333332)","(2.6, 2.92, 2.82)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 100.0)","(7.5, 9.4, 9.3)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.75)","(15.0, 22.0, 19.2)","(13.0, 21.0, 20.333333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:30.149862,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 32.0, 29.333333333333332)","(2.6, 2.92, 2.82)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 100.0)","(7.5, 9.4, 9.3)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.75)","(15.0, 22.0, 19.2)","(13.0, 21.0, 19.857142857142858)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:31.845957,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 32.0, 29.333333333333332)","(2.6, 2.92, 2.7866666666666666)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 100.0)","(7.5, 9.4, 9.3)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.75)","(15.0, 22.0, 19.2)","(13.0, 21.0, 19.857142857142858)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:33.322466,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 32.0, 29.333333333333332)","(2.6, 2.92, 2.7866666666666666)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 98.0)","(7.5, 9.4, 9.3)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.75)","(15.0, 22.0, 19.2)","(13.0, 21.0, 19.857142857142858)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:35.027514,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 35.14285714285714)","(18.0, 32.0, 29.333333333333332)","(2.6, 2.92, 2.7866666666666666)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 102.4)","(7.5, 9.4, 9.333333333333334)","(7.0, 10.0, 9.1)","(101.0, 200.0, 155.0)","(17.0, 30.0, 28.75)","(15.0, 22.0, 19.2)","(13.0, 21.0, 19.857142857142858)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:36.641518,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 29.166666666666668)","(18.0, 32.0, 28.0)","(2.6, 2.92, 2.7451282051282053)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 55.5)","(7.5, 9.4, 9.333333333333334)","(7.0, 10.0, 9.1)","(101.0, 200.0, 142.0)","(17.0, 30.0, 24.0)","(15.0, 22.0, 19.2)","(13.0, 21.0, 18.666666666666668)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:38.189137,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 36.111111111111114)","(18.0, 32.0, 30.666666666666664)","(2.6, 2.94, 2.7870588235294114)","(7.0, 9.2, 9.085714285714285)","(26.0, 120.0, 97.33333333333333)","(7.5, 9.4, 9.333333333333334)","(7.0, 10.0, 8.899999999999999)","(101.0, 190.0, 156.66666666666666)","(17.0, 30.0, 28.875)","(15.0, 22.0, 20.666666666666668)","(13.0, 21.0, 19.833333333333332)","(101.0, 220.0, 175.0)"
12-01-2023 16:25:39.847548,"(8.0, 10.5, 10.383333333333333)","(19.0, 50.0, 36.111111111111114)","(18.0, 32.0, 30.666666666666664)","(2.6, 2.9, 2.7870588235294114)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 99.14285714285714)","(7.5, 9.4, 9.333333333333334)","(7.0, 9.6, 8.899999999999999)","(101.0, 180.0, 156.66666666666666)","(17.0, 30.0, 26.0)","(15.0, 22.0, 20.666666666666668)","(13.0, 21.0, 20.125)","(101.0, 220.0, 205.0)"
12-01-2023 16:25:41.497905,"(8.0, 10.5, 10.383333333333333)","(19.0, 46.0, 44.6875)","(18.0, 32.0, 30.933333333333334)","(2.6, 2.9, 2.7870588235294114)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 100.5)","(7.5, 9.4, 9.333333333333334)","(7.0, 9.6, 8.899999999999999)","(101.0, 180.0, 128.0)","(17.0, 30.0, 28.76923076923077)","(15.0, 22.0, 20.666666666666668)","(13.0, 21.0, 20.22222222222222)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:43.212604,"(8.0, 10.5, 10.076923076923077)","(19.0, 46.0, 32.42857142857143)","(18.0, 32.0, 28.5)","(2.6, 2.9, 2.832121212121212)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 74.0)","(7.5, 9.4, 9.333333333333334)","(7.0, 9.6, 8.6)","(101.0, 200.0, 145.0)","(17.0, 30.0, 27.2)","(15.0, 22.0, 19.27777777777778)","(13.0, 21.0, 19.5)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:45.179398,"(8.0, 11.0, 10.076923076923077)","(19.0, 46.0, 40.411764705882355)","(18.0, 32.0, 28.5)","(2.6, 2.9, 2.7870588235294114)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 94.0)","(7.5, 9.4, 9.333333333333334)","(7.0, 9.4, 8.6)","(101.0, 180.0, 140.0)","(17.0, 30.0, 29.263157894736842)","(15.0, 22.0, 19.27777777777778)","(13.0, 21.0, 19.5)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:46.774452,"(8.0, 11.0, 10.076923076923077)","(19.0, 46.0, 40.411764705882355)","(18.0, 32.0, 28.5)","(2.6, 2.9, 2.832121212121212)","(7.0, 9.2, 9.085714285714285)","(26.0, 110.0, 88.72727272727273)","(7.5, 9.4, 9.333333333333334)","(7.0, 9.4, 8.6)","(101.0, 180.0, 140.0)","(17.0, 30.0, 28.8)","(15.0, 22.0, 19.27777777777778)","(13.0, 21.0, 22.714285714285715)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:48.469700,"(8.0, 11.0, 10.076923076923077)","(19.0, 46.0, 31.0)","(18.0, 32.0, 28.5)","(2.6, 2.9, 2.7494117647058824)","(7.0, 9.2, 9.085714285714285)","(26.0, 100.0, 55.0)","(7.5, 9.4, 9.32)","(7.0, 9.4, 8.6)","(101.0, 180.0, 140.0)","(17.0, 30.0, 29.076923076923077)","(15.0, 22.0, 19.27777777777778)","(13.0, 24.0, 21.9375)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:50.132358,"(8.0, 11.0, 10.076923076923077)","(19.0, 46.0, 31.0)","(18.0, 32.0, 28.5)","(2.6, 2.9, 2.7870588235294114)","(7.0, 9.2, 9.085714285714285)","(26.0, 100.0, 58.33333333333333)","(7.5, 9.4, 9.32)","(7.0, 9.4, 8.6)","(101.0, 180.0, 132.5)","(17.0, 30.0, 32.0)","(15.0, 22.0, 19.27777777777778)","(13.0, 24.0, 21.9375)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:51.803014,"(8.0, 11.0, 10.076923076923077)","(19.0, 46.0, 31.0)","(18.0, 32.0, 29.666666666666668)","(2.6, 2.9, 2.826111111111111)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 84.0)","(7.5, 9.4, 9.32)","(7.0, 9.4, 8.6)","(101.0, 170.0, 140.0)","(17.0, 36.0, 35.14285714285714)","(15.0, 22.0, 19.27777777777778)","(13.0, 24.0, 23.3125)","(101.0, 220.0, 206.15384615384616)"
12-01-2023 16:25:53.812713,"(8.0, 11.0, 10.076923076923077)","(19.0, 42.0, 39.2)","(18.0, 32.0, 29.666666666666668)","(2.6, 2.9, 2.863076923076923)","(7.0, 9.2, 9.085714285714285)","(26.0, 95.0, 84.0)","(7.5, 9.4, 9.32)","(7.0, 9.4, 8.6)","(101.0, 160.0, 140.0)","(17.0, 36.0, 35.14285714285714)","(15.0, 22.0, 19.27777777777778)","(13.0, 24.0, 23.3125)","(101.0, 220.0, 206.15384615384616)"
