,Zounile,Thunder Fox,Gotcha Boy,Nicator,Lady Lucilla,Koobah Squeakett,Order Of Merit,Spirit Of Pluto,Circus Bound,Jade,Sausage Sizzle,Distinctive Glory,Auctioneersbid
12-01-2023 16:14:20.783468,"(8.5, 11.0, 9.476923076923077)","(19.0, 95.0, 30.25)","(17.0, 30.0, 26.0)","(2.6, 2.88, 2.829090909090909)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.147368421052631)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:23.072630,"(8.5, 11.0, 9.56)","(19.0, 95.0, 58.0)","(17.0, 30.0, 26.0)","(2.6, 2.88, 2.8163636363636364)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.147368421052631)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:25.690178,"(8.5, 11.0, 9.8)","(19.0, 95.0, 58.0)","(17.0, 30.0, 26.0)","(2.6, 2.86, 2.8163636363636364)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 82.4)","(7.5, 10.0, 9.147368421052631)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:27.929842,"(8.5, 11.0, 9.363636363636363)","(19.0, 95.0, 58.0)","(17.0, 30.0, 26.0)","(2.6, 2.86, 2.8163636363636364)","(7.0, 9.2, 8.942857142857143)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:29.921331,"(8.5, 11.0, 10.057142857142857)","(19.0, 95.0, 58.0)","(17.0, 30.0, 27.666666666666668)","(2.6, 2.86, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:32.121412,"(8.5, 11.0, 10.057142857142857)","(19.0, 95.0, 58.0)","(17.0, 30.0, 26.0)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:34.657560,"(8.5, 11.0, 10.057142857142857)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:36.747416,"(8.5, 11.0, 8.84)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 3.0, 2.8927272727272726)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:38.923669,"(8.5, 11.0, 8.84)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 2.98, 2.868333333333333)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:41.059628,"(8.5, 11.0, 8.84)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 2.96, 2.868333333333333)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:43.128819,"(8.5, 11.0, 9.8)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 2.96, 2.868333333333333)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:45.085672,"(8.5, 11.0, 10.4)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 2.96, 2.868333333333333)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:47.154477,"(8.5, 11.0, 10.4)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 2.96, 2.867272727272727)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:49.138499,"(8.5, 11.0, 10.4)","(19.0, 95.0, 43.9)","(17.0, 30.0, 26.0)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:51.154090,"(8.5, 11.0, 10.4)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 26.0)","(2.6, 2.94, 2.867272727272727)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.507692307692308)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:53.100129,"(8.5, 11.0, 10.4)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 27.5)","(2.6, 2.94, 2.856666666666667)","(7.0, 9.2, 7.76)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 8.066666666666666)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:55.013928,"(8.5, 11.0, 10.4)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 27.77777777777778)","(2.6, 2.94, 2.8955555555555557)","(7.0, 8.6, 7.76)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.836363636363636)","(7.0, 9.8, 9.675)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:57.042792,"(8.5, 11.0, 9.76)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 26.0)","(2.6, 2.94, 2.89)","(7.0, 8.6, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.775)","(7.0, 10.5, 9.879999999999999)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:14:59.036995,"(8.5, 11.5, 8.89)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 26.0)","(2.6, 2.94, 2.89)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.775)","(7.0, 10.5, 9.625)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:15:00.986522,"(8.5, 11.5, 8.89)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 26.0)","(2.6, 2.94, 2.89)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.775)","(7.0, 10.5, 10.305555555555555)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:15:02.993474,"(8.5, 11.5, 8.89)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 26.0)","(2.6, 2.94, 2.89)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.775)","(7.0, 10.5, 10.305555555555555)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.642857142857142)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:15:04.992503,"(8.5, 11.5, 9.185714285714287)","(19.0, 95.0, 47.90909090909091)","(17.0, 30.0, 25.5)","(2.6, 2.94, 2.915)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.942857142857143)","(7.0, 10.5, 10.34090909090909)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.933333333333334)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:15:06.887215,"(8.5, 11.5, 9.185714285714287)","(19.0, 95.0, 40.733333333333334)","(17.0, 30.0, 25.5)","(2.6, 2.94, 2.915)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.942857142857143)","(7.0, 10.5, 10.305555555555555)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.933333333333334)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:15:08.843150,"(8.5, 11.5, 9.290909090909091)","(19.0, 95.0, 40.733333333333334)","(17.0, 30.0, 25.5)","(2.6, 2.94, 2.915)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.942857142857143)","(7.0, 10.5, 10.305555555555555)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.933333333333334)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:10.757438,"(8.5, 11.5, 9.290909090909091)","(19.0, 95.0, 40.733333333333334)","(17.0, 30.0, 25.5)","(2.6, 2.94, 2.915)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.942857142857143)","(7.0, 10.5, 9.675)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 22.285714285714285)","(12.0, 22.0, 20.933333333333334)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:12.764991,"(8.5, 11.5, 9.290909090909091)","(19.0, 95.0, 33.230769230769226)","(17.0, 30.0, 25.5)","(2.6, 2.94, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.936)","(7.0, 10.5, 9.879999999999999)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 23.375)","(14.0, 27.0, 22.285714285714285)","(12.0, 21.0, 20.5)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:14.680149,"(8.5, 11.5, 9.290909090909091)","(19.0, 95.0, 58.5)","(17.0, 30.0, 25.5)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 120.0, 93.42857142857143)","(7.5, 10.0, 9.942857142857143)","(7.0, 10.5, 9.879999999999999)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 23.375)","(14.0, 27.0, 22.285714285714285)","(12.0, 21.0, 20.5)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:16.569401,"(8.5, 11.5, 9.290909090909091)","(19.0, 95.0, 108.4)","(17.0, 30.0, 25.5)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 120.0, 122.625)","(7.5, 10.0, 9.936)","(7.0, 10.5, 9.879999999999999)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 23.375)","(14.0, 27.0, 22.285714285714285)","(12.0, 21.0, 20.5)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:18.446549,"(8.5, 11.5, 9.290909090909091)","(19.0, 130.0, 108.4)","(17.0, 30.0, 25.5)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 8.75)","(26.0, 180.0, 122.625)","(7.5, 10.0, 9.936)","(7.0, 10.5, 10.1125)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 23.375)","(14.0, 27.0, 20.88888888888889)","(12.0, 21.0, 20.5)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:21.319671,"(8.5, 11.5, 9.290909090909091)","(19.0, 130.0, 108.4)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 9.061538461538461)","(26.0, 180.0, 122.625)","(7.5, 10.0, 9.936)","(7.0, 10.5, 10.1125)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 23.6875)","(14.0, 27.0, 20.88888888888889)","(12.0, 21.0, 19.916666666666664)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:23.615988,"(8.5, 11.5, 9.290909090909091)","(19.0, 130.0, 74.26666666666667)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.7471936758893283)","(7.0, 9.2, 9.061538461538461)","(26.0, 180.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 9.3)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 23.6875)","(14.0, 27.0, 20.88888888888889)","(12.0, 20.0, 18.428571428571427)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:25.884754,"(8.5, 11.5, 9.290909090909091)","(19.0, 120.0, 52.099999999999994)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.747165354330709)","(7.0, 9.2, 9.061538461538461)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.433333333333334)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 20.88888888888889)","(12.0, 20.0, 17.75)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:28.114926,"(8.5, 11.5, 9.350000000000001)","(19.0, 120.0, 52.099999999999994)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.747165354330709)","(7.0, 9.2, 9.061538461538461)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.433333333333334)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:30.168072,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 52.099999999999994)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.747165354330709)","(7.0, 9.2, 9.061538461538461)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:32.217612,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 52.099999999999994)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.747165354330709)","(7.0, 9.2, 9.061538461538461)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:34.303149,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 75.19999999999999)","(17.0, 30.0, 28.0)","(2.6, 3.0, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:36.411792,"(8.5, 11.0, 9.350000000000001)","(19.0, 110.0, 71.5)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:38.448862,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 76.5)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:40.570639,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 76.5)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:42.548497,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 89.5)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:44.649175,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 75.63636363636363)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.0)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:46.715260,"(8.5, 11.0, 9.350000000000001)","(19.0, 140.0, 99.14285714285714)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 10.36)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 16.25)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:48.795304,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 63.53846153846154)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.83)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 9.222222222222221)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:50.839857,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 63.53846153846154)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.83)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 9.936)","(7.0, 11.0, 9.222222222222221)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:52.959528,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 63.53846153846154)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8035294117647056)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 10.0, 11.26153846153846)","(7.0, 11.0, 9.222222222222221)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:55.563758,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 63.53846153846154)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.802222222222222)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 11.5, 10.628571428571428)","(7.0, 11.0, 9.222222222222221)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 22.57142857142857)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:15:58.298443,"(8.5, 11.0, 9.350000000000001)","(19.0, 130.0, 66.54545454545453)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8276190476190473)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 11.0, 10.412903225806453)","(7.0, 11.0, 9.222222222222221)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:16:00.809779,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 66.54545454545453)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.9363636363636365)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 82.0)","(7.5, 11.0, 10.412903225806453)","(7.0, 10.5, 9.6)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:16:02.942303,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 66.54545454545453)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.9363636363636365)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 98.5)","(7.5, 11.0, 10.412903225806453)","(7.0, 10.5, 9.6)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:16:05.017024,"(8.5, 11.0, 9.350000000000001)","(19.0, 120.0, 66.0)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8377777777777777)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 98.5)","(7.5, 11.0, 10.412903225806453)","(7.0, 10.5, 9.6)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.857142857142858)","(101.0, 220.0, 140.0)"
12-01-2023 16:16:07.042472,"(8.5, 11.0, 9.350000000000001)","(19.0, 110.0, 71.125)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8377777777777777)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 98.5)","(7.5, 11.0, 10.551724137931036)","(7.0, 10.5, 9.6)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.545454545454547)","(101.0, 220.0, 140.0)"
12-01-2023 16:16:09.027098,"(8.5, 11.0, 9.350000000000001)","(19.0, 100.0, 71.125)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8377777777777777)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 98.5)","(7.5, 11.0, 10.551724137931036)","(7.0, 10.5, 9.6)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 17.545454545454547)","(101.0, 220.0, 140.0)"
12-01-2023 16:16:10.934748,"(8.5, 11.0, 9.350000000000001)","(19.0, 100.0, 71.125)","(17.0, 30.0, 28.0)","(2.6, 2.98, 2.8377777777777777)","(7.0, 9.2, 8.971428571428572)","(26.0, 170.0, 98.5)","(7.5, 11.0, 10.551724137931036)","(7.0, 10.5, 9.6)","(101.0, 220.0, 133.33333333333334)","(17.0, 34.0, 23.81818181818182)","(14.0, 27.0, 22.285714285714285)","(12.0, 20.0, 18.3125)","(101.0, 220.0, 140.0)"
