,Orca,Madalia Zoom,Panama Dash,Django Maskiell,Rapid Voyage,Hill Top Jack,Gypsy Ha Ha,Audacious Stell
11-01-2023 20:25:27.788242,"(8.5, 16.0, 15.631578947368421)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.76842105263158)","(26.0, 34.0, 31.0)","(61.0, 180.0, 106.66666666666667)","(1.85, 2.18, 2.172)","(7.0, 9.4, 9.066666666666666)","(6.5, 9.2, 8.862499999999999)"
11-01-2023 20:25:28.930484,"(8.5, 15.5, 15.383333333333333)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.76842105263158)","(26.0, 34.0, 31.0)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.2, 9.066666666666666)","(6.5, 9.2, 8.862499999999999)"
11-01-2023 20:25:30.049423,"(8.5, 15.5, 15.46)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.76842105263158)","(26.0, 34.0, 31.0)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.2, 9.0)","(6.5, 9.2, 8.862499999999999)"
11-01-2023 20:25:31.179370,"(8.5, 15.5, 15.383333333333333)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.76842105263158)","(26.0, 34.0, 30.347826086956523)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.4, 9.0)","(6.5, 9.2, 8.862499999999999)"
11-01-2023 20:25:32.395180,"(8.5, 15.5, 15.46)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.76842105263158)","(26.0, 34.0, 31.375)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.4, 9.0)","(6.5, 9.2, 8.862499999999999)"
11-01-2023 20:25:33.548783,"(8.5, 16.0, 15.608695652173914)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.76842105263158)","(26.0, 34.0, 31.0)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.4, 9.0)","(6.5, 9.2, 8.862499999999999)"
11-01-2023 20:25:34.694655,"(8.5, 16.0, 14.380952380952381)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.813333333333333)","(26.0, 34.0, 31.076923076923077)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.4, 9.0)","(6.5, 9.2, 9.125)"
11-01-2023 20:25:35.846248,"(8.5, 15.5, 13.46875)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.813333333333333)","(26.0, 34.0, 31.076923076923077)","(61.0, 180.0, 115.83333333333333)","(1.85, 2.18, 2.172)","(7.0, 9.4, 9.0)","(6.5, 9.2, 9.125)"
11-01-2023 20:25:36.896612,"(8.5, 15.0, 14.666666666666666)","(8.0, 10.5, 9.650704225352113)","(7.0, 9.0, 8.89090909090909)","(26.0, 34.0, 31.076923076923077)","(61.0, 180.0, 140.0)","(1.85, 2.18, 2.1571428571428575)","(7.0, 9.4, 9.127272727272727)","(6.5, 9.2, 9.125)"
11-01-2023 20:25:37.924428,"(8.5, 15.0, 13.88888888888889)","(8.0, 10.5, 9.492957746478874)","(7.0, 9.0, 8.89090909090909)","(26.0, 34.0, 31.466666666666665)","(61.0, 170.0, 140.0)","(1.85, 2.16, 2.1571428571428575)","(7.0, 9.4, 9.127272727272727)","(6.5, 9.2, 9.125)"
11-01-2023 20:25:38.943385,"(8.5, 15.0, 13.444444444444445)","(8.0, 10.5, 9.613636363636363)","(7.0, 9.2, 8.726315789473684)","(26.0, 34.0, 30.96)","(61.0, 170.0, 140.0)","(1.85, 2.16, 2.2179775280898877)","(7.0, 9.4, 9.025)","(6.5, 9.2, 9.125)"
11-01-2023 20:25:40.064157,"(8.5, 15.0, 13.380952380952381)","(8.0, 10.5, 9.6)","(7.0, 9.2, 8.846153846153847)","(26.0, 34.0, 31.076923076923077)","(61.0, 170.0, 140.0)","(1.85, 2.22, 2.1896)","(7.0, 9.4, 9.133333333333333)","(6.5, 9.2, 8.98181818181818)"
11-01-2023 20:25:41.259901,"(8.5, 15.0, 13.380952380952381)","(8.0, 10.0, 9.51578947368421)","(7.0, 9.0, 8.3875)","(26.0, 34.0, 31.076923076923077)","(61.0, 170.0, 140.0)","(1.85, 2.22, 2.230588235294118)","(7.0, 9.2, 9.125)","(6.5, 9.2, 8.95)"
11-01-2023 20:25:42.453921,"(8.5, 15.0, 13.941176470588236)","(8.0, 9.8, 9.844680851063831)","(7.0, 8.8, 8.32)","(26.0, 34.0, 31.466666666666665)","(61.0, 170.0, 135.0)","(1.85, 2.24, 2.2409756097560973)","(7.0, 9.2, 9.125)","(6.5, 9.2, 8.83076923076923)"
11-01-2023 20:25:43.640118,"(8.5, 14.5, 13.705882352941176)","(8.0, 10.5, 9.842)","(7.0, 8.8, 8.321428571428571)","(26.0, 34.0, 37.87096774193549)","(61.0, 170.0, 135.0)","(1.85, 2.26, 2.2436363636363637)","(7.0, 9.2, 8.92)","(6.5, 9.2, 8.799999999999999)"
11-01-2023 20:25:44.823221,"(8.5, 14.0, 13.7)","(8.0, 10.5, 9.92)","(7.0, 8.6, 8.505263157894737)","(26.0, 40.0, 37.24324324324324)","(61.0, 170.0, 135.0)","(1.85, 2.28, 2.2566666666666664)","(7.0, 9.0, 8.725000000000001)","(6.5, 9.2, 8.821052631578947)"
11-01-2023 20:25:46.073731,"(8.5, 14.0, 13.25)","(8.0, 10.0, 9.92)","(7.0, 8.8, 8.5)","(26.0, 40.0, 36.90909090909091)","(51.0, 170.0, 110.0)","(1.9, 2.26, 2.255)","(7.0, 8.8, 8.690909090909091)","(6.5, 9.2, 8.84705882352941)"
11-01-2023 20:25:47.261989,"(8.5, 14.0, 13.416666666666666)","(8.0, 10.0, 9.92)","(7.0, 8.8, 8.486956521739131)","(26.0, 40.0, 36.6)","(51.0, 170.0, 108.0)","(1.9, 2.28, 2.268)","(7.0, 8.8, 8.766666666666667)","(6.5, 9.2, 8.7875)"
11-01-2023 20:25:48.473989,"(8.5, 13.5, 12.6)","(8.0, 10.0, 9.68)","(7.0, 8.8, 8.309090909090909)","(26.0, 40.0, 37.24324324324324)","(51.0, 160.0, 112.0)","(1.9, 2.3, 2.294285714285714)","(7.0, 8.8, 8.766666666666667)","(6.5, 9.2, 8.7875)"
11-01-2023 20:25:49.651035,"(8.5, 13.5, 12.535714285714286)","(8.0, 10.0, 9.68)","(7.0, 8.8, 8.342857142857143)","(26.0, 40.0, 37.875)","(51.0, 160.0, 112.0)","(1.9, 2.3, 2.295238095238095)","(7.0, 8.8, 8.766666666666667)","(6.5, 9.2, 8.65)"
11-01-2023 20:25:50.820283,"(8.5, 13.5, 12.886363636363637)","(8.0, 9.8, 9.780000000000001)","(7.0, 8.8, 8.375)","(26.0, 40.0, 37.875)","(51.0, 160.0, 112.0)","(1.9, 2.32, 2.2983333333333333)","(7.0, 8.8, 8.766666666666667)","(6.5, 9.2, 8.600000000000001)"
11-01-2023 20:25:52.287551,"(8.5, 13.5, 12.25)","(8.0, 9.8, 9.618181818181819)","(7.0, 8.4, 8.230769230769232)","(26.0, 40.0, 37.02439024390244)","(51.0, 160.0, 145.0)","(1.9, 2.32, 2.3235555555555556)","(7.0, 8.8, 8.555555555555555)","(6.5, 8.8, 8.600000000000001)"
11-01-2023 20:25:53.672581,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.8, 9.506666666666666)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.8)","(51.0, 160.0, 147.77777777777777)","(1.9, 2.36, 2.3466666666666667)","(7.0, 8.6, 8.363636363636363)","(6.5, 8.8, 8.600000000000001)"
11-01-2023 20:25:54.802739,"(8.5, 13.5, 12.75)","(8.0, 9.8, 9.506666666666666)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.883720930232556)","(51.0, 170.0, 147.77777777777777)","(1.9, 2.36, 2.375384615384615)","(7.0, 8.4, 8.175)","(6.5, 8.8, 8.600000000000001)"
11-01-2023 20:25:55.870742,"(8.5, 13.5, 13.166666666666666)","(8.0, 9.6, 9.366666666666667)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.75555555555555)","(51.0, 170.0, 151.25)","(1.9, 2.38, 2.368)","(7.0, 8.4, 8.345454545454546)","(6.5, 8.8, 8.615384615384615)"
11-01-2023 20:25:56.996042,"(8.5, 13.5, 12.785714285714286)","(8.0, 9.6, 9.457142857142857)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.666666666666664)","(51.0, 170.0, 126.92307692307693)","(1.9, 2.4, 2.328)","(7.0, 8.4, 8.48)","(6.5, 8.8, 8.566666666666666)"
11-01-2023 20:25:58.114753,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.6, 9.40952380952381)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.666666666666664)","(51.0, 170.0, 138.88888888888889)","(1.9, 2.36, 2.3447619047619046)","(7.0, 8.6, 8.56)","(6.5, 8.6, 8.575)"
11-01-2023 20:25:59.250278,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.6, 9.475)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.666666666666664)","(61.0, 170.0, 138.0)","(1.9, 2.36, 2.351111111111111)","(7.0, 8.8, 8.65)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:00.373344,"(8.5, 13.5, 12.785714285714286)","(8.0, 9.6, 9.178723404255319)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.75555555555555)","(61.0, 170.0, 133.07692307692307)","(1.9, 2.36, 2.3525925925925923)","(7.0, 8.8, 8.658823529411766)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:01.546688,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.6, 9.209302325581396)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.72727272727273)","(61.0, 170.0, 146.66666666666669)","(1.9, 2.36, 2.37)","(7.0, 8.8, 8.620000000000001)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:02.638845,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.6, 9.244444444444444)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.72727272727273)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.355384615384615)","(7.0, 8.8, 8.523076923076923)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:03.816434,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.6, 9.244444444444444)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.5)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.36)","(7.0, 8.8, 8.563636363636364)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:04.885935,"(8.5, 13.5, 12.666666666666666)","(8.0, 9.6, 9.244444444444444)","(7.0, 8.4, 8.230769230769232)","(26.0, 38.0, 36.5)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.3492307692307692)","(7.0, 8.8, 8.563636363636364)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:05.921934,"(8.5, 13.5, 12.633333333333333)","(8.0, 9.6, 9.191489361702127)","(7.0, 8.6, 8.355555555555556)","(26.0, 36.0, 30.782608695652172)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.362222222222222)","(7.0, 8.8, 8.56)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:06.972129,"(8.5, 13.5, 12.633333333333333)","(8.0, 9.6, 9.209302325581396)","(7.0, 8.4, 8.375)","(26.0, 36.0, 32.12903225806451)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.36)","(7.0, 8.8, 8.658823529411766)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:08.073513,"(8.5, 13.5, 12.571428571428571)","(8.0, 9.6, 9.209302325581396)","(7.0, 8.4, 8.376470588235295)","(26.0, 36.0, 32.12903225806451)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.3616666666666664)","(7.0, 8.8, 8.658823529411766)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:09.216771,"(8.5, 13.5, 12.571428571428571)","(8.0, 9.6, 10.23913043478261)","(7.0, 8.4, 8.26086956521739)","(26.0, 36.0, 33.38461538461539)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.38, 2.3566666666666665)","(7.0, 8.8, 8.566666666666666)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:10.375667,"(8.5, 13.5, 12.571428571428571)","(8.0, 10.5, 10.257575757575758)","(7.0, 8.4, 8.206896551724139)","(26.0, 34.0, 31.833333333333332)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.36, 2.3415384615384616)","(7.0, 8.6, 8.575000000000001)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:11.558812,"(8.5, 13.5, 12.571428571428571)","(8.0, 10.5, 10.265625)","(7.0, 8.4, 8.206896551724139)","(26.0, 34.0, 31.833333333333332)","(61.0, 170.0, 147.89473684210526)","(1.95, 2.36, 2.3355555555555556)","(7.0, 8.8, 8.533333333333333)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:12.822574,"(8.5, 13.5, 12.555555555555555)","(8.0, 10.5, 10.265625)","(7.0, 8.4, 8.206896551724139)","(26.0, 34.0, 31.833333333333332)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.34, 2.3356363636363633)","(7.0, 8.6, 8.533333333333333)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:14.024032,"(8.5, 13.5, 12.555555555555555)","(8.0, 10.5, 10.25)","(7.0, 8.4, 8.230769230769232)","(26.0, 34.0, 31.833333333333332)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.34, 2.335)","(7.0, 8.6, 8.575000000000001)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:15.265635,"(8.5, 13.5, 12.555555555555555)","(8.0, 10.5, 10.22972972972973)","(7.0, 8.4, 8.230769230769232)","(26.0, 34.0, 32.095238095238095)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.34, 2.335)","(7.0, 8.8, 8.523076923076923)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:16.521795,"(8.5, 13.5, 12.555555555555555)","(8.0, 10.5, 10.1)","(7.0, 8.4, 8.206896551724139)","(26.0, 34.0, 32.31578947368421)","(61.0, 170.0, 146.66666666666669)","(1.95, 2.34, 2.324444444444444)","(7.0, 8.8, 8.658823529411766)","(6.5, 8.6, 8.575)"
11-01-2023 20:26:17.741372,"(8.5, 13.0, 12.535714285714286)","(8.0, 10.5, 10.17741935483871)","(7.0, 8.4, 8.181818181818182)","(26.0, 34.0, 31.91304347826087)","(61.0, 170.0, 131.11111111111111)","(2.0, 2.34, 2.33)","(7.0, 8.8, 8.600000000000001)","(6.5, 8.6, 8.55)"
11-01-2023 20:26:18.983842,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.17741935483871)","(7.0, 8.4, 8.181818181818182)","(26.0, 34.0, 31.91304347826087)","(61.0, 170.0, 143.07692307692307)","(2.0, 2.34, 2.324444444444444)","(7.0, 8.8, 8.631578947368421)","(6.5, 8.6, 8.511111111111111)"
11-01-2023 20:26:20.229522,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.205882352941176)","(7.0, 8.4, 8.169230769230769)","(26.0, 34.0, 31.91304347826087)","(61.0, 170.0, 143.07692307692307)","(2.0, 2.34, 2.3446153846153845)","(7.0, 8.8, 8.631578947368421)","(6.5, 8.6, 8.549999999999999)"
11-01-2023 20:26:21.484655,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.205882352941176)","(7.0, 8.4, 8.185714285714285)","(26.0, 34.0, 31.91304347826087)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.3447619047619046)","(7.0, 8.8, 8.675)","(6.5, 8.6, 8.511111111111111)"
11-01-2023 20:26:22.758406,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.205882352941176)","(7.0, 8.4, 8.185714285714285)","(26.0, 34.0, 31.91304347826087)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.343157894736842)","(7.0, 8.8, 8.714285714285715)","(6.5, 8.6, 8.511111111111111)"
11-01-2023 20:26:24.021221,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.205882352941176)","(7.0, 8.2, 8.183333333333334)","(26.0, 34.0, 31.91304347826087)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.34)","(7.0, 8.8, 8.783333333333333)","(6.5, 8.6, 8.384615384615385)"
11-01-2023 20:26:25.220037,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.166666666666666)","(7.0, 8.2, 8.183333333333334)","(26.0, 34.0, 32.0)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.343157894736842)","(7.0, 8.8, 8.8875)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:26.471931,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.02)","(7.0, 8.2, 7.9818181818181815)","(26.0, 34.0, 32.15384615384615)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.343157894736842)","(7.0, 9.0, 8.878787878787879)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:27.705364,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.02)","(7.0, 8.2, 8.006060606060606)","(26.0, 34.0, 32.24)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.343157894736842)","(7.0, 9.0, 8.88888888888889)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:28.943638,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.02)","(7.0, 8.2, 7.972972972972973)","(26.0, 34.0, 32.666666666666664)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.34)","(7.0, 9.2, 8.96)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:30.189389,"(8.5, 13.0, 12.53125)","(8.0, 10.5, 10.02)","(7.0, 8.2, 7.972972972972973)","(26.0, 38.0, 33.75)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.34)","(7.0, 9.0, 8.96)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:31.376628,"(8.5, 13.0, 12.485714285714286)","(8.0, 10.5, 10.02)","(7.0, 8.2, 7.972972972972973)","(26.0, 38.0, 33.75)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.34)","(7.0, 9.0, 8.96)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:32.597330,"(8.5, 13.0, 12.485714285714286)","(8.0, 10.5, 10.02)","(7.0, 8.2, 7.972972972972973)","(26.0, 38.0, 33.75)","(61.0, 170.0, 149.41176470588235)","(2.0, 2.36, 2.3655555555555554)","(7.0, 9.0, 8.96)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:33.760258,"(8.5, 13.0, 12.485714285714286)","(8.0, 10.5, 10.02)","(7.0, 8.2, 7.972972972972973)","(26.0, 38.0, 32.08695652173913)","(61.0, 170.0, 135.0)","(2.0, 2.38, 2.3368421052631576)","(7.0, 9.0, 8.96)","(6.5, 8.4, 8.384615384615385)"
11-01-2023 20:26:34.979328,"(8.5, 13.0, 12.55)","(8.0, 10.5, 10.086206896551724)","(7.0, 8.2, 7.984615384615384)","(26.0, 38.0, 32.857142857142854)","(61.0, 170.0, 149.0)","(2.0, 2.36, 2.3355555555555556)","(7.0, 9.0, 8.928)","(6.5, 8.4, 8.35)"
11-01-2023 20:26:36.123173,"(8.5, 13.0, 12.55)","(8.0, 10.5, 10.086206896551724)","(7.0, 8.2, 7.984615384615384)","(26.0, 36.0, 32.7)","(61.0, 170.0, 150.0)","(2.0, 2.34, 2.311111111111111)","(7.0, 9.2, 8.96551724137931)","(6.5, 8.4, 8.375)"
11-01-2023 20:26:37.294925,"(8.5, 13.0, 12.55)","(8.0, 10.5, 10.125)","(7.0, 8.2, 8.0)","(26.0, 36.0, 34.08695652173913)","(61.0, 160.0, 150.0)","(2.0, 2.32, 2.312307692307692)","(7.0, 9.2, 8.96)","(6.5, 8.4, 8.375)"
11-01-2023 20:26:38.548141,"(8.5, 13.0, 12.55)","(8.0, 10.5, 10.53125)","(7.0, 8.2, 8.0)","(26.0, 36.0, 34.18181818181818)","(61.0, 160.0, 151.42857142857142)","(2.0, 2.32, 2.312307692307692)","(7.0, 9.2, 8.873684210526315)","(6.5, 8.4, 8.35)"
11-01-2023 20:26:39.753445,"(8.5, 13.0, 12.625)","(8.0, 11.0, 10.525)","(7.0, 8.2, 8.0)","(26.0, 36.0, 34.18181818181818)","(61.0, 160.0, 157.14285714285714)","(2.0, 2.32, 2.3074999999999997)","(7.0, 9.0, 8.873684210526315)","(6.5, 8.4, 8.35)"
11-01-2023 20:26:40.986837,"(8.5, 13.0, 12.53125)","(8.0, 11.0, 10.525)","(7.0, 8.2, 8.032558139534883)","(26.0, 36.0, 34.18181818181818)","(61.0, 170.0, 151.0)","(2.0, 2.32, 2.315)","(7.0, 9.0, 8.873684210526315)","(6.5, 8.4, 8.375)"
11-01-2023 20:26:42.229602,"(8.5, 13.0, 12.526315789473685)","(8.0, 11.0, 10.525)","(7.0, 8.2, 8.184615384615384)","(26.0, 36.0, 34.18181818181818)","(61.0, 160.0, 165.0)","(2.0, 2.32, 2.3066666666666666)","(7.0, 9.0, 8.873684210526315)","(6.5, 8.4, 8.28)"
11-01-2023 20:26:43.491724,"(8.5, 13.0, 12.526315789473685)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.4, 8.488888888888889)","(26.0, 36.0, 34.18181818181818)","(61.0, 180.0, 151.42857142857142)","(2.0, 2.32, 2.2866666666666666)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.6, 8.366666666666667)"
11-01-2023 20:26:44.727666,"(8.5, 13.0, 12.526315789473685)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.6, 8.56)","(26.0, 36.0, 34.18181818181818)","(61.0, 180.0, 157.14285714285714)","(2.0, 2.3, 2.2909677419354835)","(7.0, 9.0, 8.792)","(6.5, 8.4, 8.466666666666667)"
11-01-2023 20:26:45.960408,"(8.5, 13.0, 12.526315789473685)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.6, 8.56)","(26.0, 36.0, 34.18181818181818)","(61.0, 170.0, 151.0)","(2.0, 2.3, 2.294285714285714)","(7.0, 8.8, 8.792)","(6.5, 8.6, 8.437037037037037)"
11-01-2023 20:26:47.247540,"(8.5, 13.0, 12.4375)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.6, 8.605714285714287)","(26.0, 36.0, 34.18181818181818)","(61.0, 160.0, 151.0)","(2.0, 2.3, 2.289230769230769)","(7.0, 8.8, 8.853658536585366)","(6.5, 8.6, 8.437037037037037)"
11-01-2023 20:26:48.504157,"(8.5, 13.0, 12.451612903225806)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.8, 8.778947368421054)","(26.0, 36.0, 34.18181818181818)","(71.0, 160.0, 151.42857142857142)","(2.0, 2.3, 2.2779310344827586)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.6, 8.437037037037037)"
11-01-2023 20:26:49.650851,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.6, 8.585714285714285)","(26.0, 36.0, 34.18181818181818)","(71.0, 160.0, 162.85714285714286)","(2.0, 2.3, 2.2709090909090905)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.6, 8.233333333333333)"
11-01-2023 20:26:50.742288,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.6, 8.578947368421053)","(26.0, 36.0, 34.18181818181818)","(71.0, 180.0, 156.0)","(2.0, 2.3, 2.2965405405405406)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.6, 8.297435897435898)"
11-01-2023 20:26:51.805072,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.477272727272727)","(7.0, 8.8, 8.600000000000001)","(26.0, 36.0, 34.18181818181818)","(71.0, 160.0, 150.0)","(2.0, 2.3, 2.3018181818181818)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.263636363636364)"
11-01-2023 20:26:52.983383,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.8, 8.600000000000001)","(26.0, 36.0, 34.18181818181818)","(71.0, 160.0, 157.14285714285714)","(2.0, 2.32, 2.3)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.237837837837837)"
11-01-2023 20:26:54.108186,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.8, 8.574358974358974)","(26.0, 36.0, 34.18181818181818)","(71.0, 170.0, 157.14285714285714)","(2.0, 2.32, 2.3018181818181818)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.272340425531915)"
11-01-2023 20:26:55.287402,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.8, 8.518181818181818)","(26.0, 36.0, 34.18181818181818)","(71.0, 170.0, 150.0)","(2.0, 2.32, 2.304313725490196)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.294736842105264)"
11-01-2023 20:26:56.496330,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.6, 8.442857142857143)","(26.0, 36.0, 37.4)","(71.0, 160.0, 151.42857142857142)","(2.0, 2.32, 2.317391304347826)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.294736842105264)"
11-01-2023 20:26:57.692421,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.6, 8.453333333333333)","(26.0, 38.0, 33.857142857142854)","(71.0, 160.0, 143.33333333333334)","(2.0, 2.32, 2.324242424242424)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.294736842105264)"
11-01-2023 20:26:58.941663,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.6, 8.0625)","(26.0, 34.0, 33.84615384615385)","(71.0, 150.0, 145.71428571428572)","(2.0, 2.34, 2.3033333333333332)","(7.0, 9.0, 8.853658536585366)","(6.5, 8.4, 8.988235294117647)"
11-01-2023 20:27:00.172694,"(8.5, 13.0, 12.433333333333334)","(8.0, 11.0, 10.425)","(7.0, 8.2, 8.027027027027026)","(26.0, 34.0, 33.8)","(71.0, 150.0, 142.0)","(2.0, 2.32, 2.289411764705882)","(7.0, 9.0, 8.858823529411765)","(6.5, 9.2, 8.964705882352941)"
11-01-2023 20:27:01.349699,"(8.5, 13.0, 12.434782608695652)","(8.0, 11.0, 10.3)","(7.0, 8.2, 8.066666666666666)","(26.0, 34.0, 35.42857142857143)","(71.0, 160.0, 145.71428571428572)","(2.0, 2.3, 2.2944827586206893)","(7.0, 9.0, 8.8)","(6.5, 9.0, 8.978571428571428)"
11-01-2023 20:27:02.569151,"(8.5, 13.0, 12.612903225806452)","(8.0, 10.5, 10.057692307692308)","(7.0, 8.2, 8.098039215686274)","(26.0, 38.0, 35.42857142857143)","(71.0, 150.0, 141.42857142857142)","(2.0, 2.3, 2.292)","(7.0, 9.0, 8.76551724137931)","(6.5, 9.0, 9.052631578947368)"
11-01-2023 20:27:03.763450,"(8.5, 13.0, 12.513513513513514)","(8.0, 10.5, 10.057692307692308)","(7.0, 8.2, 8.088888888888889)","(26.0, 38.0, 35.666666666666664)","(71.0, 150.0, 141.42857142857142)","(2.0, 2.3, 2.316)","(7.0, 8.8, 8.741666666666667)","(6.5, 9.2, 9.048648648648648)"
