,Adaminaby,Conquered Journey,Right On Ralphy,Lord Power,Borlotti Beans,Lord Prophet,Lady Damus
08-12-2022 13:30:49.727375,"(12.0, 17.5, 17.0)","(19.0, 30.0, 28.833333333333336)","(31.0, 110.0, 109.42307692307692)","(6.5, 9.2, 8.644444444444444)","(6.0, 9.4, 9.264150943396228)","(18.0, 32.0, 30.18181818181818)","(1.5, 1.59, 1.5784375000000002)"
08-12-2022 13:30:50.865299,"(12.0, 17.5, 17.0)","(19.0, 30.0, 28.833333333333336)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.52)","(6.0, 9.4, 9.26909090909091)","(18.0, 32.0, 30.18181818181818)","(1.5, 1.59, 1.5784375000000002)"
08-12-2022 13:30:52.073121,"(12.0, 17.5, 17.0)","(19.0, 30.0, 27.375)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.52)","(6.0, 9.4, 9.266666666666667)","(18.0, 32.0, 30.18181818181818)","(1.5, 1.59, 1.5784375000000002)"
08-12-2022 13:30:53.216652,"(12.0, 18.0, 17.25)","(19.0, 30.0, 27.375)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.52)","(6.0, 9.4, 9.348936170212767)","(18.0, 32.0, 30.75)","(1.5, 1.59, 1.5740740740740742)"
08-12-2022 13:30:54.430377,"(12.0, 18.0, 17.25)","(19.0, 30.0, 27.375)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.692307692307692)","(6.0, 9.4, 9.348936170212767)","(18.0, 32.0, 30.75)","(1.5, 1.59, 1.5745833333333334)"
08-12-2022 13:30:55.719179,"(12.0, 18.0, 17.0)","(19.0, 30.0, 29.333333333333332)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.692307692307692)","(6.0, 9.4, 9.348936170212767)","(18.0, 32.0, 30.75)","(1.5, 1.59, 1.5745833333333334)"
08-12-2022 13:30:56.960623,"(12.0, 18.0, 17.0)","(19.0, 30.0, 29.333333333333332)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.692307692307692)","(6.0, 9.4, 9.348936170212767)","(18.0, 32.0, 30.75)","(1.5, 1.59, 1.5745833333333334)"
08-12-2022 13:30:58.164715,"(12.0, 18.0, 16.76923076923077)","(19.0, 30.0, 29.454545454545453)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.733333333333333)","(6.0, 9.4, 9.35)","(18.0, 32.0, 30.75)","(1.5, 1.59, 1.5474418604651163)"
08-12-2022 13:30:59.490199,"(13.0, 18.0, 17.11111111111111)","(19.0, 30.0, 27.0)","(31.0, 110.0, 109.46428571428571)","(6.5, 9.0, 8.820408163265306)","(6.0, 9.4, 9.266666666666667)","(19.0, 32.0, 30.823529411764707)","(1.45, 1.58, 1.5535294117647058)"
08-12-2022 13:31:00.833171,"(13.0, 18.0, 17.857142857142858)","(19.0, 30.0, 27.0)","(31.0, 110.0, 109.42307692307692)","(6.5, 9.0, 8.799999999999999)","(6.0, 9.4, 9.2)","(19.0, 32.0, 31.0625)","(1.45, 1.58, 1.5184827586206897)"
08-12-2022 13:31:02.146253,"(13.0, 19.0, 17.055555555555557)","(19.0, 30.0, 29.333333333333332)","(31.0, 110.0, 109.42307692307692)","(6.5, 9.2, 9.057142857142857)","(6.0, 9.6, 9.242857142857142)","(19.0, 32.0, 29.2)","(1.45, 1.53, 1.5062535612535612)"
08-12-2022 13:31:03.351098,"(13.0, 19.0, 17.5)","(19.0, 32.0, 26.857142857142858)","(31.0, 110.0, 109.42307692307692)","(6.5, 9.4, 9.200000000000001)","(6.0, 9.8, 9.6125)","(19.0, 34.0, 28.46153846153846)","(1.45, 1.51, 1.5007457627118643)"
08-12-2022 13:31:04.585532,"(13.0, 20.0, 17.103448275862068)","(19.0, 32.0, 29.0)","(31.0, 110.0, 116.55172413793103)","(6.5, 9.4, 9.636363636363637)","(6.0, 9.8, 9.88888888888889)","(19.0, 34.0, 30.666666666666668)","(1.45, 1.51, 1.4864577656675748)"
08-12-2022 13:31:05.813825,"(13.0, 19.5, 18.833333333333332)","(19.0, 30.0, 29.0)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.8, 9.408695652173915)","(6.0, 10.0, 9.88)","(19.0, 32.0, 30.5)","(1.4, 1.49, 1.472842105263158)"
08-12-2022 13:31:06.993259,"(13.0, 20.0, 17.666666666666668)","(19.0, 32.0, 31.25)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.8, 9.3)","(6.0, 11.0, 9.882758620689655)","(19.0, 34.0, 32.46153846153846)","(1.4, 1.48, 1.4729677419354839)"
08-12-2022 13:31:08.114689,"(13.0, 21.0, 18.07894736842105)","(19.0, 34.0, 29.2)","(51.0, 120.0, 117.32142857142857)","(6.5, 10.0, 9.3)","(6.0, 11.0, 9.882758620689655)","(19.0, 34.0, 32.46153846153846)","(1.4, 1.48, 1.4729677419354839)"
08-12-2022 13:31:09.295507,"(13.0, 20.0, 18.75)","(19.0, 32.0, 28.333333333333332)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.8, 9.3)","(6.0, 11.0, 10.083333333333334)","(19.0, 34.0, 32.46153846153846)","(1.4, 1.48, 1.4729677419354839)"
08-12-2022 13:31:10.487806,"(13.0, 20.0, 18.928571428571427)","(19.0, 32.0, 28.333333333333332)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.4, 9.3)","(6.0, 11.0, 10.083333333333334)","(19.0, 34.0, 32.75)","(1.4, 1.48, 1.4736842105263157)"
08-12-2022 13:31:11.672743,"(13.0, 20.0, 19.41176470588235)","(19.0, 32.0, 29.904761904761905)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.4, 9.3)","(6.0, 11.0, 10.45)","(19.0, 34.0, 32.46153846153846)","(1.4, 1.48, 1.4681533101045297)"
08-12-2022 13:31:12.940275,"(13.0, 21.0, 19.823529411764707)","(19.0, 36.0, 29.482758620689655)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.4, 9.3)","(6.0, 11.0, 10.65)","(19.0, 34.0, 32.44444444444444)","(1.4, 1.48, 1.4673817034700316)"
08-12-2022 13:31:14.229512,"(13.0, 21.0, 19.833333333333332)","(19.0, 36.0, 30.413793103448278)","(51.0, 120.0, 117.32142857142857)","(6.5, 9.4, 9.36)","(6.0, 11.0, 10.44)","(19.0, 36.0, 34.142857142857146)","(1.4, 1.48, 1.4673817034700316)"
08-12-2022 13:31:15.475117,"(13.0, 20.0, 19.99390243902439)","(19.0, 36.0, 30.413793103448278)","(51.0, 120.0, 134.0)","(6.5, 9.4, 9.314285714285715)","(6.0, 11.0, 10.410526315789474)","(19.0, 36.0, 34.142857142857146)","(1.35, 1.48, 1.4671794871794872)"
08-12-2022 13:31:16.696755,"(13.0, 21.0, 20.880681818181817)","(19.0, 36.0, 30.444444444444443)","(51.0, 140.0, 127.0)","(6.5, 9.4, 9.228571428571428)","(6.0, 11.0, 10.712820512820512)","(19.0, 36.0, 34.142857142857146)","(1.35, 1.48, 1.4701234567901234)"
08-12-2022 13:31:17.976516,"(13.0, 21.0, 20.880681818181817)","(19.0, 36.0, 30.444444444444443)","(51.0, 130.0, 127.0)","(6.5, 9.6, 9.228571428571428)","(6.5, 11.0, 10.8)","(20.0, 36.0, 34.142857142857146)","(1.35, 1.48, 1.4701234567901234)"
08-12-2022 13:31:19.219153,"(14.0, 21.0, 20.888297872340424)","(20.0, 36.0, 31.0)","(51.0, 130.0, 134.28571428571428)","(7.0, 9.6, 9.228571428571428)","(6.5, 11.0, 10.82857142857143)","(20.0, 36.0, 34.142857142857146)","(1.35, 1.48, 1.4681592039800995)"
08-12-2022 13:31:20.363056,"(14.0, 20.0, 19.96276595744681)","(20.0, 36.0, 31.0)","(51.0, 140.0, 134.28571428571428)","(7.0, 9.6, 9.228571428571428)","(6.5, 11.0, 10.82857142857143)","(20.0, 36.0, 34.142857142857146)","(1.35, 1.48, 1.4685576923076922)"
08-12-2022 13:31:21.575014,"(14.0, 20.0, 19.978021978021978)","(20.0, 34.0, 33.0625)","(51.0, 130.0, 127.0)","(7.0, 9.6, 9.24472049689441)","(6.5, 11.0, 10.856)","(20.0, 36.0, 34.142857142857146)","(1.35, 1.48, 1.464102564102564)"
08-12-2022 13:31:22.801425,"(14.0, 20.0, 19.98876404494382)","(20.0, 34.0, 30.81818181818182)","(51.0, 130.0, 126.0)","(7.0, 9.6, 9.249079754601226)","(6.5, 11.0, 10.75)","(20.0, 36.0, 35.23529411764706)","(1.35, 1.47, 1.4615624999999999)"
08-12-2022 13:31:24.103996,"(14.0, 22.0, 20.266666666666666)","(20.0, 34.0, 30.08)","(51.0, 130.0, 127.77777777777777)","(7.0, 9.6, 9.296296296296296)","(6.5, 11.0, 10.678571428571429)","(21.0, 36.0, 35.492063492063494)","(1.35, 1.47, 1.4773684210526317)"
08-12-2022 13:31:25.306371,"(14.0, 22.0, 20.333333333333332)","(20.0, 34.0, 30.08)","(51.0, 130.0, 127.3913043478261)","(7.0, 9.4, 9.296296296296296)","(6.5, 11.0, 10.4)","(21.0, 36.0, 35.492063492063494)","(1.35, 1.49, 1.4773275862068966)"
08-12-2022 13:31:26.648420,"(14.0, 22.0, 20.333333333333332)","(20.0, 34.0, 30.08)","(51.0, 130.0, 136.08695652173913)","(7.0, 9.4, 9.296296296296296)","(6.5, 11.0, 10.56)","(21.0, 36.0, 35.492063492063494)","(1.35, 1.49, 1.4773333333333334)"
08-12-2022 13:31:28.179749,"(14.0, 22.0, 20.333333333333332)","(21.0, 34.0, 30.08)","(51.0, 140.0, 127.27272727272728)","(7.0, 9.4, 9.233333333333333)","(6.5, 11.0, 10.644444444444444)","(21.0, 36.0, 30.096153846153847)","(1.35, 1.49, 1.4720408163265306)"
08-12-2022 13:31:29.489986,"(14.0, 22.0, 20.5)","(21.0, 34.0, 28.925)","(51.0, 130.0, 128.1818181818182)","(7.0, 9.4, 9.3)","(6.5, 11.0, 10.619047619047619)","(21.0, 32.0, 30.02013422818792)","(1.35, 1.49, 1.450692124105012)"
08-12-2022 13:31:30.956822,"(14.0, 23.0, 22.423076923076923)","(20.0, 34.0, 28.387096774193548)","(51.0, 130.0, 123.33333333333333)","(7.0, 9.4, 9.355555555555556)","(6.5, 11.0, 10.555555555555555)","(21.0, 32.0, 33.714285714285715)","(1.35, 1.46, 1.4593333333333334)"
08-12-2022 13:31:32.245123,"(14.0, 24.0, 22.25)","(20.0, 34.0, 28.2)","(51.0, 130.0, 123.33333333333333)","(7.0, 9.4, 9.355555555555556)","(6.5, 11.0, 10.555555555555555)","(21.0, 34.0, 33.76470588235294)","(1.35, 1.46, 1.4567272727272726)"
08-12-2022 13:31:33.490015,"(14.0, 24.0, 22.2)","(20.0, 34.0, 29.02857142857143)","(51.0, 140.0, 125.0)","(7.0, 9.4, 9.355555555555556)","(6.5, 11.0, 10.944444444444445)","(21.0, 34.0, 33.75)","(1.35, 1.46, 1.4402059496567505)"
08-12-2022 13:31:34.756718,"(14.0, 24.0, 22.392857142857142)","(20.0, 34.0, 29.02857142857143)","(51.0, 130.0, 122.5)","(7.0, 9.6, 9.257142857142856)","(6.5, 11.0, 10.944444444444445)","(21.0, 34.0, 32.2962962962963)","(1.35, 1.45, 1.4441753343239228)"
08-12-2022 13:31:36.100212,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 140.0, 122.5)","(7.0, 9.6, 9.410937500000001)","(6.5, 11.0, 10.944444444444445)","(21.0, 36.0, 32.2962962962963)","(1.35, 1.45, 1.444345864661654)"
08-12-2022 13:31:37.355876,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 122.5)","(7.0, 9.6, 9.700000000000001)","(6.5, 11.0, 10.944444444444445)","(21.0, 36.0, 32.2962962962963)","(1.35, 1.45, 1.4443073429220288)"
08-12-2022 13:31:38.612059,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 125.0)","(7.0, 9.8, 9.81904761904762)","(6.5, 11.0, 11.136363636363637)","(21.0, 36.0, 33.666666666666664)","(1.35, 1.45, 1.4441641337386018)"
08-12-2022 13:31:39.874400,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 140.0, 122.5)","(7.0, 10.0, 9.825000000000001)","(7.0, 11.5, 11.214285714285714)","(20.0, 34.0, 33.80952380952381)","(1.3, 1.45, 1.4441641337386018)"
08-12-2022 13:31:41.165433,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 125.0)","(7.0, 10.0, 9.55)","(7.0, 11.5, 11.071428571428571)","(20.0, 34.0, 33.80952380952381)","(1.3, 1.45, 1.4441641337386018)"
08-12-2022 13:31:42.395211,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 140.0, 122.5)","(7.0, 10.0, 9.575609756097561)","(7.0, 11.5, 11.071428571428571)","(20.0, 34.0, 33.857142857142854)","(1.3, 1.45, 1.4441641337386018)"
08-12-2022 13:31:43.597328,"(14.0, 24.0, 22.615384615384617)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 122.5)","(7.0, 10.0, 9.694117647058825)","(7.0, 11.5, 11.355263157894736)","(21.0, 34.0, 33.857142857142854)","(1.3, 1.45, 1.4440573152337857)"
08-12-2022 13:31:44.866018,"(14.0, 24.0, 22.56)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 122.5)","(7.0, 10.0, 9.694117647058825)","(7.0, 12.0, 11.428571428571429)","(21.0, 34.0, 33.857142857142854)","(1.3, 1.45, 1.4440573152337857)"
08-12-2022 13:31:46.157136,"(14.0, 24.0, 22.56)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 122.5)","(7.0, 10.0, 9.6)","(7.0, 12.0, 11.409090909090908)","(21.0, 34.0, 33.84)","(1.3, 1.45, 1.4440573152337857)"
08-12-2022 13:31:47.297297,"(14.0, 24.0, 22.56)","(20.0, 34.0, 29.322580645161292)","(51.0, 130.0, 113.75)","(7.0, 10.0, 9.613793103448277)","(7.0, 12.0, 11.434782608695652)","(21.0, 34.0, 33.25925925925926)","(1.3, 1.45, 1.4334545454545453)"
08-12-2022 13:31:48.464316,"(14.0, 24.0, 23.166666666666668)","(20.0, 34.0, 29.322580645161292)","(51.0, 140.0, 113.75)","(7.0, 9.8, 9.613793103448277)","(7.0, 12.0, 11.434782608695652)","(21.0, 34.0, 33.25925925925926)","(1.3, 1.44, 1.4334545454545453)"
08-12-2022 13:31:49.708601,"(14.0, 25.0, 22.625)","(20.0, 34.0, 29.322580645161292)","(51.0, 140.0, 137.2)","(7.0, 9.8, 9.613793103448277)","(7.0, 12.0, 11.735294117647058)","(21.0, 34.0, 33.310344827586206)","(1.3, 1.44, 1.4305202312138727)"
08-12-2022 13:31:50.860534,"(14.0, 25.0, 22.625)","(20.0, 34.0, 29.322580645161292)","(51.0, 140.0, 137.2)","(7.0, 9.8, 9.654545454545454)","(7.0, 12.0, 11.735294117647058)","(21.0, 34.0, 33.310344827586206)","(1.3, 1.44, 1.4307438016528926)"
08-12-2022 13:31:52.076638,"(14.0, 25.0, 22.625)","(20.0, 34.0, 29.238095238095237)","(51.0, 140.0, 139.0)","(7.0, 10.0, 9.821621621621622)","(7.0, 12.0, 11.58)","(21.0, 34.0, 33.44444444444444)","(1.3, 1.43, 1.4241736028537455)"
08-12-2022 13:31:53.358660,"(14.0, 25.0, 22.72972972972973)","(20.0, 34.0, 29.238095238095237)","(51.0, 140.0, 139.0)","(7.0, 10.0, 9.607272727272727)","(7.0, 12.0, 11.482758620689655)","(21.0, 34.0, 33.411764705882355)","(1.3, 1.43, 1.4237390213299874)"
08-12-2022 13:31:54.565654,"(14.0, 25.0, 22.939393939393938)","(20.0, 34.0, 29.238095238095237)","(51.0, 140.0, 211.0)","(7.0, 10.0, 9.476923076923077)","(7.0, 12.0, 11.615384615384615)","(21.0, 34.0, 33.80769230769231)","(1.3, 1.43, 1.4126254826254825)"
08-12-2022 13:31:55.843952,"(14.0, 25.0, 23.4)","(20.0, 34.0, 30.333333333333332)","(51.0, 220.0, 195.71428571428572)","(7.0, 9.8, 9.5)","(7.0, 12.0, 11.609756097560975)","(21.0, 36.0, 31.939393939393938)","(1.3, 1.43, 1.4106367041198502)"
08-12-2022 13:31:57.103392,"(14.0, 25.0, 23.95)","(20.0, 34.0, 30.935483870967744)","(51.0, 210.0, 179.25925925925927)","(7.0, 9.8, 9.490322580645161)","(7.0, 12.0, 11.74561403508772)","(21.0, 32.0, 32.46153846153846)","(1.3, 1.42, 1.406027397260274)"
08-12-2022 13:31:58.322095,"(14.0, 25.0, 24.0)","(20.0, 34.0, 32.27272727272727)","(51.0, 200.0, 179.25925925925927)","(7.0, 9.8, 9.68)","(7.0, 12.0, 11.75)","(21.0, 36.0, 34.526315789473685)","(1.3, 1.42, 1.4013706563706563)"
08-12-2022 13:31:59.458877,"(14.0, 25.0, 24.833333333333332)","(20.0, 34.0, 32.27272727272727)","(51.0, 200.0, 185.41666666666666)","(7.0, 9.8, 9.72)","(7.0, 12.0, 11.65)","(21.0, 36.0, 34.833333333333336)","(1.3, 1.41, 1.4011992263056092)"
08-12-2022 13:32:00.670136,"(14.0, 25.0, 24.81818181818182)","(20.0, 32.0, 31.75)","(51.0, 190.0, 171.25)","(7.0, 10.0, 9.466666666666667)","(7.0, 12.5, 12.075)","(21.0, 36.0, 34.5)","(1.3, 1.41, 1.4018165467625898)"
08-12-2022 13:32:01.972246,"(14.0, 25.0, 24.75)","(20.0, 32.0, 31.8125)","(51.0, 190.0, 178.46153846153845)","(7.0, 10.0, 9.510204081632653)","(7.0, 12.5, 12.069767441860465)","(21.0, 36.0, 34.95)","(1.3, 1.41, 1.4019964973730297)"
08-12-2022 13:32:03.244034,"(14.0, 25.0, 24.75)","(20.0, 32.0, 31.4)","(51.0, 190.0, 165.0)","(7.0, 10.0, 9.510204081632653)","(7.0, 12.5, 12.038461538461538)","(21.0, 36.0, 34.95)","(1.3, 1.41, 1.4019964973730297)"
08-12-2022 13:32:04.586447,"(14.0, 25.0, 24.666666666666668)","(20.0, 32.0, 31.5)","(51.0, 180.0, 162.85714285714286)","(7.0, 10.0, 9.652173913043478)","(7.0, 12.5, 12.18421052631579)","(21.0, 36.0, 37.68421052631579)","(1.3, 1.41, 1.3923809523809523)"
08-12-2022 13:32:06.029503,"(14.0, 25.0, 24.636363636363637)","(20.0, 32.0, 31.5)","(51.0, 180.0, 152.0)","(7.0, 10.0, 9.68125)","(7.0, 12.5, 12.321428571428571)","(21.0, 38.0, 37.5609756097561)","(1.3, 1.4, 1.3913267813267813)"
08-12-2022 13:32:07.527679,"(14.0, 26.0, 23.352941176470587)","(20.0, 34.0, 30.166666666666668)","(51.0, 170.0, 163.33333333333334)","(7.0, 10.0, 9.752)","(7.0, 12.5, 12.03125)","(21.0, 38.0, 37.20754716981132)","(1.3, 1.4, 1.3913267813267813)"
08-12-2022 13:32:08.745349,"(14.0, 26.0, 23.63157894736842)","(20.0, 34.0, 30.166666666666668)","(51.0, 170.0, 164.28571428571428)","(7.0, 10.0, 9.704761904761906)","(7.0, 12.5, 12.285714285714286)","(21.0, 38.0, 37.30612244897959)","(1.3, 1.4, 1.391301204819277)"
08-12-2022 13:32:09.947604,"(14.0, 26.0, 23.642857142857142)","(20.0, 34.0, 30.166666666666668)","(51.0, 170.0, 195.625)","(7.0, 10.0, 9.673684210526316)","(7.0, 12.5, 12.285714285714286)","(21.0, 38.0, 37.30612244897959)","(1.3, 1.4, 1.3915654205607475)"
08-12-2022 13:32:11.167104,"(14.0, 26.0, 23.8)","(20.0, 34.0, 30.82758620689655)","(51.0, 200.0, 195.625)","(7.0, 10.0, 9.685106382978724)","(7.0, 12.5, 12.46875)","(21.0, 38.0, 37.30612244897959)","(1.3, 1.4, 1.3921398305084745)"
08-12-2022 13:32:12.318895,"(14.0, 26.0, 24.2972972972973)","(20.0, 34.0, 31.641025641025642)","(51.0, 200.0, 195.625)","(7.0, 10.0, 9.725)","(7.0, 12.5, 12.473684210526315)","(21.0, 38.0, 37.30612244897959)","(1.3, 1.4, 1.3911350059737155)"
08-12-2022 13:32:13.531916,"(14.0, 26.0, 24.454545454545453)","(20.0, 34.0, 31.82857142857143)","(51.0, 200.0, 195.625)","(7.0, 10.0, 9.725)","(7.0, 12.5, 12.473684210526315)","(21.0, 38.0, 37.30612244897959)","(1.3, 1.4, 1.398790322580645)"
08-12-2022 13:32:14.764542,"(16.0, 26.0, 24.583333333333332)","(20.0, 34.0, 31.125)","(51.0, 200.0, 170.0)","(7.0, 10.0, 9.796875)","(7.0, 12.5, 12.428571428571429)","(21.0, 38.0, 37.48837209302326)","(1.3, 1.4, 1.3986666666666665)"
08-12-2022 13:32:16.036771,"(16.0, 26.0, 24.62857142857143)","(20.0, 34.0, 31.125)","(51.0, 200.0, 156.66666666666666)","(7.0, 10.5, 9.796875)","(7.0, 12.5, 12.482758620689655)","(21.0, 38.0, 37.48837209302326)","(1.3, 1.4, 1.3925423728813557)"
08-12-2022 13:32:17.353564,"(16.0, 26.0, 24.62857142857143)","(20.0, 34.0, 31.82857142857143)","(51.0, 190.0, 145.0)","(7.0, 10.5, 10.39622641509434)","(8.0, 12.5, 12.481675392670157)","(21.0, 38.0, 37.48837209302326)","(1.3, 1.4, 1.3727573529411765)"
08-12-2022 13:32:18.673548,"(16.0, 26.0, 24.31578947368421)","(20.0, 34.0, 32.08695652173913)","(51.0, 190.0, 176.66666666666666)","(7.0, 10.5, 10.452991452991453)","(8.0, 13.0, 12.631578947368421)","(21.0, 38.0, 37.80487804878049)","(1.3, 1.38, 1.3679404466501242)"
08-12-2022 13:32:19.978512,"(16.0, 26.0, 24.90909090909091)","(20.0, 34.0, 31.263157894736842)","(51.0, 190.0, 183.33333333333334)","(7.0, 11.0, 10.452991452991453)","(8.0, 13.0, 12.693548387096774)","(21.0, 38.0, 37.80487804878049)","(1.3, 1.38, 1.3693886462882097)"
08-12-2022 13:32:21.259965,"(16.0, 26.0, 25.142857142857142)","(20.0, 34.0, 31.263157894736842)","(51.0, 190.0, 220.95238095238096)","(7.0, 11.0, 10.423423423423424)","(8.0, 13.0, 12.693548387096774)","(21.0, 38.0, 37.74193548387097)","(1.3, 1.38, 1.369227467811159)"
08-12-2022 13:32:22.489024,"(16.0, 26.0, 25.142857142857142)","(20.0, 34.0, 31.263157894736842)","(51.0, 240.0, 218.94736842105263)","(7.0, 11.0, 10.423423423423424)","(8.0, 13.0, 12.693548387096774)","(21.0, 38.0, 37.74193548387097)","(1.3, 1.38, 1.369227467811159)"
08-12-2022 13:32:23.745302,"(16.0, 26.0, 25.142857142857142)","(20.0, 34.0, 31.263157894736842)","(51.0, 240.0, 181.66666666666666)","(7.0, 11.0, 10.340425531914894)","(8.0, 13.0, 12.770114942528735)","(21.0, 38.0, 37.74193548387097)","(1.3, 1.38, 1.369227467811159)"
08-12-2022 13:32:24.902820,"(16.0, 26.0, 25.294117647058822)","(20.0, 34.0, 31.263157894736842)","(51.0, 240.0, 190.0)","(7.0, 11.0, 10.38)","(8.0, 13.0, 12.762376237623762)","(21.0, 38.0, 37.74193548387097)","(1.3, 1.38, 1.369056603773585)"
08-12-2022 13:32:25.961844,"(16.0, 26.0, 25.294117647058822)","(20.0, 34.0, 31.263157894736842)","(51.0, 230.0, 190.0)","(7.0, 11.0, 10.547619047619047)","(8.0, 13.0, 12.666666666666666)","(21.0, 38.0, 37.294117647058826)","(1.3, 1.38, 1.3653586497890295)"
08-12-2022 13:32:27.131434,"(16.0, 27.0, 25.0)","(20.0, 34.0, 31.2972972972973)","(71.0, 220.0, 207.5)","(7.0, 11.0, 10.402597402597403)","(8.0, 13.0, 12.666666666666666)","(21.0, 38.0, 37.294117647058826)","(1.3, 1.37, 1.370234375)"
08-12-2022 13:32:28.310356,"(16.0, 27.0, 25.0)","(20.0, 34.0, 31.2972972972973)","(71.0, 230.0, 224.0)","(7.0, 11.0, 10.402597402597403)","(8.0, 13.0, 12.605263157894736)","(21.0, 38.0, 37.294117647058826)","(1.3, 1.38, 1.368095238095238)"
08-12-2022 13:32:29.433542,"(16.0, 27.0, 24.441176470588236)","(20.0, 34.0, 31.2972972972973)","(71.0, 260.0, 224.0)","(7.0, 11.0, 10.065533980582524)","(8.0, 13.0, 12.675675675675675)","(21.0, 38.0, 37.294117647058826)","(1.3, 1.38, 1.3775050301810865)"
08-12-2022 13:32:30.658728,"(16.0, 27.0, 26.389473684210525)","(20.0, 34.0, 31.170731707317074)","(71.0, 260.0, 234.28571428571428)","(7.0, 10.5, 10.04102564102564)","(7.5, 13.0, 12.675675675675675)","(21.0, 38.0, 37.172413793103445)","(1.3, 1.38, 1.3777551020408163)"
08-12-2022 13:32:31.964703,"(16.0, 27.0, 26.389473684210525)","(20.0, 34.0, 30.258064516129032)","(71.0, 260.0, 234.28571428571428)","(7.0, 10.5, 10.016216216216216)","(7.5, 13.0, 12.68421052631579)","(21.0, 38.0, 37.0)","(1.3, 1.38, 1.3769780219780219)"
08-12-2022 13:32:33.210773,"(16.0, 27.0, 26.389473684210525)","(20.0, 34.0, 30.258064516129032)","(71.0, 260.0, 234.28571428571428)","(7.0, 10.5, 10.016216216216216)","(7.5, 13.0, 12.68421052631579)","(21.0, 38.0, 36.723404255319146)","(1.3, 1.38, 1.3771354166666667)"
08-12-2022 13:32:34.469006,"(16.0, 27.0, 26.414141414141415)","(20.0, 34.0, 30.258064516129032)","(71.0, 260.0, 242.0)","(7.0, 10.5, 10.016216216216216)","(7.5, 13.0, 12.670731707317072)","(21.0, 38.0, 36.723404255319146)","(1.3, 1.38, 1.3780176211453743)"
08-12-2022 13:32:35.732503,"(16.0, 27.0, 26.414141414141415)","(20.0, 34.0, 30.258064516129032)","(71.0, 260.0, 236.66666666666666)","(7.0, 10.5, 10.016216216216216)","(7.5, 13.0, 12.765217391304347)","(21.0, 38.0, 36.84615384615385)","(1.3, 1.38, 1.378060344827586)"
08-12-2022 13:32:36.988134,"(16.0, 27.0, 26.414141414141415)","(20.0, 34.0, 30.258064516129032)","(71.0, 250.0, 236.66666666666666)","(7.0, 10.5, 10.016216216216216)","(7.5, 13.0, 12.765217391304347)","(21.0, 38.0, 36.46153846153846)","(1.3, 1.38, 1.378060344827586)"
08-12-2022 13:32:38.195711,"(16.0, 27.0, 26.414141414141415)","(20.0, 34.0, 30.258064516129032)","(71.0, 250.0, 238.0)","(7.0, 10.5, 9.906161137440758)","(7.5, 13.0, 12.8)","(21.0, 38.0, 36.46153846153846)","(1.3, 1.38, 1.37800796812749)"
08-12-2022 13:32:39.428035,"(16.0, 27.0, 26.414141414141415)","(20.0, 34.0, 30.74418604651163)","(71.0, 250.0, 268.1818181818182)","(7.0, 10.5, 10.005376344086022)","(7.5, 13.0, 12.693181818181818)","(21.0, 38.0, 36.46153846153846)","(1.28, 1.38, 1.3697503285151118)"
08-12-2022 13:32:40.580467,"(16.0, 27.0, 26.17142857142857)","(20.0, 34.0, 30.606060606060606)","(71.0, 290.0, 268.1818181818182)","(7.0, 10.5, 10.144787644787645)","(7.5, 13.0, 12.883620689655173)","(21.0, 38.0, 36.46153846153846)","(1.28, 1.37, 1.3640069444444445)"
08-12-2022 13:32:41.857816,"(16.0, 27.0, 26.181818181818183)","(20.0, 34.0, 32.578947368421055)","(71.0, 280.0, 233.33333333333334)","(7.0, 10.5, 10.068965517241379)","(7.5, 13.0, 13.010791366906474)","(21.0, 38.0, 36.72)","(1.28, 1.37, 1.3625093167701865)"
