,Lightning Luna,Drive The Jack,Gable,Burning Fee,Bailey The Rock,Woodside Bella
11-01-2023 11:17:00.976155,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.4125)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:01.873536,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 5.125)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:02.799407,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 5.125)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:03.750264,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.01)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:04.749245,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.192857142857143)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:05.763047,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.319999999999999)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:06.793095,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.294444444444444)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 85.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:07.732977,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.06)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 131.53846153846155)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:08.641755,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.228571428571428)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:09.515308,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.228571428571428)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:10.450919,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.228571428571428)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:11.482697,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.391666666666667)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:12.577108,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 6.271428571428571)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:13.612179,"(5.0, 8.8, 6.0)","(3.9, 5.6, 3.89)","(3.5, 6.6, 5.1625)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:14.562550,"(5.0, 8.8, 6.0)","(3.9, 5.5, 4.0600000000000005)","(3.5, 6.6, 5.225)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:15.491993,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.4, 4.635714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 51.66666666666667)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:16.449282,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.4, 4.635714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 150.0, 51.66666666666667)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:17.329419,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 4.84)","(2.5, 3.5, 3.4155555555555557)","(31.0, 150.0, 51.66666666666667)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:18.315273,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 4.84)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:19.289981,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.714285714285714)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:20.293738,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:21.250933,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:22.143633,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:23.048493,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:23.993204,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:24.946489,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:25.940146,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:26.990689,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:27.932499,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:28.807138,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:29.717753,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 3.4155555555555557)","(31.0, 140.0, 86.0)","(8.5, 15.5, 11.700000000000001)"
11-01-2023 11:17:30.693156,"(5.0, 8.8, 5.688888888888889)","(3.9, 5.5, 3.8800000000000003)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 140.0, 86.0)","(8.5, 15.5, 14.125)"
11-01-2023 11:17:31.634531,"(5.0, 8.6, 7.7749999999999995)","(3.9, 5.4, 4.620833333333334)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 140.0, 86.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:32.612984,"(5.0, 8.6, 7.7749999999999995)","(3.9, 5.4, 4.620833333333334)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 140.0, 56.66666666666667)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:33.522759,"(5.0, 8.6, 7.7749999999999995)","(3.9, 5.4, 4.620833333333334)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 180.0, 56.66666666666667)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:34.485606,"(5.0, 8.6, 7.7749999999999995)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 101.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:35.422088,"(5.0, 8.6, 7.7749999999999995)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 101.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:36.357111,"(5.0, 8.6, 7.7749999999999995)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 5.036363636363636)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 147.33333333333334)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:37.328938,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 5.285714285714286)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:38.285288,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:39.227448,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:40.198119,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:41.067148,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:42.163536,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:43.267116,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:44.330032,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:45.417990,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:46.444770,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:47.459872,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.4)"
11-01-2023 11:17:48.436588,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.604347826086957)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 14.38888888888889)"
11-01-2023 11:17:49.377245,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 136.0)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:50.474565,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 147.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:51.487155,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 147.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:52.518916,"(5.0, 8.4, 6.990909090909091)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 147.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:53.504452,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 147.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:54.431430,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 147.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:55.343903,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.42)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 170.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:56.310269,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:57.276033,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:58.269858,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:17:59.274435,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:00.201941,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:01.077768,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:01.930016,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:02.790485,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:03.780701,"(5.0, 8.4, 6.917391304347826)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:04.770851,"(5.0, 8.4, 7.3)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 122.0)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:05.723389,"(5.0, 8.4, 7.3)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 210.0, 122.0)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:06.644757,"(5.0, 8.4, 7.3)","(3.9, 5.3, 4.373684210526315)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 210.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:07.567722,"(5.0, 8.4, 7.3)","(3.9, 5.3, 4.618)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:08.418492,"(5.0, 8.4, 7.3)","(3.9, 5.3, 4.783333333333333)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:09.366901,"(5.0, 8.4, 7.3)","(3.9, 5.2, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:10.229004,"(5.0, 8.4, 7.3)","(3.9, 5.2, 4.033333333333333)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:11.250277,"(5.0, 8.4, 7.3)","(3.9, 5.2, 4.033333333333333)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:12.225311,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.944444444444444)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:13.170821,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:14.160182,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:15.109042,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.5)"
11-01-2023 11:18:15.961918,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 15.5, 12.666666666666666)"
11-01-2023 11:18:16.794163,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:17.639788,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:18.513752,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:19.444458,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:20.543157,"(5.0, 8.4, 7.3)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:21.460785,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.9933333333333336)","(31.0, 200.0, 127.0)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:22.427677,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8920000000000003)","(31.0, 220.0, 180.66666666666666)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:23.357854,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8920000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:24.329943,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 3.9299999999999997)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8920000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.0, 12.666666666666666)"
11-01-2023 11:18:25.369376,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.7558823529411764)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.0, 11.55)"
11-01-2023 11:18:26.301475,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.7558823529411764)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:27.264182,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.7558823529411764)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:28.232100,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.7558823529411764)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:29.071267,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.7558823529411764)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:29.919007,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.7558823529411764)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:30.825782,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:31.717977,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:32.667080,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 11.55)"
11-01-2023 11:18:33.621249,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 16.5, 12.5)"
11-01-2023 11:18:34.558960,"(5.0, 8.4, 7.257692307692308)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:35.450316,"(5.0, 8.4, 7.2)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:36.415762,"(5.0, 8.4, 7.2827586206896555)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:37.296782,"(5.0, 8.4, 7.2827586206896555)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:38.142055,"(5.0, 8.4, 7.2827586206896555)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:39.029638,"(5.0, 8.4, 7.2827586206896555)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
