,Lightning Luna,Drive The Jack,Gable,Burning Fee,Bailey The Rock,Woodside Bella
11-01-2023 11:18:39.905123,"(5.0, 8.4, 7.2827586206896555)","(3.9, 5.1, 4.821428571428571)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 122.0)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:41.018581,"(5.0, 8.4, 6.092307692307693)","(3.9, 5.1, 4.7823529411764705)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 220.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:41.936253,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.7823529411764705)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:42.799879,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.141666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:43.650916,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.141666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:44.712176,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.141666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:45.740880,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.141666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:46.780015,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.75625)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:47.753357,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:48.748826,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:49.692845,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:50.571292,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:51.520273,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:52.378784,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 180.66666666666666)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:53.405000,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 109.45454545454545)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:54.399536,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 133.6)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:55.382826,"(5.0, 8.4, 7.365517241379311)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 59.42857142857143)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:56.366299,"(5.0, 8.4, 7.4)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 59.42857142857143)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:57.264817,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:58.198364,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 17.0, 11.857142857142858)"
11-01-2023 11:18:59.185607,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 17.0, 12.833333333333334)"
11-01-2023 11:19:00.111365,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:01.067759,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:02.028934,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:03.008309,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:03.956258,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:04.915803,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:05.806489,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:06.710906,"(5.0, 8.4, 6.184615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:07.633767,"(5.0, 8.4, 7.0285714285714285)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:08.777970,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 65.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:09.811606,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 210.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:10.838046,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:12.016898,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:12.999180,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:13.914752,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:14.841581,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:15.830137,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:16.910027,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:17.871448,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:18.851586,"(5.0, 8.4, 7.384615384615385)","(3.9, 5.1, 4.266666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:19.804636,"(5.0, 8.4, 7.548387096774194)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:20.789766,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:21.724707,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:22.718704,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:23.673683,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:24.669595,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:25.610102,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:26.520890,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:27.449900,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:28.391447,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:29.444156,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 2.8600000000000003)","(31.0, 200.0, 118.0)","(8.5, 16.5, 11.916666666666666)"
11-01-2023 11:19:30.391516,"(5.0, 8.4, 6.5538461538461545)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.866666666666667)","(2.5, 3.5, 3.12)","(31.0, 200.0, 192.4)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:31.324298,"(5.0, 8.4, 7.4222222222222225)","(3.9, 5.1, 4.766666666666667)","(3.5, 6.2, 4.736585365853658)","(2.5, 3.5, 3.434705882352941)","(31.0, 210.0, 192.4)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:32.311368,"(5.0, 8.4, 7.4222222222222225)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.9, 4.8500000000000005)","(2.5, 3.5, 3.32)","(31.0, 210.0, 192.4)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:33.329275,"(5.0, 8.4, 7.4222222222222225)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.8, 5.708333333333333)","(2.5, 3.5, 3.38)","(31.0, 210.0, 192.4)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:34.374978,"(5.0, 8.4, 7.4222222222222225)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.94)","(2.5, 3.5, 3.38)","(31.0, 210.0, 192.4)","(8.5, 16.5, 12.833333333333334)"
11-01-2023 11:19:35.444237,"(5.0, 8.4, 7.4222222222222225)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.94)","(2.5, 3.5, 3.38)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:36.489996,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.94)","(2.5, 3.5, 3.38)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:37.520362,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.94)","(2.5, 3.5, 3.38)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:38.476314,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.94)","(2.5, 3.5, 3.38)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:39.414939,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.924489795918367)","(2.5, 3.5, 3.38)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:40.342773,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.924489795918367)","(2.5, 3.5, 3.38)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:41.254878,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.924489795918367)","(2.5, 3.5, 3.331578947368421)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:42.322985,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.766666666666667)","(3.5, 5.7, 4.924489795918367)","(2.5, 3.5, 3.1)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:43.434493,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.7, 5.107407407407408)","(2.5, 3.5, 3.438285714285714)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:44.507699,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.7, 5.107407407407408)","(2.5, 3.5, 3.3905263157894736)","(31.0, 210.0, 190.66666666666666)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:45.584294,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.7, 5.107407407407408)","(2.5, 3.5, 3.3905263157894736)","(31.0, 210.0, 134.13333333333333)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:46.530660,"(5.0, 8.2, 7.84)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.7, 5.107407407407408)","(2.5, 3.5, 3.396)","(31.0, 220.0, 199.55555555555554)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:47.500129,"(5.0, 8.2, 7.857142857142857)","(3.9, 4.9, 4.633333333333334)","(3.5, 5.7, 5.066666666666666)","(2.5, 3.5, 3.3444444444444446)","(31.0, 210.0, 122.0)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:48.456469,"(5.0, 8.2, 7.545454545454545)","(3.9, 4.9, 4.5)","(3.5, 5.7, 5.054838709677419)","(2.5, 3.5, 3.3923076923076922)","(31.0, 210.0, 122.0)","(8.5, 16.5, 15.583333333333332)"
11-01-2023 11:19:49.390808,"(5.0, 8.2, 7.545454545454545)","(3.9, 4.9, 4.5)","(3.5, 5.7, 5.054838709677419)","(2.5, 3.5, 3.3923076923076922)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:50.392578,"(5.0, 8.2, 7.545454545454545)","(3.9, 5.1, 4.433333333333333)","(3.5, 5.7, 5.107407407407408)","(2.5, 3.5, 3.3941176470588235)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:51.518479,"(5.0, 8.2, 7.545454545454545)","(3.9, 5.1, 4.433333333333333)","(3.5, 5.7, 5.107407407407408)","(2.5, 3.5, 3.3941176470588235)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:52.651007,"(5.0, 8.2, 7.545454545454545)","(3.9, 5.1, 4.4529411764705875)","(3.5, 5.7, 4.8)","(2.5, 3.5, 3.4375)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:53.720385,"(5.0, 8.2, 7.545454545454545)","(3.9, 4.7, 4.58)","(3.5, 5.4, 4.8)","(2.5, 3.5, 3.4375)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:54.767639,"(5.0, 8.0, 7.4)","(3.9, 4.9, 4.7857142857142865)","(3.5, 5.5, 4.717391304347826)","(2.5, 3.5, 3.392857142857143)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:55.816451,"(5.0, 7.8, 7.254545454545454)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 5.0625)","(2.5, 3.5, 3.392857142857143)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:56.880867,"(5.0, 7.8, 7.254545454545454)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.35)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:57.894720,"(5.0, 7.8, 7.254545454545454)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.35)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:19:59.011251,"(5.0, 7.8, 7.254545454545454)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.35)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:00.266254,"(5.0, 7.8, 7.254545454545454)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.35)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:01.423120,"(5.0, 7.8, 7.254545454545454)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.3239130434782607)","(31.0, 210.0, 80.5)","(8.5, 16.5, 14.5)"
11-01-2023 11:20:02.474139,"(5.0, 7.8, 7.061538461538461)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.3239130434782607)","(31.0, 220.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:03.575627,"(5.0, 7.8, 7.061538461538461)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.3239130434782607)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:04.757446,"(5.0, 7.8, 7.061538461538461)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.3)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:05.932806,"(5.0, 7.8, 7.061538461538461)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.3105263157894735)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:07.152027,"(5.0, 7.8, 7.061538461538461)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.909090909090909)","(2.5, 3.5, 3.275)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:08.265826,"(5.0, 7.8, 7.061538461538461)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.9)","(2.5, 3.5, 3.275)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:09.374700,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.645454545454545)","(3.5, 5.4, 4.854545454545455)","(2.5, 3.5, 3.275)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:10.510499,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.66)","(3.5, 5.4, 4.854545454545455)","(2.5, 3.5, 3.242857142857143)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:11.584911,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.66)","(3.5, 5.4, 4.65)","(2.5, 3.5, 3.3714285714285714)","(31.0, 210.0, 122.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:12.679391,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.4, 4.5)","(2.5, 3.5, 3.340909090909091)","(31.0, 210.0, 117.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:13.694137,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.3, 4.481818181818182)","(2.5, 3.5, 3.3478260869565215)","(31.0, 200.0, 117.0)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:14.680340,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.3, 4.577777777777778)","(2.5, 3.5, 3.325)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:15.692110,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.2, 4.577777777777778)","(2.5, 3.5, 3.3666666666666667)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:16.795328,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.2, 4.577777777777778)","(2.5, 3.5, 3.3666666666666667)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:17.910380,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.2, 4.577777777777778)","(2.5, 3.5, 3.3666666666666667)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:18.996055,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.2, 4.451851851851852)","(2.5, 3.5, 3.3666666666666667)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:20.146202,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.1, 4.466666666666667)","(2.5, 3.5, 3.3666666666666667)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:21.314303,"(5.0, 7.8, 7.1454545454545455)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.0, 4.466666666666667)","(2.5, 3.5, 3.3666666666666667)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:22.435201,"(5.0, 7.8, 6.9)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.0, 4.466666666666667)","(2.5, 3.5, 3.4)","(31.0, 200.0, 172.33333333333334)","(8.5, 16.5, 14.666666666666666)"
11-01-2023 11:20:23.441399,"(5.0, 7.8, 7.363636363636363)","(3.9, 5.1, 4.638461538461538)","(3.5, 5.0, 4.466666666666667)","(2.5, 3.5, 3.4)","(31.0, 200.0, 147.33333333333334)","(8.5, 16.5, 14.666666666666666)"
