,Cashed Up Johnny,Dixie Dutton,Book Of Love,Precious Layla,High Range,Four Barrys,Salem Sweetheart,Cool Red
08-01-2023 16:55:11.582414,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.954545454545453)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 48.4)","(7.5, 14.5, 10.67142857142857)","(31.0, 210.0, 98.0)","(17.0, 19.0, 18.0)"
08-01-2023 16:55:12.780699,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 20.166666666666668)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 48.4)","(7.5, 14.5, 10.67142857142857)","(31.0, 210.0, 98.0)","(17.0, 19.0, 17.7)"
08-01-2023 16:55:13.899045,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 20.166666666666668)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 48.4)","(7.5, 14.5, 10.67142857142857)","(31.0, 210.0, 98.0)","(17.0, 18.5, 17.7)"
08-01-2023 16:55:15.016821,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 15.625)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 48.4)","(7.5, 14.5, 10.67142857142857)","(31.0, 210.0, 98.0)","(17.0, 18.5, 17.7)"
08-01-2023 16:55:16.120172,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 15.625)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 45.2)","(7.5, 14.5, 10.67142857142857)","(31.0, 210.0, 98.0)","(17.0, 18.5, 17.7)"
08-01-2023 16:55:17.281966,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 40.434782608695656)","(7.5, 14.5, 10.65)","(31.0, 210.0, 98.0)","(17.0, 18.5, 17.7)"
08-01-2023 16:55:18.396196,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 40.434782608695656)","(7.5, 14.5, 10.65)","(31.0, 210.0, 98.0)","(17.0, 18.5, 17.7)"
08-01-2023 16:55:19.571407,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 40.434782608695656)","(7.5, 14.5, 10.65)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.0)"
08-01-2023 16:55:20.735906,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 40.434782608695656)","(7.5, 14.5, 10.65)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.0)"
08-01-2023 16:55:21.921742,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 10.85)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:23.064372,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:24.130237,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:25.210832,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.444444444444445)","(2.8, 7.4, 4.8545454545454545)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:26.240754,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.8, 7.4, 4.828571428571429)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:27.302570,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.8, 7.4, 4.828571428571429)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:28.385610,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.8, 7.4, 4.828571428571429)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 18.2)"
08-01-2023 16:55:29.481746,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.8, 7.4, 4.828571428571429)","(31.0, 130.0, 35.45454545454545)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 18.5, 21.0)"
08-01-2023 16:55:30.574714,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 130.0, 42.8)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:31.652565,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 110.0, 34.4)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:32.665558,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 110.0, 34.4)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:33.659653,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 110.0, 34.4)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:34.676027,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 110.0, 34.4)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:35.723209,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 110.0, 34.4)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:36.777502,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 110.0, 47.14285714285714)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:37.874141,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 100.0, 47.14285714285714)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:38.934788,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 95.0, 72.0)","(7.5, 14.5, 12.066666666666666)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:39.955026,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 95.0, 72.0)","(7.5, 14.5, 11.990909090909092)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:40.965369,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 95.0, 72.0)","(7.5, 14.5, 11.990909090909092)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:42.008624,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 95.0, 72.0)","(7.5, 14.5, 10.557142857142857)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:43.074699,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(31.0, 95.0, 72.0)","(7.5, 14.5, 10.557142857142857)","(31.0, 210.0, 98.0)","(17.0, 23.0, 20.4)"
08-01-2023 16:55:44.138096,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 76.75)","(7.5, 14.5, 10.557142857142857)","(31.0, 210.0, 98.0)","(17.0, 23.0, 19.8)"
08-01-2023 16:55:45.219704,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 77.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 23.0, 19.8)"
08-01-2023 16:55:46.286492,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 21.0, 18.5)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 77.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 23.0, 19.2)"
08-01-2023 16:55:47.289377,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.833333333333332)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 77.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.2)"
08-01-2023 16:55:48.300474,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.214285714285715)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 77.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.2)"
08-01-2023 16:55:49.373274,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.214285714285715)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 72.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 20.666666666666664)"
08-01-2023 16:55:50.418238,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.214285714285715)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:51.501847,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.214285714285715)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:52.589003,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.214285714285715)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:53.635088,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 17.214285714285715)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:54.661667,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:55.700476,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:56.781918,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:57.851923,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:58.900213,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:55:59.917567,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:56:00.924158,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:56:01.921470,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:56:03.009874,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 18.227272727272727)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.8)"
08-01-2023 16:56:04.134802,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 20.0, 15.625)","(2.8, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 22.0, 19.2)"
08-01-2023 16:56:05.239785,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 15.625)","(2.9, 7.4, 4.828571428571429)","(21.0, 95.0, 85.14285714285714)","(7.5, 14.5, 11.15)","(31.0, 210.0, 98.0)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:06.319161,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 15.625)","(2.9, 7.4, 4.828571428571429)","(21.0, 95.0, 77.75)","(7.5, 14.5, 11.15)","(31.0, 210.0, 75.6)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:07.395360,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 15.625)","(2.9, 7.4, 4.828571428571429)","(21.0, 95.0, 77.75)","(7.5, 14.5, 11.15)","(31.0, 210.0, 70.8)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:08.455510,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.9, 7.4, 4.828571428571429)","(21.0, 95.0, 76.75)","(7.5, 14.5, 11.15)","(31.0, 210.0, 70.8)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:09.484766,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.9, 7.4, 4.828571428571429)","(21.0, 95.0, 58.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 70.8)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:10.526011,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.9, 7.4, 4.828571428571429)","(21.0, 70.0, 58.0)","(7.5, 14.5, 11.15)","(31.0, 210.0, 70.8)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:11.560783,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 14.714285714285714)","(2.9, 7.4, 4.828571428571429)","(21.0, 70.0, 58.0)","(7.5, 14.5, 12.136363636363637)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:12.654688,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 15.571428571428571)","(2.9, 7.4, 4.828571428571429)","(21.0, 70.0, 58.25)","(7.5, 14.5, 12.136363636363637)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:13.715643,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.828571428571429)","(21.0, 70.0, 58.25)","(7.5, 14.5, 13.625)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:14.803100,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.945454545454545)","(21.0, 70.0, 58.25)","(7.5, 15.5, 13.625)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:15.814539,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.945454545454545)","(21.0, 70.0, 58.25)","(7.5, 15.5, 13.625)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:16.858710,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 13.575)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:17.843939,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 13.575)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:18.852883,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:19.885520,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:20.930157,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 19.2)"
08-01-2023 16:56:21.962944,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 21.0, 22.125)"
08-01-2023 16:56:22.981206,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:23.992388,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:25.012309,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:26.054970,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:27.113592,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 97.57894736842105)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:28.228407,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 64.4)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:29.347047,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 64.4)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:30.449577,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 58.25)","(7.5, 15.5, 11.1)","(31.0, 210.0, 64.4)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:31.489561,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 30.8)","(7.5, 15.5, 11.1)","(31.0, 210.0, 64.4)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:32.492919,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 75.0, 30.8)","(7.5, 15.5, 11.1)","(31.0, 210.0, 64.4)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:33.600887,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 75.0, 33.4)","(7.5, 15.5, 11.1)","(31.0, 210.0, 69.19999999999999)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:34.625475,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 75.0, 33.4)","(7.5, 15.5, 11.399999999999999)","(31.0, 210.0, 69.19999999999999)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:35.730496,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 75.0, 33.4)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 69.19999999999999)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:36.831433,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 75.0, 40.625)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 69.19999999999999)","(17.0, 24.0, 22.125)"
08-01-2023 16:56:37.954458,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 40.625)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 69.19999999999999)","(17.0, 24.0, 20.25)"
08-01-2023 16:56:38.996417,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 40.625)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 92.66666666666667)","(17.0, 24.0, 20.25)"
08-01-2023 16:56:40.002736,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 40.625)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 92.66666666666667)","(17.0, 24.0, 20.25)"
08-01-2023 16:56:41.010743,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 40.625)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 92.66666666666667)","(17.0, 24.0, 20.25)"
08-01-2023 16:56:42.014744,"(2.0, 2.34, 2.3331999999999997)","(7.5, 13.0, 10.68)","(16.0, 22.0, 16.0)","(2.9, 7.4, 4.923809523809524)","(21.0, 70.0, 40.625)","(7.5, 15.0, 10.885714285714286)","(31.0, 210.0, 92.66666666666667)","(17.0, 24.0, 20.25)"
