,Grace Elizabeth,Cruz In The Castle,Got Your Number,Jamestown Road,Secret Castle,Miss Wave,Heretodaygonmanana,Cheese Louise,Ocean Lilly
08-01-2023 12:42:39.315671,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.6, 8.399999999999999)","(13.0, 17.5, 15.725806451612904)","(4.2, 6.6, 6.133333333333334)","(4.4, 5.5, 5.190476190476191)","(5.5, 6.6, 6.386666666666667)","(41.0, 130.0, 119.0625)","(26.0, 55.0, 46.5)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:40.662051,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.6, 8.399999999999999)","(13.0, 17.5, 15.725806451612904)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.190476190476191)","(5.5, 6.6, 6.386666666666667)","(41.0, 150.0, 119.0625)","(26.0, 55.0, 46.5)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:42.053144,"(6.0, 7.0, 6.866666666666666)","(6.0, 8.6, 8.399999999999999)","(13.0, 17.5, 15.725806451612904)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.190476190476191)","(5.5, 6.6, 6.386666666666667)","(41.0, 150.0, 119.0625)","(26.0, 55.0, 46.5)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:43.415393,"(6.0, 7.0, 6.866666666666666)","(6.0, 8.6, 8.399999999999999)","(13.0, 17.5, 15.725806451612904)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.190476190476191)","(5.5, 6.6, 6.386666666666667)","(41.0, 150.0, 119.0625)","(26.0, 55.0, 46.5)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:44.796737,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.6, 8.363636363636363)","(13.0, 17.5, 15.725806451612904)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.303030303030303)","(5.5, 6.6, 6.386666666666667)","(41.0, 150.0, 119.0625)","(26.0, 55.0, 46.5)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:46.286715,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.725806451612904)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.303030303030303)","(5.5, 6.6, 6.386666666666667)","(41.0, 150.0, 130.0)","(26.0, 55.0, 46.5)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:47.543997,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.75)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.303030303030303)","(5.5, 6.6, 6.386666666666667)","(41.0, 140.0, 133.57142857142856)","(26.0, 55.0, 51.22222222222222)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:48.703984,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.75)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.303030303030303)","(5.5, 6.6, 6.386666666666667)","(41.0, 140.0, 133.57142857142856)","(26.0, 55.0, 51.22222222222222)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:50.193317,"(6.0, 7.0, 6.842105263157895)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.75)","(4.2, 6.4, 6.04)","(4.4, 5.5, 5.32258064516129)","(5.5, 6.6, 6.427027027027027)","(41.0, 140.0, 125.0)","(26.0, 55.0, 50.14285714285714)","(6.5, 7.6, 7.28)"
08-01-2023 12:42:51.571566,"(6.0, 7.0, 6.838095238095238)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.689655172413794)","(4.2, 6.6, 6.454545454545454)","(4.4, 5.5, 5.2105263157894735)","(5.5, 6.6, 6.411764705882353)","(41.0, 130.0, 125.0)","(26.0, 55.0, 50.14285714285714)","(6.5, 7.6, 7.425806451612903)"
08-01-2023 12:42:52.894526,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.689655172413794)","(4.2, 6.6, 6.066666666666667)","(4.4, 5.5, 5.2105263157894735)","(5.5, 6.6, 6.411764705882353)","(41.0, 130.0, 115.0)","(26.0, 55.0, 50.14285714285714)","(6.5, 7.6, 7.425806451612903)"
08-01-2023 12:42:54.244167,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.689655172413794)","(4.2, 6.4, 6.066666666666667)","(4.4, 5.5, 5.2105263157894735)","(5.5, 6.6, 6.411764705882353)","(41.0, 130.0, 115.0)","(26.0, 55.0, 50.14285714285714)","(6.5, 7.6, 7.425806451612903)"
08-01-2023 12:42:55.583397,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.689655172413794)","(4.2, 6.4, 6.066666666666667)","(4.4, 5.5, 5.2105263157894735)","(5.5, 6.6, 6.411764705882353)","(41.0, 130.0, 115.0)","(26.0, 55.0, 50.14285714285714)","(6.5, 7.6, 7.425806451612903)"
08-01-2023 12:42:56.924534,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.689655172413794)","(4.2, 6.4, 6.066666666666667)","(4.4, 5.5, 5.2105263157894735)","(5.5, 6.6, 6.411764705882353)","(41.0, 130.0, 115.0)","(26.0, 55.0, 50.14285714285714)","(6.5, 7.6, 7.425806451612903)"
08-01-2023 12:42:58.208883,"(6.0, 7.2, 6.962790697674419)","(6.0, 8.8, 8.363636363636363)","(13.0, 17.5, 15.588235294117647)","(4.2, 6.4, 6.066666666666667)","(4.4, 5.5, 5.2105263157894735)","(5.5, 6.6, 6.411764705882353)","(41.0, 130.0, 123.33333333333334)","(26.0, 55.0, 53.21052631578947)","(6.5, 7.6, 7.425806451612903)"
08-01-2023 12:42:59.561267,"(6.0, 7.0, 6.8125)","(6.0, 8.8, 8.44)","(13.0, 17.5, 15.642857142857142)","(4.2, 6.4, 6.075)","(4.4, 5.5, 5.185714285714285)","(5.5, 6.6, 6.427027027027027)","(41.0, 130.0, 121.42857142857143)","(26.0, 55.0, 50.0)","(6.5, 7.6, 7.3)"
08-01-2023 12:43:01.011544,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.44)","(13.0, 17.5, 15.642857142857142)","(4.2, 6.6, 6.133333333333334)","(4.4, 5.5, 5.185714285714285)","(5.5, 6.6, 6.5)","(41.0, 130.0, 114.28571428571429)","(26.0, 55.0, 48.5)","(6.5, 7.6, 7.3)"
08-01-2023 12:43:02.377877,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.5, 15.642857142857142)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.185714285714285)","(5.5, 6.6, 6.5)","(41.0, 120.0, 114.28571428571429)","(26.0, 55.0, 48.5)","(6.5, 8.0, 7.44)"
08-01-2023 12:43:03.938396,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.5, 16.142857142857142)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.310344827586207)","(5.5, 6.6, 6.5)","(41.0, 120.0, 114.28571428571429)","(26.0, 55.0, 48.5)","(6.5, 8.0, 7.628571428571428)"
08-01-2023 12:43:05.384443,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 16.142857142857142)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.310344827586207)","(5.5, 6.6, 6.5)","(41.0, 120.0, 114.28571428571429)","(26.0, 55.0, 48.5)","(6.5, 8.2, 7.628571428571428)"
08-01-2023 12:43:06.783083,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 16.142857142857142)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.5)","(41.0, 120.0, 114.28571428571429)","(26.0, 55.0, 48.5)","(6.5, 8.2, 7.628571428571428)"
08-01-2023 12:43:08.164502,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 16.142857142857142)","(4.2, 6.4, 6.133333333333334)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.5)","(41.0, 120.0, 107.77777777777777)","(26.0, 55.0, 52.111111111111114)","(6.5, 8.2, 7.666666666666667)"
08-01-2023 12:43:09.442906,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 15.551724137931034)","(4.2, 6.4, 6.15)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.474509803921569)","(41.0, 120.0, 107.77777777777777)","(26.0, 55.0, 52.111111111111114)","(6.5, 8.2, 7.666666666666667)"
08-01-2023 12:43:10.751530,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 15.551724137931034)","(4.2, 6.4, 6.075)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.474509803921569)","(41.0, 120.0, 100.0)","(26.0, 55.0, 51.285714285714285)","(6.5, 8.2, 7.666666666666667)"
08-01-2023 12:43:11.990927,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 15.551724137931034)","(4.2, 6.6, 6.075)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.474509803921569)","(41.0, 110.0, 100.0)","(26.0, 55.0, 51.285714285714285)","(6.5, 8.2, 7.666666666666667)"
08-01-2023 12:43:13.253847,"(6.0, 7.0, 6.837837837837838)","(6.0, 8.6, 8.36)","(13.0, 17.0, 15.551724137931034)","(4.2, 6.6, 6.075)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.457777777777777)","(41.0, 110.0, 100.0)","(26.0, 55.0, 51.285714285714285)","(6.5, 8.2, 7.4)"
08-01-2023 12:43:14.490590,"(6.0, 7.2, 6.890909090909091)","(6.0, 8.6, 8.391304347826086)","(13.0, 17.0, 15.384615384615385)","(4.2, 6.6, 6.075)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.457777777777777)","(41.0, 110.0, 100.0)","(26.0, 55.0, 51.285714285714285)","(6.5, 8.2, 7.4)"
08-01-2023 12:43:15.770168,"(6.0, 7.2, 6.890909090909091)","(6.0, 8.6, 8.391304347826086)","(13.0, 17.0, 15.384615384615385)","(4.2, 6.6, 6.276923076923077)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.457777777777777)","(41.0, 110.0, 100.0)","(26.0, 55.0, 51.285714285714285)","(6.5, 8.2, 7.4)"
08-01-2023 12:43:17.046719,"(6.0, 7.2, 6.938461538461539)","(6.0, 8.6, 8.428571428571429)","(13.0, 17.0, 15.695652173913043)","(4.2, 6.4, 6.28888888888889)","(4.4, 5.5, 5.365853658536586)","(5.5, 6.6, 6.474509803921569)","(41.0, 110.0, 100.0)","(26.0, 55.0, 51.285714285714285)","(6.5, 8.2, 7.4)"
08-01-2023 12:43:18.434582,"(6.0, 7.2, 6.938461538461539)","(6.0, 8.6, 8.428571428571429)","(13.0, 17.0, 15.727272727272727)","(4.2, 6.4, 6.218181818181819)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.474509803921569)","(41.0, 110.0, 104.70588235294117)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.2, 7.4)"
08-01-2023 12:43:19.945414,"(6.0, 7.2, 6.9)","(6.0, 8.6, 8.5)","(13.0, 17.0, 15.727272727272727)","(4.2, 6.4, 6.218181818181819)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.466666666666667)","(41.0, 110.0, 104.70588235294117)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.2, 8.022222222222222)"
08-01-2023 12:43:21.353887,"(6.0, 7.2, 6.9)","(6.0, 8.6, 8.5)","(13.0, 17.0, 15.727272727272727)","(4.2, 6.4, 6.218181818181819)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.466666666666667)","(41.0, 110.0, 85.0)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.2, 7.905882352941177)"
08-01-2023 12:43:22.744264,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.592592592592593)","(13.0, 17.0, 15.666666666666666)","(4.2, 6.4, 6.15)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.466666666666667)","(41.0, 100.0, 87.5)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.0, 7.7)"
08-01-2023 12:43:23.992991,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.63529411764706)","(13.0, 17.0, 15.26086956521739)","(4.2, 6.4, 6.25)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.4896551724137925)","(41.0, 100.0, 87.5)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.0, 7.7)"
08-01-2023 12:43:25.153050,"(6.0, 7.2, 6.962790697674419)","(6.0, 8.8, 8.63529411764706)","(13.0, 17.0, 15.095238095238095)","(4.2, 6.4, 6.360869565217392)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.4896551724137925)","(41.0, 100.0, 87.5)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.0, 7.7)"
08-01-2023 12:43:26.408087,"(6.0, 7.2, 6.9)","(6.0, 8.8, 8.63529411764706)","(13.0, 17.0, 15.095238095238095)","(4.2, 6.4, 5.990909090909091)","(4.4, 5.5, 5.346153846153846)","(5.5, 6.6, 6.4896551724137925)","(41.0, 100.0, 87.5)","(26.0, 55.0, 52.63636363636364)","(6.5, 8.0, 7.7)"
08-01-2023 12:43:27.649264,"(6.0, 7.2, 6.792)","(6.0, 8.8, 8.63529411764706)","(13.0, 17.0, 15.095238095238095)","(4.2, 6.4, 5.990909090909091)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.4896551724137925)","(41.0, 100.0, 87.5)","(26.0, 55.0, 47.4)","(6.5, 8.0, 7.7)"
08-01-2023 12:43:28.983827,"(6.0, 7.0, 6.699999999999999)","(6.0, 9.0, 8.794117647058824)","(13.0, 17.0, 14.222222222222221)","(4.2, 6.4, 5.990909090909091)","(4.4, 5.5, 5.355263157894737)","(5.5, 6.6, 6.466666666666667)","(41.0, 100.0, 94.44444444444444)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.0, 7.6000000000000005)"
08-01-2023 12:43:30.282084,"(6.0, 7.0, 6.699999999999999)","(6.0, 9.0, 8.794117647058824)","(13.0, 17.0, 15.214285714285714)","(4.2, 6.4, 6.163157894736843)","(4.4, 5.5, 5.3)","(5.5, 6.6, 6.365853658536585)","(41.0, 100.0, 90.55555555555556)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.0, 7.930434782608696)"
08-01-2023 12:43:31.804532,"(6.0, 7.0, 6.699999999999999)","(6.0, 8.8, 8.744827586206897)","(13.0, 17.0, 14.916666666666666)","(4.2, 6.4, 6.163157894736843)","(4.4, 5.5, 5.3)","(5.5, 6.6, 6.365853658536585)","(41.0, 95.0, 90.55555555555556)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.0, 8.02608695652174)"
08-01-2023 12:43:33.104332,"(6.0, 7.0, 6.699999999999999)","(6.0, 8.8, 8.744827586206897)","(13.0, 16.5, 16.0)","(4.2, 6.4, 6.163157894736843)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.4079999999999995)","(41.0, 95.0, 91.0)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.2, 8.02608695652174)"
08-01-2023 12:43:34.477677,"(6.0, 7.0, 6.699999999999999)","(6.0, 8.8, 8.744827586206897)","(13.0, 16.5, 16.0)","(4.2, 6.4, 6.163157894736843)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.4079999999999995)","(41.0, 95.0, 91.0)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.2, 8.02608695652174)"
08-01-2023 12:43:35.829233,"(6.0, 7.0, 6.699999999999999)","(6.0, 8.8, 8.744827586206897)","(13.0, 16.5, 16.0)","(4.2, 6.4, 6.163157894736843)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 95.0, 91.0)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.2, 8.02608695652174)"
08-01-2023 12:43:37.192006,"(6.0, 7.0, 6.699999999999999)","(6.0, 8.8, 8.63529411764706)","(13.0, 16.5, 16.0)","(4.2, 6.4, 6.163157894736843)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 95.0, 91.0)","(26.0, 55.0, 52.83333333333333)","(6.5, 8.2, 7.666666666666667)"
08-01-2023 12:43:38.480428,"(6.0, 7.0, 6.699999999999999)","(6.0, 9.4, 9.111764705882353)","(13.0, 16.5, 15.5)","(4.2, 6.4, 6.078571428571429)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 95.0, 93.0)","(31.0, 55.0, 53.631578947368425)","(6.5, 8.2, 7.666666666666667)"
08-01-2023 12:43:39.859523,"(6.0, 7.2, 6.6899999999999995)","(6.0, 9.4, 9.073333333333334)","(13.0, 16.5, 15.5)","(4.2, 6.4, 6.078571428571429)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 95.0, 93.0)","(31.0, 55.0, 53.631578947368425)","(6.5, 8.2, 7.971428571428571)"
08-01-2023 12:43:41.050194,"(6.0, 7.2, 6.6899999999999995)","(6.0, 9.4, 9.073333333333334)","(13.0, 16.5, 15.11111111111111)","(4.2, 6.4, 6.078571428571429)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 95.0, 125.0)","(31.0, 55.0, 49.5)","(6.5, 8.2, 7.6)"
08-01-2023 12:43:42.199304,"(6.0, 7.2, 6.663157894736842)","(6.0, 9.2, 8.914285714285713)","(13.0, 16.5, 15.11111111111111)","(4.2, 6.4, 6.301818181818182)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 150.0, 125.0)","(31.0, 55.0, 49.5)","(6.5, 8.0, 7.6)"
08-01-2023 12:43:43.399314,"(6.0, 7.2, 6.663157894736842)","(6.0, 9.2, 8.621052631578946)","(13.0, 16.5, 15.11111111111111)","(4.2, 6.4, 6.301818181818182)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(31.0, 150.0, 125.0)","(31.0, 55.0, 49.5)","(6.5, 8.0, 7.6)"
08-01-2023 12:43:44.611807,"(6.0, 7.2, 6.663157894736842)","(6.0, 9.2, 8.621052631578946)","(13.0, 16.5, 15.11111111111111)","(4.6, 6.4, 6.301818181818182)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(41.0, 150.0, 125.0)","(31.0, 55.0, 49.5)","(6.5, 8.0, 7.6)"
08-01-2023 12:43:45.841198,"(6.0, 7.2, 6.663157894736842)","(6.0, 9.2, 8.621052631578946)","(13.0, 16.5, 15.11111111111111)","(4.6, 6.4, 6.301818181818182)","(4.4, 5.5, 5.428571428571429)","(5.5, 6.6, 6.333333333333333)","(41.0, 150.0, 125.0)","(31.0, 55.0, 49.5)","(6.5, 8.0, 7.6)"
08-01-2023 12:43:47.090691,"(6.0, 7.2, 6.663157894736842)","(6.0, 9.2, 8.621052631578946)","(13.0, 16.5, 15.11111111111111)","(4.6, 6.4, 6.301818181818182)","(4.4, 5.5, 5.3428571428571425)","(5.5, 6.6, 6.333333333333333)","(51.0, 150.0, 125.0)","(31.0, 55.0, 49.5)","(6.0, 8.0, 7.6)"
08-01-2023 12:43:48.362476,"(6.0, 7.2, 6.663157894736842)","(6.5, 9.2, 8.621052631578946)","(12.0, 16.5, 15.11111111111111)","(4.6, 6.4, 6.23125)","(4.4, 5.5, 5.3428571428571425)","(5.5, 6.6, 6.333333333333333)","(51.0, 150.0, 125.55555555555556)","(31.0, 55.0, 52.55555555555556)","(6.0, 8.0, 7.6)"
08-01-2023 12:43:49.701170,"(6.0, 7.2, 6.663157894736842)","(6.5, 9.0, 8.84)","(12.0, 16.5, 14.75)","(4.6, 6.4, 6.2615384615384615)","(4.4, 5.5, 5.3428571428571425)","(5.5, 6.6, 6.333333333333333)","(51.0, 140.0, 127.0)","(31.0, 55.0, 52.55555555555556)","(6.0, 8.0, 7.6)"
08-01-2023 12:43:51.178733,"(6.0, 7.2, 6.663157894736842)","(6.5, 9.0, 8.95)","(12.0, 16.5, 14.833333333333334)","(4.6, 6.4, 6.2615384615384615)","(4.4, 5.5, 5.3428571428571425)","(5.5, 6.6, 6.333333333333333)","(51.0, 140.0, 119.0)","(31.0, 55.0, 51.857142857142854)","(6.0, 8.0, 7.84)"
08-01-2023 12:43:52.697829,"(6.0, 7.2, 6.663157894736842)","(6.5, 9.0, 8.791666666666666)","(12.0, 16.5, 14.714285714285714)","(4.6, 6.4, 6.025)","(4.4, 5.5, 5.275510204081632)","(5.5, 6.6, 6.2631578947368425)","(51.0, 130.0, 119.0)","(31.0, 55.0, 52.25)","(6.0, 8.0, 7.391304347826087)"
08-01-2023 12:43:54.205754,"(6.0, 7.2, 6.663157894736842)","(6.5, 9.0, 8.555555555555555)","(12.0, 16.0, 14.714285714285714)","(4.6, 6.4, 6.025)","(4.4, 5.5, 5.275510204081632)","(5.5, 6.6, 6.2631578947368425)","(51.0, 130.0, 119.0)","(31.0, 55.0, 52.25)","(6.0, 8.0, 7.391304347826087)"
08-01-2023 12:43:55.570474,"(6.0, 7.0, 6.647058823529411)","(6.5, 9.0, 8.555555555555555)","(12.0, 16.0, 14.75)","(4.6, 6.4, 6.195454545454546)","(4.4, 5.5, 5.202702702702703)","(5.5, 6.6, 6.242857142857143)","(51.0, 130.0, 119.0)","(31.0, 55.0, 52.25)","(6.0, 8.0, 7.391304347826087)"
08-01-2023 12:43:57.004044,"(6.0, 7.0, 6.672727272727273)","(6.5, 9.0, 8.8)","(12.0, 15.5, 14.75)","(4.6, 6.4, 6.204347826086957)","(4.4, 5.5, 5.1)","(5.5, 6.6, 6.2631578947368425)","(51.0, 130.0, 119.0)","(31.0, 55.0, 52.25)","(6.0, 8.0, 7.391304347826087)"
08-01-2023 12:43:58.328921,"(6.0, 7.0, 6.672727272727273)","(6.5, 9.0, 8.8)","(12.0, 15.5, 14.75)","(4.6, 6.4, 6.2)","(4.4, 5.4, 5.1625)","(5.5, 6.6, 6.44)","(51.0, 130.0, 123.125)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:43:59.457139,"(6.0, 7.2, 6.792)","(6.5, 9.0, 8.822222222222223)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.4, 6.2)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 130.0, 123.125)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:00.757859,"(6.0, 7.2, 6.792)","(6.5, 9.0, 8.494736842105263)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.4, 6.2)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 130.0, 122.14285714285714)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:02.076028,"(6.0, 7.2, 6.792)","(6.5, 9.2, 8.666666666666666)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.4, 6.2)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 130.0, 117.85714285714286)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:03.354431,"(6.0, 7.2, 6.792)","(6.5, 9.2, 8.822222222222223)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.4, 6.2)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 150.0, 130.71428571428572)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:04.625579,"(6.0, 7.2, 6.792)","(6.5, 9.0, 8.822222222222223)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.4, 6.2)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 140.0, 130.71428571428572)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:05.897061,"(6.0, 7.2, 6.792)","(6.5, 9.0, 8.822222222222223)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.4, 5.90625)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 140.0, 130.71428571428572)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:07.262724,"(6.0, 7.2, 6.792)","(6.5, 9.0, 8.822222222222223)","(12.0, 15.5, 14.61111111111111)","(4.6, 6.0, 5.901639344262295)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 140.0, 130.71428571428572)","(31.0, 55.0, 53.166666666666664)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:08.552636,"(6.0, 7.2, 6.792)","(6.5, 9.0, 8.927272727272728)","(12.0, 15.5, 14.483870967741936)","(4.6, 6.0, 5.896774193548387)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 140.0, 134.0909090909091)","(31.0, 55.0, 53.95238095238095)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:09.817624,"(6.0, 7.2, 6.870967741935484)","(6.5, 9.0, 8.927272727272728)","(12.0, 15.5, 14.483870967741936)","(4.6, 6.0, 5.942857142857143)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 140.0, 134.0909090909091)","(31.0, 55.0, 53.95238095238095)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:11.074422,"(6.0, 7.2, 6.870967741935484)","(6.5, 9.0, 8.927272727272728)","(12.0, 15.5, 14.483870967741936)","(4.6, 6.0, 5.942857142857143)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.406060606060606)","(51.0, 140.0, 134.0909090909091)","(31.0, 55.0, 52.0)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:12.353663,"(6.0, 7.2, 6.870967741935484)","(6.5, 9.0, 8.927272727272728)","(12.0, 15.0, 14.714285714285714)","(4.6, 6.0, 5.967567567567568)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.386666666666667)","(51.0, 140.0, 101.53846153846155)","(31.0, 55.0, 52.0)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:13.553523,"(6.0, 7.2, 6.870967741935484)","(6.5, 9.2, 8.94074074074074)","(12.0, 15.0, 14.6)","(4.6, 6.0, 5.967567567567568)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.386666666666667)","(51.0, 150.0, 101.53846153846155)","(31.0, 55.0, 52.0)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:14.693017,"(6.0, 7.2, 6.870967741935484)","(6.5, 9.2, 8.94074074074074)","(12.0, 15.0, 14.6)","(4.6, 6.0, 5.967567567567568)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.386666666666667)","(51.0, 150.0, 101.53846153846155)","(31.0, 55.0, 52.0)","(6.0, 8.0, 7.58)"
08-01-2023 12:44:15.781413,"(6.0, 7.2, 6.870967741935484)","(6.5, 9.2, 8.94074074074074)","(12.0, 15.0, 14.6)","(4.6, 6.0, 5.967567567567568)","(4.4, 5.3, 5.1625)","(5.5, 6.6, 6.386666666666667)","(51.0, 150.0, 101.53846153846155)","(31.0, 55.0, 52.0)","(6.0, 8.0, 7.58)"
