,Feeling Fancy,Miss June,Homebush Villa,Mitcham Zorro,Homebush Opal,Tammy The Tomboy,Harpoon Bale,Goldstar Smiles
06-01-2023 12:04:50.747865,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6046153846153848)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:51.829719,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6046153846153848)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:52.927657,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6046153846153848)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:54.079524,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6046153846153848)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:55.366647,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6046153846153848)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:56.574342,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.745)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:57.764014,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.91, 1.6035714285714286)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:58.881872,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.91, 1.6013333333333335)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:04:59.966163,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:01.164121,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:02.375143,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.6)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:03.591507,"(6.5, 12.5, 8.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 9.0)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.9, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:04.795586,"(6.5, 12.5, 8.363636363636363)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 27.0)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:06.008916,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 21.333333333333332)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:07.213931,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 21.333333333333332)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:08.357745,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:09.557323,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:10.965524,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:12.343873,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.8558823529411765)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:13.626308,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.89, 1.7999999999999998)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:14.951305,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.88, 1.7999999999999998)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:16.283002,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.88, 1.7999999999999998)","(15.0, 130.0, 56.0)"
06-01-2023 12:05:17.566068,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.88, 1.7840909090909092)","(15.0, 110.0, 56.0)"
06-01-2023 12:05:18.813280,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.8076923076923077)","(15.0, 110.0, 56.0)"
06-01-2023 12:05:19.962803,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 9.0)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.8076923076923077)","(15.0, 110.0, 56.0)"
06-01-2023 12:05:21.157355,"(6.5, 12.5, 7.6)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.0, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.8091891891891894)","(15.0, 110.0, 64.57142857142857)"
06-01-2023 12:05:22.388475,"(6.5, 12.5, 8.72)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.654)","(15.0, 130.0, 30.875)"
06-01-2023 12:05:23.607113,"(6.5, 12.5, 10.55)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.6654545454545455)","(15.0, 36.0, 30.875)"
06-01-2023 12:05:24.703290,"(6.5, 12.0, 10.066666666666666)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.6654545454545455)","(15.0, 36.0, 30.875)"
06-01-2023 12:05:25.814278,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.6654545454545455)","(15.0, 36.0, 30.875)"
06-01-2023 12:05:26.942131,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.6654545454545455)","(15.0, 36.0, 30.875)"
06-01-2023 12:05:28.158566,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.6654545454545455)","(15.0, 36.0, 30.875)"
06-01-2023 12:05:29.366505,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 11.733333333333333)","(1.5, 1.87, 1.6654545454545455)","(15.0, 36.0, 30.875)"
06-01-2023 12:05:30.639448,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 16.746666666666666)","(1.5, 1.87, 1.6542857142857144)","(15.0, 36.0, 64.57142857142857)"
06-01-2023 12:05:31.896430,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 13.4)","(1.5, 1.86, 1.6520000000000001)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:33.115031,"(6.5, 12.0, 10.475)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.0)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 12.0)","(1.5, 1.86, 1.6520000000000001)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:34.334630,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 24.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 18.0, 12.333333333333334)","(1.5, 1.86, 1.6520000000000001)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:35.515457,"(6.5, 12.0, 11.25)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.6938888888888888)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:36.733149,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:37.959814,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:39.258980,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:40.450658,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:41.656192,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:43.060832,"(6.5, 12.0, 11.25)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(15.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:44.351702,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:45.803927,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.8526666666666667)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:47.053969,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.8526666666666667)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:48.283125,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 18.25)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 14.0)","(1.5, 1.86, 1.791904761904762)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:49.439035,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:50.633973,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:51.851598,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.791904761904762)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:53.119860,"(6.5, 12.0, 10.133333333333333)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 28.666666666666664)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.665)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:54.391037,"(6.5, 12.0, 11.25)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.665)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:55.623149,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.665)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:56.719548,"(6.5, 12.0, 11.25)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:57.877616,"(6.5, 12.0, 10.2)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 130.0, 64.57142857142857)"
06-01-2023 12:05:59.125838,"(6.5, 12.0, 10.2)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 130.0, 38.54545454545455)"
06-01-2023 12:06:00.398258,"(6.5, 12.0, 10.2)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:01.675505,"(6.5, 12.0, 10.2)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 21.666666666666668)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:02.864705,"(6.5, 12.0, 10.2)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:04.080504,"(6.5, 12.0, 10.2)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:05.251134,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:06.369635,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:07.549105,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7163157894736842)","(16.0, 100.0, 38.54545454545455)"
06-01-2023 12:06:08.774505,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.73)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:09.974405,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7997560975609757)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:11.203075,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.6928571428571428)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:12.350377,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.8116279069767443)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:13.508894,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(11.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(14.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.7207142857142856)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:14.681433,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.72875)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:15.929765,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.72875)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:17.117590,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.333333333333334)","(1.5, 1.86, 1.72875)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:18.313002,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 16.085714285714285)","(1.5, 1.86, 1.72875)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:19.502192,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 16.45)","(1.5, 1.86, 1.795)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:20.646298,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.466666666666667)","(1.5, 1.88, 1.795)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:21.731247,"(6.5, 12.0, 11.454545454545453)","(21.0, 240.0, 79.4)","(12.0, 26.0, 15.666666666666668)","(8.5, 17.5, 8.633333333333333)","(15.0, 36.0, 29.714285714285715)","(9.0, 19.0, 12.466666666666667)","(1.5, 1.88, 1.8459999999999999)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:23.189405,"(6.5, 12.0, 10.285714285714285)","(21.0, 240.0, 160.33333333333334)","(12.0, 26.0, 15.333333333333332)","(8.5, 17.5, 11.0)","(15.0, 36.0, 28.285714285714285)","(9.0, 19.0, 12.299999999999999)","(1.5, 1.88, 1.8459999999999999)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:24.559808,"(6.5, 12.0, 10.285714285714285)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 11.0)","(15.0, 34.0, 28.285714285714285)","(9.0, 18.5, 12.299999999999999)","(1.5, 1.88, 1.8533333333333333)","(16.0, 100.0, 51.714285714285715)"
06-01-2023 12:06:25.930670,"(6.5, 12.0, 8.0)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 11.0)","(15.0, 34.0, 31.142857142857142)","(9.0, 18.5, 12.299999999999999)","(1.5, 1.88, 1.8585714285714285)","(16.0, 100.0, 58.86363636363637)"
06-01-2023 12:06:27.246896,"(6.5, 12.0, 8.266666666666667)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 11.0)","(15.0, 34.0, 31.142857142857142)","(9.0, 18.5, 12.299999999999999)","(1.5, 1.88, 1.8585714285714285)","(16.0, 95.0, 58.86363636363637)"
06-01-2023 12:06:28.424842,"(6.5, 12.0, 8.266666666666667)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 11.0)","(15.0, 34.0, 31.142857142857142)","(9.0, 18.5, 12.299999999999999)","(1.5, 1.88, 1.8519999999999999)","(16.0, 95.0, 58.86363636363637)"
06-01-2023 12:06:29.555658,"(6.5, 12.0, 8.266666666666667)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 11.0)","(15.0, 34.0, 31.142857142857142)","(9.0, 18.5, 12.299999999999999)","(1.5, 1.88, 1.8519999999999999)","(16.0, 95.0, 58.86363636363637)"
06-01-2023 12:06:30.707320,"(6.5, 12.0, 8.266666666666667)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 11.0)","(15.0, 34.0, 31.142857142857142)","(9.0, 18.5, 12.299999999999999)","(1.5, 1.88, 1.8519999999999999)","(16.0, 95.0, 58.86363636363637)"
