,Feeling Fancy,Miss June,Homebush Villa,Mitcham Zorro,Homebush Opal,Tammy The Tomboy,Harpoon Bale,Goldstar Smiles
06-01-2023 12:06:55.642827,"(6.5, 12.0, 10.2)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 18.5, 11.675)","(1.5, 1.88, 1.8579999999999999)","(16.0, 95.0, 56.13636363636363)"
06-01-2023 12:06:56.932994,"(6.5, 12.0, 10.2)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 15.333333333333332)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 18.5, 11.675)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:06:58.035658,"(6.5, 12.0, 8.533333333333333)","(21.0, 230.0, 160.33333333333334)","(12.0, 25.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 18.5, 13.95)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:06:59.140671,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 18.5, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:00.359182,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:01.625130,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:02.845046,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:04.034121,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:05.209202,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:06.395103,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.1)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:07.663660,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 10.385714285714284)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:08.945151,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.385714285714284)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:10.213583,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.385714285714284)","(15.0, 34.0, 31.333333333333332)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8579999999999999)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:11.424259,"(6.5, 12.0, 8.533333333333333)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.32)","(15.0, 34.0, 27.5)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8633333333333333)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:12.607108,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.32)","(15.0, 34.0, 27.5)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8633333333333333)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:13.727654,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 14.66)","(15.0, 34.0, 27.5)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8633333333333333)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:14.916134,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 14.66)","(15.0, 34.0, 27.5)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8633333333333333)","(16.0, 90.0, 47.42857142857143)"
06-01-2023 12:07:16.089091,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 14.66)","(15.0, 34.0, 27.5)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8619999999999999)","(16.0, 90.0, 45.285714285714285)"
06-01-2023 12:07:17.308210,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 14.66)","(15.0, 34.0, 27.5)","(9.0, 19.0, 11.8)","(1.5, 1.88, 1.8619999999999999)","(16.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:18.523488,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 14.66)","(15.0, 34.0, 27.5)","(9.0, 19.0, 12.125)","(1.5, 1.88, 1.8619999999999999)","(16.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:19.747410,"(6.5, 12.0, 7.955555555555556)","(21.0, 240.0, 79.4)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 14.66)","(15.0, 34.0, 27.5)","(9.0, 16.5, 12.461538461538462)","(1.5, 1.88, 1.8619999999999999)","(16.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:21.017939,"(6.5, 12.0, 8.11111111111111)","(21.0, 240.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 11.3)","(15.0, 34.0, 27.5)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(16.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:22.216392,"(6.5, 12.0, 8.11111111111111)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 11.3)","(15.0, 34.0, 27.5)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(16.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:23.327291,"(6.5, 12.0, 8.11111111111111)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:24.509236,"(6.5, 12.0, 8.666666666666666)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.285714285714285)"
06-01-2023 12:07:25.667613,"(6.5, 12.0, 8.666666666666666)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:26.821869,"(6.5, 12.0, 10.338461538461537)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:28.038335,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:29.248040,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:30.463200,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8619999999999999)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:31.640306,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:32.722642,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:33.801838,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:34.841044,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 45.57142857142857)"
06-01-2023 12:07:35.974796,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 29.8)"
06-01-2023 12:07:37.094922,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 29.8)"
06-01-2023 12:07:38.205709,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.399999999999999)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 29.8)"
06-01-2023 12:07:39.258666,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 10.023076923076923)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.5, 14.478260869565219)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 29.8)"
06-01-2023 12:07:40.336117,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8666666666666667)","(17.0, 85.0, 34.285714285714285)"
06-01-2023 12:07:41.390974,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8639999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:42.475390,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:43.563273,"(6.5, 12.0, 8.533333333333333)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:44.605979,"(6.5, 12.0, 7.68)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:45.661470,"(6.5, 12.0, 8.666666666666666)","(21.0, 140.0, 60.666666666666664)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:46.735440,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 12.38421052631579)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:47.914014,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.5, 15.311111111111112)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:49.137222,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 15.311111111111112)","(15.0, 34.0, 30.363636363636363)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:50.367263,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 15.311111111111112)","(15.0, 34.0, 30.363636363636363)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:51.615750,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 15.311111111111112)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:52.947165,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 15.311111111111112)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:54.199415,"(6.5, 12.0, 8.666666666666666)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 15.311111111111112)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:55.400843,"(6.5, 12.0, 7.5200000000000005)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 15.311111111111112)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:56.618406,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.200000000000001)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8659999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:57.778348,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.200000000000001)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:07:58.942414,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.200000000000001)","(15.0, 34.0, 30.666666666666668)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:08:00.076104,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.200000000000001)","(15.0, 34.0, 33.599999999999994)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:08:01.160003,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.200000000000001)","(15.0, 42.0, 40.13333333333333)","(9.0, 16.0, 14.478260869565219)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:08:02.279416,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 12.200000000000001)","(15.0, 42.0, 40.13333333333333)","(9.0, 16.0, 13.875)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 28.8)"
06-01-2023 12:08:03.542426,"(6.5, 12.0, 8.266666666666667)","(21.0, 130.0, 69.44444444444444)","(12.0, 26.0, 21.571428571428573)","(8.5, 17.0, 13.3)","(15.0, 42.0, 36.625)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 25.142857142857142)"
06-01-2023 12:08:04.867590,"(6.5, 12.5, 7.625)","(21.0, 130.0, 43.6)","(12.0, 26.0, 23.0)","(8.5, 17.0, 13.3)","(15.0, 44.0, 29.6875)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 25.142857142857142)"
06-01-2023 12:08:06.157207,"(6.5, 12.5, 10.399999999999999)","(21.0, 130.0, 43.6)","(12.0, 26.0, 23.0)","(8.5, 17.0, 15.861538461538462)","(15.0, 55.0, 31.857142857142858)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 25.142857142857142)"
06-01-2023 12:08:07.509193,"(6.5, 12.5, 10.55)","(21.0, 130.0, 71.86666666666667)","(12.0, 26.0, 23.0)","(8.5, 17.0, 15.861538461538462)","(15.0, 55.0, 31.857142857142858)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 25.142857142857142)"
06-01-2023 12:08:08.925562,"(6.5, 12.5, 10.55)","(21.0, 130.0, 71.86666666666667)","(12.0, 26.0, 22.2)","(8.5, 17.0, 12.596551724137932)","(15.0, 55.0, 29.125)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 25.142857142857142)"
06-01-2023 12:08:10.132625,"(6.5, 12.0, 10.2)","(21.0, 130.0, 71.86666666666667)","(12.0, 25.0, 22.2)","(8.5, 17.5, 12.596551724137932)","(15.0, 34.0, 29.125)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 25.142857142857142)"
06-01-2023 12:08:11.231593,"(6.5, 12.0, 10.2)","(21.0, 130.0, 71.86666666666667)","(12.0, 25.0, 22.2)","(8.5, 17.5, 12.596551724137932)","(15.0, 34.0, 29.125)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 80.0, 27.8)"
06-01-2023 12:08:12.245974,"(6.5, 12.0, 10.2)","(21.0, 120.0, 78.75)","(12.0, 25.0, 22.2)","(8.5, 17.5, 12.596551724137932)","(15.0, 34.0, 29.125)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 75.0, 27.8)"
06-01-2023 12:08:13.432201,"(6.5, 12.0, 10.2)","(21.0, 120.0, 78.75)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.414285714285715)","(15.0, 34.0, 29.125)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 75.0, 27.8)"
06-01-2023 12:08:14.699594,"(6.5, 12.0, 10.2)","(21.0, 120.0, 78.75)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.414285714285715)","(15.0, 34.0, 29.125)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.8699999999999999)","(17.0, 75.0, 27.8)"
06-01-2023 12:08:15.965775,"(6.5, 12.0, 10.2)","(21.0, 120.0, 71.0)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.414285714285715)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.88, 1.7850000000000001)","(17.0, 75.0, 32.85714285714286)"
06-01-2023 12:08:17.194555,"(6.5, 12.0, 10.2)","(21.0, 120.0, 71.0)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.414285714285715)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:18.345011,"(6.5, 12.0, 10.2)","(21.0, 120.0, 71.0)","(12.0, 25.0, 22.2)","(8.5, 17.0, 12.596551724137932)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:19.549326,"(6.5, 12.0, 10.2)","(21.0, 120.0, 65.0)","(12.0, 25.0, 22.2)","(8.5, 17.5, 12.596551724137932)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:20.699771,"(6.5, 12.0, 9.5)","(21.0, 120.0, 60.55555555555556)","(12.0, 25.0, 22.2)","(8.5, 17.5, 15.861538461538462)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:21.824713,"(6.5, 12.0, 9.5)","(21.0, 110.0, 60.55555555555556)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.861538461538462)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:23.029467,"(6.5, 12.0, 9.5)","(21.0, 110.0, 71.85714285714286)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.861538461538462)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.299999999999999)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:24.171536,"(6.5, 12.0, 9.636363636363637)","(21.0, 110.0, 71.85714285714286)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.861538461538462)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.5, 11.375)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:25.261662,"(6.5, 12.0, 10.761904761904763)","(21.0, 110.0, 71.85714285714286)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.861538461538462)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.0, 11.375)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:26.228529,"(6.5, 12.0, 10.761904761904763)","(21.0, 120.0, 77.57142857142857)","(12.0, 25.0, 22.2)","(8.5, 17.0, 15.861538461538462)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.0, 11.375)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:27.259896,"(6.5, 11.5, 10.415384615384616)","(21.0, 120.0, 61.2)","(12.0, 24.0, 19.666666666666664)","(8.5, 17.0, 15.52)","(15.0, 34.0, 30.666666666666668)","(9.0, 15.0, 11.375)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:28.453333,"(6.5, 11.5, 10.415384615384616)","(21.0, 120.0, 78.0)","(12.0, 24.0, 19.666666666666664)","(8.5, 16.0, 14.719999999999999)","(15.0, 34.0, 32.75)","(9.0, 15.0, 11.375)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
06-01-2023 12:08:29.717502,"(6.5, 12.0, 9.68888888888889)","(21.0, 120.0, 78.0)","(12.0, 24.0, 19.666666666666664)","(8.5, 16.0, 14.719999999999999)","(15.0, 34.0, 29.125)","(9.0, 15.0, 11.375)","(1.5, 1.82, 1.775)","(17.0, 75.0, 24.42857142857143)"
