,Victa Monty,Bag The Cash,Koepka,Bermuda Sky,Stella Star,Club Supreme
16-12-2022 10:31:47.365142,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:48.272504,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:49.145077,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:50.000151,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:50.881137,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:51.767043,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:52.630667,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:53.519396,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:54.455728,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:55.344860,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:56.226429,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:57.072325,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:57.987442,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:58.864282,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:31:59.699943,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:00.604106,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:01.581524,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:02.566142,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:03.480591,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:04.356924,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:05.201526,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:06.100050,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:06.991806,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:07.839906,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:08.735718,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:09.640188,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:10.521187,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:11.440717,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:12.319772,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:13.190050,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:14.107210,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.825)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:14.987537,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.825)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:15.887232,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:16.814494,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 6.086666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:17.765583,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:18.666041,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.25)","(4.0, 6.2, 5.88)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:19.552944,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:20.382634,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:21.304698,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:22.288750,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:23.220108,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:24.070793,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:24.944879,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:25.935521,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:26.797990,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:27.688386,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:28.520279,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:29.412524,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:30.361755,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:31.247384,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:32.204082,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:33.148899,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:34.024979,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:34.959134,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:35.967726,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:36.931108,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:37.929307,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.1000000000000005)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:38.942666,"(1.95, 2.0, 1.9077142857142857)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.35)","(4.6, 7.4, 7.0777777777777775)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:39.883619,"(1.95, 2.02, 2.008947368421053)","(51.0, 260.0, 100.0)","(6.0, 10.5, 9.30952380952381)","(4.6, 7.4, 7.0777777777777775)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:40.784989,"(1.95, 2.02, 2.008947368421053)","(51.0, 260.0, 100.0)","(6.0, 10.5, 6.666666666666667)","(4.6, 7.4, 7.075)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:41.709247,"(1.95, 2.0, 1.8934146341463416)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.800000000000001)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:42.641610,"(1.95, 2.0, 1.8934146341463416)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.32)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:43.569814,"(1.95, 2.0, 1.8934146341463416)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:44.495851,"(1.95, 2.0, 1.8934146341463416)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:45.467521,"(1.95, 2.0, 1.8934146341463416)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.904347826086957)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:46.487957,"(1.95, 1.97, 1.961578947368421)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.904347826086957)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:47.519619,"(1.95, 1.97, 1.961578947368421)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:48.502902,"(1.95, 1.97, 1.961578947368421)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:49.386132,"(1.95, 1.97, 1.961578947368421)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:50.360455,"(1.95, 1.97, 1.961578947368421)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:51.322020,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.418181818181818)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:52.317302,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:53.183793,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 100.0)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:54.098812,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:55.076271,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.904347826086957)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:55.987454,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.904347826086957)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:56.916918,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.904347826086957)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:57.846951,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:58.851431,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:32:59.783928,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.83)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:00.768137,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.904347826086957)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:01.723674,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.545454545454545)","(4.6, 7.4, 7.133333333333334)","(4.0, 6.4, 5.5)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:02.717129,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 6.825)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:03.700577,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 7.033333333333333)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:04.577057,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 7.083333333333334)","(4.6, 7.4, 7.033333333333333)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:05.488570,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.230769230769231)","(4.0, 6.4, 5.38)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:06.472929,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 6.875)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:07.513520,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.472727272727273)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:08.469776,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.266666666666667)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:09.430683,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:10.358382,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:11.331520,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:12.345138,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:13.209703,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:14.173919,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.45)","(4.6, 7.4, 7.125)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 17.285714285714285)"
16-12-2022 10:33:15.208585,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.4, 6.6)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 19.8)"
16-12-2022 10:33:16.198359,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 19.8)"
16-12-2022 10:33:17.202371,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 19.8)"
16-12-2022 10:33:18.129467,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 19.8)"
16-12-2022 10:33:19.048140,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 19.8)"
16-12-2022 10:33:19.999454,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:21.062180,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:22.204762,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:23.284175,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.38)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:24.344325,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:25.393070,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.333333333333333)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:26.414345,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.6)","(4.0, 6.4, 5.628571428571428)","(11.0, 22.0, 18.5)"
16-12-2022 10:33:27.486525,"(1.95, 1.97, 1.9633333333333334)","(51.0, 260.0, 144.5)","(6.0, 10.5, 8.9625)","(4.6, 7.6, 6.0375)","(4.0, 6.4, 5.6875)","(11.0, 22.0, 18.5)"
