,Tinted,Queen Of Stripes,Dr Dixie,Julipa Bale,Quinnley Bale,Stay At Home,Jay Jay Lopez
12-01-2023 16:28:51.436011,"(5.5, 8.4, 8.166666666666666)","(6.5, 9.6, 9.023076923076923)","(5.0, 6.4, 6.1000000000000005)","(2.15, 2.32, 2.3099999999999996)","(10.0, 16.5, 14.928571428571429)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:52.417908,"(5.5, 8.4, 7.929411764705883)","(6.5, 9.6, 9.023076923076923)","(5.0, 6.4, 6.1000000000000005)","(2.15, 2.32, 2.3)","(10.0, 16.5, 14.961538461538462)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:53.435257,"(5.5, 8.4, 7.866666666666666)","(6.5, 9.6, 9.1)","(5.0, 6.6, 6.425)","(2.15, 2.32, 2.3)","(10.0, 16.5, 14.961538461538462)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:54.483946,"(5.5, 8.4, 7.929411764705883)","(6.5, 9.4, 9.333333333333334)","(5.0, 6.8, 6.1571428571428575)","(2.15, 2.32, 2.3038461538461537)","(10.0, 16.5, 14.735294117647058)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:55.518903,"(5.5, 8.4, 8.133333333333333)","(6.5, 9.4, 9.333333333333334)","(5.0, 6.2, 6.184615384615385)","(2.15, 2.32, 2.3024999999999998)","(10.0, 16.5, 14.735294117647058)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:56.605648,"(5.5, 8.4, 8.166666666666666)","(6.5, 9.4, 9.333333333333334)","(5.0, 6.2, 6.192)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.5, 15.294117647058824)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:57.757704,"(5.5, 8.4, 8.23529411764706)","(6.5, 9.4, 9.333333333333334)","(5.0, 6.2, 6.192)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.0, 14.722222222222221)","(10.0, 16.0, 14.9)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:58.922526,"(5.5, 8.4, 8.166666666666666)","(6.5, 9.4, 9.35)","(5.0, 6.2, 6.192)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.0, 14.921875)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:28:59.917520,"(5.5, 8.4, 8.23529411764706)","(6.5, 9.4, 9.35)","(5.0, 6.2, 6.192)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.0, 14.662162162162161)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:01.003589,"(5.5, 8.4, 8.105263157894736)","(6.5, 9.4, 9.35)","(5.0, 6.6, 6.3999999999999995)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.0, 14.662162162162161)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:02.087522,"(5.5, 8.4, 8.105263157894736)","(6.5, 9.4, 9.35)","(5.0, 6.6, 6.32)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.0, 14.821428571428571)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:03.077865,"(5.5, 8.4, 8.105263157894736)","(6.5, 9.4, 9.333333333333334)","(5.0, 6.8, 6.32)","(2.15, 2.32, 2.2929032258064512)","(10.0, 16.0, 14.821428571428571)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:04.047461,"(5.5, 8.4, 8.23529411764706)","(6.5, 9.4, 9.15)","(5.0, 6.8, 6.56)","(2.15, 2.3, 2.2983333333333333)","(10.0, 16.0, 14.821428571428571)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:05.136590,"(5.5, 8.4, 8.166666666666666)","(6.5, 9.4, 9.15)","(5.0, 6.8, 6.65)","(2.15, 2.3, 2.2866666666666666)","(10.0, 16.0, 14.662162162162161)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:06.088353,"(5.5, 8.4, 8.23529411764706)","(6.5, 9.4, 9.15)","(5.0, 6.8, 6.65)","(2.15, 2.3, 2.2866666666666666)","(10.0, 16.0, 14.864864864864865)","(10.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:07.143686,"(5.5, 8.4, 8.166666666666666)","(6.5, 9.4, 9.019047619047619)","(5.0, 6.8, 6.65)","(2.15, 2.3, 2.28)","(10.0, 16.0, 14.6875)","(10.0, 16.0, 15.083333333333334)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:08.233683,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.56)","(2.05, 2.3, 2.2866666666666666)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.083333333333334)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:09.324876,"(6.0, 8.4, 8.05)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.56)","(2.05, 2.3, 2.2866666666666666)","(11.0, 16.0, 14.864864864864865)","(11.0, 16.0, 15.083333333333334)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:10.405309,"(6.0, 8.4, 8.05)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.56)","(2.05, 2.3, 2.2866666666666666)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.083333333333334)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:11.436016,"(6.0, 8.4, 8.05)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.65)","(2.05, 2.3, 2.293333333333333)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.083333333333334)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:12.463644,"(6.0, 8.4, 8.184615384615384)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.65)","(2.05, 2.3, 2.2966666666666664)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.083333333333334)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:13.508140,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.56)","(2.05, 2.3, 2.2857142857142856)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:14.720629,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.56)","(2.05, 2.32, 2.3063529411764705)","(11.0, 16.0, 14.864864864864865)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:15.756157,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.56)","(2.05, 2.32, 2.3006896551724134)","(11.0, 16.0, 14.829268292682928)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:16.737111,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.4)","(2.05, 2.32, 2.3006896551724134)","(11.0, 16.0, 14.666666666666666)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:17.787303,"(6.0, 8.4, 8.05)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.517647058823529)","(2.05, 2.32, 2.3006896551724134)","(11.0, 16.0, 14.829268292682928)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:18.850075,"(6.0, 8.4, 8.05)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.430769230769231)","(2.05, 2.32, 2.3030303030303028)","(11.0, 16.0, 14.666666666666666)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:19.983239,"(6.0, 8.4, 8.05)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.533333333333333)","(2.05, 2.32, 2.3023529411764705)","(11.0, 16.0, 14.829268292682928)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:21.108495,"(6.0, 8.4, 8.184615384615384)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.533333333333333)","(2.05, 2.32, 2.3023529411764705)","(11.0, 16.0, 14.864864864864865)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.11764705882353)"
12-01-2023 16:29:22.288368,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 9.088888888888889)","(5.0, 6.8, 6.430769230769231)","(2.05, 2.32, 2.3023529411764705)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:23.310686,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 8.933333333333334)","(5.0, 6.8, 6.430769230769231)","(2.05, 2.32, 2.3023529411764705)","(11.0, 16.0, 14.6875)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:24.278951,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 8.700000000000001)","(5.0, 6.8, 6.533333333333333)","(2.05, 2.32, 2.3023529411764705)","(11.0, 16.0, 14.864864864864865)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:25.395485,"(6.0, 8.4, 8.244444444444445)","(6.5, 9.4, 8.844444444444445)","(5.0, 6.8, 6.430769230769231)","(2.05, 2.32, 2.3023529411764705)","(11.0, 16.0, 14.666666666666666)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:26.369951,"(6.0, 8.4, 8.05)","(6.5, 9.4, 8.63076923076923)","(5.0, 6.8, 6.430769230769231)","(2.05, 2.32, 2.302608695652174)","(11.0, 16.0, 14.666666666666666)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 20.12121212121212)"
12-01-2023 16:29:27.452842,"(6.0, 8.8, 8.533333333333333)","(6.5, 9.4, 8.63076923076923)","(5.0, 6.8, 6.533333333333333)","(2.05, 2.32, 2.302608695652174)","(11.0, 16.0, 14.829268292682928)","(11.0, 16.0, 15.029411764705882)","(14.0, 24.0, 21.5)"
12-01-2023 16:29:28.488108,"(6.0, 8.6, 8.3)","(6.5, 9.2, 8.818181818181818)","(5.0, 6.8, 6.44)","(2.05, 2.32, 2.3028571428571425)","(11.0, 16.0, 14.864864864864865)","(11.0, 16.0, 15.029411764705882)","(14.0, 23.0, 19.192307692307693)"
12-01-2023 16:29:29.527434,"(6.0, 9.0, 8.83157894736842)","(6.5, 9.2, 9.0125)","(5.0, 6.6, 6.46)","(2.05, 2.32, 2.3028571428571425)","(11.0, 16.0, 14.69767441860465)","(11.0, 16.0, 15.029411764705882)","(14.0, 23.0, 19.192307692307693)"
12-01-2023 16:29:30.540427,"(6.0, 8.8, 8.60909090909091)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.46)","(2.05, 2.32, 2.3028571428571425)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 15.029411764705882)","(14.0, 23.0, 19.5)"
12-01-2023 16:29:31.737190,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.46)","(2.05, 2.32, 2.3028571428571425)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 15.029411764705882)","(14.0, 22.0, 18.818181818181817)"
12-01-2023 16:29:32.827906,"(6.0, 8.8, 8.690909090909091)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.46)","(2.05, 2.32, 2.3030303030303028)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 15.029411764705882)","(14.0, 22.0, 18.818181818181817)"
12-01-2023 16:29:33.874676,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.46)","(2.05, 2.32, 2.3006896551724134)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 15.029411764705882)","(14.0, 22.0, 18.818181818181817)"
12-01-2023 16:29:35.027813,"(6.0, 8.8, 8.690909090909091)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.5058823529411764)","(2.05, 2.32, 2.3042105263157895)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 14.973684210526315)","(14.0, 22.0, 18.818181818181817)"
12-01-2023 16:29:36.108594,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.5058823529411764)","(2.05, 2.32, 2.3049999999999997)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 15.025)","(14.0, 22.0, 18.818181818181817)"
12-01-2023 16:29:37.194180,"(6.0, 8.8, 8.600000000000001)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.46)","(2.05, 2.34, 2.3095999999999997)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 14.973684210526315)","(14.0, 22.0, 18.71875)"
12-01-2023 16:29:38.654841,"(6.0, 8.8, 8.757142857142858)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.46)","(2.05, 2.34, 2.308333333333333)","(11.0, 16.0, 14.638297872340425)","(11.0, 16.0, 15.235294117647058)","(14.0, 22.0, 18.71875)"
12-01-2023 16:29:39.783703,"(6.0, 8.8, 8.757142857142858)","(6.5, 9.2, 8.93)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.34, 2.3166666666666664)","(11.0, 16.0, 14.76923076923077)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.63157894736842)"
12-01-2023 16:29:40.809667,"(6.0, 8.8, 8.76842105263158)","(6.5, 9.2, 8.984)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.32, 2.3166666666666664)","(11.0, 16.0, 15.25)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.272727272727273)"
12-01-2023 16:29:41.885792,"(6.0, 8.8, 8.76842105263158)","(6.5, 9.2, 9.017391304347825)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.32, 2.3166666666666664)","(11.0, 15.5, 14.857142857142858)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.272727272727273)"
12-01-2023 16:29:43.063674,"(6.0, 8.8, 8.757142857142858)","(6.5, 9.2, 9.017391304347825)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.32, 2.3166666666666664)","(11.0, 15.5, 14.652173913043478)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.63157894736842)"
12-01-2023 16:29:44.071675,"(6.0, 8.8, 8.757142857142858)","(6.5, 9.2, 9.032)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.32, 2.2995555555555556)","(11.0, 15.5, 14.652173913043478)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.272727272727273)"
12-01-2023 16:29:45.456578,"(6.0, 8.8, 8.757142857142858)","(6.5, 9.2, 9.032)","(5.0, 6.6, 6.527272727272727)","(2.05, 2.3, 2.310344827586207)","(11.0, 15.5, 14.652173913043478)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:46.500063,"(6.0, 9.2, 9.08)","(6.5, 9.2, 9.032)","(5.0, 6.6, 6.527272727272727)","(2.05, 2.32, 2.2995555555555556)","(11.0, 15.5, 14.69767441860465)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:47.952338,"(6.0, 9.8, 9.2875)","(6.5, 9.4, 9.2)","(5.0, 6.6, 6.527272727272727)","(2.05, 2.3, 2.2995555555555556)","(11.0, 15.5, 14.652173913043478)","(11.0, 16.0, 15.333333333333334)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:49.019868,"(6.0, 9.4, 9.2875)","(6.5, 9.4, 9.2)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.3, 2.306)","(11.0, 15.5, 14.652173913043478)","(11.0, 16.0, 15.395348837209303)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:50.359847,"(6.0, 9.4, 8.907142857142858)","(6.5, 9.4, 9.2)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.32, 2.2699999999999996)","(11.0, 15.5, 14.766666666666666)","(11.0, 16.0, 15.395348837209303)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:51.414208,"(6.0, 9.4, 8.888235294117647)","(6.5, 9.4, 9.2)","(5.0, 6.6, 6.4879999999999995)","(2.05, 2.28, 2.2699999999999996)","(11.0, 15.5, 14.841463414634147)","(11.0, 16.0, 15.1875)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:52.416243,"(6.0, 9.4, 8.945454545454545)","(6.5, 9.6, 9.309090909090909)","(5.0, 6.6, 6.51304347826087)","(2.05, 2.28, 2.2699999999999996)","(11.0, 15.5, 14.766666666666666)","(11.0, 16.0, 14.973684210526315)","(14.0, 22.0, 19.4390243902439)"
12-01-2023 16:29:53.449039,"(6.0, 9.2, 8.933333333333334)","(6.5, 9.6, 9.473684210526315)","(5.0, 6.8, 6.44)","(2.05, 2.28, 2.2616666666666663)","(11.0, 15.5, 14.766666666666666)","(11.0, 16.0, 15.1875)","(14.0, 22.0, 19.48717948717949)"
12-01-2023 16:29:54.714114,"(6.0, 9.2, 8.672727272727272)","(6.5, 9.6, 9.600000000000001)","(5.0, 6.6, 6.56)","(2.05, 2.28, 2.268)","(11.0, 15.5, 14.841463414634147)","(11.0, 16.0, 15.1875)","(14.0, 22.0, 19.48717948717949)"
12-01-2023 16:29:56.159901,"(6.0, 9.2, 8.34705882352941)","(6.5, 9.8, 9.333333333333332)","(5.0, 6.6, 6.56)","(2.05, 2.28, 2.268)","(11.0, 15.5, 14.841463414634147)","(11.0, 16.0, 15.1875)","(14.0, 22.0, 19.72093023255814)"
12-01-2023 16:29:57.313410,"(6.0, 9.2, 8.34705882352941)","(6.5, 9.6, 9.705882352941176)","(5.0, 6.6, 6.517241379310344)","(2.05, 2.28, 2.266153846153846)","(11.0, 15.5, 14.6875)","(11.0, 16.0, 15.203125)","(14.0, 22.0, 20.142857142857142)"
12-01-2023 16:29:58.413903,"(6.0, 9.0, 8.475)","(6.5, 10.5, 9.705882352941176)","(5.0, 6.6, 6.517241379310344)","(2.05, 2.28, 2.266153846153846)","(11.0, 15.5, 14.6875)","(11.0, 16.0, 15.203125)","(14.0, 21.0, 20.142857142857142)"
12-01-2023 16:29:59.625613,"(6.0, 9.0, 8.454545454545455)","(6.5, 10.5, 9.910344827586206)","(5.0, 6.6, 6.517241379310344)","(2.05, 2.28, 2.266153846153846)","(11.0, 15.0, 14.733333333333333)","(11.0, 16.0, 15.203125)","(14.0, 21.0, 19.846153846153847)"
12-01-2023 16:30:00.663527,"(6.0, 9.0, 8.6)","(6.5, 10.0, 9.870967741935484)","(5.0, 6.6, 6.506666666666667)","(2.05, 2.24, 2.2209523809523812)","(11.0, 15.0, 14.692307692307692)","(11.0, 16.0, 15.19047619047619)","(14.0, 21.0, 19.846153846153847)"
12-01-2023 16:30:01.907031,"(6.0, 9.0, 8.7)","(6.5, 10.0, 9.786666666666667)","(5.0, 6.6, 6.557894736842105)","(2.05, 2.26, 2.230232558139535)","(11.0, 15.0, 14.547619047619047)","(11.0, 16.0, 15.37037037037037)","(14.0, 21.0, 19.81578947368421)"
12-01-2023 16:30:02.938843,"(6.0, 9.0, 8.657142857142857)","(6.5, 10.0, 9.821052631578947)","(5.0, 6.6, 6.557894736842105)","(2.05, 2.26, 2.230232558139535)","(11.0, 15.0, 14.547619047619047)","(11.0, 16.0, 15.37037037037037)","(14.0, 21.0, 19.81578947368421)"
12-01-2023 16:30:03.963137,"(6.0, 9.0, 8.808695652173913)","(6.5, 10.0, 9.833333333333334)","(5.0, 6.6, 6.557894736842105)","(2.05, 2.26, 2.236727272727273)","(11.0, 15.0, 14.7)","(11.0, 16.0, 15.37037037037037)","(14.0, 21.0, 20.142857142857142)"
12-01-2023 16:30:04.980033,"(6.0, 9.0, 8.808695652173913)","(6.5, 10.0, 9.833333333333334)","(5.0, 6.6, 6.557894736842105)","(2.05, 2.26, 2.2085714285714286)","(11.0, 15.0, 14.625)","(11.0, 16.0, 15.451612903225806)","(14.0, 21.0, 22.555555555555557)"
12-01-2023 16:30:05.938553,"(6.0, 9.0, 8.846153846153847)","(6.5, 10.0, 9.8)","(5.0, 6.6, 6.55)","(2.05, 2.22, 2.2085714285714286)","(11.0, 15.0, 14.625)","(11.0, 16.0, 15.451612903225806)","(14.0, 23.0, 22.555555555555557)"
12-01-2023 16:30:07.131141,"(6.0, 9.0, 8.856)","(6.5, 10.0, 9.8)","(5.0, 6.8, 6.692857142857142)","(2.05, 2.18, 2.1683333333333334)","(11.0, 16.0, 15.63888888888889)","(11.0, 16.0, 15.451612903225806)","(14.0, 23.0, 22.5)"
12-01-2023 16:30:08.361154,"(6.0, 9.0, 8.82857142857143)","(7.0, 10.0, 9.8)","(5.0, 6.8, 6.708333333333333)","(2.0, 2.18, 2.162857142857143)","(11.0, 16.0, 15.71875)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:09.335423,"(6.0, 9.0, 8.808)","(7.0, 10.0, 9.8)","(5.0, 6.8, 6.708333333333333)","(2.0, 2.18, 2.162857142857143)","(11.0, 16.0, 15.71875)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:10.463841,"(6.0, 9.0, 8.836363636363636)","(7.0, 10.0, 9.8)","(5.0, 6.8, 6.752941176470588)","(2.0, 2.18, 2.17)","(11.0, 16.0, 15.63888888888889)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:11.691091,"(6.0, 9.0, 8.843478260869565)","(7.0, 10.0, 9.8)","(5.0, 6.8, 6.936)","(2.0, 2.18, 2.163030303030303)","(11.0, 16.0, 15.55)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.3)"
12-01-2023 16:30:12.757525,"(6.0, 9.0, 8.843478260869565)","(7.0, 10.0, 9.8)","(5.0, 7.0, 6.978947368421053)","(2.0, 2.18, 2.1611111111111114)","(11.0, 16.0, 15.55)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:14.086938,"(6.0, 9.0, 8.815384615384616)","(7.0, 10.0, 9.8)","(5.0, 7.0, 6.99)","(2.0, 2.18, 2.151063829787234)","(11.0, 16.0, 15.55)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:15.105878,"(6.0, 9.0, 8.843478260869565)","(7.0, 10.0, 9.8)","(5.0, 7.0, 6.99)","(2.0, 2.18, 2.153953488372093)","(11.0, 16.0, 15.55)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:16.403622,"(6.0, 9.0, 8.847619047619048)","(7.0, 10.0, 9.804878048780488)","(5.0, 7.0, 6.99)","(2.0, 2.18, 2.153636363636364)","(11.0, 16.0, 15.55)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:17.429905,"(6.0, 9.0, 8.847619047619048)","(7.0, 10.0, 9.804878048780488)","(5.0, 7.0, 6.99)","(2.0, 2.18, 2.175294117647059)","(11.0, 16.0, 15.617021276595745)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.529411764705884)"
12-01-2023 16:30:18.530644,"(6.0, 9.0, 8.77142857142857)","(7.0, 10.0, 9.783783783783784)","(5.0, 7.2, 7.053333333333334)","(2.0, 2.18, 2.175294117647059)","(11.0, 16.0, 15.617021276595745)","(11.0, 16.0, 15.4375)","(15.0, 23.0, 22.3)"
12-01-2023 16:30:19.572806,"(6.0, 9.0, 8.8)","(7.0, 10.0, 9.783783783783784)","(5.0, 6.8, 6.675)","(2.0, 2.18, 2.149056603773585)","(11.0, 16.0, 15.617021276595745)","(11.0, 16.0, 15.451612903225806)","(15.0, 23.0, 22.391304347826086)"
12-01-2023 16:30:20.559958,"(6.0, 9.0, 8.933333333333334)","(7.0, 10.0, 9.804878048780488)","(5.0, 6.8, 6.733333333333333)","(2.0, 2.18, 2.1255555555555556)","(11.0, 16.0, 16.732142857142858)","(11.0, 16.0, 15.451612903225806)","(15.0, 23.0, 22.5)"
12-01-2023 16:30:21.660140,"(6.0, 9.2, 8.933333333333334)","(7.0, 10.0, 9.833333333333334)","(5.0, 7.0, 6.925925925925926)","(2.0, 2.12, 2.1073684210526316)","(11.0, 17.0, 17.142857142857142)","(11.0, 16.0, 15.451612903225806)","(15.0, 23.0, 22.5)"
12-01-2023 16:30:23.239303,"(6.0, 9.2, 8.926315789473685)","(7.0, 10.0, 9.827027027027027)","(5.0, 7.0, 6.833333333333333)","(2.0, 2.12, 2.1100000000000003)","(11.0, 17.5, 16.743243243243242)","(11.0, 16.0, 15.451612903225806)","(15.0, 23.0, 22.692307692307693)"
12-01-2023 16:30:24.929371,"(6.0, 9.2, 8.882051282051282)","(7.0, 10.0, 9.821052631578947)","(5.0, 7.0, 6.878260869565217)","(2.0, 2.12, 2.084)","(11.0, 17.5, 16.67948717948718)","(11.0, 16.0, 15.525)","(15.0, 23.0, 23.8)"
12-01-2023 16:30:26.368126,"(6.0, 9.2, 9.039024390243902)","(7.0, 10.0, 9.827027027027027)","(5.0, 7.0, 6.888)","(2.0, 2.1, 2.0864000000000003)","(11.0, 17.5, 16.67948717948718)","(11.0, 16.0, 15.525)","(15.0, 25.0, 23.8)"
12-01-2023 16:30:27.529952,"(6.0, 9.2, 9.045714285714286)","(7.0, 10.0, 9.8)","(5.0, 7.0, 6.892307692307692)","(2.0, 2.1, 2.0864000000000003)","(11.0, 17.5, 16.710526315789473)","(11.0, 16.0, 15.525)","(15.0, 25.0, 23.8)"
12-01-2023 16:30:28.985356,"(6.0, 9.2, 9.057142857142857)","(7.0, 10.0, 9.827027027027027)","(5.0, 7.0, 6.872727272727273)","(2.0, 2.1, 2.0864000000000003)","(11.0, 17.5, 16.09375)","(11.0, 16.0, 15.527777777777779)","(15.0, 25.0, 23.8)"
12-01-2023 16:30:30.391762,"(6.0, 9.2, 9.072727272727272)","(7.0, 10.0, 9.790909090909091)","(5.0, 7.0, 6.872727272727273)","(2.0, 2.1, 2.0864000000000003)","(11.0, 17.5, 17.142857142857142)","(11.0, 16.0, 15.527777777777779)","(15.0, 25.0, 24.04)"
12-01-2023 16:30:31.739508,"(6.0, 9.2, 9.072727272727272)","(7.0, 10.0, 9.790909090909091)","(5.0, 7.0, 6.808695652173913)","(2.0, 2.1, 2.0833333333333335)","(11.0, 17.5, 17.115384615384617)","(11.0, 16.0, 15.657894736842104)","(15.0, 25.0, 24.04)"
12-01-2023 16:30:33.037890,"(6.0, 9.2, 9.088888888888889)","(7.0, 10.0, 9.790909090909091)","(5.0, 7.0, 6.754838709677419)","(2.0, 2.1, 2.082608695652174)","(11.0, 17.5, 17.369565217391305)","(11.0, 16.0, 15.733333333333333)","(15.0, 25.0, 24.04)"
