,Elettrica,Anagain,Black On Beauty,Miss Lenorr,The Storm In Me,Summerbeel,Sebrings Rose,Spanish Pearl,Arranmore
11-01-2023 15:38:01.564900,"(3.9, 4.5, 4.473033707865168)","(4.4, 5.4, 5.311707317073171)","(4.8, 5.3, 5.136363636363637)","(5.0, 5.8, 5.756060606060606)","(26.0, 36.0, 33.282051282051285)","(14.0, 19.0, 18.785714285714285)","(26.0, 40.0, 38.57142857142857)","(31.0, 36.0, 35.65217391304348)","(10.0, 12.0, 11.56989247311828)"
11-01-2023 15:38:02.808798,"(3.9, 4.5, 4.471739130434782)","(4.4, 5.4, 5.311707317073171)","(4.8, 5.3, 5.136363636363637)","(5.0, 5.8, 5.756060606060606)","(26.0, 36.0, 33.282051282051285)","(14.0, 19.0, 18.785714285714285)","(26.0, 40.0, 38.57142857142857)","(31.0, 36.0, 35.65217391304348)","(10.0, 12.0, 11.597087378640778)"
11-01-2023 15:38:04.040106,"(3.9, 4.5, 4.471739130434782)","(4.4, 5.4, 5.256)","(4.8, 5.2, 5.172727272727273)","(5.0, 5.8, 5.780434782608696)","(26.0, 36.0, 33.41463414634146)","(14.0, 19.0, 18.96153846153846)","(26.0, 40.0, 38.888888888888886)","(31.0, 36.0, 35.76744186046512)","(10.0, 12.0, 11.597087378640778)"
11-01-2023 15:38:05.327948,"(3.9, 4.6, 4.472131147540984)","(4.6, 5.4, 5.263979848866499)","(4.8, 5.2, 5.140625)","(5.0, 5.8, 5.780434782608696)","(26.0, 36.0, 33.246753246753244)","(14.0, 19.0, 18.96153846153846)","(26.0, 40.0, 38.5)","(31.0, 36.0, 35.76744186046512)","(10.0, 12.0, 11.543956043956044)"
11-01-2023 15:38:06.662512,"(3.9, 4.6, 4.472131147540984)","(4.6, 5.3, 5.263979848866499)","(4.8, 5.2, 5.140625)","(5.0, 5.8, 5.778048780487805)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.975609756097562)","(26.0, 40.0, 38.5)","(31.0, 36.0, 35.52)","(10.0, 12.0, 11.572164948453608)"
11-01-2023 15:38:07.939760,"(3.9, 4.5, 4.438150289017341)","(4.6, 5.4, 5.2586387434554975)","(4.8, 5.2, 5.125954198473282)","(5.0, 5.8, 5.872972972972973)","(26.0, 36.0, 33.64383561643836)","(15.0, 19.0, 18.975609756097562)","(26.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.80952380952381)","(10.0, 12.0, 11.537037037037036)"
11-01-2023 15:38:09.093168,"(3.9, 4.6, 4.4763005780346825)","(4.6, 5.4, 5.2586387434554975)","(4.8, 5.3, 5.105128205128205)","(5.0, 5.9, 5.85609756097561)","(26.0, 36.0, 33.64383561643836)","(15.0, 19.0, 18.98235294117647)","(26.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.80952380952381)","(10.0, 12.0, 11.535714285714286)"
11-01-2023 15:38:10.178273,"(3.9, 4.6, 4.416666666666667)","(4.6, 5.4, 5.2586387434554975)","(4.8, 5.3, 5.202564102564103)","(5.0, 5.9, 5.85609756097561)","(26.0, 36.0, 33.64383561643836)","(15.0, 19.5, 18.98235294117647)","(26.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.8)","(10.0, 12.0, 11.535714285714286)"
11-01-2023 15:38:11.350003,"(3.8, 4.6, 4.410101010101011)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.3, 5.24051724137931)","(5.0, 5.8, 5.713821138211382)","(26.0, 36.0, 33.513513513513516)","(15.0, 19.5, 18.98235294117647)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.8)","(10.0, 12.0, 11.535714285714286)"
11-01-2023 15:38:12.515630,"(3.8, 4.6, 4.410101010101011)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.3, 5.239473684210527)","(5.0, 5.8, 5.711666666666667)","(26.0, 36.0, 33.513513513513516)","(15.0, 19.5, 18.98235294117647)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.8)","(10.0, 12.0, 11.535714285714286)"
11-01-2023 15:38:13.851647,"(3.8, 4.6, 4.464516129032258)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.3, 5.232547169811321)","(5.0, 5.8, 5.711666666666667)","(26.0, 36.0, 33.513513513513516)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 36.666666666666664)","(10.0, 12.0, 11.35)"
11-01-2023 15:38:15.110317,"(3.8, 4.6, 4.464516129032258)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.3, 5.232547169811321)","(5.0, 5.8, 5.711666666666667)","(26.0, 36.0, 33.57746478873239)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 38.0, 36.666666666666664)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:16.370615,"(3.8, 4.6, 4.523958333333333)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.3, 5.2398843930635834)","(5.0, 5.8, 5.63731343283582)","(26.0, 36.0, 33.57746478873239)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 38.0, 35.42857142857143)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:17.609827,"(3.8, 4.6, 4.524210526315789)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.3, 5.254761904761905)","(5.0, 5.8, 5.647482014388489)","(26.0, 36.0, 35.2)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.42857142857143)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:18.854235,"(3.8, 4.6, 4.52401055408971)","(4.6, 5.4, 5.257894736842106)","(4.8, 5.4, 5.374666666666667)","(5.0, 5.8, 5.647482014388489)","(26.0, 36.0, 35.5)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.42857142857143)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:20.067547,"(3.8, 4.6, 4.525348189415042)","(4.6, 5.4, 5.2615384615384615)","(4.8, 5.4, 5.3680412371134025)","(5.0, 5.8, 5.610714285714286)","(26.0, 36.0, 34.96551724137931)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.42857142857143)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:21.233416,"(3.8, 4.6, 4.525348189415042)","(4.6, 5.4, 5.2615384615384615)","(4.8, 5.4, 5.371223021582734)","(5.0, 5.8, 5.7128000000000005)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 34.76923076923077)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:22.430251,"(3.8, 4.6, 4.503249097472924)","(4.6, 5.4, 5.2615384615384615)","(4.8, 5.4, 5.3675799086758)","(5.0, 5.8, 5.610434782608695)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 34.93333333333333)","(10.0, 12.0, 11.321739130434782)"
11-01-2023 15:38:23.616218,"(3.8, 4.6, 4.503202846975089)","(4.6, 5.4, 5.2615384615384615)","(4.8, 5.4, 5.3675799086758)","(5.0, 5.8, 5.610434782608695)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.372340425531913)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 36.888888888888886)","(10.0, 12.0, 11.333333333333334)"
11-01-2023 15:38:24.754628,"(3.8, 4.6, 4.501090909090909)","(4.6, 5.4, 5.2615384615384615)","(4.8, 5.4, 5.3675799086758)","(5.0, 5.8, 5.610434782608695)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.38)","(31.0, 40.0, 38.90909090909091)","(31.0, 38.0, 35.142857142857146)","(10.0, 12.0, 11.333333333333334)"
11-01-2023 15:38:25.819568,"(3.9, 4.6, 4.501071428571429)","(4.6, 5.4, 5.2615384615384615)","(4.8, 5.4, 5.3675799086758)","(5.0, 5.8, 5.610434782608695)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.38)","(31.0, 40.0, 38.90909090909091)","(31.0, 38.0, 34.75)","(10.0, 12.0, 11.333333333333334)"
11-01-2023 15:38:27.291164,"(3.9, 4.6, 4.501127819548872)","(4.6, 5.4, 5.23544776119403)","(4.8, 5.4, 5.363350785340314)","(5.0, 5.8, 5.610434782608695)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.38)","(31.0, 40.0, 38.90909090909091)","(31.0, 38.0, 34.4)","(10.0, 12.0, 11.333333333333334)"
11-01-2023 15:38:28.528099,"(3.9, 4.6, 4.501486988847583)","(4.6, 5.4, 5.23544776119403)","(4.8, 5.4, 5.364705882352942)","(5.0, 5.8, 5.610434782608695)","(26.0, 38.0, 35.16923076923077)","(15.0, 19.5, 19.35)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 34.4)","(10.0, 12.0, 11.597826086956522)"
11-01-2023 15:38:29.999472,"(3.9, 4.5, 4.437142857142858)","(4.6, 5.4, 5.23544776119403)","(4.8, 5.4, 5.378145695364239)","(5.0, 5.8, 5.6365)","(26.0, 38.0, 35.61038961038961)","(15.0, 19.5, 19.088709677419356)","(31.0, 40.0, 38.90909090909091)","(31.0, 36.0, 35.55555555555556)","(10.0, 12.0, 11.574712643678161)"
11-01-2023 15:38:31.210119,"(3.9, 4.5, 4.435081967213115)","(4.6, 5.4, 5.23544776119403)","(4.8, 5.4, 5.3686098654708525)","(5.0, 5.8, 5.625641025641026)","(26.0, 38.0, 35.61038961038961)","(15.0, 19.5, 19.088709677419356)","(31.0, 40.0, 40.146341463414636)","(31.0, 36.0, 35.55555555555556)","(10.0, 12.0, 11.574712643678161)"
11-01-2023 15:38:32.362223,"(3.9, 4.5, 4.446049046321526)","(4.6, 5.4, 5.220366598778004)","(4.8, 5.4, 5.3686098654708525)","(5.0, 5.7, 5.540816326530612)","(26.0, 38.0, 35.61038961038961)","(15.0, 19.5, 19.088709677419356)","(31.0, 42.0, 40.1875)","(31.0, 36.0, 36.83783783783784)","(10.0, 12.0, 11.574712643678161)"
11-01-2023 15:38:33.623971,"(3.9, 4.5, 4.446049046321526)","(4.6, 5.4, 5.220408163265306)","(4.8, 5.4, 5.364824120603015)","(5.0, 5.7, 5.661928934010152)","(26.0, 38.0, 36.12244897959184)","(15.0, 19.5, 19.1046511627907)","(31.0, 42.0, 40.42857142857143)","(31.0, 38.0, 36.8974358974359)","(10.0, 12.0, 11.574712643678161)"
11-01-2023 15:38:34.903184,"(3.9, 4.5, 4.44108527131783)","(4.6, 5.4, 5.2164)","(4.8, 5.4, 5.333795013850415)","(5.0, 5.7, 5.646551724137931)","(26.0, 38.0, 36.083333333333336)","(15.0, 19.5, 19.04054054054054)","(31.0, 44.0, 42.13636363636363)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.55952380952381)"
11-01-2023 15:38:36.099986,"(3.9, 4.5, 4.44108527131783)","(4.6, 5.4, 5.21687242798354)","(4.8, 5.4, 5.333795013850415)","(5.0, 5.7, 5.646551724137931)","(26.0, 38.0, 36.083333333333336)","(15.0, 19.5, 19.00485436893204)","(31.0, 44.0, 42.13636363636363)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.55952380952381)"
11-01-2023 15:38:37.438806,"(3.9, 4.5, 4.4341040462427745)","(4.6, 5.4, 5.217047817047817)","(4.8, 5.4, 5.335777126099707)","(5.0, 5.7, 5.655714285714286)","(26.0, 38.0, 35.54666666666667)","(15.0, 19.5, 19.00485436893204)","(31.0, 44.0, 42.4)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.555555555555555)"
11-01-2023 15:38:38.691928,"(3.9, 4.5, 4.409589041095891)","(4.6, 5.4, 5.217047817047817)","(4.8, 5.4, 5.336094674556213)","(5.0, 5.7, 5.680864197530864)","(26.0, 38.0, 35.54666666666667)","(15.0, 19.5, 18.930555555555557)","(31.0, 44.0, 42.4)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.587628865979381)"
11-01-2023 15:38:39.841290,"(3.9, 4.4, 4.398513011152417)","(4.6, 5.4, 5.222937625754527)","(4.8, 5.4, 5.344615384615385)","(5.0, 5.7, 5.680864197530864)","(26.0, 38.0, 35.64102564102564)","(15.0, 19.0, 18.930555555555557)","(31.0, 44.0, 42.5)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.529411764705882)"
11-01-2023 15:38:40.983286,"(3.9, 4.4, 4.399622641509434)","(4.6, 5.4, 5.206167400881058)","(4.8, 5.4, 5.344615384615385)","(5.0, 5.7, 5.642233009708738)","(26.0, 38.0, 35.64102564102564)","(15.0, 19.0, 18.681286549707604)","(31.0, 44.0, 42.73684210526316)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.529411764705882)"
11-01-2023 15:38:42.133860,"(3.9, 4.4, 4.399638989169675)","(4.6, 5.4, 5.206167400881058)","(4.8, 5.4, 5.343896103896104)","(5.0, 5.8, 5.713349514563107)","(26.0, 38.0, 35.64102564102564)","(15.0, 19.5, 18.681286549707604)","(31.0, 44.0, 42.73684210526316)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.518072289156626)"
11-01-2023 15:38:43.311361,"(3.9, 4.4, 4.398924731182796)","(4.6, 5.4, 5.213163481953291)","(4.8, 5.4, 5.3413157894736845)","(5.0, 5.8, 5.702122015915119)","(26.0, 38.0, 35.64102564102564)","(15.0, 19.5, 18.73308270676692)","(31.0, 44.0, 42.73684210526316)","(31.0, 38.0, 36.98550724637681)","(10.0, 12.0, 11.565217391304348)"
11-01-2023 15:38:44.621589,"(3.9, 4.5, 4.40374531835206)","(4.6, 5.4, 5.227788649706458)","(4.8, 5.4, 5.3318042813455655)","(5.0, 5.7, 5.664745762711864)","(26.0, 38.0, 36.357142857142854)","(15.0, 19.5, 18.73308270676692)","(31.0, 44.0, 42.73684210526316)","(31.0, 38.0, 37.19298245614035)","(10.0, 12.0, 11.518072289156626)"
11-01-2023 15:38:45.853032,"(3.9, 4.5, 4.403564727954972)","(4.6, 5.4, 5.247126436781609)","(4.8, 5.4, 5.3293103448275865)","(5.0, 5.7, 5.59815668202765)","(26.0, 38.0, 36.63636363636363)","(15.0, 19.5, 18.73308270676692)","(31.0, 44.0, 42.73684210526316)","(31.0, 38.0, 37.22222222222222)","(10.0, 12.0, 11.565217391304348)"
11-01-2023 15:38:47.056945,"(3.9, 4.5, 4.405245901639344)","(4.6, 5.3, 5.247126436781609)","(4.8, 5.4, 5.3293103448275865)","(5.0, 5.6, 5.589873417721519)","(26.0, 38.0, 36.92857142857143)","(15.0, 19.5, 18.73308270676692)","(31.0, 44.0, 42.73684210526316)","(31.0, 38.0, 37.22222222222222)","(10.0, 12.0, 11.565217391304348)"
11-01-2023 15:38:48.319119,"(3.9, 4.4, 4.386307053941909)","(4.6, 5.3, 5.2578125)","(4.8, 5.4, 5.3293103448275865)","(5.0, 5.6, 5.589873417721519)","(26.0, 38.0, 36.92857142857143)","(15.0, 19.5, 18.73308270676692)","(31.0, 44.0, 43.04)","(31.0, 38.0, 38.90196078431372)","(10.0, 12.0, 11.540229885057471)"
11-01-2023 15:38:49.751546,"(3.9, 4.4, 4.382389937106918)","(4.6, 5.3, 5.256603773584906)","(4.8, 5.4, 5.3541850220264315)","(5.0, 5.7, 5.656363636363636)","(26.0, 38.0, 36.875)","(15.0, 19.5, 18.703125)","(31.0, 44.0, 43.04)","(31.0, 40.0, 39.01754385964912)","(10.0, 12.0, 11.583333333333334)"
11-01-2023 15:38:51.008566,"(3.9, 4.4, 4.3824836601307195)","(4.6, 5.3, 5.203333333333333)","(4.8, 5.4, 5.35702479338843)","(5.0, 5.7, 5.659663865546219)","(26.0, 38.0, 36.88607594936709)","(15.0, 19.5, 18.85483870967742)","(31.0, 44.0, 44.354838709677416)","(31.0, 40.0, 39.01754385964912)","(10.0, 12.0, 11.583333333333334)"
11-01-2023 15:38:52.271927,"(3.9, 4.4, 4.3822516556291395)","(4.6, 5.3, 5.203333333333333)","(4.8, 5.4, 5.37709497206704)","(5.0, 5.7, 5.6213114754098354)","(26.0, 38.0, 36.945945945945944)","(15.0, 19.0, 18.85)","(31.0, 46.0, 43.2)","(31.0, 40.0, 39.01754385964912)","(10.0, 12.0, 11.583333333333334)"
11-01-2023 15:38:53.571752,"(3.9, 4.4, 4.292857142857143)","(4.6, 5.3, 5.213157894736842)","(4.8, 5.4, 5.4761702127659575)","(5.0, 5.7, 5.656521739130435)","(26.0, 38.0, 37.0126582278481)","(15.0, 19.0, 18.8)","(31.0, 44.0, 42.333333333333336)","(31.0, 40.0, 39.01754385964912)","(10.0, 12.0, 11.583333333333334)"
11-01-2023 15:38:54.836356,"(3.9, 4.4, 4.338775510204082)","(4.6, 5.3, 5.213157894736842)","(4.8, 5.6, 5.4761702127659575)","(5.0, 5.7, 5.656521739130435)","(26.0, 38.0, 36.96)","(15.0, 19.0, 18.75862068965517)","(31.0, 44.0, 42.333333333333336)","(31.0, 40.0, 38.92307692307692)","(10.0, 12.0, 11.583333333333334)"
11-01-2023 15:38:56.116113,"(3.9, 4.4, 4.341379310344828)","(4.6, 5.3, 5.208333333333333)","(4.8, 5.6, 5.360989010989011)","(5.0, 5.7, 5.688679245283018)","(26.0, 38.0, 36.885714285714286)","(15.0, 19.0, 18.941176470588236)","(31.0, 44.0, 42.333333333333336)","(31.0, 40.0, 38.92307692307692)","(10.0, 12.0, 11.48)"
11-01-2023 15:38:57.391930,"(3.8, 4.4, 4.299310344827586)","(4.6, 5.3, 5.208333333333333)","(4.8, 5.6, 5.464444444444444)","(5.0, 5.8, 5.733333333333333)","(26.0, 38.0, 36.885714285714286)","(15.0, 19.0, 18.984375)","(31.0, 44.0, 42.333333333333336)","(31.0, 40.0, 38.92307692307692)","(10.0, 11.5, 11.488372093023255)"
11-01-2023 15:38:58.572620,"(3.8, 4.3, 4.241666666666667)","(4.6, 5.3, 5.192771084337349)","(4.8, 5.5, 5.462068965517242)","(5.0, 5.8, 5.735211267605634)","(26.0, 38.0, 36.93150684931507)","(15.0, 19.0, 18.982758620689655)","(31.0, 44.0, 42.333333333333336)","(31.0, 40.0, 39.2)","(10.0, 11.5, 11.489583333333334)"
11-01-2023 15:38:59.665620,"(3.8, 4.4, 4.211250000000001)","(4.6, 5.2, 5.192771084337349)","(4.8, 5.5, 5.462068965517242)","(5.0, 5.8, 5.7684931506849315)","(26.0, 38.0, 36.93150684931507)","(15.0, 19.0, 18.973684210526315)","(31.0, 44.0, 42.18181818181818)","(31.0, 40.0, 41.375)","(10.0, 11.5, 11.487951807228916)"
11-01-2023 15:39:00.771372,"(3.8, 4.2, 4.131808873720137)","(4.6, 5.2, 5.187234042553191)","(4.8, 5.4, 5.373584905660378)","(5.0, 5.9, 5.833766233766234)","(26.0, 38.0, 37.0126582278481)","(15.0, 19.0, 18.608333333333334)","(31.0, 44.0, 41.75)","(31.0, 44.0, 40.44444444444444)","(10.0, 11.5, 11.363057324840764)"
11-01-2023 15:39:01.924637,"(3.8, 4.2, 4.131392931392932)","(4.6, 5.3, 5.157377049180328)","(4.8, 5.4, 5.364935064935065)","(5.0, 5.9, 5.837804878048781)","(26.0, 38.0, 36.96)","(15.0, 19.5, 18.55263157894737)","(31.0, 44.0, 41.73913043478261)","(31.0, 44.0, 40.57142857142857)","(10.0, 12.0, 11.46236559139785)"
11-01-2023 15:39:03.248662,"(3.8, 4.2, 4.130535455861071)","(4.6, 5.3, 5.203225806451613)","(4.8, 5.4, 5.406818181818182)","(5.0, 5.9, 5.865648854961832)","(26.0, 38.0, 37.13333333333333)","(15.0, 19.5, 18.744755244755243)","(31.0, 44.0, 43.18181818181818)","(31.0, 44.0, 42.7027027027027)","(10.0, 12.0, 11.65925925925926)"
11-01-2023 15:39:04.607296,"(3.8, 4.2, 4.1358957219251336)","(4.6, 5.3, 5.251612903225807)","(4.8, 5.5, 5.404494382022472)","(5.0, 5.9, 5.868493150684932)","(26.0, 38.0, 37.19101123595506)","(15.0, 19.5, 19.142857142857142)","(31.0, 44.0, 43.25)","(31.0, 44.0, 42.76923076923077)","(10.0, 12.0, 11.685714285714285)"
11-01-2023 15:39:05.829848,"(3.8, 4.2, 4.133143264433357)","(4.6, 5.3, 5.252747252747253)","(4.8, 5.5, 5.404494382022472)","(5.0, 5.9, 5.868493150684932)","(26.0, 38.0, 37.27272727272727)","(15.0, 20.0, 19.19148936170213)","(31.0, 44.0, 43.357142857142854)","(31.0, 44.0, 42.666666666666664)","(10.0, 12.0, 11.654929577464788)"
11-01-2023 15:39:07.178110,"(3.8, 4.1, 4.0376953124999995)","(4.6, 5.3, 5.232173913043479)","(4.8, 5.5, 5.458128078817734)","(5.0, 6.0, 5.892307692307692)","(26.0, 38.0, 37.27272727272727)","(15.0, 20.0, 19.295081967213115)","(31.0, 44.0, 43.0)","(31.0, 44.0, 40.97560975609756)","(10.0, 12.0, 11.711764705882352)"
11-01-2023 15:39:08.478946,"(3.8, 4.1, 4.035282651072125)","(4.6, 5.3, 5.232173913043479)","(4.8, 5.5, 5.424789915966387)","(5.0, 6.0, 5.892783505154639)","(26.0, 38.0, 37.21739130434783)","(15.0, 20.0, 19.295081967213115)","(31.0, 44.0, 43.0)","(31.0, 44.0, 41.0)","(10.0, 12.0, 11.535714285714286)"
11-01-2023 15:39:09.818264,"(3.8, 4.1, 4.03064182194617)","(4.6, 5.3, 5.254577464788732)","(4.8, 5.5, 5.43206106870229)","(5.0, 6.0, 5.907964601769912)","(26.0, 38.0, 38.85)","(15.0, 20.0, 19.99367088607595)","(31.0, 44.0, 46.96551724137931)","(31.0, 42.0, 41.565217391304344)","(10.0, 12.0, 11.75925925925926)"
11-01-2023 15:39:11.161561,"(3.8, 4.1, 4.042438271604938)","(4.6, 5.3, 5.254577464788732)","(4.8, 5.5, 5.43206106870229)","(5.0, 6.0, 5.907964601769912)","(26.0, 40.0, 38.42553191489362)","(15.0, 21.0, 20.094594594594593)","(31.0, 48.0, 46.54838709677419)","(31.0, 42.0, 41.565217391304344)","(10.0, 12.0, 11.75925925925926)"
11-01-2023 15:39:12.489377,"(3.8, 4.1, 4.047350427350427)","(4.6, 5.3, 5.264976958525345)","(4.8, 5.5, 5.436572438162544)","(5.0, 6.0, 5.90703125)","(26.0, 40.0, 38.42553191489362)","(15.0, 21.0, 20.094594594594593)","(31.0, 48.0, 47.0)","(31.0, 42.0, 41.565217391304344)","(10.0, 12.0, 11.611940298507463)"
11-01-2023 15:39:13.782182,"(3.8, 4.1, 4.043636363636364)","(4.6, 5.3, 5.224631578947369)","(4.8, 5.5, 5.4450617283950615)","(5.0, 5.9, 5.71498127340824)","(26.0, 40.0, 38.72727272727273)","(15.0, 21.0, 20.627450980392158)","(31.0, 48.0, 47.70666666666666)","(31.0, 42.0, 38.950819672131146)","(10.0, 12.0, 11.777777777777779)"
11-01-2023 15:39:14.973725,"(3.8, 4.1, 4.055988455988456)","(4.6, 5.4, 5.30578947368421)","(4.8, 5.5, 5.4450617283950615)","(5.0, 5.8, 6.086725663716814)","(26.0, 40.0, 37.53846153846154)","(15.0, 21.0, 20.307692307692307)","(31.0, 50.0, 48.23076923076923)","(31.0, 40.0, 33.03703703703704)","(10.0, 12.0, 11.071428571428571)"
11-01-2023 15:39:16.272176,"(3.8, 4.1, 4.064811133200795)","(4.6, 5.4, 5.2182965299684545)","(4.8, 5.5, 5.458688524590164)","(5.0, 6.2, 6.077669902912621)","(26.0, 38.0, 37.620253164556964)","(15.0, 21.0, 20.083333333333332)","(31.0, 50.0, 47.125)","(31.0, 34.0, 34.4)","(10.0, 12.0, 10.992248062015504)"
11-01-2023 15:39:17.565368,"(3.8, 4.1, 4.064811133200795)","(4.6, 5.4, 5.2182965299684545)","(4.8, 5.5, 5.466353887399464)","(5.0, 6.2, 6.066666666666666)","(26.0, 38.0, 37.620253164556964)","(15.0, 21.0, 20.083333333333332)","(31.0, 50.0, 47.43396226415094)","(31.0, 36.0, 35.36)","(10.0, 12.0, 10.518072289156626)"
11-01-2023 15:39:18.859356,"(3.7, 4.1, 4.06860465116279)","(4.6, 5.4, 5.163287671232877)","(4.8, 5.5, 5.466353887399464)","(5.0, 6.2, 6.077966101694916)","(26.0, 38.0, 37.05882352941177)","(15.0, 21.0, 19.428571428571427)","(31.0, 50.0, 46.46511627906977)","(31.0, 36.0, 34.5)","(10.0, 11.5, 10.504237288135593)"
11-01-2023 15:39:20.195691,"(3.7, 4.1, 4.0725050916496945)","(4.6, 5.4, 5.140104166666666)","(4.8, 5.5, 5.460031847133758)","(5.0, 6.2, 6.077966101694916)","(26.0, 38.0, 37.111111111111114)","(15.0, 21.0, 19.625)","(31.0, 50.0, 46.96551724137931)","(31.0, 36.0, 34.0)","(10.0, 11.5, 10.5625)"
11-01-2023 15:39:21.476186,"(3.7, 4.1, 4.081583198707593)","(4.6, 5.3, 5.287356321839081)","(4.8, 5.5, 5.454611211573237)","(5.0, 6.4, 6.0175824175824175)","(26.0, 38.0, 37.17948717948718)","(15.0, 21.0, 19.545454545454547)","(31.0, 50.0, 47.23809523809524)","(31.0, 36.0, 34.0)","(10.0, 11.0, 11.214285714285714)"
11-01-2023 15:39:22.742922,"(3.7, 4.2, 4.142111368909513)","(4.6, 5.3, 5.227753303964757)","(4.8, 5.5, 5.454611211573237)","(5.0, 6.4, 6.1)","(26.0, 38.0, 37.21951219512195)","(15.0, 22.0, 20.925925925925927)","(31.0, 48.0, 45.5)","(31.0, 36.0, 36.04651162790697)","(10.0, 11.5, 10.868421052631579)"
11-01-2023 15:39:24.010870,"(3.7, 4.2, 4.143460648148148)","(4.6, 5.3, 5.222297297297297)","(4.8, 5.5, 5.456042031523643)","(5.0, 6.2, 5.956521739130435)","(26.0, 38.0, 37.03030303030303)","(15.0, 21.0, 20.677419354838708)","(31.0, 46.0, 44.0)","(31.0, 38.0, 36.04347826086956)","(10.0, 11.5, 10.777777777777779)"
11-01-2023 15:39:25.345585,"(3.8, 4.2, 4.1404993909866015)","(4.6, 5.3, 5.222758620689655)","(4.8, 5.5, 5.459968102073366)","(5.0, 6.0, 5.984158415841584)","(26.0, 38.0, 37.25581395348837)","(15.0, 21.0, 20.772727272727273)","(31.0, 46.0, 46.12903225806452)","(31.0, 38.0, 36.48979591836735)","(10.0, 11.0, 11.206521739130435)"
11-01-2023 15:39:26.689047,"(3.8, 4.2, 4.139677804295943)","(4.6, 5.3, 5.1213178294573645)","(4.8, 5.5, 5.460596546310832)","(5.0, 6.0, 5.933333333333334)","(26.0, 38.0, 37.30434782608695)","(15.0, 21.0, 20.21875)","(31.0, 50.0, 46.25)","(31.0, 38.0, 36.48979591836735)","(10.0, 11.5, 11.13265306122449)"
11-01-2023 15:39:27.975007,"(3.8, 4.2, 4.139579579579579)","(4.6, 5.2, 5.1213178294573645)","(4.8, 5.5, 5.459057437407953)","(5.0, 6.0, 5.985253456221198)","(31.0, 38.0, 37.38775510204081)","(15.0, 21.0, 20.51923076923077)","(31.0, 48.0, 46.25)","(31.0, 38.0, 36.57692307692308)","(9.0, 11.5, 11.166666666666666)"
11-01-2023 15:39:29.240291,"(3.8, 4.2, 4.1343045629466735)","(4.8, 5.2, 5.118582887700534)","(4.8, 5.5, 5.459057437407953)","(5.5, 6.0, 6.118181818181818)","(31.0, 38.0, 37.30232558139535)","(15.0, 21.0, 19.454545454545453)","(31.0, 48.0, 44.18181818181818)","(31.0, 38.0, 36.57692307692308)","(10.0, 11.5, 10.96875)"
