,Elettrica,Anagain,Black On Beauty,Miss Lenorr,The Storm In Me,Summerbeel,Sebrings Rose,Spanish Pearl,Arranmore
11-01-2023 15:32:24.263884,"(4.6, 5.1, 5.05)","(5.0, 5.5, 5.48)","(5.5, 6.4, 6.05625)","(5.0, 7.2, 6.723529411764706)","(18.0, 23.0, 21.0)","(10.0, 13.5, 13.0)","(19.0, 30.0, 26.585365853658537)","(21.0, 34.0, 33.642857142857146)","(8.0, 10.0, 9.5)"
11-01-2023 15:32:25.720073,"(4.4, 5.1, 5.05)","(5.0, 5.5, 5.428571428571429)","(5.5, 6.4, 6.05625)","(5.0, 7.2, 6.723529411764706)","(18.0, 23.0, 21.0)","(10.0, 13.5, 13.153846153846153)","(19.0, 30.0, 28.25)","(26.0, 34.0, 33.642857142857146)","(8.0, 10.0, 9.5)"
11-01-2023 15:32:27.315368,"(4.4, 5.1, 5.05)","(5.0, 5.5, 5.438461538461539)","(5.5, 6.4, 6.05625)","(5.0, 7.2, 6.723529411764706)","(18.0, 23.0, 21.0)","(10.0, 13.5, 13.153846153846153)","(19.0, 29.0, 27.736842105263158)","(26.0, 34.0, 33.642857142857146)","(8.0, 10.0, 9.5)"
11-01-2023 15:32:28.924408,"(4.4, 5.1, 5.05)","(5.0, 5.5, 5.438461538461539)","(5.5, 6.4, 6.05625)","(5.0, 7.2, 6.723529411764706)","(18.0, 23.0, 20.772727272727273)","(10.0, 13.5, 13.153846153846153)","(19.0, 29.0, 27.736842105263158)","(26.0, 34.0, 33.642857142857146)","(8.0, 10.0, 9.5)"
11-01-2023 15:32:30.446729,"(4.4, 5.1, 5.05)","(5.0, 5.5, 5.438461538461539)","(5.5, 6.4, 6.208695652173914)","(5.0, 7.2, 6.723529411764706)","(18.0, 23.0, 20.772727272727273)","(10.0, 13.5, 13.153846153846153)","(19.0, 29.0, 27.736842105263158)","(26.0, 34.0, 33.642857142857146)","(8.0, 10.0, 9.5)"
11-01-2023 15:32:31.952372,"(4.4, 5.1, 4.9714285714285715)","(5.0, 5.5, 5.438461538461539)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 13.5, 13.178571428571429)","(19.0, 29.0, 27.727272727272727)","(26.0, 34.0, 33.666666666666664)","(8.0, 10.0, 9.555555555555555)"
11-01-2023 15:32:33.835281,"(4.4, 5.0, 4.9714285714285715)","(5.0, 5.5, 5.438461538461539)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 13.5, 13.178571428571429)","(19.0, 29.0, 27.727272727272727)","(26.0, 44.0, 39.333333333333336)","(8.0, 10.0, 9.952830188679245)"
11-01-2023 15:32:35.370755,"(4.4, 5.0, 4.966176470588236)","(5.0, 5.5, 5.277551020408163)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 13.5, 13.178571428571429)","(19.0, 29.0, 27.727272727272727)","(26.0, 44.0, 49.44444444444444)","(8.0, 10.0, 9.952830188679245)"
11-01-2023 15:32:37.021850,"(4.4, 5.0, 4.9557142857142855)","(5.0, 5.3, 5.275)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 13.5, 14.291666666666668)","(19.0, 29.0, 28.333333333333332)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.573333333333332)"
11-01-2023 15:32:38.468286,"(4.4, 5.1, 4.943283582089553)","(5.0, 5.3, 5.275)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.5, 13.294117647058824)","(19.0, 29.0, 27.5)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.6)"
11-01-2023 15:32:39.989391,"(4.4, 5.1, 4.942962962962963)","(5.0, 5.3, 5.33972602739726)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.157894736842106)","(19.0, 28.0, 27.608695652173914)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.6)"
11-01-2023 15:32:41.492500,"(4.4, 5.1, 4.942962962962963)","(5.0, 5.4, 5.33972602739726)","(5.5, 6.4, 6.266666666666667)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.157894736842106)","(19.0, 28.0, 27.608695652173914)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.663157894736841)"
11-01-2023 15:32:42.963257,"(4.4, 5.1, 4.942962962962963)","(5.0, 5.4, 5.33972602739726)","(5.5, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.157894736842106)","(19.0, 28.0, 27.608695652173914)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.663157894736841)"
11-01-2023 15:32:44.437216,"(4.4, 5.1, 4.936923076923077)","(5.0, 5.4, 5.33972602739726)","(5.5, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.157894736842106)","(19.0, 28.0, 27.857142857142858)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.663157894736841)"
11-01-2023 15:32:45.961403,"(4.4, 5.1, 4.835344827586207)","(5.0, 5.4, 5.512962962962963)","(5.5, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.75)","(19.0, 28.0, 27.857142857142858)","(26.0, 55.0, 45.90909090909091)","(8.0, 10.0, 9.762962962962963)"
11-01-2023 15:32:47.428858,"(4.4, 4.9, 4.801315789473684)","(5.0, 5.6, 5.311538461538461)","(5.5, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.75)","(19.0, 28.0, 27.857142857142858)","(26.0, 55.0, 43.5)","(8.0, 10.0, 9.762962962962963)"
11-01-2023 15:32:48.921320,"(4.4, 4.9, 4.801315789473684)","(5.0, 5.6, 5.186458333333333)","(5.0, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 20.958333333333332)","(10.0, 14.0, 13.571428571428571)","(19.0, 28.0, 27.857142857142858)","(26.0, 55.0, 41.0)","(8.0, 10.0, 9.762962962962963)"
11-01-2023 15:32:50.308580,"(4.4, 4.9, 4.801315789473684)","(5.0, 5.2, 5.186458333333333)","(5.0, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 21.25)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 48.0, 41.0)","(8.0, 10.0, 9.762962962962963)"
11-01-2023 15:32:51.780700,"(4.4, 4.9, 4.801315789473684)","(5.0, 5.2, 5.186458333333333)","(5.0, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 21.666666666666668)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 48.0, 37.333333333333336)","(8.0, 10.0, 9.762962962962963)"
11-01-2023 15:32:53.269281,"(4.4, 4.9, 4.801315789473684)","(5.0, 5.2, 5.186458333333333)","(5.0, 6.4, 6.317948717948719)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 22.65)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 44.0, 38.0)","(8.0, 10.0, 9.709090909090909)"
11-01-2023 15:32:54.729285,"(4.4, 4.9, 4.801315789473684)","(5.0, 5.5, 5.323214285714286)","(5.0, 6.4, 6.295238095238095)","(5.0, 7.2, 6.762162162162162)","(18.0, 23.0, 22.5)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 46.0, 38.0)","(8.0, 10.0, 9.709090909090909)"
11-01-2023 15:32:56.116206,"(4.4, 4.9, 4.800751879699248)","(5.0, 5.5, 5.435135135135135)","(5.0, 6.4, 6.295238095238095)","(5.0, 7.2, 6.641379310344827)","(18.0, 23.0, 22.5)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 46.0, 37.333333333333336)","(8.0, 10.0, 9.709090909090909)"
11-01-2023 15:32:57.646886,"(4.4, 4.9, 4.800751879699248)","(5.0, 5.5, 5.44375)","(5.0, 6.4, 6.317948717948719)","(5.0, 7.2, 6.641379310344827)","(18.0, 23.0, 22.5)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 44.0, 36.666666666666664)","(8.0, 10.0, 9.709090909090909)"
11-01-2023 15:32:59.137476,"(4.4, 4.9, 4.70979020979021)","(5.0, 5.5, 5.485)","(5.0, 6.4, 6.295238095238095)","(5.0, 7.2, 6.641379310344827)","(18.0, 23.0, 22.5)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 35.333333333333336)","(8.0, 10.0, 9.709090909090909)"
11-01-2023 15:33:00.571282,"(4.4, 4.9, 4.742857142857143)","(5.0, 5.5, 5.295952279505752)","(5.0, 6.4, 6.2926829268292686)","(5.0, 7.2, 6.641379310344827)","(18.0, 23.0, 21.833333333333332)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 35.333333333333336)","(8.0, 10.0, 9.68)"
11-01-2023 15:33:01.975010,"(4.4, 4.9, 4.761016949152543)","(5.0, 5.3, 5.295952279505752)","(5.0, 6.4, 6.2926829268292686)","(5.0, 7.2, 6.641379310344827)","(18.0, 23.0, 21.833333333333332)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 35.333333333333336)","(8.0, 10.0, 9.68)"
11-01-2023 15:33:03.488393,"(4.4, 4.9, 4.716666666666667)","(5.0, 5.3, 5.295952279505752)","(5.0, 6.4, 6.315789473684211)","(5.0, 7.2, 6.641379310344827)","(18.0, 23.0, 21.833333333333332)","(10.0, 14.0, 13.7)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 35.333333333333336)","(8.0, 10.0, 9.76470588235294)"
11-01-2023 15:33:04.955332,"(4.4, 4.8, 4.731111111111111)","(5.0, 5.3, 5.2209737827715355)","(5.0, 6.4, 6.315789473684211)","(5.0, 7.2, 6.7846153846153845)","(18.0, 23.0, 21.833333333333332)","(10.0, 14.0, 13.666666666666666)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 35.333333333333336)","(8.0, 10.0, 9.76470588235294)"
11-01-2023 15:33:06.480434,"(4.4, 4.8, 4.7281249999999995)","(5.0, 5.4, 5.165384615384616)","(5.0, 6.4, 6.027027027027027)","(5.0, 7.2, 7.1264)","(18.0, 23.0, 22.333333333333332)","(10.0, 14.0, 13.962264150943396)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 41.45454545454545)","(8.0, 10.0, 9.466666666666667)"
11-01-2023 15:33:07.884192,"(4.4, 4.8, 4.697777777777778)","(5.0, 5.2, 5.209677419354838)","(5.0, 6.2, 6.066046511627907)","(5.0, 7.2, 7.1264)","(18.0, 23.0, 22.333333333333332)","(10.0, 14.0, 13.962264150943396)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 41.45454545454545)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:33:09.440972,"(4.4, 4.8, 4.746666666666666)","(5.0, 5.3, 5.06875)","(5.0, 6.2, 6.066046511627907)","(5.0, 7.2, 7.1264)","(18.0, 23.0, 22.333333333333332)","(10.0, 14.0, 13.962264150943396)","(19.0, 28.0, 27.666666666666668)","(26.0, 42.0, 41.45454545454545)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:33:10.837719,"(4.4, 4.8, 4.735135135135136)","(5.0, 5.1, 5.157364341085271)","(5.0, 6.2, 5.995149253731344)","(5.0, 7.2, 7.134751773049645)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.962962962962964)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 41.333333333333336)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:33:12.132827,"(4.4, 4.8, 4.735135135135136)","(5.0, 5.3, 5.159199999999999)","(5.0, 6.2, 5.995149253731344)","(5.0, 7.2, 7.132352941176471)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.96551724137931)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:33:13.526532,"(4.4, 4.8, 4.704)","(5.0, 5.3, 5.159199999999999)","(5.0, 6.2, 5.97122905027933)","(5.0, 7.2, 7.132352941176471)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.96551724137931)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:33:14.984968,"(4.4, 4.8, 4.780487804878049)","(5.0, 5.3, 5.159199999999999)","(5.0, 6.2, 5.97983870967742)","(5.0, 7.2, 7.132352941176471)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.96551724137931)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(8.0, 9.8, 9.466666666666667)"
11-01-2023 15:33:16.498461,"(4.4, 4.8, 4.774803149606299)","(4.8, 5.3, 5.159199999999999)","(5.0, 6.2, 5.97122905027933)","(5.0, 7.2, 7.132352941176471)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.918032786885245)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 9.8, 10.484375)"
11-01-2023 15:33:18.036179,"(4.4, 4.8, 4.774803149606299)","(4.8, 5.3, 5.194871794871794)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.2, 7.132352941176471)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.918032786885245)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 10.5, 10.885714285714286)"
11-01-2023 15:33:19.645091,"(4.2, 4.8, 4.774803149606299)","(4.8, 5.3, 5.228571428571429)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.2, 7.129770992366412)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:21.147383,"(4.2, 4.8, 4.776190476190476)","(4.8, 5.3, 5.228571428571429)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.2, 7.129770992366412)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:22.871919,"(4.2, 4.8, 4.776190476190476)","(4.8, 5.3, 5.2160714285714285)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.2, 7.129770992366412)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:24.564313,"(4.2, 4.8, 4.776190476190476)","(4.8, 5.4, 5.216339869281046)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.2, 7.12)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:26.007202,"(4.2, 4.8, 4.776190476190476)","(4.8, 5.4, 5.216339869281046)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.2, 7.12)","(18.0, 23.0, 22.894736842105264)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:27.495488,"(4.2, 4.8, 4.759712230215827)","(4.8, 5.4, 5.216339869281046)","(5.0, 6.2, 5.966115702479339)","(5.0, 7.2, 7.333333333333333)","(18.0, 23.0, 22.91304347826087)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.81818181818182)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.81578947368421)"
11-01-2023 15:33:29.007464,"(4.2, 4.8, 4.759712230215827)","(4.8, 5.4, 5.215015015015015)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:30.427310,"(4.2, 4.8, 4.776190476190476)","(4.8, 5.4, 5.2239436619718305)","(5.0, 6.2, 5.9679886685552415)","(5.0, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(10.0, 14.0, 13.912280701754385)","(19.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(7.5, 11.0, 10.86111111111111)"
11-01-2023 15:33:31.775149,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.188888888888888)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(8.0, 11.0, 10.86111111111111)"
11-01-2023 15:33:33.299240,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(8.0, 11.0, 10.86111111111111)"
11-01-2023 15:33:34.830671,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(8.0, 11.0, 10.86111111111111)"
11-01-2023 15:33:36.239378,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(8.0, 11.0, 10.86111111111111)"
11-01-2023 15:33:37.952362,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(8.0, 11.0, 10.86111111111111)"
11-01-2023 15:33:39.644379,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.714285714285715)","(26.0, 42.0, 40.0)","(8.0, 11.0, 10.430555555555555)"
11-01-2023 15:33:41.068269,"(4.2, 4.8, 4.776190476190476)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.9679886685552415)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.0, 10.5, 10.422727272727272)"
11-01-2023 15:33:42.466027,"(4.2, 4.8, 4.782456140350877)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.95030487804878)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.0, 10.5, 10.422727272727272)"
11-01-2023 15:33:43.858378,"(4.2, 4.8, 4.782456140350877)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.904255319148937)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.0, 10.5, 10.422727272727272)"
11-01-2023 15:33:45.224223,"(4.2, 4.8, 4.782456140350877)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.904255319148937)","(5.5, 7.6, 7.285)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.912280701754385)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.0, 10.5, 10.422727272727272)"
11-01-2023 15:33:46.586978,"(4.2, 4.8, 4.782456140350877)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.904255319148937)","(5.5, 7.6, 7.276923076923077)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.919354838709678)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.0, 10.5, 10.422727272727272)"
11-01-2023 15:33:48.039971,"(4.2, 4.8, 4.786826347305389)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.904255319148937)","(5.5, 7.6, 7.276923076923077)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.919354838709678)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.0, 10.5, 10.422727272727272)"
11-01-2023 15:33:49.455602,"(4.2, 4.8, 4.786826347305389)","(4.6, 5.3, 5.166666666666666)","(5.5, 6.2, 5.904255319148937)","(5.5, 7.6, 7.276923076923077)","(18.0, 23.0, 22.923076923076923)","(11.0, 14.0, 13.919354838709678)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.5, 10.5, 10.422727272727272)"
11-01-2023 15:33:50.906645,"(4.2, 4.8, 4.790243902439024)","(4.6, 5.3, 5.1682170542635655)","(5.0, 6.2, 5.904255319148937)","(5.5, 7.6, 7.257142857142857)","(18.0, 23.0, 22.935483870967744)","(11.0, 14.0, 13.919354838709678)","(18.0, 28.0, 27.8)","(26.0, 42.0, 40.0)","(8.5, 10.5, 10.422727272727272)"
11-01-2023 15:33:52.288925,"(4.2, 4.8, 4.779310344827586)","(4.6, 5.3, 5.1704)","(5.0, 6.2, 5.904255319148937)","(5.5, 7.4, 7.257142857142857)","(18.0, 23.0, 22.935483870967744)","(11.0, 14.0, 13.4375)","(18.0, 28.0, 28.470588235294116)","(26.0, 42.0, 40.0)","(8.5, 10.5, 10.415)"
11-01-2023 15:33:53.628941,"(4.2, 4.8, 4.758)","(4.6, 5.3, 5.1704)","(5.0, 6.2, 5.945070422535212)","(5.5, 7.4, 7.25)","(18.0, 23.0, 22.935483870967744)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.470588235294116)","(26.0, 42.0, 40.0)","(8.5, 10.5, 10.316793893129772)"
11-01-2023 15:33:54.918683,"(4.2, 4.8, 4.758)","(4.6, 5.3, 5.2368421052631575)","(5.0, 6.2, 6.003260869565217)","(5.5, 7.4, 7.25)","(18.0, 23.0, 22.935483870967744)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.266666666666666)","(26.0, 42.0, 40.0)","(8.5, 10.5, 10.316793893129772)"
11-01-2023 15:33:56.258693,"(4.2, 4.8, 4.758)","(4.6, 5.3, 5.09375)","(5.0, 6.2, 6.003260869565217)","(5.5, 7.4, 7.25)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.235294117647058)","(26.0, 42.0, 41.333333333333336)","(8.5, 10.5, 10.316793893129772)"
11-01-2023 15:33:57.501646,"(4.2, 4.8, 4.758)","(4.6, 5.1, 5.09375)","(5.0, 6.2, 6.001098901098901)","(5.5, 7.4, 7.269565217391305)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.266666666666666)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.316793893129772)"
11-01-2023 15:33:58.729953,"(4.2, 4.8, 4.757142857142857)","(4.6, 5.1, 5.093478260869565)","(5.0, 6.2, 6.001041666666667)","(5.5, 7.4, 7.269565217391305)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.266666666666666)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.292682926829269)"
11-01-2023 15:33:59.991889,"(4.2, 4.8, 4.757142857142857)","(4.6, 5.1, 5.096629213483146)","(5.0, 6.2, 5.992307692307692)","(5.5, 7.4, 7.269565217391305)","(18.0, 23.0, 22.91304347826087)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.266666666666666)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.2875)"
11-01-2023 15:34:01.332960,"(4.2, 4.8, 4.7625)","(4.6, 5.1, 5.060625)","(5.0, 6.0, 6.017224880382775)","(5.5, 7.4, 6.827999999999999)","(18.0, 23.0, 23.363636363636363)","(11.0, 14.0, 13.4375)","(18.0, 30.0, 28.333333333333332)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.2875)"
11-01-2023 15:34:02.620794,"(4.2, 4.8, 4.7625)","(4.6, 5.1, 5.060625)","(5.0, 6.2, 6.017224880382775)","(5.5, 7.0, 6.827999999999999)","(18.0, 25.0, 23.363636363636363)","(11.0, 14.0, 13.4375)","(18.0, 29.0, 27.75)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.2875)"
11-01-2023 15:34:03.787506,"(4.2, 4.8, 4.771621621621621)","(4.6, 5.1, 5.060625)","(5.0, 6.2, 6.017224880382775)","(5.5, 7.0, 6.808888888888888)","(18.0, 25.0, 23.736842105263158)","(11.0, 14.0, 13.4375)","(18.0, 29.0, 27.75)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.2875)"
11-01-2023 15:34:05.010361,"(4.2, 4.8, 4.775172413793103)","(4.6, 5.1, 5.060625)","(5.0, 6.2, 5.947577092511014)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 23.736842105263158)","(11.0, 14.0, 13.818181818181818)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.315217391304348)"
11-01-2023 15:34:06.328993,"(4.2, 4.8, 4.775172413793103)","(4.6, 5.1, 5.015)","(5.0, 6.2, 5.93594470046083)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 23.736842105263158)","(11.0, 14.0, 13.837837837837839)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 40.857142857142854)","(8.5, 10.5, 10.315217391304348)"
11-01-2023 15:34:07.593478,"(4.2, 4.8, 4.762886597938144)","(4.6, 5.1, 5.017663817663817)","(5.0, 6.2, 5.93594470046083)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 23.736842105263158)","(11.0, 14.0, 13.837837837837839)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.38461538461539)","(8.5, 10.5, 10.315217391304348)"
11-01-2023 15:34:08.828587,"(4.2, 4.8, 4.758)","(4.6, 5.1, 5.017663817663817)","(5.0, 6.2, 5.93594470046083)","(5.5, 7.0, 6.861290322580645)","(18.0, 25.0, 24.0)","(11.0, 14.0, 13.837837837837839)","(18.0, 29.0, 28.09090909090909)","(26.0, 42.0, 41.38461538461539)","(8.5, 10.5, 10.292682926829269)"
