,Elviare,Enuff For Me,Lenny Rocket,Caddy,Chilena,Flying Carmen,Valentina Express
06-01-2023 12:45:57.726324,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:45:58.655913,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:45:59.608003,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:00.649458,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:01.914202,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:03.205400,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:04.298072,"(13.0, 28.0, 25.875)","(51.0, 100.0, 85.0)","(20.0, 55.0, 47.333333333333336)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:05.343975,"(13.0, 28.0, 22.666666666666668)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:06.517141,"(13.0, 28.0, 22.666666666666668)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:07.588808,"(13.0, 28.0, 22.666666666666668)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:08.720747,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:09.843372,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:10.866054,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:12.001017,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:13.000945,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:14.089574,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:15.173452,"(13.0, 25.0, 22.25)","(51.0, 100.0, 96.11111111111111)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:16.170289,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:17.224178,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:18.291920,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:19.348790,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:20.362752,"(13.0, 25.0, 22.25)","(51.0, 100.0, 90.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:21.480359,"(13.0, 25.0, 22.25)","(51.0, 100.0, 90.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:22.518621,"(13.0, 25.0, 22.25)","(51.0, 100.0, 90.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:23.595925,"(13.0, 25.0, 22.25)","(51.0, 100.0, 90.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:24.751309,"(13.0, 25.0, 22.25)","(51.0, 100.0, 90.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:25.805706,"(13.0, 25.0, 22.25)","(51.0, 100.0, 85.0)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:26.819761,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:27.927513,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:28.995534,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:29.981469,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:31.079493,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:32.063619,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:33.018154,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 131.66666666666666)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:34.052717,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:35.064290,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:36.111639,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:37.134626,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:38.076975,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:39.112605,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:40.142920,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:41.086217,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.171428571428572)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:42.084352,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:43.136475,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:44.269705,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:45.321481,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 70.66666666666667)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:46.403856,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 120.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:47.423275,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:48.432931,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:49.512848,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:50.502470,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.14285714285714)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:51.553549,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:52.599779,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:53.616905,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:54.608464,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:55.770867,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:56.732626,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:57.833110,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:58.870315,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:46:59.875404,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:47:00.912941,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:47:01.974558,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:47:02.981552,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.24)","(1.18, 1.32, 1.316039603960396)"
06-01-2023 12:47:04.076649,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:05.147550,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 88.0)","(41.0, 160.0, 117.5)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:06.233661,"(13.0, 25.0, 22.25)","(51.0, 100.0, 97.0)","(20.0, 55.0, 48.0)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:07.348967,"(13.0, 25.0, 20.1875)","(51.0, 100.0, 97.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:08.465782,"(13.0, 25.0, 20.1875)","(51.0, 100.0, 97.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:09.581041,"(13.0, 25.0, 20.1875)","(51.0, 100.0, 90.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:10.657410,"(13.0, 25.0, 20.1875)","(51.0, 100.0, 90.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:11.842018,"(13.0, 25.0, 20.1875)","(51.0, 100.0, 90.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:13.051386,"(13.0, 25.0, 20.1875)","(51.0, 100.0, 90.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:14.176830,"(13.0, 24.0, 19.973684210526315)","(51.0, 100.0, 98.0)","(20.0, 55.0, 50.8)","(26.0, 130.0, 102.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:15.287390,"(13.0, 24.0, 19.79032258064516)","(51.0, 100.0, 97.77777777777777)","(20.0, 55.0, 50.8)","(26.0, 130.0, 88.66666666666666)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.18, 1.32, 1.3166554054054054)"
06-01-2023 12:47:16.406543,"(14.0, 24.0, 19.79032258064516)","(51.0, 100.0, 97.0)","(20.0, 55.0, 50.8)","(31.0, 110.0, 88.66666666666666)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:17.375627,"(14.0, 24.0, 19.921875)","(51.0, 100.0, 95.0)","(20.0, 55.0, 50.8)","(31.0, 110.0, 88.66666666666666)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:18.465445,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 110.0)","(20.0, 55.0, 48.666666666666664)","(31.0, 110.0, 88.66666666666666)","(41.0, 160.0, 112.5)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:19.603961,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 116.66666666666667)","(20.0, 55.0, 48.666666666666664)","(31.0, 110.0, 71.6)","(41.0, 150.0, 112.5)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:20.647194,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 116.66666666666667)","(20.0, 55.0, 48.666666666666664)","(31.0, 110.0, 71.6)","(41.0, 150.0, 125.0)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:21.843773,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 116.66666666666667)","(20.0, 55.0, 50.25)","(31.0, 110.0, 71.6)","(41.0, 150.0, 125.0)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:23.032508,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 116.66666666666667)","(20.0, 55.0, 50.25)","(31.0, 110.0, 71.6)","(41.0, 150.0, 105.0)","(5.0, 7.4, 7.1)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:24.180310,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 116.66666666666667)","(20.0, 55.0, 50.25)","(31.0, 110.0, 63.5)","(41.0, 150.0, 105.0)","(5.0, 7.4, 7.072727272727272)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:25.347986,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 150.0, 105.0)","(5.0, 7.4, 6.896774193548387)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:26.489945,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 150.0, 105.0)","(5.0, 7.4, 7.3999999999999995)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:27.595951,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 150.0, 105.0)","(5.0, 7.6, 7.3999999999999995)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:28.769625,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 150.0, 105.0)","(5.0, 7.6, 7.3999999999999995)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:29.889854,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 150.0, 105.0)","(5.0, 7.6, 7.3999999999999995)","(1.2, 1.32, 1.3166554054054054)"
06-01-2023 12:47:31.031575,"(14.0, 24.0, 19.921875)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 150.0, 96.25)","(5.0, 7.6, 7.114285714285714)","(1.2, 1.32, 1.3005882352941176)"
06-01-2023 12:47:32.107918,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 160.0, 96.25)","(5.0, 7.8, 7.114285714285714)","(1.2, 1.32, 1.3005882352941176)"
06-01-2023 12:47:33.275697,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 72.8)","(41.0, 160.0, 96.25)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3005882352941176)"
06-01-2023 12:47:34.438334,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3005882352941176)"
06-01-2023 12:47:35.665758,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
06-01-2023 12:47:36.797379,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
06-01-2023 12:47:38.009574,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
06-01-2023 12:47:39.179891,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
06-01-2023 12:47:40.249947,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
06-01-2023 12:47:41.415067,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
06-01-2023 12:47:42.520261,"(14.0, 24.0, 20.7375)","(51.0, 130.0, 128.0)","(20.0, 55.0, 50.25)","(31.0, 110.0, 79.0)","(41.0, 160.0, 103.33333333333333)","(5.0, 7.8, 7.123076923076923)","(1.2, 1.32, 1.3041322314049588)"
