,Money Run,Mean Blake,Sly Dunbar,Pattaya Pete,Club Model,Royal Emgrand,Acting Foolish,Trip Hazard
11-01-2023 15:34:34.780976,"(61.0, 180.0, 170.3448275862069)","(2.5, 3.3, 3.238235294117647)","(19.0, 34.0, 32.94117647058823)","(26.0, 65.0, 51.2)","(4.0, 5.2, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.070967741935484)","(8.5, 11.0, 10.642857142857142)"
11-01-2023 15:34:35.824835,"(61.0, 180.0, 170.3448275862069)","(2.5, 3.3, 3.2588235294117647)","(19.0, 34.0, 32.94117647058823)","(26.0, 65.0, 51.2)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 11.0, 10.6875)"
11-01-2023 15:34:36.888682,"(61.0, 180.0, 170.3448275862069)","(2.5, 3.3, 3.2588235294117647)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 49.6)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 11.0, 10.6875)"
11-01-2023 15:34:37.961415,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.2777777777777777)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 49.6)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 11.0, 10.6875)"
11-01-2023 15:34:38.995033,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.25)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 51.4)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 11.0, 10.6875)"
11-01-2023 15:34:40.109126,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.25)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 51.4)","(4.0, 5.1, 5.164285714285715)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 11.0, 11.4)"
11-01-2023 15:34:41.274187,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.184)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 49.6)","(4.0, 5.2, 5.164285714285715)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 12.0, 11.521739130434783)"
11-01-2023 15:34:42.383050,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1588235294117646)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 51.4)","(4.0, 5.2, 5.164285714285715)","(7.0, 10.5, 10.25609756097561)","(3.9, 4.2, 4.066666666666666)","(8.5, 12.0, 11.6)"
11-01-2023 15:34:43.555634,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.1868421052631577)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 48.666666666666664)","(4.0, 5.2, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 12.0, 11.3)"
11-01-2023 15:34:44.796844,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.2136363636363634)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 48.666666666666664)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.384615384615385)"
11-01-2023 15:34:45.961776,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.2136363636363634)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.27272727272727)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.384615384615385)"
11-01-2023 15:34:47.093910,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.223684210526316)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.27272727272727)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.384615384615385)"
11-01-2023 15:34:48.324546,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.223684210526316)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 48.666666666666664)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.384615384615385)"
11-01-2023 15:34:49.524191,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.223684210526316)","(19.0, 34.0, 32.714285714285715)","(26.0, 50.0, 52.75)","(4.0, 5.1, 5.164285714285715)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.153846153846153)"
11-01-2023 15:34:50.672302,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.2115384615384617)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 51.142857142857146)","(4.0, 5.2, 5.164285714285715)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 10.933333333333334)"
11-01-2023 15:34:51.766670,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.198)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 48.666666666666664)","(4.0, 5.2, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.166666666666666)"
11-01-2023 15:34:52.895754,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.218518518518519)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.27272727272727)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.26923076923077)"
11-01-2023 15:34:54.012625,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.3, 3.220689655172414)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 48.666666666666664)","(4.0, 5.1, 5.082142857142857)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.3)"
11-01-2023 15:34:55.084953,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.111111111111111)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.082142857142857)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.3)"
11-01-2023 15:34:56.234694,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.113793103448276)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.082142857142857)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.3)"
11-01-2023 15:34:57.323320,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.113793103448276)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.082142857142857)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.3)"
11-01-2023 15:34:58.401268,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.113793103448276)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.082142857142857)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.070967741935484)","(8.5, 11.5, 11.3)"
11-01-2023 15:34:59.548983,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1222222222222222)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.082142857142857)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.085714285714285)","(8.5, 11.5, 11.558823529411764)"
11-01-2023 15:35:00.709609,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1666666666666665)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.085714285714285)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:01.828174,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1666666666666665)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.133333333333333)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:02.976658,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1666666666666665)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.046153846153846)","(8.5, 12.0, 11.555555555555555)"
11-01-2023 15:35:04.235214,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.178571428571429)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.1, 5.0814814814814815)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.0095238095238095)","(8.5, 12.0, 11.555555555555555)"
11-01-2023 15:35:05.517615,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.126666666666667)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 52.92307692307692)","(4.0, 5.1, 5.162962962962963)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.044444444444444)","(8.5, 12.0, 11.384615384615385)"
11-01-2023 15:35:06.639697,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.126666666666667)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 52.92307692307692)","(4.0, 5.2, 5.162962962962963)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.046153846153846)","(8.5, 12.0, 11.0)"
11-01-2023 15:35:07.745222,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1153846153846154)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 52.92307692307692)","(4.0, 5.2, 5.162962962962963)","(7.0, 10.5, 10.25609756097561)","(3.8, 4.2, 4.046153846153846)","(8.5, 12.0, 11.318181818181818)"
11-01-2023 15:35:08.926024,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.134)","(19.0, 34.0, 32.94117647058823)","(26.0, 55.0, 49.63636363636364)","(4.0, 5.2, 5.084615384615384)","(7.0, 10.5, 10.25609756097561)","(3.6, 4.2, 4.046153846153846)","(8.5, 12.0, 11.583333333333334)"
11-01-2023 15:35:10.099139,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1500000000000004)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.63636363636364)","(4.0, 5.1, 5.212195121951219)","(7.0, 10.5, 10.25609756097561)","(3.6, 4.2, 4.046153846153846)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:11.315171,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.146153846153846)","(19.0, 34.0, 32.94117647058823)","(26.0, 50.0, 49.63636363636364)","(4.0, 5.3, 5.119999999999999)","(7.0, 10.5, 10.25609756097561)","(3.6, 4.2, 4.0095238095238095)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:12.460671,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.146153846153846)","(19.0, 34.0, 33.333333333333336)","(26.0, 50.0, 49.63636363636364)","(4.0, 5.3, 5.362500000000001)","(7.0, 10.5, 10.25609756097561)","(3.6, 4.2, 4.046153846153846)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:13.529444,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1464285714285714)","(19.0, 34.0, 33.44444444444444)","(26.0, 50.0, 49.63636363636364)","(4.0, 5.4, 5.362500000000001)","(7.0, 10.5, 10.25609756097561)","(3.6, 4.2, 4.046153846153846)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:14.589016,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1464285714285714)","(19.0, 34.0, 33.44444444444444)","(26.0, 50.0, 49.63636363636364)","(4.0, 5.4, 5.300000000000001)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.0095238095238095)","(8.5, 12.0, 11.375)"
11-01-2023 15:35:15.630008,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.15625)","(19.0, 34.0, 33.23076923076923)","(26.0, 55.0, 52.92307692307692)","(4.0, 5.4, 5.383333333333334)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.0095238095238095)","(8.5, 12.0, 10.928571428571429)"
11-01-2023 15:35:16.660428,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.067741935483871)","(19.0, 34.0, 33.23076923076923)","(26.0, 55.0, 52.92307692307692)","(4.0, 5.4, 5.383333333333334)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.0095238095238095)","(8.5, 12.0, 10.928571428571429)"
11-01-2023 15:35:17.714393,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.0637499999999998)","(19.0, 34.0, 33.23076923076923)","(26.0, 55.0, 52.92307692307692)","(4.0, 5.4, 5.383333333333334)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.12)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:18.801457,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.0677777777777777)","(19.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:19.893867,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.0628205128205126)","(19.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:20.908464,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.0703703703703704)","(19.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:21.931612,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.075)","(19.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:22.962241,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.075)","(19.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:23.970224,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.075)","(20.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:25.012472,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.075)","(20.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.666666666666666)"
11-01-2023 15:35:26.049869,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.0703703703703704)","(20.0, 34.0, 33.23076923076923)","(26.0, 55.0, 52.92307692307692)","(4.0, 5.4, 5.382608695652174)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.807692307692308)"
11-01-2023 15:35:27.104681,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.075)","(20.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.0, 5.3, 5.284)","(7.0, 10.5, 10.222222222222221)","(3.6, 4.2, 4.142857142857142)","(8.5, 12.0, 11.807692307692308)"
11-01-2023 15:35:28.177673,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.075)","(21.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.2, 5.3, 5.25)","(7.5, 10.5, 10.222222222222221)","(3.7, 4.2, 4.051851851851852)","(9.0, 12.0, 11.807692307692308)"
11-01-2023 15:35:29.304717,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.076)","(21.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.2, 5.3, 5.25)","(7.5, 10.5, 10.222222222222221)","(3.7, 4.2, 4.046153846153846)","(9.0, 12.0, 11.807692307692308)"
11-01-2023 15:35:30.734252,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.076)","(21.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.2, 5.3, 5.25)","(7.5, 10.5, 10.222222222222221)","(3.7, 4.2, 4.051851851851852)","(9.0, 12.0, 11.807692307692308)"
11-01-2023 15:35:31.909492,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.076)","(21.0, 32.0, 31.2)","(26.0, 50.0, 49.333333333333336)","(4.2, 5.3, 5.384615384615385)","(7.5, 10.5, 10.222222222222221)","(3.7, 4.2, 4.0181818181818185)","(9.0, 12.0, 11.0625)"
11-01-2023 15:35:33.045766,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.068421052631579)","(21.0, 34.0, 33.23076923076923)","(26.0, 55.0, 52.92307692307692)","(4.2, 5.4, 5.35483870967742)","(7.5, 10.5, 10.222222222222221)","(3.7, 4.2, 4.0181818181818185)","(9.0, 12.0, 11.294117647058824)"
11-01-2023 15:35:34.107672,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.1, 3.0733333333333333)","(21.0, 34.0, 33.23076923076923)","(31.0, 55.0, 52.92307692307692)","(4.4, 5.4, 5.35483870967742)","(7.5, 10.5, 10.222222222222221)","(3.7, 4.2, 4.0095238095238095)","(9.0, 12.0, 11.642857142857142)"
11-01-2023 15:35:35.279236,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.15, 3.1447368421052633)","(21.0, 32.0, 31.4375)","(31.0, 50.0, 49.30434782608695)","(4.4, 5.4, 5.384615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.051851851851852)","(9.0, 12.0, 11.476190476190476)"
11-01-2023 15:35:36.318851,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.15, 3.125)","(21.0, 32.0, 31.4375)","(31.0, 50.0, 49.36)","(4.4, 5.4, 5.3533333333333335)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.088888888888889)","(9.0, 12.0, 11.476190476190476)"
11-01-2023 15:35:37.501902,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.15, 3.104347826086957)","(21.0, 32.0, 31.4375)","(31.0, 50.0, 46.0)","(4.4, 5.4, 5.384615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.088888888888889)","(9.0, 12.0, 11.476190476190476)"
11-01-2023 15:35:38.705200,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1592592592592594)","(21.0, 32.0, 31.4375)","(31.0, 50.0, 46.0)","(4.4, 5.4, 5.384615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.088888888888889)","(9.0, 12.0, 11.476190476190476)"
11-01-2023 15:35:39.847904,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1592592592592594)","(21.0, 32.0, 31.4375)","(31.0, 50.0, 48.0)","(4.4, 5.4, 5.35483870967742)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.088888888888889)","(9.0, 12.0, 10.397058823529411)"
11-01-2023 15:35:40.947909,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1673469387755104)","(21.0, 34.0, 33.333333333333336)","(31.0, 55.0, 45.375)","(4.4, 5.4, 5.35483870967742)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.088888888888889)","(9.0, 11.5, 10.363636363636363)"
11-01-2023 15:35:41.978666,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1673469387755104)","(21.0, 34.0, 33.333333333333336)","(31.0, 55.0, 45.375)","(4.4, 5.4, 5.384615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.088888888888889)","(9.0, 11.5, 10.363636363636363)"
11-01-2023 15:35:42.998420,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1660000000000004)","(21.0, 34.0, 33.333333333333336)","(31.0, 55.0, 48.0)","(4.4, 5.4, 5.2709677419354835)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.2, 4.282608695652174)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:44.086611,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1676470588235293)","(21.0, 32.0, 31.142857142857142)","(31.0, 48.0, 44.59090909090909)","(4.4, 5.3, 5.2846153846153845)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.4, 4.24)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:45.072353,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1676470588235293)","(21.0, 32.0, 31.142857142857142)","(31.0, 48.0, 44.59090909090909)","(4.4, 5.3, 5.133333333333333)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.4, 4.242857142857143)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:46.109336,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.165625)","(21.0, 32.0, 30.0)","(31.0, 48.0, 44.666666666666664)","(4.4, 5.3, 5.133333333333333)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.242857142857143)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:47.327771,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1791666666666667)","(21.0, 32.0, 30.666666666666668)","(31.0, 48.0, 44.666666666666664)","(4.4, 5.3, 5.114285714285714)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.242857142857143)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:48.413579,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.175)","(21.0, 32.0, 31.1)","(31.0, 48.0, 44.72727272727273)","(4.4, 5.3, 5.133333333333333)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.057692307692308)"
11-01-2023 15:35:49.550215,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.138888888888889)","(21.0, 34.0, 30.764705882352942)","(31.0, 48.0, 44.72727272727273)","(4.4, 5.3, 5.118181818181818)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.057692307692308)"
11-01-2023 15:35:50.662923,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.15, 3.0888888888888886)","(21.0, 32.0, 29.666666666666668)","(31.0, 48.0, 44.7906976744186)","(4.4, 5.3, 5.14)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.363636363636363)"
11-01-2023 15:35:51.783440,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.098)","(21.0, 32.0, 29.833333333333332)","(31.0, 48.0, 43.904761904761905)","(4.4, 5.3, 5.133333333333333)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:52.828494,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.126086956521739)","(21.0, 30.0, 29.833333333333332)","(31.0, 44.0, 43.904761904761905)","(4.4, 5.3, 5.118181818181818)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:53.939707,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.126086956521739)","(21.0, 30.0, 29.90909090909091)","(31.0, 44.0, 43.904761904761905)","(4.4, 5.3, 5.211764705882353)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.764705882352942)"
11-01-2023 15:35:55.029698,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.122727272727273)","(21.0, 30.0, 29.90909090909091)","(31.0, 44.0, 43.904761904761905)","(4.4, 5.3, 5.184615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.768292682926829)"
11-01-2023 15:35:56.113268,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.188888888888889)","(21.0, 30.0, 29.90909090909091)","(31.0, 44.0, 43.904761904761905)","(4.4, 5.2, 5.184615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.25)","(9.0, 11.5, 10.768292682926829)"
11-01-2023 15:35:57.160354,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1592592592592594)","(21.0, 30.0, 29.875)","(31.0, 44.0, 43.904761904761905)","(4.4, 5.2, 5.184615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.5, 4.3464285714285715)","(9.0, 11.5, 10.321739130434782)"
11-01-2023 15:35:58.185085,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.2, 3.1476190476190475)","(21.0, 32.0, 30.25)","(31.0, 48.0, 44.7906976744186)","(4.4, 5.2, 5.184615384615385)","(7.5, 10.5, 10.243589743589743)","(3.7, 4.4, 4.3464285714285715)","(9.0, 11.0, 9.88)"
11-01-2023 15:35:59.255006,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.164285714285714)","(21.0, 32.0, 30.5)","(31.0, 48.0, 44.7906976744186)","(4.4, 5.2, 5.223076923076923)","(7.5, 10.5, 10.25609756097561)","(3.7, 4.4, 4.34)","(9.0, 11.0, 10.605263157894736)"
11-01-2023 15:36:00.511708,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.2071428571428573)","(21.0, 32.0, 29.666666666666668)","(31.0, 48.0, 43.904761904761905)","(4.4, 5.3, 5.199999999999999)","(7.5, 10.5, 10.25609756097561)","(3.7, 4.4, 4.228571428571429)","(9.0, 11.0, 10.74074074074074)"
11-01-2023 15:36:01.687193,"(71.0, 180.0, 170.3448275862069)","(2.6, 3.25, 3.183333333333333)","(21.0, 30.0, 29.75)","(31.0, 44.0, 43.904761904761905)","(4.4, 5.3, 5.169230769230769)","(7.5, 10.5, 10.202380952380953)","(3.7, 4.4, 4.290909090909091)","(9.0, 11.0, 10.696969696969697)"
