,Great Fantasy Nz,Winsome Ruby,Orlandos Gift,Meet Michaelangelo,Lovelorn,My Bad Habits,Scenic Sky,Muscletonian,Barhoon,Super Angus
12-01-2023 14:50:39.667697,"(12.0, 99999, 99990)","(15.0, 23.0, 20.88235294117647)","(5.0, 7.6, 7.133333333333333)","(19.0, 25.0, 21.0)","(4.8, 5.5, 5.216666666666667)","(9.0, 13.5, 12.807692307692308)","(9.0, 13.0, 12.210526315789474)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.685714285714286)","(6.0, 7.0, 6.482758620689656)"
12-01-2023 14:50:40.996851,"(12.0, 99999, 99990)","(15.0, 23.0, 20.88235294117647)","(5.0, 7.6, 7.133333333333333)","(19.0, 24.0, 21.0)","(4.8, 5.5, 5.216666666666667)","(9.0, 13.5, 12.807692307692308)","(9.0, 13.0, 12.210526315789474)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.685714285714286)","(6.0, 7.0, 6.482758620689656)"
12-01-2023 14:50:42.264394,"(12.0, 99999, 99990)","(15.0, 22.0, 21.285714285714285)","(5.0, 7.6, 7.1625)","(19.0, 23.0, 23.25)","(4.8, 5.2, 5.042424242424242)","(9.0, 13.5, 12.807692307692308)","(9.0, 13.0, 12.166666666666666)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.685714285714286)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:43.572731,"(12.0, 99999, 99990)","(15.0, 22.0, 21.285714285714285)","(5.0, 7.6, 7.188235294117646)","(19.0, 27.0, 22.75)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 12.807692307692308)","(9.0, 13.0, 11.928571428571429)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.685714285714286)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:44.899461,"(12.0, 99999, 99990)","(15.0, 22.0, 21.285714285714285)","(5.0, 7.6, 7.188235294117646)","(19.0, 26.0, 20.583333333333332)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 11.625)","(9.0, 13.0, 11.928571428571429)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.685714285714286)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:46.261732,"(12.0, 99999, 99990)","(15.0, 22.0, 21.428571428571427)","(5.0, 7.6, 7.188235294117646)","(19.0, 26.0, 21.333333333333332)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 12.666666666666666)","(9.0, 13.0, 11.823529411764707)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.685714285714286)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:47.563624,"(12.0, 99999, 99990)","(15.0, 22.0, 21.428571428571427)","(5.0, 7.6, 7.2)","(19.0, 25.0, 20.25)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 12.875)","(9.0, 13.0, 11.869565217391305)","(101.0, 180.0, 168.33333333333331)","(3.6, 4.8, 4.771428571428571)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:48.971717,"(12.0, 99999, 99990)","(15.0, 22.0, 21.2)","(5.0, 7.6, 7.0)","(19.0, 24.0, 20.25)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 12.875)","(9.0, 13.0, 11.869565217391305)","(101.0, 180.0, 143.33333333333334)","(3.6, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:50.318776,"(12.0, 99999, 99990)","(15.0, 22.0, 21.2)","(5.0, 7.6, 7.266666666666667)","(19.0, 24.0, 20.25)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.133333333333333)","(101.0, 150.0, 143.33333333333334)","(3.6, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:51.636655,"(12.0, 99999, 99990)","(15.0, 22.0, 21.2)","(5.0, 7.6, 7.266666666666667)","(19.0, 24.0, 20.25)","(4.8, 5.2, 5.033333333333333)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.133333333333333)","(101.0, 150.0, 143.33333333333334)","(3.6, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:52.959313,"(12.0, 99999, 99990)","(15.0, 22.0, 21.2)","(5.0, 7.8, 7.0)","(19.0, 24.0, 20.25)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 136.36363636363637)","(3.6, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:54.349665,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.0)","(19.0, 24.0, 20.25)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.130434782608695)","(101.0, 140.0, 134.28571428571428)","(3.6, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:55.618374,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.0)","(19.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.130434782608695)","(101.0, 140.0, 134.28571428571428)","(3.6, 4.8, 4.771428571428571)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:56.853855,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.0)","(19.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.130434782608695)","(101.0, 140.0, 134.28571428571428)","(3.6, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:58.188800,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.130434782608695)","(101.0, 140.0, 134.28571428571428)","(3.7, 4.8, 4.72)","(6.0, 7.0, 6.375)"
12-01-2023 14:50:59.437854,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.25925925925926)","(101.0, 140.0, 142.85714285714286)","(3.7, 4.8, 4.733333333333333)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:00.730435,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:02.094523,"(12.0, 99999, 99990)","(16.0, 22.0, 21.2)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.875)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.786363636363636)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:03.469959,"(12.0, 99999, 99990)","(16.0, 22.0, 20.473684210526315)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.3)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.7625)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:04.849986,"(12.0, 99999, 99990)","(16.0, 23.0, 20.473684210526315)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.785714285714286)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:06.239217,"(12.0, 99999, 99990)","(16.0, 23.0, 20.473684210526315)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:07.619138,"(12.0, 99999, 99990)","(16.0, 23.0, 21.0)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.015384615384615)","(9.0, 13.5, 12.9)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:08.937870,"(12.0, 99999, 99990)","(16.0, 23.0, 21.0)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.2, 5.018604651162791)","(9.0, 13.5, 12.9)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:10.237354,"(12.0, 99999, 99990)","(16.0, 23.0, 20.0)","(5.0, 7.8, 7.08)","(18.0, 24.0, 20.25)","(4.8, 5.2, 5.02)","(9.0, 13.5, 12.857142857142858)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:11.478676,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.8, 7.254545454545454)","(18.0, 24.0, 20.25)","(4.8, 5.2, 5.02)","(9.0, 13.5, 12.857142857142858)","(9.0, 13.0, 12.25925925925926)","(101.0, 150.0, 134.28571428571428)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:12.760572,"(12.0, 99999, 99990)","(16.0, 22.0, 21.428571428571427)","(5.0, 7.8, 7.05)","(18.0, 24.0, 20.25)","(4.8, 5.2, 5.02)","(9.0, 13.5, 12.857142857142858)","(9.0, 13.0, 12.25925925925926)","(101.0, 140.0, 134.28571428571428)","(3.7, 4.8, 4.776)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:14.111453,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.8, 7.05)","(18.0, 24.0, 20.25)","(4.8, 5.2, 5.02)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.25925925925926)","(101.0, 140.0, 134.28571428571428)","(3.7, 4.8, 4.945161290322581)","(6.0, 7.0, 6.375)"
12-01-2023 14:51:15.462993,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.8, 7.05)","(18.0, 24.0, 20.25)","(4.8, 5.2, 5.02)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.133333333333333)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.945161290322581)","(6.0, 7.0, 6.285714285714286)"
12-01-2023 14:51:16.829378,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.8, 7.35)","(18.0, 24.0, 20.25)","(4.8, 5.2, 4.9365853658536585)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.133333333333333)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.725)","(6.0, 7.0, 6.56)"
12-01-2023 14:51:18.162017,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.6, 7.35)","(18.0, 24.0, 20.25)","(4.8, 5.2, 4.96)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.25925925925926)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.85)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:51:19.484979,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.6, 7.05)","(18.0, 24.0, 20.25)","(4.8, 5.2, 5.233333333333333)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.133333333333333)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.85)","(6.0, 6.8, 6.36969696969697)"
12-01-2023 14:51:20.821949,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.8, 6.888)","(18.0, 24.0, 20.25)","(4.8, 5.3, 5.26)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.133333333333333)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.7875)","(6.0, 7.0, 6.2827586206896555)"
12-01-2023 14:51:22.182469,"(12.0, 99999, 99990)","(16.0, 22.0, 21.0)","(5.0, 7.8, 6.888)","(18.0, 24.0, 20.25)","(4.8, 5.3, 5.265217391304348)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.133333333333333)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.7875)","(6.0, 7.0, 6.2827586206896555)"
12-01-2023 14:51:23.392932,"(12.0, 99999, 99990)","(16.0, 23.0, 21.5)","(5.0, 7.8, 7.35)","(18.0, 24.0, 20.25)","(4.8, 5.3, 5.265217391304348)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.25925925925926)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.85)","(6.0, 7.0, 6.666666666666666)"
12-01-2023 14:51:24.578071,"(12.0, 99999, 99990)","(16.0, 23.0, 21.5)","(5.0, 7.6, 7.35)","(18.0, 24.0, 20.25)","(4.8, 5.3, 5.236)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.25925925925926)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.85)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:51:25.860038,"(12.0, 99999, 99990)","(16.0, 23.0, 21.5)","(5.0, 7.6, 6.888)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.017647058823529)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.133333333333333)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.85)","(6.0, 6.8, 6.36969696969697)"
12-01-2023 14:51:27.181132,"(12.0, 99999, 99990)","(16.0, 23.0, 21.071428571428573)","(5.0, 7.8, 7.35)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.214285714285714)","(9.0, 13.5, 12.6)","(9.0, 13.0, 12.342105263157894)","(101.0, 140.0, 134.28571428571428)","(3.7, 5.1, 4.7875)","(6.0, 7.0, 6.56)"
12-01-2023 14:51:28.571758,"(12.0, 99999, 99990)","(16.0, 23.0, 21.071428571428573)","(5.0, 7.6, 7.35)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.214285714285714)","(9.0, 13.5, 12.6)","(9.0, 12.5, 12.285714285714285)","(101.0, 140.0, 167.14285714285714)","(3.7, 5.1, 4.891666666666667)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:51:29.984234,"(12.0, 99999, 99990)","(16.0, 23.0, 21.071428571428573)","(5.0, 7.6, 7.145454545454545)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.264705882352941)","(9.0, 13.5, 12.6)","(9.0, 12.5, 12.285714285714285)","(101.0, 190.0, 174.0)","(3.7, 5.1, 4.923529411764705)","(6.0, 6.8, 6.76)"
12-01-2023 14:51:31.343542,"(12.0, 99999, 99990)","(16.0, 23.0, 21.071428571428573)","(5.0, 7.6, 6.975)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.264705882352941)","(9.0, 13.5, 13.666666666666666)","(9.0, 12.5, 12.285714285714285)","(101.0, 190.0, 182.0)","(3.7, 5.1, 4.836842105263157)","(6.0, 6.8, 6.766666666666667)"
12-01-2023 14:51:32.640561,"(12.0, 99999, 99990)","(16.0, 23.0, 21.071428571428573)","(5.0, 7.6, 7.145454545454545)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.264705882352941)","(9.0, 14.0, 13.666666666666666)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.7, 5.1, 4.795652173913043)","(6.0, 6.8, 6.766666666666667)"
12-01-2023 14:51:33.873990,"(12.0, 99999, 99990)","(16.0, 23.0, 21.071428571428573)","(5.0, 7.6, 7.145454545454545)","(18.0, 24.0, 20.142857142857142)","(4.8, 5.3, 5.264705882352941)","(9.0, 14.0, 13.666666666666666)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.7, 5.1, 4.7894736842105265)","(6.0, 6.8, 6.766666666666667)"
12-01-2023 14:51:35.129848,"(12.0, 99999, 99990)","(18.0, 23.0, 21.071428571428573)","(5.5, 7.6, 6.975)","(17.0, 24.0, 20.142857142857142)","(4.6, 5.3, 5.264705882352941)","(9.0, 14.0, 13.666666666666666)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.7894736842105265)","(6.0, 6.8, 6.766666666666667)"
12-01-2023 14:51:36.362394,"(12.0, 99999, 99990)","(18.0, 23.0, 21.071428571428573)","(5.5, 7.6, 6.975)","(17.0, 24.0, 20.142857142857142)","(4.6, 5.3, 5.264705882352941)","(9.0, 14.0, 13.666666666666666)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.7894736842105265)","(6.0, 6.8, 6.766666666666667)"
12-01-2023 14:51:37.970565,"(12.0, 99999, 99990)","(18.0, 23.0, 21.071428571428573)","(5.5, 7.6, 6.975)","(17.0, 24.0, 20.142857142857142)","(4.6, 5.3, 5.264705882352941)","(9.0, 14.0, 13.666666666666666)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.7894736842105265)","(6.0, 6.8, 6.766666666666667)"
12-01-2023 14:51:39.610809,"(12.0, 99999, 99990)","(18.0, 23.0, 21.071428571428573)","(5.5, 7.6, 7.0285714285714285)","(17.0, 24.0, 20.142857142857142)","(4.6, 5.3, 5.204545454545454)","(9.0, 14.0, 13.666666666666666)","(9.0, 12.5, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.7894736842105265)","(6.0, 7.0, 6.531707317073171)"
12-01-2023 14:51:41.131906,"(12.0, 99999, 99990)","(18.0, 23.0, 21.2)","(5.5, 7.6, 7.2)","(17.0, 24.0, 20.0625)","(4.6, 5.3, 5.222222222222222)","(9.0, 14.0, 13.714285714285714)","(9.0, 13.0, 11.923076923076923)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.7272727272727275)","(6.0, 7.0, 6.64)"
12-01-2023 14:51:42.595758,"(12.0, 99999, 99990)","(18.0, 22.0, 21.2)","(5.5, 7.4, 7.2)","(17.0, 24.0, 20.0625)","(4.6, 5.3, 5.222222222222222)","(9.0, 14.0, 13.714285714285714)","(9.0, 13.0, 11.923076923076923)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.7272727272727275)","(6.0, 6.8, 6.64)"
12-01-2023 14:51:44.057163,"(12.0, 99999, 99990)","(18.0, 22.0, 21.2)","(5.5, 7.4, 7.1)","(17.0, 24.0, 20.666666666666668)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.714285714285714)","(9.0, 13.0, 11.923076923076923)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.76)","(6.0, 6.8, 6.64)"
12-01-2023 14:51:45.392125,"(12.0, 99999, 99990)","(18.0, 22.0, 21.2)","(5.5, 7.4, 7.25)","(17.0, 23.0, 20.75)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.76)","(6.0, 6.8, 6.56)"
12-01-2023 14:51:46.798260,"(12.0, 99999, 99990)","(18.0, 22.0, 21.2)","(5.5, 7.4, 7.25)","(17.0, 22.0, 20.0)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.0, 4.736363636363636)","(6.0, 6.8, 6.55)"
12-01-2023 14:51:48.215650,"(12.0, 99999, 99990)","(18.0, 22.0, 21.2)","(5.5, 7.4, 7.25)","(17.0, 21.0, 19.75)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.757142857142857)","(6.0, 6.8, 6.55)"
12-01-2023 14:51:49.581467,"(12.0, 99999, 99990)","(18.0, 22.0, 21.2)","(5.5, 7.4, 7.04)","(17.0, 20.0, 20.0)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.9)","(6.0, 6.8, 6.62)"
12-01-2023 14:51:50.916603,"(12.0, 99999, 99990)","(18.0, 22.0, 20.75)","(5.5, 7.6, 7.16)","(17.0, 21.0, 21.0)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.9)","(6.0, 6.8, 6.5)"
12-01-2023 14:51:52.272016,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 7.16)","(17.0, 24.0, 21.25)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.9)","(6.0, 6.8, 6.5)"
12-01-2023 14:51:53.701999,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 7.16)","(15.0, 23.0, 20.333333333333332)","(4.6, 5.3, 5.208695652173913)","(9.0, 14.0, 13.75)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 177.5)","(3.9, 5.1, 4.9)","(6.0, 6.8, 6.5)"
12-01-2023 14:51:55.006902,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 7.25)","(15.0, 22.0, 20.25)","(4.6, 5.3, 5.166666666666667)","(9.0, 14.0, 13.75)","(9.0, 12.5, 12.285714285714285)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.95)","(6.0, 6.8, 6.5)"
12-01-2023 14:51:56.385598,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 7.25)","(15.0, 21.0, 20.0)","(4.6, 5.3, 5.125)","(9.0, 14.0, 13.75)","(9.0, 12.5, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.95)","(6.0, 6.8, 6.5)"
12-01-2023 14:51:57.670945,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 7.16)","(15.0, 21.0, 20.0)","(4.6, 5.3, 5.152631578947369)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.9)","(6.0, 6.8, 6.5)"
12-01-2023 14:51:59.029296,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 7.025)","(15.0, 21.0, 20.0)","(4.6, 5.3, 5.16)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 182.0)","(3.9, 5.1, 4.95)","(6.0, 6.8, 6.5)"
12-01-2023 14:52:00.459963,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.0, 6.98)","(15.0, 21.0, 21.25)","(4.6, 5.3, 5.16)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 183.63636363636363)","(3.9, 5.1, 4.95)","(6.0, 6.8, 6.581818181818182)"
12-01-2023 14:52:01.819817,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.4, 6.8545454545454545)","(15.0, 23.0, 20.083333333333332)","(4.6, 5.3, 5.16)","(9.0, 14.0, 13.75)","(9.0, 13.0, 12.09090909090909)","(101.0, 200.0, 183.63636363636363)","(3.9, 5.1, 4.7439024390243905)","(6.0, 6.8, 6.457142857142857)"
12-01-2023 14:52:03.247189,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.0, 6.8545454545454545)","(15.0, 23.0, 20.333333333333332)","(4.6, 5.3, 5.230769230769231)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.0625)","(101.0, 200.0, 183.63636363636363)","(3.9, 5.0, 4.834328358208955)","(6.0, 6.8, 6.64)"
12-01-2023 14:52:04.717488,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.0, 6.8545454545454545)","(15.0, 22.0, 19.875)","(4.6, 5.3, 5.230769230769231)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.0625)","(101.0, 200.0, 183.63636363636363)","(3.9, 5.0, 4.878688524590164)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:52:06.101251,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.0, 6.8545454545454545)","(15.0, 21.0, 19.875)","(4.6, 5.3, 5.230769230769231)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.0625)","(101.0, 200.0, 166.66666666666666)","(3.9, 5.0, 4.894285714285714)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:52:07.503875,"(12.0, 99999, 99990)","(18.0, 23.0, 20.75)","(5.5, 7.0, 6.8545454545454545)","(15.0, 21.0, 19.875)","(4.6, 5.3, 5.230769230769231)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.25)","(101.0, 190.0, 181.42857142857144)","(3.9, 5.0, 4.894285714285714)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:52:08.915916,"(12.0, 99999, 99990)","(18.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.8545454545454545)","(15.0, 21.0, 19.875)","(4.2, 5.3, 5.230769230769231)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.25)","(101.0, 190.0, 181.42857142857144)","(4.0, 5.0, 4.913953488372093)","(6.0, 6.8, 6.666666666666666)"
12-01-2023 14:52:10.367894,"(12.0, 99999, 99990)","(18.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.542857142857143)","(15.0, 21.0, 19.875)","(4.2, 5.3, 5.230769230769231)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.25)","(101.0, 190.0, 181.42857142857144)","(4.0, 5.0, 4.913953488372093)","(6.0, 6.8, 6.666666666666667)"
12-01-2023 14:52:11.772430,"(12.0, 99999, 99990)","(18.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.573333333333333)","(15.0, 21.0, 19.875)","(4.2, 5.3, 5.183783783783784)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.25)","(101.0, 190.0, 181.42857142857144)","(4.0, 5.0, 4.913953488372093)","(6.0, 7.0, 6.7176470588235295)"
12-01-2023 14:52:13.046609,"(12.0, 99999, 99990)","(18.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.573333333333333)","(15.0, 21.0, 19.875)","(4.2, 5.2, 5.188888888888889)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.25)","(101.0, 190.0, 181.42857142857144)","(4.0, 5.0, 4.913953488372093)","(6.0, 7.0, 6.7176470588235295)"
12-01-2023 14:52:14.399768,"(12.0, 99999, 99990)","(18.0, 23.0, 21.96153846153846)","(5.5, 7.0, 6.573333333333333)","(15.0, 21.0, 19.875)","(4.2, 5.2, 5.188888888888889)","(9.0, 14.0, 13.863636363636363)","(9.0, 13.0, 12.25)","(101.0, 190.0, 181.42857142857144)","(4.0, 5.0, 4.913953488372093)","(6.0, 7.0, 6.7176470588235295)"
