,Heart Of The Arts,My Precious Mama,Caribbean Times,Sweet Suzi,Heart Of Sahara,Times Tickin,Torrevean Veloce,Mata Ole Le Afa,Goldngalaxy
36,"[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 52, 29808), 10.0, 17.5]"
37,"[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 53, 311053), 10.0, 17.5]"
38,"[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 54, 597208), 10.0, 17.5]"
39,"[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 55, 838306), 10.0, 17.5]"
40,"[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 57, 91042), 10.0, 17.5]"
41,"[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 58, 327736), 10.0, 17.5]"
42,"[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 25, 59, 686415), 10.0, 17.5]"
43,"[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 0, 968439), 10.0, 17.5]"
44,"[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 2, 217637), 10.0, 17.5]"
45,"[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 3, 479300), 10.0, 17.5]"
46,"[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 4, 787235), 10.0, 17.5]"
47,"[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 6, 39495), 10.0, 17.5]"
48,"[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 7, 284665), 10.0, 17.5]"
49,"[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 8, 543871), 10.0, 17.5]"
50,"[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 9, 756419), 10.0, 17.5]"
51,"[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 10, 991709), 10.0, 17.5]"
52,"[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 12, 217092), 10.0, 17.5]"
53,"[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 13, 439850), 10.0, 17.5]"
54,"[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 14, 690166), 10.0, 17.5]"
55,"[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 15, 995074), 10.0, 17.5]"
56,"[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 17, 263718), 10.0, 17.5]"
57,"[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 18, 520005), 10.0, 17.5]"
58,"[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 19, 768925), 10.0, 17.5]"
59,"[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 20, 995714), 10.0, 17.5]"
60,"[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 22, 221226), 10.0, 17.5]"
61,"[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 23, 458237), 10.0, 17.5]"
62,"[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 24, 696816), 10.0, 17.5]"
63,"[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 25, 920599), 10.0, 17.5]"
64,"[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 27, 165375), 10.0, 17.5]"
65,"[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 28, 398974), 10.0, 17.5]"
66,"[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 29, 634556), 10.0, 17.5]"
67,"[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 30, 867794), 10.0, 17.5]"
68,"[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 32, 86630), 10.0, 17.5]"
69,"[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 33, 347041), 10.0, 17.5]"
70,"[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 34, 578842), 10.0, 17.5]"
71,"[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 3.2, 4.6]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 81.0, 250.0]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 2.25, 3.25]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 81.0, 300.0]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 6.0, 9.0]","[datetime.datetime(2022, 11, 28, 18, 26, 35, 817990), 10.0, 17.5]"
