,Heart Of The Arts,My Precious Mama,Caribbean Times,Sweet Suzi,Heart Of Sahara,Times Tickin,Torrevean Veloce,Mata Ole Le Afa,Goldngalaxy
1008,"[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 45, 58, 911697), 10.0, 16.0]"
1009,"[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 0, 148410), 10.0, 16.0]"
1010,"[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 1, 359849), 10.0, 16.0]"
1011,"[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 2, 579318), 10.0, 16.0]"
1012,"[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 3, 808426), 10.0, 16.0]"
1013,"[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 5, 34028), 10.0, 16.0]"
1014,"[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 6, 243572), 10.0, 16.0]"
1015,"[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 7, 472596), 10.0, 16.0]"
1016,"[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 8, 697616), 10.0, 16.0]"
1017,"[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 9, 945482), 10.0, 16.0]"
1018,"[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 11, 165445), 10.0, 16.0]"
1019,"[datetime.datetime(2022, 11, 28, 18, 46, 12, 455478), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 12, 456484), 10.0, 16.0]"
1020,"[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 13, 684388), 10.0, 16.0]"
1021,"[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 14, 916602), 10.0, 16.0]"
1022,"[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 16, 142270), 10.0, 16.0]"
1023,"[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 17, 364817), 10.0, 16.0]"
1024,"[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 18, 572713), 10.0, 16.0]"
1025,"[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 19, 782857), 10.0, 16.0]"
1026,"[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 21, 11106), 10.0, 16.0]"
1027,"[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 22, 219945), 10.0, 16.0]"
1028,"[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 23, 431256), 10.0, 16.0]"
1029,"[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 24, 640749), 10.0, 16.0]"
1030,"[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 25, 851175), 10.0, 16.0]"
1031,"[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 27, 60909), 10.0, 16.0]"
1032,"[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 28, 275569), 10.0, 16.0]"
1033,"[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 29, 505414), 10.0, 16.0]"
1034,"[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 30, 711938), 10.0, 16.0]"
1035,"[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 31, 925228), 10.0, 16.0]"
1036,"[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 33, 159681), 10.0, 16.0]"
1037,"[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 34, 397479), 10.0, 16.0]"
1038,"[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 35, 617443), 10.0, 16.0]"
1039,"[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 36, 834683), 10.0, 16.0]"
1040,"[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 38, 51964), 10.0, 16.0]"
1041,"[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 39, 269894), 10.0, 16.0]"
1042,"[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 40, 483106), 10.0, 16.0]"
1043,"[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 3.2, 5.1]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 71.0, 150.0]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 2.25, 2.86]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 81.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 31.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 26.0, 42.0]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 6.0, 8.8]","[datetime.datetime(2022, 11, 28, 18, 46, 41, 693115), 10.0, 16.0]"
