,Master Copy,Portnoy,Winter Thorn,Oakfield Redgum,Isla,Allthehills,Thailand,My Naughty Boy,Every Effort
14-12-2022 13:16:58.267714,"(1.6, 1.75, 1.7480590717299578)","(7.5, 10.0, 9.710179640718563)","(17.0, 25.0, 24.344827586206897)","(8.0, 10.5, 10.307377049180328)","(11.0, 13.5, 13.209821428571429)","(101.0, 410.0, 382.5)","(8.0, 11.5, 9.86728971962617)","(71.0, 310.0, 277.5)","(51.0, 150.0, 132.0)"
14-12-2022 13:16:59.558741,"(1.6, 1.75, 1.7480590717299578)","(7.5, 9.8, 9.705444126074498)","(17.0, 25.0, 24.441176470588236)","(8.0, 10.5, 10.281954887218046)","(11.0, 13.5, 13.191265060240964)","(101.0, 410.0, 382.5)","(8.0, 11.0, 9.823300970873786)","(71.0, 300.0, 246.66666666666666)","(51.0, 140.0, 132.0)"
14-12-2022 13:17:00.805568,"(1.6, 1.76, 1.7486425339366516)","(7.5, 9.8, 9.705444126074498)","(17.0, 25.0, 25.384615384615383)","(8.0, 10.5, 10.281954887218046)","(11.0, 13.5, 13.191265060240964)","(101.0, 410.0, 375.0)","(8.0, 11.0, 9.856603773584906)","(71.0, 300.0, 246.66666666666666)","(51.0, 140.0, 132.0)"
14-12-2022 13:17:02.135445,"(1.6, 1.76, 1.7496919917864477)","(7.5, 9.8, 9.697196261682244)","(17.0, 26.0, 25.272727272727273)","(8.0, 10.5, 10.123376623376624)","(11.0, 13.5, 13.174267100977199)","(101.0, 400.0, 375.0)","(8.0, 11.0, 9.856603773584906)","(71.0, 300.0, 246.66666666666666)","(51.0, 140.0, 132.0)"
14-12-2022 13:17:03.427200,"(1.6, 1.76, 1.748512585812357)","(7.5, 9.8, 9.697196261682244)","(17.0, 26.0, 25.272727272727273)","(8.0, 10.5, 10.074257425742575)","(11.0, 13.5, 13.16996699669967)","(101.0, 400.0, 327.5)","(8.0, 11.0, 9.898181818181818)","(71.0, 300.0, 246.66666666666666)","(51.0, 140.0, 132.0)"
14-12-2022 13:17:04.672549,"(1.6, 1.76, 1.7526715328467153)","(7.5, 9.8, 9.464761904761906)","(17.0, 26.0, 25.294117647058822)","(8.0, 10.5, 9.844897959183674)","(11.0, 13.5, 13.198795180722891)","(101.0, 350.0, 327.5)","(8.0, 11.0, 10.05607476635514)","(71.0, 300.0, 250.0)","(51.0, 140.0, 123.33333333333334)"
14-12-2022 13:17:06.039316,"(1.6, 1.76, 1.7591611479028697)","(7.5, 9.6, 9.194285714285714)","(17.0, 26.0, 25.294117647058822)","(8.0, 10.0, 9.834782608695653)","(11.0, 13.5, 13.197604790419161)","(101.0, 350.0, 326.0)","(8.0, 11.0, 10.136752136752136)","(71.0, 280.0, 235.0)","(51.0, 140.0, 132.0)"
14-12-2022 13:17:07.297405,"(1.6, 1.76, 1.7578625954198472)","(7.5, 9.4, 9.25625)","(17.0, 26.0, 25.294117647058822)","(8.0, 10.0, 9.834782608695653)","(11.0, 13.5, 13.197604790419161)","(101.0, 350.0, 326.0)","(8.0, 11.0, 10.129310344827585)","(71.0, 280.0, 235.0)","(51.0, 140.0, 120.0)"
14-12-2022 13:17:08.547793,"(1.55, 1.77, 1.753141993957704)","(8.0, 9.4, 9.197333333333333)","(18.0, 26.0, 25.294117647058822)","(8.5, 10.0, 9.834782608695653)","(11.0, 13.5, 13.168769716088327)","(101.0, 350.0, 326.0)","(8.5, 11.0, 10.12)","(91.0, 280.0, 235.0)","(61.0, 140.0, 125.0)"
14-12-2022 13:17:09.876324,"(1.55, 1.77, 1.765566037735849)","(8.0, 9.4, 9.179710144927537)","(18.0, 26.0, 25.294117647058822)","(8.5, 10.0, 9.814201183431953)","(11.0, 13.5, 13.168769716088327)","(101.0, 350.0, 326.0)","(8.5, 11.0, 10.12)","(91.0, 280.0, 235.0)","(61.0, 140.0, 140.0)"
14-12-2022 13:17:11.215229,"(1.55, 1.77, 1.765982905982906)","(8.0, 9.4, 9.2126582278481)","(18.0, 26.0, 25.294117647058822)","(8.5, 10.0, 9.814634146341463)","(11.0, 13.5, 13.168769716088327)","(101.0, 350.0, 326.0)","(8.5, 11.0, 10.12)","(91.0, 280.0, 235.0)","(61.0, 160.0, 140.0)"
14-12-2022 13:17:12.570857,"(1.55, 1.77, 1.7642412451361869)","(8.0, 9.4, 9.0)","(18.0, 26.0, 25.314285714285713)","(8.5, 10.0, 9.812923076923077)","(11.0, 13.5, 13.201704545454545)","(101.0, 350.0, 314.0)","(8.5, 11.0, 10.23611111111111)","(91.0, 280.0, 235.0)","(61.0, 160.0, 140.0)"
14-12-2022 13:17:13.970378,"(1.55, 1.77, 1.7683060109289617)","(8.0, 9.0, 8.83859649122807)","(18.0, 26.0, 25.314285714285713)","(8.5, 10.0, 9.812923076923077)","(11.0, 13.5, 13.201704545454545)","(101.0, 350.0, 320.0)","(8.5, 11.0, 10.263565891472869)","(91.0, 280.0, 235.0)","(61.0, 160.0, 137.27272727272728)"
14-12-2022 13:17:15.397711,"(1.55, 1.77, 1.7746178343949044)","(8.0, 9.0, 8.862400000000001)","(18.0, 26.0, 25.314285714285713)","(8.5, 10.0, 9.621296296296297)","(11.0, 13.5, 13.182266009852217)","(101.0, 330.0, 312.5)","(8.5, 11.0, 10.258474576271187)","(91.0, 280.0, 235.0)","(61.0, 160.0, 147.5)"
14-12-2022 13:17:16.792041,"(1.55, 1.78, 1.7746178343949044)","(8.0, 9.0, 8.86046511627907)","(18.0, 26.0, 25.38888888888889)","(8.5, 9.8, 9.614705882352942)","(11.0, 13.5, 13.187960687960688)","(101.0, 330.0, 320.0)","(8.5, 10.5, 10.27155172413793)","(91.0, 280.0, 235.0)","(61.0, 160.0, 126.66666666666667)"
14-12-2022 13:17:18.170085,"(1.55, 1.78, 1.774059753954306)","(8.0, 9.0, 8.761643835616438)","(18.0, 26.0, 25.38888888888889)","(8.5, 9.8, 9.614705882352942)","(11.0, 13.5, 13.188888888888888)","(101.0, 330.0, 321.6666666666667)","(8.5, 10.5, 10.256880733944953)","(91.0, 280.0, 270.0)","(61.0, 160.0, 145.71428571428572)"
14-12-2022 13:17:19.525010,"(1.55, 1.78, 1.7755478260869566)","(8.0, 9.0, 8.666666666666666)","(18.0, 26.0, 25.463414634146343)","(8.5, 9.8, 9.633480176211453)","(11.0, 13.5, 13.204326923076923)","(101.0, 330.0, 348.2352941176471)","(8.5, 10.5, 10.245192307692308)","(91.0, 280.0, 255.0)","(61.0, 160.0, 146.66666666666666)"
14-12-2022 13:17:20.884810,"(1.55, 1.78, 1.7774193548387096)","(8.0, 8.8, 8.668292682926829)","(18.0, 26.0, 25.475)","(8.5, 9.8, 9.627906976744185)","(11.0, 13.5, 13.221621621621622)","(101.0, 350.0, 405.625)","(8.5, 10.5, 10.231182795698924)","(91.0, 280.0, 263.3333333333333)","(61.0, 160.0, 146.66666666666666)"
14-12-2022 13:17:22.208960,"(1.55, 1.78, 1.777842105263158)","(8.0, 8.8, 8.657894736842104)","(18.0, 26.0, 25.475)","(8.5, 9.8, 9.627906976744185)","(11.0, 13.5, 13.221621621621622)","(101.0, 410.0, 405.625)","(8.5, 10.5, 10.231182795698924)","(91.0, 280.0, 263.3333333333333)","(61.0, 160.0, 146.66666666666666)"
14-12-2022 13:17:23.594152,"(1.55, 1.78, 1.780735294117647)","(8.0, 8.8, 8.633333333333333)","(18.0, 26.0, 25.558823529411764)","(8.5, 9.6, 9.569767441860465)","(11.0, 13.5, 13.213235294117647)","(101.0, 490.0, 458.42105263157896)","(8.5, 10.5, 10.266233766233766)","(91.0, 290.0, 242.0)","(61.0, 160.0, 147.69230769230768)"
14-12-2022 13:17:24.978878,"(1.55, 1.79, 1.7763537906137183)","(8.0, 8.8, 8.49375)","(18.0, 26.0, 25.558823529411764)","(8.5, 9.6, 9.569767441860465)","(11.0, 13.5, 13.222222222222221)","(101.0, 480.0, 463.52941176470586)","(8.5, 11.0, 10.44516129032258)","(91.0, 290.0, 255.0)","(61.0, 160.0, 144.6153846153846)"
14-12-2022 13:17:26.374897,"(1.55, 1.79, 1.785688622754491)","(8.0, 8.8, 8.652307692307692)","(18.0, 26.0, 25.625)","(8.5, 9.8, 9.608835341365461)","(11.0, 13.5, 12.838028169014084)","(101.0, 470.0, 440.0)","(8.5, 11.0, 10.560975609756097)","(91.0, 290.0, 255.0)","(61.0, 160.0, 135.0)"
14-12-2022 13:17:27.714136,"(1.55, 1.79, 1.7862886597938146)","(8.0, 8.8, 8.652307692307692)","(18.0, 26.0, 25.625)","(8.5, 9.8, 9.471046228710463)","(11.0, 13.0, 12.828358208955224)","(101.0, 460.0, 458.1818181818182)","(8.5, 11.0, 10.560975609756097)","(91.0, 280.0, 255.0)","(61.0, 150.0, 130.9090909090909)"
14-12-2022 13:17:29.409435,"(1.55, 1.79, 1.7899468085106383)","(8.0, 8.8, 8.664788732394365)","(18.0, 26.0, 25.651162790697676)","(8.5, 9.8, 9.344489795918367)","(11.0, 13.0, 12.830882352941176)","(101.0, 470.0, 440.0)","(8.5, 11.0, 10.566265060240964)","(91.0, 280.0, 255.0)","(61.0, 140.0, 132.0)"
14-12-2022 13:17:30.925674,"(1.55, 1.79, 1.788904761904762)","(8.0, 8.8, 8.717647058823529)","(18.0, 26.0, 26.444444444444443)","(8.5, 9.4, 9.38888888888889)","(11.0, 13.0, 12.6875)","(101.0, 460.0, 440.0)","(8.5, 11.0, 9.615412844036697)","(91.0, 280.0, 270.0)","(61.0, 140.0, 132.5)"
14-12-2022 13:17:32.565435,"(1.55, 1.82, 1.8042574257425743)","(8.0, 9.0, 8.642105263157895)","(18.0, 28.0, 27.263157894736842)","(8.5, 9.4, 9.292307692307691)","(11.0, 13.5, 12.6875)","(101.0, 460.0, 394.0)","(8.5, 9.8, 10.064935064935066)","(91.0, 290.0, 276.6666666666667)","(61.0, 160.0, 140.58823529411765)"
14-12-2022 13:17:34.091614,"(1.55, 1.81, 1.7959302325581397)","(8.0, 9.0, 8.661538461538461)","(18.0, 28.0, 29.5)","(8.5, 9.4, 9.377600000000001)","(11.0, 13.5, 12.64857142857143)","(101.0, 460.0, 420.0)","(8.5, 11.0, 10.064935064935066)","(91.0, 290.0, 280.0)","(61.0, 160.0, 151.42857142857142)"
14-12-2022 13:17:35.555549,"(1.55, 1.82, 1.7970796460176992)","(7.5, 9.0, 8.642105263157895)","(18.0, 32.0, 29.5)","(8.0, 9.4, 9.24)","(11.0, 13.5, 12.64857142857143)","(101.0, 450.0, 423.3333333333333)","(8.5, 11.0, 10.064935064935066)","(91.0, 290.0, 280.0)","(61.0, 160.0, 148.88888888888889)"
14-12-2022 13:17:37.013511,"(1.55, 1.81, 1.8126618705035973)","(7.5, 9.0, 8.657142857142857)","(18.0, 32.0, 30.51063829787234)","(8.0, 9.4, 9.161538461538461)","(11.0, 13.5, 12.798076923076923)","(101.0, 450.0, 426.6666666666667)","(8.5, 11.0, 9.92)","(91.0, 290.0, 276.6666666666667)","(61.0, 160.0, 164.21052631578948)"
14-12-2022 13:17:38.530967,"(1.55, 1.82, 1.8126618705035973)","(7.5, 8.8, 8.621052631578948)","(18.0, 32.0, 30.51063829787234)","(8.0, 9.4, 9.15875)","(11.0, 13.0, 12.798076923076923)","(101.0, 450.0, 405.0)","(8.5, 11.0, 10.194405594405595)","(91.0, 290.0, 280.0)","(61.0, 170.0, 152.22222222222223)"
14-12-2022 13:17:39.996285,"(1.55, 1.82, 1.8126618705035973)","(7.5, 9.0, 8.84888888888889)","(18.0, 32.0, 30.51063829787234)","(8.0, 9.2, 9.15875)","(11.0, 13.0, 12.798076923076923)","(101.0, 450.0, 405.0)","(8.0, 11.0, 10.194405594405595)","(91.0, 290.0, 280.0)","(61.0, 170.0, 152.22222222222223)"
14-12-2022 13:17:41.356278,"(1.55, 1.82, 1.8126618705035973)","(7.5, 9.0, 8.84888888888889)","(18.0, 32.0, 30.51063829787234)","(8.0, 9.2, 9.15875)","(11.0, 13.0, 12.798076923076923)","(101.0, 450.0, 458.1818181818182)","(8.0, 11.0, 10.074166666666667)","(91.0, 290.0, 276.6666666666667)","(61.0, 170.0, 143.33333333333334)"
14-12-2022 13:17:42.782553,"(1.55, 1.82, 1.8118596491228072)","(7.5, 9.0, 8.663157894736841)","(18.0, 29.0, 28.5)","(8.0, 9.2, 9.150295857988166)","(11.0, 12.5, 12.323529411764707)","(101.0, 510.0, 441.53846153846155)","(8.0, 10.5, 10.074166666666667)","(91.0, 290.0, 276.6666666666667)","(61.0, 170.0, 152.22222222222223)"
14-12-2022 13:17:44.040343,"(1.55, 1.82, 1.8118596491228072)","(7.5, 9.0, 8.688888888888888)","(18.0, 29.0, 28.761904761904763)","(8.0, 9.2, 9.150295857988166)","(11.0, 12.5, 12.323529411764707)","(101.0, 460.0, 495.8333333333333)","(8.0, 10.5, 10.074166666666667)","(91.0, 290.0, 276.6666666666667)","(61.0, 170.0, 152.22222222222223)"
14-12-2022 13:17:45.370525,"(1.55, 1.83, 1.8289754098360655)","(7.5, 9.0, 8.688888888888888)","(18.0, 29.0, 28.761904761904763)","(8.0, 9.2, 9.150295857988166)","(11.0, 12.5, 12.323529411764707)","(101.0, 510.0, 440.8333333333333)","(8.0, 10.5, 10.074166666666667)","(91.0, 290.0, 276.6666666666667)","(61.0, 170.0, 143.33333333333334)"
14-12-2022 13:17:46.586342,"(1.55, 1.84, 1.8343055555555556)","(7.5, 9.0, 8.695238095238095)","(18.0, 29.0, 28.814814814814813)","(8.0, 9.2, 9.147499999999999)","(11.0, 12.5, 12.314432989690722)","(101.0, 450.0, 440.8333333333333)","(8.0, 10.5, 10.074166666666667)","(91.0, 290.0, 276.6666666666667)","(61.0, 170.0, 143.33333333333334)"
14-12-2022 13:17:47.805049,"(1.55, 1.84, 1.7987890625)","(7.5, 9.0, 8.778947368421052)","(18.0, 29.0, 28.821428571428573)","(8.0, 9.2, 9.123529411764705)","(11.0, 12.5, 12.255555555555556)","(101.0, 450.0, 495.8333333333333)","(8.0, 10.5, 10.032051282051283)","(91.0, 290.0, 276.6666666666667)","(61.0, 170.0, 138.0)"
14-12-2022 13:17:49.016268,"(1.55, 1.8, 1.8235969387755102)","(7.5, 8.8, 9.355348837209302)","(18.0, 29.0, 30.6)","(8.0, 9.2, 9.17457627118644)","(11.0, 12.5, 12.252808988764045)","(101.0, 510.0, 780.0)","(8.0, 10.5, 10.035454545454545)","(91.0, 290.0, 285.0)","(61.0, 170.0, 138.0)"
14-12-2022 13:17:50.310435,"(1.55, 1.85, 1.8010854503464204)","(7.5, 9.4, 9.355348837209302)","(18.0, 32.0, 30.98181818181818)","(8.0, 9.2, 9.17457627118644)","(11.0, 12.5, 12.25)","(101.0, 980.0, 537.1428571428571)","(8.0, 10.5, 10.022429906542056)","(91.0, 290.0, 285.0)","(61.0, 170.0, 138.0)"
14-12-2022 13:17:51.575187,"(1.55, 1.84, 1.8018012422360248)","(7.5, 9.8, 9.410309278350516)","(18.0, 32.0, 30.928571428571427)","(8.0, 9.2, 9.177777777777777)","(11.0, 12.5, 12.19047619047619)","(101.0, 980.0, 537.1428571428571)","(8.0, 10.5, 10.022429906542056)","(91.0, 290.0, 285.0)","(61.0, 170.0, 138.0)"
14-12-2022 13:17:52.998662,"(1.55, 1.84, 1.799)","(7.5, 9.8, 9.25229357798165)","(18.0, 32.0, 30.928571428571427)","(8.0, 9.2, 9.313178294573644)","(11.0, 12.5, 12.173913043478262)","(101.0, 980.0, 726.6666666666667)","(8.0, 10.5, 10.022429906542056)","(91.0, 290.0, 285.0)","(61.0, 170.0, 163.10344827586206)"
14-12-2022 13:17:54.375206,"(1.55, 1.83, 1.803125)","(7.5, 9.8, 9.25229357798165)","(18.0, 32.0, 30.928571428571427)","(8.0, 9.4, 9.313178294573644)","(11.0, 12.5, 12.051724137931034)","(101.0, 910.0, 726.6666666666667)","(8.0, 10.5, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 170.0, 163.10344827586206)"
14-12-2022 13:17:55.765871,"(1.55, 1.83, 1.795929411764706)","(7.5, 9.8, 9.25229357798165)","(18.0, 32.0, 30.5)","(8.0, 9.4, 9.313178294573644)","(11.0, 12.5, 12.00943396226415)","(101.0, 910.0, 726.6666666666667)","(8.0, 10.0, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 170.0, 162.0)"
14-12-2022 13:17:57.268530,"(1.55, 1.82, 1.807027027027027)","(7.5, 9.8, 9.359002770083103)","(18.0, 32.0, 29.1875)","(8.0, 9.4, 9.313178294573644)","(11.0, 12.5, 12.00943396226415)","(101.0, 910.0, 726.6666666666667)","(8.0, 10.0, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 170.0, 162.0)"
14-12-2022 13:17:58.873533,"(1.55, 1.82, 1.807027027027027)","(7.5, 9.8, 9.359002770083103)","(18.0, 32.0, 29.857142857142858)","(8.0, 9.4, 9.224460431654677)","(11.0, 12.5, 12.027272727272727)","(101.0, 910.0, 625.0)","(8.0, 10.0, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 170.0, 157.27272727272728)"
14-12-2022 13:18:00.342539,"(1.55, 1.82, 1.794372197309417)","(7.5, 9.8, 9.359002770083103)","(20.0, 32.0, 29.857142857142858)","(8.0, 9.8, 9.224460431654677)","(11.0, 12.5, 12.027272727272727)","(101.0, 890.0, 625.0)","(8.0, 10.0, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 160.0, 157.27272727272728)"
14-12-2022 13:18:01.731210,"(1.55, 1.82, 1.7926555023923445)","(7.5, 9.8, 9.359002770083103)","(20.0, 32.0, 30.608695652173914)","(8.0, 9.8, 9.275862068965516)","(11.0, 13.0, 12.153846153846153)","(101.0, 890.0, 625.0)","(8.0, 10.0, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 160.0, 157.27272727272728)"
14-12-2022 13:18:03.049902,"(1.55, 1.82, 1.792589928057554)","(7.5, 9.8, 9.350282485875706)","(20.0, 32.0, 30.608695652173914)","(8.0, 9.8, 9.271304347826087)","(11.0, 13.0, 12.87037037037037)","(101.0, 880.0, 620.0)","(8.0, 10.0, 9.954545454545455)","(91.0, 290.0, 285.0)","(61.0, 160.0, 157.27272727272728)"
14-12-2022 13:18:04.381720,"(1.55, 1.82, 1.780062630480167)","(7.5, 9.8, 9.254794520547945)","(20.0, 32.0, 30.608695652173914)","(8.0, 9.8, 9.43)","(11.0, 13.0, 12.87037037037037)","(101.0, 870.0, 615.0)","(8.0, 10.0, 9.97)","(91.0, 290.0, 285.0)","(61.0, 160.0, 157.27272727272728)"
14-12-2022 13:18:05.737763,"(1.55, 1.79, 1.7798780487804877)","(7.5, 9.8, 9.25607476635514)","(19.0, 32.0, 29.875)","(8.0, 9.6, 9.524444444444445)","(11.0, 13.0, 12.87037037037037)","(101.0, 870.0, 610.0)","(8.0, 10.0, 9.97)","(91.0, 290.0, 284.2857142857143)","(61.0, 160.0, 148.1818181818182)"
14-12-2022 13:18:06.964701,"(1.55, 1.78, 1.7798780487804877)","(7.5, 9.8, 9.25607476635514)","(19.0, 30.0, 29.875)","(8.0, 9.6, 9.522285714285713)","(11.0, 13.0, 12.837209302325581)","(101.0, 860.0, 760.0)","(8.0, 10.0, 9.97)","(91.0, 290.0, 284.2857142857143)","(61.0, 150.0, 146.0)"
14-12-2022 13:18:08.164627,"(1.55, 1.78, 1.7798617511520738)","(7.5, 11.0, 10.145833333333334)","(19.0, 30.0, 29.875)","(8.0, 9.6, 9.490322580645161)","(11.0, 13.0, 12.829545454545455)","(101.0, 860.0, 805.6521739130435)","(8.0, 10.0, 9.984810126582278)","(91.0, 290.0, 284.2857142857143)","(61.0, 150.0, 146.0)"
14-12-2022 13:18:09.397627,"(1.55, 1.78, 1.7798617511520738)","(7.5, 11.0, 10.116923076923078)","(19.0, 30.0, 29.875)","(8.0, 9.6, 9.490322580645161)","(11.0, 13.0, 12.842105263157894)","(101.0, 850.0, 805.6521739130435)","(8.0, 10.0, 9.984810126582278)","(91.0, 290.0, 284.2857142857143)","(61.0, 150.0, 148.1818181818182)"
14-12-2022 13:18:11.317667,"(1.55, 1.78, 1.7782352941176471)","(7.5, 11.0, 10.123778501628664)","(19.0, 30.0, 29.875)","(8.0, 9.6, 9.481739130434782)","(11.0, 13.0, 12.842105263157894)","(101.0, 850.0, 750.4545454545455)","(8.0, 10.0, 9.984810126582278)","(91.0, 290.0, 284.2857142857143)","(61.0, 150.0, 146.0)"
14-12-2022 13:18:12.840814,"(1.55, 1.78, 1.7782352941176471)","(7.5, 11.0, 10.13013698630137)","(19.0, 30.0, 29.862068965517242)","(8.0, 9.6, 9.358823529411763)","(11.0, 13.0, 12.842105263157894)","(101.0, 770.0, 698.3333333333333)","(8.0, 10.0, 9.967567567567567)","(91.0, 290.0, 284.2857142857143)","(61.0, 150.0, 148.1818181818182)"
14-12-2022 13:18:14.240488,"(1.55, 1.77, 1.7649132947976878)","(7.5, 11.0, 10.387755102040817)","(19.0, 30.0, 30.358974358974358)","(8.0, 9.6, 9.840909090909092)","(11.0, 13.0, 12.970779220779221)","(101.0, 770.0, 518.0)","(8.0, 10.0, 10.153153153153154)","(91.0, 290.0, 286.25)","(61.0, 150.0, 156.0)"
14-12-2022 13:18:15.640230,"(1.55, 1.77, 1.7532258064516129)","(7.5, 10.5, 10.259375)","(19.0, 32.0, 28.958333333333332)","(8.0, 10.5, 9.945454545454545)","(11.0, 13.0, 13.54225352112676)","(101.0, 770.0, 495.0)","(8.0, 10.5, 9.989655172413793)","(91.0, 290.0, 286.6666666666667)","(61.0, 160.0, 156.0)"
14-12-2022 13:18:17.183915,"(1.55, 1.76, 1.75265625)","(7.5, 10.0, 9.897560975609757)","(19.0, 29.0, 28.75)","(8.0, 10.0, 9.873529411764705)","(11.0, 14.0, 13.133333333333333)","(101.0, 640.0, 420.0)","(8.0, 10.0, 9.847191011235955)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:18.693210,"(1.55, 1.76, 1.7523140495867768)","(7.5, 10.0, 9.878260869565217)","(19.0, 30.0, 28.125)","(8.0, 10.5, 9.864071856287424)","(11.0, 14.0, 13.10958904109589)","(101.0, 630.0, 470.0)","(8.0, 10.0, 9.818666666666667)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:20.157406,"(1.55, 1.78, 1.7695348837209302)","(7.5, 10.0, 9.634782608695652)","(19.0, 30.0, 27.272727272727273)","(8.0, 10.5, 9.934545454545454)","(11.0, 14.0, 13.10958904109589)","(101.0, 590.0, 410.0)","(8.0, 10.0, 9.811111111111112)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:21.474028,"(1.55, 1.78, 1.7773372781065089)","(7.5, 10.0, 9.8)","(19.0, 30.0, 27.272727272727273)","(8.0, 10.0, 9.946268656716418)","(11.0, 14.0, 13.029850746268657)","(101.0, 590.0, 423.3333333333333)","(8.0, 10.0, 9.811111111111112)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:22.821143,"(1.55, 1.79, 1.7690231362467868)","(7.5, 10.0, 9.85)","(19.0, 30.0, 27.09090909090909)","(8.0, 10.0, 9.785074626865672)","(11.0, 14.0, 12.951923076923077)","(101.0, 570.0, 392.0)","(8.0, 10.0, 9.78901098901099)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 153.33333333333334)"
14-12-2022 13:18:24.188237,"(1.55, 1.76, 1.75634375)","(7.5, 11.5, 10.90625)","(19.0, 29.0, 27.2)","(8.0, 9.8, 9.949295774647887)","(11.0, 13.0, 13.516826923076923)","(101.0, 560.0, 416.6666666666667)","(8.0, 9.8, 9.81744966442953)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:25.533314,"(1.55, 1.77, 1.7616260162601627)","(7.5, 11.0, 10.863636363636363)","(19.0, 29.0, 27.2)","(8.0, 10.0, 9.938983050847458)","(11.0, 14.0, 13.516826923076923)","(101.0, 550.0, 383.3333333333333)","(8.0, 10.0, 9.81744966442953)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 153.33333333333334)"
14-12-2022 13:18:26.788296,"(1.55, 1.77, 1.7616260162601627)","(7.5, 11.0, 10.863636363636363)","(19.0, 29.0, 27.2)","(8.0, 10.0, 9.938983050847458)","(11.0, 14.0, 13.516826923076923)","(101.0, 550.0, 383.3333333333333)","(8.0, 10.0, 9.81744966442953)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 153.33333333333334)"
14-12-2022 13:18:28.087240,"(1.55, 1.77, 1.7615573770491804)","(7.5, 11.0, 10.612903225806452)","(19.0, 29.0, 27.2)","(8.0, 10.0, 9.934545454545454)","(11.0, 14.0, 13.516826923076923)","(101.0, 530.0, 410.0)","(8.0, 10.0, 9.81744966442953)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:29.403148,"(1.55, 1.77, 1.7615573770491804)","(7.5, 11.0, 10.38)","(19.0, 29.0, 27.2)","(8.0, 10.0, 9.934545454545454)","(11.0, 14.0, 13.450819672131148)","(101.0, 530.0, 395.0)","(8.0, 10.0, 9.81744966442953)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 153.33333333333334)"
14-12-2022 13:18:30.765091,"(1.55, 1.77, 1.7606598984771573)","(7.5, 11.0, 10.41304347826087)","(19.0, 29.0, 26.833333333333332)","(8.0, 10.0, 9.934545454545454)","(11.0, 14.0, 13.378698224852071)","(101.0, 530.0, 403.3333333333333)","(8.0, 10.0, 9.81744966442953)","(91.0, 290.0, 281.6666666666667)","(61.0, 160.0, 151.66666666666666)"
14-12-2022 13:18:32.187057,"(1.55, 1.77, 1.7574418604651163)","(7.5, 11.0, 10.485294117647058)","(19.0, 27.0, 26.625)","(8.0, 11.0, 10.535714285714286)","(11.0, 13.5, 13.033333333333333)","(101.0, 510.0, 400.0)","(8.0, 10.0, 9.787878787878787)","(91.0, 290.0, 260.0)","(61.0, 150.0, 142.0)"
14-12-2022 13:18:33.448378,"(1.55, 1.77, 1.7616279069767442)","(7.5, 10.5, 10.485294117647058)","(19.0, 27.0, 26.625)","(8.0, 11.0, 10.57037037037037)","(11.0, 13.5, 12.96242774566474)","(101.0, 500.0, 420.0)","(8.0, 10.0, 9.79076923076923)","(91.0, 290.0, 280.0)","(61.0, 150.0, 144.0)"
14-12-2022 13:18:34.735286,"(1.55, 1.77, 1.769109589041096)","(7.5, 11.0, 10.256578947368421)","(19.0, 27.0, 26.863636363636363)","(8.0, 11.0, 10.5527950310559)","(11.0, 13.5, 12.94943820224719)","(101.0, 490.0, 393.3333333333333)","(8.0, 10.0, 9.774647887323944)","(91.0, 290.0, 265.0)","(61.0, 150.0, 143.33333333333334)"
14-12-2022 13:18:35.968982,"(1.55, 1.77, 1.7695094339622641)","(7.5, 11.0, 10.256578947368421)","(19.0, 27.0, 26.863636363636363)","(8.0, 11.0, 10.560975609756097)","(11.0, 13.5, 12.941988950276244)","(101.0, 480.0, 393.3333333333333)","(8.0, 10.0, 9.774647887323944)","(91.0, 280.0, 265.0)","(61.0, 150.0, 143.33333333333334)"
14-12-2022 13:18:37.204262,"(1.55, 1.77, 1.7672832369942197)","(7.5, 11.0, 10.468421052631578)","(19.0, 27.0, 26.863636363636363)","(8.0, 11.0, 10.353909465020577)","(11.0, 13.5, 12.984848484848484)","(101.0, 480.0, 371.6666666666667)","(8.0, 10.0, 9.774647887323944)","(91.0, 280.0, 265.0)","(61.0, 150.0, 143.33333333333334)"
