,Ebony Riot,Fast Milkman,Acclaimed,Barbara Ann,Town Rocker,Coach Beard,Mohinga Chase
07-12-2022 13:23:41.025190,"(3.3, 4.2, 4.096842105263158)","(2.2, 2.58, 2.5604444444444443)","(11.0, 15.5, 14.921875)","(26.0, 36.0, 34.266666666666666)","(3.6, 4.1, 4.016129032258064)","(41.0, 60.0, 57.77777777777778)","(71.0, 150.0, 136.66666666666666)"
07-12-2022 13:23:42.014881,"(3.3, 4.2, 4.118333333333333)","(2.2, 2.56, 2.545684210526316)","(11.0, 15.5, 14.921875)","(26.0, 36.0, 34.266666666666666)","(3.6, 4.1, 4.015625)","(41.0, 60.0, 58.4375)","(71.0, 150.0, 137.69230769230768)"
07-12-2022 13:23:43.031511,"(3.3, 4.2, 4.118333333333333)","(2.2, 2.56, 2.5444705882352943)","(11.0, 15.5, 15.015151515151516)","(26.0, 36.0, 34.36363636363637)","(3.6, 4.1, 4.014084507042253)","(41.0, 60.0, 58.4375)","(71.0, 150.0, 137.69230769230768)"
07-12-2022 13:23:44.076956,"(3.3, 4.2, 4.107547169811321)","(2.2, 2.56, 2.550144927536232)","(11.0, 15.5, 14.983870967741936)","(26.0, 36.0, 35.294117647058826)","(3.6, 4.1, 4.014084507042253)","(41.0, 60.0, 58.4375)","(71.0, 150.0, 137.69230769230768)"
07-12-2022 13:23:45.106789,"(3.3, 4.2, 4.107547169811321)","(2.2, 2.56, 2.550144927536232)","(11.0, 15.5, 14.983870967741936)","(26.0, 36.0, 35.294117647058826)","(3.6, 4.1, 4.004761904761905)","(41.0, 60.0, 59.166666666666664)","(71.0, 150.0, 136.66666666666666)"
07-12-2022 13:23:46.196850,"(3.3, 4.2, 4.1039215686274515)","(2.2, 2.56, 2.5253763440860215)","(11.0, 15.5, 14.872549019607844)","(26.0, 36.0, 35.30769230769231)","(3.6, 4.1, 4.0358024691358025)","(41.0, 60.0, 57.857142857142854)","(71.0, 150.0, 124.54545454545455)"
07-12-2022 13:23:47.208256,"(3.3, 4.1, 4.094791666666667)","(2.2, 2.54, 2.525294117647059)","(11.0, 15.5, 15.015151515151516)","(26.0, 36.0, 35.25)","(3.6, 4.1, 4.126436781609195)","(41.0, 60.0, 68.0)","(71.0, 130.0, 124.0)"
07-12-2022 13:23:48.240141,"(3.3, 3.95, 3.9125)","(2.2, 2.56, 2.5341007194244605)","(11.0, 16.0, 15.666666666666666)","(26.0, 38.0, 36.166666666666664)","(3.6, 4.2, 4.163779527559055)","(41.0, 80.0, 69.33333333333333)","(71.0, 130.0, 125.71428571428572)"
07-12-2022 13:23:49.374952,"(3.3, 3.95, 3.9106060606060606)","(2.2, 2.56, 2.541894736842105)","(11.0, 16.0, 15.829268292682928)","(26.0, 38.0, 36.24)","(3.6, 4.2, 4.1675)","(41.0, 80.0, 69.33333333333333)","(71.0, 130.0, 125.71428571428572)"
07-12-2022 13:23:50.547181,"(3.3, 3.95, 3.9066037735849055)","(2.2, 2.56, 2.541720430107527)","(11.0, 16.0, 15.75)","(26.0, 38.0, 36.24)","(3.6, 4.2, 4.173451327433629)","(41.0, 80.0, 67.77777777777777)","(71.0, 130.0, 125.71428571428572)"
07-12-2022 13:23:51.698231,"(3.3, 3.95, 3.885135135135135)","(2.2, 2.54, 2.5348275862068967)","(11.0, 16.0, 15.655172413793103)","(26.0, 38.0, 36.0)","(3.6, 4.2, 4.182178217821782)","(41.0, 80.0, 71.66666666666667)","(71.0, 130.0, 125.0)"
07-12-2022 13:23:52.817725,"(3.3, 3.95, 3.8774193548387097)","(2.2, 2.58, 2.541935483870968)","(11.0, 16.0, 15.365384615384615)","(26.0, 38.0, 35.04761904761905)","(3.6, 4.2, 4.2125)","(41.0, 75.0, 68.33333333333333)","(71.0, 130.0, 125.0)"
07-12-2022 13:23:53.990163,"(3.3, 3.95, 3.8676470588235294)","(2.2, 2.56, 2.5529411764705885)","(11.0, 16.0, 15.365384615384615)","(26.0, 38.0, 35.04761904761905)","(3.6, 4.3, 4.212698412698413)","(41.0, 75.0, 65.66666666666667)","(71.0, 130.0, 125.0)"
07-12-2022 13:23:55.186856,"(3.3, 3.95, 3.8738805970149253)","(2.2, 2.54, 2.5226356589147287)","(11.0, 16.0, 15.4)","(26.0, 38.0, 35.116279069767444)","(3.6, 4.3, 4.247368421052632)","(41.0, 75.0, 65.66666666666667)","(71.0, 130.0, 125.38461538461539)"
07-12-2022 13:23:56.470163,"(3.3, 3.95, 3.885064935064935)","(2.2, 2.54, 2.523529411764706)","(11.0, 15.5, 15.107142857142858)","(26.0, 40.0, 37.61904761904762)","(3.6, 4.3, 4.2868686868686865)","(41.0, 75.0, 65.0)","(71.0, 130.0, 125.71428571428572)"
07-12-2022 13:23:57.760187,"(3.3, 3.9, 3.873170731707317)","(2.2, 2.52, 2.507752808988764)","(11.0, 15.5, 15.032258064516128)","(26.0, 38.0, 37.05263157894737)","(3.6, 4.3, 4.335714285714285)","(41.0, 75.0, 65.0)","(71.0, 130.0, 125.38461538461539)"
07-12-2022 13:23:59.283598,"(3.3, 3.9, 3.8805555555555555)","(2.2, 2.52, 2.5056692913385827)","(11.0, 15.5, 15.028735632183908)","(26.0, 38.0, 37.53846153846154)","(3.6, 4.4, 4.313207547169811)","(41.0, 75.0, 65.66666666666667)","(71.0, 130.0, 125.0)"
07-12-2022 13:24:00.636404,"(3.3, 3.9, 3.881818181818182)","(2.2, 2.52, 2.5376119402985076)","(11.0, 15.5, 15.044303797468354)","(26.0, 38.0, 37.25)","(3.6, 4.4, 4.264864864864865)","(41.0, 75.0, 67.63157894736842)","(71.0, 130.0, 125.0)"
07-12-2022 13:24:01.847023,"(3.3, 3.85, 3.821428571428571)","(2.2, 2.54, 2.5376119402985076)","(11.0, 15.5, 15.106741573033707)","(26.0, 38.0, 37.55555555555556)","(3.6, 4.4, 4.271794871794872)","(41.0, 75.0, 71.81818181818181)","(71.0, 130.0, 151.66666666666669)"
07-12-2022 13:24:02.955193,"(3.3, 3.85, 3.8178571428571426)","(2.2, 2.52, 2.5190243902439025)","(11.0, 15.5, 15.1)","(26.0, 38.0, 37.42857142857143)","(3.6, 4.4, 4.310588235294118)","(41.0, 75.0, 67.22222222222223)","(71.0, 160.0, 144.375)"
07-12-2022 13:24:04.059074,"(3.3, 3.8, 3.7114864864864865)","(2.2, 2.56, 2.5423423423423426)","(11.0, 15.5, 15.1)","(26.0, 38.0, 37.42857142857143)","(3.6, 4.4, 4.341538461538462)","(41.0, 75.0, 64.23076923076923)","(71.0, 160.0, 145.71428571428572)"
07-12-2022 13:24:05.230087,"(3.3, 3.8, 3.7331632653061226)","(2.2, 2.56, 2.5527272727272727)","(11.0, 15.5, 15.26923076923077)","(26.0, 36.0, 34.588235294117645)","(3.6, 4.4, 4.333913043478261)","(41.0, 75.0, 64.0)","(71.0, 160.0, 145.71428571428572)"
07-12-2022 13:24:06.332075,"(3.3, 3.8, 3.729569892473118)","(2.2, 2.58, 2.556923076923077)","(11.0, 15.5, 15.254545454545454)","(26.0, 36.0, 34.526315789473685)","(3.6, 4.4, 4.30752688172043)","(41.0, 75.0, 64.0)","(71.0, 160.0, 142.5)"
07-12-2022 13:24:07.302061,"(3.3, 3.85, 3.7928571428571427)","(2.2, 2.56, 2.551111111111111)","(11.0, 15.5, 15.254545454545454)","(26.0, 36.0, 34.526315789473685)","(3.6, 4.4, 4.306521739130435)","(41.0, 75.0, 64.0)","(71.0, 160.0, 142.5)"
07-12-2022 13:24:08.371357,"(3.3, 3.85, 3.785185185185185)","(2.2, 2.56, 2.5511764705882354)","(11.0, 15.5, 15.26923076923077)","(26.0, 36.0, 33.09090909090909)","(3.6, 4.4, 4.300000000000001)","(41.0, 75.0, 62.10526315789474)","(71.0, 160.0, 132.5)"
07-12-2022 13:24:09.483052,"(3.3, 3.85, 3.7981481481481483)","(2.2, 2.58, 2.5527272727272727)","(11.0, 15.5, 15.6)","(26.0, 36.0, 33.09090909090909)","(3.6, 4.4, 4.306521739130435)","(41.0, 70.0, 62.10526315789474)","(71.0, 160.0, 132.5)"
07-12-2022 13:24:10.629216,"(3.3, 3.85, 3.786231884057971)","(2.2, 2.58, 2.558698224852071)","(11.0, 16.0, 15.5)","(26.0, 36.0, 33.09090909090909)","(3.6, 4.4, 4.34561403508772)","(41.0, 70.0, 61.0)","(71.0, 160.0, 132.5)"
07-12-2022 13:24:11.902230,"(3.3, 3.85, 3.8203703703703704)","(2.2, 2.54, 2.5082474226804123)","(11.0, 16.0, 16.357142857142858)","(26.0, 36.0, 34.193548387096776)","(3.6, 4.4, 4.258333333333334)","(41.0, 70.0, 57.5)","(71.0, 160.0, 132.0)"
07-12-2022 13:24:13.167437,"(3.3, 3.85, 3.770909090909091)","(2.2, 2.54, 2.5110843373493976)","(11.0, 16.5, 15.975609756097562)","(26.0, 36.0, 34.064516129032256)","(3.6, 4.4, 4.319298245614036)","(41.0, 65.0, 59.285714285714285)","(71.0, 160.0, 132.0)"
07-12-2022 13:24:14.309961,"(3.3, 3.8, 3.770909090909091)","(2.2, 2.54, 2.5110843373493976)","(11.0, 17.0, 15.5)","(26.0, 36.0, 34.53333333333333)","(3.6, 4.4, 4.318796992481204)","(41.0, 65.0, 61.36363636363636)","(71.0, 160.0, 132.90322580645162)"
07-12-2022 13:24:15.397510,"(3.2, 3.75, 3.7184466019417477)","(2.2, 2.6, 2.5911764705882354)","(11.0, 15.5, 15.33)","(26.0, 36.0, 34.53333333333333)","(3.6, 4.4, 4.308333333333334)","(41.0, 65.0, 61.36363636363636)","(71.0, 160.0, 133.75)"
07-12-2022 13:24:16.587129,"(3.2, 3.7, 3.690298507462687)","(2.2, 2.62, 2.607142857142857)","(11.0, 15.5, 15.327586206896552)","(26.0, 36.0, 34.77777777777778)","(3.6, 4.4, 4.267889908256881)","(41.0, 65.0, 61.666666666666664)","(71.0, 160.0, 133.75)"
07-12-2022 13:24:17.632415,"(3.2, 3.7, 3.6725)","(2.2, 2.62, 2.6153846153846154)","(11.0, 15.5, 15.327586206896552)","(26.0, 36.0, 34.77777777777778)","(3.6, 4.3, 4.264347826086956)","(41.0, 65.0, 63.75)","(71.0, 160.0, 133.33333333333334)"
07-12-2022 13:24:18.948900,"(3.2, 3.65, 3.6302631578947366)","(2.2, 2.64, 2.6357894736842105)","(11.0, 15.5, 15.444444444444445)","(26.0, 36.0, 35.285714285714285)","(3.7, 4.4, 4.307964601769911)","(41.0, 65.0, 63.75)","(71.0, 160.0, 132.41379310344828)"
07-12-2022 13:24:20.084395,"(3.2, 3.7, 3.655844155844156)","(2.2, 2.64, 2.6357894736842105)","(11.0, 15.5, 15.444444444444445)","(26.0, 36.0, 35.285714285714285)","(3.7, 4.4, 4.307964601769911)","(41.0, 65.0, 63.75)","(71.0, 160.0, 122.10526315789474)"
07-12-2022 13:24:21.178729,"(3.2, 3.7, 3.656578947368421)","(2.2, 2.64, 2.6357894736842105)","(11.0, 15.5, 15.444444444444445)","(26.0, 36.0, 35.45945945945946)","(3.7, 4.4, 4.277611940298508)","(41.0, 65.0, 62.0)","(71.0, 160.0, 120.0)"
07-12-2022 13:24:22.348905,"(3.2, 3.65, 3.6235849056603775)","(2.2, 2.66, 2.6525714285714286)","(11.0, 15.5, 15.46551724137931)","(26.0, 40.0, 38.647887323943664)","(3.7, 4.3, 4.206976744186047)","(41.0, 70.0, 63.75)","(71.0, 160.0, 120.0)"
07-12-2022 13:24:23.548218,"(3.2, 3.7, 3.6403846153846153)","(2.2, 2.64, 2.631304347826087)","(11.0, 15.5, 15.58695652173913)","(26.0, 40.0, 38.31578947368421)","(3.7, 4.3, 4.232635983263599)","(41.0, 65.0, 63.07692307692308)","(71.0, 160.0, 137.5)"
07-12-2022 13:24:24.814565,"(3.2, 3.75, 3.6403846153846153)","(2.2, 2.64, 2.631304347826087)","(11.0, 16.0, 15.109756097560975)","(26.0, 40.0, 38.88)","(3.7, 4.4, 4.242)","(41.0, 70.0, 65.0)","(71.0, 150.0, 135.71428571428572)"
07-12-2022 13:24:25.892209,"(3.2, 3.6, 3.58046875)","(2.2, 2.62, 2.6161904761904764)","(11.0, 16.5, 16.32894736842105)","(26.0, 40.0, 41.6)","(3.7, 4.3, 4.26793893129771)","(41.0, 70.0, 59.285714285714285)","(71.0, 150.0, 135.0)"
07-12-2022 13:24:26.958083,"(3.2, 3.6, 3.5659722222222223)","(2.2, 2.66, 2.6344827586206896)","(11.0, 16.5, 16.479166666666668)","(26.0, 42.0, 41.58620689655172)","(3.7, 4.3, 4.147619047619047)","(41.0, 70.0, 61.666666666666664)","(71.0, 150.0, 135.71428571428572)"
07-12-2022 13:24:28.030921,"(3.2, 3.65, 3.610888888888889)","(2.2, 2.66, 2.6364705882352943)","(11.0, 16.5, 16.479166666666668)","(26.0, 42.0, 41.58620689655172)","(3.7, 4.3, 4.147619047619047)","(41.0, 70.0, 64.23076923076923)","(71.0, 150.0, 135.71428571428572)"
07-12-2022 13:24:29.056521,"(3.2, 3.65, 3.6095652173913044)","(2.2, 2.66, 2.638181818181818)","(11.0, 16.5, 16.48)","(26.0, 42.0, 41.888888888888886)","(3.7, 4.3, 4.193939393939393)","(41.0, 70.0, 57.5)","(71.0, 150.0, 120.60606060606061)"
07-12-2022 13:24:30.129913,"(3.2, 3.65, 3.623076923076923)","(2.2, 2.64, 2.6296296296296298)","(11.0, 17.0, 16.546296296296298)","(26.0, 42.0, 41.78947368421053)","(3.7, 4.3, 4.188311688311688)","(41.0, 60.0, 57.5)","(71.0, 160.0, 120.60606060606061)"
07-12-2022 13:24:31.199710,"(3.2, 3.65, 3.6270114942528737)","(2.2, 2.64, 2.624193548387097)","(11.0, 17.0, 16.627659574468087)","(26.0, 42.0, 41.78947368421053)","(3.7, 4.2, 4.1930555555555555)","(41.0, 60.0, 57.5)","(71.0, 160.0, 122.85714285714286)"
07-12-2022 13:24:32.346250,"(3.2, 3.65, 3.613068181818182)","(2.2, 2.64, 2.624193548387097)","(11.0, 17.0, 16.602272727272727)","(26.0, 42.0, 40.0)","(3.7, 4.2, 4.2129496402877695)","(41.0, 60.0, 56.666666666666664)","(71.0, 160.0, 126.45161290322581)"
07-12-2022 13:24:33.501740,"(3.2, 3.6, 3.5860759493670886)","(2.2, 2.64, 2.631764705882353)","(11.0, 17.0, 16.654545454545456)","(26.0, 40.0, 37.75)","(3.7, 4.3, 4.2684357541899445)","(41.0, 60.0, 56.666666666666664)","(71.0, 160.0, 126.45161290322581)"
07-12-2022 13:24:34.564734,"(3.2, 3.7, 3.6850678733031677)","(2.2, 2.64, 2.626875)","(11.0, 17.0, 16.654545454545456)","(26.0, 38.0, 37.75)","(3.7, 4.3, 9998.5)","(41.0, 60.0, 9998.5)","(71.0, 160.0, 9998.5)"
07-12-2022 13:24:35.684047,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
07-12-2022 13:24:37.032863,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
07-12-2022 13:24:38.230079,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
07-12-2022 13:24:39.377762,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
07-12-2022 13:24:40.446883,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
07-12-2022 13:24:41.484867,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
07-12-2022 13:24:42.492010,"(3.2, 99998, 9998.5)","(2.2, 99998, 9998.5)","(11.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.7, 99998, 9998.5)","(41.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
