,Because The Night,Cyclone Gus,Hangonhangon,Maxs Source,Hot Or Not,Kiss The Lass,Leery,Mcphersons Image,The Real Saint,Miss De Boom,King Of Wanchai,Beyondtastic
05-01-2023 13:08:18.206488,"(3.2, 4.5, 4.4523809523809526)","(1.95, 2.02, 2.00375)","(51.0, 150.0, 133.33333333333331)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 112.6086956521739)","(11.0, 15.5, 14.461538461538462)","(26.0, 40.0, 37.0)","(81.0, 230.0, 218.0)","(31.0, 100.0, 91.25)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.927710843373495)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:19.717194,"(3.2, 4.5, 4.31)","(1.95, 2.02, 2.0091666666666668)","(51.0, 150.0, 146.15384615384616)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 112.6086956521739)","(11.0, 15.5, 14.461538461538462)","(26.0, 40.0, 37.0)","(81.0, 230.0, 218.0)","(31.0, 100.0, 84.0909090909091)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.927710843373495)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:21.122733,"(3.2, 4.5, 4.31)","(1.95, 2.02, 2.0091666666666668)","(51.0, 150.0, 146.15384615384616)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 112.6086956521739)","(11.0, 15.5, 14.461538461538462)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 84.0909090909091)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.927710843373495)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:22.554081,"(3.2, 4.5, 4.31)","(1.95, 2.02, 2.032093023255814)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 112.6086956521739)","(11.0, 15.5, 14.642857142857142)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 80.55555555555556)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.927710843373495)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:23.991473,"(3.2, 4.4, 4.297058823529412)","(1.95, 2.06, 2.032093023255814)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 112.6086956521739)","(11.0, 15.5, 14.9)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.927710843373495)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:25.353808,"(3.2, 4.4, 4.297058823529412)","(1.95, 2.06, 2.032093023255814)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.071428571428571)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.885057471264368)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:08:26.669989,"(3.2, 4.4, 4.267924528301887)","(1.95, 2.06, 2.032093023255814)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.071428571428571)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.885057471264368)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:28.390033,"(3.2, 4.4, 4.267924528301887)","(1.95, 2.06, 2.0415384615384617)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.071428571428571)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.885057471264368)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:29.901642,"(3.2, 4.4, 4.267924528301887)","(1.95, 2.06, 2.044137931034483)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.071428571428571)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.6)","(8.0, 11.0, 10.906976744186046)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:31.683645,"(3.2, 4.3, 4.276470588235294)","(1.95, 2.06, 2.043888888888889)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.071428571428571)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.939759036144578)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:33.328617,"(3.2, 4.3, 4.276470588235294)","(1.95, 2.06, 2.0429508196721313)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.071428571428571)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.939759036144578)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:34.886901,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.06, 2.004)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 15.5, 15.892857142857142)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.6)","(8.0, 11.0, 10.939759036144578)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:36.315243,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.02, 2.004)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 16.0, 15.892857142857142)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.0, 10.772727272727273)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:37.749738,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.02, 2.0035616438356163)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 16.0, 15.931818181818182)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.6)","(8.0, 11.0, 11.25609756097561)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:39.154403,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.02, 2.0035616438356163)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 16.0, 15.931818181818182)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.6)","(8.0, 11.5, 11.25609756097561)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:40.674380,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.02, 2.0054166666666666)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 102.66666666666667)","(11.0, 16.0, 15.931818181818182)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.75)","(8.0, 11.5, 11.25609756097561)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:42.129504,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.02, 2.03125)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 140.0, 107.5)","(11.0, 16.0, 15.931818181818182)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.6)","(8.0, 11.5, 11.328125)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:43.541486,"(3.2, 4.4, 4.272222222222222)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.931818181818182)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.6)","(8.0, 11.5, 11.328125)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:45.092512,"(3.2, 4.4, 4.277333333333334)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 85.0, 75.45454545454545)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.931818181818182)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.328125)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:46.453458,"(3.2, 4.4, 4.292063492063492)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 85.0, 76.66666666666667)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.942307692307692)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.347222222222221)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:48.080377,"(3.2, 4.3, 4.259183673469388)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 80.0, 76.66666666666667)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.942307692307692)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.347222222222221)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:49.478519,"(3.2, 4.3, 4.259183673469388)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 80.0, 76.66666666666667)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.942307692307692)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.430555555555555)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:50.910253,"(3.2, 4.3, 4.259183673469388)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 80.0, 76.66666666666667)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.942307692307692)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.430555555555555)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:52.323093,"(3.2, 4.3, 4.259183673469388)","(1.95, 2.04, 2.032)","(51.0, 150.0, 130.0)","(41.0, 80.0, 76.66666666666667)","(41.0, 130.0, 102.66666666666667)","(11.0, 16.0, 15.942307692307692)","(26.0, 40.0, 37.0)","(81.0, 230.0, 220.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.430555555555555)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:53.824333,"(3.2, 4.3, 4.259183673469388)","(1.95, 2.06, 2.0300000000000002)","(51.0, 150.0, 130.0)","(41.0, 80.0, 73.125)","(41.0, 140.0, 110.0)","(11.0, 16.0, 15.942307692307692)","(26.0, 40.0, 38.8)","(81.0, 230.0, 200.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.5)","(8.0, 11.5, 11.8)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:55.521208,"(3.2, 4.3, 4.251785714285714)","(1.95, 2.04, 2.033333333333333)","(51.0, 150.0, 120.0)","(41.0, 75.0, 70.0)","(41.0, 130.0, 110.0)","(11.0, 16.0, 15.951612903225806)","(26.0, 40.0, 37.0)","(81.0, 230.0, 200.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.642857142857142)","(8.0, 12.0, 11.8)","(61.0, 140.0, 125.0)"
05-01-2023 13:08:57.171660,"(3.2, 4.3, 4.247058823529412)","(1.95, 2.06, 2.033333333333333)","(51.0, 150.0, 112.5)","(41.0, 80.0, 62.142857142857146)","(41.0, 130.0, 107.5)","(11.0, 16.0, 15.951612903225806)","(26.0, 40.0, 37.0)","(81.0, 230.0, 229.25925925925927)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.642857142857142)","(8.0, 12.0, 11.8)","(61.0, 140.0, 117.5)"
05-01-2023 13:08:58.604993,"(3.2, 4.3, 4.247058823529412)","(1.95, 2.06, 2.033333333333333)","(51.0, 150.0, 112.5)","(41.0, 75.0, 63.0)","(41.0, 130.0, 102.5)","(11.0, 16.0, 15.951612903225806)","(26.0, 40.0, 37.0)","(81.0, 230.0, 230.0)","(31.0, 100.0, 91.81818181818181)","(19.0, 30.0, 29.166666666666668)","(8.0, 12.0, 11.8)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:00.070117,"(3.2, 4.3, 4.247058823529412)","(1.95, 2.06, 2.003859649122807)","(51.0, 150.0, 122.5)","(41.0, 75.0, 59.0)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.6)","(26.0, 40.0, 37.0)","(81.0, 260.0, 230.0)","(31.0, 100.0, 76.0)","(19.0, 30.0, 29.0)","(8.0, 12.0, 11.966666666666667)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:01.502004,"(3.2, 4.3, 4.247058823529412)","(1.95, 2.02, 2.003859649122807)","(51.0, 150.0, 136.25)","(41.0, 75.0, 59.0)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.6)","(26.0, 40.0, 37.0)","(81.0, 260.0, 255.0)","(31.0, 100.0, 74.58333333333333)","(19.0, 30.0, 29.0)","(8.0, 12.0, 11.966666666666667)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:02.978044,"(3.2, 4.3, 4.218918918918919)","(1.95, 2.02, 2.003859649122807)","(51.0, 150.0, 136.25)","(41.0, 75.0, 59.0)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.6)","(26.0, 40.0, 37.0)","(81.0, 310.0, 240.0)","(31.0, 95.0, 75.0)","(19.0, 30.0, 29.0)","(8.0, 12.0, 11.966666666666667)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:04.468709,"(3.2, 4.3, 4.218918918918919)","(1.95, 2.02, 2.003859649122807)","(51.0, 150.0, 136.25)","(41.0, 75.0, 59.0)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.6)","(26.0, 40.0, 37.0)","(81.0, 300.0, 220.0)","(31.0, 90.0, 76.53846153846155)","(19.0, 30.0, 29.0)","(8.0, 12.0, 12.55)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:05.970292,"(3.2, 4.3, 4.216666666666667)","(1.95, 2.02, 2.003859649122807)","(51.0, 150.0, 136.25)","(41.0, 75.0, 59.0)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.714285714285714)","(26.0, 40.0, 37.0)","(81.0, 280.0, 220.0)","(31.0, 90.0, 75.0)","(19.0, 30.0, 29.0)","(8.0, 13.0, 12.907407407407407)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:07.399627,"(3.2, 4.3, 4.192857142857142)","(1.95, 2.02, 2.003859649122807)","(51.0, 150.0, 136.25)","(41.0, 75.0, 62.5)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.714285714285714)","(26.0, 40.0, 37.0)","(81.0, 280.0, 316.6666666666667)","(31.0, 90.0, 79.5)","(19.0, 30.0, 29.0)","(8.0, 13.0, 12.722222222222221)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:08.834200,"(3.2, 4.2, 4.155172413793103)","(1.95, 2.02, 2.003859649122807)","(51.0, 150.0, 136.25)","(41.0, 70.0, 62.5)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 15.714285714285714)","(26.0, 40.0, 37.0)","(81.0, 350.0, 252.22222222222223)","(31.0, 90.0, 78.33333333333334)","(19.0, 30.0, 27.857142857142858)","(8.0, 13.0, 13.166666666666666)","(61.0, 140.0, 134.44444444444446)"
05-01-2023 13:09:10.310407,"(3.2, 4.2, 4.1761904761904765)","(1.95, 1.98, 1.975)","(51.0, 150.0, 136.25)","(41.0, 70.0, 62.5)","(41.0, 120.0, 96.66666666666667)","(11.0, 16.0, 16.384615384615383)","(26.0, 40.0, 38.5)","(81.0, 350.0, 252.22222222222223)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.142857142857142)","(8.0, 13.5, 13.3)","(61.0, 140.0, 128.75)"
05-01-2023 13:09:11.752395,"(3.2, 4.3, 4.264705882352941)","(1.95, 1.98, 1.972)","(51.0, 150.0, 120.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.53846153846154)","(26.0, 40.0, 38.5)","(81.0, 350.0, 304.2857142857143)","(31.0, 85.0, 72.5)","(19.0, 30.0, 27.142857142857142)","(8.0, 13.5, 13.318181818181818)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:13.246796,"(3.2, 4.3, 4.234090909090909)","(1.95, 1.98, 1.972)","(51.0, 150.0, 120.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.53846153846154)","(26.0, 40.0, 38.5)","(81.0, 350.0, 304.2857142857143)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.142857142857142)","(8.0, 13.5, 13.318181818181818)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:14.780507,"(3.2, 4.3, 4.234090909090909)","(1.95, 1.98, 1.972)","(51.0, 150.0, 120.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 37.0)","(81.0, 350.0, 304.2857142857143)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.142857142857142)","(8.0, 13.5, 13.26923076923077)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:16.274128,"(3.2, 4.3, 4.234090909090909)","(1.95, 1.98, 1.96875)","(51.0, 150.0, 120.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 37.0)","(81.0, 350.0, 304.2857142857143)","(31.0, 85.0, 72.5)","(19.0, 30.0, 27.727272727272727)","(8.0, 14.0, 13.26923076923077)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:17.815275,"(3.2, 4.3, 4.234090909090909)","(1.95, 1.98, 1.9717647058823529)","(51.0, 150.0, 120.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 37.0)","(81.0, 350.0, 304.2857142857143)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.727272727272727)","(8.0, 14.0, 13.26923076923077)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:19.385684,"(3.2, 4.3, 4.2093750000000005)","(1.95, 1.98, 1.9717647058823529)","(51.0, 150.0, 135.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 37.0)","(81.0, 350.0, 306.3636363636364)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.727272727272727)","(8.0, 14.0, 13.26923076923077)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:20.709926,"(3.2, 4.3, 4.2093750000000005)","(1.95, 1.98, 1.9717647058823529)","(51.0, 150.0, 135.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 37.0)","(81.0, 350.0, 306.3636363636364)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.727272727272727)","(8.0, 14.0, 13.166666666666666)","(61.0, 140.0, 128.75)"
05-01-2023 13:09:22.089761,"(3.2, 4.3, 4.2275)","(1.95, 1.98, 1.97)","(51.0, 150.0, 135.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 37.0)","(81.0, 350.0, 306.3636363636364)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.727272727272727)","(8.0, 13.5, 13.166666666666666)","(61.0, 140.0, 128.75)"
05-01-2023 13:09:23.444793,"(3.2, 4.3, 4.2275)","(1.95, 1.98, 1.97)","(51.0, 150.0, 135.0)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.0)","(11.0, 17.0, 16.727272727272727)","(26.0, 40.0, 35.63636363636363)","(81.0, 350.0, 306.3636363636364)","(31.0, 85.0, 65.0)","(19.0, 30.0, 27.727272727272727)","(8.0, 13.5, 13.029411764705882)","(61.0, 140.0, 128.75)"
05-01-2023 13:09:25.113582,"(3.2, 4.3, 4.2093750000000005)","(1.95, 1.98, 1.9706666666666666)","(51.0, 150.0, 122.5)","(41.0, 70.0, 65.0)","(41.0, 120.0, 80.625)","(11.0, 17.5, 16.785714285714285)","(26.0, 40.0, 35.63636363636363)","(81.0, 340.0, 324.44444444444446)","(31.0, 85.0, 75.0)","(19.0, 30.0, 26.857142857142858)","(8.0, 13.5, 13.045454545454545)","(61.0, 140.0, 120.0)"
05-01-2023 13:09:26.776000,"(3.2, 4.3, 4.2275)","(1.95, 1.98, 1.9706666666666666)","(51.0, 150.0, 122.5)","(41.0, 70.0, 65.0)","(41.0, 120.0, 92.5)","(11.0, 17.0, 16.785714285714285)","(26.0, 40.0, 35.63636363636363)","(81.0, 330.0, 324.44444444444446)","(31.0, 85.0, 75.0)","(19.0, 29.0, 27.153846153846153)","(8.0, 13.5, 13.166666666666666)","(61.0, 140.0, 120.0)"
05-01-2023 13:09:28.603443,"(3.2, 4.3, 4.2275)","(1.95, 1.98, 1.9745454545454546)","(51.0, 150.0, 122.5)","(41.0, 70.0, 65.0)","(41.0, 110.0, 92.5)","(11.0, 17.0, 17.0)","(26.0, 40.0, 35.63636363636363)","(81.0, 330.0, 324.44444444444446)","(31.0, 85.0, 75.0)","(19.0, 29.0, 27.153846153846153)","(8.0, 13.5, 13.166666666666666)","(61.0, 140.0, 120.0)"
05-01-2023 13:09:30.233325,"(3.2, 4.3, 4.2275)","(1.95, 1.98, 1.9745454545454546)","(51.0, 150.0, 122.5)","(41.0, 70.0, 65.0)","(41.0, 110.0, 92.5)","(11.0, 17.5, 16.85)","(26.0, 40.0, 35.63636363636363)","(81.0, 330.0, 324.44444444444446)","(31.0, 85.0, 75.0)","(19.0, 29.0, 27.142857142857142)","(8.0, 13.5, 13.166666666666666)","(61.0, 140.0, 120.0)"
05-01-2023 13:09:31.896992,"(3.2, 4.3, 4.224444444444445)","(1.95, 1.98, 1.98325)","(51.0, 150.0, 122.5)","(41.0, 70.0, 65.0)","(41.0, 110.0, 92.5)","(11.0, 17.0, 16.75)","(26.0, 40.0, 35.63636363636363)","(81.0, 330.0, 310.0)","(31.0, 85.0, 75.0)","(19.0, 28.0, 26.285714285714285)","(8.0, 13.5, 13.166666666666666)","(61.0, 140.0, 120.0)"
05-01-2023 13:09:33.746390,"(3.2, 4.3, 4.224444444444445)","(1.95, 1.99, 1.9982142857142857)","(51.0, 150.0, 108.75)","(41.0, 70.0, 65.0)","(41.0, 110.0, 92.5)","(11.0, 17.0, 16.75)","(26.0, 40.0, 35.63636363636363)","(81.0, 330.0, 326.1111111111111)","(31.0, 85.0, 75.0)","(19.0, 28.0, 26.285714285714285)","(8.0, 13.5, 13.0)","(61.0, 140.0, 128.75)"
05-01-2023 13:09:35.361489,"(3.2, 4.3, 4.224444444444445)","(1.95, 2.0, 1.9982142857142857)","(51.0, 150.0, 105.0)","(41.0, 70.0, 65.0)","(41.0, 110.0, 80.0)","(11.0, 17.0, 16.75)","(26.0, 40.0, 35.63636363636363)","(81.0, 330.0, 326.8181818181818)","(31.0, 85.0, 75.0)","(19.0, 28.0, 25.0)","(8.0, 13.5, 13.18)","(61.0, 140.0, 117.5)"
05-01-2023 13:09:36.765210,"(3.2, 4.3, 4.041666666666666)","(1.95, 2.0, 1.9766666666666666)","(51.0, 150.0, 132.85714285714286)","(41.0, 70.0, 75.0)","(41.0, 110.0, 86.66666666666667)","(11.0, 17.0, 17.026315789473685)","(26.0, 40.0, 40.46153846153846)","(81.0, 330.0, 326.3157894736842)","(31.0, 85.0, 110.0)","(19.0, 28.0, 26.615384615384617)","(8.0, 14.0, 13.285714285714286)","(61.0, 140.0, 132.5)"
05-01-2023 13:09:38.670252,"(3.2, 4.1, 4.029411764705882)","(1.95, 1.99, 1.9621212121212122)","(51.0, 150.0, 154.28571428571428)","(41.0, 85.0, 73.33333333333333)","(41.0, 110.0, 90.9090909090909)","(11.0, 18.5, 17.5)","(26.0, 46.0, 39.75)","(81.0, 330.0, 326.3157894736842)","(31.0, 120.0, 101.66666666666666)","(19.0, 27.0, 29.363636363636363)","(8.0, 14.0, 13.285714285714286)","(61.0, 140.0, 132.5)"
05-01-2023 13:09:40.563863,"(3.2, 4.1, 4.029411764705882)","(1.95, 1.97, 1.9621212121212122)","(51.0, 180.0, 139.0)","(41.0, 85.0, 69.0909090909091)","(41.0, 110.0, 104.0)","(11.0, 18.0, 17.026315789473685)","(26.0, 46.0, 41.0)","(81.0, 330.0, 326.8181818181818)","(31.0, 120.0, 94.0)","(19.0, 30.0, 29.142857142857142)","(8.0, 14.0, 13.25925925925926)","(61.0, 140.0, 135.55555555555554)"
05-01-2023 13:09:42.429473,"(3.2, 4.1, 4.029411764705882)","(1.9, 1.97, 1.9621212121212122)","(51.0, 150.0, 139.0)","(41.0, 85.0, 69.0909090909091)","(41.0, 110.0, 90.0)","(11.0, 18.5, 17.282608695652172)","(26.0, 46.0, 41.0)","(81.0, 330.0, 326.8181818181818)","(31.0, 110.0, 85.0)","(19.0, 30.0, 29.454545454545453)","(8.5, 14.0, 13.25925925925926)","(61.0, 140.0, 136.0)"
05-01-2023 13:09:44.114532,"(3.2, 4.1, 4.029411764705882)","(1.9, 1.97, 1.9621212121212122)","(51.0, 150.0, 139.0)","(41.0, 85.0, 69.0909090909091)","(41.0, 120.0, 90.0)","(11.0, 18.5, 17.282608695652172)","(26.0, 46.0, 41.0)","(81.0, 330.0, 326.8181818181818)","(31.0, 100.0, 87.14285714285714)","(19.0, 30.0, 28.333333333333332)","(8.5, 14.0, 13.25925925925926)","(61.0, 140.0, 136.25)"
05-01-2023 13:09:45.687196,"(3.2, 4.1, 3.9833333333333334)","(1.9, 1.98, 1.9710344827586206)","(51.0, 150.0, 139.0)","(41.0, 85.0, 69.0909090909091)","(41.0, 100.0, 85.57692307692308)","(11.0, 18.0, 17.5)","(26.0, 46.0, 41.0)","(81.0, 330.0, 320.0)","(31.0, 100.0, 91.0)","(19.0, 30.0, 28.333333333333332)","(8.5, 14.0, 13.25925925925926)","(61.0, 140.0, 136.66666666666666)"
05-01-2023 13:09:47.239067,"(3.2, 4.1, 3.9772727272727275)","(1.9, 1.98, 1.9710344827586206)","(51.0, 150.0, 139.0)","(41.0, 80.0, 76.0)","(41.0, 100.0, 85.57692307692308)","(11.0, 17.5, 17.2)","(26.0, 46.0, 41.0)","(81.0, 330.0, 320.0)","(31.0, 100.0, 91.0)","(19.0, 30.0, 28.333333333333332)","(8.5, 14.0, 13.25925925925926)","(61.0, 140.0, 136.66666666666666)"
