,Couch King,Typhoon Tony,Wonder Woolly,Wiradjuri Queen,Rutland Bella
08-12-2022 15:49:59.989637,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.311111111111112)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:50:01.059134,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 12.0, 10.525)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:50:02.181983,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.6, 3.7, 3.603225806451613)","(2.7, 4.6, 4.5977220956719815)"
08-12-2022 15:50:03.229022,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.59375)"
08-12-2022 15:50:04.302765,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.59375)"
08-12-2022 15:50:05.393870,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.7, 3.7, 3.603225806451613)","(2.6, 4.6, 4.59375)"
08-12-2022 15:50:06.807277,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:08.018618,"(2.5, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:09.686607,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:10.859035,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:11.965773,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:13.071987,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:14.188191,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:15.262849,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:16.298582,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:17.399675,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:18.485380,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.590350877192982)"
08-12-2022 15:50:19.486549,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.591304347826087)"
08-12-2022 15:50:20.503543,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.591304347826087)"
08-12-2022 15:50:21.515690,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.591304347826087)"
08-12-2022 15:50:22.528726,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.591304347826087)"
08-12-2022 15:50:23.608749,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.22340425531915)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.591304347826087)"
08-12-2022 15:50:24.893393,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.228260869565217)","(3.5, 3.7, 3.603225806451613)","(2.7, 4.6, 4.285714285714286)"
08-12-2022 15:50:25.984065,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.228260869565217)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.32)"
08-12-2022 15:50:27.156519,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.228260869565217)","(3.6, 3.7, 3.603225806451613)","(2.6, 4.6, 4.32)"
08-12-2022 15:50:28.294550,"(2.6, 3.05, 2.915)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.314285714285714)"
08-12-2022 15:50:29.392194,"(2.6, 3.05, 2.9428571428571426)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.314285714285714)"
08-12-2022 15:50:30.435987,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.314285714285714)"
08-12-2022 15:50:31.461207,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.314285714285714)"
08-12-2022 15:50:32.508660,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.314285714285714)"
08-12-2022 15:50:33.563895,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.314285714285714)"
08-12-2022 15:50:34.631306,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.28421052631579)"
08-12-2022 15:50:35.612839,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.623076923076923)","(2.6, 4.6, 4.143478260869565)"
08-12-2022 15:50:36.624970,"(2.6, 3.05, 2.9416666666666664)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.7, 3.7214285714285715)","(2.6, 4.6, 4.13076923076923)"
08-12-2022 15:50:37.654477,"(2.6, 3.05, 2.96875)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.75, 3.675)","(2.6, 4.5, 4.271428571428571)"
08-12-2022 15:50:38.726056,"(2.6, 3.05, 2.9499999999999997)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.6, 4.5, 4.185714285714286)"
08-12-2022 15:50:39.629759,"(2.6, 3.05, 2.925)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.6, 4.5, 4.174074074074074)"
08-12-2022 15:50:40.649630,"(2.6, 3.05, 2.9428571428571426)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.6, 4.5, 4.18)"
08-12-2022 15:50:41.733113,"(2.6, 3.05, 2.9428571428571426)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.5, 4.176470588235294)"
08-12-2022 15:50:42.775059,"(2.6, 3.0, 2.966666666666667)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:43.763675,"(2.6, 3.0, 2.966666666666667)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:45.047454,"(2.6, 3.0, 2.977777777777778)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:46.141560,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:47.145602,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:48.204883,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.171428571428572)"
08-12-2022 15:50:49.362075,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:50.488492,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:51.779992,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:52.928996,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.1875)"
08-12-2022 15:50:54.116478,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.133333333333334)"
08-12-2022 15:50:55.150625,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.133333333333334)"
08-12-2022 15:50:56.360154,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.133333333333334)"
08-12-2022 15:50:57.453875,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.133333333333334)"
08-12-2022 15:50:58.765124,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.133333333333334)"
08-12-2022 15:50:59.998907,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.124137931034483)"
08-12-2022 15:51:01.051196,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.124137931034483)"
08-12-2022 15:51:02.121167,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.25)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.124137931034483)"
08-12-2022 15:51:03.162475,"(2.6, 3.05, 2.94)","(11.0, 16.5, 15.75)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.08)"
08-12-2022 15:51:04.211057,"(2.6, 3.05, 2.9125)","(11.0, 21.0, 15.24)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.08)"
08-12-2022 15:51:05.558299,"(2.6, 3.05, 2.932142857142857)","(11.0, 21.0, 15.130434782608695)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.675)","(2.7, 4.4, 4.06)"
08-12-2022 15:51:06.548587,"(2.6, 3.05, 2.9986486486486483)","(11.0, 20.0, 15.227272727272727)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.675)","(2.7, 4.3, 4.042857142857143)"
08-12-2022 15:51:07.661248,"(2.6, 3.05, 2.9437499999999996)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.3, 3.9645833333333336)"
08-12-2022 15:51:08.836632,"(2.6, 3.05, 2.965)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.3, 3.98125)"
08-12-2022 15:51:10.054183,"(2.6, 3.05, 2.965)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:11.382733,"(2.6, 3.05, 2.965)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:12.793504,"(2.6, 3.05, 2.965)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:13.861743,"(2.6, 3.05, 2.965)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:14.953488,"(2.6, 3.05, 2.957142857142857)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:16.026916,"(2.6, 3.05, 2.9416666666666664)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.683333333333333)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:17.078672,"(2.6, 3.05, 2.96875)","(11.0, 19.5, 15.45)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.7318181818181815)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:18.133533,"(2.6, 3.05, 2.96875)","(11.0, 19.5, 16.607142857142858)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.7318181818181815)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:19.193283,"(2.6, 3.05, 2.96875)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.8, 3.7318181818181815)","(2.7, 4.2, 3.98125)"
08-12-2022 15:51:20.285098,"(2.6, 3.2, 3.0700000000000003)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.9749999999999996)"
08-12-2022 15:51:21.369554,"(2.6, 3.2, 3.1345454545454547)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.863157894736842)"
08-12-2022 15:51:22.345007,"(2.6, 3.2, 3.16)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.8)"
08-12-2022 15:51:23.538241,"(2.6, 3.2, 3.16)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.8)"
08-12-2022 15:51:24.692290,"(2.6, 3.2, 3.16)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.8656249999999996)"
08-12-2022 15:51:25.775775,"(2.6, 3.2, 3.1)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.8656249999999996)"
08-12-2022 15:51:26.964894,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7785714285714285)"
08-12-2022 15:51:28.124422,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7785714285714285)"
08-12-2022 15:51:29.363956,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7785714285714285)"
08-12-2022 15:51:30.716762,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.0, 18.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7785714285714285)"
08-12-2022 15:51:31.849662,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.0, 17.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7785714285714285)"
08-12-2022 15:51:32.885342,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.0, 17.0)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7785714285714285)"
08-12-2022 15:51:33.934062,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.5, 15.321428571428571)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.719047619047619)"
08-12-2022 15:51:35.030620,"(2.6, 3.2, 3.153846153846154)","(11.0, 19.5, 15.321428571428571)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7210526315789476)"
08-12-2022 15:51:36.064286,"(2.6, 3.2, 3.125)","(11.0, 19.5, 15.642857142857142)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.7210526315789476)"
08-12-2022 15:51:37.115066,"(2.6, 3.2, 3.125)","(11.0, 19.5, 15.321428571428571)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.65)"
08-12-2022 15:51:38.175824,"(2.6, 3.25, 3.2272727272727275)","(11.0, 19.5, 15.321428571428571)","(10.0, 11.5, 10.272727272727273)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:39.226458,"(2.6, 3.25, 3.2027027027027026)","(11.0, 19.5, 15.321428571428571)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:40.292862,"(2.6, 3.25, 3.2027027027027026)","(11.0, 19.5, 15.321428571428571)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:41.476706,"(2.6, 3.25, 3.2027027027027026)","(11.0, 19.5, 15.642857142857142)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:42.518896,"(2.6, 3.25, 3.2027027027027026)","(11.0, 19.5, 15.642857142857142)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:43.579096,"(2.6, 3.25, 3.2027027027027026)","(11.0, 19.5, 15.166666666666666)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:44.660914,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.166666666666666)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:45.771349,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:46.968918,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:48.028133,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.7987012987013)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:49.184061,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:50.321047,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:51.467734,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:52.593960,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:53.815896,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6736842105263157)"
08-12-2022 15:51:54.941298,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.131578947368421)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6725)"
08-12-2022 15:51:55.884668,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6725)"
08-12-2022 15:51:56.819267,"(2.6, 3.25, 3.2027027027027026)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.854166666666666)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6725)"
08-12-2022 15:51:57.800186,"(2.6, 3.25, 3.2272727272727275)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.589285714285714)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6714285714285713)"
08-12-2022 15:51:58.840017,"(2.6, 3.25, 3.2285714285714286)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.589285714285714)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6714285714285713)"
08-12-2022 15:51:59.849844,"(2.6, 3.25, 3.2125)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.589285714285714)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6714285714285713)"
08-12-2022 15:52:00.761572,"(2.6, 3.25, 3.2125)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.589285714285714)","(3.5, 3.85, 3.725)","(2.7, 4.1, 3.6888888888888887)"
08-12-2022 15:52:01.784498,"(2.6, 3.25, 3.2125)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.589285714285714)","(3.5, 3.85, 3.7)","(2.7, 4.0, 3.6772727272727272)"
08-12-2022 15:52:02.785062,"(2.6, 3.25, 3.223529411764706)","(11.0, 17.5, 15.035714285714286)","(10.0, 11.5, 10.540983606557377)","(3.5, 3.9, 3.7944444444444443)","(2.7, 3.95, 3.8562499999999997)"
08-12-2022 15:52:03.671656,"(2.6, 3.15, 3.1411764705882352)","(11.0, 17.5, 15.035714285714286)","(10.0, 11.5, 10.613636363636363)","(3.5, 3.85, 3.7944444444444443)","(2.7, 3.9, 3.65)"
08-12-2022 15:52:04.760056,"(2.6, 3.15, 3.1411764705882352)","(11.0, 17.5, 15.035714285714286)","(10.0, 11.5, 10.6875)","(3.5, 3.9, 3.7944444444444443)","(2.7, 3.85, 3.7375)"
08-12-2022 15:52:05.858642,"(2.6, 3.3, 3.264705882352941)","(11.0, 17.5, 15.035714285714286)","(10.0, 11.5, 10.6875)","(3.5, 3.85, 3.7)","(2.7, 3.85, 3.6333333333333333)"
08-12-2022 15:52:06.727747,"(2.6, 3.3, 3.264705882352941)","(11.0, 17.5, 15.035714285714286)","(10.0, 11.5, 10.6875)","(3.5, 3.9, 3.7)","(2.7, 3.85, 3.6333333333333333)"
08-12-2022 15:52:07.646430,"(2.6, 3.35, 3.31875)","(11.0, 17.5, 15.035714285714286)","(10.0, 11.5, 10.6875)","(3.5, 3.9, 3.6545454545454548)","(2.7, 3.85, 3.546666666666667)"
08-12-2022 15:52:08.680860,"(2.6, 3.3, 3.1999999999999997)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.525)","(3.5, 3.9, 3.725)","(2.7, 3.85, 3.757142857142857)"
08-12-2022 15:52:09.599179,"(2.6, 3.35, 3.25)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.525)","(3.5, 3.85, 3.6375)","(2.7, 3.8, 3.5777777777777775)"
08-12-2022 15:52:10.456196,"(2.6, 3.4, 3.3)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.525)","(3.5, 3.9, 3.7)","(2.7, 3.8, 3.5777777777777775)"
08-12-2022 15:52:11.430231,"(2.6, 3.4, 3.393548387096774)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.525)","(3.4, 3.9, 3.7944444444444443)","(2.7, 3.8, 3.646153846153846)"
08-12-2022 15:52:12.428480,"(2.6, 3.4, 3.3899999999999997)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.613636363636363)","(3.4, 3.85, 3.6375)","(2.7, 3.8, 3.66)"
08-12-2022 15:52:13.486619,"(2.6, 3.4, 3.3874999999999997)","(11.0, 17.5, 15.152173913043478)","(10.0, 11.5, 10.613636363636363)","(3.4, 3.9, 3.7944444444444443)","(2.7, 3.8, 3.675)"
08-12-2022 15:52:14.478304,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.88888888888889)","(10.0, 11.5, 10.613636363636363)","(3.4, 3.85, 3.6375)","(2.7, 3.75, 3.5294117647058822)"
08-12-2022 15:52:15.448469,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.613636363636363)","(3.4, 3.9, 3.6375)","(2.7, 3.75, 3.485294117647059)"
08-12-2022 15:52:16.432954,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.613636363636363)","(3.4, 3.9, 3.7944444444444443)","(2.7, 3.75, 3.485294117647059)"
08-12-2022 15:52:17.364409,"(2.6, 3.4, 3.3916666666666666)","(11.0, 17.0, 15.194444444444445)","(10.0, 11.5, 10.613636363636363)","(3.4, 3.85, 3.6375)","(2.7, 3.75, 3.6500000000000004)"
