,Apollo Dreamz,Miki Magic,Jilliby Typhoon,Bronski Delight,Isntthatright,Captain Braveheart,Turbo Bromac Nz,Lancelot Bromac Nz,Jay Tee Tyron Nz,English Dance
10-01-2023 16:44:23.886910,"(1.9, 2.02, 2.0073684210526315)","(9.0, 14.0, 11.857142857142858)","(7.0, 14.0, 13.428571428571429)","(9.0, 12.0, 11.533333333333333)","(4.2, 9.2, 9.434782608695652)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 15.0, 12.916666666666666)"
10-01-2023 16:44:25.441655,"(1.9, 2.02, 2.0073684210526315)","(9.0, 14.0, 11.857142857142858)","(7.0, 14.5, 13.666666666666666)","(9.0, 12.0, 11.72)","(4.2, 9.8, 9.10909090909091)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 15.0, 12.916666666666666)"
10-01-2023 16:44:26.973668,"(1.9, 2.02, 2.0073684210526315)","(9.0, 14.0, 11.857142857142858)","(7.0, 14.5, 13.666666666666666)","(9.0, 12.0, 11.72)","(4.2, 10.5, 8.9)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 15.0, 12.916666666666666)"
10-01-2023 16:44:28.507067,"(1.9, 2.02, 2.013684210526316)","(9.0, 14.0, 14.666666666666666)","(7.0, 14.5, 14.0)","(9.0, 12.0, 11.72)","(4.2, 9.2, 8.685714285714285)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 15.0, 13.5)"
10-01-2023 16:44:30.004519,"(1.9, 2.02, 2.013684210526316)","(9.0, 16.5, 14.666666666666666)","(7.0, 14.5, 14.0)","(10.0, 12.0, 11.72)","(4.2, 9.2, 8.75)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 14.5, 13.5)"
10-01-2023 16:44:31.582725,"(1.9, 2.02, 1.9991666666666668)","(9.0, 15.0, 13.0)","(7.0, 14.5, 14.0)","(10.0, 12.0, 11.72)","(4.2, 9.2, 9.168421052631578)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 14.5, 13.5)"
10-01-2023 16:44:33.088494,"(1.9, 2.02, 2.0075)","(9.0, 14.0, 12.0)","(7.0, 14.5, 14.0)","(10.0, 12.0, 11.72)","(4.2, 9.2, 8.453061224489796)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 14.5, 13.5)"
10-01-2023 16:44:34.518549,"(1.9, 2.02, 2.0075)","(9.0, 14.5, 12.0)","(7.0, 14.5, 14.0)","(10.0, 12.0, 11.0)","(4.2, 8.6, 9.040000000000001)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 14.5, 13.5)"
10-01-2023 16:44:35.926444,"(1.9, 2.02, 2.0075)","(9.0, 14.5, 11.7)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.6)","(4.2, 9.4, 9.04)","(31.0, 50.0, 52.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 14.5, 13.5)"
10-01-2023 16:44:37.414395,"(1.9, 2.02, 2.0075)","(9.0, 14.5, 11.7)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.6)","(4.2, 9.2, 9.04)","(31.0, 55.0, 47.27272727272727)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 14.5, 13.5)"
10-01-2023 16:44:38.877492,"(1.85, 2.02, 2.0001719197707737)","(9.0, 14.5, 11.7)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.6)","(4.2, 9.2, 9.04)","(31.0, 48.0, 47.27272727272727)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 14.5, 13.5)"
10-01-2023 16:44:40.475467,"(1.85, 2.0, 1.9801719197707737)","(9.0, 14.5, 12.666666666666666)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.6)","(4.2, 9.2, 9.127272727272727)","(31.0, 48.0, 47.27272727272727)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 14.5, 13.5)"
10-01-2023 16:44:41.899550,"(1.85, 2.0, 1.9801719197707737)","(9.0, 13.5, 12.666666666666666)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.4)","(4.2, 9.4, 9.015384615384615)","(31.0, 48.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 14.5, 13.5)"
10-01-2023 16:44:43.464493,"(1.85, 2.0, 1.9801719197707737)","(9.0, 13.5, 12.666666666666666)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.533333333333333)","(4.2, 9.4, 9.015384615384615)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 14.5, 13.5)"
10-01-2023 16:44:44.979736,"(1.85, 1.96, 1.929563492063492)","(9.0, 13.5, 11.416666666666666)","(7.0, 14.5, 14.0)","(10.0, 12.0, 10.646153846153847)","(4.2, 9.4, 8.82857142857143)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 14.5, 13.666666666666666)"
10-01-2023 16:44:46.456587,"(1.85, 1.9, 1.8881746031746032)","(9.0, 13.5, 11.416666666666666)","(7.0, 14.5, 14.25)","(10.0, 12.0, 10.9)","(4.2, 9.0, 8.89090909090909)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 16.0, 13.666666666666666)"
10-01-2023 16:44:47.956909,"(1.85, 1.92, 1.9124999999999999)","(9.0, 13.5, 12.333333333333334)","(7.0, 14.5, 16.7)","(10.0, 12.0, 10.533333333333333)","(4.2, 9.0, 8.89090909090909)","(31.0, 50.0, 49.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 16.0, 16.2)"
10-01-2023 16:44:49.474010,"(1.85, 1.92, 1.9193548387096773)","(9.0, 13.0, 12.333333333333334)","(7.0, 18.5, 16.076923076923077)","(10.0, 12.0, 10.533333333333333)","(4.2, 9.0, 8.89090909090909)","(31.0, 50.0, 48.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:44:51.023544,"(1.85, 1.93, 1.929032258064516)","(9.0, 13.0, 12.333333333333334)","(7.0, 18.5, 15.0)","(10.0, 12.0, 10.533333333333333)","(4.2, 9.0, 8.89090909090909)","(31.0, 50.0, 48.666666666666664)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:44:52.519854,"(1.85, 1.93, 1.929032258064516)","(9.0, 13.0, 12.333333333333334)","(7.0, 18.5, 16.0)","(10.0, 12.0, 10.533333333333333)","(4.2, 9.0, 8.89090909090909)","(31.0, 50.0, 48.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:44:53.978087,"(1.85, 1.93, 1.9)","(9.0, 13.0, 12.333333333333334)","(7.0, 17.5, 15.0)","(10.0, 12.0, 10.533333333333333)","(4.2, 9.0, 8.89090909090909)","(31.0, 50.0, 54.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:44:55.542622,"(1.85, 1.9, 1.891594827586207)","(9.0, 13.0, 12.333333333333334)","(7.0, 17.5, 15.0)","(10.0, 12.0, 10.826666666666668)","(4.2, 9.0, 8.95)","(31.0, 65.0, 49.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:44:57.077257,"(1.85, 1.93, 1.9263636363636363)","(9.0, 13.0, 12.0)","(7.0, 17.5, 15.125)","(10.0, 12.0, 10.826666666666668)","(4.2, 9.0, 8.95)","(31.0, 60.0, 49.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:44:58.562239,"(1.85, 1.93, 1.9263636363636363)","(9.0, 12.5, 11.875)","(7.0, 17.0, 16.25)","(10.0, 12.0, 10.857142857142858)","(4.2, 9.0, 9.232000000000001)","(31.0, 60.0, 49.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 16.5, 15.45)"
10-01-2023 16:45:00.065689,"(1.85, 1.93, 1.9276470588235293)","(9.0, 12.5, 11.636363636363637)","(7.0, 17.0, 16.25)","(10.0, 12.0, 10.857142857142858)","(4.2, 9.4, 9.232000000000001)","(31.0, 60.0, 50.4)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 16.0, 15.333333333333332)"
10-01-2023 16:45:01.538113,"(1.85, 1.93, 1.9276470588235293)","(9.0, 12.0, 11.09090909090909)","(7.0, 17.0, 16.25)","(10.0, 12.0, 11.285714285714285)","(4.2, 9.4, 9.232000000000001)","(31.0, 60.0, 51.6)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:45:03.052178,"(1.85, 1.93, 1.9276470588235293)","(9.0, 12.0, 11.09090909090909)","(7.5, 17.0, 16.25)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.4, 8.694736842105263)","(31.0, 60.0, 51.6)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.11111111111111)"
10-01-2023 16:45:04.476682,"(1.85, 1.93, 1.928)","(9.0, 12.0, 11.333333333333334)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 8.8, 8.834782608695651)","(31.0, 60.0, 55.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 14.375)"
10-01-2023 16:45:05.941974,"(1.85, 1.93, 1.929090909090909)","(9.0, 12.0, 11.333333333333334)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 60.0, 55.09090909090909)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 14.375)"
10-01-2023 16:45:07.329145,"(1.85, 1.93, 1.928695652173913)","(9.0, 12.0, 11.333333333333334)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 60.0, 47.4)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 14.375)"
10-01-2023 16:45:08.797229,"(1.85, 1.93, 1.928695652173913)","(9.0, 12.0, 11.333333333333334)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 14.375)"
10-01-2023 16:45:10.272863,"(1.85, 1.93, 1.928695652173913)","(9.0, 12.0, 10.631578947368421)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 14.375)"
10-01-2023 16:45:11.744703,"(1.85, 1.93, 1.9289999999999998)","(9.0, 12.0, 10.9)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 14.375)"
10-01-2023 16:45:13.194224,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 10.9)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.5, 16.7)"
10-01-2023 16:45:14.633366,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 10.9)","(7.5, 17.0, 15.5)","(10.0, 12.0, 10.88888888888889)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.5, 15.833333333333334)"
10-01-2023 16:45:16.341152,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 10.9)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.285714285714285)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
10-01-2023 16:45:17.876960,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 10.9)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.285714285714285)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 15.833333333333334)"
10-01-2023 16:45:19.305264,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 10.9)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.285714285714285)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 16.5)"
10-01-2023 16:45:20.901313,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 11.0)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.5, 16.5)"
10-01-2023 16:45:22.365773,"(1.85, 1.93, 1.9289999999999998)","(9.0, 11.5, 11.0)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.2, 8.733333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.5, 17.333333333333332)"
10-01-2023 16:45:23.997645,"(1.85, 1.93, 1.8923741007194244)","(9.0, 11.5, 13.0)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.2, 9.019354838709678)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 16.5)"
10-01-2023 16:45:25.663870,"(1.85, 1.9, 1.8923741007194244)","(9.0, 15.5, 13.833333333333332)","(7.5, 17.0, 15.5)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.2, 9.019354838709678)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.0, 17.333333333333332)"
10-01-2023 16:45:27.285069,"(1.85, 1.9, 1.8923741007194244)","(9.0, 14.5, 12.833333333333334)","(7.5, 17.0, 16.4)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.2, 9.333333333333334)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 17.3)"
10-01-2023 16:45:28.775149,"(1.85, 1.9, 1.8923741007194244)","(9.0, 14.0, 12.833333333333334)","(7.5, 17.0, 15.875)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.6, 9.151219512195123)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.576923076923077)"
10-01-2023 16:45:30.329523,"(1.85, 1.9, 1.8923741007194244)","(9.0, 14.0, 12.833333333333334)","(7.5, 17.0, 17.25)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.6, 9.151219512195123)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.576923076923077)"
10-01-2023 16:45:31.946606,"(1.85, 1.9, 1.8461016949152542)","(9.0, 14.0, 12.833333333333334)","(7.5, 19.0, 18.125)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.6, 9.16875)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.576923076923077)"
10-01-2023 16:45:33.464186,"(1.85, 1.9, 1.8453731343283584)","(9.0, 14.0, 12.833333333333334)","(7.5, 19.0, 18.125)","(10.0, 12.0, 11.058823529411764)","(4.2, 9.6, 9.216666666666667)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.576923076923077)"
10-01-2023 16:45:34.976684,"(1.85, 1.9, 1.85625)","(9.0, 14.0, 13.25)","(7.5, 19.0, 18.125)","(10.0, 12.0, 10.8)","(4.2, 9.6, 9.2625)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)"
10-01-2023 16:45:36.560154,"(1.85, 1.89, 1.845)","(9.0, 14.0, 13.25)","(7.5, 19.0, 18.125)","(10.0, 12.0, 10.8)","(4.2, 9.6, 9.2625)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.666666666666666)"
10-01-2023 16:45:38.155143,"(1.85, 1.89, 1.845)","(9.0, 14.0, 13.25)","(7.5, 19.0, 17.6)","(10.0, 12.0, 11.0)","(4.2, 9.6, 9.2625)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.423076923076923)"
10-01-2023 16:45:39.872196,"(1.85, 1.89, 1.8216666666666668)","(9.0, 14.0, 13.25)","(7.5, 19.0, 16.625)","(10.0, 12.0, 11.0)","(4.2, 9.6, 9.2625)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 17.5, 15.833333333333334)"
10-01-2023 16:45:41.435077,"(1.85, 1.88, 1.802)","(9.0, 14.0, 13.4)","(7.5, 18.5, 17.0)","(10.0, 12.0, 11.0)","(4.2, 9.6, 9.015384615384615)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 17.071428571428573)"
10-01-2023 16:45:43.079294,"(1.85, 1.87, 1.802)","(9.0, 14.0, 13.4)","(7.5, 18.5, 17.0)","(10.0, 12.0, 11.0)","(4.2, 9.6, 9.295238095238096)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 17.166666666666668)"
10-01-2023 16:45:44.666977,"(1.85, 1.86, 1.844)","(9.0, 14.0, 13.4)","(7.5, 18.5, 17.5)","(10.0, 12.0, 11.0)","(4.2, 9.6, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.5, 16.833333333333332)"
10-01-2023 16:45:46.239893,"(1.85, 1.86, 1.844)","(9.0, 14.0, 13.4)","(7.5, 18.5, 17.5)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 17.071428571428573)"
10-01-2023 16:45:47.802705,"(1.85, 1.86, 1.8411764705882354)","(9.0, 14.0, 13.4)","(7.5, 18.0, 16.75)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.6)"
10-01-2023 16:45:49.363113,"(1.85, 1.86, 1.8295238095238096)","(9.0, 14.0, 13.25)","(7.5, 22.0, 20.375)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.6)"
10-01-2023 16:45:50.879641,"(1.85, 1.86, 1.8295238095238096)","(9.0, 14.0, 13.25)","(7.5, 22.0, 20.214285714285715)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.6)"
10-01-2023 16:45:52.417959,"(1.85, 1.86, 1.8411764705882354)","(9.0, 14.0, 13.4)","(7.5, 21.0, 18.392857142857142)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.5, 16.75)"
10-01-2023 16:45:53.924244,"(1.85, 1.86, 1.8386666666666667)","(9.0, 14.0, 13.25)","(7.5, 20.0, 18.392857142857142)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.213333333333333)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.6)"
10-01-2023 16:45:55.708099,"(1.85, 1.86, 1.8263157894736843)","(9.0, 14.0, 13.25)","(7.5, 20.0, 17.1875)","(10.0, 12.0, 11.0)","(4.2, 9.4, 9.088888888888889)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.6)"
10-01-2023 16:45:57.459711,"(1.85, 1.86, 1.8386666666666667)","(9.0, 14.0, 13.4)","(7.5, 20.0, 17.1875)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.088888888888889)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.5)"
10-01-2023 16:45:59.175165,"(1.85, 1.86, 1.8528205128205129)","(9.0, 14.0, 13.25)","(7.5, 20.0, 17.1875)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.088888888888889)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 16.5)"
10-01-2023 16:46:00.850564,"(1.85, 1.86, 1.8528205128205129)","(9.0, 14.0, 13.25)","(7.5, 20.0, 17.1875)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.088888888888889)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 16.5)"
10-01-2023 16:46:02.555127,"(1.85, 1.86, 1.8536363636363637)","(9.0, 14.0, 13.4)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.088888888888889)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 17.772727272727273)"
10-01-2023 16:46:04.305063,"(1.85, 1.86, 1.8536363636363637)","(9.0, 14.0, 13.25)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.088888888888889)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 17.772727272727273)"
10-01-2023 16:46:05.998089,"(1.85, 1.86, 1.836)","(9.0, 14.0, 13.25)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.110344827586207)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 19.0, 16.0)"
10-01-2023 16:46:07.640856,"(1.85, 1.86, 1.836)","(9.0, 14.0, 13.4)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.110344827586207)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.875)"
10-01-2023 16:46:09.210435,"(1.85, 1.86, 1.8257142857142858)","(9.0, 14.0, 12.576923076923077)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.110344827586207)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
10-01-2023 16:46:10.724133,"(1.85, 1.86, 1.8257142857142858)","(9.0, 18.5, 14.1)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.110344827586207)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
10-01-2023 16:46:12.322335,"(1.85, 1.86, 1.8257142857142858)","(9.0, 18.0, 16.0)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.2)","(4.2, 9.4, 9.110344827586207)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
10-01-2023 16:46:13.936221,"(1.85, 1.86, 1.8257142857142858)","(9.0, 17.0, 15.0)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.375)","(4.2, 9.4, 8.688)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
10-01-2023 16:46:15.478409,"(1.85, 1.86, 1.8257142857142858)","(9.0, 16.5, 15.0)","(7.5, 20.0, 16.25)","(10.0, 12.0, 11.375)","(4.2, 8.8, 8.952)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
10-01-2023 16:46:17.104852,"(1.85, 1.86, 1.8257142857142858)","(9.0, 16.5, 13.642857142857142)","(7.5, 20.0, 16.142857142857142)","(10.0, 12.0, 11.375)","(4.2, 9.4, 8.91304347826087)","(31.0, 48.0, 46.8)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(10.0, 18.0, 15.5)"
