,Apollo Dreamz,Miki Magic,Jilliby Typhoon,Bronski Delight,Isntthatright,Captain Braveheart,Turbo Bromac Nz,Lancelot Bromac Nz,Jay Tee Tyron Nz,English Dance
10-01-2023 16:37:37.222702,"(1.95, 2.0, 1.9958333333333333)","(8.5, 14.5, 13.5)","(7.0, 12.5, 10.620000000000001)","(9.0, 15.5, 12.4375)","(4.0, 7.8, 7.1)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:37:38.567939,"(1.95, 2.0, 1.9958333333333333)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.26)","(9.0, 15.5, 12.875)","(4.0, 7.6, 7.228571428571429)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:39.892248,"(1.95, 2.0, 1.9958333333333333)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.26)","(9.0, 15.5, 12.875)","(4.0, 7.8, 7.228571428571429)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:37:41.260791,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.5, 12.875)","(4.0, 7.8, 8.685714285714287)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:42.528210,"(1.95, 2.0, 1.9958333333333333)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.5, 12.875)","(4.0, 9.0, 7.178947368421053)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:37:44.053163,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.5, 12.875)","(4.0, 8.0, 8.120000000000001)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:45.556869,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.5, 12.875)","(4.0, 9.0, 7.720000000000001)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:47.058138,"(1.95, 2.0, 1.9958333333333333)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.5, 12.875)","(4.0, 9.0, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:48.693153,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 12.357142857142858)","(7.0, 12.5, 11.05)","(9.0, 15.5, 12.75)","(4.0, 8.8, 7.4)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:37:50.169335,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 8.8, 7.228571428571429)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:51.628972,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.6, 8.350000000000001)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:53.050624,"(1.95, 2.0, 1.99375)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 8.8, 7.575)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:54.435422,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 8.8, 7.428571428571429)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:37:55.860763,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.057142857142857)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:37:57.241096,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.052631578947368)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:37:58.518522,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.6, 7.485714285714286)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:37:59.801878,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.6, 7.485714285714286)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:01.057141,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.6, 7.485714285714286)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:02.286706,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.329411764705882)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:03.737168,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.3)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:05.126038,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.3)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:06.522961,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.3)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:07.874461,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.3999999999999995)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:09.281366,"(1.95, 2.0, 1.9955555555555555)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.05)","(9.0, 15.0, 12.428571428571429)","(4.0, 7.8, 7.55)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:10.780130,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.67142857142857)","(9.0, 15.0, 12.625)","(4.0, 7.8, 8.3)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:12.080222,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.34)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.209090909090909)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:13.380804,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.15)","(9.0, 14.5, 12.625)","(4.0, 7.8, 8.133333333333333)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:14.645582,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 12.5, 11.033333333333333)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.45)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:15.916992,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 13.5, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.45)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:17.179303,"(1.95, 2.0, 1.9933333333333334)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:18.352602,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:19.561554,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:20.787381,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:22.027498,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:23.484951,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:24.771369,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:26.090182,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:27.359541,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:28.671530,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 13.5)","(7.0, 13.0, 11.4)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 53.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:30.214789,"(1.95, 2.0, 1.9969999999999999)","(8.5, 14.5, 16.3)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.625)","(4.0, 8.8, 7.75)","(31.0, 70.0, 50.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:31.550987,"(1.95, 2.0, 1.9969999999999999)","(8.5, 19.5, 14.0)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 65.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:38:32.971251,"(1.95, 2.0, 1.9969999999999999)","(8.5, 19.0, 14.0)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:34.283194,"(1.95, 2.0, 1.9969999999999999)","(8.5, 19.0, 15.7)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:35.511707,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 15.7)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:36.711931,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 14.125)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:38.086260,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 15.4)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:39.627894,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:41.025921,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.600000000000001)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:42.399365,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 11.254545454545454)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:43.627147,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.75)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:38:44.989192,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.75)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:46.199357,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.75)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.75)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:47.692178,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 11.5)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:49.191502,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 11.5)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:50.504835,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.75)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 60.0, 44.0)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:38:51.899055,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 13.0, 10.75)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 60.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:53.468434,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:55.096501,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 13.666666666666666)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:38:56.458075,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 15.4)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:38:57.902206,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.0, 15.4)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:38:59.260480,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.5, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.3)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:39:00.611296,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:39:02.016525,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.6000000000000005)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:39:03.303729,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.466666666666667)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:04.672279,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.8, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:39:06.122781,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:39:07.462195,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 14.333333333333334)"
10-01-2023 16:39:08.793202,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 14.8)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:39:10.215464,"(1.95, 2.0, 1.9969999999999999)","(8.5, 17.0, 15.0)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:11.431508,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 15.0)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
10-01-2023 16:39:12.685917,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 15.0)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:13.873385,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 15.0)","(7.0, 12.5, 11.666666666666666)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 13.375)"
10-01-2023 16:39:15.237369,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 15.0)","(7.0, 12.5, 11.875)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:16.577277,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 15.0)","(7.0, 12.5, 11.833333333333334)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 15.5)"
10-01-2023 16:39:17.907491,"(1.95, 2.0, 1.9969999999999999)","(8.5, 18.5, 13.6)","(7.0, 12.5, 11.833333333333334)","(9.0, 14.5, 12.5)","(4.0, 8.6, 7.511111111111111)","(31.0, 55.0, 45.5)","(101.0, 99999, 99990)","(41.0, 99999, 99990)","(61.0, 99999, 99990)","(9.0, 19.0, 12.571428571428571)"
