,Luvtoo,Flying Banyula,R N R Beach Nz,Call Me Dragon,Shez Bettors Babe,Imperious,Esther Rising,Desmond,Shooin
06-01-2023 15:26:24.567242,"(4.4, 7.8, 5.7)","(2.9, 4.3, 3.6666666666666665)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.44444444444444)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:25.755277,"(4.4, 7.8, 5.7)","(2.9, 4.3, 3.6666666666666665)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.44444444444444)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:26.948197,"(4.4, 7.8, 5.7)","(2.9, 4.3, 3.6666666666666665)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.44444444444444)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:28.170723,"(4.4, 7.8, 5.7)","(2.9, 4.3, 3.6666666666666665)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.44444444444444)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:29.401272,"(4.4, 7.8, 5.7)","(2.9, 4.3, 3.6666666666666665)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.44444444444444)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:30.555750,"(4.4, 7.8, 5.7)","(2.9, 4.3, 3.6666666666666665)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.44444444444444)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:31.922387,"(4.4, 7.8, 5.7)","(2.9, 4.2, 3.7249999999999996)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 145.0)","(17.0, 40.0, 37.7)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:33.199673,"(4.4, 7.8, 5.7)","(2.9, 4.1, 3.978571428571428)","(1.95, 99999, 99990)","(14.0, 20.0, 16.75)","(81.0, 210.0, 183.0)","(17.0, 40.0, 33.07142857142857)","(51.0, 95.0, 90.625)","(41.0, 120.0, 96.0)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:34.481199,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.1, 3.9625000000000004)","(1.95, 99999, 99990)","(14.0, 20.0, 16.75)","(81.0, 210.0, 183.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:35.751113,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 4.0875)","(1.95, 99999, 99990)","(14.0, 20.0, 16.75)","(81.0, 210.0, 183.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:37.012516,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 20.0, 16.75)","(81.0, 210.0, 183.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:38.246447,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 20.0, 16.75)","(81.0, 210.0, 183.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:39.480895,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 20.0, 16.75)","(81.0, 210.0, 183.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:40.692256,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 20.0, 20.25)","(81.0, 210.0, 183.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:41.856938,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 27.0, 20.25)","(81.0, 210.0, 160.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:43.038860,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 30.0, 16.944444444444443)","(81.0, 210.0, 160.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:44.328375,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8600000000000003)","(1.95, 99999, 99990)","(14.0, 29.0, 16.944444444444443)","(81.0, 210.0, 160.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:45.664694,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8000000000000003)","(1.95, 99999, 99990)","(14.0, 29.0, 16.944444444444443)","(81.0, 210.0, 160.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:46.948663,"(4.4, 7.8, 6.341666666666667)","(2.9, 4.2, 3.8000000000000003)","(1.95, 99999, 99990)","(14.0, 29.0, 16.875)","(81.0, 210.0, 160.0)","(17.0, 42.0, 30.636363636363637)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:26:48.129828,"(4.4, 7.6, 6.942857142857143)","(2.9, 4.2, 3.9625000000000004)","(1.95, 99999, 99990)","(14.0, 27.0, 23.5)","(81.0, 210.0, 130.0)","(17.0, 42.0, 32.5)","(51.0, 95.0, 90.625)","(41.0, 120.0, 78.0)","(41.0, 90.0, 69.2)"
06-01-2023 15:26:49.303070,"(4.4, 7.6, 6.133333333333334)","(2.9, 4.2, 4.064285714285714)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.5)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:50.602896,"(4.4, 7.4, 6.4)","(2.9, 4.1, 3.978571428571428)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.5)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:51.824578,"(4.4, 7.4, 6.4)","(2.9, 4.1, 3.978571428571428)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:53.111510,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.978571428571428)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:54.332535,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 26.0, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:55.626106,"(4.4, 7.4, 6.45)","(2.9, 4.2, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:56.828602,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:58.038317,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:26:59.254930,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:27:00.490702,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:27:01.770365,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:27:03.131188,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.9)","(81.0, 210.0, 130.0)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.6)"
06-01-2023 15:27:04.392329,"(4.4, 7.4, 6.45)","(2.9, 4.1, 3.625)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 160.0)","(17.0, 40.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:05.575136,"(4.4, 7.6, 6.2)","(2.9, 4.0, 3.948695652173913)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 160.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:06.770458,"(4.4, 7.6, 6.2)","(2.9, 4.0, 3.9275)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 175.71428571428572)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:08.055267,"(4.4, 7.6, 6.2)","(2.9, 4.0, 3.8755555555555556)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 175.71428571428572)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:09.473079,"(4.4, 7.6, 6.2)","(2.9, 4.0, 3.45)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 175.71428571428572)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:10.813323,"(4.4, 7.6, 7.3)","(2.9, 4.0, 3.742857142857143)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 175.71428571428572)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:12.132585,"(4.4, 7.6, 7.3)","(2.9, 4.0, 3.742857142857143)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 186.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:13.291337,"(4.4, 7.6, 7.3)","(2.9, 4.0, 3.742857142857143)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 186.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:14.552198,"(4.4, 7.6, 7.314285714285714)","(2.9, 4.0, 3.742857142857143)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 186.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:15.774795,"(4.4, 7.6, 7.314285714285714)","(2.9, 4.0, 3.742857142857143)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 186.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:16.903667,"(4.4, 7.6, 7.314285714285714)","(2.9, 4.0, 3.64)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 186.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 77.0)"
06-01-2023 15:27:17.999952,"(4.4, 7.6, 7.314285714285714)","(2.9, 4.0, 3.66)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 133.33333333333334)","(17.0, 42.0, 26.6875)","(51.0, 95.0, 90.625)","(41.0, 120.0, 78.0)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:19.130738,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.911111111111111)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 133.33333333333334)","(17.0, 42.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:20.305510,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.911111111111111)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:21.552558,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9238095238095236)","(1.95, 99999, 99990)","(14.0, 16.5, 15.5)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:22.765377,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9238095238095236)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:24.212435,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9238095238095236)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:25.494114,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9125)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:26.709585,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9125)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:27.962839,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9263157894736844)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:29.186153,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9263157894736844)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:30.428275,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.9263157894736844)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:31.671059,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.92)","(1.95, 99999, 99990)","(14.0, 16.5, 14.0)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:32.899179,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.92)","(1.95, 99999, 99990)","(14.0, 16.5, 14.75)","(81.0, 210.0, 133.33333333333334)","(17.0, 40.0, 34.375)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 65.0)"
06-01-2023 15:27:34.486315,"(4.4, 7.6, 6.3999999999999995)","(2.9, 4.0, 3.7800000000000002)","(1.95, 99999, 99990)","(14.0, 16.0, 14.75)","(81.0, 210.0, 166.66666666666669)","(17.0, 40.0, 21.583333333333332)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:35.936705,"(4.4, 7.6, 7.22)","(2.9, 4.0, 3.7800000000000002)","(1.95, 99999, 99990)","(14.0, 16.0, 14.75)","(81.0, 210.0, 166.66666666666669)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:37.399824,"(4.4, 7.6, 7.22)","(2.9, 4.0, 3.7800000000000002)","(1.95, 99999, 99990)","(14.0, 16.0, 14.75)","(81.0, 210.0, 166.66666666666669)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:38.884800,"(4.4, 7.6, 7.22)","(2.9, 4.0, 3.825)","(1.95, 99999, 99990)","(14.0, 16.0, 14.75)","(81.0, 210.0, 183.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:40.295509,"(4.4, 7.4, 7.2)","(2.9, 3.95, 3.825)","(1.95, 99999, 99990)","(14.0, 16.0, 23.5)","(81.0, 210.0, 183.0)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:41.580672,"(4.4, 7.4, 6.6)","(2.9, 3.95, 3.825)","(1.95, 99999, 99990)","(14.0, 26.0, 21.166666666666668)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:42.824134,"(4.4, 7.4, 6.6)","(2.9, 3.95, 3.825)","(1.95, 99999, 99990)","(14.0, 25.0, 23.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:44.091323,"(4.4, 7.4, 6.6)","(2.9, 3.95, 3.825)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:45.299053,"(4.4, 7.4, 7.133333333333334)","(2.9, 3.95, 3.916666666666667)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:27:46.433803,"(4.4, 7.4, 7.133333333333334)","(2.9, 3.95, 3.9033333333333333)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 76.0)"
06-01-2023 15:27:47.554780,"(4.4, 7.4, 7.133333333333334)","(2.9, 3.95, 3.9033333333333333)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 76.0)"
06-01-2023 15:27:48.606624,"(4.4, 7.4, 7.133333333333334)","(2.9, 3.95, 3.9033333333333333)","(1.95, 99999, 99990)","(14.0, 26.0, 23.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 21.583333333333332)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 72.0)"
06-01-2023 15:27:49.704784,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.625)","(1.95, 99999, 99990)","(14.0, 26.0, 20.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:27:50.804188,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 26.0, 20.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:27:52.024418,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 26.0, 20.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:27:53.265948,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 26.0, 20.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:27:54.474708,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 26.0, 20.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:27:55.729646,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 26.0, 20.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:27:57.183957,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 26.0, 18.666666666666668)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.2)"
06-01-2023 15:27:58.384274,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 28.0, 18.666666666666668)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.2)"
06-01-2023 15:27:59.661134,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 28.0, 18.666666666666668)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 79.2)"
06-01-2023 15:28:00.946381,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 28.0, 21.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
06-01-2023 15:28:02.190417,"(4.4, 7.4, 6.4)","(2.9, 3.95, 3.5166666666666666)","(1.95, 99999, 99990)","(14.0, 28.0, 21.0)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 34.375)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.0)"
