,On The Fence,Just Too Fancy,Kiah Beach,Iron Lad,More Sensation,Malis Gonzales,Saint Bluey
16-12-2022 13:22:02.646203,"(6.0, 8.2, 7.232258064516129)","(5.0, 7.8, 7.685714285714285)","(1.9, 2.3, 2.18)","(15.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(6.5, 11.0, 10.435294117647059)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:03.565588,"(6.0, 8.2, 7.232258064516129)","(5.0, 7.8, 7.575)","(1.9, 2.3, 2.222857142857143)","(15.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(6.5, 11.0, 10.435294117647059)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:04.575773,"(6.0, 8.2, 7.232258064516129)","(5.0, 7.8, 7.685714285714285)","(1.9, 2.3, 2.18)","(15.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(6.5, 11.0, 10.36)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:05.634245,"(6.0, 8.2, 7.232258064516129)","(5.0, 7.8, 7.575)","(1.9, 2.3, 2.222857142857143)","(15.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(6.5, 11.0, 10.36)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:06.644916,"(6.0, 8.2, 7.232258064516129)","(5.0, 7.8, 7.685714285714285)","(1.9, 2.3, 2.18)","(15.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(6.5, 11.0, 10.36)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:07.704179,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.18)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.269565217391303)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:08.768386,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.255)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.4)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:09.849414,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2345454545454544)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.49090909090909)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:10.853173,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2345454545454544)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.49090909090909)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:11.821461,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.18)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.49090909090909)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:12.737920,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.18)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:13.656032,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.2625)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:14.627586,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2454545454545456)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.391176470588235)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:15.659514,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.2625)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:16.690396,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2454545454545456)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:17.662705,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.165)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:18.693189,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2236363636363636)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:19.748447,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2236363636363636)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:20.854753,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.2475)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:21.805050,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2236363636363636)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:22.754079,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.3, 2.2236363636363636)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.580487804878048)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:23.703272,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2345454545454544)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.470967741935484)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:24.622347,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2345454545454544)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.470967741935484)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:25.698349,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2345454545454544)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:26.648606,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.3, 2.2345454545454544)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:27.698343,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:28.695099,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:29.684343,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:30.633250,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.28, 2.2333333333333334)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:31.614756,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:32.520071,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:33.476209,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:34.401726,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.28, 2.2333333333333334)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:35.374432,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.2210526315789476)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:36.347683,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.575)","(1.85, 2.28, 2.2333333333333334)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.353846153846154)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:37.298050,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.685714285714285)","(1.85, 2.28, 2.186666666666667)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.236363636363636)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:38.416362,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.6611111111111105)","(1.85, 2.28, 2.186666666666667)","(16.0, 27.0, 23.176470588235293)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.328)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:39.407900,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.556097560975609)","(1.85, 2.28, 2.2333333333333334)","(16.0, 27.0, 23.176470588235293)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.328)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:40.368267,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.6611111111111105)","(1.85, 2.28, 2.22)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.328)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:41.345990,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.556097560975609)","(1.85, 2.28, 2.232)","(16.0, 27.0, 23.38888888888889)","(8.5, 10.5, 9.602380952380951)","(7.0, 11.0, 10.288235294117648)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:42.289787,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.6611111111111105)","(1.85, 2.28, 2.1862500000000002)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.602380952380951)","(7.0, 10.5, 10.288235294117648)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:43.276689,"(6.0, 8.2, 7.232258064516129)","(5.5, 7.8, 7.556097560975609)","(1.85, 2.26, 2.1933333333333334)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.602380952380951)","(7.0, 10.5, 10.131818181818181)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:44.245693,"(6.0, 8.2, 7.044444444444444)","(5.5, 7.8, 7.64375)","(1.85, 2.26, 2.2314285714285713)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.602380952380951)","(7.0, 10.5, 10.131818181818181)","(21.0, 42.0, 34.22222222222222)"
16-12-2022 13:22:45.445232,"(6.0, 8.2, 7.044444444444444)","(5.5, 7.8, 7.355555555555555)","(1.85, 2.26, 2.1933333333333334)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.602380952380951)","(7.0, 10.5, 10.157142857142857)","(21.0, 42.0, 35.225806451612904)"
16-12-2022 13:22:46.437629,"(6.0, 8.2, 7.044444444444444)","(5.5, 7.8, 7.355555555555555)","(1.85, 2.26, 2.1933333333333334)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.602380952380951)","(7.0, 10.5, 10.157142857142857)","(21.0, 42.0, 35.225806451612904)"
16-12-2022 13:22:47.442960,"(6.0, 8.2, 7.044444444444444)","(5.5, 7.8, 7.55)","(1.85, 2.26, 2.1933333333333334)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.891935483870967)","(7.0, 10.5, 10.157142857142857)","(21.0, 42.0, 35.225806451612904)"
16-12-2022 13:22:48.453868,"(6.0, 8.2, 7.044444444444444)","(5.5, 7.8, 7.466666666666667)","(1.85, 2.26, 2.1933333333333334)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.891935483870967)","(7.0, 10.5, 9.94)","(21.0, 42.0, 35.225806451612904)"
16-12-2022 13:22:49.379940,"(6.0, 7.0, 6.82)","(5.5, 7.8, 7.378947368421053)","(1.85, 2.24, 2.2300000000000004)","(16.0, 27.0, 23.136363636363637)","(8.5, 10.5, 9.891935483870967)","(7.0, 10.0, 9.94)","(21.0, 42.0, 36.166666666666664)"
16-12-2022 13:22:50.288291,"(6.0, 7.0, 6.7)","(5.5, 7.8, 7.3)","(1.85, 2.24, 2.226666666666667)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.515789473684212)","(7.0, 10.0, 9.97391304347826)","(21.0, 42.0, 33.42857142857143)"
16-12-2022 13:22:51.309651,"(6.0, 7.0, 6.783333333333333)","(5.5, 7.8, 7.3)","(1.85, 2.24, 2.2333333333333334)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.668888888888889)","(7.0, 10.0, 9.97391304347826)","(21.0, 42.0, 35.793103448275865)"
16-12-2022 13:22:52.288560,"(6.0, 7.0, 6.783333333333333)","(5.5, 7.8, 7.373333333333333)","(1.85, 2.24, 2.226666666666667)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.668888888888889)","(7.0, 10.0, 9.957142857142857)","(21.0, 42.0, 36.10526315789474)"
16-12-2022 13:22:53.221717,"(6.0, 7.6, 7.027272727272727)","(5.5, 7.8, 7.373333333333333)","(1.85, 2.24, 2.1900000000000004)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.66304347826087)","(7.0, 10.0, 9.968421052631578)","(21.0, 42.0, 37.851851851851855)"
16-12-2022 13:22:54.302572,"(6.0, 7.6, 7.04)","(5.5, 7.8, 7.288)","(1.85, 2.28, 2.2514285714285713)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.927272727272728)","(7.0, 10.0, 9.96)","(21.0, 42.0, 37.851851851851855)"
16-12-2022 13:22:55.290715,"(6.0, 7.6, 7.04)","(5.5, 7.8, 7.288)","(1.85, 2.28, 2.258947368421053)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.927272727272728)","(7.0, 10.0, 9.85)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:22:56.248131,"(6.0, 7.6, 7.052173913043478)","(5.5, 7.8, 7.288)","(1.85, 2.28, 2.206666666666667)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.829787234042552)","(7.0, 10.0, 9.657142857142857)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:22:57.220007,"(6.0, 7.6, 7.052173913043478)","(5.5, 7.8, 7.288)","(1.85, 2.28, 2.206666666666667)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.829787234042552)","(7.0, 10.0, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:22:58.187549,"(6.0, 7.4, 6.933333333333334)","(5.5, 7.8, 7.288)","(1.85, 2.28, 2.2282352941176473)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.829787234042552)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:22:59.139621,"(6.0, 7.4, 7.004651162790698)","(5.5, 7.8, 7.16)","(1.85, 2.28, 2.2657142857142856)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.829787234042552)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:23:00.106651,"(6.0, 7.2, 7.170370370370371)","(5.5, 7.8, 7.16)","(1.85, 2.28, 2.2436363636363637)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.857142857142858)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:23:01.102438,"(6.0, 7.2, 7.1692307692307695)","(5.5, 7.8, 7.16)","(1.85, 2.28, 2.2072727272727275)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.857142857142858)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:23:02.097118,"(6.0, 7.2, 7.1692307692307695)","(5.5, 7.8, 7.020253164556962)","(1.85, 2.28, 2.226)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.857142857142858)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:23:03.093046,"(6.0, 7.2, 7.1692307692307695)","(5.5, 7.8, 7.020253164556962)","(1.85, 2.28, 2.232)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.961538461538462)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.13793103448276)"
16-12-2022 13:23:04.027710,"(6.0, 7.2, 7.15)","(5.5, 7.6, 7.218181818181818)","(1.85, 2.28, 2.226)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.961538461538462)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:04.933514,"(6.0, 7.2, 7.15)","(5.5, 7.6, 6.4064516129032265)","(1.85, 2.28, 2.262)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.619354838709677)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:05.967451,"(6.0, 7.4, 6.952)","(5.5, 7.4, 6.282539682539682)","(1.85, 2.3, 2.2686956521739132)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.55)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:06.985484,"(6.0, 7.4, 7.026666666666666)","(5.5, 7.0, 6.933333333333334)","(1.85, 2.3, 2.2686956521739132)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.7875)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:08.006225,"(6.0, 7.4, 7.026666666666666)","(5.5, 6.6, 6.318518518518519)","(1.9, 2.3, 2.244615384615385)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.7875)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:09.250155,"(6.0, 7.4, 7.026666666666666)","(5.5, 6.6, 6.325490196078431)","(1.9, 2.3, 2.2666666666666666)","(16.0, 27.0, 23.08695652173913)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.93)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:10.318108,"(6.0, 7.4, 6.952)","(5.5, 6.6, 6.2956521739130435)","(1.9, 2.28, 2.2666666666666666)","(16.0, 27.0, 23.08695652173913)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.93)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:11.297518,"(6.0, 7.4, 6.952)","(5.5, 6.6, 6.2956521739130435)","(1.9, 2.28, 2.2666666666666666)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 10.043478260869566)","(7.0, 10.5, 9.722727272727273)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:12.404824,"(6.0, 7.4, 6.952)","(5.5, 6.6, 6.33)","(1.9, 2.28, 2.264)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.722727272727273)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:13.425284,"(6.0, 7.4, 6.952)","(5.5, 6.6, 6.291428571428572)","(1.9, 2.28, 2.264)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.685714285714285)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:14.380563,"(6.0, 7.4, 6.84)","(5.5, 6.6, 6.24)","(1.9, 2.32, 2.29)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:15.284069,"(6.0, 7.4, 6.84)","(5.5, 6.6, 6.242553191489361)","(1.9, 2.32, 2.3033333333333332)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:16.209730,"(6.0, 7.2, 6.779999999999999)","(5.5, 6.6, 6.242553191489361)","(1.9, 2.32, 2.295)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:17.112610,"(6.0, 7.2, 6.779999999999999)","(5.5, 6.6, 6.242553191489361)","(1.9, 2.32, 2.3057142857142856)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:18.252597,"(6.0, 7.2, 6.779999999999999)","(5.5, 6.6, 6.242553191489361)","(1.9, 2.32, 2.2866666666666666)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:19.176152,"(6.0, 7.2, 6.779999999999999)","(5.5, 6.6, 6.242553191489361)","(1.9, 2.32, 2.277142857142857)","(16.0, 27.0, 23.785714285714285)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:20.346480,"(6.0, 7.2, 6.870588235294118)","(5.5, 6.6, 6.2)","(1.9, 2.34, 2.292)","(16.0, 27.0, 23.85185185185185)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.664)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:21.408067,"(6.0, 7.2, 6.870588235294118)","(5.5, 6.6, 6.2)","(1.9, 2.34, 2.292)","(16.0, 27.0, 23.85185185185185)","(8.5, 10.5, 9.932432432432433)","(7.0, 10.5, 9.756521739130434)","(21.0, 42.0, 38.61538461538461)"
16-12-2022 13:23:22.525294,"(6.0, 7.2, 6.916129032258064)","(5.5, 6.6, 5.7384615384615385)","(1.9, 2.34, 2.276)","(16.0, 27.0, 23.923076923076923)","(8.5, 10.5, 9.936111111111112)","(7.0, 10.5, 9.756521739130434)","(21.0, 42.0, 38.44444444444444)"
16-12-2022 13:23:23.439689,"(6.0, 7.4, 7.25)","(5.5, 5.9, 5.7)","(1.9, 2.38, 2.3512)","(16.0, 27.0, 23.923076923076923)","(8.5, 10.5, 9.936111111111112)","(7.0, 10.5, 9.756521739130434)","(21.0, 42.0, 36.94736842105263)"
16-12-2022 13:23:24.373793,"(6.0, 7.4, 7.011764705882353)","(5.5, 6.0, 5.75)","(1.9, 2.4, 2.3454545454545452)","(16.0, 27.0, 23.923076923076923)","(8.5, 10.5, 10.155932203389831)","(7.0, 10.5, 9.756521739130434)","(21.0, 38.0, 36.94736842105263)"
16-12-2022 13:23:25.284731,"(6.0, 7.4, 7.011764705882353)","(5.5, 5.9, 5.833333333333334)","(1.9, 2.38, 2.348888888888889)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.155932203389831)","(7.0, 10.5, 9.7875)","(21.0, 38.0, 36.94736842105263)"
16-12-2022 13:23:26.346328,"(6.0, 7.4, 7.011764705882353)","(5.5, 5.8, 5.633333333333333)","(1.9, 2.38, 2.36)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.155932203389831)","(7.0, 10.5, 9.7875)","(21.0, 38.0, 36.333333333333336)"
16-12-2022 13:23:27.307088,"(6.0, 7.4, 7.011764705882353)","(5.5, 5.8, 5.779166666666667)","(1.9, 2.38, 2.36)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.155932203389831)","(7.0, 10.5, 9.648275862068965)","(21.0, 38.0, 36.333333333333336)"
16-12-2022 13:23:28.248497,"(6.0, 7.4, 7.011764705882353)","(5.5, 5.6, 5.576923076923077)","(1.9, 2.38, 2.348888888888889)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.18888888888889)","(7.0, 10.5, 9.617857142857142)","(21.0, 38.0, 36.333333333333336)"
16-12-2022 13:23:29.168262,"(6.0, 7.4, 6.892307692307692)","(5.5, 5.8, 5.766666666666667)","(1.9, 2.38, 2.371111111111111)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.31219512195122)","(7.0, 10.5, 9.613333333333333)","(21.0, 38.0, 36.333333333333336)"
16-12-2022 13:23:30.101939,"(6.0, 7.4, 6.892307692307692)","(5.5, 5.7, 5.6571428571428575)","(1.9, 2.38, 2.348888888888889)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.31219512195122)","(7.0, 10.5, 9.613333333333333)","(21.0, 38.0, 36.333333333333336)"
16-12-2022 13:23:31.050086,"(6.0, 7.4, 6.928571428571429)","(5.0, 5.8, 5.682352941176471)","(1.9, 2.38, 2.371111111111111)","(16.0, 27.0, 24.17391304347826)","(8.5, 10.5, 10.45625)","(7.0, 10.5, 8.941666666666666)","(21.0, 38.0, 36.333333333333336)"
