,Conumdrum,Creek Lodge,Gee Gees Fifthtest,High Plain Drifta,Rohzhae,Swingapinga,Im Keefe,Muscle Up,Zulu Angel,Weallstuckathome,Barmaid Girl,Ding Ding,Kings On Queens,Millas Ready,Soulita
06-01-2023 13:55:30.354955,"(9.0, 10.5, 10.29126213592233)","(101.0, 480.0, 296.6666666666667)","(101.0, 320.0, 253.33333333333334)","(101.0, 300.0, 253.33333333333334)","(13.0, 19.5, 19.15)","(26.0, 38.0, 35.5609756097561)","(21.0, 36.0, 34.16216216216216)","(1.85, 2.12, 2.126835443037975)","(8.0, 9.4, 9.090697674418605)","(31.0, 38.0, 37.65217391304348)","(31.0, 55.0, 49.529411764705884)","(7.0, 9.0, 8.892000000000001)","(31.0, 55.0, 47.94244604316547)","(31.0, 50.0, 49.6)","(101.0, 240.0, 237.0)"
06-01-2023 13:55:32.113553,"(9.0, 10.5, 10.395652173913044)","(101.0, 470.0, 275.0)","(101.0, 320.0, 295.55555555555554)","(101.0, 300.0, 265.0)","(13.0, 19.5, 19.41860465116279)","(26.0, 38.0, 35.5)","(21.0, 36.0, 35.58064516129032)","(1.85, 2.14, 2.1249333333333333)","(8.0, 9.2, 8.983233532934133)","(31.0, 38.0, 36.30769230769231)","(31.0, 50.0, 47.189189189189186)","(7.0, 9.0, 8.892000000000001)","(31.0, 55.0, 49.26315789473684)","(31.0, 50.0, 49.27272727272727)","(101.0, 240.0, 252.0)"
06-01-2023 13:55:33.889664,"(9.0, 10.5, 10.266768292682928)","(101.0, 470.0, 345.0)","(101.0, 320.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(13.0, 19.5, 19.407894736842106)","(31.0, 36.0, 35.5)","(21.0, 36.0, 35.42028985507246)","(1.85, 2.14, 2.1299555555555556)","(8.0, 9.0, 9.106467661691543)","(31.0, 38.0, 36.30769230769231)","(31.0, 50.0, 47.189189189189186)","(7.5, 9.0, 8.892000000000001)","(31.0, 55.0, 49.26315789473684)","(31.0, 50.0, 49.27272727272727)","(101.0, 270.0, 252.0)"
06-01-2023 13:55:35.646690,"(9.0, 10.5, 10.262762762762764)","(101.0, 480.0, 345.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(13.0, 19.5, 19.407894736842106)","(31.0, 36.0, 35.333333333333336)","(21.0, 36.0, 35.42028985507246)","(1.85, 2.14, 2.146190476190476)","(8.0, 9.2, 8.944155844155844)","(31.0, 38.0, 36.21052631578947)","(31.0, 50.0, 47.04761904761905)","(7.5, 9.0, 8.892000000000001)","(31.0, 55.0, 49.26315789473684)","(31.0, 50.0, 49.27272727272727)","(101.0, 270.0, 261.0)"
06-01-2023 13:55:37.385359,"(9.0, 10.5, 10.261834319526628)","(101.0, 480.0, 405.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(13.0, 19.5, 19.407894736842106)","(31.0, 36.0, 35.27272727272727)","(21.0, 36.0, 35.42028985507246)","(1.85, 2.16, 2.1478)","(8.0, 9.0, 8.944155844155844)","(31.0, 38.0, 36.21052631578947)","(31.0, 50.0, 47.04761904761905)","(7.5, 9.0, 8.892000000000001)","(31.0, 55.0, 49.26315789473684)","(31.0, 50.0, 49.27272727272727)","(101.0, 270.0, 261.0)"
06-01-2023 13:55:39.168438,"(9.0, 10.5, 10.280653950953678)","(101.0, 600.0, 286.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(14.0, 19.5, 19.407894736842106)","(31.0, 36.0, 38.4264705882353)","(21.0, 36.0, 35.42028985507246)","(1.85, 2.16, 2.1478)","(8.0, 9.0, 8.939007092198581)","(31.0, 38.0, 36.21052631578947)","(31.0, 50.0, 47.073170731707314)","(7.5, 9.0, 8.892000000000001)","(31.0, 55.0, 49.26315789473684)","(31.0, 50.0, 49.27272727272727)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:40.857052,"(9.0, 10.5, 10.330246913580247)","(101.0, 590.0, 330.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(14.0, 19.5, 19.397435897435898)","(31.0, 40.0, 37.0)","(21.0, 36.0, 35.42028985507246)","(1.85, 2.16, 2.1580112570356476)","(8.0, 9.0, 8.913131313131313)","(31.0, 38.0, 36.2)","(31.0, 50.0, 46.76923076923077)","(7.5, 9.0, 8.892000000000001)","(31.0, 55.0, 49.26315789473684)","(31.0, 50.0, 49.27272727272727)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:42.620605,"(9.0, 10.5, 10.33011049723757)","(101.0, 570.0, 370.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(14.0, 19.5, 19.517241379310345)","(31.0, 38.0, 36.89655172413793)","(21.0, 36.0, 36.4)","(1.85, 2.16, 2.1656540084388185)","(8.0, 9.0, 9.013483146067415)","(31.0, 38.0, 35.30434782608695)","(31.0, 48.0, 46.714285714285715)","(7.5, 9.0, 8.770666666666667)","(31.0, 55.0, 49.471014492753625)","(31.0, 50.0, 45.95238095238095)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:44.379617,"(9.0, 10.5, 10.33011049723757)","(101.0, 530.0, 370.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(14.0, 20.0, 19.517241379310345)","(31.0, 38.0, 36.89655172413793)","(21.0, 38.0, 36.388888888888886)","(1.85, 2.18, 2.1652549019607843)","(8.0, 9.2, 9.024852071005917)","(31.0, 36.0, 35.2)","(31.0, 48.0, 46.5)","(7.5, 8.8, 8.788235294117648)","(31.0, 55.0, 49.471014492753625)","(31.0, 50.0, 46.705882352941174)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:46.194808,"(9.0, 10.5, 10.33011049723757)","(101.0, 530.0, 370.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 265.0)","(14.0, 20.0, 19.575757575757574)","(31.0, 38.0, 36.89655172413793)","(21.0, 38.0, 36.68181818181818)","(1.85, 2.18, 2.157)","(8.0, 9.2, 8.998058252427185)","(31.0, 36.0, 34.92307692307692)","(31.0, 48.0, 46.2)","(7.5, 8.8, 8.808130081300813)","(31.0, 55.0, 49.471014492753625)","(31.0, 50.0, 46.705882352941174)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:47.870843,"(9.0, 10.5, 10.33011049723757)","(101.0, 530.0, 370.0)","(101.0, 340.0, 296.6666666666667)","(101.0, 300.0, 272.0)","(14.0, 20.0, 19.604166666666668)","(31.0, 38.0, 37.05882352941177)","(21.0, 38.0, 36.68181818181818)","(1.85, 2.16, 2.156883116883117)","(8.0, 9.0, 8.940579710144927)","(31.0, 36.0, 35.23076923076923)","(31.0, 48.0, 46.2)","(7.5, 9.0, 8.781690140845072)","(31.0, 55.0, 49.471014492753625)","(31.0, 50.0, 46.705882352941174)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:49.670698,"(9.0, 10.5, 10.306188925081432)","(101.0, 530.0, 313.3333333333333)","(101.0, 340.0, 256.6666666666667)","(101.0, 300.0, 272.0)","(14.0, 20.0, 19.612903225806452)","(31.0, 38.0, 41.44827586206897)","(26.0, 38.0, 36.68181818181818)","(1.85, 2.16, 2.156883116883117)","(8.0, 9.0, 8.903191489361703)","(31.0, 36.0, 35.23076923076923)","(31.0, 48.0, 45.4375)","(7.5, 8.8, 8.781690140845072)","(31.0, 55.0, 49.471014492753625)","(31.0, 50.0, 46.705882352941174)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:51.457166,"(9.0, 10.5, 10.306188925081432)","(101.0, 520.0, 254.28571428571428)","(101.0, 330.0, 238.33333333333334)","(101.0, 300.0, 272.0)","(14.0, 20.0, 19.612903225806452)","(31.0, 42.0, 40.94736842105263)","(26.0, 38.0, 36.68181818181818)","(1.85, 2.16, 2.1507416879795396)","(8.0, 9.0, 8.925714285714285)","(31.0, 36.0, 35.23076923076923)","(31.0, 46.0, 46.55555555555556)","(7.5, 8.8, 8.781690140845072)","(31.0, 55.0, 49.471014492753625)","(31.0, 50.0, 46.705882352941174)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:53.202761,"(9.0, 10.5, 10.33)","(101.0, 520.0, 313.3333333333333)","(101.0, 330.0, 256.6666666666667)","(101.0, 300.0, 272.0)","(15.0, 20.0, 19.612903225806452)","(31.0, 42.0, 39.63636363636363)","(26.0, 38.0, 36.68181818181818)","(1.85, 2.16, 2.152008830022075)","(7.5, 9.0, 8.927777777777777)","(31.0, 36.0, 33.44)","(31.0, 48.0, 46.666666666666664)","(7.5, 8.8, 8.839613526570048)","(31.0, 55.0, 49.87919463087248)","(31.0, 50.0, 46.705882352941174)","(101.0, 270.0, 250.0)"
06-01-2023 13:55:54.919161,"(9.0, 10.5, 10.346846846846846)","(101.0, 520.0, 238.1818181818182)","(101.0, 330.0, 250.0)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.612903225806452)","(31.0, 40.0, 39.8)","(26.0, 38.0, 35.36363636363637)","(1.85, 2.16, 2.15095)","(7.5, 9.0, 9.030508474576271)","(31.0, 34.0, 33.529411764705884)","(31.0, 48.0, 46.18181818181818)","(7.5, 9.0, 8.834825870646766)","(31.0, 55.0, 48.896)","(31.0, 50.0, 46.75)","(101.0, 270.0, 260.5882352941176)"
06-01-2023 13:55:56.952961,"(9.0, 10.5, 10.346846846846846)","(101.0, 520.0, 248.75)","(101.0, 330.0, 250.0)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.586206896551722)","(31.0, 40.0, 39.42857142857143)","(26.0, 38.0, 35.36363636363637)","(1.85, 2.16, 2.150235081374322)","(7.5, 9.2, 9.059259259259258)","(31.0, 34.0, 33.542857142857144)","(31.0, 48.0, 46.666666666666664)","(7.5, 9.0, 8.755882352941176)","(31.0, 55.0, 48.896)","(31.0, 50.0, 46.75)","(101.0, 270.0, 256.6666666666667)"
06-01-2023 13:55:59.204940,"(9.0, 10.5, 10.431746031746032)","(101.0, 520.0, 411.42857142857144)","(101.0, 330.0, 250.0)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.586206896551722)","(31.0, 40.0, 39.46666666666667)","(26.0, 38.0, 35.36363636363637)","(1.85, 2.16, 2.137550111358575)","(7.5, 9.2, 9.043636363636363)","(31.0, 34.0, 33.529411764705884)","(31.0, 55.0, 48.45454545454545)","(7.5, 8.8, 8.755223880597015)","(31.0, 55.0, 48.896)","(31.0, 50.0, 46.75)","(101.0, 270.0, 256.6666666666667)"
06-01-2023 13:56:01.187938,"(9.0, 10.5, 10.38936170212766)","(101.0, 500.0, 400.0)","(101.0, 330.0, 250.0)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.553571428571427)","(31.0, 40.0, 39.375)","(26.0, 38.0, 36.294117647058826)","(1.85, 2.14, 2.1372757475083057)","(7.5, 9.2, 9.043636363636363)","(31.0, 34.0, 33.529411764705884)","(31.0, 55.0, 48.57142857142857)","(7.5, 8.8, 8.763855421686747)","(31.0, 55.0, 48.896)","(31.0, 50.0, 46.75)","(101.0, 270.0, 256.6666666666667)"
06-01-2023 13:56:03.231796,"(9.0, 10.5, 10.324742268041238)","(101.0, 500.0, 254.0)","(101.0, 330.0, 250.0)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.62121212121212)","(31.0, 40.0, 39.06666666666667)","(26.0, 38.0, 36.45333333333333)","(1.9, 2.14, 2.1474025974025976)","(7.5, 9.2, 8.931654676258994)","(31.0, 34.0, 32.588235294117645)","(31.0, 55.0, 47.92857142857143)","(7.5, 9.0, 8.865957446808512)","(31.0, 55.0, 49.13076923076923)","(31.0, 50.0, 47.523809523809526)","(101.0, 270.0, 260.5882352941176)"
06-01-2023 13:56:05.093190,"(9.0, 10.5, 10.45367412140575)","(101.0, 510.0, 345.0)","(101.0, 330.0, 312.85714285714283)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.63235294117647)","(31.0, 40.0, 39.03448275862069)","(26.0, 38.0, 35.25)","(1.9, 2.16, 2.1493406593406594)","(7.5, 9.0, 8.927941176470588)","(31.0, 34.0, 30.916666666666668)","(31.0, 55.0, 49.21739130434783)","(7.5, 9.0, 8.865957446808512)","(31.0, 55.0, 49.09375)","(31.0, 50.0, 47.523809523809526)","(101.0, 270.0, 260.5882352941176)"
06-01-2023 13:56:06.762519,"(9.0, 10.5, 10.37433155080214)","(101.0, 500.0, 345.0)","(101.0, 330.0, 312.85714285714283)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.63235294117647)","(31.0, 40.0, 38.833333333333336)","(26.0, 36.0, 35.36)","(1.9, 2.16, 2.1483000000000003)","(7.5, 9.0, 8.927941176470588)","(31.0, 32.0, 30.784313725490197)","(31.0, 50.0, 45.904761904761905)","(7.5, 9.0, 8.907142857142858)","(31.0, 55.0, 49.09375)","(31.0, 50.0, 47.523809523809526)","(101.0, 270.0, 256.6666666666667)"
06-01-2023 13:56:08.534423,"(8.5, 10.5, 10.315693430656934)","(101.0, 500.0, 345.0)","(101.0, 330.0, 270.0)","(101.0, 300.0, 253.33333333333334)","(15.0, 20.0, 19.63235294117647)","(31.0, 40.0, 38.72)","(26.0, 36.0, 35.36)","(1.9, 2.16, 2.148679245283019)","(7.5, 9.0, 8.927941176470588)","(31.0, 32.0, 31.0)","(31.0, 46.0, 45.89473684210526)","(7.5, 9.0, 8.903703703703703)","(31.0, 55.0, 49.09375)","(31.0, 50.0, 48.266666666666666)","(101.0, 270.0, 256.6666666666667)"
06-01-2023 13:56:10.348953,"(8.5, 10.5, 10.349253731343284)","(101.0, 500.0, 300.0)","(101.0, 330.0, 263.3333333333333)","(101.0, 300.0, 265.0)","(15.0, 20.0, 19.63235294117647)","(31.0, 40.0, 39.578947368421055)","(26.0, 36.0, 35.275)","(1.9, 2.16, 2.1519685039370082)","(7.5, 9.0, 8.927941176470588)","(31.0, 32.0, 31.25925925925926)","(31.0, 46.0, 45.833333333333336)","(7.5, 9.0, 8.903703703703703)","(31.0, 55.0, 49.09375)","(31.0, 50.0, 48.266666666666666)","(101.0, 270.0, 246.0)"
06-01-2023 13:56:12.262254,"(8.5, 10.5, 10.341961852861035)","(101.0, 500.0, 300.0)","(101.0, 330.0, 315.0)","(101.0, 300.0, 272.0)","(15.0, 20.0, 19.709302325581394)","(31.0, 40.0, 39.666666666666664)","(26.0, 36.0, 35.31764705882353)","(1.9, 2.16, 2.1364819277108436)","(7.5, 9.0, 8.932646048109966)","(26.0, 32.0, 31.130434782608695)","(31.0, 46.0, 45.88235294117647)","(7.5, 9.2, 9.102083333333333)","(31.0, 55.0, 49.27272727272727)","(31.0, 50.0, 48.63157894736842)","(101.0, 270.0, 243.0)"
06-01-2023 13:56:14.162070,"(8.5, 10.5, 10.294498381877023)","(101.0, 500.0, 396.66666666666663)","(101.0, 330.0, 273.3333333333333)","(101.0, 300.0, 272.0)","(15.0, 20.0, 19.88)","(31.0, 40.0, 39.666666666666664)","(26.0, 36.0, 35.34090909090909)","(1.9, 2.14, 2.140246913580247)","(7.5, 9.0, 8.928025477707006)","(26.0, 32.0, 31.181818181818183)","(31.0, 46.0, 47.3)","(7.5, 9.2, 9.102083333333333)","(31.0, 55.0, 49.241134751773046)","(31.0, 50.0, 49.0)","(101.0, 270.0, 243.0)"
06-01-2023 13:56:15.911150,"(8.5, 10.5, 10.292483660130719)","(101.0, 500.0, 396.66666666666663)","(101.0, 330.0, 303.3333333333333)","(101.0, 300.0, 272.0)","(15.0, 20.0, 20.150943396226417)","(31.0, 40.0, 39.666666666666664)","(26.0, 36.0, 35.34090909090909)","(1.9, 2.16, 2.1488246628131025)","(7.5, 9.0, 8.925412541254126)","(26.0, 32.0, 31.181818181818183)","(31.0, 48.0, 47.3)","(7.5, 9.2, 9.137837837837838)","(31.0, 55.0, 49.191489361702125)","(31.0, 50.0, 48.76923076923077)","(101.0, 270.0, 243.75)"
06-01-2023 13:56:17.613491,"(9.0, 10.5, 10.305882352941177)","(101.0, 500.0, 422.5)","(101.0, 320.0, 282.5)","(101.0, 300.0, 282.5)","(15.0, 21.0, 20.150943396226417)","(31.0, 40.0, 39.529411764705884)","(26.0, 36.0, 35.1948051948052)","(1.9, 2.16, 2.146697247706422)","(7.5, 9.0, 8.915112540192926)","(26.0, 32.0, 30.866666666666667)","(31.0, 48.0, 47.3)","(7.5, 9.2, 9.095454545454546)","(31.0, 55.0, 49.191489361702125)","(31.0, 50.0, 47.53846153846154)","(101.0, 270.0, 248.46153846153845)"
06-01-2023 13:56:19.259725,"(9.0, 10.5, 10.305882352941177)","(101.0, 500.0, 396.66666666666663)","(101.0, 320.0, 282.5)","(101.0, 300.0, 282.5)","(15.0, 21.0, 20.14814814814815)","(31.0, 40.0, 39.529411764705884)","(26.0, 36.0, 35.1948051948052)","(1.9, 2.16, 2.1522485207100592)","(7.5, 9.0, 8.914285714285715)","(26.0, 32.0, 31.209302325581394)","(31.0, 48.0, 46.96296296296296)","(7.5, 9.2, 9.024)","(31.0, 55.0, 49.06521739130435)","(31.0, 50.0, 45.5)","(101.0, 270.0, 248.46153846153845)"
06-01-2023 13:56:21.355612,"(9.0, 10.5, 10.267605633802816)","(101.0, 500.0, 290.0)","(101.0, 320.0, 281.42857142857144)","(101.0, 300.0, 282.5)","(15.0, 21.0, 20.150943396226417)","(31.0, 40.0, 37.833333333333336)","(26.0, 36.0, 35.15068493150685)","(1.9, 2.16, 2.1582300884955754)","(7.5, 9.0, 8.915827338129496)","(26.0, 32.0, 31.02127659574468)","(31.0, 48.0, 46.96296296296296)","(7.5, 9.2, 9.016666666666666)","(31.0, 55.0, 49.06521739130435)","(31.0, 46.0, 42.44444444444444)","(101.0, 270.0, 248.46153846153845)"
06-01-2023 13:56:23.294331,"(9.0, 10.5, 10.267605633802816)","(101.0, 490.0, 373.3333333333333)","(101.0, 310.0, 281.42857142857144)","(101.0, 300.0, 282.5)","(15.0, 21.0, 20.25531914893617)","(31.0, 38.0, 37.8)","(26.0, 36.0, 35.13513513513514)","(1.9, 2.16, 2.1503759398496243)","(7.5, 9.0, 8.927272727272728)","(26.0, 32.0, 32.45454545454545)","(31.0, 48.0, 46.96296296296296)","(7.5, 9.2, 9.071641791044776)","(31.0, 55.0, 49.06521739130435)","(31.0, 44.0, 43.42857142857143)","(101.0, 270.0, 248.46153846153845)"
06-01-2023 13:56:24.989728,"(9.0, 10.5, 10.282321899736148)","(101.0, 470.0, 252.72727272727272)","(101.0, 310.0, 277.5)","(101.0, 300.0, 245.0)","(15.0, 21.0, 20.533333333333335)","(31.0, 38.0, 37.88235294117647)","(26.0, 36.0, 35.28947368421053)","(1.9, 2.16, 2.1554506437768244)","(7.5, 9.0, 8.93170731707317)","(26.0, 34.0, 32.716981132075475)","(31.0, 48.0, 46.88)","(7.5, 9.2, 9.126785714285713)","(31.0, 55.0, 49.84905660377358)","(31.0, 44.0, 43.6)","(101.0, 270.0, 250.0)"
06-01-2023 13:56:26.971576,"(9.0, 10.5, 10.277333333333333)","(101.0, 260.0, 425.4545454545455)","(101.0, 300.0, 277.5)","(101.0, 300.0, 226.66666666666666)","(15.0, 21.0, 20.571428571428573)","(31.0, 38.0, 39.84)","(26.0, 36.0, 35.28947368421053)","(1.9, 2.16, 2.147589285714286)","(7.5, 9.0, 8.95)","(26.0, 34.0, 33.26881720430107)","(31.0, 48.0, 46.88)","(7.5, 9.2, 9.113684210526316)","(31.0, 55.0, 49.84905660377358)","(31.0, 46.0, 44.32)","(101.0, 270.0, 250.0)"
06-01-2023 13:56:28.866015,"(9.0, 10.5, 10.277333333333333)","(101.0, 450.0, 396.0)","(101.0, 300.0, 277.5)","(101.0, 300.0, 208.33333333333334)","(15.0, 21.0, 20.571428571428573)","(31.0, 42.0, 39.76470588235294)","(26.0, 36.0, 35.28947368421053)","(1.9, 2.16, 2.141368078175896)","(7.5, 9.0, 8.934745762711865)","(26.0, 34.0, 33.26881720430107)","(31.0, 48.0, 46.35294117647059)","(7.5, 9.2, 9.05090909090909)","(31.0, 55.0, 49.84905660377358)","(31.0, 46.0, 44.32)","(101.0, 270.0, 250.0)"
06-01-2023 13:56:31.057554,"(9.0, 10.5, 10.244776119402985)","(101.0, 450.0, 411.1111111111111)","(101.0, 300.0, 277.5)","(101.0, 300.0, 240.0)","(15.0, 21.0, 20.583333333333332)","(31.0, 40.0, 39.77777777777778)","(26.0, 36.0, 35.15294117647059)","(1.9, 2.16, 2.1401384083044985)","(7.5, 9.0, 8.939240506329114)","(26.0, 34.0, 32.41860465116279)","(31.0, 48.0, 45.45454545454545)","(7.5, 9.2, 9.125454545454545)","(31.0, 55.0, 49.84905660377358)","(31.0, 46.0, 44.32)","(101.0, 270.0, 251.33333333333334)"
06-01-2023 13:56:33.026670,"(9.0, 10.5, 10.244776119402985)","(101.0, 440.0, 378.0)","(101.0, 300.0, 277.5)","(101.0, 290.0, 256.6666666666667)","(15.0, 21.0, 20.62962962962963)","(31.0, 40.0, 38.256410256410255)","(26.0, 36.0, 35.20879120879121)","(1.9, 2.16, 2.1469248291571756)","(7.5, 9.0, 8.99572192513369)","(26.0, 34.0, 32.64705882352941)","(31.0, 48.0, 46.05882352941177)","(7.5, 9.2, 9.114583333333332)","(31.0, 55.0, 49.97546012269939)","(31.0, 46.0, 44.833333333333336)","(101.0, 270.0, 251.33333333333334)"
06-01-2023 13:56:34.714804,"(9.0, 10.5, 10.229166666666666)","(101.0, 400.0, 370.9090909090909)","(101.0, 300.0, 270.0)","(101.0, 290.0, 265.0)","(15.0, 21.0, 20.662790697674417)","(31.0, 40.0, 37.61904761904762)","(26.0, 36.0, 33.666666666666664)","(1.9, 2.16, 2.1651428571428575)","(7.5, 9.0, 8.781102362204726)","(26.0, 34.0, 31.814814814814813)","(31.0, 48.0, 45.714285714285715)","(7.5, 9.2, 9.142424242424243)","(31.0, 55.0, 53.77777777777778)","(31.0, 46.0, 44.92307692307692)","(101.0, 270.0, 252.5)"
06-01-2023 13:56:36.456401,"(9.0, 10.5, 10.261764705882353)","(101.0, 390.0, 253.33333333333334)","(101.0, 300.0, 280.0)","(101.0, 290.0, 255.0)","(15.0, 21.0, 21.438356164383563)","(31.0, 38.0, 35.45454545454545)","(26.0, 34.0, 32.35294117647059)","(1.9, 2.18, 2.2176784372652145)","(7.5, 8.8, 8.788429752066117)","(26.0, 32.0, 32.51428571428571)","(31.0, 46.0, 46.971428571428575)","(7.5, 9.2, 9.66)","(41.0, 55.0, 52.857142857142854)","(31.0, 46.0, 45.81818181818182)","(101.0, 270.0, 244.28571428571428)"
06-01-2023 13:56:38.244646,"(9.0, 10.5, 10.036253776435045)","(101.0, 380.0, 285.0)","(101.0, 300.0, 283.3333333333333)","(101.0, 300.0, 263.3333333333333)","(15.0, 22.0, 20.802197802197803)","(31.0, 38.0, 35.6)","(26.0, 34.0, 31.12)","(1.9, 2.22, 2.142692307692308)","(7.5, 8.8, 8.72396694214876)","(26.0, 34.0, 32.38095238095238)","(31.0, 48.0, 46.5)","(7.5, 9.6, 9.496969696969696)","(41.0, 55.0, 50.333333333333336)","(31.0, 48.0, 46.285714285714285)","(101.0, 270.0, 261.42857142857144)"
06-01-2023 13:56:39.948050,"(9.0, 10.5, 10.036253776435045)","(101.0, 380.0, 253.33333333333334)","(101.0, 300.0, 280.0)","(101.0, 390.0, 295.0)","(15.0, 21.0, 20.79310344827586)","(31.0, 36.0, 35.6)","(26.0, 32.0, 30.933333333333334)","(1.9, 2.16, 2.153225806451613)","(7.5, 8.8, 8.727027027027027)","(26.0, 34.0, 31.696969696969695)","(31.0, 48.0, 45.44444444444444)","(7.5, 9.6, 9.549090909090909)","(41.0, 55.0, 53.743589743589745)","(31.0, 48.0, 46.588235294117645)","(101.0, 270.0, 261.42857142857144)"
06-01-2023 13:56:42.013940,"(9.0, 10.5, 10.054621848739496)","(101.0, 380.0, 285.0)","(101.0, 300.0, 271.7647058823529)","(101.0, 380.0, 295.0)","(15.0, 21.0, 20.75)","(31.0, 38.0, 35.6)","(26.0, 32.0, 31.157894736842106)","(1.9, 2.18, 2.1640522875816997)","(7.5, 8.6, 8.55609756097561)","(26.0, 32.0, 31.72222222222222)","(31.0, 48.0, 45.67741935483871)","(7.5, 9.6, 9.577570093457943)","(41.0, 55.0, 52.22222222222222)","(31.0, 48.0, 46.73684210526316)","(101.0, 270.0, 261.42857142857144)"
06-01-2023 13:56:43.817916,"(9.0, 10.5, 10.098484848484848)","(101.0, 370.0, 306.6666666666667)","(101.0, 300.0, 275.0)","(101.0, 380.0, 295.0)","(15.0, 21.0, 20.86046511627907)","(31.0, 38.0, 35.41935483870968)","(26.0, 32.0, 31.125)","(1.9, 2.18, 2.1519815668202766)","(7.5, 8.6, 8.553968253968254)","(26.0, 32.0, 33.333333333333336)","(31.0, 48.0, 45.44444444444444)","(7.5, 9.6, 9.743589743589745)","(41.0, 55.0, 52.333333333333336)","(31.0, 46.0, 45.333333333333336)","(101.0, 270.0, 261.42857142857144)"
06-01-2023 13:56:45.825866,"(9.0, 10.5, 10.049575070821529)","(101.0, 360.0, 306.6666666666667)","(101.0, 300.0, 271.42857142857144)","(101.0, 380.0, 295.0)","(15.0, 21.0, 21.051724137931036)","(31.0, 38.0, 35.41935483870968)","(21.0, 32.0, 31.125)","(1.9, 2.16, 2.1471186440677967)","(7.5, 8.6, 8.508396946564886)","(26.0, 34.0, 32.4)","(31.0, 48.0, 45.05263157894737)","(7.5, 9.8, 9.744827586206897)","(41.0, 55.0, 53.857142857142854)","(31.0, 46.0, 45.333333333333336)","(101.0, 270.0, 261.42857142857144)"
06-01-2023 13:56:47.648849,"(9.0, 10.5, 10.05691056910569)","(101.0, 360.0, 300.0)","(101.0, 300.0, 271.42857142857144)","(101.0, 380.0, 266.6666666666667)","(15.0, 22.0, 21.191176470588236)","(31.0, 38.0, 35.625)","(21.0, 32.0, 30.914285714285715)","(1.9, 2.16, 2.1477192982456144)","(7.5, 8.6, 8.521875)","(26.0, 34.0, 33.111111111111114)","(31.0, 48.0, 46.5945945945946)","(7.5, 9.8, 9.702222222222224)","(41.0, 55.0, 50.16129032258065)","(31.0, 46.0, 45.4)","(101.0, 270.0, 261.42857142857144)"
06-01-2023 13:56:49.399566,"(9.0, 10.5, 10.136460554371002)","(101.0, 350.0, 264.2857142857143)","(101.0, 300.0, 275.0)","(101.0, 380.0, 323.3333333333333)","(15.0, 22.0, 21.149253731343283)","(31.0, 38.0, 35.2)","(21.0, 32.0, 31.047619047619047)","(1.9, 2.16, 2.1668936170212767)","(7.5, 8.6, 8.548571428571428)","(26.0, 34.0, 31.705882352941178)","(31.0, 48.0, 46.45454545454545)","(8.0, 9.8, 9.706382978723404)","(41.0, 55.0, 50.078125)","(31.0, 44.0, 43.76470588235294)","(101.0, 270.0, 260.8333333333333)"
06-01-2023 13:56:51.036968,"(9.0, 10.5, 10.138771186440678)","(101.0, 350.0, 255.0)","(101.0, 300.0, 330.0)","(101.0, 380.0, 256.6666666666667)","(15.0, 22.0, 21.080645161290324)","(31.0, 36.0, 35.608695652173914)","(21.0, 32.0, 32.78260869565217)","(1.9, 2.18, 2.1633604336043364)","(7.5, 8.6, 8.632835820895522)","(26.0, 32.0, 31.666666666666668)","(31.0, 48.0, 45.75757575757576)","(8.0, 9.8, 9.387735849056604)","(41.0, 55.0, 50.68493150684932)","(31.0, 44.0, 43.55555555555556)","(101.0, 270.0, 260.8333333333333)"
