,Gold Mate,Milkman Neil,Miss Cosmic Lee,Jebrynah Sol,Ocean Explorer,Let Fly,Cypress Bale
07-12-2022 21:18:20.510352,"(26.0, 90.0, 63.0)","(1.75, 2.0, 1.9902702702702704)","(3.8, 4.8, 4.6499999999999995)","(10.0, 15.0, 14.166666666666666)","(17.0, 32.0, 31.0)","(17.0, 28.0, 27.692307692307693)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:18:21.737372,"(26.0, 90.0, 63.0)","(1.75, 2.0, 1.987027027027027)","(3.8, 4.8, 4.613333333333333)","(10.0, 15.0, 14.166666666666666)","(17.0, 32.0, 31.0)","(17.0, 28.0, 27.692307692307693)","(6.0, 8.6, 8.054545454545455)"
07-12-2022 21:18:22.969077,"(26.0, 90.0, 63.0)","(1.75, 1.97, 1.9672602739726026)","(3.8, 4.8, 4.610526315789473)","(10.0, 15.0, 14.411764705882353)","(17.0, 32.0, 28.857142857142858)","(17.0, 28.0, 27.692307692307693)","(6.0, 8.6, 8.225)"
07-12-2022 21:18:24.274432,"(26.0, 90.0, 63.0)","(1.75, 1.97, 1.9614893617021276)","(3.8, 4.8, 4.610526315789473)","(10.0, 15.0, 14.411764705882353)","(17.0, 32.0, 28.428571428571427)","(17.0, 28.0, 26.533333333333335)","(6.0, 8.6, 7.785185185185185)"
07-12-2022 21:18:25.573984,"(26.0, 90.0, 69.54545454545455)","(1.75, 1.97, 1.9614893617021276)","(3.8, 4.8, 4.610526315789473)","(10.0, 15.0, 14.411764705882353)","(17.0, 32.0, 28.428571428571427)","(17.0, 28.0, 26.533333333333335)","(6.0, 8.6, 8.032258064516128)"
07-12-2022 21:18:26.888847,"(26.0, 90.0, 81.66666666666666)","(1.75, 1.97, 1.9623076923076923)","(3.8, 4.8, 4.5625)","(10.0, 15.0, 13.636363636363637)","(17.0, 30.0, 29.307692307692307)","(17.0, 28.0, 27.12)","(6.0, 8.6, 8.124324324324323)"
07-12-2022 21:18:28.124250,"(26.0, 90.0, 83.18181818181819)","(1.75, 1.97, 1.9613978494623656)","(3.8, 4.6, 4.458333333333334)","(10.0, 15.0, 13.75)","(17.0, 30.0, 28.941176470588236)","(17.0, 28.0, 27.12)","(6.0, 8.6, 8.105263157894736)"
07-12-2022 21:18:29.420462,"(26.0, 90.0, 83.18181818181819)","(1.75, 2.0, 1.983125)","(3.8, 4.6, 4.45)","(10.0, 15.0, 13.875)","(17.0, 30.0, 28.90909090909091)","(17.0, 28.0, 27.12)","(6.0, 8.4, 8.120000000000001)"
07-12-2022 21:18:30.565284,"(26.0, 90.0, 83.18181818181819)","(1.75, 2.0, 1.9835)","(3.8, 4.6, 4.45)","(10.0, 15.0, 13.875)","(17.0, 30.0, 28.90909090909091)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.120000000000001)"
07-12-2022 21:18:31.801199,"(26.0, 90.0, 81.66666666666666)","(1.75, 2.0, 1.9835)","(3.8, 4.6, 4.509677419354839)","(10.0, 15.0, 13.875)","(17.0, 30.0, 29.25)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.028571428571428)"
07-12-2022 21:18:33.101961,"(31.0, 90.0, 81.66666666666666)","(1.75, 2.0, 1.9870588235294118)","(3.7, 4.5, 4.489473684210527)","(10.0, 15.0, 13.928571428571429)","(18.0, 30.0, 29.0)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.028571428571428)"
07-12-2022 21:18:34.394597,"(31.0, 90.0, 81.89189189189189)","(1.75, 2.0, 1.99)","(3.7, 4.6, 4.52)","(10.0, 15.0, 13.571428571428571)","(18.0, 30.0, 28.5)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.028571428571428)"
07-12-2022 21:18:35.669805,"(31.0, 90.0, 80.0)","(1.75, 2.0, 1.99)","(3.7, 4.6, 4.527272727272727)","(10.0, 15.0, 13.571428571428571)","(18.0, 30.0, 28.5)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.028571428571428)"
07-12-2022 21:18:36.851005,"(31.0, 90.0, 80.0)","(1.75, 2.0, 1.9909677419354839)","(3.7, 4.6, 4.52258064516129)","(10.0, 15.0, 13.64)","(18.0, 30.0, 28.5)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.028571428571428)"
07-12-2022 21:18:38.114190,"(31.0, 90.0, 80.0)","(1.75, 2.0, 1.9844444444444445)","(3.7, 4.6, 4.509090909090909)","(10.0, 15.0, 13.64)","(18.0, 30.0, 28.5)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.118918918918919)"
07-12-2022 21:18:39.384823,"(31.0, 90.0, 86.66666666666667)","(1.75, 2.0, 1.9878260869565216)","(3.7, 4.6, 4.509090909090909)","(10.0, 15.0, 13.571428571428571)","(18.0, 30.0, 28.5)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.118918918918919)"
07-12-2022 21:18:40.809142,"(31.0, 90.0, 89.0)","(1.75, 2.0, 1.9878260869565216)","(3.7, 4.6, 4.509090909090909)","(10.0, 15.0, 14.333333333333334)","(18.0, 30.0, 26.666666666666668)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.146666666666667)"
07-12-2022 21:18:42.168075,"(31.0, 90.0, 89.0)","(1.75, 2.0, 1.9872727272727273)","(3.7, 4.6, 4.50625)","(10.0, 14.5, 14.333333333333334)","(18.0, 27.0, 26.75)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.215384615384615)"
07-12-2022 21:18:43.431435,"(31.0, 90.0, 89.0)","(1.75, 2.0, 1.9844444444444445)","(3.7, 4.6, 4.50625)","(10.0, 14.5, 14.384615384615385)","(18.0, 27.0, 26.8)","(18.0, 28.0, 27.12)","(6.0, 8.4, 8.215384615384615)"
07-12-2022 21:18:44.610516,"(31.0, 90.0, 89.0)","(1.75, 2.0, 1.9844444444444445)","(3.7, 4.6, 4.509090909090909)","(10.0, 14.5, 13.727272727272727)","(18.0, 27.0, 27.125)","(18.0, 28.0, 26.933333333333334)","(6.0, 8.4, 8.215384615384615)"
07-12-2022 21:18:45.686045,"(31.0, 90.0, 89.0)","(1.75, 2.0, 1.9948148148148148)","(3.7, 4.6, 4.509090909090909)","(10.0, 15.0, 13.827586206896552)","(18.0, 28.0, 27.384615384615383)","(18.0, 27.0, 26.56)","(6.0, 8.4, 8.215384615384615)"
07-12-2022 21:18:46.925329,"(31.0, 75.0, 66.0)","(1.75, 2.02, 1.9968571428571429)","(3.7, 4.6, 4.50625)","(10.0, 15.0, 13.827586206896552)","(18.0, 28.0, 27.384615384615383)","(18.0, 27.0, 27.866666666666667)","(6.0, 8.4, 8.215384615384615)"
07-12-2022 21:18:48.126202,"(31.0, 75.0, 68.07692307692308)","(1.75, 2.02, 2.000714285714286)","(3.7, 4.6, 4.50625)","(10.0, 15.0, 13.827586206896552)","(18.0, 28.0, 27.058823529411764)","(18.0, 28.0, 27.875)","(6.0, 8.4, 8.215384615384615)"
07-12-2022 21:18:49.364440,"(31.0, 75.0, 68.0)","(1.75, 2.02, 1.9929999999999999)","(3.7, 4.6, 4.50625)","(10.0, 15.0, 13.727272727272727)","(17.0, 28.0, 27.384615384615383)","(18.0, 28.0, 27.875)","(6.0, 8.4, 8.52)"
07-12-2022 21:18:50.546740,"(31.0, 75.0, 68.0)","(1.75, 2.02, 1.9929999999999999)","(3.7, 4.6, 4.50625)","(10.0, 15.0, 13.620689655172415)","(17.0, 28.0, 27.066666666666666)","(18.0, 28.0, 27.866666666666667)","(6.0, 8.6, 8.96)"
07-12-2022 21:18:51.855199,"(31.0, 75.0, 68.0)","(1.75, 2.02, 1.9929999999999999)","(3.7, 4.6, 4.50625)","(10.0, 14.5, 13.6)","(17.0, 28.0, 27.066666666666666)","(18.0, 28.0, 27.866666666666667)","(6.0, 9.0, 8.770000000000001)"
07-12-2022 21:18:53.000272,"(31.0, 75.0, 68.0)","(1.75, 2.02, 2.002162162162162)","(3.7, 4.6, 4.530232558139534)","(10.0, 14.5, 13.5)","(17.0, 28.0, 27.333333333333332)","(18.0, 28.0, 27.0)","(6.0, 8.8, 8.76842105263158)"
07-12-2022 21:18:54.159247,"(31.0, 70.0, 67.27272727272727)","(1.75, 2.02, 2.0005882352941176)","(3.7, 4.6, 4.530232558139534)","(10.0, 14.5, 13.5)","(17.0, 28.0, 27.066666666666666)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.8, 8.76842105263158)"
07-12-2022 21:18:55.451395,"(31.0, 70.0, 66.0)","(1.75, 2.02, 2.0005882352941176)","(3.7, 4.6, 4.530232558139534)","(10.0, 14.5, 13.5)","(17.0, 28.0, 27.384615384615383)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.8, 8.76842105263158)"
07-12-2022 21:18:56.660703,"(31.0, 70.0, 66.0)","(1.75, 2.02, 2.006060606060606)","(3.7, 4.6, 4.48)","(10.0, 14.5, 13.5)","(17.0, 28.0, 27.384615384615383)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.8, 8.773913043478261)"
07-12-2022 21:18:57.875854,"(31.0, 70.0, 68.0)","(1.75, 2.02, 2.006060606060606)","(3.7, 4.5, 4.49)","(10.0, 14.5, 13.6)","(17.0, 28.0, 27.125)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.8, 8.733333333333334)"
07-12-2022 21:18:59.114904,"(31.0, 70.0, 66.0)","(1.75, 2.02, 2.015)","(3.7, 4.5, 4.49)","(10.0, 14.5, 13.6)","(17.0, 28.0, 27.384615384615383)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.8, 8.566666666666666)"
07-12-2022 21:19:00.303951,"(31.0, 70.0, 66.0)","(1.75, 2.04, 2.025714285714286)","(3.7, 4.5, 4.49)","(10.0, 14.5, 13.6)","(17.0, 28.0, 27.0)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.6, 8.566666666666666)"
07-12-2022 21:19:01.548691,"(31.0, 70.0, 68.0)","(1.75, 2.02, 2.01)","(3.7, 4.5, 4.4904761904761905)","(10.0, 14.5, 13.6)","(18.0, 28.0, 25.666666666666668)","(18.0, 28.0, 26.333333333333332)","(6.0, 8.6, 8.566666666666666)"
07-12-2022 21:19:02.709517,"(31.0, 70.0, 68.0)","(1.75, 2.04, 2.0162962962962965)","(3.7, 4.5, 4.486666666666666)","(10.0, 14.5, 13.620689655172415)","(18.0, 28.0, 27.045454545454547)","(18.0, 28.0, 27.0)","(6.0, 8.6, 8.75)"
07-12-2022 21:19:03.947549,"(31.0, 70.0, 66.0)","(1.75, 2.02, 2.0162962962962965)","(3.7, 4.5, 4.464705882352941)","(10.0, 14.5, 13.6)","(18.0, 28.0, 27.36842105263158)","(18.0, 28.0, 27.0)","(6.0, 8.8, 8.764705882352942)"
07-12-2022 21:19:05.152770,"(31.0, 70.0, 69.23076923076923)","(1.7, 2.02, 2.0144444444444445)","(3.7, 4.5, 4.464705882352941)","(10.0, 14.5, 13.6)","(18.0, 28.0, 27.36842105263158)","(18.0, 28.0, 27.8)","(6.0, 8.8, 8.764705882352942)"
07-12-2022 21:19:06.394137,"(31.0, 70.0, 69.23076923076923)","(1.7, 2.04, 2.013913043478261)","(3.7, 4.5, 4.464705882352941)","(10.0, 14.5, 13.6)","(18.0, 28.0, 27.045454545454547)","(18.0, 28.0, 27.8)","(6.0, 8.8, 8.764705882352942)"
07-12-2022 21:19:07.599280,"(31.0, 70.0, 69.23076923076923)","(1.7, 2.04, 2.0127272727272727)","(3.7, 4.5, 4.4222222222222225)","(10.0, 14.5, 13.6)","(18.0, 28.0, 27.36842105263158)","(18.0, 28.0, 27.75)","(6.0, 8.8, 8.764705882352942)"
07-12-2022 21:19:08.792923,"(31.0, 70.0, 69.23076923076923)","(1.7, 2.04, 2.028235294117647)","(3.7, 4.5, 4.4222222222222225)","(10.0, 14.5, 13.6)","(18.0, 28.0, 27.045454545454547)","(18.0, 28.0, 27.666666666666668)","(6.0, 8.8, 8.764705882352942)"
07-12-2022 21:19:10.004523,"(31.0, 70.0, 69.16666666666667)","(1.7, 2.02, 2.017560975609756)","(3.7, 4.5, 4.033333333333333)","(10.0, 14.5, 15.166666666666666)","(18.0, 28.0, 30.526315789473685)","(18.0, 28.0, 27.384615384615383)","(6.0, 8.8, 7.114285714285714)"
07-12-2022 21:19:11.207733,"(31.0, 75.0, 71.0)","(1.7, 2.18, 2.1078048780487806)","(3.7, 4.1, 4.098387096774193)","(10.0, 15.5, 14.4)","(18.0, 32.0, 28.307692307692307)","(18.0, 29.0, 31.0)","(6.0, 7.2, 7.542857142857143)"
07-12-2022 21:19:12.419646,"(31.0, 75.0, 71.0)","(1.7, 2.16, 2.0869565217391304)","(3.7, 4.1, 4.250819672131147)","(10.0, 15.0, 14.7)","(18.0, 32.0, 29.12)","(18.0, 34.0, 34.266666666666666)","(6.0, 7.6, 7.542857142857143)"
07-12-2022 21:19:13.738138,"(31.0, 75.0, 71.25)","(1.7, 2.12, 2.095813953488372)","(3.7, 4.3, 4.266666666666667)","(10.0, 16.5, 14.766666666666667)","(18.0, 32.0, 27.79310344827586)","(18.0, 38.0, 30.26086956521739)","(6.0, 7.6, 7.189473684210527)"
07-12-2022 21:19:15.027066,"(31.0, 75.0, 71.25)","(1.7, 2.12, 2.1058823529411765)","(3.7, 4.3, 4.433333333333334)","(10.0, 16.5, 14.333333333333334)","(18.0, 30.0, 27.272727272727273)","(18.0, 32.0, 29.555555555555557)","(6.0, 7.2, 6.933333333333334)"
07-12-2022 21:19:16.286784,"(31.0, 75.0, 71.25)","(1.7, 2.12, 2.111044776119403)","(3.7, 4.5, 4.426666666666667)","(10.0, 15.0, 14.333333333333334)","(18.0, 30.0, 26.266666666666666)","(18.0, 32.0, 29.076923076923077)","(6.0, 7.0, 6.771428571428571)"
07-12-2022 21:19:17.442275,"(31.0, 75.0, 71.42857142857143)","(1.7, 2.12, 2.111044776119403)","(3.7, 4.5, 4.488235294117647)","(10.0, 15.0, 14.333333333333334)","(18.0, 30.0, 25.363636363636363)","(18.0, 32.0, 29.185185185185183)","(6.0, 6.8, 6.653333333333333)"
07-12-2022 21:19:18.564841,"(31.0, 75.0, 71.42857142857143)","(1.7, 2.12, 2.1103225806451613)","(3.7, 4.6, 4.488235294117647)","(10.0, 15.0, 14.333333333333334)","(18.0, 29.0, 25.4)","(18.0, 32.0, 27.545454545454547)","(6.0, 6.8, 6.426666666666667)"
07-12-2022 21:19:19.647135,"(31.0, 75.0, 71.42857142857143)","(1.7, 2.12, 2.1103225806451613)","(3.5, 4.6, 4.545454545454545)","(10.0, 15.0, 14.478260869565217)","(19.0, 29.0, 25.4)","(19.0, 28.0, 27.565217391304348)","(6.0, 6.8, 6.466666666666667)"
07-12-2022 21:19:21.053975,"(31.0, 75.0, 71.42857142857143)","(1.7, 2.12, 2.117058823529412)","(3.5, 4.7, 4.523728813559322)","(10.0, 15.0, 14.333333333333334)","(19.0, 29.0, 25.2)","(19.0, 28.0, 27.642857142857142)","(6.0, 6.8, 6.542857142857143)"
07-12-2022 21:19:22.237576,"(31.0, 75.0, 71.42857142857143)","(1.7, 2.12, 2.117058823529412)","(3.5, 4.7, 4.578947368421052)","(10.0, 15.0, 14.52)","(19.0, 28.0, 25.473684210526315)","(19.0, 28.0, 29.7)","(6.0, 6.6, 6.564444444444444)"
07-12-2022 21:19:23.412912,"(31.0, 75.0, 69.8076923076923)","(1.75, 2.12, 2.1192105263157894)","(3.6, 4.6, 4.574999999999999)","(10.0, 15.0, 15.952380952380953)","(19.0, 28.0, 25.81818181818182)","(20.0, 30.0, 30.214285714285715)","(6.5, 6.6, 6.557446808510638)"
07-12-2022 21:19:24.776992,"(31.0, 75.0, 69.13043478260869)","(1.75, 2.12, 2.118095238095238)","(3.6, 4.6, 4.574999999999999)","(10.0, 16.0, 16.09090909090909)","(19.0, 28.0, 25.81818181818182)","(20.0, 32.0, 28.6)","(6.5, 6.6, 6.544827586206896)"
07-12-2022 21:19:26.013594,"(31.0, 75.0, 69.13043478260869)","(1.75, 2.12, 2.1187654320987654)","(3.6, 4.6, 4.488888888888889)","(10.0, 16.5, 15.5625)","(19.0, 28.0, 25.81818181818182)","(20.0, 30.0, 28.956521739130434)","(6.5, 6.6, 6.564912280701754)"
07-12-2022 21:19:27.199054,"(31.0, 75.0, 69.13043478260869)","(1.75, 2.12, 2.1187654320987654)","(3.7, 4.5, 4.484057971014493)","(10.0, 16.5, 15.547619047619047)","(18.0, 28.0, 25.81818181818182)","(20.0, 30.0, 28.8)","(6.5, 6.6, 6.576190476190476)"
07-12-2022 21:19:28.305271,"(31.0, 75.0, 69.13043478260869)","(1.75, 2.14, 2.1572477064220186)","(3.7, 4.5, 4.483582089552239)","(10.0, 16.5, 15.524390243902438)","(18.0, 28.0, 25.23076923076923)","(20.0, 30.0, 29.04)","(6.5, 6.6, 6.553571428571429)"
07-12-2022 21:19:29.524564,"(31.0, 75.0, 67.89473684210526)","(1.75, 2.16, 2.1433333333333335)","(3.7, 4.5, 4.483582089552239)","(10.0, 16.5, 15.96)","(18.0, 28.0, 25.23076923076923)","(20.0, 30.0, 29.217391304347828)","(6.5, 6.6, 6.553571428571429)"
07-12-2022 21:19:30.708560,"(31.0, 75.0, 67.89473684210526)","(1.75, 2.16, 2.1494736842105264)","(3.7, 4.5, 4.373333333333334)","(10.0, 16.0, 15.685714285714285)","(18.0, 28.0, 25.23076923076923)","(20.0, 30.0, 29.217391304347828)","(6.5, 6.6, 6.553571428571429)"
07-12-2022 21:19:31.867364,"(31.0, 75.0, 67.89473684210526)","(1.75, 2.16, 2.1558333333333333)","(3.7, 4.4, 4.380952380952381)","(10.0, 16.0, 15.533333333333333)","(18.0, 28.0, 25.4)","(20.0, 30.0, 29.142857142857142)","(6.5, 6.6, 6.567741935483871)"
07-12-2022 21:19:33.013887,"(31.0, 75.0, 67.89473684210526)","(1.75, 2.18, 2.1654545454545455)","(3.7, 4.4, 4.376470588235295)","(10.0, 16.0, 15.533333333333333)","(18.0, 27.0, 25.304347826086957)","(20.0, 30.0, 29.142857142857142)","(6.5, 6.6, 6.567213114754098)"
07-12-2022 21:19:34.188314,"(31.0, 75.0, 67.89473684210526)","(1.75, 2.2, 2.1691428571428575)","(3.7, 4.4, 4.353125)","(10.0, 16.0, 15.526315789473685)","(18.0, 27.0, 25.5)","(20.0, 30.0, 29.142857142857142)","(6.5, 6.6, 6.545714285714285)"
07-12-2022 21:19:35.453329,"(41.0, 75.0, 73.125)","(1.8, 2.18, 2.1677551020408163)","(3.8, 4.4, 4.353125)","(11.0, 16.0, 15.227272727272727)","(19.0, 27.0, 25.5)","(20.0, 30.0, 29.142857142857142)","(6.0, 6.6, 6.545714285714285)"
07-12-2022 21:19:36.628061,"(41.0, 75.0, 71.0)","(1.8, 2.18, 2.155483870967742)","(3.8, 4.4, 4.3464285714285715)","(11.0, 15.5, 14.22)","(19.0, 27.0, 28.125)","(20.0, 30.0, 29.142857142857142)","(6.0, 6.6, 6.675324675324675)"
07-12-2022 21:19:37.966483,"(41.0, 75.0, 73.5)","(1.8, 2.2, 2.1703225806451614)","(3.8, 4.4, 4.286206896551724)","(11.0, 14.5, 13.676470588235293)","(19.0, 30.0, 28.428571428571427)","(20.0, 30.0, 31.939393939393938)","(6.0, 6.8, 6.673170731707317)"
07-12-2022 21:19:39.445253,"(41.0, 75.0, 72.85714285714286)","(1.8, 2.2, 2.1808695652173915)","(3.8, 4.3, 4.280645161290322)","(11.0, 14.0, 13.736842105263158)","(19.0, 29.0, 28.515151515151516)","(20.0, 32.0, 33.45945945945946)","(6.0, 6.8, 6.6650602409638555)"
07-12-2022 21:19:40.611355,"(41.0, 100.0, 90.0)","(1.8, 2.22, 2.2056250000000004)","(3.8, 4.2, 4.1850000000000005)","(11.0, 14.0, 13.378378378378379)","(19.0, 32.0, 28.785714285714285)","(20.0, 34.0, 33.878787878787875)","(6.0, 6.8, 6.7124999999999995)"
07-12-2022 21:19:42.267761,"(41.0, 100.0, 81.0)","(1.8, 2.22, 2.2253333333333334)","(3.8, 4.2, 4.155294117647059)","(11.0, 13.5, 13.4375)","(19.0, 32.0, 28.515151515151516)","(20.0, 34.0, 31.939393939393938)","(6.0, 6.8, 6.7124999999999995)"
07-12-2022 21:19:43.753966,"(41.0, 95.0, 81.0)","(1.8, 2.24, 2.226031746031746)","(3.8, 4.2, 4.158974358974359)","(11.0, 13.5, 13.452380952380953)","(19.0, 32.0, 28.515151515151516)","(20.0, 32.0, 33.888888888888886)","(6.0, 6.8, 6.7124999999999995)"
07-12-2022 21:19:45.045026,"(41.0, 95.0, 79.375)","(1.8, 2.24, 2.2258064516129035)","(3.8, 4.2, 4.160975609756098)","(11.0, 13.5, 13.452380952380953)","(19.0, 32.0, 28.515151515151516)","(20.0, 34.0, 33.888888888888886)","(6.0, 6.8, 6.652631578947368)"
07-12-2022 21:19:46.305710,"(41.0, 90.0, 75.83333333333333)","(1.8, 2.24, 2.216666666666667)","(3.8, 4.2, 4.160975609756098)","(11.0, 13.5, 13.452380952380953)","(19.0, 32.0, 28.515151515151516)","(20.0, 34.0, 33.89473684210526)","(6.0, 6.8, 6.699999999999999)"
07-12-2022 21:19:47.588695,"(41.0, 90.0, 73.2)","(1.8, 2.22, 2.209375)","(3.8, 4.2, 4.160975609756098)","(11.0, 13.5, 13.452380952380953)","(19.0, 32.0, 28.61764705882353)","(20.0, 34.0, 33.89473684210526)","(6.0, 6.8, 6.703448275862069)"
07-12-2022 21:19:48.834554,"(41.0, 90.0, 75.51724137931035)","(1.8, 2.22, 2.2063829787234046)","(3.7, 4.2, 4.145054945054945)","(11.0, 13.5, 13.6875)","(19.0, 32.0, 28.61764705882353)","(20.0, 34.0, 33.89473684210526)","(6.0, 6.8, 6.703448275862069)"
07-12-2022 21:19:50.068724,"(41.0, 90.0, 66.66666666666667)","(1.8, 2.22, 2.2063829787234046)","(3.7, 4.2, 4.144444444444445)","(11.0, 14.0, 13.673076923076923)","(19.0, 32.0, 28.61764705882353)","(20.0, 34.0, 33.89473684210526)","(6.0, 6.8, 6.703448275862069)"
07-12-2022 21:19:51.509087,"(41.0, 90.0, 73.0)","(1.8, 2.22, 2.207777777777778)","(3.7, 4.2, 4.144444444444445)","(11.0, 14.0, 13.666666666666666)","(19.0, 32.0, 28.61764705882353)","(20.0, 34.0, 33.89473684210526)","(6.0, 6.8, 6.703448275862069)"
07-12-2022 21:19:53.105493,"(41.0, 85.0, 70.83333333333333)","(1.8, 2.22, 2.1933333333333334)","(3.7, 4.2, 4.146236559139785)","(11.0, 14.0, 13.958333333333334)","(19.0, 32.0, 28.61764705882353)","(20.0, 34.0, 33.89473684210526)","(6.0, 6.8, 6.703448275862069)"
07-12-2022 21:19:55.507657,"(41.0, 85.0, 73.92857142857143)","(1.8, 2.2, 2.274772727272727)","(3.7, 4.2, 4.080821917808219)","(11.0, 14.0, 13.825)","(19.0, 32.0, 28.03448275862069)","(20.0, 34.0, 33.878787878787875)","(6.0, 6.8, 6.6952380952380945)"
07-12-2022 21:19:57.191424,"(41.0, 75.0, 73.92857142857143)","(1.8, 2.28, 2.257307692307692)","(3.7, 4.1, 4.036363636363636)","(11.0, 14.0, 13.775510204081632)","(19.0, 32.0, 28.03448275862069)","(20.0, 34.0, 33.888888888888886)","(6.0, 6.8, 6.647619047619047)"
07-12-2022 21:19:58.633339,"(41.0, 75.0, 73.92857142857143)","(1.8, 2.26, 2.2128)","(3.7, 4.1, 4.088235294117647)","(11.0, 14.0, 13.703703703703704)","(19.0, 32.0, 28.03448275862069)","(20.0, 34.0, 34.628571428571426)","(6.0, 6.8, 6.730769230769231)"
07-12-2022 21:19:59.980500,"(41.0, 75.0, 69.75)","(1.8, 2.22, 2.205263157894737)","(3.7, 4.1, 4.135897435897435)","(11.0, 14.0, 13.703703703703704)","(19.0, 32.0, 27.818181818181817)","(20.0, 36.0, 33.1764705882353)","(6.0, 6.8, 6.778947368421052)"
07-12-2022 21:20:01.465849,"(41.0, 70.0, 66.5)","(1.8, 2.22, 2.205263157894737)","(3.7, 4.2, 4.14)","(11.0, 14.0, 13.733333333333333)","(19.0, 30.0, 27.9375)","(20.0, 34.0, 33.1764705882353)","(6.0, 6.8, 6.828571428571428)"
07-12-2022 21:20:02.953797,"(41.0, 70.0, 66.5)","(1.8, 2.22, 2.243529411764706)","(3.7, 4.2, 4.047457627118644)","(11.0, 14.0, 13.6)","(19.0, 30.0, 27.5)","(20.0, 34.0, 32.94117647058823)","(6.0, 7.0, 6.794444444444444)"
07-12-2022 21:20:04.350102,"(41.0, 70.0, 65.23809523809524)","(1.8, 2.26, 2.256470588235294)","(3.7, 4.1, 4.027906976744186)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 32.77777777777778)","(6.0, 6.8, 6.7627906976744185)"
07-12-2022 21:20:05.794476,"(41.0, 70.0, 66.875)","(1.8, 2.26, 2.256470588235294)","(3.7, 4.1, 4.023529411764706)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 32.77777777777778)","(6.0, 6.8, 6.7627906976744185)"
07-12-2022 21:20:07.094169,"(41.0, 70.0, 65.45454545454545)","(1.8, 2.26, 2.256470588235294)","(3.7, 4.1, 4.023529411764706)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 33.125)","(6.0, 6.8, 6.743589743589744)"
07-12-2022 21:20:08.314154,"(41.0, 70.0, 66.3157894736842)","(1.8, 2.26, 2.2557894736842106)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 33.07692307692308)","(6.0, 6.8, 6.743589743589744)"
07-12-2022 21:20:09.497955,"(41.0, 70.0, 68.57142857142857)","(1.8, 2.26, 2.2557894736842106)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 33.0)","(6.0, 6.8, 6.74)"
07-12-2022 21:20:10.698415,"(41.0, 70.0, 66.0)","(1.8, 2.26, 2.258181818181818)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 32.7906976744186)","(6.0, 6.8, 6.695833333333333)"
07-12-2022 21:20:11.933786,"(41.0, 70.0, 65.45454545454545)","(1.8, 2.26, 2.258)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 32.7906976744186)","(6.0, 6.8, 6.695833333333333)"
07-12-2022 21:20:13.226649,"(41.0, 70.0, 65.45454545454545)","(1.8, 2.26, 2.254210526315789)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 28.714285714285715)","(20.0, 34.0, 33.07692307692308)","(6.0, 6.8, 6.697872340425532)"
07-12-2022 21:20:14.472406,"(41.0, 70.0, 68.57142857142857)","(1.8, 2.26, 2.2554285714285713)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.607142857142858)","(19.0, 29.0, 27.818181818181817)","(20.0, 34.0, 33.07692307692308)","(6.0, 6.8, 6.697872340425532)"
07-12-2022 21:20:15.653209,"(41.0, 70.0, 65.21739130434783)","(1.8, 2.26, 2.2475409836065574)","(3.7, 4.1, 4.022)","(11.0, 14.0, 13.566666666666666)","(19.0, 30.0, 27.818181818181817)","(20.0, 34.0, 33.1578947368421)","(6.0, 6.8, 6.697872340425532)"
