,Heza Western,Always A Celebrity,Pinkie Promise,Fortitudo,Bezzaboma,Classic Reactor,Robert Crocka,Gotonebettor,Jay Miller
10-01-2023 21:23:32.068432,"(3.9, 4.1, 3.957142857142857)","(11.0, 11.0, 9.806703910614527)","(61.0, 120.0, 111.25)","(8.0, 12.5, 11.916666666666666)","(11.0, 16.5, 15.1)","(6.5, 11.0, 10.416666666666666)","(7.0, 13.5, 13.0)","(3.6, 5.0, 4.846153846153846)","(6.5, 11.5, 10.2)"
10-01-2023 21:23:33.303242,"(3.9, 4.1, 3.957142857142857)","(11.0, 11.0, 10.521505376344086)","(61.0, 120.0, 111.25)","(8.0, 12.5, 11.916666666666666)","(11.0, 16.5, 15.1)","(6.5, 11.0, 10.416666666666666)","(7.0, 13.5, 13.25)","(3.6, 5.0, 4.846153846153846)","(6.5, 11.0, 9.981818181818182)"
10-01-2023 21:23:34.742498,"(3.9, 4.1, 3.957142857142857)","(11.0, 11.0, 10.033333333333333)","(61.0, 120.0, 111.25)","(8.0, 12.5, 12.125)","(11.0, 16.5, 15.214285714285714)","(6.5, 11.0, 10.3)","(7.0, 14.0, 14.1)","(3.6, 5.0, 4.846153846153846)","(6.5, 11.0, 10.033333333333333)"
10-01-2023 21:23:36.096615,"(3.9, 4.1, 3.957142857142857)","(11.0, 10.5, 9.806936416184971)","(61.0, 120.0, 111.25)","(8.0, 12.5, 12.125)","(11.0, 16.5, 15.1)","(6.5, 11.0, 10.3)","(7.0, 14.5, 13.333333333333334)","(3.6, 5.0, 4.846153846153846)","(6.5, 10.5, 9.9)"
10-01-2023 21:23:37.292547,"(3.9, 4.1, 3.957142857142857)","(11.0, 11.0, 10.200000000000001)","(61.0, 120.0, 111.25)","(8.0, 12.5, 12.125)","(11.0, 16.5, 15.1)","(6.5, 11.0, 10.02)","(7.0, 14.0, 13.5)","(3.6, 5.0, 4.846153846153846)","(6.5, 10.5, 10.2375)"
10-01-2023 21:23:38.547884,"(3.9, 4.1, 3.957142857142857)","(11.0, 10.5, 9.916666666666668)","(61.0, 120.0, 111.25)","(8.0, 12.5, 12.2)","(11.0, 16.5, 15.1)","(6.5, 11.0, 10.02)","(7.0, 14.0, 13.25)","(3.6, 5.0, 4.846153846153846)","(6.5, 10.5, 10.657142857142857)"
10-01-2023 21:23:39.872189,"(3.9, 4.1, 3.957142857142857)","(11.0, 10.5, 9.916666666666668)","(61.0, 120.0, 100.0)","(8.0, 12.5, 12.2)","(11.0, 16.5, 15.1)","(6.5, 11.0, 10.02)","(7.0, 14.5, 12.7)","(3.6, 5.0, 4.846153846153846)","(6.5, 11.0, 10.466666666666667)"
10-01-2023 21:23:41.144788,"(3.9, 4.1, 3.957142857142857)","(11.0, 10.5, 9.916666666666668)","(61.0, 120.0, 100.0)","(8.0, 12.5, 12.2)","(11.0, 16.5, 14.59090909090909)","(6.5, 11.0, 10.02)","(7.0, 14.5, 13.6)","(3.6, 5.0, 4.8352941176470585)","(6.5, 11.0, 10.466666666666667)"
10-01-2023 21:23:42.335616,"(3.9, 4.1, 3.957142857142857)","(11.0, 10.5, 9.975000000000001)","(61.0, 110.0, 86.15384615384616)","(8.0, 14.0, 13.333333333333334)","(11.0, 16.5, 14.59090909090909)","(6.5, 11.0, 10.02)","(7.0, 14.0, 13.6)","(3.6, 5.0, 4.846153846153846)","(6.5, 11.0, 10.466666666666667)"
10-01-2023 21:23:43.546254,"(3.7, 4.1, 3.9235294117647057)","(10.0, 11.0, 10.100000000000001)","(61.0, 100.0, 86.15384615384616)","(8.5, 14.0, 13.333333333333334)","(11.0, 16.5, 14.59090909090909)","(6.5, 11.0, 10.02)","(8.0, 14.0, 13.6)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.0, 10.466666666666667)"
10-01-2023 21:23:44.583767,"(3.7, 4.2, 3.835)","(10.0, 10.5, 9.975000000000001)","(61.0, 95.0, 79.375)","(8.5, 14.0, 13.333333333333334)","(11.0, 16.5, 14.59090909090909)","(6.5, 11.0, 10.02)","(8.0, 15.0, 16.289473684210527)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.0, 10.466666666666667)"
10-01-2023 21:23:45.628993,"(3.7, 4.1, 3.9399999999999995)","(10.0, 10.5, 9.975000000000001)","(61.0, 95.0, 79.375)","(8.5, 14.0, 13.333333333333334)","(11.0, 16.5, 14.59090909090909)","(6.5, 11.0, 10.02)","(8.0, 16.5, 16.289473684210527)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.0, 10.466666666666667)"
10-01-2023 21:23:46.701145,"(3.7, 4.1, 3.7727272727272725)","(10.0, 11.0, 10.100000000000001)","(61.0, 95.0, 82.5)","(8.5, 14.0, 13.333333333333334)","(11.0, 16.5, 14.555555555555555)","(6.5, 11.0, 10.066666666666666)","(8.0, 16.5, 14.961538461538462)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.0, 10.6)"
10-01-2023 21:23:47.876632,"(3.7, 4.0, 3.8653846153846154)","(10.0, 10.5, 10.033333333333333)","(61.0, 95.0, 82.5)","(8.5, 14.0, 13.333333333333334)","(11.0, 16.5, 14.555555555555555)","(6.5, 11.0, 10.066666666666666)","(8.0, 16.5, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.0, 11.40909090909091)"
10-01-2023 21:23:49.022765,"(3.7, 4.0, 3.8653846153846154)","(10.0, 10.5, 9.95)","(61.0, 95.0, 82.5)","(8.5, 15.0, 12.461538461538462)","(11.0, 16.5, 14.555555555555555)","(6.5, 11.0, 10.0)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:50.128619,"(3.7, 4.0, 3.8653846153846154)","(10.0, 10.5, 9.75)","(61.0, 95.0, 82.5)","(8.5, 14.5, 13.666666666666666)","(11.0, 16.5, 14.555555555555555)","(6.5, 10.5, 10.0)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:51.452099,"(3.7, 4.0, 3.8653846153846154)","(10.0, 11.0, 10.75)","(61.0, 95.0, 82.5)","(8.5, 14.5, 13.136363636363637)","(11.0, 16.5, 14.555555555555555)","(6.5, 10.5, 10.0)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.8352941176470585)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:52.685103,"(3.7, 4.0, 3.6625)","(10.0, 11.0, 9.775)","(61.0, 95.0, 87.5)","(8.5, 14.5, 13.0)","(11.0, 16.5, 14.75)","(6.5, 10.5, 10.0)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:53.933914,"(3.7, 3.9, 3.833333333333333)","(10.0, 10.5, 9.9)","(61.0, 95.0, 83.0)","(8.5, 14.0, 12.5)","(11.0, 17.0, 15.666666666666666)","(6.5, 10.5, 10.125)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:55.181787,"(3.7, 3.9, 3.863157894736842)","(10.0, 10.5, 9.75)","(61.0, 95.0, 83.0)","(8.5, 14.0, 12.5)","(11.0, 16.5, 15.666666666666666)","(6.5, 10.5, 9.9375)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:56.414416,"(3.7, 3.95, 3.886)","(10.0, 10.5, 9.75)","(61.0, 95.0, 83.0)","(8.5, 14.0, 12.5)","(11.0, 16.5, 15.666666666666666)","(6.5, 10.5, 9.9375)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:57.594326,"(3.7, 3.95, 3.886)","(10.0, 10.5, 9.825)","(61.0, 95.0, 83.0)","(8.5, 14.0, 12.5)","(11.0, 16.5, 15.666666666666666)","(6.5, 10.5, 10.194444444444445)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:58.666785,"(3.7, 3.95, 3.8333333333333335)","(10.0, 10.5, 9.825)","(61.0, 95.0, 83.0)","(8.5, 14.0, 12.307692307692308)","(11.0, 16.5, 15.666666666666666)","(6.5, 10.5, 10.194444444444445)","(8.0, 16.0, 13.958333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:23:59.739903,"(3.7, 3.95, 3.8625000000000003)","(10.0, 10.5, 10.2)","(61.0, 95.0, 82.5)","(8.5, 14.0, 12.307692307692308)","(11.0, 16.5, 14.833333333333334)","(6.5, 10.5, 10.194444444444445)","(8.0, 16.0, 13.472222222222221)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:00.885338,"(3.7, 3.95, 3.81)","(10.0, 10.5, 10.2)","(61.0, 95.0, 87.5)","(8.5, 14.0, 12.295454545454545)","(11.0, 16.5, 15.0)","(6.5, 10.5, 9.857142857142858)","(8.0, 16.0, 13.333333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:02.063424,"(3.7, 3.95, 3.81)","(10.0, 10.5, 10.2)","(61.0, 95.0, 87.5)","(8.5, 14.0, 12.5)","(11.0, 16.0, 14.75)","(6.5, 10.5, 9.857142857142858)","(8.0, 16.0, 14.642857142857142)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:03.182521,"(3.7, 3.95, 3.81)","(10.0, 10.5, 10.2)","(61.0, 95.0, 87.5)","(8.5, 13.5, 12.2)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.107142857142858)","(8.0, 15.5, 14.0625)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:04.301593,"(3.7, 3.95, 3.81)","(10.0, 10.5, 10.2)","(61.0, 95.0, 87.5)","(8.5, 13.5, 12.2)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.107142857142858)","(8.0, 15.0, 14.0625)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:05.488702,"(3.7, 3.95, 3.81)","(10.0, 10.5, 10.2)","(61.0, 95.0, 87.5)","(8.5, 13.5, 12.083333333333334)","(11.0, 15.5, 15.0)","(6.5, 10.5, 10.0)","(8.0, 15.0, 14.0625)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:06.654007,"(3.7, 3.9, 3.825)","(10.0, 12.0, 11.384615384615385)","(61.0, 95.0, 87.5)","(8.5, 13.5, 12.083333333333334)","(11.0, 15.5, 15.0)","(6.5, 10.5, 10.0)","(8.0, 15.0, 14.0625)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.40909090909091)"
10-01-2023 21:24:07.797940,"(3.7, 3.9, 3.825)","(10.0, 12.0, 11.384615384615385)","(61.0, 95.0, 87.5)","(8.5, 13.0, 12.307692307692308)","(11.0, 15.5, 14.75)","(6.5, 10.5, 9.857142857142858)","(8.0, 15.0, 13.5)","(3.7, 5.0, 4.846153846153846)","(7.0, 11.5, 11.125)"
10-01-2023 21:24:08.905052,"(3.7, 3.9, 3.825)","(10.0, 12.0, 11.384615384615385)","(61.0, 95.0, 87.5)","(8.5, 13.0, 11.59375)","(11.0, 15.5, 14.75)","(6.5, 10.5, 10.125)","(8.0, 14.5, 13.5)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.125)"
10-01-2023 21:24:10.034579,"(3.7, 3.9, 3.825)","(10.0, 12.0, 11.666666666666666)","(61.0, 95.0, 87.5)","(8.5, 13.0, 11.125)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.125)","(8.0, 14.5, 13.3125)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.125)"
10-01-2023 21:24:11.167524,"(3.7, 3.9, 3.825)","(10.0, 12.0, 11.666666666666666)","(61.0, 95.0, 87.5)","(8.5, 13.0, 11.125)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.125)","(8.0, 15.5, 13.416666666666666)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.125)"
10-01-2023 21:24:12.279895,"(3.7, 3.9, 3.825)","(10.0, 12.0, 11.666666666666666)","(61.0, 95.0, 87.5)","(8.5, 13.0, 11.125)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.125)","(8.0, 15.5, 13.333333333333334)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.125)"
10-01-2023 21:24:13.397052,"(3.7, 3.85, 3.6789473684210527)","(10.0, 12.0, 11.666666666666666)","(61.0, 95.0, 87.5)","(8.5, 13.0, 11.125)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.125)","(8.0, 15.0, 13.5)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.222222222222221)"
10-01-2023 21:24:14.595706,"(3.7, 3.8, 3.75)","(10.0, 12.0, 11.666666666666666)","(61.0, 95.0, 87.5)","(8.5, 12.5, 11.576923076923077)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.125)","(8.0, 14.5, 13.5)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:15.752263,"(3.7, 3.8, 3.75)","(10.0, 12.0, 11.681818181818182)","(61.0, 95.0, 87.5)","(8.5, 12.5, 11.576923076923077)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.125)","(8.0, 14.5, 13.5)","(3.7, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:16.924439,"(3.6, 3.8, 3.6857142857142855)","(10.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.5, 11.166666666666666)","(11.0, 15.5, 14.833333333333334)","(6.5, 10.5, 10.381578947368421)","(8.0, 14.5, 13.5)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:18.102043,"(3.6, 3.8, 3.6857142857142855)","(10.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.5, 10.81578947368421)","(11.0, 15.5, 15.166666666666666)","(6.5, 10.5, 10.381578947368421)","(8.0, 14.5, 13.666666666666666)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:19.329726,"(3.6, 3.8, 3.6857142857142855)","(10.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.5, 10.81578947368421)","(11.0, 15.5, 15.166666666666666)","(6.5, 10.5, 10.381578947368421)","(8.0, 15.0, 13.333333333333334)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:20.573342,"(3.6, 3.8, 3.6857142857142855)","(10.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.5, 10.81578947368421)","(11.0, 15.5, 15.166666666666666)","(6.5, 10.5, 10.381578947368421)","(8.0, 15.0, 13.333333333333334)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:21.795526,"(3.6, 3.8, 3.6857142857142855)","(10.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.5, 10.81578947368421)","(11.0, 15.5, 15.166666666666666)","(6.5, 10.5, 10.181818181818182)","(8.0, 15.0, 13.5)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:23.040642,"(3.6, 3.8, 3.6857142857142855)","(9.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.5, 11.0625)","(11.0, 15.5, 15.166666666666666)","(6.5, 10.5, 10.36)","(8.5, 14.5, 13.642857142857142)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:24.214933,"(3.6, 3.8, 3.6545454545454548)","(9.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.0, 10.909090909090908)","(11.0, 15.5, 15.166666666666666)","(6.5, 11.0, 10.4)","(8.5, 14.5, 13.818181818181818)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:25.354322,"(3.6, 3.8, 3.6545454545454548)","(9.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.0, 10.909090909090908)","(11.0, 15.5, 15.166666666666666)","(6.5, 11.0, 10.4)","(8.5, 14.5, 14.0)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:26.507777,"(3.6, 3.8, 3.6545454545454548)","(9.0, 12.0, 11.5625)","(61.0, 95.0, 87.5)","(8.5, 12.0, 10.909090909090908)","(11.0, 15.5, 15.166666666666666)","(6.5, 11.0, 10.4)","(8.5, 14.5, 14.0)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:27.633019,"(3.6, 3.8, 3.6375)","(9.0, 12.0, 11.65)","(61.0, 95.0, 87.5)","(8.5, 12.0, 10.909090909090908)","(11.0, 15.5, 15.807692307692308)","(6.5, 11.0, 10.4)","(8.5, 14.5, 14.0)","(3.8, 5.0, 4.846153846153846)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:28.674495,"(3.6, 3.8, 3.6375)","(9.0, 12.0, 11.794117647058824)","(61.0, 95.0, 87.5)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.807692307692308)","(6.5, 11.0, 10.533333333333333)","(8.5, 14.5, 14.428571428571429)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 11.76923076923077)"
10-01-2023 21:24:29.709341,"(3.6, 3.8, 3.5076923076923077)","(9.0, 13.0, 11.35)","(61.0, 95.0, 86.81818181818181)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 16.0, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 12.11111111111111)"
10-01-2023 21:24:30.953869,"(3.6, 3.75, 3.594827586206897)","(9.0, 12.5, 11.9)","(61.0, 90.0, 79.28571428571429)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 13.0, 11.952380952380953)"
10-01-2023 21:24:32.086606,"(3.6, 3.75, 3.6730769230769234)","(9.0, 12.5, 11.9)","(61.0, 90.0, 79.28571428571429)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 13.0, 11.804347826086957)"
10-01-2023 21:24:33.181426,"(3.6, 3.75, 3.6730769230769234)","(9.0, 12.5, 11.9)","(61.0, 90.0, 79.28571428571429)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.807692307692308)","(6.5, 11.0, 10.634782608695652)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.5, 11.85)"
10-01-2023 21:24:34.407028,"(3.6, 3.75, 3.6730769230769234)","(9.0, 12.5, 12.125)","(61.0, 90.0, 79.28571428571429)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.807692307692308)","(6.5, 11.0, 10.634782608695652)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 11.85)"
10-01-2023 21:24:35.543926,"(3.6, 3.75, 3.678571428571429)","(9.0, 12.5, 12.25)","(61.0, 90.0, 75.0)","(8.5, 12.0, 10.909090909090908)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 11.85)"
10-01-2023 21:24:36.612725,"(3.6, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 78.0)","(8.5, 12.0, 10.875)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 11.85)"
10-01-2023 21:24:37.739927,"(3.6, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 83.18181818181819)","(8.5, 12.0, 10.875)","(11.0, 16.5, 15.807692307692308)","(6.5, 11.0, 10.634782608695652)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 11.85)"
10-01-2023 21:24:39.000794,"(3.6, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 83.18181818181819)","(8.5, 12.0, 10.875)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.5, 12.075757575757576)"
10-01-2023 21:24:40.200772,"(3.6, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 83.18181818181819)","(8.5, 12.0, 10.875)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(8.5, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.0, 12.0, 11.875)"
10-01-2023 21:24:41.463477,"(3.4, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 83.18181818181819)","(8.5, 11.5, 10.8)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.222222222222221)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.0, 11.875)"
10-01-2023 21:24:42.711385,"(3.4, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 83.18181818181819)","(8.5, 11.5, 10.714285714285714)","(11.0, 16.5, 15.807692307692308)","(6.5, 11.0, 10.5)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.0, 11.892857142857142)"
10-01-2023 21:24:43.966547,"(3.4, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 78.0)","(8.5, 11.5, 10.714285714285714)","(11.0, 16.5, 15.0)","(6.5, 11.0, 10.466666666666667)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.5, 12.071428571428571)"
10-01-2023 21:24:45.179929,"(3.3, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 78.0)","(8.5, 11.5, 10.714285714285714)","(11.0, 16.5, 15.875)","(7.0, 11.0, 10.466666666666667)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.5, 12.071428571428571)"
10-01-2023 21:24:46.322687,"(3.3, 3.75, 3.647727272727273)","(9.0, 12.5, 12.25)","(61.0, 90.0, 78.0)","(8.5, 11.5, 10.106666666666666)","(11.0, 16.5, 15.75)","(7.0, 11.0, 10.466666666666667)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.5, 11.875)"
10-01-2023 21:24:47.344217,"(3.3, 3.75, 3.647727272727273)","(9.0, 12.5, 12.428571428571429)","(61.0, 90.0, 75.0)","(8.5, 11.5, 10.106666666666666)","(11.0, 16.5, 15.75)","(7.0, 11.0, 10.466666666666667)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.0, 11.875)"
10-01-2023 21:24:48.568218,"(3.3, 3.75, 3.654255319148936)","(9.0, 12.5, 12.428571428571429)","(61.0, 90.0, 75.0)","(8.5, 11.0, 10.49090909090909)","(11.0, 16.5, 15.75)","(7.0, 10.0, 9.95)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.846153846153846)","(7.5, 12.0, 11.85)"
10-01-2023 21:24:49.672975,"(3.3, 3.75, 3.6375)","(9.0, 12.5, 12.428571428571429)","(61.0, 90.0, 75.0)","(8.5, 11.0, 10.49090909090909)","(11.0, 16.5, 16.03846153846154)","(7.0, 10.0, 9.95)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.5, 12.0)"
10-01-2023 21:24:50.785770,"(3.3, 3.75, 3.5408163265306123)","(9.0, 12.5, 12.428571428571429)","(61.0, 90.0, 75.0)","(8.5, 11.0, 10.3)","(11.0, 16.5, 16.295454545454547)","(7.0, 10.0, 9.9625)","(9.0, 15.5, 15.083333333333334)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.0, 11.666666666666666)"
10-01-2023 21:24:51.874909,"(3.3, 3.7, 3.5941176470588236)","(9.0, 12.5, 12.428571428571429)","(61.0, 90.0, 75.0)","(8.5, 11.0, 10.3)","(11.0, 16.5, 16.275)","(7.0, 10.0, 9.9625)","(9.0, 15.5, 15.727272727272727)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.0, 11.75)"
10-01-2023 21:24:53.043078,"(3.3, 3.7, 3.5941176470588236)","(9.0, 12.5, 12.428571428571429)","(61.0, 90.0, 80.0)","(8.5, 11.0, 10.3)","(11.0, 16.5, 16.789473684210527)","(7.0, 10.0, 9.9625)","(9.0, 16.0, 14.5)","(3.8, 5.0, 4.8352941176470585)","(7.5, 12.0, 11.75)"
10-01-2023 21:24:54.184940,"(3.3, 3.7, 3.5)","(9.0, 12.5, 12.444444444444445)","(61.0, 90.0, 80.0)","(8.5, 11.0, 10.533333333333333)","(11.0, 17.0, 16.1)","(7.0, 10.0, 10.406666666666666)","(9.0, 16.5, 15.545454545454545)","(3.8, 5.0, 4.875)","(7.5, 12.0, 12.44)"
10-01-2023 21:24:55.337258,"(3.3, 3.5, 3.356923076923077)","(9.0, 12.5, 12.444444444444445)","(61.0, 90.0, 87.85714285714286)","(8.5, 10.5, 10.3)","(11.0, 17.0, 16.1)","(7.0, 10.5, 10.406666666666666)","(9.0, 16.0, 15.545454545454545)","(3.8, 5.0, 4.875)","(7.5, 13.0, 12.44)"
10-01-2023 21:24:56.526583,"(3.3, 3.5, 3.3546875000000003)","(9.0, 17.0, 16.375)","(61.0, 90.0, 87.85714285714286)","(8.5, 10.5, 10.2)","(11.0, 17.0, 16.25)","(7.0, 11.0, 10.764705882352942)","(9.0, 16.0, 15.545454545454545)","(3.8, 5.0, 4.859999999999999)","(7.5, 13.5, 12.717391304347826)"
10-01-2023 21:24:57.666814,"(3.3, 3.5, 3.3546875000000003)","(9.0, 16.5, 13.833333333333334)","(61.0, 90.0, 87.85714285714286)","(8.5, 10.5, 10.2)","(11.0, 17.0, 16.25)","(7.0, 11.0, 10.764705882352942)","(9.0, 16.0, 15.545454545454545)","(3.8, 5.0, 4.859999999999999)","(7.5, 13.5, 12.717391304347826)"
10-01-2023 21:24:58.885322,"(3.3, 3.45, 3.2785714285714285)","(9.0, 16.0, 14.833333333333334)","(61.0, 90.0, 87.85714285714286)","(8.5, 11.0, 10.72)","(11.0, 17.0, 15.681818181818182)","(7.0, 11.0, 10.764705882352942)","(9.0, 16.0, 15.545454545454545)","(3.8, 5.0, 4.859999999999999)","(7.5, 13.5, 12.717391304347826)"
