,In Chevron We Trust Nz,Motu Amethyst Nz,Yogi,Precious Cullen Nz,Lifeinheaven,Miss Pau,Tell Me This Nz,Tracer Bullet,The Harris Hawk
11-01-2023 18:14:08.517118,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.0, 4.5636363636363635)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:09.777847,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.0, 4.7)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:11.058707,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.5)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:12.284089,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.5)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:13.561907,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.515384615384615)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.2)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:14.868151,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.172727272727273)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 320.0, 330.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.2)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:16.135829,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.333333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 23.81818181818182)","(101.0, 420.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.2)","(7.5, 12.0, 10.133333333333333)"
11-01-2023 18:14:17.477844,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.3)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 410.0, 320.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.0)","(7.5, 12.0, 10.6)"
11-01-2023 18:14:19.044038,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.3)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 400.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.4)","(7.5, 12.0, 10.925)"
11-01-2023 18:14:20.464673,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.133333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.4)","(7.5, 11.5, 10.9)"
11-01-2023 18:14:21.824996,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.6, 4.133333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.4)","(7.5, 13.0, 10.85)"
11-01-2023 18:14:23.307895,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.6, 4.138461538461538)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.8)"
11-01-2023 18:14:24.819204,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.5, 4.233333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 11.5, 11.45)"
11-01-2023 18:14:26.124614,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.5, 4.233333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 13.5, 10.6)"
11-01-2023 18:14:27.484513,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.5, 4.233333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 13.0, 10.120000000000001)"
11-01-2023 18:14:28.825628,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.5, 4.225)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 13.0, 10.95)"
11-01-2023 18:14:30.347100,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.5, 4.242857142857143)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:31.999986,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.5, 4.318181818181818)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.725)"
11-01-2023 18:14:33.511841,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.46)","(31.0, 99999, 99990)","(19.0, 25.0, 22.4)","(101.0, 380.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 10.64)"
11-01-2023 18:14:35.012723,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 22.4)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:36.348709,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 20.666666666666668)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:37.651480,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 20.333333333333332)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:38.990944,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 24.0, 20.333333333333332)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:40.275268,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 24.0, 20.333333333333332)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:41.551605,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 24.0, 20.333333333333332)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:42.865642,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.68125)","(31.0, 99999, 99990)","(19.0, 24.0, 21.5)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:44.192727,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.484615384615385)","(31.0, 99999, 99990)","(19.0, 24.0, 22.0)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:45.514446,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.484615384615385)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:47.160167,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.5)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.0)","(7.5, 12.5, 11.466666666666667)"
11-01-2023 18:14:48.727327,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.633333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 370.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.0)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:50.239180,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 370.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:51.899820,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:53.778808,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 25.0, 21.5)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:55.350312,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:56.869871,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:58.192263,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:14:59.552227,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.666666666666664)","(7.5, 12.5, 10.95)"
11-01-2023 18:15:00.801345,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.566666666666666)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 12.5, 10.133333333333333)"
11-01-2023 18:15:02.204249,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.7)","(31.0, 99999, 99990)","(19.0, 25.0, 23.142857142857142)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 12.0, 9.583333333333332)"
11-01-2023 18:15:03.647312,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.5)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 11.5, 9.43)"
11-01-2023 18:15:05.050111,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.5)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 410.0, 320.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 11.5, 9.799999999999999)"
11-01-2023 18:15:06.399217,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.9, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 400.0, 315.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 11.0, 9.85)"
11-01-2023 18:15:07.786319,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 390.0, 310.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 10.5, 9.524999999999999)"
11-01-2023 18:15:09.194916,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.8, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 380.0, 305.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 10.5, 9.799999999999999)"
11-01-2023 18:15:10.605500,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 370.0, 300.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 11.0, 9.799999999999999)"
11-01-2023 18:15:11.919635,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 360.0, 300.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 11.0, 9.633333333333333)"
11-01-2023 18:15:13.520221,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 360.0, 295.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 10.5, 9.799999999999999)"
11-01-2023 18:15:15.197851,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 350.0, 295.0)","(4.6, 99999, 99990)","(21.0, 32.0, 28.5)","(7.5, 11.0, 9.799999999999999)"
11-01-2023 18:15:16.835832,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 350.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.25)","(7.5, 11.0, 9.633333333333333)"
11-01-2023 18:15:18.444331,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.833333333333336)","(7.5, 10.5, 9.233333333333333)"
11-01-2023 18:15:20.045671,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.833333333333336)","(7.5, 9.8, 9.233333333333333)"
11-01-2023 18:15:21.616641,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.833333333333336)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:23.180671,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.833333333333336)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:24.706937,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.414285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 31.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:26.289971,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.433333333333334)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 31.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:27.692722,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.433333333333334)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 31.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:29.081782,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.433333333333334)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 31.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:30.430242,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.3533333333333335)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 31.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:31.919042,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.3533333333333335)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 31.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:33.362259,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.404545454545454)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:34.994674,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.404545454545454)","(31.0, 99999, 99990)","(19.0, 25.0, 20.666666666666668)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:36.517597,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.404545454545454)","(31.0, 99999, 99990)","(19.0, 24.0, 21.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:38.192301,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.453333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 340.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:40.301161,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.453333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 20.666666666666668)","(101.0, 330.0, 285.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:42.149077,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.453333333333333)","(31.0, 99999, 99990)","(19.0, 24.0, 21.0)","(101.0, 330.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:43.636501,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.453333333333333)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:45.152475,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:46.637501,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:48.129999,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:49.599291,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.0)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:50.988877,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 24.0, 22.6)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:52.399072,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:53.827211,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:55.311287,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:56.664023,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4941176470588236)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:58.132511,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4941176470588236)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 320.0, 296.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:15:59.817567,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4941176470588236)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 380.0, 268.8888888888889)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:16:01.313786,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.4714285714285715)","(31.0, 99999, 99990)","(19.0, 25.0, 22.6)","(101.0, 370.0, 313.3333333333333)","(4.6, 99999, 99990)","(21.0, 32.0, 30.6)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:16:02.767469,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.466666666666667)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 350.0, 290.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.233333333333333)"
11-01-2023 18:16:04.272036,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.466666666666667)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 340.0, 330.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.208695652173914)"
11-01-2023 18:16:05.788693,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.322727272727273)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 420.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.208695652173914)"
11-01-2023 18:16:07.256593,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.5, 4.322727272727273)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.208695652173914)"
11-01-2023 18:16:08.923387,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.5, 4.322727272727273)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.208695652173914)"
11-01-2023 18:16:10.436625,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.5, 4.322727272727273)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.208695652173914)"
11-01-2023 18:16:12.132709,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.5, 4.338461538461538)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 410.0, 308.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(8.0, 9.8, 9.208695652173914)"
