,In Chevron We Trust Nz,Motu Amethyst Nz,Yogi,Precious Cullen Nz,Lifeinheaven,Miss Pau,Tell Me This Nz,Tracer Bullet,The Harris Hawk
11-01-2023 18:12:05.931856,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.7, 5.1461538461538465)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 530.0, 322.5)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:07.334520,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.7, 4.966666666666667)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 600.0, 300.0)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:08.778602,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 5.34)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 580.0, 343.3333333333333)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:10.198685,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.7, 5.155555555555556)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 570.0, 336.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:11.649344,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 5.0)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 550.0, 336.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:13.029505,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 5.55)","(31.0, 99999, 99990)","(19.0, 26.0, 21.0)","(101.0, 550.0, 330.0)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:14.530346,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.7, 5.6)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 530.0, 330.0)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:15.939725,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.7, 5.199999999999999)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 530.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:17.340411,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.6, 5.15)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:18.751520,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:20.139830,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:21.543088,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 25.0, 21.0)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:22.986150,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 25.0, 20.666666666666668)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:24.395590,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:25.904153,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:27.398052,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:28.909051,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 520.0, 326.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:30.619506,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 520.0, 356.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.1)"
11-01-2023 18:12:32.124306,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 610.0, 346.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:33.598910,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 24.0, 22.5)","(101.0, 580.0, 343.3333333333333)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:35.048888,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 570.0, 336.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:36.421551,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 550.0, 336.6666666666667)","(4.6, 99999, 99990)","(19.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:37.822826,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 550.0, 307.5)","(4.6, 99999, 99990)","(20.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:39.292164,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 540.0, 356.6666666666667)","(4.6, 99999, 99990)","(20.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:40.750897,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.15)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 610.0, 350.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:42.244783,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 4.53)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 590.0, 346.6666666666667)","(4.6, 99999, 99990)","(20.0, 29.0, 27.444444444444443)","(7.5, 12.5, 9.612499999999999)"
11-01-2023 18:12:43.739596,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.53)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 580.0, 315.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:12:45.196030,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.448148148148148)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 570.0, 336.6666666666667)","(4.6, 99999, 99990)","(20.0, 29.0, 27.444444444444443)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:12:46.742769,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.448148148148148)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 550.0, 330.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.614285714285714)"
11-01-2023 18:12:48.225779,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.448148148148148)","(31.0, 99999, 99990)","(19.0, 26.0, 20.666666666666668)","(101.0, 530.0, 278.3333333333333)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.614285714285714)"
11-01-2023 18:12:49.640195,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.404347826086957)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 520.0, 320.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:12:51.100730,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.404347826086957)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 500.0, 320.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:12:52.534817,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.404347826086957)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 500.0, 320.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:12:53.940955,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.404347826086957)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 500.0, 293.3333333333333)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:12:55.434492,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.404347826086957)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 420.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:12:56.994586,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.571698113207547)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:12:58.514978,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:13:00.079772,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 27.0)","(7.5, 12.5, 10.85)"
11-01-2023 18:13:01.560339,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.024999999999999)"
11-01-2023 18:13:03.149103,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:04.570146,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 24.0, 22.5)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:06.276398,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 290.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:07.878474,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 286.6666666666667)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:09.493168,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 400.0, 275.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:10.919328,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:12.527524,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.2)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:14.091328,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 29.0, 24.625)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:15.508459,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 29.0, 26.5)","(7.5, 12.5, 10.299999999999999)"
11-01-2023 18:13:17.239088,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 28.0, 26.5)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:18.819592,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.366666666666666)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 28.0, 26.5)","(7.5, 12.5, 11.614285714285714)"
11-01-2023 18:13:20.321094,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 26.0, 22.5)","(101.0, 410.0, 275.0)","(4.6, 99999, 99990)","(20.0, 28.0, 28.0)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:21.725504,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 26.0, 20.666666666666668)","(101.0, 410.0, 286.6666666666667)","(4.6, 99999, 99990)","(20.0, 30.0, 26.8)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:23.302580,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 400.0, 283.3333333333333)","(4.6, 99999, 99990)","(20.0, 30.0, 26.8)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:24.810894,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 390.0, 283.3333333333333)","(4.6, 99999, 99990)","(20.0, 30.0, 26.8)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:26.262726,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 390.0, 280.0)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:27.855327,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 380.0, 276.6666666666667)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:29.408908,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 370.0, 273.3333333333333)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:30.810807,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 360.0, 273.3333333333333)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 12.5, 11.18)"
11-01-2023 18:13:32.363600,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 360.0, 273.3333333333333)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 12.5, 10.6)"
11-01-2023 18:13:33.839661,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 360.0, 270.0)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 13.5, 11.35)"
11-01-2023 18:13:35.185585,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 350.0, 270.0)","(4.6, 99999, 99990)","(20.0, 30.0, 25.428571428571427)","(7.5, 13.5, 9.674999999999999)"
11-01-2023 18:13:36.645458,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 350.0, 266.6666666666667)","(4.6, 99999, 99990)","(20.0, 30.0, 24.90909090909091)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:37.986592,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 4.390909090909091)","(31.0, 99999, 99990)","(19.0, 24.0, 20.666666666666668)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(20.0, 30.0, 24.90909090909091)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:39.269475,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 4.7, 5.027272727272727)","(31.0, 99999, 99990)","(19.0, 24.0, 19.714285714285715)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(20.0, 30.0, 24.133333333333333)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:40.690828,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.6, 5.027272727272727)","(31.0, 99999, 99990)","(19.0, 24.0, 19.428571428571427)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 30.0, 24.133333333333333)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:42.079648,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.6, 4.96)","(31.0, 99999, 99990)","(19.0, 23.0, 19.785714285714285)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 30.0, 26.666666666666668)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:43.514761,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 4.96)","(31.0, 99999, 99990)","(19.0, 23.0, 19.785714285714285)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 29.0, 26.8)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:44.940068,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.5, 5.033333333333333)","(31.0, 99999, 99990)","(19.0, 23.0, 20.75)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 24.666666666666668)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:46.409516,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.3, 4.94)","(31.0, 99999, 99990)","(19.0, 23.0, 23.5)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 25.428571428571427)","(7.5, 13.0, 9.674999999999999)"
11-01-2023 18:13:47.875385,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.3, 5.050000000000001)","(31.0, 99999, 99990)","(19.0, 26.0, 24.5)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 25.428571428571427)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:49.395806,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 5.050000000000001)","(31.0, 99999, 99990)","(19.0, 26.0, 21.5)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 25.428571428571427)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:50.897127,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 5.050000000000001)","(31.0, 99999, 99990)","(19.0, 26.0, 21.1)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 25.428571428571427)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:52.381231,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 4.800000000000001)","(31.0, 99999, 99990)","(19.0, 25.0, 24.5)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 25.428571428571427)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:53.849737,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 4.9)","(31.0, 99999, 99990)","(19.0, 26.0, 24.5)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 28.0, 26.666666666666668)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:55.328509,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 4.666666666666667)","(31.0, 99999, 99990)","(19.0, 26.0, 24.5)","(101.0, 340.0, 266.6666666666667)","(4.6, 99999, 99990)","(21.0, 29.0, 26.666666666666668)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:56.671519,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 4.666666666666667)","(31.0, 99999, 99990)","(19.0, 26.0, 22.833333333333332)","(101.0, 340.0, 263.3333333333333)","(4.6, 99999, 99990)","(21.0, 29.0, 26.666666666666668)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:58.002566,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 4.666666666666667)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 330.0, 285.0)","(4.6, 99999, 99990)","(21.0, 29.0, 29.0)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:13:59.477276,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.2, 4.788888888888889)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 330.0, 285.0)","(4.6, 99999, 99990)","(21.0, 32.0, 29.0)","(7.5, 13.0, 10.236363636363636)"
11-01-2023 18:14:00.629844,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.1, 4.788888888888889)","(31.0, 99999, 99990)","(19.0, 25.0, 22.833333333333332)","(101.0, 330.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 13.0, 11.1)"
11-01-2023 18:14:02.341093,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.0, 4.5636363636363635)","(31.0, 99999, 99990)","(19.0, 25.0, 21.75)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 13.0, 10.466666666666667)"
11-01-2023 18:14:04.009780,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.0, 4.5636363636363635)","(31.0, 99999, 99990)","(19.0, 25.0, 22.4)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.5, 10.85)"
11-01-2023 18:14:05.525893,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.0, 4.5636363636363635)","(31.0, 99999, 99990)","(19.0, 25.0, 22.4)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.5, 9.75)"
11-01-2023 18:14:07.076367,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.8, 5.0, 4.5636363636363635)","(31.0, 99999, 99990)","(19.0, 25.0, 22.4)","(101.0, 320.0, 280.0)","(4.6, 99999, 99990)","(21.0, 32.0, 30.714285714285715)","(7.5, 12.0, 10.133333333333333)"
