,Evanlee,Mechanics Kismet,Lamont Bale,Our Watto,Forcefully,Sonic Sammy
12-01-2023 15:39:34.615578,"(18.0, 38.0, 34.76923076923077)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.716666666666667)","(2.3, 2.42, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:35.872431,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.716666666666667)","(2.3, 2.38, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:37.023146,"(18.0, 38.0, 32.58064516129032)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:38.372364,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:39.565229,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:40.603967,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.70625)","(2.3, 2.38, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:41.766451,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.70625)","(2.3, 2.38, 2.3717241379310345)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:42.951833,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.716666666666667)","(2.3, 2.38, 2.3685714285714283)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:44.076779,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.362222222222222)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:45.149264,"(18.0, 38.0, 33.2)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.362222222222222)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:46.224166,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.70625)","(2.3, 2.38, 2.3685714285714283)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:47.238613,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.2875)","(3.5, 4.8, 4.70625)","(2.3, 2.38, 2.369333333333333)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:48.336226,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.255172413793103)","(3.5, 4.8, 4.70625)","(2.3, 2.38, 2.369333333333333)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:49.399745,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.255172413793103)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.369333333333333)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:50.375726,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.305882352941176)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.369333333333333)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:51.468483,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.4, 8.75294117647059)","(4.6, 5.6, 5.305882352941176)","(3.5, 4.8, 4.741176470588235)","(2.3, 2.38, 2.3714285714285714)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:52.576994,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 9.085714285714285)","(4.6, 5.6, 5.305882352941176)","(3.5, 4.8, 4.70625)","(2.3, 2.4, 2.396190476190476)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:53.549898,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.742857142857142)","(4.6, 5.6, 5.305882352941176)","(3.5, 4.8, 4.70625)","(2.3, 2.4, 2.396190476190476)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:54.625662,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.933333333333334)","(4.6, 5.6, 5.28)","(3.5, 4.8, 4.734782608695652)","(2.3, 2.4, 2.337037037037037)","(10.0, 24.0, 21.285714285714285)"
12-01-2023 15:39:55.694127,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.933333333333334)","(4.6, 5.6, 5.28)","(3.5, 4.8, 4.7444444444444445)","(2.3, 2.36, 2.3352)","(10.0, 24.0, 21.15)"
12-01-2023 15:39:56.758003,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.8)","(4.6, 5.6, 5.236363636363636)","(3.5, 4.8, 4.752380952380952)","(2.3, 2.36, 2.3293023255813954)","(10.0, 24.0, 21.15)"
12-01-2023 15:39:57.817739,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.899999999999999)","(4.6, 5.6, 5.236363636363636)","(3.5, 4.8, 4.752380952380952)","(2.3, 2.36, 2.3293023255813954)","(10.0, 24.0, 21.15)"
12-01-2023 15:39:58.788221,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.899999999999999)","(4.6, 5.6, 5.236363636363636)","(3.5, 4.8, 4.752380952380952)","(2.3, 2.36, 2.3293023255813954)","(10.0, 24.0, 21.15)"
12-01-2023 15:39:59.887141,"(18.0, 38.0, 34.18181818181818)","(6.0, 9.2, 8.899999999999999)","(4.6, 5.6, 5.333333333333333)","(3.5, 4.8, 4.723076923076923)","(2.3, 2.36, 2.3293023255813954)","(10.0, 24.0, 21.15)"
12-01-2023 15:40:00.955026,"(19.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.5, 4.8, 4.675)","(2.2, 2.36, 2.3293023255813954)","(11.0, 24.0, 21.285714285714285)"
12-01-2023 15:40:02.002048,"(19.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.5, 4.8, 4.723076923076923)","(2.2, 2.36, 2.3293023255813954)","(11.0, 24.0, 21.285714285714285)"
12-01-2023 15:40:03.027245,"(19.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.5, 4.8, 4.723076923076923)","(2.2, 2.36, 2.3293023255813954)","(11.0, 24.0, 21.24137931034483)"
12-01-2023 15:40:04.057601,"(20.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.6, 4.8, 4.675)","(2.2, 2.36, 2.3293023255813954)","(11.0, 24.0, 21.24137931034483)"
12-01-2023 15:40:05.146636,"(20.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.6, 4.8, 4.723076923076923)","(2.2, 2.36, 2.3293023255813954)","(11.0, 24.0, 21.24137931034483)"
12-01-2023 15:40:06.214392,"(20.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.6, 4.8, 4.675)","(2.2, 2.36, 2.3293023255813954)","(11.0, 24.0, 21.333333333333332)"
12-01-2023 15:40:07.202748,"(21.0, 38.0, 34.34782608695652)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3293023255813954)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:08.239577,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.723076923076923)","(2.1, 2.36, 2.3293023255813954)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:09.280936,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3293023255813954)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:10.319179,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.723076923076923)","(2.1, 2.36, 2.3293023255813954)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:11.294946,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.723076923076923)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:12.285914,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.723076923076923)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:13.321204,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:14.259164,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:15.310226,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.385714285714285)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.73913043478261)"
12-01-2023 15:40:16.343955,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.385714285714285)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:17.238568,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.377777777777777)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.428571428571427)"
12-01-2023 15:40:18.270159,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.269565217391304)","(3.7, 4.8, 4.675)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 20.923076923076923)"
12-01-2023 15:40:19.503186,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.338461538461538)","(3.7, 4.8, 4.728571428571429)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 20.923076923076923)"
12-01-2023 15:40:20.635912,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.276190476190476)","(3.7, 4.8, 4.688888888888888)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 20.923076923076923)"
12-01-2023 15:40:21.779146,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.276190476190476)","(3.7, 4.8, 4.688888888888888)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 20.923076923076923)"
12-01-2023 15:40:22.927872,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.35)","(3.7, 4.8, 4.728571428571429)","(2.1, 2.36, 2.3295238095238093)","(13.0, 24.0, 21.125)"
12-01-2023 15:40:24.091059,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.316666666666666)","(3.7, 4.8, 4.688888888888888)","(2.1, 2.36, 2.3295238095238093)","(13.0, 23.0, 21.235294117647058)"
12-01-2023 15:40:25.243210,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.337142857142857)","(3.7, 4.8, 4.728571428571429)","(2.1, 2.36, 2.332222222222222)","(13.0, 23.0, 21.235294117647058)"
12-01-2023 15:40:26.320004,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.293333333333333)","(3.7, 4.8, 4.688888888888888)","(2.1, 2.36, 2.332222222222222)","(13.0, 23.0, 21.235294117647058)"
12-01-2023 15:40:27.323385,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.293333333333333)","(3.7, 4.8, 4.688888888888888)","(2.1, 2.36, 2.3362962962962963)","(13.0, 23.0, 21.235294117647058)"
12-01-2023 15:40:28.401579,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.293333333333333)","(3.7, 4.8, 4.723076923076923)","(2.1, 2.36, 2.409736842105263)","(13.0, 23.0, 21.235294117647058)"
12-01-2023 15:40:29.494784,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.085714285714285)","(4.6, 5.6, 5.3578947368421055)","(3.7, 4.8, 4.709090909090909)","(2.1, 2.42, 2.4054545454545453)","(13.0, 23.0, 21.375)"
12-01-2023 15:40:30.515820,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.1)","(4.6, 5.5, 5.3578947368421055)","(3.7, 4.8, 4.709090909090909)","(2.1, 2.42, 2.4125)","(13.0, 24.0, 21.25)"
12-01-2023 15:40:31.561706,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.933333333333334)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.695652173913043)","(2.1, 2.42, 2.4125)","(13.0, 24.0, 21.6)"
12-01-2023 15:40:32.618730,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.1)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.726315789473684)","(2.1, 2.42, 2.3866666666666667)","(13.0, 24.0, 21.666666666666668)"
12-01-2023 15:40:33.645465,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 9.1)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.726315789473684)","(2.1, 2.42, 2.396470588235294)","(13.0, 23.0, 21.444444444444443)"
12-01-2023 15:40:34.764621,"(21.0, 38.0, 34.64)","(6.5, 9.2, 9.1)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.726315789473684)","(2.1, 2.42, 2.413846153846154)","(13.0, 23.0, 21.444444444444443)"
12-01-2023 15:40:35.896301,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.899999999999999)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.726315789473684)","(2.1, 2.42, 2.413846153846154)","(13.0, 23.0, 20.75)"
12-01-2023 15:40:36.914160,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.866666666666665)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.726315789473684)","(2.1, 2.42, 2.413846153846154)","(13.0, 23.0, 20.46153846153846)"
12-01-2023 15:40:38.046712,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.866666666666665)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.75)","(2.1, 2.42, 2.413333333333333)","(13.0, 23.0, 20.2)"
12-01-2023 15:40:39.167644,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.77142857142857)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.75)","(2.1, 2.44, 2.42)","(13.0, 21.0, 20.4)"
12-01-2023 15:40:40.242940,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.77142857142857)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.746666666666666)","(2.1, 2.44, 2.4357142857142855)","(13.0, 21.0, 20.444444444444443)"
12-01-2023 15:40:41.306451,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.2, 8.84)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.746666666666666)","(2.1, 2.44, 2.436470588235294)","(13.0, 22.0, 19.3)"
12-01-2023 15:40:42.424128,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.76)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.7555555555555555)","(2.1, 2.44, 2.436)","(13.0, 19.5, 20.5)"
12-01-2023 15:40:43.520598,"(21.0, 38.0, 34.15384615384615)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.746153846153846)","(2.1, 2.44, 2.432)","(13.0, 22.0, 19.642857142857142)"
12-01-2023 15:40:44.486395,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.766666666666667)","(2.1, 2.44, 2.436)","(13.0, 22.0, 19.642857142857142)"
12-01-2023 15:40:45.561523,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.436)","(13.0, 22.0, 19.642857142857142)"
12-01-2023 15:40:46.630413,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.432)","(13.0, 22.0, 19.46153846153846)"
12-01-2023 15:40:47.717219,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.436)","(13.0, 22.0, 20.0)"
12-01-2023 15:40:48.834522,"(21.0, 38.0, 34.64)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.432)","(13.0, 22.0, 19.545454545454547)"
12-01-2023 15:40:49.817757,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.4, 5.381818181818182)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.432)","(13.0, 22.0, 20.0)"
12-01-2023 15:40:50.812438,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.3, 5.26)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.436)","(13.0, 22.0, 20.90909090909091)"
12-01-2023 15:40:51.834736,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.3, 5.26)","(3.7, 4.8, 4.7785714285714285)","(2.1, 2.44, 2.432)","(13.0, 22.0, 20.3125)"
12-01-2023 15:40:52.910786,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.3, 5.142857142857143)","(3.7, 4.8, 4.78)","(2.1, 2.44, 2.4375)","(13.0, 22.0, 20.90909090909091)"
12-01-2023 15:40:53.965101,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.2, 5.142857142857143)","(3.7, 4.8, 4.78)","(2.1, 2.44, 2.4086486486486485)","(13.0, 22.0, 21.0)"
12-01-2023 15:40:55.015805,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.2, 5.127272727272727)","(3.7, 4.8, 4.78)","(2.1, 2.44, 2.4123809523809525)","(13.0, 22.0, 20.41176470588235)"
12-01-2023 15:40:56.107846,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.2, 5.111111111111112)","(3.7, 4.8, 4.836)","(2.1, 2.44, 2.397560975609756)","(13.0, 22.0, 21.0)"
12-01-2023 15:40:57.170326,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.2, 5.111111111111112)","(3.7, 4.9, 4.884615384615385)","(2.1, 2.44, 2.4058823529411764)","(13.0, 22.0, 21.0)"
12-01-2023 15:40:58.185761,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.92)","(4.6, 5.2, 5.111111111111112)","(3.7, 4.9, 4.884615384615385)","(2.1, 2.44, 2.4132307692307693)","(13.0, 22.0, 20.41176470588235)"
12-01-2023 15:40:59.214004,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.8)","(4.4, 5.2, 5.133333333333334)","(3.7, 4.9, 4.873333333333334)","(2.1, 2.44, 2.4144117647058825)","(13.0, 22.0, 21.0)"
12-01-2023 15:41:00.253037,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.234615384615385)","(3.7, 4.9, 4.86923076923077)","(2.1, 2.44, 2.4144117647058825)","(13.0, 22.0, 20.3125)"
12-01-2023 15:41:01.326274,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.65)","(4.4, 5.3, 5.270731707317073)","(3.7, 4.9, 4.85)","(2.1, 2.44, 2.4157894736842103)","(13.0, 22.0, 20.90909090909091)"
12-01-2023 15:41:02.396713,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.270731707317073)","(3.8, 4.9, 4.86923076923077)","(2.1, 2.42, 2.4127272727272726)","(13.0, 22.0, 20.3125)"
12-01-2023 15:41:03.468880,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.65)","(4.4, 5.3, 5.247826086956522)","(3.8, 4.9, 4.85)","(2.1, 2.42, 2.4127272727272726)","(13.0, 22.0, 20.90909090909091)"
12-01-2023 15:41:04.543633,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.247826086956522)","(3.8, 4.9, 4.85)","(2.1, 2.42, 2.4057142857142857)","(13.0, 22.0, 20.90909090909091)"
12-01-2023 15:41:05.635019,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.733333333333333)","(4.4, 5.3, 5.247826086956522)","(3.8, 4.9, 4.86923076923077)","(2.1, 2.44, 2.4070588235294115)","(13.0, 22.0, 20.3125)"
12-01-2023 15:41:06.751545,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.68)","(4.4, 5.3, 5.2555555555555555)","(3.8, 4.9, 4.85)","(2.1, 2.44, 2.41)","(13.0, 22.0, 20.90909090909091)"
12-01-2023 15:41:07.860386,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.68)","(4.4, 5.3, 5.195454545454545)","(3.8, 4.9, 4.85)","(2.1, 2.44, 2.4177142857142857)","(13.0, 22.0, 20.235294117647058)"
12-01-2023 15:41:08.983826,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.68)","(4.4, 5.2, 5.233333333333333)","(3.8, 4.9, 4.8882352941176475)","(2.1, 2.44, 2.4262295081967213)","(13.0, 22.0, 20.166666666666668)"
12-01-2023 15:41:10.047328,"(21.0, 38.0, 34.76923076923077)","(6.5, 9.0, 8.571428571428571)","(4.4, 5.3, 5.233333333333333)","(3.8, 4.9, 4.8882352941176475)","(2.1, 2.44, 2.4006896551724135)","(13.0, 22.0, 19.84)"
12-01-2023 15:41:11.231576,"(21.0, 38.0, 35.29032258064516)","(6.5, 9.0, 8.653846153846153)","(4.4, 5.3, 5.247826086956522)","(3.8, 4.9, 4.875)","(2.1, 2.44, 2.423943661971831)","(13.0, 22.0, 19.84)"
12-01-2023 15:41:12.590397,"(21.0, 38.0, 35.29032258064516)","(6.5, 9.0, 8.653846153846153)","(4.4, 5.3, 5.188888888888889)","(3.8, 4.9, 4.848)","(2.1, 2.44, 2.436)","(13.0, 22.0, 19.954545454545453)"
12-01-2023 15:41:13.831063,"(21.0, 38.0, 35.29032258064516)","(6.5, 9.0, 8.653846153846153)","(4.4, 5.2, 5.188888888888889)","(3.8, 4.9, 4.831578947368421)","(2.1, 2.44, 2.432857142857143)","(13.0, 22.0, 20.026315789473685)"
12-01-2023 15:41:15.013462,"(21.0, 38.0, 35.0)","(6.5, 9.0, 8.653846153846153)","(4.4, 5.2, 5.188888888888889)","(3.8, 4.9, 4.8133333333333335)","(2.1, 2.44, 2.45046511627907)","(13.0, 22.0, 20.026315789473685)"
12-01-2023 15:41:16.101403,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.725)","(4.4, 5.2, 5.2368421052631575)","(3.8, 4.9, 4.800000000000001)","(2.1, 2.46, 2.455)","(13.0, 22.0, 20.055555555555557)"
12-01-2023 15:41:17.182291,"(21.0, 38.0, 34.18181818181818)","(6.5, 8.8, 8.586666666666666)","(4.4, 5.3, 5.183333333333334)","(3.8, 4.9, 4.825)","(2.1, 2.46, 2.448)","(13.0, 22.0, 20.375)"
12-01-2023 15:41:18.281087,"(21.0, 38.0, 34.18181818181818)","(6.5, 9.0, 8.435294117647059)","(4.4, 5.2, 5.18)","(3.8, 4.9, 4.82)","(2.1, 2.46, 2.451111111111111)","(13.0, 22.0, 20.08823529411765)"
12-01-2023 15:41:19.393879,"(21.0, 34.0, 33.142857142857146)","(6.5, 9.0, 8.454545454545455)","(4.4, 5.2, 5.183333333333334)","(3.8, 4.9, 4.795454545454546)","(2.1, 2.46, 2.426153846153846)","(13.0, 22.0, 20.08823529411765)"
12-01-2023 15:41:20.411190,"(21.0, 34.0, 33.57142857142857)","(6.5, 9.0, 8.614285714285714)","(4.4, 5.2, 5.183333333333334)","(3.8, 5.0, 4.795454545454546)","(2.1, 2.46, 2.4355555555555557)","(13.0, 22.0, 20.214285714285715)"
12-01-2023 15:41:21.494022,"(21.0, 34.0, 32.916666666666664)","(6.5, 9.0, 8.721428571428572)","(4.4, 5.2, 5.1875)","(3.8, 5.0, 4.780487804878049)","(2.1, 2.46, 2.4515384615384614)","(13.0, 22.0, 20.214285714285715)"
12-01-2023 15:41:22.587253,"(21.0, 34.0, 32.70967741935484)","(6.5, 9.0, 8.808)","(4.4, 5.2, 5.18)","(3.8, 5.0, 4.880000000000001)","(2.1, 2.48, 2.4780246913580246)","(13.0, 22.0, 20.166666666666668)"
12-01-2023 15:41:23.617990,"(21.0, 34.0, 33.294117647058826)","(7.0, 9.0, 8.815384615384616)","(4.4, 5.2, 5.18)","(4.0, 4.9, 4.7)","(2.15, 2.48, 2.48625)","(13.0, 22.0, 19.125)"
12-01-2023 15:41:24.621600,"(21.0, 42.0, 41.16666666666667)","(7.0, 8.8, 8.7)","(4.4, 5.1, 5.036842105263157)","(4.0, 4.7, 4.628571428571428)","(2.15, 2.5, 2.491489361702128)","(13.0, 21.0, 18.75)"
12-01-2023 15:41:25.689291,"(21.0, 44.0, 39.68)","(7.0, 9.0, 8.52)","(4.4, 5.2, 5.190909090909091)","(4.0, 4.7, 4.633333333333333)","(2.15, 2.5, 2.4884615384615385)","(13.0, 21.0, 18.738095238095237)"
