,Over The Bridge,Sambuca Talks,Stimulus Package,Influencer,Chief In Charge,Lektra Asha
14-12-2022 14:17:23.508146,"(3.0, 3.85, 3.7807692307692307)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.0785714285714287)","(4.0, 4.9, 4.376470588235294)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:24.571385,"(3.0, 3.85, 3.8)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.068181818181818)","(4.0, 4.8, 4.282608695652174)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:25.590867,"(3.0, 3.85, 3.8)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.0588571428571427)","(4.0, 4.8, 4.430769230769231)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:26.712918,"(3.0, 3.85, 3.8)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.018333333333333)","(4.0, 4.7, 4.427272727272727)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:27.763927,"(3.0, 3.85, 3.8189655172413794)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.05, 3.006153846153846)","(4.0, 4.7, 4.427272727272727)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:28.887535,"(3.0, 3.85, 3.8189655172413794)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.05, 2.971764705882353)","(4.0, 4.7, 4.430769230769231)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:29.966104,"(3.0, 3.85, 3.8189655172413794)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.05, 3.006153846153846)","(4.0, 4.7, 4.427272727272727)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:30.942931,"(3.0, 3.85, 3.8189655172413794)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.05, 3.006153846153846)","(4.0, 4.7, 4.427272727272727)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:32.016254,"(3.0, 3.85, 3.823529411764706)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.01)","(4.0, 4.7, 4.427272727272727)","(21.0, 95.0, 85.0)"
14-12-2022 14:17:33.047191,"(3.0, 3.85, 3.823529411764706)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.0)","(4.0, 4.7, 4.430769230769231)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:34.058793,"(3.0, 3.85, 3.823529411764706)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 2.99)","(4.0, 4.7, 4.430769230769231)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:35.093725,"(3.0, 3.85, 3.823529411764706)","(4.2, 9.6, 8.761904761904761)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 2.99)","(4.0, 4.7, 4.430769230769231)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:36.167671,"(3.0, 3.85, 3.809090909090909)","(4.2, 9.6, 9.163636363636364)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.1, 3.06)","(4.0, 4.7, 3.935)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:37.333075,"(3.0, 3.85, 3.809090909090909)","(4.2, 9.6, 8.573333333333332)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.0710526315789473)","(4.0, 4.7, 4.2973684210526315)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:38.520749,"(3.0, 3.85, 3.809090909090909)","(4.2, 9.6, 8.958333333333332)","(21.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.0733333333333333)","(4.0, 4.7, 4.275)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:39.582236,"(3.0, 3.85, 3.809090909090909)","(4.0, 9.6, 8.963636363636363)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.15, 3.1395454545454546)","(4.0, 4.7, 4.214285714285714)","(21.0, 95.0, 67.5)"
14-12-2022 14:17:40.566867,"(3.0, 3.85, 3.746153846153846)","(4.0, 9.6, 8.963636363636363)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.15, 3.071764705882353)","(4.0, 4.7, 4.370967741935484)","(21.0, 95.0, 81.25)"
14-12-2022 14:17:41.770576,"(3.0, 3.85, 3.746153846153846)","(4.0, 9.6, 8.541176470588235)","(20.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.071764705882353)","(3.9, 4.7, 4.370967741935484)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:43.026191,"(3.0, 3.85, 3.746153846153846)","(4.0, 9.6, 9.447058823529412)","(20.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.041818181818182)","(3.9, 4.7, 4.4660714285714285)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:44.077363,"(3.0, 3.85, 3.746153846153846)","(4.0, 9.6, 9.447058823529412)","(20.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.002222222222222)","(3.9, 4.6, 4.4660714285714285)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:17:45.130060,"(3.0, 3.85, 3.746153846153846)","(4.0, 10.5, 10.028571428571428)","(20.0, 95.0, 89.77777777777777)","(2.6, 3.15, 3.0866666666666664)","(3.9, 4.6, 4.273333333333333)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:46.235797,"(3.0, 3.85, 3.746153846153846)","(4.4, 10.5, 9.895)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.069230769230769)","(3.7, 4.6, 4.273333333333333)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:47.465545,"(3.0, 3.85, 3.746153846153846)","(4.4, 10.5, 10.016)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.033333333333333)","(3.7, 4.6, 4.334482758620689)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:17:48.751560,"(3.0, 3.85, 3.746153846153846)","(4.4, 10.5, 10.016)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.069230769230769)","(3.7, 4.5, 4.261111111111111)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:50.067630,"(3.0, 3.85, 3.746153846153846)","(4.4, 10.5, 10.051851851851852)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.06)","(3.7, 4.4, 4.217073170731707)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:17:51.241016,"(3.0, 3.85, 3.746153846153846)","(4.4, 10.5, 10.051851851851852)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.033333333333333)","(3.7, 4.4, 4.2615384615384615)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:17:52.448441,"(3.0, 3.85, 3.746153846153846)","(4.4, 10.5, 10.051851851851852)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.069230769230769)","(3.7, 4.3, 4.2615384615384615)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:53.595606,"(3.0, 3.8, 3.6857142857142855)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.069230769230769)","(3.7, 4.3, 4.2615384615384615)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:54.794527,"(3.0, 3.8, 3.65)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.069230769230769)","(3.7, 4.3, 4.2615384615384615)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:17:55.949263,"(3.0, 3.8, 3.65)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.1266666666666665)","(3.7, 4.3, 4.2)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:57.115188,"(3.0, 3.8, 3.65)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.0863636363636364)","(3.7, 4.3, 4.2)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:17:58.319338,"(3.0, 3.8, 3.6090909090909093)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.0927272727272728)","(3.7, 4.3, 4.2)","(20.0, 95.0, 67.5)"
14-12-2022 14:17:59.519152,"(3.0, 3.8, 3.617391304347826)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.024)","(3.7, 4.3, 4.173684210526316)","(20.0, 95.0, 67.5)"
14-12-2022 14:18:00.637325,"(3.0, 3.8, 3.65)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 3.06)","(3.7, 4.3, 4.173684210526316)","(20.0, 95.0, 67.5)"
14-12-2022 14:18:01.849372,"(3.0, 3.8, 3.672727272727273)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 90.05263157894737)","(2.7, 3.15, 3.045)","(3.6, 4.3, 4.293333333333334)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:18:03.069820,"(3.0, 3.8, 3.6363636363636362)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 90.05263157894737)","(2.7, 3.15, 2.931)","(3.6, 4.4, 4.20952380952381)","(20.0, 95.0, 67.5)"
14-12-2022 14:18:04.264297,"(3.0, 3.8, 3.643478260869565)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.25, 2.9652173913043476)","(3.6, 4.4, 4.20952380952381)","(20.0, 95.0, 67.5)"
14-12-2022 14:18:05.330774,"(3.0, 3.8, 3.643478260869565)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.2, 2.9208333333333334)","(3.6, 4.4, 4.154545454545454)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:18:06.379426,"(3.0, 3.8, 3.643478260869565)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 2.915625)","(3.6, 4.3, 4.009090909090909)","(20.0, 95.0, 67.5)"
14-12-2022 14:18:07.405933,"(3.0, 3.8, 3.6714285714285713)","(4.4, 10.5, 9.97391304347826)","(20.0, 95.0, 89.77777777777777)","(2.7, 3.15, 2.9428571428571426)","(3.6, 4.3, 4.1)","(20.0, 95.0, 82.77777777777777)"
14-12-2022 14:18:08.475396,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.036)","(3.4, 4.3, 4.009090909090909)","(21.0, 95.0, 67.5)"
14-12-2022 14:18:09.523924,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.0)","(3.4, 4.3, 4.009090909090909)","(21.0, 95.0, 67.5)"
14-12-2022 14:18:10.476097,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.0)","(3.4, 4.3, 4.009090909090909)","(21.0, 95.0, 67.5)"
14-12-2022 14:18:11.409860,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.0)","(3.4, 4.3, 4.009090909090909)","(21.0, 95.0, 67.5)"
14-12-2022 14:18:12.439621,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.0)","(3.4, 4.3, 4.009090909090909)","(21.0, 95.0, 67.5)"
14-12-2022 14:18:13.540101,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 2.9844444444444442)","(3.4, 4.3, 4.1)","(21.0, 95.0, 51.111111111111114)"
14-12-2022 14:18:14.811789,"(2.9, 3.8, 3.675)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 2.9844444444444442)","(3.4, 4.3, 3.875)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:16.180852,"(2.9, 3.8, 3.690909090909091)","(5.0, 10.5, 10.133333333333333)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 2.9866666666666664)","(3.4, 3.9, 3.9)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:17.282478,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 10.133333333333333)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.05, 2.9866666666666664)","(3.4, 4.3, 3.9)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:18.280760,"(2.9, 3.8, 3.6956521739130435)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.15, 2.8979999999999997)","(3.4, 4.3, 4.12)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:19.229264,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.0371428571428574)","(3.4, 4.2, 4.05)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:20.259332,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 2.918181818181818)","(3.4, 4.2, 3.8705882352941177)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:21.252677,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.023076923076923)","(3.4, 4.2, 3.9454545454545458)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:22.424838,"(2.9, 3.8, 3.6956521739130435)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.1, 3.09)","(3.4, 4.2, 3.8705882352941177)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:23.555233,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.15, 3.09)","(3.4, 4.2, 3.9454545454545458)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:24.622504,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.15, 3.058333333333333)","(3.4, 4.2, 3.8705882352941177)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:25.685737,"(2.9, 3.8, 3.6666666666666665)","(5.0, 10.5, 9.97391304347826)","(21.0, 95.0, 89.77777777777777)","(2.6, 3.15, 3.058333333333333)","(3.4, 4.2, 3.992592592592593)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:27.041531,"(2.9, 3.8, 3.6875)","(5.0, 10.5, 9.871428571428572)","(21.0, 95.0, 88.07692307692308)","(2.6, 3.15, 3.058333333333333)","(3.4, 4.2, 3.992592592592593)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:28.227456,"(2.9, 3.8, 3.6875)","(5.0, 10.5, 9.871428571428572)","(21.0, 95.0, 88.07692307692308)","(2.6, 3.15, 3.058333333333333)","(3.4, 4.2, 3.992592592592593)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:29.388424,"(2.9, 3.8, 3.6875)","(5.0, 10.5, 9.871428571428572)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.15, 3.023103448275862)","(3.4, 4.2, 3.980952380952381)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:30.424506,"(2.9, 3.8, 3.6928571428571426)","(5.0, 10.5, 9.928)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.15, 3.023103448275862)","(3.4, 4.1, 3.966666666666667)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:31.549954,"(2.9, 3.8, 3.6928571428571426)","(5.0, 10.5, 9.928)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.15, 3.113793103448276)","(3.4, 4.0, 3.9785714285714286)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:32.584029,"(2.9, 3.8, 3.7404761904761905)","(5.0, 10.5, 9.928)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.15, 3.1086486486486486)","(3.4, 4.0, 3.85)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:33.702347,"(2.9, 3.8, 3.7166666666666663)","(5.0, 10.5, 9.928)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.2, 3.0989473684210527)","(3.4, 4.0, 3.9571428571428573)","(21.0, 90.0, 51.111111111111114)"
14-12-2022 14:18:34.885520,"(2.9, 3.8, 3.727272727272727)","(5.0, 10.5, 9.928)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.2, 3.09)","(3.4, 4.0, 3.85)","(21.0, 90.0, 65.0)"
14-12-2022 14:18:35.953276,"(2.9, 3.8, 3.7448275862068963)","(5.0, 10.5, 9.928)","(21.0, 95.0, 91.08695652173913)","(2.6, 3.2, 3.113913043478261)","(3.4, 4.0, 3.85)","(21.0, 90.0, 73.33333333333334)"
14-12-2022 14:18:36.986159,"(2.9, 3.85, 3.840740740740741)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 91.78571428571428)","(2.6, 3.2, 3.12)","(3.4, 4.0, 3.85)","(21.0, 90.0, 76.0)"
14-12-2022 14:18:37.977413,"(2.9, 3.9, 3.822857142857143)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 91.78571428571428)","(2.6, 3.2, 3.12)","(3.4, 4.0, 3.85)","(21.0, 90.0, 48.0)"
14-12-2022 14:18:39.036585,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 87.72727272727272)","(2.6, 3.2, 3.094074074074074)","(3.4, 4.0, 3.985)","(21.0, 90.0, 48.0)"
14-12-2022 14:18:40.056141,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 90.78947368421052)","(2.6, 3.2, 3.094074074074074)","(3.4, 4.0, 3.985)","(21.0, 90.0, 48.0)"
14-12-2022 14:18:41.287464,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 90.78947368421052)","(2.6, 3.2, 3.094074074074074)","(3.4, 4.0, 3.995)","(21.0, 90.0, 78.41379310344828)"
14-12-2022 14:18:42.309294,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 92.24137931034483)","(2.6, 3.2, 3.094074074074074)","(3.4, 4.0, 3.995)","(21.0, 90.0, 78.41379310344828)"
14-12-2022 14:18:43.347060,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.5, 9.603703703703705)","(21.0, 95.0, 92.64705882352942)","(2.6, 3.2, 3.082666666666667)","(3.4, 4.0, 3.995)","(21.0, 90.0, 78.41379310344828)"
14-12-2022 14:18:44.311854,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.0, 9.75294117647059)","(21.0, 95.0, 92.64705882352942)","(2.6, 3.2, 3.023380281690141)","(3.4, 4.0, 3.995)","(21.0, 90.0, 78.41379310344828)"
14-12-2022 14:18:45.311670,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.0, 9.52)","(21.0, 95.0, 92.64705882352942)","(2.6, 3.2, 3.025294117647059)","(3.3, 4.0, 3.995)","(21.0, 90.0, 78.41379310344828)"
14-12-2022 14:18:46.450636,"(2.9, 3.9, 3.806896551724138)","(5.0, 10.0, 9.0)","(21.0, 95.0, 89.16666666666666)","(2.6, 3.2, 3.0381132075471697)","(3.3, 4.0, 3.995)","(21.0, 90.0, 74.66666666666667)"
14-12-2022 14:18:47.815244,"(2.9, 3.9, 3.7875)","(5.0, 9.8, 8.284210526315789)","(21.0, 95.0, 89.16666666666666)","(2.6, 3.2, 3.0381132075471697)","(3.3, 4.0, 3.995)","(21.0, 90.0, 71.88235294117646)"
14-12-2022 14:18:49.102579,"(2.9, 3.9, 3.7875)","(5.0, 9.8, 8.284210526315789)","(21.0, 95.0, 90.88235294117646)","(2.6, 3.2, 3.0391304347826087)","(3.3, 4.0, 3.995)","(21.0, 90.0, 73.78947368421052)"
14-12-2022 14:18:50.264744,"(2.9, 3.9, 3.7875)","(5.0, 9.8, 8.266666666666666)","(21.0, 95.0, 82.5)","(2.6, 3.15, 3.0174468085106385)","(3.3, 4.0, 3.995)","(21.0, 90.0, 73.78947368421052)"
14-12-2022 14:18:51.594023,"(2.9, 3.9, 3.68955223880597)","(5.0, 9.8, 8.22758620689655)","(21.0, 95.0, 87.85714285714286)","(2.6, 3.2, 3.014871794871795)","(3.3, 4.0, 3.9942307692307693)","(21.0, 90.0, 77.16666666666666)"
14-12-2022 14:18:52.798276,"(2.9, 3.9, 3.68)","(5.0, 9.8, 8.22758620689655)","(21.0, 95.0, 91.42857142857143)","(2.6, 3.15, 3.007755102040816)","(3.3, 4.0, 3.9942307692307693)","(21.0, 90.0, 77.16666666666666)"
14-12-2022 14:18:54.010849,"(2.9, 3.9, 3.716666666666667)","(5.0, 9.8, 8.251612903225805)","(21.0, 95.0, 91.42857142857143)","(2.6, 3.15, 2.948888888888889)","(3.3, 4.0, 3.9875)","(21.0, 90.0, 77.16666666666666)"
14-12-2022 14:18:55.136210,"(2.9, 3.85, 3.7642857142857142)","(5.0, 9.6, 8.26315789473684)","(26.0, 95.0, 92.05882352941177)","(2.6, 3.1, 2.9677777777777776)","(3.3, 4.0, 3.9875)","(21.0, 90.0, 77.16666666666666)"
14-12-2022 14:18:56.381937,"(2.9, 3.85, 3.778)","(5.0, 9.4, 8.243478260869564)","(26.0, 95.0, 92.05882352941177)","(2.6, 3.1, 2.972)","(3.3, 4.0, 4.091666666666667)","(21.0, 90.0, 77.16666666666666)"
14-12-2022 14:18:57.502606,"(2.9, 3.85, 3.7985714285714285)","(5.0, 9.2, 8.243478260869564)","(26.0, 95.0, 90.0)","(2.6, 3.1, 2.973684210526316)","(3.3, 4.1, 4.196153846153846)","(21.0, 90.0, 77.16666666666666)"
14-12-2022 14:18:58.474502,"(3.0, 3.85, 3.7985714285714285)","(5.0, 9.0, 8.357142857142858)","(26.0, 95.0, 90.0)","(2.6, 3.1, 2.933333333333333)","(3.1, 4.2, 4.252)","(21.0, 90.0, 50.333333333333336)"
14-12-2022 14:18:59.559551,"(3.0, 3.85, 3.7537037037037035)","(5.0, 9.0, 8.208333333333334)","(26.0, 95.0, 92.82608695652173)","(2.6, 3.1, 2.9823529411764707)","(3.1, 4.3, 4.311111111111111)","(21.0, 90.0, 56.0)"
14-12-2022 14:19:00.697682,"(3.0, 3.6, 3.541666666666667)","(4.8, 9.0, 8.208333333333334)","(26.0, 95.0, 92.82608695652173)","(2.6, 3.1, 2.9823529411764707)","(3.2, 4.4, 4.311111111111111)","(21.0, 80.0, 56.0)"
14-12-2022 14:19:01.802338,"(3.0, 3.6, 3.460714285714286)","(4.8, 9.0, 8.081967213114755)","(26.0, 95.0, 91.92307692307692)","(2.6, 3.1, 2.98)","(3.2, 4.4, 4.3500000000000005)","(21.0, 75.0, 66.9)"
14-12-2022 14:19:02.932244,"(3.0, 3.6, 3.4452380952380954)","(4.8, 9.0, 8.081967213114755)","(26.0, 95.0, 91.92307692307692)","(2.6, 3.1, 2.945333333333333)","(3.2, 4.4, 4.346575342465754)","(21.0, 75.0, 65.71875)"
14-12-2022 14:19:03.988060,"(3.0, 3.6, 3.4916666666666667)","(4.8, 8.8, 8.23529411764706)","(26.0, 95.0, 93.18181818181819)","(2.6, 3.1, 3.0171428571428573)","(3.2, 4.0, 3.9545454545454546)","(21.0, 75.0, 61.36363636363637)"
14-12-2022 14:19:04.998110,"(3.0, 3.6, 3.5)","(4.8, 8.8, 8.096)","(26.0, 95.0, 93.26086956521739)","(2.6, 3.1, 3.0217391304347827)","(3.2, 4.0, 3.8625000000000003)","(21.0, 75.0, 65.625)"
14-12-2022 14:19:06.064687,"(3.0, 3.8, 3.696153846153846)","(4.8, 8.8, 8.120000000000001)","(26.0, 95.0, 94.13043478260869)","(2.6, 3.15, 3.0681818181818183)","(3.2, 4.0, 3.9425925925925926)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:07.229781,"(3.0, 3.8, 3.44)","(4.8, 8.8, 8.104347826086956)","(26.0, 95.0, 94.13043478260869)","(2.6, 3.15, 3.0999999999999996)","(3.2, 3.95, 3.9181818181818184)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:08.411662,"(3.0, 3.8, 3.44)","(4.8, 8.8, 8.104347826086956)","(26.0, 95.0, 94.13043478260869)","(2.6, 3.15, 3.0999999999999996)","(3.2, 3.95, 3.8975)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:09.607187,"(3.0, 3.8, 3.4684210526315793)","(4.8, 8.8, 8.104347826086956)","(26.0, 95.0, 94.23076923076923)","(2.6, 3.15, 3.1285714285714286)","(3.2, 3.9, 3.9230769230769234)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:10.731903,"(3.0, 3.8, 3.414285714285714)","(4.8, 8.8, 8.1)","(26.0, 95.0, 94.23076923076923)","(2.6, 3.15, 3.0526315789473686)","(3.2, 3.95, 3.8833333333333333)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:11.843998,"(3.0, 3.75, 3.628846153846154)","(4.8, 8.8, 8.268571428571429)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.2, 3.0894736842105264)","(3.2, 3.9, 3.8833333333333333)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:12.911262,"(3.0, 3.75, 3.582)","(4.8, 8.8, 8.26)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.2, 3.0785714285714283)","(3.2, 3.95, 3.8676470588235294)","(21.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:13.953387,"(2.9, 3.75, 3.6115384615384616)","(4.8, 8.8, 7.9818181818181815)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.2, 3.1089285714285713)","(3.2, 4.0, 3.9476190476190474)","(26.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:15.047160,"(2.9, 3.75, 3.5357142857142856)","(4.8, 8.6, 8.018181818181818)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.2, 3.117741935483871)","(3.2, 4.0, 3.9476190476190474)","(26.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:16.172769,"(2.9, 3.7, 3.66)","(4.8, 8.6, 7.9714285714285715)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.2, 3.117741935483871)","(3.2, 4.0, 3.925675675675676)","(26.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:17.262528,"(2.9, 3.65, 3.6333333333333333)","(4.8, 8.6, 7.9714285714285715)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.25, 3.2375)","(3.2, 3.95, 3.894230769230769)","(26.0, 75.0, 73.33333333333334)"
14-12-2022 14:19:18.366080,"(2.9, 3.65, 3.59375)","(4.8, 8.6, 7.9714285714285715)","(26.0, 90.0, 88.06451612903226)","(2.6, 3.3, 3.1636363636363636)","(3.2, 3.9, 3.875)","(26.0, 75.0, 73.33333333333334)"
