,Choir Boy,Dixon Bay,Sarodec,Liability,Elected,Hokahey,Ready For Better,Wickedn Lovinit
08-01-2023 13:50:04.858237,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 130.0, 71.66666666666667)","(5.0, 7.0, 6.623529411764706)","(6.5, 9.0, 8.1)","(3.3, 4.7, 3.9571428571428573)","(4.6, 5.3, 5.15)","(8.5, 10.5, 10.207692307692309)"
08-01-2023 13:50:05.994683,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 130.0, 71.66666666666667)","(5.0, 7.0, 6.779310344827586)","(6.5, 9.0, 8.16)","(3.3, 4.6, 4.15)","(4.6, 5.3, 5.15)","(8.5, 10.5, 9.193548387096774)"
08-01-2023 13:50:07.095514,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 130.0, 71.66666666666667)","(5.0, 7.0, 6.779310344827586)","(6.5, 9.0, 8.16)","(3.3, 4.6, 4.0807692307692305)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.193548387096774)"
08-01-2023 13:50:08.174092,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 130.0, 71.66666666666667)","(5.0, 7.0, 6.684615384615385)","(6.5, 9.0, 8.16)","(3.3, 4.6, 4.202941176470588)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.193548387096774)"
08-01-2023 13:50:09.182362,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 140.0, 73.33333333333333)","(5.0, 6.8, 6.684615384615385)","(6.5, 9.0, 8.16)","(3.3, 4.6, 4.335714285714285)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:10.224163,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 140.0, 73.33333333333333)","(5.0, 6.8, 6.684615384615385)","(6.5, 9.0, 8.16)","(3.3, 4.7, 4.335714285714285)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:11.265312,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 140.0, 103.63636363636363)","(5.0, 6.8, 6.684615384615385)","(6.5, 9.0, 8.16)","(3.3, 4.7, 4.335714285714285)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:12.332710,"(5.5, 8.8, 8.600000000000001)","(9.0, 15.0, 13.683673469387756)","(41.0, 140.0, 103.63636363636363)","(5.0, 6.8, 6.684615384615385)","(6.5, 9.0, 8.16)","(3.3, 4.7, 4.445)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:13.394294,"(5.5, 8.8, 8.600000000000001)","(9.0, 14.5, 14.1)","(41.0, 140.0, 103.63636363636363)","(5.0, 6.8, 6.585714285714285)","(6.5, 9.0, 8.16)","(3.3, 4.7, 4.166666666666667)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:14.466390,"(5.5, 8.8, 8.600000000000001)","(9.0, 14.5, 14.045454545454545)","(41.0, 140.0, 103.63636363636363)","(5.0, 6.8, 6.585714285714285)","(6.5, 9.0, 8.16)","(3.3, 4.7, 4.166666666666667)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:15.490871,"(5.5, 8.8, 8.600000000000001)","(9.0, 14.5, 14.045454545454545)","(41.0, 140.0, 103.63636363636363)","(5.0, 6.8, 6.585714285714285)","(6.5, 9.0, 8.16)","(3.3, 4.7, 4.166666666666667)","(4.6, 5.3, 5.15)","(8.5, 9.4, 9.175)"
08-01-2023 13:50:16.558857,"(5.5, 8.8, 8.600000000000001)","(9.0, 14.5, 14.142857142857142)","(41.0, 140.0, 103.63636363636363)","(5.0, 6.8, 6.65)","(6.5, 9.0, 8.266666666666666)","(3.3, 4.7, 4.440909090909091)","(4.6, 5.3, 5.222222222222222)","(8.5, 9.4, 10.218518518518518)"
08-01-2023 13:50:17.677288,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 108.0)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.4)","(3.3, 4.7, 4.4625)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.303448275862069)"
08-01-2023 13:50:18.793667,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 108.0)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.4)","(3.3, 4.7, 4.541176470588235)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.303448275862069)"
08-01-2023 13:50:19.905390,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.191304347826087)","(3.3, 4.7, 4.640000000000001)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 9.771428571428572)"
08-01-2023 13:50:20.992044,"(5.5, 9.0, 8.6)","(9.0, 15.0, 14.065217391304348)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.640000000000001)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 9.771428571428572)"
08-01-2023 13:50:22.005295,"(5.5, 9.0, 8.6)","(9.0, 15.0, 14.065217391304348)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 9.771428571428572)"
08-01-2023 13:50:23.084055,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 9.771428571428572)"
08-01-2023 13:50:24.183145,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 9.771428571428572)"
08-01-2023 13:50:25.332407,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:26.500897,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:27.621022,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:28.733753,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:29.758479,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:30.819216,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:31.913388,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:33.013316,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.192307692307692)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:34.109740,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:35.223507,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.9)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.38)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:36.423158,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 140.0, 97.14285714285714)","(5.0, 7.0, 6.925)","(6.5, 9.6, 8.304)","(3.3, 4.7, 4.2)","(4.6, 5.4, 5.222222222222222)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:37.770523,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 100.0, 83.0)","(5.0, 7.0, 6.925)","(6.5, 9.6, 8.304)","(3.3, 4.4, 4.2)","(4.6, 5.4, 5.382978723404255)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:38.964455,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 83.0)","(5.0, 7.0, 6.925)","(6.5, 9.6, 8.304)","(3.3, 4.4, 3.95625)","(4.6, 5.4, 5.3090909090909095)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:40.256065,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.925)","(6.5, 9.6, 8.304)","(3.3, 4.5, 3.95625)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:41.582434,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.925)","(6.5, 9.6, 8.304)","(3.3, 4.5, 3.9514285714285715)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:42.836006,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.304)","(3.3, 4.5, 3.9514285714285715)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:44.060882,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.304)","(3.3, 4.5, 3.9514285714285715)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.135714285714286)"
08-01-2023 13:50:45.184575,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.304)","(3.3, 4.5, 3.9514285714285715)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.278260869565218)"
08-01-2023 13:50:46.226186,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.304)","(3.3, 4.5, 3.9514285714285715)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.278260869565218)"
08-01-2023 13:50:47.304823,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 77.5)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.647058823529411)","(3.3, 4.5, 3.9514285714285715)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.278260869565218)"
08-01-2023 13:50:48.402261,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 71.66666666666667)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.533333333333333)","(3.3, 4.5, 4.15)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.278260869565218)"
08-01-2023 13:50:49.571651,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 71.66666666666667)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.34)","(3.3, 4.4, 4.15)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.278260869565218)"
08-01-2023 13:50:50.724491,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 71.66666666666667)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.549999999999999)","(3.3, 4.4, 4.15)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:51.827916,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 95.0, 62.0)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.454545454545453)","(3.3, 4.4, 4.216666666666667)","(4.6, 5.5, 5.3090909090909095)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:52.907734,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 90.0, 62.0)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.670967741935483)","(3.3, 4.4, 4.185714285714286)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:53.972607,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 85.0, 70.0)","(5.0, 7.0, 6.933333333333334)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:55.037179,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.214285714285714)","(41.0, 85.0, 70.0)","(5.0, 7.0, 6.94375)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:56.091896,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 70.0)","(5.0, 7.0, 6.94375)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:57.107841,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 70.0)","(5.0, 7.0, 6.8)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:58.212859,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 95.0, 72.5)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:50:59.399216,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 90.0, 72.5)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:00.534143,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 90.0, 72.5)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:01.649570,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 90.0, 61.0)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.399999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:02.803258,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:03.981372,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:05.256320,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.0, 6.890909090909091)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:06.384051,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.0, 7.0)","(6.5, 9.6, 8.49655172413793)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:07.427709,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.479999999999999)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:08.558057,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.567741935483872)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:09.580971,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:10.725586,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:11.849044,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:13.091369,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 61.0)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:14.247251,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 85.0, 63.333333333333336)","(5.0, 7.2, 7.0)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:15.334502,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.25)","(41.0, 80.0, 60.0)","(5.0, 7.2, 7.0285714285714285)","(6.5, 9.6, 8.382608695652173)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:16.507426,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 57.77777777777778)","(5.0, 7.2, 7.0285714285714285)","(6.5, 9.6, 8.933333333333334)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:17.675679,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 58.125)","(5.0, 7.2, 7.0285714285714285)","(6.5, 9.4, 8.589473684210526)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:18.897359,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 58.125)","(5.0, 7.2, 7.0285714285714285)","(6.5, 9.4, 8.589473684210526)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:20.029920,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 58.125)","(5.0, 7.2, 7.0285714285714285)","(6.5, 9.4, 8.589473684210526)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:21.302113,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 63.333333333333336)","(5.0, 7.2, 7.0285714285714285)","(6.5, 9.4, 8.589473684210526)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:22.592198,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 63.333333333333336)","(5.0, 7.2, 7.08)","(6.5, 9.4, 8.589473684210526)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:23.754872,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 80.0, 63.333333333333336)","(5.0, 7.2, 7.08)","(6.5, 9.4, 8.7)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:25.006501,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.08)","(6.5, 9.4, 8.457142857142857)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:26.200383,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.08)","(6.5, 9.4, 8.7)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:27.289338,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.08)","(6.5, 9.4, 8.7)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:28.348072,"(5.5, 9.0, 8.6)","(9.0, 14.5, 14.346153846153847)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.08)","(6.5, 9.4, 8.589473684210526)","(3.2, 4.4, 4.233333333333333)","(4.6, 5.5, 5.2846153846153845)","(8.5, 10.5, 10.303846153846154)"
08-01-2023 13:51:29.570215,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.0)","(6.5, 9.0, 8.555555555555555)","(3.2, 4.2, 4.085714285714285)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:30.654879,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.0)","(6.5, 9.0, 8.555555555555555)","(3.2, 4.2, 4.085714285714285)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:31.779633,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.0)","(6.5, 9.0, 8.555555555555555)","(3.2, 4.2, 4.085714285714285)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:33.006709,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.2, 7.0)","(6.5, 9.0, 8.555555555555555)","(3.2, 4.2, 4.085714285714285)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:34.162289,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.2, 6.833333333333333)","(6.5, 9.0, 8.75)","(3.2, 4.2, 4.171428571428572)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:35.241804,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.0, 6.833333333333333)","(6.5, 9.0, 8.705882352941176)","(3.2, 4.3, 4.171428571428572)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:36.276234,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.0, 6.833333333333333)","(6.5, 9.0, 8.705882352941176)","(3.2, 4.3, 4.171428571428572)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
08-01-2023 13:51:37.332516,"(5.5, 9.0, 8.77142857142857)","(9.0, 14.5, 14.166666666666666)","(41.0, 90.0, 72.5)","(5.0, 7.0, 6.833333333333333)","(6.5, 9.0, 8.705882352941176)","(3.2, 4.3, 4.171428571428572)","(4.6, 5.5, 5.269230769230769)","(8.5, 10.0, 9.657142857142857)"
